Wavelength (nm),Sum,Mg I (3.8e-02),Mg II (9.5e-01),Mg III (8.2e-03)
309.42,6.024e+2,6.024e+2,,
309.425,1.653e+2,1.653e+2,,
309.43,4.305e+1,4.305e+1,,
309.435,1.064e+1,1.064e+1,,
309.44,2.497e+0,2.497e+0,,
309.445,5.559e-1,5.559e-1,,
309.45,1.175e-1,1.175e-1,,
309.455,2.356e-2,2.356e-2,,
309.46,4.486e-3,4.486e-3,,
309.465,8.105e-4,8.105e-4,,
309.47,1.390e-4,1.390e-4,,
309.475,2.262e-5,2.262e-5,,
309.48,3.493e-6,3.493e-6,,
309.485,5.121e-7,5.121e-7,,
309.5,4.682e-8,4.682e-8,,
309.505,2.161e-6,2.161e-6,,
309.51,1.434e-5,1.434e-5,,
309.515,9.030e-5,9.030e-5,,
309.52,5.399e-4,5.399e-4,,
309.525,3.064e-3,3.064e-3,,
309.53,1.650e-2,1.650e-2,,
309.535,8.438e-2,8.438e-2,,
309.54,4.095e-1,4.095e-1,,
309.545,1.887e+0,1.887e+0,,
309.55,8.249e+0,8.249e+0,,
309.555,3.424e+1,3.424e+1,,
309.56,1.349e+2,1.349e+2,,
309.565,5.044e+2,5.044e+2,,
309.57,1.791e+3,1.791e+3,,
309.575,6.033e+3,6.033e+3,,
309.58,1.930e+4,1.930e+4,,
309.585,5.857e+4,5.857e+4,,
309.59,1.688e+5,1.688e+5,,
309.595,4.616e+5,4.616e+5,,
309.6,1.199e+6,1.199e+6,,
309.605,2.954e+6,2.954e+6,,
309.61,6.909e+6,6.909e+6,,
309.615,1.534e+7,1.534e+7,,
309.62,3.233e+7,3.233e+7,,
309.625,6.467e+7,6.467e+7,,
309.63,1.228e+8,1.228e+8,,
309.635,2.213e+8,2.213e+8,,
309.64,3.787e+8,3.787e+8,,
309.645,6.149e+8,6.149e+8,,
309.65,9.478e+8,9.478e+8,,
309.655,1.387e+9,1.387e+9,,
309.66,1.926e+9,1.926e+9,,
309.665,2.539e+9,2.539e+9,,
309.67,3.177e+9,3.177e+9,,
309.675,3.773e+9,3.773e+9,,
309.68,4.254e+9,4.254e+9,,
309.685,4.552e+9,4.552e+9,,
309.69,4.624e+9,4.624e+9,,
309.695,4.458e+9,4.458e+9,,
309.7,4.080e+9,4.080e+9,,
309.705,3.545e+9,3.545e+9,,
309.71,2.923e+9,2.923e+9,,
309.715,2.288e+9,2.288e+9,,
309.72,1.700e+9,1.700e+9,,
309.725,1.198e+9,1.198e+9,,
309.73,8.022e+8,8.022e+8,,
309.735,5.097e+8,5.097e+8,,
309.74,3.074e+8,3.074e+8,,
309.745,1.760e+8,1.760e+8,,
309.75,9.561e+7,9.561e+7,,
309.755,4.931e+7,4.931e+7,,
309.76,2.414e+7,2.414e+7,,
309.765,1.122e+7,1.122e+7,,
309.77,4.949e+6,4.949e+6,,
309.775,2.072e+6,2.072e+6,,
309.78,8.234e+5,8.234e+5,,
309.785,3.106e+5,3.106e+5,,
309.79,1.112e+5,1.112e+5,,
309.795,3.780e+4,3.780e+4,,
309.8,1.220e+4,1.220e+4,,
309.805,3.735e+3,3.735e+3,,
309.81,1.086e+3,1.086e+3,,
309.815,2.995e+2,2.995e+2,,
309.82,7.844e+1,7.844e+1,,
309.825,1.950e+1,1.950e+1,,
309.83,4.601e+0,4.601e+0,,
309.835,1.030e+0,1.030e+0,,
309.84,2.191e-1,2.191e-1,,
309.845,4.421e-2,4.421e-2,,
309.85,8.467e-3,8.467e-3,,
309.855,1.539e-3,1.539e-3,,
309.86,2.657e-4,2.657e-4,,
309.865,4.352e-5,4.352e-5,,
309.87,6.767e-6,6.767e-6,,
309.875,9.988e-7,9.988e-7,,
310.286,1.703e-7,,1.703e-7,
310.291,1.131e-6,,1.131e-6,
310.296,7.251e-6,,7.251e-6,
310.301,4.349e-5,,4.349e-5,
310.306,2.477e-4,,2.477e-4,
310.311,1.340e-3,,1.340e-3,
310.316,6.881e-3,,6.881e-3,
310.321,3.357e-2,,3.357e-2,
310.326,1.555e-1,,1.555e-1,
310.331,6.843e-1,,6.843e-1,
310.336,2.860e+0,,2.860e+0,
310.341,1.135e+1,,1.135e+1,
310.346,4.280e+1,,4.280e+1,
310.351,1.533e+2,,1.533e+2,
310.356,5.215e+2,,5.215e+2,
310.361,1.685e+3,,1.685e+3,
310.366,5.175e+3,,5.175e+3,
310.371,1.510e+4,,1.510e+4,
310.376,4.184e+4,,4.184e+4,
310.381,1.102e+5,,1.102e+5,
310.386,2.758e+5,,2.758e+5,
310.391,6.561e+5,,6.561e+5,
310.396,1.483e+6,,1.483e+6,
310.401,3.187e+6,,3.187e+6,
310.406,6.510e+6,,6.510e+6,
310.411,1.264e+7,,1.264e+7,
310.416,2.334e+7,,2.334e+7,
310.421,4.097e+7,,4.097e+7,
310.426,6.841e+7,,6.841e+7,
310.431,1.086e+8,,1.086e+8,
310.436,1.641e+8,,1.641e+8,
310.441,2.357e+8,,2.357e+8,
310.446,3.222e+8,,3.222e+8,
310.451,4.191e+8,,4.191e+8,
310.456,5.187e+8,,5.187e+8,
310.461,6.109e+8,,6.109e+8,
310.466,6.848e+8,,6.848e+8,
310.471,7.306e+8,,7.306e+8,
310.476,7.420e+8,,7.420e+8,
310.481,7.174e+8,,7.174e+8,
310.486,6.602e+8,,6.602e+8,
310.491,5.785e+8,,5.785e+8,
310.496,4.825e+8,,4.825e+8,
310.501,3.832e+8,,3.832e+8,
310.506,2.897e+8,,2.897e+8,
310.511,2.085e+8,,2.085e+8,
310.516,1.428e+8,,1.428e+8,
310.521,9.312e+7,,9.312e+7,
310.526,5.780e+7,,5.780e+7,
310.531,3.414e+7,,3.414e+7,
310.536,1.919e+7,,1.919e+7,
310.541,1.027e+7,,1.027e+7,
310.546,5.225e+6,,5.225e+6,
310.551,2.530e+6,,2.530e+6,
310.556,1.165e+6,,1.165e+6,
310.561,5.106e+5,,5.106e+5,
310.566,2.128e+5,,2.128e+5,
310.571,8.432e+4,,8.432e+4,
310.576,3.177e+4,,3.177e+4,
310.581,1.138e+4,,1.138e+4,
310.586,3.876e+3,,3.876e+3,
310.591,1.255e+3,,1.255e+3,
310.596,3.862e+2,,3.862e+2,
310.601,1.129e+2,,1.129e+2,
310.606,3.139e+1,,3.139e+1,
310.611,8.292e+0,,8.292e+0,
310.616,2.081e+0,,2.081e+0,
310.621,4.962e-1,,4.962e-1,
310.626,1.124e-1,,1.124e-1,
310.631,2.420e-2,,2.420e-2,
310.636,4.948e-3,,4.948e-3,
310.641,9.611e-4,,9.611e-4,
310.646,1.773e-4,,1.773e-4,
310.651,3.107e-5,,3.107e-5,
310.656,5.172e-6,,5.172e-6,
310.661,7.933e-7,,7.933e-7,
310.666,1.195e-7,,1.195e-7,
333.013,4.369e-8,4.369e-8,,
333.018,2.634e-7,2.634e-7,,
333.023,1.519e-6,1.519e-6,,
333.028,8.369e-6,8.369e-6,,
333.033,4.409e-5,4.409e-5,,
333.038,2.220e-4,2.220e-4,,
333.043,1.069e-3,1.069e-3,,
333.048,4.920e-3,4.920e-3,,
333.053,2.165e-2,2.165e-2,,
333.058,9.105e-2,9.105e-2,,
333.063,3.661e-1,3.661e-1,,
333.068,1.407e+0,1.407e+0,,
333.073,5.171e+0,5.171e+0,,
333.078,1.816e+1,1.816e+1,,
333.083,6.100e+1,6.100e+1,,
333.088,1.958e+2,1.958e+2,,
333.093,6.009e+2,6.009e+2,,
333.098,1.763e+3,1.763e+3,,
333.103,4.944e+3,4.944e+3,,
333.108,1.326e+4,1.326e+4,,
333.113,3.397e+4,3.397e+4,,
333.118,8.324e+4,8.324e+4,,
333.123,1.950e+5,1.950e+5,,
333.128,4.365e+5,4.365e+5,,
333.133,9.344e+5,9.344e+5,,
333.138,1.912e+6,1.912e+6,,
333.143,3.740e+6,3.740e+6,,
333.148,6.994e+6,6.994e+6,,
333.153,1.250e+7,1.250e+7,,
333.158,2.137e+7,2.137e+7,,
333.163,3.491e+7,3.491e+7,,
333.168,5.452e+7,5.452e+7,,
333.173,8.140e+7,8.140e+7,,
333.178,1.162e+8,1.162e+8,,
333.183,1.585e+8,1.585e+8,,
333.188,2.067e+8,2.067e+8,,
333.193,2.578e+8,2.578e+8,,
333.198,3.073e+8,3.073e+8,,
333.203,3.502e+8,3.502e+8,,
333.208,3.814e+8,3.814e+8,,
333.213,3.972e+8,3.972e+8,,
333.218,3.954e+8,3.954e+8,,
333.223,3.763e+8,3.763e+8,,
333.228,3.424e+8,3.424e+8,,
333.233,2.978e+8,2.978e+8,,
333.238,2.476e+8,2.476e+8,,
333.243,1.968e+8,1.968e+8,,
333.248,1.495e+8,1.495e+8,,
333.253,1.086e+8,1.086e+8,,
333.258,7.540e+7,7.540e+7,,
333.263,5.005e+7,5.005e+7,,
333.268,3.176e+7,3.176e+7,,
333.273,1.927e+7,1.927e+7,,
333.278,1.117e+7,1.117e+7,,
333.283,6.194e+6,6.194e+6,,
333.288,3.282e+6,3.282e+6,,
333.293,1.663e+6,1.663e+6,,
333.298,8.054e+5,8.054e+5,,
333.303,3.729e+5,3.729e+5,,
333.308,1.650e+5,1.650e+5,,
333.313,6.983e+4,6.983e+4,,
333.318,2.825e+4,2.825e+4,,
333.323,1.092e+4,1.092e+4,,
333.328,4.037e+3,4.037e+3,,
333.333,1.427e+3,1.427e+3,,
333.338,4.819e+2,4.819e+2,,
333.343,1.556e+2,1.556e+2,,
333.348,4.804e+1,4.804e+1,,
333.353,1.418e+1,1.418e+1,,
333.358,4.000e+0,4.000e+0,,
333.363,1.079e+0,1.079e+0,,
333.368,2.782e-1,2.782e-1,,
333.373,6.856e-2,6.856e-2,,
333.378,1.615e-2,1.615e-2,,
333.383,3.639e-3,3.639e-3,,
333.388,7.835e-4,7.835e-4,,
333.393,1.613e-4,1.613e-4,,
333.398,3.174e-5,3.174e-5,,
333.403,5.970e-6,5.970e-6,,
333.408,1.074e-6,1.074e-6,,
333.413,1.846e-7,1.846e-7,,
333.468,2.364e-7,2.364e-7,,
333.473,1.381e-6,1.381e-6,,
333.478,7.711e-6,7.711e-6,,
333.483,4.117e-5,4.117e-5,,
333.488,2.102e-4,2.102e-4,,
333.493,1.026e-3,1.026e-3,,
333.498,4.787e-3,4.787e-3,,
333.503,2.136e-2,2.136e-2,,
333.508,9.111e-2,9.111e-2,,
333.513,3.716e-1,3.716e-1,,
333.518,1.449e+0,1.449e+0,,
333.523,5.401e+0,5.401e+0,,
333.528,1.925e+1,1.925e+1,,
333.533,6.560e+1,6.560e+1,,
333.538,2.137e+2,2.137e+2,,
333.543,6.658e+2,6.658e+2,,
333.548,1.983e+3,1.983e+3,,
333.553,5.646e+3,5.646e+3,,
333.558,1.537e+4,1.537e+4,,
333.563,4.001e+4,4.001e+4,,
333.568,9.955e+4,9.955e+4,,
333.573,2.369e+5,2.369e+5,,
333.578,5.388e+5,5.388e+5,,
333.583,1.172e+6,1.172e+6,,
333.588,2.436e+6,2.436e+6,,
333.593,4.844e+6,4.844e+6,,
333.598,9.206e+6,9.206e+6,,
333.603,1.673e+7,1.673e+7,,
333.608,2.907e+7,2.907e+7,,
333.613,4.828e+7,4.828e+7,,
333.618,7.668e+7,7.668e+7,,
333.623,1.164e+8,1.164e+8,,
333.628,1.690e+8,1.690e+8,,
333.633,2.346e+8,2.346e+8,,
333.638,3.113e+8,3.113e+8,,
333.643,3.950e+8,3.950e+8,,
333.648,4.791e+8,4.791e+8,,
333.653,5.556e+8,5.556e+8,,
333.658,6.161e+8,6.161e+8,,
333.663,6.532e+8,6.532e+8,,
333.668,6.620e+8,6.620e+8,,
333.673,6.415e+8,6.415e+8,,
333.678,5.944e+8,5.944e+8,,
333.683,5.265e+8,5.265e+8,,
333.688,4.459e+8,4.459e+8,,
333.693,3.610e+8,3.610e+8,,
333.698,2.795e+8,2.795e+8,,
333.703,2.069e+8,2.069e+8,,
333.708,1.464e+8,1.464e+8,,
333.713,9.905e+7,9.905e+7,,
333.718,6.407e+7,6.407e+7,,
333.723,3.962e+7,3.962e+7,,
333.728,2.343e+7,2.343e+7,,
333.733,1.325e+7,1.325e+7,,
333.738,7.159e+6,7.159e+6,,
333.743,3.699e+6,3.699e+6,,
333.748,1.828e+6,1.828e+6,,
333.753,8.634e+5,8.634e+5,,
333.758,3.899e+5,3.899e+5,,
333.763,1.684e+5,1.684e+5,,
333.768,6.951e+4,6.951e+4,,
333.773,2.743e+4,2.743e+4,,
333.778,1.035e+4,1.035e+4,,
333.783,3.735e+3,3.735e+3,,
333.788,1.288e+3,1.288e+3,,
333.793,4.249e+2,4.249e+2,,
333.798,1.340e+2,1.340e+2,,
333.803,4.039e+1,4.039e+1,,
333.808,1.164e+1,1.164e+1,,
333.813,3.208e+0,3.208e+0,,
333.818,8.452e-1,8.452e-1,,
333.823,2.129e-1,2.129e-1,,
333.828,5.128e-2,5.128e-2,,
333.833,1.181e-2,1.181e-2,,
333.838,2.599e-3,2.599e-3,,
333.843,5.471e-4,5.471e-4,,
333.848,1.101e-4,1.101e-4,,
333.853,2.118e-5,2.118e-5,,
333.858,3.896e-6,3.896e-6,,
333.863,6.852e-7,6.852e-7,,
333.868,1.152e-7,1.152e-7,,
353.67,4.265e-9,,4.265e-9,
353.675,2.254e-8,,2.254e-8,
353.68,1.145e-7,,1.145e-7,
353.685,5.586e-7,,5.586e-7,
353.69,2.619e-6,,2.619e-6,
353.695,1.180e-5,,1.180e-5,
353.7,5.107e-5,,5.107e-5,
353.705,2.124e-4,,2.124e-4,
353.71,8.490e-4,,8.490e-4,
353.715,3.260e-3,,3.260e-3,
353.72,1.203e-2,,1.203e-2,
353.725,4.265e-2,,4.265e-2,
353.73,1.453e-1,,1.453e-1,
353.735,4.756e-1,,4.756e-1,
353.74,1.496e+0,,1.496e+0,
353.745,4.520e+0,,4.520e+0,
353.75,1.313e+1,,1.313e+1,
353.755,3.663e+1,,3.663e+1,
353.76,9.819e+1,,9.819e+1,
353.765,2.529e+2,,2.529e+2,
353.77,6.261e+2,,6.261e+2,
353.775,1.489e+3,,1.489e+3,
353.78,3.403e+3,,3.403e+3,
353.785,7.472e+3,,7.472e+3,
353.79,1.576e+4,,1.576e+4,
353.795,3.196e+4,,3.196e+4,
353.8,6.225e+4,,6.225e+4,
353.805,1.165e+5,,1.165e+5,
353.81,2.095e+5,,2.095e+5,
353.815,3.621e+5,,3.621e+5,
353.82,6.012e+5,,6.012e+5,
353.825,9.592e+5,,9.592e+5,
353.83,1.470e+6,,1.470e+6,
353.835,2.166e+6,,2.166e+6,
353.84,3.065e+6,,3.065e+6,
353.845,4.169e+6,,4.169e+6,
353.85,5.447e+6,,5.447e+6,
353.855,6.839e+6,,6.839e+6,
353.86,8.251e+6,,8.251e+6,
353.865,9.565e+6,,9.565e+6,
353.87,1.065e+7,,1.065e+7,
353.875,1.140e+7,,1.140e+7,
353.88,1.172e+7,,1.172e+7,
353.885,1.159e+7,,1.159e+7,
353.89,1.100e+7,,1.100e+7,
353.895,1.003e+7,,1.003e+7,
353.9,8.795e+6,,8.795e+6,
353.905,7.408e+6,,7.408e+6,
353.91,5.995e+6,,5.995e+6,
353.915,4.662e+6,,4.662e+6,
353.92,3.483e+6,,3.483e+6,
353.925,2.501e+6,,2.501e+6,
353.93,1.725e+6,,1.725e+6,
353.935,1.143e+6,,1.143e+6,
353.94,7.282e+5,,7.282e+5,
353.945,4.456e+5,,4.456e+5,
353.95,2.620e+5,,2.620e+5,
353.955,1.481e+5,,1.481e+5,
353.96,8.038e+4,,8.038e+4,
353.965,4.193e+4,,4.193e+4,
353.97,2.101e+4,,2.101e+4,
353.975,1.012e+4,,1.012e+4,
353.98,4.683e+3,,4.683e+3,
353.985,2.082e+3,,2.082e+3,
353.99,8.896e+2,,8.896e+2,
353.995,3.652e+2,,3.652e+2,
354,1.441e+2,,1.441e+2,
354.005,5.460e+1,,5.460e+1,
354.01,1.988e+1,,1.988e+1,
354.015,6.957e+0,,6.957e+0,
354.02,2.339e+0,,2.339e+0,
354.025,7.557e-1,,7.557e-1,
354.03,2.346e-1,,2.346e-1,
354.035,6.997e-2,,6.997e-2,
354.04,2.005e-2,,2.005e-2,
354.045,5.522e-3,,5.522e-3,
354.05,1.461e-3,,1.461e-3,
354.055,3.715e-4,,3.715e-4,
354.06,9.076e-5,,9.076e-5,
354.065,2.130e-5,,2.130e-5,
354.07,4.805e-6,,4.805e-6,
354.075,1.041e-6,,1.041e-6,
354.08,2.168e-7,,2.168e-7,
354.085,4.339e-8,,4.339e-8,
354.09,8.341e-9,,8.341e-9,
354.095,1.541e-9,,1.541e-9,
362.547,3.472e-9,3.472e-9,,
362.552,1.759e-8,1.759e-8,,
362.557,8.575e-8,8.575e-8,,
362.562,4.026e-7,4.026e-7,,
362.567,1.819e-6,1.819e-6,,
362.572,7.916e-6,7.916e-6,,
362.577,3.316e-5,3.316e-5,,
362.582,1.337e-4,1.337e-4,,
362.587,5.191e-4,5.191e-4,,
362.592,1.940e-3,1.940e-3,,
362.597,6.981e-3,6.981e-3,,
362.602,2.418e-2,2.418e-2,,
362.607,8.065e-2,8.065e-2,,
362.612,2.589e-1,2.589e-1,,
362.617,8.003e-1,8.003e-1,,
362.622,2.381e+0,2.381e+0,,
362.627,6.822e+0,6.822e+0,,
362.632,1.881e+1,1.881e+1,,
362.637,4.995e+1,4.995e+1,,
362.642,1.277e+2,1.277e+2,,
362.647,3.142e+2,3.142e+2,,
362.652,7.443e+2,7.443e+2,,
362.657,1.698e+3,1.698e+3,,
362.662,3.727e+3,3.727e+3,,
362.667,7.879e+3,7.879e+3,,
362.672,1.603e+4,1.603e+4,,
362.677,3.141e+4,3.141e+4,,
362.682,5.925e+4,5.925e+4,,
362.687,1.076e+5,1.076e+5,,
362.692,1.881e+5,1.881e+5,,
362.697,3.165e+5,3.165e+5,,
362.702,5.128e+5,5.128e+5,,
362.707,7.998e+5,7.998e+5,,
362.712,1.201e+6,1.201e+6,,
362.717,1.736e+6,1.736e+6,,
362.722,2.416e+6,2.416e+6,,
362.727,3.238e+6,3.238e+6,,
362.732,4.176e+6,4.176e+6,,
362.737,5.186e+6,5.186e+6,,
362.742,6.200e+6,6.200e+6,,
362.747,7.136e+6,7.136e+6,,
362.752,7.907e+6,7.907e+6,,
362.757,8.434e+6,8.434e+6,,
362.763,8.668e+6,8.668e+6,,
362.768,8.505e+6,8.505e+6,,
362.773,8.034e+6,8.034e+6,,
362.778,7.306e+6,7.306e+6,,
362.783,6.396e+6,6.396e+6,,
362.788,5.391e+6,5.391e+6,,
362.793,4.374e+6,4.374e+6,,
362.798,3.417e+6,3.417e+6,,
362.803,2.570e+6,2.570e+6,,
362.808,1.860e+6,1.860e+6,,
362.813,1.297e+6,1.297e+6,,
362.818,8.702e+5,8.702e+5,,
362.823,5.621e+5,5.621e+5,,
362.828,3.496e+5,3.496e+5,,
362.833,2.093e+5,2.093e+5,,
362.838,1.207e+5,1.207e+5,,
362.843,6.696e+4,6.696e+4,,
362.848,3.577e+4,3.577e+4,,
362.853,1.840e+4,1.840e+4,,
362.858,9.110e+3,9.110e+3,,
362.863,4.342e+3,4.342e+3,,
362.868,1.993e+3,1.993e+3,,
362.873,8.804e+2,8.804e+2,,
362.878,3.745e+2,3.745e+2,,
362.883,1.533e+2,1.533e+2,,
362.888,6.045e+1,6.045e+1,,
362.893,2.294e+1,2.294e+1,,
362.898,8.382e+0,8.382e+0,,
362.903,2.948e+0,2.948e+0,,
362.908,9.983e-1,9.983e-1,,
362.913,3.255e-1,3.255e-1,,
362.918,1.021e-1,1.021e-1,,
362.923,3.086e-2,3.086e-2,,
362.928,8.977e-3,8.977e-3,,
362.933,2.514e-3,2.514e-3,,
362.938,6.778e-4,6.778e-4,,
362.943,1.759e-4,1.759e-4,,
362.948,4.396e-5,4.396e-5,,
362.953,1.057e-5,1.057e-5,,
362.958,2.449e-6,2.449e-6,,
362.963,5.460e-7,5.460e-7,,
362.968,1.172e-7,1.172e-7,,
362.973,2.421e-8,2.421e-8,,
362.978,4.817e-9,4.817e-9,,
362.983,9.226e-10,9.226e-10,,
382.704,6.794e-7,6.794e-7,,
382.709,3.228e-6,3.228e-6,,
382.714,1.482e-5,1.482e-5,,
382.719,6.575e-5,6.575e-5,,
382.724,2.820e-4,2.820e-4,,
382.729,1.169e-3,1.169e-3,,
382.734,4.682e-3,4.682e-3,,
382.739,1.813e-2,1.813e-2,,
382.744,6.783e-2,6.783e-2,,
382.749,2.453e-1,2.453e-1,,
382.754,8.573e-1,8.573e-1,,
382.759,2.896e+0,2.896e+0,,
382.764,9.454e+0,9.454e+0,,
382.769,2.983e+1,2.983e+1,,
382.774,9.097e+1,9.097e+1,,
382.779,2.681e+2,2.681e+2,,
382.784,7.637e+2,7.637e+2,,
382.789,2.102e+3,2.102e+3,,
382.794,5.594e+3,5.594e+3,,
382.799,1.439e+4,1.439e+4,,
382.804,3.575e+4,3.575e+4,,
382.809,8.588e+4,8.588e+4,,
382.814,1.994e+5,1.994e+5,,
382.819,4.473e+5,4.473e+5,,
382.824,9.699e+5,9.699e+5,,
382.829,2.033e+6,2.033e+6,,
382.834,4.117e+6,4.117e+6,,
382.839,8.060e+6,8.060e+6,,
382.844,1.525e+7,1.525e+7,,
382.849,2.788e+7,2.788e+7,,
382.854,4.928e+7,4.928e+7,,
382.859,8.416e+7,8.416e+7,,
382.864,1.389e+8,1.389e+8,,
382.869,2.217e+8,2.217e+8,,
382.874,3.418e+8,3.418e+8,,
382.879,5.093e+8,5.093e+8,,
382.884,7.336e+8,7.336e+8,,
382.889,1.021e+9,1.021e+9,,
382.894,1.374e+9,1.374e+9,,
382.899,1.786e+9,1.786e+9,,
382.904,2.245e+9,2.245e+9,,
382.909,2.726e+9,2.726e+9,,
382.914,3.200e+9,3.200e+9,,
382.919,3.630e+9,3.630e+9,,
382.924,3.981e+9,3.981e+9,,
382.929,4.218e+9,4.218e+9,,
382.934,4.320e+9,4.320e+9,,
382.939,4.276e+9,4.276e+9,,
382.944,4.091e+9,4.091e+9,,
382.949,3.782e+9,3.782e+9,,
382.954,3.380e+9,3.380e+9,,
382.959,2.919e+9,2.919e+9,,
382.964,2.436e+9,2.436e+9,,
382.969,1.965e+9,1.965e+9,,
382.974,1.532e+9,1.532e+9,,
382.979,1.155e+9,1.155e+9,,
382.984,8.408e+8,8.408e+8,,
382.989,5.918e+8,5.918e+8,,
382.994,4.026e+8,4.026e+8,,
382.999,2.647e+8,2.647e+8,,
383.004,1.682e+8,1.682e+8,,
383.009,1.033e+8,1.033e+8,,
383.014,6.129e+7,6.129e+7,,
383.019,3.516e+7,3.516e+7,,
383.024,1.949e+7,1.949e+7,,
383.029,1.044e+7,1.044e+7,,
383.034,5.408e+6,5.408e+6,,
383.039,2.707e+6,2.707e+6,,
383.044,1.309e+6,1.309e+6,,
383.049,6.121e+5,6.121e+5,,
383.054,2.766e+5,2.766e+5,,
383.059,1.208e+5,1.208e+5,,
383.064,5.106e+4,5.106e+4,,
383.069,2.107e+4,2.107e+4,,
383.074,9.018e+3,9.018e+3,,
383.079,5.460e+3,5.460e+3,,
383.084,7.575e+3,7.575e+3,,
383.089,1.748e+4,1.748e+4,,
383.094,4.397e+4,4.397e+4,,
383.099,1.088e+5,1.088e+5,,
383.104,2.609e+5,2.609e+5,,
383.109,6.050e+5,6.050e+5,,
383.114,1.356e+6,1.356e+6,,
383.119,2.936e+6,2.936e+6,,
383.124,6.146e+6,6.146e+6,,
383.129,1.244e+7,1.244e+7,,
383.134,2.432e+7,2.432e+7,,
383.139,4.597e+7,4.597e+7,,
383.144,8.397e+7,8.397e+7,,
383.149,1.483e+8,1.483e+8,,
383.154,2.530e+8,2.530e+8,,
383.159,4.174e+8,4.174e+8,,
383.164,6.654e+8,6.654e+8,,
383.169,1.025e+9,1.025e+9,,
383.174,1.527e+9,1.527e+9,,
383.179,2.198e+9,2.198e+9,,
383.184,3.058e+9,3.058e+9,,
383.189,4.113e+9,4.113e+9,,
383.194,5.345e+9,5.345e+9,,
383.199,6.715e+9,6.715e+9,,
383.204,8.153e+9,8.153e+9,,
383.209,9.568e+9,9.568e+9,,
383.214,1.085e+10,1.085e+10,,
383.219,1.190e+10,1.190e+10,,
383.224,1.261e+10,1.261e+10,,
383.229,1.291e+10,1.291e+10,,
383.234,1.278e+10,1.278e+10,,
383.239,1.223e+10,1.223e+10,,
383.244,1.130e+10,1.130e+10,,
383.249,1.010e+10,1.010e+10,,
383.254,8.727e+9,8.727e+9,,
383.259,7.286e+9,7.286e+9,,
383.264,5.880e+9,5.880e+9,,
383.269,4.586e+9,4.586e+9,,
383.274,3.457e+9,3.457e+9,,
383.279,2.519e+9,2.519e+9,,
383.284,1.774e+9,1.774e+9,,
383.289,1.207e+9,1.207e+9,,
383.294,7.943e+8,7.943e+8,,
383.299,5.051e+8,5.051e+8,,
383.304,3.104e+8,3.104e+8,,
383.309,1.844e+8,1.844e+8,,
383.314,1.058e+8,1.058e+8,,
383.319,5.874e+7,5.874e+7,,
383.324,3.150e+7,3.150e+7,,
383.329,1.633e+7,1.633e+7,,
383.334,8.181e+6,8.181e+6,,
383.339,3.962e+6,3.962e+6,,
383.344,1.854e+6,1.854e+6,,
383.349,8.388e+5,8.388e+5,,
383.354,3.668e+5,3.668e+5,,
383.359,1.550e+5,1.550e+5,,
383.364,6.331e+4,6.331e+4,,
383.369,2.499e+4,2.499e+4,,
383.374,9.536e+3,9.536e+3,,
383.379,3.517e+3,3.517e+3,,
383.384,1.254e+3,1.254e+3,,
383.389,4.319e+2,4.319e+2,,
383.394,1.438e+2,1.438e+2,,
383.399,4.629e+1,4.629e+1,,
383.404,1.440e+1,1.440e+1,,
383.409,4.329e+0,4.329e+0,,
383.414,1.258e+0,1.258e+0,,
383.419,3.533e-1,3.533e-1,,
383.424,9.592e-2,9.592e-2,,
383.429,2.517e-2,2.517e-2,,
383.434,6.382e-3,6.382e-3,,
383.439,1.564e-3,1.564e-3,,
383.444,3.706e-4,3.706e-4,,
383.449,8.486e-5,8.486e-5,,
383.454,1.878e-5,1.878e-5,,
383.459,4.017e-6,4.017e-6,,
383.599,5.395e-6,5.395e-6,,
383.604,2.527e-5,2.527e-5,,
383.609,1.144e-4,1.144e-4,,
383.614,5.008e-4,5.008e-4,,
383.619,2.119e-3,2.119e-3,,
383.624,8.666e-3,8.666e-3,,
383.629,3.426e-2,3.426e-2,,
383.634,1.309e-1,1.309e-1,,
383.639,4.835e-1,4.835e-1,,
383.644,1.726e+0,1.726e+0,,
383.649,5.958e+0,5.958e+0,,
383.654,1.988e+1,1.988e+1,,
383.659,6.410e+1,6.410e+1,,
383.664,1.998e+2,1.998e+2,,
383.669,6.021e+2,6.021e+2,,
383.674,1.754e+3,1.754e+3,,
383.679,4.938e+3,4.938e+3,,
383.684,1.344e+4,1.344e+4,,
383.689,3.535e+4,3.535e+4,,
383.694,8.990e+4,8.990e+4,,
383.699,2.210e+5,2.210e+5,,
383.704,5.250e+5,5.250e+5,,
383.709,1.206e+6,1.206e+6,,
383.714,2.677e+6,2.677e+6,,
383.719,5.745e+6,5.745e+6,,
383.724,1.192e+7,1.192e+7,,
383.729,2.390e+7,2.390e+7,,
383.734,4.632e+7,4.632e+7,,
383.739,8.679e+7,8.679e+7,,
383.744,1.572e+8,1.572e+8,,
383.749,2.752e+8,2.752e+8,,
383.754,4.656e+8,4.656e+8,,
383.759,7.617e+8,7.617e+8,,
383.764,1.204e+9,1.204e+9,,
383.769,1.841e+9,1.841e+9,,
383.774,2.720e+9,2.720e+9,,
383.779,3.884e+9,3.884e+9,,
383.784,5.362e+9,5.362e+9,,
383.789,7.154e+9,7.154e+9,,
383.794,9.228e+9,9.228e+9,,
383.799,1.151e+10,1.151e+10,,
383.804,1.387e+10,1.387e+10,,
