Wavelength (nm),Sum,Pb I (4.4e-02),Pb II (9.5e-01)
500.392,4.828e+4,4.828e+4,
500.397,8.699e+4,8.699e+4,
500.402,1.536e+5,1.536e+5,
500.407,2.660e+5,2.660e+5,
500.412,4.513e+5,4.513e+5,
500.417,7.508e+5,7.508e+5,
500.422,1.224e+6,1.224e+6,
500.427,1.957e+6,1.957e+6,
500.432,3.066e+6,3.066e+6,
500.437,4.709e+6,4.709e+6,
500.442,7.089e+6,7.089e+6,
500.447,1.046e+7,1.046e+7,
500.452,1.513e+7,1.513e+7,
500.457,2.146e+7,2.146e+7,
500.462,2.983e+7,2.983e+7,
500.467,4.064e+7,4.064e+7,
500.472,5.428e+7,5.428e+7,
500.477,7.106e+7,7.106e+7,
500.482,9.119e+7,9.119e+7,
500.487,1.147e+8,1.147e+8,
500.492,1.415e+8,1.415e+8,
500.497,1.710e+8,1.710e+8,
500.502,2.026e+8,2.026e+8,
500.507,2.353e+8,2.353e+8,
500.512,2.679e+8,2.679e+8,
500.517,2.990e+8,2.990e+8,
500.522,3.271e+8,3.271e+8,
500.527,3.507e+8,3.507e+8,
500.532,3.687e+8,3.687e+8,
500.537,3.799e+8,3.799e+8,
500.542,3.837e+8,3.837e+8,
500.547,3.799e+8,3.799e+8,
500.552,3.687e+8,3.687e+8,
500.557,3.507e+8,3.507e+8,
500.562,3.271e+8,3.271e+8,
500.567,2.990e+8,2.990e+8,
500.572,2.679e+8,2.679e+8,
500.577,2.353e+8,2.353e+8,
500.582,2.026e+8,2.026e+8,
500.587,1.710e+8,1.710e+8,
500.592,1.415e+8,1.415e+8,
500.597,1.147e+8,1.147e+8,
500.602,9.119e+7,9.119e+7,
500.607,7.106e+7,7.106e+7,
500.612,5.428e+7,5.428e+7,
500.617,4.064e+7,4.064e+7,
500.622,2.983e+7,2.983e+7,
500.627,2.146e+7,2.146e+7,
500.632,1.513e+7,1.513e+7,
500.637,1.046e+7,1.046e+7,
500.642,7.089e+6,7.089e+6,
500.647,4.709e+6,4.709e+6,
500.652,3.066e+6,3.066e+6,
500.657,1.957e+6,1.957e+6,
500.662,1.224e+6,1.224e+6,
500.667,7.508e+5,7.508e+5,
500.672,4.513e+5,4.513e+5,
500.677,2.660e+5,2.660e+5,
500.682,1.536e+5,1.536e+5,
500.687,8.699e+4,8.699e+4,
500.692,4.828e+4,4.828e+4,
500.697,2.627e+4,2.627e+4,
500.702,1.401e+4,1.401e+4,
500.707,7.324e+3,7.324e+3,
500.712,3.753e+3,3.753e+3,
500.717,1.885e+3,1.885e+3,
500.722,9.283e+2,9.283e+2,
500.727,4.481e+2,4.481e+2,
500.732,2.120e+2,2.120e+2,
500.737,9.832e+1,9.832e+1,
500.742,4.470e+1,4.470e+1,
500.747,1.992e+1,1.992e+1,
500.752,8.702e+0,8.702e+0,
500.757,3.726e+0,3.726e+0,
500.762,1.564e+0,1.564e+0,
500.767,6.435e-1,6.435e-1,
500.772,2.595e-1,2.595e-1,
500.777,1.026e-1,1.026e-1,
500.782,3.976e-2,3.976e-2,
500.787,1.511e-2,1.511e-2,
500.792,5.625e-3,5.625e-3,
500.797,2.053e-3,2.053e-3,
500.802,7.346e-4,7.346e-4,
500.807,2.577e-4,2.577e-4,
500.812,8.858e-5,8.858e-5,
500.817,2.985e-5,2.985e-5,
500.822,9.862e-6,9.862e-6,
500.827,3.194e-6,3.194e-6,
500.832,1.014e-6,1.014e-6,
500.837,3.154e-7,3.154e-7,
500.842,9.621e-8,9.621e-8,
519.833,6.025e-8,6.025e-8,
519.838,1.884e-7,1.884e-7,
519.843,5.786e-7,5.786e-7,
519.848,1.744e-6,1.744e-6,
519.853,5.160e-6,5.160e-6,
519.858,1.499e-5,1.499e-5,
519.863,4.274e-5,4.274e-5,
519.868,1.196e-4,1.196e-4,
519.873,3.288e-4,3.288e-4,
519.878,8.870e-4,8.870e-4,
519.883,2.349e-3,2.349e-3,
519.888,6.108e-3,6.108e-3,
519.893,1.559e-2,1.559e-2,
519.898,3.906e-2,3.906e-2,
519.903,9.606e-2,9.606e-2,
519.908,2.320e-1,2.320e-1,
519.913,5.498e-1,5.498e-1,
519.918,1.279e+0,1.279e+0,
519.923,2.923e+0,2.923e+0,
519.928,6.555e+0,6.555e+0,
519.933,1.443e+1,1.443e+1,
519.938,3.119e+1,3.119e+1,
519.943,6.616e+1,6.616e+1,
519.948,1.378e+2,1.378e+2,
519.953,2.818e+2,2.818e+2,
519.958,5.655e+2,5.655e+2,
519.963,1.114e+3,1.114e+3,
519.968,2.155e+3,2.155e+3,
519.973,4.093e+3,4.093e+3,
519.978,7.630e+3,7.630e+3,
519.983,1.396e+4,1.396e+4,
519.988,2.509e+4,2.509e+4,
519.993,4.424e+4,4.424e+4,
519.998,7.659e+4,7.659e+4,
520.003,1.302e+5,1.302e+5,
520.008,2.172e+5,2.172e+5,
520.013,3.558e+5,3.558e+5,
520.018,5.721e+5,5.721e+5,
520.023,9.030e+5,9.030e+5,
520.028,1.399e+6,1.399e+6,
520.033,2.129e+6,2.129e+6,
520.038,3.179e+6,3.179e+6,
520.043,4.660e+6,4.660e+6,
520.048,6.707e+6,6.707e+6,
520.053,9.476e+6,9.476e+6,
520.058,1.314e+7,1.314e+7,
520.063,1.789e+7,1.789e+7,
520.068,2.392e+7,2.392e+7,
520.073,3.138e+7,3.138e+7,
520.078,4.043e+7,4.043e+7,
520.083,5.112e+7,5.112e+7,
520.088,6.346e+7,6.346e+7,
520.093,7.734e+7,7.734e+7,
520.098,9.252e+7,9.252e+7,
520.103,1.087e+8,1.087e+8,
520.108,1.253e+8,1.253e+8,
520.113,1.418e+8,1.418e+8,
520.118,1.575e+8,1.575e+8,
520.123,1.718e+8,1.718e+8,
520.128,1.840e+8,1.840e+8,
520.133,1.934e+8,1.934e+8,
520.138,1.996e+8,1.996e+8,
520.143,2.022e+8,2.022e+8,
520.148,2.011e+8,2.011e+8,
520.153,1.963e+8,1.963e+8,
520.158,1.881e+8,1.881e+8,
520.163,1.770e+8,1.770e+8,
520.168,1.635e+8,1.635e+8,
520.173,1.482e+8,1.482e+8,
520.178,1.319e+8,1.319e+8,
520.183,1.153e+8,1.153e+8,
520.188,9.889e+7,9.889e+7,
520.193,8.327e+7,8.327e+7,
520.198,6.884e+7,6.884e+7,
520.203,5.586e+7,5.586e+7,
520.208,4.450e+7,4.450e+7,
520.213,3.481e+7,3.481e+7,
520.219,2.529e+7,2.529e+7,
520.224,1.899e+7,1.899e+7,
520.229,1.400e+7,1.400e+7,
520.234,1.013e+7,1.013e+7,
520.239,7.198e+6,7.198e+6,
520.244,5.020e+6,5.020e+6,
520.249,3.437e+6,3.437e+6,
520.254,2.310e+6,2.310e+6,
520.259,1.524e+6,1.524e+6,
520.264,9.871e+5,9.871e+5,
520.269,6.277e+5,6.277e+5,
520.274,3.918e+5,3.918e+5,
520.279,2.401e+5,2.401e+5,
520.284,1.444e+5,1.444e+5,
520.289,8.529e+4,8.529e+4,
520.294,4.945e+4,4.945e+4,
520.299,2.814e+4,2.814e+4,
520.304,1.572e+4,1.572e+4,
520.309,8.623e+3,8.623e+3,
520.314,4.643e+3,4.643e+3,
520.319,2.454e+3,2.454e+3,
520.324,1.273e+3,1.273e+3,
520.329,6.486e+2,6.486e+2,
520.334,3.244e+2,3.244e+2,
520.339,1.592e+2,1.592e+2,
520.344,7.673e+1,7.673e+1,
520.349,3.630e+1,3.630e+1,
520.354,1.686e+1,1.686e+1,
520.359,7.686e+0,7.686e+0,
520.364,3.440e+0,3.440e+0,
520.369,1.512e+0,1.512e+0,
520.374,6.520e-1,6.520e-1,
520.379,2.761e-1,2.761e-1,
520.384,1.148e-1,1.148e-1,
520.389,4.683e-2,4.683e-2,
520.394,1.876e-2,1.876e-2,
520.399,7.377e-3,7.377e-3,
520.404,2.848e-3,2.848e-3,
520.409,1.079e-3,1.079e-3,
520.414,4.016e-4,4.016e-4,
520.419,1.467e-4,1.467e-4,
520.424,5.259e-5,5.259e-5,
520.429,1.851e-5,1.851e-5,
520.434,6.396e-6,6.396e-6,
520.439,2.170e-6,2.170e-6,
520.444,7.225e-7,7.225e-7,
520.449,2.362e-7,2.362e-7,
520.454,7.579e-8,7.579e-8,
