Wavelength (nm),Sum(calc),Ti I (1.8e-2),Ti II (9.6e-1),Ti III (2.1e-2)
229.931,8.716e+5,8.716e+5,,2.054e-12
229.936,2.352e+6,2.352e+6,,2.056e-12
229.941,5.773e+6,5.773e+6,,2.058e-12
229.946,1.289e+7,1.289e+7,,2.059e-12
229.951,2.620e+7,2.620e+7,,2.061e-12
229.956,4.843e+7,4.843e+7,,2.063e-12
229.961,8.145e+7,8.145e+7,,2.064e-12
229.965,1.153e+8,1.153e+8,,2.066e-12
229.970,1.636e+8,1.636e+8,,2.067e-12
229.975,2.112e+8,2.112e+8,,2.069e-12
229.980,2.480e+8,2.480e+8,,2.071e-12
229.985,2.650e+8,2.650e+8,,2.072e-12
229.990,2.576e+8,2.576e+8,,2.074e-12
229.995,2.278e+8,2.278e+8,,2.076e-12
230.000,1.833e+8,1.833e+8,,2.077e-12
230.005,1.342e+8,1.342e+8,,2.079e-12
230.010,8.935e+7,8.935e+7,,2.081e-12
230.015,5.414e+7,5.414e+7,,2.082e-12
230.020,2.985e+7,2.985e+7,,2.084e-12
230.025,1.497e+7,1.497e+7,,2.085e-12
230.030,6.831e+6,6.831e+6,,2.087e-12
230.035,2.836e+6,2.836e+6,,2.089e-12
230.040,1.071e+6,1.071e+6,,2.090e-12
230.045,3.680e+5,3.680e+5,,2.092e-12
230.050,1.151e+5,1.151e+5,,2.094e-12
230.055,3.273e+4,3.273e+4,,2.095e-12
230.060,8.469e+3,8.469e+3,,2.097e-12
230.065,1.994e+3,1.994e+3,,2.099e-12
230.070,4.271e+2,4.271e+2,,2.100e-12
230.075,8.324e+1,8.324e+1,,2.102e-12
230.080,1.476e+1,1.476e+1,,2.104e-12
230.085,2.381e+0,2.381e+0,,2.105e-12
230.090,3.494e-1,3.494e-1,,2.107e-12
230.095,4.665e-2,4.665e-2,,2.109e-12
230.100,5.667e-3,5.667e-3,,2.110e-12
230.105,6.264e-4,6.264e-4,,2.112e-12
230.110,6.298e-5,6.298e-5,,2.114e-12
230.115,5.762e-6,5.762e-6,,2.115e-12
230.120,4.796e-7,4.796e-7,,2.117e-12
230.125,3.651e-8,3.651e-8,,2.119e-12
230.130,5.640e-9,5.640e-9,,2.120e-12
230.135,4.524e-8,4.524e-8,,2.122e-12
230.140,5.936e-7,5.936e-7,,2.124e-12
230.145,7.088e-6,7.088e-6,,2.125e-12
230.150,7.702e-5,7.702e-5,,2.127e-12
230.155,7.616e-4,7.616e-4,,2.129e-12
230.160,6.853e-3,6.853e-3,,2.130e-12
230.165,5.612e-2,5.612e-2,,2.132e-12
230.170,4.182e-1,4.182e-1,,2.134e-12
230.175,2.836e+0,2.836e+0,,2.135e-12
230.180,1.750e+1,1.750e+1,,2.137e-12
230.185,9.827e+1,9.827e+1,,2.138e-12
230.190,5.022e+2,5.022e+2,,2.140e-12
230.195,2.335e+3,2.335e+3,,2.142e-12
230.200,9.884e+3,9.884e+3,,2.143e-12
230.205,3.806e+4,3.806e+4,,2.145e-12
230.210,1.334e+5,1.334e+5,,2.147e-12
230.215,4.255e+5,4.255e+5,,2.148e-12
230.220,1.235e+6,1.235e+6,,2.150e-12
230.225,3.261e+6,3.261e+6,,2.152e-12
230.230,7.839e+6,7.839e+6,,2.153e-12
230.235,1.715e+7,1.715e+7,,2.155e-12
230.240,3.413e+7,3.413e+7,,2.157e-12
230.245,6.181e+7,6.181e+7,,2.158e-12
230.250,1.019e+8,1.019e+8,,2.160e-12
230.255,1.528e+8,1.528e+8,,2.162e-12
230.260,2.086e+8,2.086e+8,,2.163e-12
230.265,2.591e+8,2.591e+8,,2.165e-12
230.270,2.929e+8,2.929e+8,,2.167e-12
230.275,3.013e+8,3.013e+8,,2.168e-12
230.280,2.821e+8,2.821e+8,,2.170e-12
230.285,2.403e+8,2.403e+8,,2.172e-12
230.290,1.863e+8,1.863e+8,,2.173e-12
230.295,1.314e+8,1.314e+8,,2.175e-12
230.300,8.438e+7,8.438e+7,,2.177e-12
230.305,4.930e+7,4.930e+7,,2.178e-12
230.310,2.621e+7,2.621e+7,,2.180e-12
230.315,1.268e+7,1.268e+7,,2.182e-12
230.320,5.583e+6,5.583e+6,,2.183e-12
230.325,2.237e+6,2.237e+6,,2.185e-12
230.330,8.155e+5,8.155e+5,,2.186e-12
230.335,2.706e+5,2.706e+5,,2.188e-12
230.340,8.170e+4,8.170e+4,,2.190e-12
230.345,2.245e+4,2.245e+4,,2.191e-12
230.350,5.613e+3,5.613e+3,,2.193e-12
230.355,1.277e+3,1.277e+3,,2.195e-12
230.360,2.645e+2,2.645e+2,,2.196e-12
230.365,4.984e+1,4.984e+1,,2.198e-12
230.370,8.546e+0,8.546e+0,,2.200e-12
230.375,1.334e+0,1.334e+0,,2.201e-12
230.380,1.894e-1,1.894e-1,,2.203e-12
230.385,2.447e-2,2.447e-2,,2.205e-12
230.390,2.878e-3,2.878e-3,,2.206e-12
230.395,3.080e-4,3.080e-4,,2.208e-12
230.400,3.000e-5,3.000e-5,,2.210e-12
230.405,2.659e-6,2.659e-6,,2.211e-12
230.410,2.144e-7,2.144e-7,,2.213e-12
230.415,1.578e-8,1.578e-8,,2.215e-12
230.420,1.820e-9,1.820e-9,,2.216e-12
230.425,1.172e-8,1.172e-8,,2.218e-12
230.430,1.608e-7,1.608e-7,,2.220e-12
230.435,2.019e-6,2.019e-6,,2.221e-12
230.440,2.307e-5,2.307e-5,,2.223e-12
230.445,2.399e-4,2.399e-4,,2.225e-12
230.450,2.271e-3,2.271e-3,,2.226e-12
230.455,1.958e-2,1.958e-2,,2.228e-12
230.460,1.535e-1,1.535e-1,,2.230e-12
230.465,1.096e+0,1.096e+0,,2.231e-12
230.470,7.125e+0,7.125e+0,,2.233e-12
230.475,4.215e+1,4.215e+1,,2.235e-12
230.480,2.270e+2,2.270e+2,,2.236e-12
230.485,1.112e+3,1.112e+3,,2.238e-12
230.490,4.963e+3,4.963e+3,,2.239e-12
230.495,2.015e+4,2.015e+4,,2.241e-12
230.500,7.450e+4,7.450e+4,,2.243e-12
230.505,2.506e+5,2.506e+5,,2.244e-12
230.510,7.676e+5,7.676e+5,,2.246e-12
230.515,2.140e+6,2.140e+6,,2.248e-12
230.520,5.429e+6,5.429e+6,,2.249e-12
230.525,1.254e+7,1.254e+7,,2.251e-12
230.530,2.636e+7,2.636e+7,,2.253e-12
230.535,5.044e+7,5.044e+7,,2.254e-12
230.540,8.786e+7,8.786e+7,,2.256e-12
230.545,1.393e+8,1.393e+8,,2.258e-12
230.550,2.010e+8,2.010e+8,,2.259e-12
230.555,2.641e+8,2.641e+8,,2.261e-12
230.560,3.157e+8,3.157e+8,,2.263e-12
230.565,3.436e+8,3.436e+8,,2.264e-12
230.570,3.404e+8,3.404e+8,,2.266e-12
230.575,3.070e+8,3.070e+8,,2.268e-12
230.580,2.519e+8,2.519e+8,,2.269e-12
230.585,1.882e+8,1.882e+8,,2.271e-12
230.590,1.280e+8,1.280e+8,,2.273e-12
230.595,7.923e+7,7.923e+7,,2.274e-12
230.600,4.464e+7,4.464e+7,,2.276e-12
230.605,2.289e+7,2.289e+7,,2.278e-12
230.610,1.069e+7,1.069e+7,,2.279e-12
230.615,4.541e+6,4.541e+6,,2.281e-12
230.620,1.756e+6,1.756e+6,,2.283e-12
230.625,6.183e+5,6.183e+5,,2.284e-12
230.630,1.981e+5,1.981e+5,,2.286e-12
230.635,5.779e+4,5.779e+4,,2.287e-12
230.640,1.534e+4,1.534e+4,,2.289e-12
230.645,3.708e+3,3.708e+3,,2.291e-12
230.650,8.156e+2,8.156e+2,,2.292e-12
230.655,1.633e+2,1.633e+2,,2.294e-12
230.660,2.976e+1,2.976e+1,,2.296e-12
230.665,4.937e+0,4.937e+0,,2.297e-12
230.670,7.455e-1,7.455e-1,,2.299e-12
230.675,1.025e-1,1.025e-1,,2.301e-12
230.680,1.282e-2,1.282e-2,,2.302e-12
230.685,1.460e-3,1.460e-3,,2.304e-12
230.690,1.513e-4,1.513e-4,,2.306e-12
230.695,1.428e-5,1.428e-5,,2.307e-12
230.700,1.226e-6,1.226e-6,,2.309e-12
230.705,9.585e-8,9.585e-8,,2.311e-12
230.710,6.821e-9,6.821e-9,,2.312e-12
230.715,4.417e-10,4.417e-10,,2.314e-12
232.982,3.065e-12,3.166e-10,,3.065e-12
232.987,4.886e-11,3.163e-10,,4.886e-11
232.992,7.105e-10,3.161e-10,,7.105e-10
232.997,9.424e-9,3.158e-10,,9.424e-9
233.002,1.140e-7,3.155e-10,,1.140e-7
233.007,1.258e-6,3.152e-10,,1.258e-6
233.012,1.266e-5,3.150e-10,,1.266e-5
233.017,1.162e-4,3.147e-10,,1.162e-4
233.022,9.732e-4,3.144e-10,,9.732e-4
233.027,7.433e-3,3.141e-10,,7.433e-3
233.032,5.178e-2,3.139e-10,,5.178e-2
233.037,3.290e-1,3.136e-10,,3.290e-1
233.042,1.907e+0,3.133e-10,,1.907e+0
233.047,1.008e+1,3.130e-10,,1.008e+1
233.052,4.860e+1,3.127e-10,,4.860e+1
233.057,2.137e+2,3.125e-10,,2.137e+2
233.062,8.573e+2,3.122e-10,,8.573e+2
233.067,3.137e+3,3.119e-10,,3.137e+3
233.072,1.047e+4,3.116e-10,,1.047e+4
233.077,3.186e+4,3.114e-10,,3.186e+4
233.082,8.848e+4,3.111e-10,,8.848e+4
233.087,2.241e+5,3.108e-10,,2.241e+5
233.092,5.179e+5,3.105e-10,,5.179e+5
233.097,1.092e+6,3.103e-10,,1.092e+6
233.102,2.101e+6,3.100e-10,,2.101e+6
233.107,3.692e+6,3.097e-10,,3.692e+6
233.112,5.929e+6,3.094e-10,,5.929e+6
233.117,8.714e+6,3.092e-10,,8.714e+6
233.122,1.175e+7,3.089e-10,,1.175e+7
233.127,1.460e+7,3.086e-10,,1.460e+7
233.132,1.683e+7,3.083e-10,,1.683e+7
233.137,1.819e+7,3.081e-10,,1.819e+7
233.142,1.870e+7,3.078e-10,,1.870e+7
233.147,1.861e+7,3.075e-10,,1.861e+7
233.152,1.820e+7,3.072e-10,,1.820e+7
233.157,1.758e+7,3.070e-10,,1.758e+7
233.162,1.669e+7,3.067e-10,,1.669e+7
233.167,1.535e+7,3.064e-10,,1.535e+7
233.172,1.343e+7,3.061e-10,,1.343e+7
233.177,1.102e+7,3.058e-10,,1.102e+7
233.182,8.390e+6,3.056e-10,,8.390e+6
233.187,5.888e+6,3.053e-10,,5.888e+6
233.192,3.791e+6,3.050e-10,,3.791e+6
233.197,2.234e+6,3.047e-10,,2.234e+6
233.202,1.203e+6,3.045e-10,,1.203e+6
233.207,5.919e+5,3.042e-10,,5.919e+5
233.212,2.657e+5,3.039e-10,,2.657e+5
233.217,1.088e+5,3.036e-10,,1.088e+5
233.222,4.067e+4,3.034e-10,,4.067e+4
233.227,1.386e+4,3.031e-10,,1.386e+4
233.232,4.311e+3,3.028e-10,,4.311e+3
233.237,1.223e+3,3.025e-10,,1.223e+3
233.242,3.164e+2,3.023e-10,,3.164e+2
233.247,7.466e+1,3.020e-10,,7.466e+1
233.252,1.607e+1,3.017e-10,,1.607e+1
233.257,3.156e+0,3.014e-10,,3.156e+0
233.262,5.652e-1,3.012e-10,,5.652e-1
233.267,9.233e-2,3.009e-10,,9.233e-2
233.272,1.376e-2,3.006e-10,,1.376e-2
233.277,1.870e-3,3.003e-10,,1.870e-3
233.282,2.318e-4,3.001e-10,,2.318e-4
233.287,2.621e-5,2.998e-10,,2.621e-5
233.292,2.705e-6,2.995e-10,,2.705e-6
233.297,2.695e-7,2.992e-10,,2.695e-7
233.302,2.000e-7,2.989e-10,,2.000e-7
233.307,1.921e-6,2.987e-10,,1.921e-6
233.312,1.885e-5,2.984e-10,,1.885e-5
233.317,1.689e-4,2.981e-10,,1.689e-4
233.322,1.381e-3,2.978e-10,,1.381e-3
233.327,1.030e-2,2.976e-10,,1.030e-2
233.332,7.012e-2,2.973e-10,,7.012e-2
233.337,4.354e-1,2.970e-10,,4.354e-1
233.342,2.466e+0,2.967e-10,,2.466e+0
233.347,1.275e+1,2.965e-10,,1.275e+1
233.352,6.009e+1,2.962e-10,,6.009e+1
233.357,2.585e+2,2.959e-10,,2.585e+2
233.362,1.014e+3,2.956e-10,,1.014e+3
233.367,3.632e+3,2.954e-10,,3.632e+3
233.372,1.186e+4,2.951e-10,,1.186e+4
233.377,3.535e+4,2.948e-10,,3.535e+4
233.382,9.610e+4,2.945e-10,,9.610e+4
233.387,2.384e+5,2.943e-10,,2.384e+5
233.392,5.394e+5,2.940e-10,,5.394e+5
233.397,1.114e+6,2.937e-10,,1.114e+6
233.402,2.097e+6,2.934e-10,,2.097e+6
233.407,3.604e+6,2.932e-10,,3.604e+6
233.412,5.650e+6,2.929e-10,,5.650e+6
233.417,8.081e+6,2.926e-10,,8.081e+6
233.422,1.054e+7,2.923e-10,,1.054e+7
233.427,1.255e+7,2.920e-10,,1.255e+7
233.432,1.363e+7,2.918e-10,,1.363e+7
233.437,1.351e+7,2.915e-10,,1.351e+7
233.442,1.221e+7,2.912e-10,,1.221e+7
233.447,1.007e+7,2.909e-10,,1.007e+7
233.452,7.578e+6,2.907e-10,,7.578e+6
233.457,5.202e+6,2.904e-10,,5.202e+6
233.462,3.258e+6,2.901e-10,,3.258e+6
233.467,1.862e+6,2.898e-10,,1.862e+6
233.472,9.704e+5,2.896e-10,,9.704e+5
233.477,4.615e+5,2.893e-10,,4.615e+5
233.482,2.002e+5,2.890e-10,,2.002e+5
233.487,7.926e+4,2.887e-10,,7.926e+4
233.492,2.862e+4,2.885e-10,,2.862e+4
233.497,9.430e+3,2.882e-10,,9.430e+3
233.502,2.835e+3,2.879e-10,,2.835e+3
233.507,7.773e+2,2.876e-10,,7.773e+2
233.512,1.945e+2,2.874e-10,,1.945e+2
233.517,4.439e+1,2.871e-10,,4.439e+1
233.522,9.244e+0,2.868e-10,,9.244e+0
233.527,1.756e+0,2.865e-10,,1.756e+0
233.532,3.044e-1,2.863e-10,,3.044e-1
233.537,4.814e-2,2.860e-10,,4.814e-2
233.542,6.945e-3,2.857e-10,,6.945e-3
233.547,9.140e-4,2.854e-10,,9.140e-4
233.552,1.098e-4,2.851e-10,,1.098e-4
233.557,1.202e-5,2.849e-10,,1.202e-5
233.562,1.202e-6,2.846e-10,,1.202e-6
233.567,1.096e-7,2.843e-10,,1.096e-7
233.572,9.116e-9,2.840e-10,,9.116e-9
233.577,6.919e-10,2.838e-10,,6.919e-10
233.582,4.791e-11,2.835e-10,,4.791e-11
233.747,8.449e-12,2.744e-10,,8.449e-12
233.752,1.323e-10,2.741e-10,,1.323e-10
233.757,1.890e-9,2.738e-10,,1.890e-9
233.762,2.465e-8,2.736e-10,,2.465e-8
233.767,2.934e-7,2.733e-10,,2.934e-7
233.772,3.187e-6,2.730e-10,,3.187e-6
233.777,3.160e-5,2.727e-10,,3.160e-5
233.782,2.859e-4,2.725e-10,,2.859e-4
233.787,2.361e-3,2.722e-10,,2.361e-3
233.792,1.779e-2,2.719e-10,,1.779e-2
233.797,1.224e-1,2.716e-10,,1.224e-1
233.802,7.684e-1,2.713e-10,,7.684e-1
233.807,4.402e+0,2.711e-10,,4.402e+0
233.812,2.302e+1,2.708e-10,,2.302e+1
233.817,1.098e+2,2.705e-10,,1.098e+2
233.822,4.784e+2,2.702e-10,,4.784e+2
233.827,1.902e+3,2.700e-10,,1.902e+3
233.832,6.899e+3,2.697e-10,,6.899e+3
233.837,2.284e+4,2.694e-10,,2.284e+4
233.842,6.903e+4,2.691e-10,,6.903e+4
233.847,1.904e+5,2.689e-10,,1.904e+5
233.852,4.792e+5,2.686e-10,,4.792e+5
233.857,1.101e+6,2.683e-10,,1.101e+6
233.862,2.308e+6,2.680e-10,,2.308e+6
233.867,4.415e+6,2.678e-10,,4.415e+6
233.872,7.711e+6,2.675e-10,,7.711e+6
233.877,1.229e+7,2.672e-10,,1.229e+7
233.882,1.788e+7,2.669e-10,,1.788e+7
233.887,2.373e+7,2.667e-10,,2.373e+7
233.892,2.875e+7,2.664e-10,,2.875e+7
233.897,3.179e+7,2.661e-10,,3.179e+7
233.902,3.208e+7,2.658e-10,,3.208e+7
233.907,2.955e+7,2.656e-10,,2.955e+7
233.912,2.484e+7,2.653e-10,,2.484e+7
233.917,1.906e+7,2.650e-10,,1.906e+7
233.922,1.334e+7,2.647e-10,,1.334e+7
233.927,8.526e+6,2.644e-10,,8.526e+6
233.932,4.972e+6,2.642e-10,,4.972e+6
233.937,2.647e+6,2.639e-10,,2.647e+6
233.942,1.286e+6,2.636e-10,,1.286e+6
233.947,5.700e+5,2.633e-10,,5.700e+5
233.952,2.306e+5,2.631e-10,,2.306e+5
233.957,8.518e+4,2.628e-10,,8.518e+4
233.962,2.871e+4,2.625e-10,,2.871e+4
233.967,8.830e+3,2.622e-10,,8.830e+3
233.971,3.219e+3,2.620e-10,,3.219e+3
233.976,8.401e+2,2.617e-10,,8.401e+2
233.981,2.001e+2,2.615e-10,,2.001e+2
233.986,4.348e+1,2.612e-10,,4.348e+1
233.991,8.626e+0,2.609e-10,,8.626e+0
233.996,1.562e+0,2.606e-10,,1.562e+0
234.001,2.580e-1,2.604e-10,,2.580e-1
234.006,3.891e-2,2.601e-10,,3.891e-2
234.011,5.355e-3,2.598e-10,,5.355e-3
234.016,6.726e-4,2.595e-10,,6.726e-4
234.021,7.710e-5,2.593e-10,,7.710e-5
234.026,8.067e-6,2.590e-10,,8.067e-6
234.031,7.703e-7,2.587e-10,,7.703e-7
234.036,6.712e-8,2.584e-10,,6.712e-8
234.041,5.339e-9,2.582e-10,,5.339e-9
234.046,3.875e-10,2.579e-10,,3.875e-10
234.526,3.517e-11,2.314e-10,,3.517e-11
234.531,5.310e-10,2.311e-10,,5.310e-10
234.536,7.321e-9,2.308e-10,,7.321e-9
234.541,9.217e-8,2.306e-10,,9.217e-8
234.546,1.060e-6,2.303e-10,,1.060e-6
234.551,1.113e-5,2.300e-10,,1.113e-5
234.556,1.067e-4,2.297e-10,,1.067e-4
234.561,9.344e-4,2.295e-10,,9.344e-4
234.566,7.472e-3,2.292e-10,,7.472e-3
234.571,5.456e-2,2.289e-10,,5.456e-2
234.576,3.639e-1,2.286e-10,,3.639e-1
234.581,2.216e+0,2.283e-10,,2.216e+0
234.586,1.232e+1,2.281e-10,,1.232e+1
234.591,6.260e+1,2.278e-10,,6.260e+1
234.596,2.903e+2,2.275e-10,,2.903e+2
234.601,1.230e+3,2.272e-10,,1.230e+3
234.606,4.756e+3,2.270e-10,,4.756e+3
234.611,1.680e+4,2.267e-10,,1.680e+4
234.616,5.420e+4,2.264e-10,,5.420e+4
234.621,1.596e+5,2.261e-10,,1.596e+5
234.626,4.295e+5,2.259e-10,,4.295e+5
234.631,1.055e+6,2.256e-10,,1.055e+6
234.636,2.367e+6,2.253e-10,,2.367e+6
234.641,4.849e+6,2.250e-10,,4.849e+6
234.646,9.072e+6,2.248e-10,,9.072e+6
234.651,1.550e+7,2.245e-10,,1.550e+7
234.656,2.418e+7,2.242e-10,,2.418e+7
234.661,3.446e+7,2.239e-10,,3.446e+7
234.666,4.484e+7,2.237e-10,,4.484e+7
234.671,5.328e+7,2.234e-10,,5.328e+7
234.676,5.782e+7,2.231e-10,,5.782e+7
234.681,5.729e+7,2.228e-10,,5.729e+7
234.686,5.185e+7,2.226e-10,,5.185e+7
234.691,4.285e+7,2.223e-10,,4.285e+7
234.696,3.234e+7,2.220e-10,,3.234e+7
234.701,2.229e+7,2.217e-10,,2.229e+7
234.706,1.403e+7,2.214e-10,,1.403e+7
234.711,8.062e+6,2.212e-10,,8.062e+6
234.716,4.232e+6,2.209e-10,,4.232e+6
234.721,2.028e+6,2.206e-10,,2.028e+6
234.726,8.879e+5,2.203e-10,,8.879e+5
234.731,3.549e+5,2.201e-10,,3.549e+5
234.736,1.296e+5,2.198e-10,,1.296e+5
234.741,4.319e+4,2.195e-10,,4.319e+4
234.746,1.315e+4,2.192e-10,,1.315e+4
234.751,3.655e+3,2.190e-10,,3.655e+3
234.756,9.281e+2,2.187e-10,,9.281e+2
234.761,2.152e+2,2.184e-10,,2.152e+2
234.766,4.556e+1,2.181e-10,,4.556e+1
234.771,8.808e+0,2.179e-10,,8.808e+0
234.776,1.555e+0,2.176e-10,,1.555e+0
234.781,2.508e-1,2.173e-10,,2.508e-1
234.786,3.693e-2,2.170e-10,,3.693e-2
234.791,4.966e-3,2.168e-10,,4.966e-3
234.796,6.098e-4,2.165e-10,,6.098e-4
234.801,6.839e-5,2.162e-10,,6.839e-5
234.806,7.004e-6,2.159e-10,,7.004e-6
234.811,6.550e-7,2.157e-10,,6.550e-7
234.816,5.594e-8,2.154e-10,,5.594e-8
234.821,4.363e-9,2.151e-10,,4.363e-9
234.826,3.108e-10,2.148e-10,,3.108e-10
234.831,2.021e-11,2.145e-10,,2.021e-11
237.343,5.368e-12,7.589e-11,,5.368e-12
237.348,8.160e-11,7.561e-11,,8.160e-11
237.353,1.135e-9,7.534e-11,,1.135e-9
237.358,1.445e-8,7.506e-11,,1.445e-8
237.363,1.684e-7,7.478e-11,,1.684e-7
237.368,1.796e-6,7.451e-11,,1.796e-6
237.373,1.752e-5,7.423e-11,,1.752e-5
237.378,1.565e-4,7.396e-11,,1.565e-4
237.383,1.279e-3,7.368e-11,,1.279e-3
237.388,9.566e-3,7.340e-11,,9.566e-3
237.393,6.548e-2,7.313e-11,,6.548e-2
237.398,4.102e-1,7.285e-11,,4.102e-1
237.403,2.352e+0,7.258e-11,,2.352e+0
237.408,1.234e+1,7.230e-11,,1.234e+1
237.413,5.925e+1,7.202e-11,,5.925e+1
237.418,2.604e+2,7.175e-11,,2.604e+2
237.423,1.047e+3,7.147e-11,,1.047e+3
237.428,3.854e+3,7.120e-11,,3.854e+3
237.433,1.298e+4,7.092e-11,,1.298e+4
237.438,4.002e+4,7.064e-11,,4.002e+4
237.443,1.129e+5,7.037e-11,,1.129e+5
237.448,2.915e+5,7.009e-11,,2.915e+5
237.453,6.887e+5,6.982e-11,,6.887e+5
237.458,1.489e+6,6.954e-11,,1.489e+6
237.463,2.947e+6,6.926e-11,,2.947e+6
237.468,5.337e+6,6.899e-11,,5.337e+6
237.473,8.846e+6,6.871e-11,,8.846e+6
237.478,1.342e+7,6.844e-11,,1.342e+7
237.483,1.863e+7,6.816e-11,,1.863e+7
237.488,2.366e+7,6.788e-11,,2.366e+7
237.493,2.751e+7,6.761e-11,,2.751e+7
237.498,2.927e+7,6.733e-11,,2.927e+7
237.503,2.851e+7,6.706e-11,,2.851e+7
237.508,2.540e+7,6.678e-11,,2.540e+7
237.513,2.072e+7,6.650e-11,,2.072e+7
237.518,1.546e+7,6.623e-11,,1.546e+7
237.523,1.056e+7,6.595e-11,,1.056e+7
237.528,6.603e+6,6.568e-11,,6.603e+6
237.533,3.777e+6,6.540e-11,,3.777e+6
237.538,1.978e+6,6.512e-11,,1.978e+6
237.543,9.476e+5,6.485e-11,,9.476e+5
237.548,4.155e+5,6.457e-11,,4.155e+5
237.553,1.668e+5,6.430e-11,,1.668e+5
237.558,6.124e+4,6.402e-11,,6.124e+4
237.563,2.058e+4,6.374e-11,,2.058e+4
237.568,6.332e+3,6.347e-11,,6.332e+3
237.573,1.782e+3,6.319e-11,,1.782e+3
237.578,4.592e+2,6.292e-11,,4.592e+2
237.583,1.083e+2,6.264e-11,,1.083e+2
237.588,2.336e+1,6.236e-11,,2.336e+1
237.593,4.613e+0,6.209e-11,,4.613e+0
237.598,8.337e-1,6.181e-11,,8.337e-1
237.603,1.379e-1,6.154e-11,,1.379e-1
237.608,2.087e-2,6.126e-11,,2.087e-2
237.613,2.891e-3,6.098e-11,,2.891e-3
237.618,3.665e-4,6.071e-11,,3.665e-4
237.623,4.252e-5,6.043e-11,,4.252e-5
237.628,4.514e-6,6.016e-11,,4.514e-6
237.633,4.386e-7,5.988e-11,,4.386e-7
237.638,3.900e-8,5.960e-11,,3.900e-8
237.643,3.174e-9,5.933e-11,,3.174e-9
237.648,2.364e-10,5.905e-11,,2.364e-10
238.297,2.323e-11,2.323e-11,,2.091e-10
238.302,3.395e-10,3.395e-10,,2.089e-10
238.307,4.544e-9,4.544e-9,,2.087e-10
238.312,5.570e-8,5.570e-8,,2.085e-10
238.317,6.253e-7,6.253e-7,,2.083e-10
238.322,6.429e-6,6.429e-6,,2.081e-10
238.327,6.053e-5,6.053e-5,,2.079e-10
238.332,5.220e-4,5.220e-4,,2.076e-10
238.337,4.122e-3,4.122e-3,,2.074e-10
238.342,2.981e-2,2.981e-2,,2.072e-10
238.347,1.975e-1,1.975e-1,,2.070e-10
238.352,1.198e+0,1.198e+0,,2.068e-10
238.357,6.654e+0,6.654e+0,,2.066e-10
238.362,3.385e+1,3.385e+1,,2.064e-10
238.367,1.577e+2,1.577e+2,,2.062e-10
238.372,6.731e+2,6.731e+2,,2.060e-10
238.377,2.630e+3,2.630e+3,,2.057e-10
238.382,9.414e+3,9.414e+3,,2.055e-10
238.387,3.086e+4,3.086e+4,,2.053e-10
238.392,9.263e+4,9.263e+4,,2.051e-10
238.397,2.546e+5,2.546e+5,,2.049e-10
238.402,6.411e+5,6.411e+5,,2.047e-10
238.407,1.478e+6,1.478e+6,,2.045e-10
238.412,3.121e+6,3.121e+6,,2.043e-10
238.417,6.036e+6,6.036e+6,,2.041e-10
238.422,1.069e+7,1.069e+7,,2.039e-10
238.427,1.734e+7,1.734e+7,,2.036e-10
238.432,2.576e+7,2.576e+7,,2.034e-10
238.437,3.504e+7,3.504e+7,,2.032e-10
238.442,4.366e+7,4.366e+7,,2.030e-10
238.447,4.981e+7,4.981e+7,,2.028e-10
238.452,5.205e+7,5.205e+7,,2.026e-10
238.457,4.981e+7,4.981e+7,,2.024e-10
238.462,4.366e+7,4.366e+7,,2.022e-10
238.467,3.504e+7,3.504e+7,,2.020e-10
238.472,2.576e+7,2.576e+7,,2.018e-10
238.477,1.734e+7,1.734e+7,,2.015e-10
238.482,1.069e+7,1.069e+7,,2.013e-10
238.487,6.036e+6,6.036e+6,,2.011e-10
238.492,3.121e+6,3.121e+6,,2.009e-10
238.497,1.478e+6,1.478e+6,,2.007e-10
238.502,6.411e+5,6.411e+5,,2.005e-10
238.507,2.546e+5,2.546e+5,,2.003e-10
238.512,9.263e+4,9.263e+4,,2.001e-10
238.517,3.086e+4,3.086e+4,,1.999e-10
238.522,9.414e+3,9.414e+3,,1.996e-10
238.527,2.630e+3,2.630e+3,,1.994e-10
238.532,6.731e+2,6.731e+2,,1.992e-10
238.537,1.577e+2,1.577e+2,,1.990e-10
238.542,3.385e+1,3.385e+1,,1.988e-10
238.547,6.654e+0,6.654e+0,,1.986e-10
238.552,1.198e+0,1.198e+0,,1.984e-10
238.557,1.975e-1,1.975e-1,,1.982e-10
238.562,2.981e-2,2.981e-2,,1.980e-10
238.567,4.122e-3,4.122e-3,,1.978e-10
238.572,5.220e-4,5.220e-4,,1.975e-10
238.577,6.053e-5,6.053e-5,,1.973e-10
238.582,6.429e-6,6.429e-6,,1.971e-10
238.587,6.253e-7,6.253e-7,,1.969e-10
238.592,5.570e-8,5.570e-8,,1.967e-10
238.597,4.544e-9,4.544e-9,,1.965e-10
238.602,3.395e-10,3.395e-10,,1.963e-10
238.607,2.323e-11,2.323e-11,,1.961e-10
241.244,8.517e-11,2.648e-11,,8.517e-11
241.249,1.166e-9,2.649e-11,,1.166e-9
241.254,1.466e-8,2.649e-11,,1.466e-8
241.259,1.691e-7,2.650e-11,,1.691e-7
241.264,1.790e-6,2.650e-11,,1.790e-6
241.269,1.739e-5,2.651e-11,,1.739e-5
241.274,1.551e-4,2.652e-11,,1.551e-4
241.279,1.269e-3,2.652e-11,,1.269e-3
241.284,9.532e-3,2.653e-11,,9.532e-3
