Wavelength (nm),Sum(calc),Cr I (2.7e-2),Cr II (9.7e-1)
298.910,1.467e+10,8.062e+7,1.458e+10
298.915,1.573e+10,4.737e+7,1.569e+10
298.920,1.598e+10,2.632e+7,1.595e+10
298.925,1.535e+10,1.382e+7,1.534e+10
298.930,1.395e+10,6.867e+6,1.395e+10
298.936,1.156e+10,2.754e+6,1.156e+10
298.941,9.292e+9,1.210e+6,9.290e+9
298.946,7.063e+9,5.023e+5,7.062e+9
298.951,5.077e+9,1.972e+5,5.077e+9
298.956,3.451e+9,7.322e+4,3.450e+9
298.961,2.218e+9,2.571e+4,2.218e+9
298.966,1.348e+9,8.533e+3,1.348e+9
298.971,7.745e+8,2.678e+3,7.745e+8
298.977,3.700e+8,6.193e+2,3.700e+8
298.982,1.880e+8,1.719e+2,1.880e+8
298.987,9.032e+7,4.509e+1,9.032e+7
298.992,4.103e+7,1.119e+1,4.103e+7
298.997,1.763e+7,2.625e+0,1.763e+7
299.002,7.160e+6,5.823e-1,7.160e+6
299.007,2.750e+6,1.221e-1,2.750e+6
299.012,9.988e+5,2.423e-2,9.988e+5
299.018,2.751e+5,3.233e-3,2.751e+5
299.023,8.835e+4,5.930e-4,8.835e+4
299.028,2.683e+4,2.600e-4,2.683e+4
299.033,7.702e+3,9.903e-4,7.702e+3
299.038,2.091e+3,5.422e-3,2.091e+3
299.043,5.369e+2,2.848e-2,5.368e+2
299.048,1.305e+2,1.415e-1,1.303e+2
299.053,3.058e+1,6.648e-1,2.991e+1
299.058,9.446e+0,2.954e+0,6.492e+0
299.064,1.739e+1,1.643e+1,9.642e-1
299.069,6.474e+1,6.455e+1,1.850e-1
299.074,2.399e+2,2.399e+2,3.358e-2
299.079,8.430e+2,8.430e+2,5.761e-3
299.084,2.801e+3,2.801e+3,9.347e-4
299.089,8.804e+3,8.804e+3,1.434e-4
299.094,2.616e+4,2.616e+4,2.080e-5
299.099,7.353e+4,7.353e+4,2.854e-6
299.105,2.361e+5,2.361e+5,2.444e-7
299.110,5.867e+5,5.867e+5,2.964e-8
299.115,1.379e+6,1.379e+6,2.966e-8
299.120,3.065e+6,3.065e+6,2.968e-8
299.125,6.443e+6,6.443e+6,2.970e-8
299.130,1.281e+7,1.281e+7,2.971e-8
299.135,2.408e+7,2.408e+7,2.973e-8
299.140,4.280e+7,4.280e+7,2.975e-8
299.146,7.930e+7,7.930e+7,2.978e-8
299.151,1.247e+8,1.247e+8,2.980e-8
299.156,1.854e+8,1.854e+8,2.982e-8
299.161,2.606e+8,2.606e+8,2.984e-8
299.166,3.465e+8,3.465e+8,2.985e-8
299.171,4.357e+8,4.357e+8,2.987e-8
299.176,5.180e+8,5.180e+8,2.989e-8
299.181,5.825e+8,5.825e+8,2.991e-8
299.187,6.229e+8,6.229e+8,2.994e-8
299.192,6.194e+8,6.194e+8,2.996e-8
299.197,5.825e+8,5.825e+8,2.998e-8
299.202,5.180e+8,5.180e+8,2.999e-8
299.207,4.357e+8,4.357e+8,3.001e-8
299.212,3.465e+8,3.465e+8,3.003e-8
299.217,2.606e+8,2.606e+8,3.005e-8
299.222,1.854e+8,1.854e+8,3.007e-8
299.227,1.247e+8,1.247e+8,3.009e-8
299.233,7.196e+7,7.196e+7,3.012e-8
299.238,4.280e+7,4.280e+7,3.013e-8
299.243,2.408e+7,2.408e+7,3.015e-8
299.248,1.281e+7,1.281e+7,3.017e-8
299.253,6.443e+6,6.443e+6,3.019e-8
299.258,3.065e+6,3.065e+6,3.021e-8
299.263,1.379e+6,1.379e+6,3.023e-8
299.268,5.867e+5,5.867e+5,3.025e-8
299.274,1.954e+5,1.954e+5,3.027e-8
299.279,7.354e+4,7.354e+4,3.029e-8
299.284,2.618e+4,2.618e+4,3.031e-8
299.289,8.852e+3,8.852e+3,3.033e-8
299.294,2.976e+3,2.976e+3,3.035e-8
299.299,1.442e+3,1.442e+3,3.037e-8
299.304,2.185e+3,2.185e+3,3.039e-8
299.309,6.032e+3,6.032e+3,3.041e-8
299.315,2.130e+4,2.130e+4,3.043e-8
299.320,5.777e+4,5.777e+4,3.045e-8
299.325,1.483e+5,1.483e+5,3.047e-8
299.330,3.599e+5,3.599e+5,3.049e-8
299.335,8.262e+5,8.262e+5,3.051e-8
299.340,1.794e+6,1.794e+6,3.053e-8
299.345,3.684e+6,3.684e+6,3.055e-8
299.350,7.154e+6,7.154e+6,3.057e-8
299.356,1.474e+7,1.474e+7,3.059e-8
299.361,2.532e+7,2.532e+7,3.061e-8
299.366,4.113e+7,4.113e+7,3.063e-8
299.371,6.320e+7,6.320e+7,3.065e-8
299.376,9.183e+7,9.183e+7,3.067e-8
299.381,1.262e+8,1.262e+8,3.069e-8
299.386,1.640e+8,1.640e+8,3.071e-8
299.391,2.016e+8,2.016e+8,3.073e-8
299.396,2.344e+8,2.344e+8,3.075e-8
299.402,2.609e+8,2.609e+8,3.077e-8
299.407,2.683e+8,2.683e+8,3.079e-8
299.412,2.609e+8,2.609e+8,3.081e-8
299.417,2.400e+8,2.400e+8,3.083e-8
299.422,2.088e+8,2.088e+8,3.085e-8
299.427,1.719e+8,1.719e+8,3.087e-8
299.432,1.341e+8,1.341e+8,3.089e-8
299.437,9.951e+7,9.951e+7,3.091e-8
299.443,6.629e+7,6.629e+7,3.093e-8
299.448,4.749e+7,4.749e+7,3.095e-8
299.453,3.766e+7,3.766e+7,3.097e-8
299.458,3.740e+7,3.740e+7,3.099e-8
299.463,4.747e+7,4.747e+7,3.101e-8
299.468,6.885e+7,6.885e+7,3.103e-8
299.473,1.025e+8,1.025e+8,3.105e-8
299.478,1.484e+8,1.484e+8,3.107e-8
299.484,2.177e+8,2.177e+8,3.109e-8
299.489,2.826e+8,2.826e+8,3.111e-8
299.494,3.472e+8,3.472e+8,3.113e-8
299.499,4.035e+8,4.035e+8,3.115e-8
299.504,4.436e+8,4.436e+8,3.117e-8
299.509,4.612e+8,4.612e+8,3.119e-8
299.514,4.536e+8,4.536e+8,3.121e-8
299.519,4.219e+8,4.219e+8,3.123e-8
299.525,3.593e+8,3.593e+8,3.125e-8
299.530,2.956e+8,2.956e+8,3.127e-8
299.535,2.300e+8,2.300e+8,3.129e-8
299.540,1.693e+8,1.693e+8,3.131e-8
299.545,1.179e+8,1.179e+8,3.133e-8
299.550,7.759e+7,7.759e+7,3.135e-8
299.555,4.832e+7,4.832e+7,3.137e-8
299.560,2.848e+7,2.848e+7,3.139e-8
299.565,1.593e+7,1.593e+7,3.141e-8
299.571,7.564e+6,7.564e+6,3.143e-8
299.576,4.286e+6,4.286e+6,3.145e-8
299.581,3.353e+6,3.353e+6,3.147e-8
299.586,4.587e+6,4.587e+6,3.149e-8
299.591,8.653e+6,8.653e+6,3.151e-8
299.596,1.724e+7,1.724e+7,3.153e-8
299.601,3.325e+7,3.325e+7,3.155e-8
299.606,6.094e+7,6.094e+7,3.157e-8
299.612,1.173e+8,1.173e+8,3.159e-8
299.617,1.903e+8,1.903e+8,3.161e-8
299.622,2.922e+8,2.922e+8,3.163e-8
299.627,4.244e+8,4.244e+8,3.165e-8
299.632,5.829e+8,5.829e+8,3.167e-8
299.637,7.573e+8,7.573e+8,3.169e-8
299.642,9.306e+8,9.306e+8,3.171e-8
299.647,1.082e+9,1.082e+9,3.173e-8
299.653,1.204e+9,1.204e+9,3.175e-8
299.658,1.238e+9,1.238e+9,3.177e-8
299.663,1.204e+9,1.204e+9,3.179e-8
299.668,1.107e+9,1.107e+9,3.181e-8
299.673,9.633e+8,9.633e+8,3.183e-8
299.678,7.927e+8,7.927e+8,3.185e-8
299.683,6.170e+8,6.170e+8,3.187e-8
299.688,4.542e+8,4.542e+8,3.188e-8
299.694,2.922e+8,2.922e+8,3.191e-8
299.699,1.903e+8,1.903e+8,3.193e-8
299.704,1.173e+8,1.173e+8,3.195e-8
299.709,6.833e+7,6.833e+7,3.197e-8
299.714,3.766e+7,3.766e+7,3.199e-8
299.719,1.963e+7,1.963e+7,3.201e-8
299.724,9.678e+6,9.678e+6,3.202e-8
299.729,4.513e+6,4.513e+6,3.204e-8
299.734,1.991e+6,1.991e+6,3.206e-8
299.740,6.926e+5,6.926e+5,3.209e-8
299.745,2.703e+5,2.703e+5,3.211e-8
299.750,9.976e+4,9.976e+4,3.213e-8
299.755,3.484e+4,3.484e+4,3.215e-8
299.760,1.155e+4,1.155e+4,3.216e-8
299.765,3.770e+3,3.770e+3,3.218e-8
299.770,1.673e+3,1.673e+3,3.220e-8
299.775,2.275e+3,2.275e+3,3.222e-8
299.781,7.573e+3,7.573e+3,3.225e-8
299.786,2.150e+4,2.150e+4,3.227e-8
299.791,5.814e+4,5.814e+4,3.229e-8
299.796,1.488e+5,1.488e+5,3.230e-8
299.801,3.601e+5,3.601e+5,3.232e-8
299.806,8.246e+5,8.246e+5,3.234e-8
299.811,1.786e+6,1.786e+6,3.236e-8
299.816,3.659e+6,3.659e+6,3.238e-8
299.822,8.041e+6,8.041e+6,3.241e-8
299.827,1.458e+7,1.458e+7,3.243e-8
299.832,2.500e+7,2.500e+7,3.244e-8
299.837,4.055e+7,4.055e+7,3.246e-8
299.842,6.222e+7,6.222e+7,3.248e-8
299.847,9.030e+7,9.030e+7,3.250e-8
299.852,1.240e+8,1.240e+8,3.252e-8
299.857,1.610e+8,1.610e+8,3.254e-8
299.863,2.047e+8,2.047e+8,3.257e-8
299.868,2.352e+8,2.352e+8,3.258e-8
299.873,2.557e+8,2.557e+8,3.260e-8
299.878,2.629e+8,2.629e+8,3.262e-8
299.883,2.557e+8,2.557e+8,3.264e-8
299.888,2.352e+8,2.352e+8,3.266e-8
299.893,2.047e+8,2.047e+8,3.268e-8
299.898,1.685e+8,1.685e+8,3.270e-8
299.903,1.312e+8,1.312e+8,3.272e-8
299.909,9.030e+7,9.030e+7,3.274e-8
299.914,6.222e+7,6.222e+7,3.276e-8
299.919,4.055e+7,4.055e+7,3.278e-8
299.924,2.500e+7,2.500e+7,3.280e-8
299.929,1.458e+7,1.458e+7,3.282e-8
299.934,8.041e+6,8.041e+6,3.284e-8
299.939,4.196e+6,4.196e+6,3.286e-8
299.944,2.071e+6,2.071e+6,3.288e-8
299.950,8.246e+5,8.246e+5,3.290e-8
299.955,3.601e+5,3.601e+5,3.292e-8
299.960,1.488e+5,1.488e+5,3.294e-8
299.965,5.822e+4,5.822e+4,3.296e-8
299.970,2.180e+4,2.180e+4,3.298e-8
299.975,8.640e+3,8.640e+3,3.300e-8
299.980,6.328e+3,6.328e+3,3.302e-8
299.985,1.318e+4,1.318e+4,3.304e-8
299.991,4.719e+4,4.719e+4,3.306e-8
299.996,1.343e+5,1.343e+5,3.308e-8
300.001,3.627e+5,3.627e+5,3.310e-8
300.006,9.269e+5,9.269e+5,3.312e-8
300.011,2.241e+6,2.241e+6,3.314e-8
300.016,5.126e+6,5.126e+6,3.316e-8
300.021,1.109e+7,1.109e+7,3.318e-8
300.026,2.270e+7,2.270e+7,3.320e-8
300.032,4.982e+7,4.982e+7,3.322e-8
300.037,9.025e+7,9.025e+7,3.324e-8
300.042,1.546e+8,1.546e+8,3.326e-8
300.047,2.507e+8,2.507e+8,3.328e-8
300.052,3.844e+8,3.844e+8,3.330e-8
300.057,5.576e+8,5.576e+8,3.332e-8
300.062,7.652e+8,7.652e+8,3.334e-8
300.067,9.934e+8,9.934e+8,3.336e-8
300.072,1.220e+9,1.220e+9,3.338e-8
300.078,1.451e+9,1.451e+9,3.340e-8
300.083,1.577e+9,1.577e+9,3.342e-8
300.088,1.621e+9,1.621e+9,3.344e-8
300.093,1.577e+9,1.577e+9,3.346e-8
300.098,1.451e+9,1.451e+9,3.348e-8
300.103,1.263e+9,1.263e+9,3.350e-8
300.108,1.040e+9,1.040e+9,3.352e-8
300.113,8.098e+8,8.098e+8,3.354e-8
300.119,5.576e+8,5.576e+8,3.356e-8
300.124,3.844e+8,3.844e+8,3.358e-8
300.129,2.507e+8,2.507e+8,3.360e-8
300.134,1.546e+8,1.546e+8,3.362e-8
300.139,9.025e+7,9.025e+7,3.364e-8
300.144,4.982e+7,4.982e+7,3.366e-8
300.149,2.602e+7,2.602e+7,3.368e-8
300.154,1.285e+7,1.285e+7,3.370e-8
300.160,5.126e+6,5.126e+6,3.372e-8
300.165,2.241e+6,2.241e+6,3.374e-8
300.170,9.269e+5,9.269e+5,3.376e-8
300.175,3.627e+5,3.627e+5,3.378e-8
300.180,1.342e+5,1.342e+5,3.380e-8
300.185,4.701e+4,4.701e+4,3.382e-8
300.190,1.557e+4,1.557e+4,3.384e-8
300.195,4.879e+3,4.879e+3,3.386e-8
300.201,1.127e+3,1.127e+3,3.388e-8
300.206,3.124e+2,3.124e+2,3.390e-8
300.211,8.196e+1,8.196e+1,3.392e-8
300.216,2.034e+1,2.034e+1,3.394e-8
300.221,4.775e+0,4.775e+0,3.396e-8
300.226,1.061e+0,1.061e+0,3.398e-8
300.231,2.228e-1,2.228e-1,3.400e-8
300.236,4.429e-2,4.429e-2,3.402e-8
300.241,8.326e-3,8.326e-3,3.404e-8
300.247,1.042e-3,1.042e-3,3.406e-8
300.252,1.733e-4,1.733e-4,3.408e-8
300.257,2.728e-5,2.728e-5,3.410e-8
300.262,4.062e-6,4.062e-6,3.412e-8
300.267,5.722e-7,5.722e-7,3.414e-8
300.272,7.625e-8,7.625e-8,3.416e-8
300.277,9.612e-9,9.612e-9,3.418e-8
300.313,1.554e-9,1.554e-9,3.432e-8
300.318,1.281e-8,1.281e-8,3.433e-8
300.323,9.993e-8,9.993e-8,3.435e-8
300.329,1.093e-6,1.093e-6,3.438e-8
300.334,7.546e-6,7.546e-6,3.440e-8
300.339,4.931e-5,4.931e-5,3.442e-8
300.344,3.048e-4,3.048e-4,3.444e-8
300.349,1.783e-3,1.783e-3,3.446e-8
300.354,9.866e-3,9.866e-3,3.447e-8
300.359,5.166e-2,5.166e-2,3.449e-8
300.364,2.559e-1,2.559e-1,3.451e-8
300.370,1.623e+0,1.623e+0,3.454e-8
300.375,7.117e+0,7.117e+0,3.456e-8
300.380,2.953e+1,2.953e+1,3.458e-8
300.385,1.159e+2,1.159e+2,3.460e-8
300.390,4.306e+2,4.306e+2,3.461e-8
300.395,1.513e+3,1.513e+3,3.463e-8
300.400,5.032e+3,5.032e+3,3.465e-8
300.405,1.583e+4,1.583e+4,3.467e-8
300.410,4.712e+4,4.712e+4,3.469e-8
300.416,1.622e+5,1.622e+5,3.472e-8
300.421,4.273e+5,4.273e+5,3.474e-8
300.426,1.065e+6,1.065e+6,3.475e-8
300.431,2.513e+6,2.513e+6,3.477e-8
300.436,5.609e+6,5.609e+6,3.479e-8
300.441,1.184e+7,1.184e+7,3.481e-8
300.446,2.367e+7,2.367e+7,3.483e-8
300.451,4.473e+7,4.473e+7,3.485e-8
300.457,8.928e+7,8.928e+7,3.488e-8
300.462,1.494e+8,1.494e+8,3.489e-8
300.467,2.366e+8,2.366e+8,3.491e-8
300.472,3.544e+8,3.544e+8,3.493e-8
300.477,5.023e+8,5.023e+8,3.495e-8
300.482,6.737e+8,6.737e+8,3.497e-8
300.487,8.547e+8,8.547e+8,3.499e-8
300.492,1.026e+9,1.026e+9,3.501e-8
300.498,1.188e+9,1.188e+9,3.503e-8
300.503,1.262e+9,1.262e+9,3.505e-8
300.508,1.269e+9,1.269e+9,3.507e-8
300.513,1.207e+9,1.207e+9,3.509e-8
300.518,1.087e+9,1.087e+9,3.511e-8
300.523,9.257e+8,9.257e+8,3.513e-8
300.528,7.459e+8,7.459e+8,3.515e-8
300.533,5.687e+8,5.687e+8,3.517e-8
300.539,3.817e+8,3.817e+8,3.519e-8
300.544,2.576e+8,2.576e+8,3.521e-8
300.549,1.645e+8,1.645e+8,3.523e-8
300.554,9.940e+7,9.940e+7,3.525e-8
300.559,5.682e+7,5.682e+7,3.527e-8
300.564,3.073e+7,3.073e+7,3.529e-8
300.569,1.573e+7,1.573e+7,3.531e-8
300.574,7.615e+6,7.615e+6,3.533e-8
300.579,3.488e+6,3.488e+6,3.535e-8
300.585,1.271e+6,1.271e+6,3.537e-8
300.590,5.153e+5,5.153e+5,3.539e-8
300.595,1.977e+5,1.977e+5,3.541e-8
300.600,7.178e+4,7.178e+4,3.543e-8
300.605,2.465e+4,2.465e+4,3.545e-8
300.610,8.012e+3,8.012e+3,3.547e-8
300.615,2.464e+3,2.464e+3,3.549e-8
300.620,7.167e+2,7.167e+2,3.551e-8
300.626,1.514e+2,1.514e+2,3.553e-8
300.631,3.899e+1,3.899e+1,3.555e-8
300.636,9.502e+0,9.502e+0,3.557e-8
300.641,2.191e+0,2.191e+0,3.559e-8
300.646,4.779e-1,4.779e-1,3.561e-8
300.651,9.862e-2,9.862e-2,3.563e-8
300.656,1.926e-2,1.926e-2,3.565e-8
300.661,3.558e-3,3.558e-3,3.567e-8
300.667,4.359e-4,4.359e-4,3.569e-8
300.672,7.129e-5,7.129e-5,3.571e-8
300.677,1.103e-5,1.103e-5,3.573e-8
300.682,1.615e-6,1.615e-6,3.575e-8
300.687,2.238e-7,2.238e-7,3.577e-8
300.692,2.933e-8,2.933e-8,3.579e-8
301.179,2.074e-9,2.074e-9,3.768e-8
301.184,1.671e-8,1.671e-8,3.770e-8
301.189,1.274e-7,1.274e-7,3.772e-8
301.194,9.193e-7,9.193e-7,3.774e-8
301.199,6.279e-6,6.279e-6,3.776e-8
301.204,4.059e-5,4.059e-5,3.778e-8
301.209,2.483e-4,2.483e-4,3.780e-8
301.215,2.029e-3,2.029e-3,3.782e-8
301.220,1.100e-2,1.100e-2,3.784e-8
301.225,5.641e-2,5.641e-2,3.786e-8
301.230,2.739e-1,2.739e-1,3.788e-8
301.235,1.258e+0,1.258e+0,3.790e-8
301.240,5.472e+0,5.472e+0,3.792e-8
301.245,2.252e+1,2.252e+1,3.794e-8
301.250,8.773e+1,8.773e+1,3.796e-8
301.256,4.171e+2,4.171e+2,3.798e-8
301.261,1.439e+3,1.439e+3,3.800e-8
301.266,4.701e+3,4.701e+3,3.802e-8
301.271,1.453e+4,1.453e+4,3.804e-8
301.276,4.251e+4,4.251e+4,3.806e-8
301.281,1.177e+5,1.177e+5,3.808e-8
301.286,3.085e+5,3.085e+5,3.810e-8
301.291,7.651e+5,7.651e+5,3.812e-8
301.296,1.796e+6,1.796e+6,3.814e-8
301.302,4.650e+6,4.650e+6,3.816e-8
301.307,9.670e+6,9.670e+6,3.818e-8
301.312,1.903e+7,1.903e+7,3.820e-8
301.317,3.545e+7,3.545e+7,3.822e-8
301.322,6.251e+7,6.251e+7,3.824e-8
301.327,1.043e+8,1.043e+8,3.826e-8
301.332,1.647e+8,1.647e+8,3.828e-8
301.337,2.462e+8,2.462e+8,3.830e-8
301.343,3.708e+8,3.708e+8,3.832e-8
301.348,4.910e+8,4.910e+8,3.834e-8
301.353,6.153e+8,6.153e+8,3.836e-8
301.358,7.298e+8,7.298e+8,3.838e-8
301.363,8.192e+8,8.192e+8,3.840e-8
301.368,8.704e+8,8.704e+8,3.842e-8
301.373,8.752e+8,8.752e+8,3.844e-8
301.378,8.329e+8,8.329e+8,3.846e-8
301.384,7.298e+8,7.298e+8,3.848e-8
301.389,6.153e+8,6.153e+8,3.850e-8
301.394,4.910e+8,4.910e+8,3.852e-8
301.399,3.708e+8,3.708e+8,3.854e-8
301.404,2.650e+8,2.650e+8,3.856e-8
301.409,1.793e+8,1.793e+8,3.858e-8
301.414,1.148e+8,1.148e+8,3.860e-8
301.419,6.957e+7,6.957e+7,3.862e-8
301.425,3.551e+7,3.551e+7,3.864e-8
301.430,1.917e+7,1.917e+7,3.866e-8
301.435,1.004e+7,1.004e+7,3.868e-8
301.440,5.565e+6,5.565e+6,3.870e-8
301.445,4.264e+6,4.264e+6,3.872e-8
301.450,5.678e+6,5.678e+6,3.874e-8
301.455,1.039e+7,1.039e+7,3.876e-8
301.460,2.006e+7,2.006e+7,3.878e-8
301.465,3.754e+7,3.754e+7,3.880e-8
301.471,7.449e+7,7.449e+7,3.882e-8
301.476,1.242e+8,1.242e+8,3.884e-8
301.481,1.961e+8,1.961e+8,3.886e-8
301.486,2.929e+8,2.929e+8,3.888e-8
301.491,4.142e+8,4.142e+8,3.890e-8
301.496,5.544e+8,5.544e+8,3.892e-8
301.501,7.023e+8,7.023e+8,3.894e-8
301.506,8.420e+8,8.420e+8,3.895e-8
301.512,9.736e+8,9.736e+8,3.898e-8
301.517,1.034e+9,1.034e+9,3.900e-8
301.522,1.040e+9,1.040e+9,3.902e-8
301.527,9.898e+8,9.898e+8,3.904e-8
301.532,8.916e+8,8.916e+8,3.906e-8
301.537,7.601e+8,7.601e+8,3.908e-8
301.542,6.134e+8,6.134e+8,3.909e-8
301.547,4.685e+8,4.685e+8,3.911e-8
301.553,3.153e+8,3.153e+8,3.914e-8
301.558,2.134e+8,2.134e+8,3.916e-8
301.563,1.367e+8,1.367e+8,3.918e-8
301.568,8.286e+7,8.286e+7,3.920e-8
301.573,4.754e+7,4.754e+7,3.922e-8
301.578,2.582e+7,2.582e+7,3.923e-8
301.583,1.327e+7,1.327e+7,3.925e-8
301.588,6.458e+6,6.458e+6,3.927e-8
301.594,2.530e+6,2.530e+6,3.930e-8
301.599,1.091e+6,1.091e+6,3.932e-8
301.604,4.450e+5,4.450e+5,3.934e-8
301.609,1.718e+5,1.718e+5,3.936e-8
301.614,6.281e+4,6.281e+4,3.937e-8
301.619,2.173e+4,2.173e+4,3.939e-8
301.624,7.115e+3,7.115e+3,3.941e-8
301.629,2.205e+3,2.205e+3,3.943e-8
301.634,6.468e+2,6.468e+2,3.945e-8
301.640,1.381e+2,1.381e+2,3.948e-8
301.645,3.589e+1,3.589e+1,3.950e-8
301.650,8.828e+0,8.828e+0,3.951e-8
301.655,2.055e+0,2.055e+0,3.953e-8
301.660,4.530e-1,4.530e-1,3.955e-8
301.665,9.448e-2,9.448e-2,3.957e-8
301.670,1.865e-2,1.865e-2,3.959e-8
301.675,3.486e-3,3.486e-3,3.961e-8
301.681,4.331e-4,4.331e-4,3.964e-8
301.686,7.170e-5,7.170e-5,3.965e-8
301.691,1.124e-5,1.124e-5,3.967e-8
301.696,1.666e-6,1.666e-6,3.969e-8
301.701,2.339e-7,2.339e-7,3.971e-8
301.706,3.108e-8,3.108e-8,3.973e-8
301.711,3.909e-9,3.909e-9,3.975e-8
301.875,2.724e-9,2.724e-9,4.039e-8
301.880,2.173e-8,2.173e-8,4.041e-8
301.885,1.642e-7,1.642e-7,4.043e-8
301.891,1.728e-6,1.728e-6,4.045e-8
301.896,1.157e-5,1.157e-5,4.047e-8
301.901,7.336e-5,7.336e-5,4.049e-8
301.906,4.402e-4,4.402e-4,4.051e-8
301.911,2.501e-3,2.501e-3,4.053e-8
301.916,1.345e-2,1.345e-2,4.055e-8
301.921,6.847e-2,6.847e-2,4.057e-8
301.926,3.300e-1,3.300e-1,4.059e-8
301.932,2.026e+0,2.026e+0,4.061e-8
301.937,8.658e+0,8.658e+0,4.063e-8
301.942,3.502e+1,3.502e+1,4.065e-8
301.947,1.341e+2,1.341e+2,4.067e-8
301.952,4.859e+2,4.859e+2,4.069e-8
301.957,1.667e+3,1.667e+3,4.071e-8
301.962,5.417e+3,5.417e+3,4.073e-8
301.967,1.666e+4,1.666e+4,4.075e-8
301.972,4.849e+4,4.849e+4,4.077e-8
301.978,1.626e+5,1.626e+5,4.079e-8
301.983,4.196e+5,4.196e+5,4.081e-8
301.988,1.025e+6,1.025e+6,4.083e-8
301.993,2.371e+6,2.371e+6,4.085e-8
301.998,5.190e+6,5.190e+6,4.087e-8
302.003,1.076e+7,1.076e+7,4.089e-8
302.008,2.111e+7,2.111e+7,4.091e-8
302.013,3.921e+7,3.921e+7,4.093e-8
302.019,7.667e+7,7.667e+7,4.095e-8
302.024,1.262e+8,1.262e+8,4.097e-8
302.029,1.968e+8,1.968e+8,4.099e-8
302.034,2.904e+8,2.904e+8,4.101e-8
302.039,4.056e+8,4.056e+8,4.103e-8
302.044,5.364e+8,5.364e+8,4.105e-8
302.049,6.716e+8,6.716e+8,4.107e-8
302.054,7.959e+8,7.959e+8,4.109e-8
302.060,9.080e+8,9.080e+8,4.111e-8
302.065,9.544e+8,9.544e+8,4.113e-8
302.070,9.504e+8,9.504e+8,4.115e-8
302.075,8.978e+8,8.978e+8,4.117e-8
302.080,8.073e+8,8.073e+8,4.119e-8
302.085,6.972e+8,6.972e+8,4.121e-8
302.090,5.907e+8,5.907e+8,4.123e-8
302.095,5.145e+8,5.145e+8,4.125e-8
302.101,5.031e+8,5.031e+8,4.127e-8
302.106,5.955e+8,5.955e+8,4.129e-8
302.111,8.124e+8,8.124e+8,4.131e-8
302.116,1.180e+9,1.180e+9,4.133e-8
302.121,1.715e+9,1.715e+9,4.135e-8
302.126,2.413e+9,2.413e+9,4.137e-8
302.131,3.243e+9,3.243e+9,4.139e-8
302.136,4.141e+9,4.141e+9,4.140e-8
302.141,5.012e+9,5.012e+9,4.142e-8
302.147,5.867e+9,5.867e+9,4.145e-8
302.152,6.299e+9,6.299e+9,4.147e-8
302.157,6.403e+9,6.403e+9,4.149e-8
302.162,6.162e+9,6.162e+9,4.151e-8
302.167,5.615e+9,5.615e+9,4.153e-8
302.172,4.843e+9,4.843e+9,4.154e-8
302.177,3.955e+9,3.955e+9,4.156e-8
302.182,3.057e+9,3.057e+9,4.158e-8
302.188,2.088e+9,2.088e+9,4.161e-8
302.193,1.431e+9,1.431e+9,4.163e-8
302.198,9.285e+8,9.285e+8,4.165e-8
302.203,5.703e+8,5.703e+8,4.167e-8
302.208,3.316e+8,3.316e+8,4.168e-8
302.213,1.825e+8,1.825e+8,4.170e-8
302.218,9.513e+7,9.513e+7,4.172e-8
302.223,4.694e+7,4.694e+7,4.174e-8
302.229,1.870e+7,1.870e+7,4.177e-8
302.234,8.181e+6,8.181e+6,4.179e-8
302.239,3.387e+6,3.387e+6,4.181e-8
302.244,1.328e+6,1.328e+6,4.182e-8
302.249,4.928e+5,4.928e+5,4.184e-8
302.254,1.731e+5,1.731e+5,4.186e-8
302.259,5.758e+4,5.758e+4,4.188e-8
302.264,1.813e+4,1.813e+4,4.190e-8
302.270,4.215e+3,4.215e+3,4.193e-8
302.275,1.177e+3,1.177e+3,4.195e-8
302.280,3.110e+2,3.110e+2,4.196e-8
302.285,7.782e+1,7.782e+1,4.198e-8
302.290,1.856e+1,1.856e+1,4.200e-8
302.295,4.791e+0,4.791e+0,4.202e-8
302.300,3.843e+0,3.843e+0,4.204e-8
302.305,1.281e+1,1.281e+1,4.206e-8
302.310,5.094e+1,5.094e+1,4.208e-8
302.316,2.523e+2,2.523e+2,4.210e-8
302.321,9.016e+2,9.016e+2,4.212e-8
302.326,3.051e+3,3.051e+3,4.214e-8
302.331,9.775e+3,9.775e+3,4.216e-8
302.336,2.965e+4,2.965e+4,4.218e-8
302.341,8.516e+4,8.516e+4,4.220e-8
302.346,2.316e+5,2.316e+5,4.222e-8
302.351,5.962e+5,5.962e+5,4.224e-8
302.357,1.726e+6,1.726e+6,4.226e-8
302.362,3.939e+6,3.939e+6,4.228e-8
302.367,8.514e+6,8.514e+6,4.230e-8
302.372,1.742e+7,1.742e+7,4.232e-8
302.377,3.376e+7,3.376e+7,4.234e-8
302.382,6.193e+7,6.193e+7,4.236e-8
302.387,1.076e+8,1.076e+8,4.238e-8
302.392,1.769e+8,1.769e+8,4.240e-8
302.398,2.990e+8,2.990e+8,4.242e-8
302.403,4.360e+8,4.360e+8,4.244e-8
302.408,6.019e+8,6.019e+8,4.246e-8
302.413,7.868e+8,7.868e+8,4.248e-8
302.418,9.738e+8,9.738e+8,4.250e-8
302.423,1.141e+9,1.141e+9,4.252e-8
302.428,1.266e+9,1.266e+9,4.254e-8
302.433,1.330e+9,1.330e+9,4.256e-8
