Wavelength (nm),Sum(calc),Fe I (4.4e-2),Fe II (9.5e-1),Fe III (2.2e-3)
400.953,1.121e-3,3.199e-15,1.493e-16,1.121e-3
400.958,6.791e-4,3.146e-15,1.493e-16,6.791e-4
400.963,3.989e-4,3.094e-15,1.493e-16,3.989e-4
400.968,2.272e-4,3.041e-15,1.494e-16,2.272e-4
400.973,1.254e-4,2.988e-15,1.494e-16,1.254e-4
400.978,6.709e-5,2.935e-15,1.494e-16,6.709e-5
400.983,3.479e-5,2.883e-15,1.494e-16,3.479e-5
400.988,1.749e-5,2.830e-15,1.495e-16,1.749e-5
400.993,8.526e-6,2.777e-15,1.495e-16,8.526e-6
400.998,4.028e-6,2.725e-15,1.495e-16,4.028e-6
401.003,1.845e-6,2.672e-15,1.495e-16,1.845e-6
401.008,8.190e-7,2.619e-15,1.495e-16,8.190e-7
401.013,3.524e-7,2.567e-15,1.496e-16,3.524e-7
401.018,1.470e-7,2.514e-15,1.496e-16,1.470e-7
401.023,5.945e-8,2.461e-15,1.496e-16,5.945e-8
401.028,2.330e-8,2.408e-15,1.496e-16,2.330e-8
401.033,8.855e-9,2.356e-15,1.496e-16,8.855e-9
401.038,3.262e-9,2.303e-15,1.497e-16,3.262e-9
401.043,1.165e-9,2.250e-15,1.497e-16,1.165e-9
401.048,4.031e-10,2.198e-15,1.497e-16,4.031e-10
401.053,1.352e-10,2.145e-15,1.497e-16,1.352e-10
401.058,4.398e-11,2.092e-15,1.497e-16,4.398e-11
401.063,1.387e-11,2.040e-15,1.498e-16,1.387e-11
401.068,4.238e-12,1.987e-15,1.498e-16,4.238e-12
401.073,1.256e-12,1.934e-15,1.498e-16,1.256e-12
401.078,3.606e-13,1.881e-15,1.498e-16,3.606e-13
401.083,1.004e-13,1.829e-15,1.498e-16,1.004e-13
401.088,2.708e-14,1.776e-15,1.499e-16,2.708e-14
401.093,7.085e-15,1.723e-15,1.499e-16,7.085e-15
401.098,1.797e-15,1.671e-15,1.499e-16,1.797e-15
401.103,4.416e-16,1.618e-15,1.499e-16,4.416e-16
401.108,1.052e-16,1.565e-15,1.500e-16,1.052e-16
401.113,2.430e-17,1.513e-15,1.500e-16,2.430e-17
401.118,5.441e-18,1.460e-15,1.500e-16,5.441e-18
401.123,1.181e-18,1.407e-15,1.500e-16,1.181e-18
401.128,2.485e-19,1.354e-15,1.500e-16,2.485e-19
401.133,5.067e-20,1.302e-15,1.501e-16,5.067e-20
401.138,1.002e-20,1.249e-15,1.501e-16,1.002e-20
401.143,1.920e-21,1.196e-15,1.501e-16,1.920e-21
401.148,3.566e-22,1.144e-15,1.501e-16,3.566e-22
401.153,6.422e-23,1.091e-15,1.501e-16,6.422e-23
401.158,1.121e-23,1.038e-15,1.502e-16,1.121e-23
401.163,9.855e-16,9.855e-16,1.502e-16,1.897e-24
401.168,5.867e-15,5.867e-15,1.502e-16,1.921e-24
401.173,3.386e-14,3.386e-14,1.502e-16,1.945e-24
401.178,1.894e-13,1.894e-13,1.502e-16,1.970e-24
401.183,1.027e-12,1.027e-12,1.503e-16,1.994e-24
401.188,5.402e-12,5.402e-12,1.503e-16,2.018e-24
401.193,2.754e-11,2.754e-11,1.503e-16,2.042e-24
401.198,1.361e-10,1.361e-10,1.503e-16,2.067e-24
401.203,6.520e-10,6.520e-10,1.504e-16,2.091e-24
401.208,3.028e-9,3.028e-9,1.504e-16,2.115e-24
401.213,1.364e-8,1.364e-8,1.504e-16,2.139e-24
401.218,5.952e-8,5.952e-8,1.504e-16,2.163e-24
401.223,2.519e-7,2.519e-7,1.504e-16,2.188e-24
401.228,1.033e-6,1.033e-6,1.505e-16,2.212e-24
401.233,4.110e-6,4.110e-6,1.505e-16,2.236e-24
401.238,1.585e-5,1.585e-5,1.505e-16,2.260e-24
401.243,5.923e-5,5.923e-5,1.505e-16,2.285e-24
401.248,2.146e-4,2.146e-4,1.505e-16,2.309e-24
401.253,7.540e-4,7.540e-4,1.506e-16,2.333e-24
401.258,2.568e-3,2.568e-3,1.506e-16,2.357e-24
401.263,8.479e-3,8.479e-3,1.506e-16,2.382e-24
401.268,2.714e-2,2.714e-2,1.506e-16,2.406e-24
401.273,8.421e-2,8.421e-2,1.506e-16,2.430e-24
401.278,2.533e-1,2.533e-1,1.507e-16,2.454e-24
401.283,7.388e-1,7.388e-1,1.507e-16,2.478e-24
401.288,2.089e+0,2.089e+0,1.507e-16,2.503e-24
401.293,5.725e+0,5.725e+0,1.507e-16,2.527e-24
401.298,1.521e+1,1.521e+1,1.507e-16,2.551e-24
401.303,3.919e+1,3.919e+1,1.508e-16,2.575e-24
401.308,9.787e+1,9.787e+1,1.508e-16,2.600e-24
401.312,1.990e+2,1.990e+2,1.508e-16,2.619e-24
401.317,4.700e+2,4.700e+2,1.508e-16,2.643e-24
401.322,1.076e+3,1.076e+3,1.508e-16,2.667e-24
401.327,2.389e+3,2.389e+3,1.509e-16,2.692e-24
401.332,5.140e+3,5.140e+3,1.509e-16,2.716e-24
401.337,1.072e+4,1.072e+4,1.509e-16,2.740e-24
401.342,2.168e+4,2.168e+4,1.509e-16,2.764e-24
401.347,4.251e+4,4.251e+4,1.510e-16,2.789e-24
401.352,8.080e+4,8.080e+4,1.510e-16,2.813e-24
401.357,1.489e+5,1.489e+5,1.510e-16,2.837e-24
401.362,2.659e+5,2.659e+5,1.510e-16,2.861e-24
401.367,4.606e+5,4.606e+5,1.510e-16,2.885e-24
401.372,7.732e+5,7.732e+5,1.511e-16,2.910e-24
401.377,1.258e+6,1.258e+6,1.511e-16,2.934e-24
401.382,1.986e+6,1.986e+6,1.511e-16,2.958e-24
401.387,3.037e+6,3.037e+6,1.511e-16,2.982e-24
401.392,4.504e+6,4.504e+6,1.511e-16,3.007e-24
401.397,6.475e+6,6.475e+6,1.512e-16,3.031e-24
401.402,9.024e+6,9.024e+6,1.512e-16,3.055e-24
401.407,1.219e+7,1.219e+7,1.512e-16,3.079e-24
401.412,1.597e+7,1.597e+7,1.512e-16,3.103e-24
401.417,2.028e+7,2.028e+7,1.512e-16,3.128e-24
401.422,2.497e+7,2.497e+7,1.513e-16,3.152e-24
401.427,2.979e+7,2.979e+7,1.513e-16,3.176e-24
401.432,3.447e+7,3.447e+7,1.513e-16,3.200e-24
401.437,3.866e+7,3.866e+7,1.513e-16,3.225e-24
401.442,4.204e+7,4.204e+7,1.514e-16,3.249e-24
401.447,4.432e+7,4.432e+7,1.514e-16,3.273e-24
401.452,4.529e+7,4.529e+7,1.514e-16,3.297e-24
401.457,4.487e+7,4.487e+7,1.514e-16,3.322e-24
401.462,4.310e+7,4.310e+7,1.514e-16,3.346e-24
401.467,4.013e+7,4.013e+7,1.515e-16,3.370e-24
401.472,3.623e+7,3.623e+7,1.515e-16,3.394e-24
401.477,3.170e+7,3.170e+7,1.515e-16,3.418e-24
401.482,2.690e+7,2.690e+7,1.515e-16,3.443e-24
401.487,2.212e+7,2.212e+7,1.515e-16,3.467e-24
401.492,1.764e+7,1.764e+7,1.516e-16,3.491e-24
401.497,1.363e+7,1.363e+7,1.516e-16,3.515e-24
401.502,1.022e+7,1.022e+7,1.516e-16,3.540e-24
401.507,7.422e+6,7.422e+6,1.516e-16,3.564e-24
401.512,5.227e+6,5.227e+6,1.516e-16,3.588e-24
401.517,3.569e+6,3.569e+6,1.517e-16,3.612e-24
401.522,2.362e+6,2.362e+6,1.517e-16,3.636e-24
401.527,1.516e+6,1.516e+6,1.517e-16,3.661e-24
401.532,9.430e+5,9.430e+5,1.517e-16,3.685e-24
401.537,5.687e+5,5.687e+5,1.517e-16,3.709e-24
401.542,3.325e+5,3.325e+5,1.518e-16,3.733e-24
401.547,1.885e+5,1.885e+5,1.518e-16,3.758e-24
401.552,1.036e+5,1.036e+5,1.518e-16,3.782e-24
401.557,5.517e+4,5.517e+4,1.518e-16,3.806e-24
401.562,2.849e+4,2.849e+4,1.519e-16,3.830e-24
401.567,1.426e+4,1.426e+4,1.519e-16,3.855e-24
401.572,6.923e+3,6.923e+3,1.519e-16,3.879e-24
401.577,3.258e+3,3.258e+3,1.519e-16,3.903e-24
401.582,1.486e+3,1.486e+3,1.519e-16,3.927e-24
401.587,6.571e+2,6.571e+2,1.520e-16,3.951e-24
401.592,2.817e+2,2.817e+2,1.520e-16,3.976e-24
401.597,1.171e+2,1.171e+2,1.520e-16,4.000e-24
401.602,4.718e+1,4.718e+1,1.520e-16,4.024e-24
401.607,1.843e+1,1.843e+1,1.520e-16,4.048e-24
401.612,6.979e+0,6.979e+0,1.521e-16,4.073e-24
401.617,2.562e+0,2.562e+0,1.521e-16,4.097e-24
401.622,9.118e-1,9.118e-1,1.521e-16,4.121e-24
401.627,3.146e-1,3.146e-1,1.521e-16,4.145e-24
401.632,1.052e-1,1.052e-1,1.521e-16,4.169e-24
401.637,3.412e-2,3.412e-2,1.522e-16,4.194e-24
401.642,1.073e-2,1.073e-2,1.522e-16,4.218e-24
401.647,3.269e-3,3.269e-3,1.522e-16,4.242e-24
401.652,9.659e-4,9.659e-4,1.522e-16,4.266e-24
401.657,2.766e-4,2.766e-4,1.523e-16,4.291e-24
401.662,7.682e-5,7.682e-5,1.523e-16,4.315e-24
401.667,2.068e-5,2.068e-5,1.523e-16,4.339e-24
401.672,5.397e-6,5.397e-6,1.523e-16,4.363e-24
401.677,1.365e-6,1.365e-6,1.523e-16,4.388e-24
401.682,3.349e-7,3.349e-7,1.524e-16,4.412e-24
401.687,7.963e-8,7.963e-8,1.524e-16,4.436e-24
401.692,1.835e-8,1.835e-8,1.524e-16,4.460e-24
401.697,4.102e-9,4.102e-9,1.524e-16,4.484e-24
401.702,8.886e-10,8.886e-10,1.524e-16,4.509e-24
401.707,1.866e-10,1.866e-10,1.525e-16,4.533e-24
401.712,3.800e-11,3.800e-11,1.525e-16,4.557e-24
401.717,7.501e-12,7.501e-12,1.525e-16,4.581e-24
401.722,1.435e-12,1.435e-12,1.525e-16,4.606e-24
401.727,2.663e-13,2.663e-13,1.525e-16,4.630e-24
401.732,4.789e-14,4.789e-14,1.526e-16,4.654e-24
401.737,8.351e-15,8.351e-15,1.526e-16,4.678e-24
401.742,1.411e-15,1.411e-15,1.526e-16,4.702e-24
401.897,1.145e-15,1.145e-15,1.533e-16,5.453e-24
401.902,6.771e-15,6.771e-15,1.533e-16,5.478e-24
401.907,3.883e-14,3.883e-14,1.533e-16,5.502e-24
401.912,2.159e-13,2.159e-13,1.533e-16,5.526e-24
401.917,1.164e-12,1.164e-12,1.533e-16,5.550e-24
401.922,6.082e-12,6.082e-12,1.534e-16,5.575e-24
401.927,3.082e-11,3.082e-11,1.534e-16,5.599e-24
401.932,1.514e-10,1.514e-10,1.534e-16,5.623e-24
401.937,7.213e-10,7.213e-10,1.534e-16,5.647e-24
401.942,3.331e-9,3.331e-9,1.534e-16,5.672e-24
401.947,1.492e-8,1.492e-8,1.535e-16,5.696e-24
401.952,6.477e-8,6.477e-8,1.535e-16,5.720e-24
401.957,2.727e-7,2.727e-7,1.535e-16,5.744e-24
401.962,1.113e-6,1.113e-6,1.535e-16,5.768e-24
401.967,4.404e-6,4.404e-6,1.535e-16,5.793e-24
401.972,1.690e-5,1.690e-5,1.536e-16,5.817e-24
401.977,6.286e-5,6.286e-5,1.536e-16,5.841e-24
401.982,2.267e-4,2.267e-4,1.536e-16,5.865e-24
401.987,7.928e-4,7.928e-4,1.536e-16,5.890e-24
401.992,2.688e-3,2.688e-3,1.537e-16,5.914e-24
401.997,8.836e-3,8.836e-3,1.537e-16,5.938e-24
402.002,2.816e-2,2.816e-2,1.537e-16,5.962e-24
402.007,8.703e-2,8.703e-2,1.537e-16,5.986e-24
402.012,2.608e-1,2.608e-1,1.537e-16,6.011e-24
402.017,7.575e-1,7.575e-1,1.538e-16,6.035e-24
402.022,2.134e+0,2.134e+0,1.538e-16,6.059e-24
402.027,5.827e+0,5.827e+0,1.538e-16,6.083e-24
402.032,1.543e+1,1.543e+1,1.538e-16,6.108e-24
402.037,3.960e+1,3.960e+1,1.538e-16,6.132e-24
402.042,9.858e+1,9.858e+1,1.539e-16,6.156e-24
402.047,2.379e+2,2.379e+2,1.539e-16,6.180e-24
402.052,5.566e+2,5.566e+2,1.539e-16,6.205e-24
402.057,1.263e+3,1.263e+3,1.539e-16,6.229e-24
402.062,2.777e+3,2.777e+3,1.539e-16,6.253e-24
402.067,5.923e+3,5.923e+3,1.540e-16,6.277e-24
402.072,1.225e+4,1.225e+4,1.540e-16,6.301e-24
402.076,2.141e+4,2.141e+4,1.540e-16,6.321e-24
402.081,4.188e+4,4.188e+4,1.540e-16,6.345e-24
402.086,7.942e+4,7.942e+4,1.540e-16,6.369e-24
402.091,1.460e+5,1.460e+5,1.541e-16,6.393e-24
402.096,2.603e+5,2.603e+5,1.541e-16,6.418e-24
402.101,4.498e+5,4.498e+5,1.541e-16,6.442e-24
402.106,7.537e+5,7.537e+5,1.541e-16,6.466e-24
402.111,1.225e+6,1.225e+6,1.542e-16,6.490e-24
402.116,1.929e+6,1.929e+6,1.542e-16,6.515e-24
402.121,2.946e+6,2.946e+6,1.542e-16,6.539e-24
402.126,4.362e+6,4.362e+6,1.542e-16,6.563e-24
402.131,6.263e+6,6.263e+6,1.542e-16,6.587e-24
402.136,8.718e+6,8.718e+6,1.543e-16,6.612e-24
402.141,1.177e+7,1.177e+7,1.543e-16,6.636e-24
402.146,1.540e+7,1.540e+7,1.543e-16,6.660e-24
402.151,1.954e+7,1.954e+7,1.543e-16,6.684e-24
402.156,2.403e+7,2.403e+7,1.543e-16,6.708e-24
402.161,2.866e+7,2.866e+7,1.544e-16,6.733e-24
402.166,3.314e+7,3.314e+7,1.544e-16,6.757e-24
402.171,3.716e+7,3.716e+7,1.544e-16,6.781e-24
402.176,4.039e+7,4.039e+7,1.544e-16,6.805e-24
402.181,4.257e+7,4.257e+7,1.544e-16,6.830e-24
402.186,4.350e+7,4.350e+7,1.545e-16,6.854e-24
402.191,4.310e+7,4.310e+7,1.545e-16,6.878e-24
402.196,4.140e+7,4.140e+7,1.545e-16,6.902e-24
402.201,3.856e+7,3.856e+7,1.545e-16,6.926e-24
402.206,3.482e+7,3.482e+7,1.546e-16,6.951e-24
402.211,3.049e+7,3.049e+7,1.546e-16,6.975e-24
402.216,2.588e+7,2.588e+7,1.546e-16,6.999e-24
402.221,2.130e+7,2.130e+7,1.546e-16,7.023e-24
402.226,1.700e+7,1.700e+7,1.546e-16,7.048e-24
402.231,1.315e+7,1.315e+7,1.547e-16,7.072e-24
402.236,9.866e+6,9.866e+6,1.547e-16,7.096e-24
402.241,7.176e+6,7.176e+6,1.547e-16,7.120e-24
402.246,5.060e+6,5.060e+6,1.547e-16,7.145e-24
402.251,3.460e+6,3.460e+6,1.547e-16,7.169e-24
402.256,2.294e+6,2.294e+6,1.548e-16,7.193e-24
402.261,1.474e+6,1.474e+6,1.548e-16,7.217e-24
402.266,9.186e+5,9.186e+5,1.548e-16,7.241e-24
402.271,5.550e+5,5.550e+5,1.548e-16,7.266e-24
402.276,3.251e+5,3.251e+5,1.548e-16,7.290e-24
402.281,1.847e+5,1.847e+5,1.549e-16,7.314e-24
402.286,1.017e+5,1.017e+5,1.549e-16,7.338e-24
402.291,5.430e+4,5.430e+4,1.549e-16,7.363e-24
402.296,2.811e+4,2.811e+4,1.549e-16,7.387e-24
402.301,1.411e+4,1.411e+4,1.549e-16,7.411e-24
402.306,6.867e+3,6.867e+3,1.550e-16,7.435e-24
402.311,3.242e+3,3.242e+3,1.550e-16,7.459e-24
402.316,1.490e+3,1.490e+3,1.550e-16,7.484e-24
402.321,6.769e+2,6.769e+2,1.550e-16,7.508e-24
402.326,3.317e+2,3.317e+2,1.551e-16,7.532e-24
402.331,2.368e+2,2.368e+2,1.551e-16,7.556e-24
402.336,3.273e+2,3.273e+2,1.551e-16,7.581e-24
402.341,6.563e+2,6.563e+2,1.551e-16,7.605e-24
402.346,1.417e+3,1.417e+3,1.551e-16,7.629e-24
402.351,3.024e+3,3.024e+3,1.552e-16,7.653e-24
402.356,6.280e+3,6.280e+3,1.552e-16,7.678e-24
402.361,1.265e+4,1.265e+4,1.552e-16,7.702e-24
402.366,2.472e+4,2.472e+4,1.552e-16,7.726e-24
402.371,4.684e+4,4.684e+4,1.552e-16,7.750e-24
402.376,8.604e+4,8.604e+4,1.553e-16,7.774e-24
402.381,1.532e+5,1.532e+5,1.553e-16,7.799e-24
402.386,2.646e+5,2.646e+5,1.553e-16,7.823e-24
402.391,4.431e+5,4.431e+5,1.553e-16,7.847e-24
402.396,7.194e+5,7.194e+5,1.553e-16,7.871e-24
402.401,1.133e+6,1.133e+6,1.554e-16,7.896e-24
402.406,1.729e+6,1.729e+6,1.554e-16,7.920e-24
402.411,2.558e+6,2.558e+6,1.554e-16,7.944e-24
402.416,3.671e+6,3.671e+6,1.554e-16,7.968e-24
402.421,5.108e+6,5.108e+6,1.555e-16,7.992e-24
402.426,6.891e+6,6.891e+6,1.555e-16,8.017e-24
402.431,9.014e+6,9.014e+6,1.555e-16,8.041e-24
402.436,1.143e+7,1.143e+7,1.555e-16,8.065e-24
402.441,1.406e+7,1.406e+7,1.555e-16,8.089e-24
402.446,1.676e+7,1.676e+7,1.556e-16,8.114e-24
402.451,1.938e+7,1.938e+7,1.556e-16,8.138e-24
402.456,2.173e+7,2.173e+7,1.556e-16,8.162e-24
402.461,2.361e+7,2.361e+7,1.556e-16,8.186e-24
402.466,2.489e+7,2.489e+7,1.556e-16,8.210e-24
402.471,2.543e+7,2.543e+7,1.557e-16,8.235e-24
402.476,2.519e+7,2.519e+7,1.557e-16,8.259e-24
402.481,2.420e+7,2.420e+7,1.557e-16,8.283e-24
402.486,2.254e+7,2.254e+7,1.557e-16,8.307e-24
402.491,2.036e+7,2.036e+7,1.557e-16,8.332e-24
402.496,1.783e+7,1.783e+7,1.558e-16,8.356e-24
402.501,1.514e+7,1.514e+7,1.558e-16,8.380e-24
402.506,1.246e+7,1.246e+7,1.558e-16,8.404e-24
402.511,9.950e+6,9.950e+6,1.558e-16,8.429e-24
402.516,7.701e+6,7.701e+6,1.558e-16,8.453e-24
402.521,5.779e+6,5.779e+6,1.559e-16,8.477e-24
402.526,4.205e+6,4.205e+6,1.559e-16,8.501e-24
402.531,2.967e+6,2.967e+6,1.559e-16,8.525e-24
402.536,2.030e+6,2.030e+6,1.559e-16,8.550e-24
402.541,1.346e+6,1.346e+6,1.560e-16,8.574e-24
402.546,8.658e+5,8.658e+5,1.560e-16,8.598e-24
402.551,5.399e+5,5.399e+5,1.560e-16,8.622e-24
402.556,3.265e+5,3.265e+5,1.560e-16,8.647e-24
402.561,1.914e+5,1.914e+5,1.560e-16,8.671e-24
402.566,1.088e+5,1.088e+5,1.561e-16,8.695e-24
402.571,5.996e+4,5.996e+4,1.561e-16,8.719e-24
402.576,3.204e+4,3.204e+4,1.561e-16,8.743e-24
402.581,1.660e+4,1.660e+4,1.561e-16,8.768e-24
402.586,8.342e+3,8.342e+3,1.561e-16,8.792e-24
402.591,4.064e+3,4.064e+3,1.562e-16,8.816e-24
402.596,1.919e+3,1.919e+3,1.562e-16,8.840e-24
402.601,8.790e+2,8.790e+2,1.562e-16,8.865e-24
402.606,3.903e+2,3.903e+2,1.562e-16,8.889e-24
402.611,1.681e+2,1.681e+2,1.562e-16,8.913e-24
402.616,7.016e+1,7.016e+1,1.563e-16,8.937e-24
402.621,2.840e+1,2.840e+1,1.563e-16,8.962e-24
402.626,1.115e+1,1.115e+1,1.563e-16,8.986e-24
402.631,4.242e+0,4.242e+0,1.563e-16,9.010e-24
402.636,1.565e+0,1.565e+0,1.564e-16,9.034e-24
402.641,5.599e-1,5.599e-1,1.564e-16,9.058e-24
402.646,1.942e-1,1.942e-1,1.564e-16,9.083e-24
402.651,6.533e-2,6.533e-2,1.564e-16,9.107e-24
402.656,2.131e-2,2.131e-2,1.564e-16,9.131e-24
402.661,6.737e-3,6.737e-3,1.565e-16,9.155e-24
402.666,2.066e-3,2.066e-3,1.565e-16,9.180e-24
402.671,6.140e-4,6.140e-4,1.565e-16,9.204e-24
402.676,1.770e-4,1.770e-4,1.565e-16,9.228e-24
402.681,4.947e-5,4.947e-5,1.565e-16,9.252e-24
402.686,1.340e-5,1.340e-5,1.566e-16,9.276e-24
402.691,3.522e-6,3.522e-6,1.566e-16,9.301e-24
402.696,8.973e-7,8.973e-7,1.566e-16,9.325e-24
402.701,2.217e-7,2.217e-7,1.566e-16,9.349e-24
402.706,5.309e-8,5.309e-8,1.566e-16,9.373e-24
402.711,1.233e-8,1.233e-8,1.567e-16,9.398e-24
402.716,2.776e-9,2.776e-9,1.567e-16,9.422e-24
402.721,6.061e-10,6.061e-10,1.567e-16,9.446e-24
402.726,1.283e-10,1.283e-10,1.567e-16,9.470e-24
402.731,2.634e-11,2.634e-11,1.567e-16,9.495e-24
402.736,5.241e-12,5.241e-12,1.568e-16,9.519e-24
402.741,1.011e-12,1.011e-12,1.568e-16,9.543e-24
402.746,1.892e-13,1.892e-13,1.568e-16,9.567e-24
402.751,3.433e-14,3.433e-14,1.568e-16,9.591e-24
402.756,6.501e-15,6.501e-15,1.569e-16,9.616e-24
402.761,3.790e-15,3.790e-15,1.569e-16,9.640e-24
402.766,1.600e-14,1.600e-14,1.569e-16,9.664e-24
402.771,8.997e-14,8.997e-14,1.569e-16,9.688e-24
402.776,4.905e-13,4.905e-13,1.569e-16,9.713e-24
402.781,2.593e-12,2.593e-12,1.570e-16,9.737e-24
402.786,1.329e-11,1.329e-11,1.570e-16,9.761e-24
402.791,6.607e-11,6.607e-11,1.570e-16,9.785e-24
402.796,3.185e-10,3.185e-10,1.570e-16,9.809e-24
402.801,1.489e-9,1.489e-9,1.570e-16,9.834e-24
402.806,6.747e-9,6.747e-9,1.571e-16,9.858e-24
402.811,2.965e-8,2.965e-8,1.571e-16,9.882e-24
402.816,1.264e-7,1.264e-7,1.571e-16,9.906e-24
402.821,5.222e-7,5.222e-7,1.571e-16,9.931e-24
402.826,2.093e-6,2.093e-6,1.571e-16,9.955e-24
402.831,8.132e-6,8.132e-6,1.572e-16,9.979e-24
402.836,3.064e-5,3.064e-5,1.572e-16,1.000e-23
402.841,1.120e-4,1.120e-4,1.572e-16,1.003e-23
402.845,3.088e-4,3.088e-4,1.572e-16,1.005e-23
402.850,1.068e-3,1.068e-3,1.572e-16,1.007e-23
402.855,3.579e-3,3.579e-3,1.573e-16,1.010e-23
402.860,1.163e-2,1.163e-2,1.573e-16,1.012e-23
402.865,3.667e-2,3.667e-2,1.573e-16,1.014e-23
402.870,1.121e-1,1.121e-1,1.573e-16,1.017e-23
402.875,3.322e-1,3.322e-1,1.574e-16,1.019e-23
402.880,9.547e-1,9.547e-1,1.574e-16,1.022e-23
402.885,2.661e+0,2.661e+0,1.574e-16,1.024e-23
402.890,7.190e+0,7.190e+0,1.574e-16,1.026e-23
402.895,1.884e+1,1.884e+1,1.574e-16,1.029e-23
402.900,4.788e+1,4.788e+1,1.575e-16,1.031e-23
402.905,1.180e+2,1.180e+2,1.575e-16,1.034e-23
402.910,2.819e+2,2.819e+2,1.575e-16,1.036e-23
402.915,6.532e+2,6.532e+2,1.575e-16,1.039e-23
402.920,1.468e+3,1.468e+3,1.575e-16,1.041e-23
402.925,3.197e+3,3.197e+3,1.576e-16,1.043e-23
402.930,6.754e+3,6.754e+3,1.576e-16,1.046e-23
402.935,1.384e+4,1.384e+4,1.576e-16,1.048e-23
402.940,2.749e+4,2.749e+4,1.576e-16,1.051e-23
402.945,5.295e+4,5.295e+4,1.576e-16,1.053e-23
402.950,9.890e+4,9.890e+4,1.577e-16,1.056e-23
402.955,1.791e+5,1.791e+5,1.577e-16,1.058e-23
402.960,3.146e+5,3.146e+5,1.577e-16,1.060e-23
402.965,5.359e+5,5.359e+5,1.577e-16,1.063e-23
402.970,8.850e+5,8.850e+5,1.577e-16,1.065e-23
402.975,1.417e+6,1.417e+6,1.578e-16,1.068e-23
402.980,2.201e+6,2.201e+6,1.578e-16,1.070e-23
402.985,3.314e+6,3.314e+6,1.578e-16,1.073e-23
402.990,4.840e+6,4.840e+6,1.578e-16,1.075e-23
402.995,6.853e+6,6.853e+6,1.579e-16,1.077e-23
403.000,9.409e+6,9.409e+6,1.579e-16,1.080e-23
403.005,1.253e+7,1.253e+7,1.579e-16,1.082e-23
403.010,1.617e+7,1.617e+7,1.579e-16,1.085e-23
403.015,2.025e+7,2.025e+7,1.579e-16,1.087e-23
403.020,2.458e+7,2.458e+7,1.580e-16,1.089e-23
403.025,2.894e+7,2.894e+7,1.580e-16,1.092e-23
403.030,3.303e+7,3.303e+7,1.580e-16,1.094e-23
403.035,3.656e+7,3.656e+7,1.580e-16,1.097e-23
403.040,3.924e+7,3.924e+7,1.580e-16,1.099e-23
403.045,4.085e+7,4.085e+7,1.581e-16,1.102e-23
403.050,4.123e+7,4.123e+7,1.581e-16,1.104e-23
403.055,4.035e+7,4.035e+7,1.581e-16,1.106e-23
403.060,3.829e+7,3.829e+7,1.581e-16,1.109e-23
403.065,3.524e+7,3.524e+7,1.581e-16,1.111e-23
403.070,3.144e+7,3.144e+7,1.582e-16,1.114e-23
403.075,2.721e+7,2.721e+7,1.582e-16,1.116e-23
403.080,2.283e+7,2.283e+7,1.582e-16,1.119e-23
403.085,1.858e+7,1.858e+7,1.582e-16,1.121e-23
403.090,1.466e+7,1.466e+7,1.583e-16,1.123e-23
403.095,1.121e+7,1.121e+7,1.583e-16,1.126e-23
403.100,8.319e+6,8.319e+6,1.583e-16,1.128e-23
403.105,5.985e+6,5.985e+6,1.583e-16,1.131e-23
403.110,4.175e+6,4.175e+6,1.583e-16,1.133e-23
403.115,2.824e+6,2.824e+6,1.584e-16,1.136e-23
403.120,1.853e+6,1.853e+6,1.584e-16,1.138e-23
403.125,1.178e+6,1.178e+6,1.584e-16,1.140e-23
403.130,7.268e+5,7.268e+5,1.584e-16,1.143e-23
403.135,4.347e+5,4.347e+5,1.584e-16,1.145e-23
403.140,2.521e+5,2.521e+5,1.585e-16,1.148e-23
403.145,1.418e+5,1.418e+5,1.585e-16,1.150e-23
403.150,7.732e+4,7.732e+4,1.585e-16,1.152e-23
403.155,4.089e+4,4.089e+4,1.585e-16,1.155e-23
403.160,2.097e+4,2.097e+4,1.585e-16,1.157e-23
403.165,1.042e+4,1.042e+4,1.586e-16,1.160e-23
403.170,5.027e+3,5.027e+3,1.586e-16,1.162e-23
403.175,2.350e+3,2.350e+3,1.586e-16,1.165e-23
403.180,1.066e+3,1.066e+3,1.586e-16,1.167e-23
403.185,4.684e+2,4.684e+2,1.586e-16,1.169e-23
403.190,1.997e+2,1.997e+2,1.587e-16,1.172e-23
403.195,8.256e+1,8.256e+1,1.587e-16,1.174e-23
403.200,3.309e+1,3.309e+1,1.587e-16,1.177e-23
403.205,1.286e+1,1.286e+1,1.587e-16,1.179e-23
403.210,4.849e+0,4.849e+0,1.588e-16,1.182e-23
403.215,1.772e+0,1.772e+0,1.588e-16,1.184e-23
403.220,6.281e-1,6.281e-1,1.588e-16,1.186e-23
403.225,2.159e-1,2.159e-1,1.588e-16,1.189e-23
403.230,7.195e-2,7.195e-2,1.588e-16,1.191e-23
403.235,2.325e-2,2.325e-2,1.589e-16,1.194e-23
403.240,7.286e-3,7.286e-3,1.589e-16,1.196e-23
403.245,2.214e-3,2.214e-3,1.589e-16,1.199e-23
403.250,6.524e-4,6.524e-4,1.589e-16,1.201e-23
403.255,1.864e-4,1.864e-4,1.589e-16,7.105e-23
403.260,5.165e-5,5.165e-5,1.590e-16,4.077e-22
403.265,1.388e-5,1.388e-5,1.590e-16,2.268e-21
403.270,3.615e-6,3.615e-6,1.590e-16,1.224e-20
