Wavelength (nm),Sum,Sn I (5.3e-02),Sn II (9.4e-01)
533.508,7.929e-4,,7.929e-4
533.513,2.998e-4,,2.998e-4
533.518,1.114e-4,,1.114e-4
533.523,4.067e-5,,4.067e-5
533.528,1.459e-5,,1.459e-5
533.533,5.143e-6,,5.143e-6
533.538,1.781e-6,,1.781e-6
533.543,6.061e-7,,6.061e-7
533.548,2.027e-7,,2.027e-7
533.553,6.658e-8,,6.658e-8
555.855,5.102e-8,,5.102e-8
555.86,1.499e-7,,1.499e-7
555.865,4.336e-7,,4.336e-7
555.87,1.234e-6,,1.234e-6
555.875,3.455e-6,,3.455e-6
555.88,9.517e-6,,9.517e-6
555.885,2.580e-5,,2.580e-5
555.89,6.882e-5,,6.882e-5
555.895,1.806e-4,,1.806e-4
555.9,4.665e-4,,4.665e-4
555.905,1.185e-3,,1.185e-3
555.91,2.964e-3,,2.964e-3
555.915,7.292e-3,,7.292e-3
555.92,1.765e-2,,1.765e-2
555.925,4.205e-2,,4.205e-2
555.93,9.855e-2,,9.855e-2
555.935,2.273e-1,,2.273e-1
555.94,5.158e-1,,5.158e-1
555.945,1.152e+0,,1.152e+0
555.95,2.530e+0,,2.530e+0
555.955,5.470e+0,,5.470e+0
555.96,1.164e+1,,1.164e+1
555.965,2.436e+1,,2.436e+1
555.97,5.016e+1,,5.016e+1
555.975,1.017e+2,,1.017e+2
555.98,2.027e+2,,2.027e+2
555.985,3.977e+2,,3.977e+2
555.99,7.679e+2,,7.679e+2
555.995,1.459e+3,,1.459e+3
556,2.727e+3,,2.727e+3
556.005,5.015e+3,,5.015e+3
556.01,9.075e+3,,9.075e+3
556.015,1.616e+4,,1.616e+4
556.02,2.832e+4,,2.832e+4
556.025,4.882e+4,,4.882e+4
556.03,8.282e+4,,8.282e+4
556.035,1.382e+5,,1.382e+5
556.04,2.271e+5,,2.271e+5
556.045,3.670e+5,,3.670e+5
556.05,5.836e+5,,5.836e+5
556.055,9.131e+5,,9.131e+5
556.06,1.406e+6,,1.406e+6
556.065,2.130e+6,,2.130e+6
556.07,3.175e+6,,3.175e+6
556.075,4.657e+6,,4.657e+6
556.08,6.721e+6,,6.721e+6
556.085,9.545e+6,,9.545e+6
556.09,1.334e+7,,1.334e+7
556.095,1.834e+7,,1.834e+7
556.1,2.481e+7,,2.481e+7
556.105,3.303e+7,,3.303e+7
556.11,4.326e+7,,4.326e+7
556.115,5.576e+7,,5.576e+7
556.12,7.071e+7,,7.071e+7
556.125,8.824e+7,,8.824e+7
556.13,1.083e+8,,1.083e+8
556.135,1.309e+8,,1.309e+8
556.14,1.556e+8,,1.556e+8
556.145,1.820e+8,,1.820e+8
556.15,2.095e+8,,2.095e+8
556.155,2.373e+8,,2.373e+8
556.16,2.644e+8,,2.644e+8
556.165,2.899e+8,,2.899e+8
556.17,3.128e+8,,3.128e+8
556.175,3.321e+8,,3.321e+8
556.18,3.469e+8,,3.469e+8
556.185,3.566e+8,,3.566e+8
556.19,3.606e+8,,3.606e+8
556.195,3.589e+8,,3.589e+8
556.2,3.514e+8,,3.514e+8
556.205,3.386e+8,,3.386e+8
556.21,3.210e+8,,3.210e+8
556.215,2.994e+8,,2.994e+8
556.22,2.749e+8,,2.749e+8
556.225,2.483e+8,,2.483e+8
556.23,2.206e+8,,2.206e+8
556.235,1.929e+8,,1.929e+8
556.24,1.660e+8,,1.660e+8
556.245,1.405e+8,,1.405e+8
556.25,1.171e+8,,1.171e+8
556.255,9.597e+7,,9.597e+7
556.26,7.741e+7,,7.741e+7
556.265,6.143e+7,,6.143e+7
556.27,4.797e+7,,4.797e+7
556.275,3.686e+7,,3.686e+7
556.28,2.787e+7,,2.787e+7
556.285,2.073e+7,,2.073e+7
556.29,1.518e+7,,1.518e+7
556.295,1.093e+7,,1.093e+7
556.3,7.748e+6,,7.748e+6
556.305,5.404e+6,,5.404e+6
556.31,3.708e+6,,3.708e+6
556.315,2.504e+6,,2.504e+6
556.32,1.663e+6,,1.663e+6
556.325,1.087e+6,,1.087e+6
556.33,6.994e+5,,6.994e+5
556.335,4.426e+5,,4.426e+5
556.34,2.757e+5,,2.757e+5
556.345,1.689e+5,,1.689e+5
556.35,1.019e+5,,1.019e+5
556.355,6.043e+4,,6.043e+4
556.36,3.528e+4,,3.528e+4
556.365,2.026e+4,,2.026e+4
556.37,1.145e+4,,1.145e+4
556.375,6.370e+3,,6.370e+3
556.38,3.486e+3,,3.486e+3
556.385,1.877e+3,,1.877e+3
556.39,9.945e+2,,9.945e+2
556.395,5.185e+2,,5.185e+2
556.4,2.660e+2,,2.660e+2
556.405,1.342e+2,,1.342e+2
556.41,6.667e+1,,6.667e+1
556.415,3.258e+1,,3.258e+1
556.42,1.567e+1,,1.567e+1
556.425,7.413e+0,,7.413e+0
556.43,3.451e+0,,3.451e+0
556.435,1.581e+0,,1.581e+0
556.44,7.126e-1,,7.126e-1
556.445,3.161e-1,,3.161e-1
556.45,1.379e-1,,1.379e-1
556.455,5.923e-2,,5.923e-2
556.46,2.503e-2,,2.503e-2
556.465,1.041e-2,,1.041e-2
556.47,4.257e-3,,4.257e-3
556.475,1.713e-3,,1.713e-3
556.48,6.787e-4,,6.787e-4
556.485,2.645e-4,,2.645e-4
556.49,1.014e-4,,1.014e-4
556.495,3.827e-5,,3.827e-5
556.5,1.421e-5,,1.421e-5
556.505,5.191e-6,,5.191e-6
556.51,1.866e-6,,1.866e-6
556.515,6.601e-7,,6.601e-7
556.52,2.297e-7,,2.297e-7
556.525,7.867e-8,,7.867e-8
558.546,5.646e-8,,5.646e-8
558.551,1.642e-7,,1.642e-7
558.556,4.701e-7,,4.701e-7
558.561,1.324e-6,,1.324e-6
558.566,3.671e-6,,3.671e-6
558.571,1.002e-5,,1.002e-5
558.576,2.689e-5,,2.689e-5
558.581,7.107e-5,,7.107e-5
558.586,1.848e-4,,1.848e-4
558.591,4.729e-4,,4.729e-4
558.596,1.191e-3,,1.191e-3
558.601,2.952e-3,,2.952e-3
558.606,7.200e-3,,7.200e-3
558.611,1.728e-2,,1.728e-2
558.616,4.083e-2,,4.083e-2
558.621,9.491e-2,,9.491e-2
558.626,2.171e-1,,2.171e-1
558.631,4.889e-1,,4.889e-1
558.636,1.083e+0,,1.083e+0
558.641,2.362e+0,,2.362e+0
558.646,5.069e+0,,5.069e+0
558.651,1.070e+1,,1.070e+1
558.656,2.225e+1,,2.225e+1
558.661,4.550e+1,,4.550e+1
558.666,9.159e+1,,9.159e+1
558.671,1.814e+2,,1.814e+2
558.676,3.537e+2,,3.537e+2
558.681,6.785e+2,,6.785e+2
558.686,1.281e+3,,1.281e+3
558.691,2.380e+3,,2.380e+3
558.696,4.352e+3,,4.352e+3
558.701,7.831e+3,,7.831e+3
558.706,1.387e+4,,1.387e+4
558.711,2.417e+4,,2.417e+4
558.716,4.145e+4,,4.145e+4
558.721,6.996e+4,,6.996e+4
558.726,1.162e+5,,1.162e+5
558.731,1.900e+5,,1.900e+5
558.736,3.056e+5,,3.056e+5
558.741,4.838e+5,,4.838e+5
558.746,7.538e+5,,7.538e+5
558.751,1.156e+6,,1.156e+6
558.756,1.744e+6,,1.744e+6
558.761,2.590e+6,,2.590e+6
558.766,3.785e+6,,3.785e+6
558.771,5.443e+6,,5.443e+6
558.776,7.704e+6,,7.704e+6
558.781,1.073e+7,,1.073e+7
558.786,1.471e+7,,1.471e+7
558.791,1.984e+7,,1.984e+7
558.796,2.634e+7,,2.634e+7
558.801,3.441e+7,,3.441e+7
558.806,4.425e+7,,4.425e+7
558.811,5.598e+7,,5.598e+7
558.816,6.971e+7,,6.971e+7
558.821,8.543e+7,,8.543e+7
558.826,1.030e+8,,1.030e+8
558.831,1.223e+8,,1.223e+8
558.836,1.428e+8,,1.428e+8
558.841,1.642e+8,,1.642e+8
558.846,1.857e+8,,1.857e+8
558.851,2.067e+8,,2.067e+8
558.856,2.265e+8,,2.265e+8
558.861,2.441e+8,,2.441e+8
558.866,2.590e+8,,2.590e+8
558.871,2.705e+8,,2.705e+8
558.876,2.779e+8,,2.779e+8
558.881,2.811e+8,,2.811e+8
558.886,2.797e+8,,2.797e+8
558.891,2.740e+8,,2.740e+8
558.896,2.641e+8,,2.641e+8
558.901,2.505e+8,,2.505e+8
558.906,2.338e+8,,2.338e+8
558.911,2.148e+8,,2.148e+8
558.916,1.942e+8,,1.942e+8
558.921,1.728e+8,,1.728e+8
558.926,1.513e+8,,1.513e+8
558.931,1.304e+8,,1.304e+8
558.936,1.105e+8,,1.105e+8
558.941,9.225e+7,,9.225e+7
558.946,7.576e+7,,7.576e+7
558.951,6.123e+7,,6.123e+7
558.956,4.871e+7,,4.871e+7
558.961,3.813e+7,,3.813e+7
558.966,2.937e+7,,2.937e+7
558.971,2.226e+7,,2.226e+7
558.976,1.661e+7,,1.661e+7
558.981,1.220e+7,,1.220e+7
558.986,8.812e+6,,8.812e+6
558.991,6.266e+6,,6.266e+6
558.996,4.385e+6,,4.385e+6
559.001,3.020e+6,,3.020e+6
559.006,2.047e+6,,2.047e+6
559.011,1.365e+6,,1.365e+6
559.016,8.961e+5,,8.961e+5
559.021,5.788e+5,,5.788e+5
559.026,3.680e+5,,3.680e+5
559.031,2.302e+5,,2.302e+5
559.036,1.417e+5,,1.417e+5
559.041,8.587e+4,,8.587e+4
559.046,5.120e+4,,5.120e+4
559.051,3.005e+4,,3.005e+4
559.056,1.735e+4,,1.735e+4
559.061,9.861e+3,,9.861e+3
559.066,5.515e+3,,5.515e+3
559.071,3.036e+3,,3.036e+3
559.076,1.644e+3,,1.644e+3
559.081,8.766e+2,,8.766e+2
559.086,4.598e+2,,4.598e+2
559.091,2.374e+2,,2.374e+2
559.096,1.206e+2,,1.206e+2
559.101,6.031e+1,,6.031e+1
559.106,2.968e+1,,2.968e+1
559.111,1.437e+1,,1.437e+1
559.116,6.849e+0,,6.849e+0
559.121,3.212e+0,,3.212e+0
559.126,1.482e+0,,1.482e+0
559.131,6.734e-1,,6.734e-1
559.136,3.010e-1,,3.010e-1
559.141,1.324e-1,,1.324e-1
559.146,5.732e-2,,5.732e-2
559.151,2.442e-2,,2.442e-2
559.156,1.024e-2,,1.024e-2
559.161,4.225e-3,,4.225e-3
559.166,1.716e-3,,1.716e-3
559.171,6.856e-4,,6.856e-4
559.176,2.696e-4,,2.696e-4
559.181,1.044e-4,,1.044e-4
559.186,3.975e-5,,3.975e-5
559.191,1.490e-5,,1.490e-5
559.196,5.496e-6,,5.496e-6
559.201,1.995e-6,,1.995e-6
559.206,7.128e-7,,7.128e-7
559.211,2.506e-7,,2.506e-7
559.216,8.671e-8,,8.671e-8
559.291,1.115e-8,,1.115e-8
559.296,3.223e-8,,3.223e-8
559.301,9.171e-8,,9.171e-8
559.306,2.568e-7,,2.568e-7
559.311,7.078e-7,,7.078e-7
559.316,1.920e-6,,1.920e-6
559.321,5.125e-6,,5.125e-6
559.326,1.346e-5,,1.346e-5
559.331,3.481e-5,,3.481e-5
559.336,8.858e-5,,8.858e-5
559.341,2.218e-4,,2.218e-4
559.346,5.467e-4,,5.467e-4
559.351,1.326e-3,,1.326e-3
559.356,3.166e-3,,3.166e-3
559.361,7.437e-3,,7.437e-3
559.366,1.720e-2,,1.720e-2
559.371,3.913e-2,,3.913e-2
559.376,8.763e-2,,8.763e-2
559.381,1.931e-1,,1.931e-1
559.386,4.189e-1,,4.189e-1
559.391,8.943e-1,,8.943e-1
559.396,1.879e+0,,1.879e+0
559.401,3.885e+0,,3.885e+0
559.406,7.906e+0,,7.906e+0
559.411,1.583e+1,,1.583e+1
559.416,3.120e+1,,3.120e+1
559.421,6.053e+1,,6.053e+1
559.426,1.156e+2,,1.156e+2
559.431,2.171e+2,,2.171e+2
559.436,4.014e+2,,4.014e+2
559.441,7.305e+2,,7.305e+2
559.446,1.308e+3,,1.308e+3
559.451,2.306e+3,,2.306e+3
559.456,4.000e+3,,4.000e+3
559.461,6.828e+3,,6.828e+3
559.466,1.147e+4,,1.147e+4
559.471,1.897e+4,,1.897e+4
559.476,3.087e+4,,3.087e+4
559.481,4.944e+4,,4.944e+4
559.486,7.792e+4,,7.792e+4
559.491,1.209e+5,,1.209e+5
559.496,1.845e+5,,1.845e+5
559.501,2.773e+5,,2.773e+5
559.506,4.100e+5,,4.100e+5
559.511,5.966e+5,,5.966e+5
559.516,8.545e+5,,8.545e+5
559.521,1.204e+6,,1.204e+6
559.526,1.671e+6,,1.671e+6
559.531,2.281e+6,,2.281e+6
559.536,3.065e+6,,3.065e+6
559.541,4.053e+6,,4.053e+6
559.546,5.274e+6,,5.274e+6
559.551,6.755e+6,,6.755e+6
559.556,8.514e+6,,8.514e+6
559.561,1.056e+7,,1.056e+7
559.566,1.290e+7,,1.290e+7
559.571,1.549e+7,,1.549e+7
559.576,1.832e+7,,1.832e+7
559.581,2.132e+7,,2.132e+7
559.586,2.442e+7,,2.442e+7
559.591,2.753e+7,,2.753e+7
559.596,3.054e+7,,3.054e+7
559.601,3.334e+7,,3.334e+7
559.606,3.582e+7,,3.582e+7
559.611,3.788e+7,,3.788e+7
559.616,3.943e+7,,3.943e+7
559.621,4.038e+7,,4.038e+7
559.626,4.070e+7,,4.070e+7
559.631,4.038e+7,,4.038e+7
559.636,3.943e+7,,3.943e+7
559.641,3.788e+7,,3.788e+7
559.646,3.582e+7,,3.582e+7
559.651,3.334e+7,,3.334e+7
559.656,3.054e+7,,3.054e+7
559.661,2.753e+7,,2.753e+7
559.666,2.442e+7,,2.442e+7
559.671,2.132e+7,,2.132e+7
559.676,1.832e+7,,1.832e+7
559.681,1.549e+7,,1.549e+7
559.686,1.290e+7,,1.290e+7
559.691,1.056e+7,,1.056e+7
559.696,8.514e+6,,8.514e+6
559.701,6.755e+6,,6.755e+6
559.706,5.274e+6,,5.274e+6
559.711,4.053e+6,,4.053e+6
559.716,3.065e+6,,3.065e+6
559.721,2.281e+6,,2.281e+6
559.726,1.671e+6,,1.671e+6
559.731,1.204e+6,,1.204e+6
559.736,8.545e+5,,8.545e+5
559.741,5.966e+5,,5.966e+5
559.746,4.100e+5,,4.100e+5
559.751,2.773e+5,,2.773e+5
559.756,1.845e+5,,1.845e+5
559.761,1.209e+5,,1.209e+5
559.766,7.792e+4,,7.792e+4
559.771,4.944e+4,,4.944e+4
559.776,3.087e+4,,3.087e+4
559.781,1.897e+4,,1.897e+4
559.786,1.147e+4,,1.147e+4
559.791,6.828e+3,,6.828e+3
559.796,4.000e+3,,4.000e+3
559.801,2.306e+3,,2.306e+3
559.806,1.308e+3,,1.308e+3
559.811,7.305e+2,,7.305e+2
559.816,4.014e+2,,4.014e+2
559.821,2.171e+2,,2.171e+2
559.826,1.156e+2,,1.156e+2
559.831,6.053e+1,,6.053e+1
559.836,3.120e+1,,3.120e+1
559.841,1.583e+1,,1.583e+1
559.846,7.906e+0,,7.906e+0
559.851,3.885e+0,,3.885e+0
559.856,1.879e+0,,1.879e+0
559.861,8.943e-1,,8.943e-1
559.866,4.189e-1,,4.189e-1
559.871,1.931e-1,,1.931e-1
559.876,8.763e-2,,8.763e-2
559.881,3.913e-2,,3.913e-2
559.886,1.720e-2,,1.720e-2
559.891,7.437e-3,,7.437e-3
559.896,3.166e-3,,3.166e-3
559.901,1.326e-3,,1.326e-3
559.906,5.467e-4,,5.467e-4
559.911,2.218e-4,,2.218e-4
559.916,8.858e-5,,8.858e-5
559.921,3.481e-5,,3.481e-5
559.926,1.346e-5,,1.346e-5
559.931,5.125e-6,,5.125e-6
559.936,1.920e-6,,1.920e-6
559.941,7.078e-7,,7.078e-7
559.946,2.568e-7,,2.568e-7
559.951,9.171e-8,,9.171e-8
559.956,3.223e-8,,3.223e-8
559.961,1.115e-8,,1.115e-8
562.827,1.368e-8,1.368e-8,
562.832,3.966e-8,3.966e-8,
562.837,1.132e-7,1.132e-7,
562.842,3.178e-7,3.178e-7,
562.847,8.785e-7,8.785e-7,
562.852,2.391e-6,2.391e-6,
562.857,6.403e-6,6.403e-6,
562.862,1.688e-5,1.688e-5,
562.867,4.382e-5,4.382e-5,
562.872,1.120e-4,1.120e-4,
562.877,2.816e-4,2.816e-4,
562.882,6.971e-4,6.971e-4,
562.887,1.699e-3,1.699e-3,
562.892,4.075e-3,4.075e-3,
562.897,9.622e-3,9.622e-3,
562.902,2.236e-2,2.236e-2,
562.907,5.117e-2,5.117e-2,
562.912,1.152e-1,1.152e-1,
562.917,2.555e-1,2.555e-1,
562.922,5.575e-1,5.575e-1,
562.927,1.198e+0,1.198e+0,
562.932,2.533e+0,2.533e+0,
562.937,5.271e+0,5.271e+0,
562.942,1.080e+1,1.080e+1,
562.947,2.178e+1,2.178e+1,
562.952,4.325e+1,4.325e+1,
562.957,8.452e+1,8.452e+1,
562.962,1.626e+2,1.626e+2,
562.967,3.079e+2,3.079e+2,
562.972,5.739e+2,5.739e+2,
562.977,1.053e+3,1.053e+3,
562.982,1.902e+3,1.902e+3,
562.987,3.381e+3,3.381e+3,
562.992,5.917e+3,5.917e+3,
562.997,1.019e+4,1.019e+4,
563.002,1.729e+4,1.729e+4,
563.007,2.885e+4,2.885e+4,
563.012,4.741e+4,4.741e+4,
563.017,7.668e+4,7.668e+4,
563.022,1.221e+5,1.221e+5,
563.027,1.913e+5,1.913e+5,
563.032,2.952e+5,2.952e+5,
563.037,4.483e+5,4.483e+5,
563.042,6.701e+5,6.701e+5,
563.047,9.860e+5,9.860e+5,
563.052,1.428e+6,1.428e+6,
563.057,2.036e+6,2.036e+6,
563.062,2.858e+6,2.858e+6,
563.067,3.948e+6,3.948e+6,
563.072,5.369e+6,5.369e+6,
563.077,7.187e+6,7.187e+6,
563.082,9.470e+6,9.470e+6,
563.087,1.228e+7,1.228e+7,
563.092,1.568e+7,1.568e+7,
563.097,1.971e+7,1.971e+7,
563.102,2.439e+7,2.439e+7,
563.107,2.970e+7,2.970e+7,
563.112,3.560e+7,3.560e+7,
563.117,4.201e+7,4.201e+7,
563.122,4.880e+7,4.880e+7,
563.127,5.580e+7,5.580e+7,
563.132,6.280e+7,6.280e+7,
563.137,6.958e+7,6.958e+7,
563.142,7.588e+7,7.588e+7,
563.147,8.146e+7,8.146e+7,
563.152,8.608e+7,8.608e+7,
563.157,8.954e+7,8.954e+7,
563.162,9.168e+7,9.168e+7,
563.167,9.241e+7,9.241e+7,
563.172,9.168e+7,9.168e+7,
563.177,8.954e+7,8.954e+7,
563.182,8.608e+7,8.608e+7,
563.187,8.146e+7,8.146e+7,
563.192,7.588e+7,7.588e+7,
563.197,6.958e+7,6.958e+7,
563.202,6.280e+7,6.280e+7,
563.207,5.580e+7,5.580e+7,
563.212,4.880e+7,4.880e+7,
563.217,4.201e+7,4.201e+7,
563.222,3.560e+7,3.560e+7,
563.227,2.970e+7,2.970e+7,
563.232,2.439e+7,2.439e+7,
563.237,1.971e+7,1.971e+7,
563.242,1.568e+7,1.568e+7,
563.247,1.228e+7,1.228e+7,
563.252,9.470e+6,9.470e+6,
563.257,7.187e+6,7.187e+6,
563.262,5.369e+6,5.369e+6,
563.267,3.948e+6,3.948e+6,
563.272,2.858e+6,2.858e+6,
563.277,2.036e+6,2.036e+6,
563.282,1.428e+6,1.428e+6,
563.287,9.860e+5,9.860e+5,
563.292,6.701e+5,6.701e+5,
563.297,4.483e+5,4.483e+5,
563.302,2.952e+5,2.952e+5,
563.307,1.913e+5,1.913e+5,
563.312,1.221e+5,1.221e+5,
563.317,7.668e+4,7.668e+4,
563.322,4.741e+4,4.741e+4,
563.327,2.885e+4,2.885e+4,
563.332,1.729e+4,1.729e+4,
563.337,1.019e+4,1.019e+4,
563.342,5.917e+3,5.917e+3,
563.347,3.381e+3,3.381e+3,
563.352,1.902e+3,1.902e+3,
563.357,1.053e+3,1.053e+3,
563.362,5.739e+2,5.739e+2,
563.367,3.079e+2,3.079e+2,
563.372,1.626e+2,1.626e+2,
563.377,8.452e+1,8.452e+1,
563.382,4.325e+1,4.325e+1,
563.387,2.178e+1,2.178e+1,
563.392,1.080e+1,1.080e+1,
563.397,5.271e+0,5.271e+0,
563.402,2.533e+0,2.533e+0,
563.407,1.198e+0,1.198e+0,
563.412,5.575e-1,5.575e-1,
563.417,2.555e-1,2.555e-1,
563.422,1.152e-1,1.152e-1,
563.427,5.117e-2,5.117e-2,
563.432,2.236e-2,2.236e-2,
563.437,9.622e-3,9.622e-3,
563.443,3.425e-3,3.425e-3,
563.448,1.423e-3,1.423e-3,
563.453,5.822e-4,5.822e-4,
563.458,2.345e-4,2.345e-4,
563.463,9.293e-5,9.293e-5,
563.468,3.626e-5,3.626e-5,
563.473,1.393e-5,1.393e-5,
563.478,5.265e-6,5.265e-6,
563.483,1.959e-6,1.959e-6,
563.488,7.177e-7,7.177e-7,
563.493,2.588e-7,2.588e-7,
563.498,9.186e-8,9.186e-8,
563.503,3.210e-8,3.210e-8,
563.508,1.104e-8,1.104e-8,
579.343,3.814e-9,,3.814e-9
579.348,1.066e-8,,1.066e-8
579.353,2.938e-8,,2.938e-8
579.358,7.972e-8,,7.972e-8
579.363,2.132e-7,,2.132e-7
579.368,5.615e-7,,5.615e-7
579.373,1.457e-6,,1.457e-6
579.378,3.727e-6,,3.727e-6
579.383,9.389e-6,,9.389e-6
579.388,2.330e-5,,2.330e-5
579.393,5.699e-5,,5.699e-5
579.398,1.373e-4,,1.373e-4
579.403,3.259e-4,,3.259e-4
579.408,7.623e-4,,7.623e-4
579.413,1.756e-3,,1.756e-3
579.418,3.987e-3,,3.987e-3
579.423,8.918e-3,,8.918e-3
579.428,1.965e-2,,1.965e-2
579.433,4.266e-2,,4.266e-2
579.438,9.126e-2,,9.126e-2
579.443,1.923e-1,,1.923e-1
579.448,3.993e-1,,3.993e-1
579.453,8.168e-1,,8.168e-1
579.458,1.646e+0,,1.646e+0
579.463,3.269e+0,,3.269e+0
579.468,6.394e+0,,6.394e+0
579.473,1.232e+1,,1.232e+1
579.478,2.340e+1,,2.340e+1
579.483,4.378e+1,,4.378e+1
579.488,8.071e+1,,8.071e+1
579.493,1.466e+2,,1.466e+2
579.498,2.622e+2,,2.622e+2
579.503,4.623e+2,,4.623e+2
579.508,8.028e+2,,8.028e+2
579.513,1.374e+3,,1.374e+3
579.518,2.316e+3,,2.316e+3
579.523,3.847e+3,,3.847e+3
579.528,6.294e+3,,6.294e+3
579.533,1.015e+4,,1.015e+4
579.538,1.612e+4,,1.612e+4
579.543,2.523e+4,,2.523e+4
579.548,3.890e+4,,3.890e+4
579.553,5.908e+4,,5.908e+4
579.558,8.843e+4,,8.843e+4
579.563,1.304e+5,,1.304e+5
579.568,1.894e+5,,1.894e+5
579.573,2.711e+5,,2.711e+5
579.578,3.823e+5,,3.823e+5
579.583,5.312e+5,,5.312e+5
579.588,7.271e+5,,7.271e+5
579.593,9.806e+5,,9.806e+5
579.598,1.303e+6,,1.303e+6
579.603,1.706e+6,,1.706e+6
579.608,2.200e+6,,2.200e+6
579.613,2.795e+6,,2.795e+6
579.618,3.499e+6,,3.499e+6
579.623,4.316e+6,,4.316e+6
579.628,5.245e+6,,5.245e+6
579.633,6.280e+6,,6.280e+6
579.638,7.407e+6,,7.407e+6
579.643,8.609e+6,,8.609e+6
579.648,9.857e+6,,9.857e+6
579.653,1.112e+7,,1.112e+7
579.658,1.236e+7,,1.236e+7
579.663,1.353e+7,,1.353e+7
579.668,1.460e+7,,1.460e+7
579.673,1.552e+7,,1.552e+7
579.678,1.625e+7,,1.625e+7
579.683,1.677e+7,,1.677e+7
579.688,1.705e+7,,1.705e+7
579.693,1.707e+7,,1.707e+7
579.698,1.685e+7,,1.685e+7
579.703,1.639e+7,,1.639e+7
579.708,1.571e+7,,1.571e+7
579.713,1.484e+7,,1.484e+7
579.718,1.383e+7,,1.383e+7
579.723,1.273e+7,,1.273e+7
579.728,1.158e+7,,1.158e+7
579.733,1.044e+7,,1.044e+7
579.738,9.365e+6,,9.365e+6
579.743,8.429e+6,,8.429e+6
579.748,7.692e+6,,7.692e+6
579.753,7.230e+6,,7.230e+6
579.758,7.127e+6,,7.127e+6
579.763,7.479e+6,,7.479e+6
579.768,8.401e+6,,8.401e+6
579.773,1.003e+7,,1.003e+7
579.778,1.252e+7,,1.252e+7
579.783,1.605e+7,,1.605e+7
579.788,2.082e+7,,2.082e+7
579.793,2.705e+7,,2.705e+7
579.798,3.496e+7,,3.496e+7
579.803,4.475e+7,,4.475e+7
579.808,5.663e+7,,5.663e+7
579.813,7.073e+7,,7.073e+7
579.818,8.711e+7,,8.711e+7
579.823,1.058e+8,,1.058e+8
579.828,1.266e+8,,1.266e+8
579.833,1.492e+8,,1.492e+8
579.838,1.734e+8,,1.734e+8
579.843,1.985e+8,,1.985e+8
579.848,2.239e+8,,2.239e+8
579.853,2.489e+8,,2.489e+8
579.858,2.725e+8,,2.725e+8
579.863,2.939e+8,,2.939e+8
579.868,3.124e+8,,3.124e+8
579.873,3.272e+8,,3.272e+8
579.878,3.375e+8,,3.375e+8
579.883,3.431e+8,,3.431e+8
579.888,3.436e+8,,3.436e+8
579.893,3.390e+8,,3.390e+8
579.898,3.296e+8,,3.296e+8
579.903,3.157e+8,,3.157e+8
579.908,2.979e+8,,2.979e+8
579.913,2.770e+8,,2.770e+8
579.918,2.537e+8,,2.537e+8
579.923,2.290e+8,,2.290e+8
579.928,2.036e+8,,2.036e+8
579.933,1.784e+8,,1.784e+8
579.938,1.539e+8,,1.539e+8
579.943,1.309e+8,,1.309e+8
579.948,1.097e+8,,1.097e+8
579.953,9.053e+7,,9.053e+7
579.958,7.363e+7,,7.363e+7
579.963,5.900e+7,,5.900e+7
579.968,4.658e+7,,4.658e+7
579.973,3.623e+7,,3.623e+7
579.978,2.776e+7,,2.776e+7
579.983,2.096e+7,,2.096e+7
579.988,1.559e+7,,1.559e+7
579.993,1.143e+7,,1.143e+7
579.998,8.251e+6,,8.251e+6
580.003,5.870e+6,,5.870e+6
580.008,4.114e+6,,4.114e+6
580.013,2.841e+6,,2.841e+6
580.018,1.933e+6,,1.933e+6
580.023,1.296e+6,,1.296e+6
580.028,8.558e+5,,8.558e+5
580.033,5.568e+5,,5.568e+5
580.038,3.570e+5,,3.570e+5
580.043,2.255e+5,,2.255e+5
580.048,1.403e+5,,1.403e+5
580.053,8.603e+4,,8.603e+4
580.058,5.197e+4,,5.197e+4
580.063,3.093e+4,,3.093e+4
580.068,1.814e+4,,1.814e+4
580.073,1.048e+4,,1.048e+4
580.078,5.964e+3,,5.964e+3
580.083,3.345e+3,,3.345e+3
580.088,1.848e+3,,1.848e+3
580.093,1.006e+3,,1.006e+3
580.098,5.395e+2,,5.395e+2
580.103,2.851e+2,,2.851e+2
580.108,1.484e+2,,1.484e+2
580.113,7.612e+1,,7.612e+1
580.118,3.847e+1,,3.847e+1
580.123,1.915e+1,,1.915e+1
580.128,9.396e+0,,9.396e+0
580.133,4.541e+0,,4.541e+0
580.138,2.162e+0,,2.162e+0
580.143,1.014e+0,,1.014e+0
580.148,4.689e-1,,4.689e-1
580.153,2.135e-1,,2.135e-1
580.158,9.581e-2,,9.581e-2
580.163,4.236e-2,,4.236e-2
580.168,1.845e-2,,1.845e-2
580.173,7.916e-3,,7.916e-3
580.178,3.347e-3,,3.347e-3
580.183,1.394e-3,,1.394e-3
580.188,5.721e-4,,5.721e-4
580.193,2.313e-4,,2.313e-4
580.198,9.214e-5,,9.214e-5
580.203,3.616e-5,,3.616e-5
580.208,1.398e-5,,1.398e-5
580.213,5.328e-6,,5.328e-6
580.218,2.000e-6,,2.000e-6
580.223,7.396e-7,,7.396e-7
580.228,2.695e-7,,2.695e-7
580.233,9.673e-8,,9.673e-8
596.218,3.192e-10,,3.192e-10
596.223,8.716e-10,,8.716e-10
596.228,2.347e-9,,2.347e-9
