Wavelength (nm),Sum(calc),Ag I (1.9e-2),Ag II (9.8e-1)
199.64,1.948e-10,,1.948e-10
199.66,8.514e-9,,8.514e-9
199.68,3.108e-7,,3.108e-7
199.69,1.756e-6,,1.756e-6
199.71,4.894e-5,,4.894e-5
199.73,1.140e-3,,1.140e-3
199.74,5.140e-3,,5.140e-3
199.76,9.139e-2,,9.139e-2
199.78,1.357e+0,,1.357e+0
199.79,4.890e+0,,4.890e+0
199.81,5.545e+1,,5.545e+1
199.83,5.253e+2,,5.253e+2
199.84,1.511e+3,,1.511e+3
199.86,1.093e+4,,1.093e+4
199.88,6.605e+4,,6.605e+4
199.89,1.518e+5,,1.518e+5
199.91,7.001e+5,,7.001e+5
199.93,2.698e+6,,2.698e+6
199.94,4.951e+6,,4.951e+6
199.96,1.457e+7,,1.457e+7
199.98,3.581e+7,,3.581e+7
199.99,5.248e+7,,5.248e+7
200.01,9.850e+7,,9.850e+7
200.03,1.544e+8,,1.544e+8
200.04,1.808e+8,,1.808e+8
200.06,2.164e+8,,2.164e+8
200.07,2.213e+8,,2.213e+8
200.09,2.023e+8,,2.023e+8
200.11,1.544e+8,,1.544e+8
200.12,1.261e+8,,1.261e+8
200.14,7.354e+7,,7.354e+7
200.16,3.581e+7,,3.581e+7
200.17,2.336e+7,,2.336e+7
200.19,8.686e+6,,8.686e+6
200.21,2.698e+6,,2.698e+6
200.22,1.406e+6,,1.406e+6
200.24,3.334e+5,,3.334e+5
200.26,6.605e+4,,6.605e+4
200.27,2.748e+4,,2.748e+4
200.29,4.157e+3,,4.157e+3
200.31,5.253e+2,,5.253e+2
200.32,1.745e+2,,1.745e+2
200.34,1.684e+1,,1.684e+1
200.36,1.357e+0,,1.357e+0
200.37,3.602e-1,,3.602e-1
200.39,2.217e-2,,2.217e-2
200.41,1.140e-3,,1.140e-3
200.42,2.415e-4,,2.415e-4
200.44,9.480e-6,,9.480e-6
200.46,3.108e-7,,3.108e-7
200.47,5.261e-8,,5.261e-8
201.17,1.810e-9,,1.810e-9
201.18,1.137e-8,,1.137e-8
201.20,3.933e-7,,3.933e-7
201.22,1.139e-5,,1.139e-5
201.23,5.739e-5,,5.739e-5
201.25,1.274e-3,,1.274e-3
201.27,2.371e-2,,2.371e-2
201.28,9.569e-2,,9.569e-2
201.30,1.365e+0,,1.365e+0
201.32,1.630e+1,,1.630e+1
201.33,5.272e+1,,5.272e+1
201.35,4.828e+2,,4.828e+2
201.36,1.367e+3,,1.367e+3
201.38,9.599e+3,,9.599e+3
201.40,5.645e+4,,5.645e+4
201.41,1.281e+5,,1.281e+5
201.43,5.775e+5,,5.775e+5
201.45,2.181e+6,,2.181e+6
201.46,3.966e+6,,3.966e+6
201.48,1.148e+7,,1.148e+7
201.50,2.784e+7,,2.784e+7
201.51,4.057e+7,,4.057e+7
201.53,7.543e+7,,7.543e+7
201.55,1.175e+8,,1.175e+8
201.56,1.372e+8,,1.372e+8
201.58,1.637e+8,,1.637e+8
201.60,1.637e+8,,1.637e+8
201.61,1.532e+8,,1.532e+8
201.63,1.175e+8,,1.175e+8
201.65,7.543e+7,,7.543e+7
201.66,5.656e+7,,5.656e+7
201.68,2.784e+7,,2.784e+7
201.70,1.148e+7,,1.148e+7
201.71,6.899e+6,,6.899e+6
201.73,2.181e+6,,2.181e+6
201.75,5.775e+5,,5.775e+5
201.76,2.781e+5,,2.781e+5
201.78,5.645e+4,,5.645e+4
201.80,9.599e+3,,9.599e+3
201.81,3.704e+3,,3.704e+3
201.83,4.828e+2,,4.828e+2
201.84,1.631e+2,,1.631e+2
201.86,1.630e+1,,1.630e+1
201.88,1.365e+0,,1.365e+0
201.89,3.694e-1,,3.694e-1
201.91,2.371e-2,,2.371e-2
201.93,1.274e-3,,1.274e-3
201.94,2.765e-4,,2.765e-4
201.96,1.139e-5,,1.139e-5
201.98,3.933e-7,,3.933e-7
201.99,6.838e-8,,6.838e-8
202.01,1.810e-9,,1.810e-9
202.97,2.440e-9,,2.440e-9
202.99,8.649e-8,,8.649e-8
203.00,4.824e-7,,4.824e-7
203.02,1.317e-5,,1.317e-5
203.04,3.021e-4,,3.021e-4
203.05,1.355e-3,,1.355e-3
203.07,2.395e-2,,2.395e-2
203.09,3.555e-1,,3.555e-1
203.10,1.283e+0,,1.283e+0
203.12,1.467e+1,,1.467e+1
203.13,4.648e+1,,4.648e+1
203.15,4.094e+2,,4.094e+2
203.17,3.029e+3,,3.029e+3
203.18,7.720e+3,,7.720e+3
203.20,4.400e+4,,4.400e+4
203.22,2.108e+5,,2.108e+5
203.23,4.321e+5,,4.321e+5
203.25,1.594e+6,,1.594e+6
203.27,4.941e+6,,4.941e+6
203.28,8.149e+6,,8.149e+6
203.30,1.946e+7,,1.946e+7
203.32,3.903e+7,,3.903e+7
203.33,5.179e+7,,5.179e+7
203.35,8.002e+7,,8.002e+7
203.37,1.039e+8,,1.039e+8
203.38,1.109e+8,,1.109e+8
203.40,1.109e+8,,1.109e+8
203.42,9.318e+7,,9.318e+7
203.43,8.002e+7,,8.002e+7
203.45,5.179e+7,,5.179e+7
203.47,2.816e+7,,2.816e+7
203.48,1.946e+7,,1.946e+7
203.50,8.149e+6,,8.149e+6
203.52,2.868e+6,,2.868e+6
203.53,1.594e+6,,1.594e+6
203.55,4.321e+5,,4.321e+5
203.57,9.842e+4,,9.842e+4
203.58,4.400e+4,,4.400e+4
203.60,7.720e+3,,7.720e+3
203.61,3.029e+3,,3.029e+3
203.63,4.094e+2,,4.094e+2
203.65,4.648e+1,,4.648e+1
203.66,1.467e+1,,1.467e+1
203.68,1.283e+0,,1.283e+0
203.70,9.429e-2,,9.429e-2
203.71,2.395e-2,,2.395e-2
203.73,1.355e-3,,1.355e-3
203.75,6.446e-5,,6.446e-5
203.76,1.317e-5,,1.317e-5
203.78,4.824e-7,,4.824e-7
203.80,1.485e-8,,1.485e-8
203.81,2.440e-9,,2.440e-9
205.68,7.708e-11,7.708e-11,1.320e-9
205.70,2.947e-9,2.947e-9,1.308e-9
205.72,9.512e-8,9.512e-8,1.296e-9
205.73,5.071e-7,5.071e-7,1.290e-9
205.75,1.269e-5,1.269e-5,1.278e-9
205.77,2.682e-4,2.682e-4,1.266e-9
205.78,1.157e-3,1.157e-3,1.260e-9
205.80,1.895e-2,1.895e-2,1.248e-9
205.81,7.199e-2,7.199e-2,1.242e-9
205.83,9.148e-1,9.148e-1,1.230e-9
205.85,9.812e+0,9.812e+0,1.218e-9
205.86,3.015e+1,3.015e+1,1.212e-9
205.88,2.508e+2,2.508e+2,1.200e-9
205.90,1.761e+3,1.761e+3,1.188e-9
205.91,4.380e+3,4.380e+3,1.182e-9
205.93,2.385e+4,2.385e+4,1.170e-9
205.95,1.096e+5,1.096e+5,1.158e-9
205.96,2.205e+5,2.205e+5,1.152e-9
205.98,7.862e+5,7.862e+5,1.140e-9
206.00,2.366e+6,2.366e+6,1.128e-9
206.01,3.851e+6,3.851e+6,1.122e-9
206.03,8.986e+6,8.986e+6,1.110e-9
206.05,1.770e+7,1.770e+7,1.098e-9
206.06,2.331e+7,2.331e+7,1.092e-9
206.08,3.561e+7,3.561e+7,1.080e-9
206.10,4.592e+7,4.592e+7,1.068e-9
206.11,4.893e+7,4.893e+7,1.062e-9
206.13,4.893e+7,4.893e+7,1.050e-9
206.15,4.130e+7,4.130e+7,1.038e-9
206.16,3.561e+7,3.561e+7,6.500e-9
206.18,2.331e+7,2.331e+7,2.246e-7
206.20,1.288e+7,1.288e+7,6.558e-6
206.21,8.986e+6,8.986e+6,3.326e-5
206.23,3.851e+6,3.851e+6,7.539e-4
206.24,2.366e+6,2.366e+6,3.369e-3
206.26,7.862e+5,7.862e+5,5.930e-2
