Wavelength (nm),Sum(calc),Ag I (4.3e-1),Ag II (5.7e-1)
211.15,2.113e+5,7.407e-7,2.113e+5
211.17,1.244e+6,7.434e-7,1.244e+6
211.19,6.231e+6,7.461e-7,6.231e+6
211.20,1.313e+7,7.474e-7,1.313e+7
211.22,5.165e+7,7.501e-7,5.165e+7
211.23,9.643e+7,7.515e-7,9.643e+7
211.25,2.979e+8,7.542e-7,2.979e+8
211.27,7.834e+8,7.569e-7,7.834e+8
211.28,1.196e+9,7.583e-7,1.196e+9
211.30,2.469e+9,7.610e-7,2.469e+9
211.32,4.340e+9,7.637e-7,4.340e+9
211.33,5.417e+9,7.650e-7,5.417e+9
211.35,7.477e+9,7.677e-7,7.477e+9
211.37,8.784e+9,7.704e-7,8.784e+9
211.38,8.963e+9,7.718e-7,8.963e+9
211.40,8.269e+9,7.745e-7,8.269e+9
211.42,6.493e+9,7.772e-7,6.493e+9
211.43,5.417e+9,7.786e-7,5.417e+9
211.45,3.340e+9,7.813e-7,3.340e+9
211.47,1.753e+9,7.840e-7,1.753e+9
211.48,1.196e+9,7.853e-7,1.196e+9
211.50,4.929e+8,7.880e-7,4.929e+8
211.52,1.729e+8,7.907e-7,1.729e+8
211.53,9.643e+7,7.921e-7,9.643e+7
211.55,2.657e+7,7.948e-7,2.657e+7
211.57,6.231e+6,7.975e-7,6.231e+6
211.58,2.841e+6,7.989e-7,2.841e+6
211.60,5.231e+5,8.016e-7,5.231e+5
211.62,8.200e+4,8.043e-7,8.200e+4
211.63,3.056e+4,8.056e-7,3.056e+4
211.65,3.762e+3,8.083e-7,3.762e+3
211.66,1.243e+3,8.097e-7,1.243e+3
211.68,1.201e+2,8.124e-7,1.201e+2
211.70,1.001e+1,8.151e-7,1.001e+1
211.71,3.165e+0,8.165e-7,3.165e+0
211.73,6.601e+0,8.192e-7,6.601e+0
211.75,7.102e+1,8.219e-7,7.102e+1
211.76,2.222e+2,8.232e-7,2.222e+2
211.78,1.931e+3,8.259e-7,1.931e+3
211.80,1.429e+4,8.286e-7,1.429e+4
211.81,3.661e+4,8.300e-7,3.661e+4
211.83,2.131e+5,8.327e-7,2.131e+5
211.85,1.057e+6,8.354e-7,1.057e+6
211.86,2.217e+6,8.367e-7,2.217e+6
211.88,8.648e+6,8.395e-7,8.648e+6
211.90,2.874e+7,8.422e-7,2.874e+7
211.91,4.935e+7,8.435e-7,4.935e+7
211.93,1.290e+8,8.462e-7,1.290e+8
211.95,2.874e+8,8.489e-7,2.874e+8
211.96,4.039e+8,8.503e-7,4.039e+8
211.98,7.078e+8,8.530e-7,7.078e+8
212.00,1.057e+9,8.557e-7,1.057e+9
212.01,1.216e+9,8.570e-7,1.216e+9
212.03,1.429e+9,8.598e-7,1.429e+9
212.05,1.431e+9,8.625e-7,1.431e+9
212.06,1.348e+9,8.638e-7,1.348e+9
212.08,1.062e+9,8.665e-7,1.062e+9
212.09,8.884e+8,8.679e-7,8.884e+8
212.11,5.513e+8,8.706e-7,5.513e+8
212.13,2.919e+8,8.733e-7,2.919e+8
212.14,2.001e+8,8.746e-7,2.001e+8
212.16,8.353e+7,8.773e-7,8.353e+7
212.18,2.979e+7,8.800e-7,2.979e+7
212.19,1.677e+7,8.814e-7,1.677e+7
212.21,4.732e+6,8.841e-7,4.732e+6
212.23,1.144e+6,8.868e-7,1.144e+6
212.24,5.308e+5,8.882e-7,5.308e+5
212.26,1.021e+5,8.909e-7,1.021e+5
212.28,1.694e+4,8.936e-7,1.694e+4
212.29,6.618e+3,8.949e-7,6.618e+3
212.31,1.599e+3,8.976e-7,1.599e+3
212.33,4.331e+3,9.003e-7,4.331e+3
212.34,9.609e+3,9.017e-7,9.609e+3
212.36,4.354e+4,9.044e-7,4.354e+4
212.38,1.687e+5,9.071e-7,1.687e+5
212.39,3.129e+5,9.085e-7,3.129e+5
212.41,9.549e+5,9.112e-7,9.549e+5
212.43,2.485e+6,9.139e-7,2.485e+6
212.44,3.775e+6,9.152e-7,3.775e+6
212.46,7.735e+6,9.179e-7,7.735e+6
212.48,1.351e+7,9.206e-7,1.351e+7
212.49,1.682e+7,9.220e-7,1.682e+7
212.51,2.314e+7,9.247e-7,2.314e+7
212.52,2.556e+7,9.261e-7,2.556e+7
212.54,2.768e+7,9.288e-7,2.768e+7
212.56,2.556e+7,9.315e-7,2.556e+7
212.57,2.314e+7,9.328e-7,2.314e+7
212.59,1.682e+7,9.355e-7,1.682e+7
212.61,1.043e+7,9.382e-7,1.043e+7
212.62,7.735e+6,9.396e-7,7.735e+6
212.64,3.775e+6,9.423e-7,3.775e+6
212.66,1.571e+6,9.450e-7,1.571e+6
212.67,9.550e+5,9.464e-7,9.550e+5
212.69,3.138e+5,9.491e-7,3.138e+5
212.71,9.168e+4,9.518e-7,9.168e+4
212.72,5.240e+4,9.531e-7,5.240e+4
212.74,4.380e+4,9.558e-7,4.380e+4
212.76,1.144e+5,9.585e-7,1.144e+5
212.77,1.933e+5,9.599e-7,1.933e+5
212.79,4.995e+5,9.626e-7,4.995e+5
212.81,1.105e+6,9.653e-7,1.105e+6
212.82,1.549e+6,9.666e-7,1.549e+6
212.84,2.700e+6,9.694e-7,2.700e+6
212.86,4.017e+6,9.721e-7,4.017e+6
212.87,4.616e+6,9.734e-7,4.616e+6
212.89,5.410e+6,9.761e-7,5.410e+6
212.91,5.410e+6,9.788e-7,5.410e+6
212.92,5.098e+6,9.802e-7,5.098e+6
212.94,4.017e+6,9.829e-7,4.017e+6
212.96,2.700e+6,9.856e-7,2.700e+6
212.97,2.086e+6,9.869e-7,2.086e+6
212.99,1.105e+6,9.897e-7,1.105e+6
213.00,7.578e+5,9.910e-7,7.578e+5
213.02,3.163e+5,9.937e-7,3.163e+5
213.04,1.127e+5,9.964e-7,1.127e+5
213.05,6.334e+4,9.978e-7,6.334e+4
213.07,1.777e+4,1.000e-6,1.777e+4
213.09,4.255e+3,1.003e-6,4.255e+3
213.10,1.962e+3,1.005e-6,1.962e+3
213.12,3.701e+2,1.007e-6,3.701e+2
213.14,5.956e+1,1.010e-6,5.956e+1
213.15,2.251e+1,1.011e-6,2.251e+1
213.17,2.855e+0,1.014e-6,2.855e+0
213.19,3.089e-1,1.017e-6,3.089e-1
213.20,9.574e-2,1.018e-6,9.574e-2
213.22,8.163e-3,1.021e-6,8.163e-3
213.24,5.937e-4,1.023e-6,5.937e-4
213.25,1.509e-4,1.025e-6,1.509e-4
213.27,8.647e-6,1.028e-6,8.647e-6
213.29,4.228e-7,1.030e-6,4.228e-7
213.30,8.809e-8,1.032e-6,8.809e-8
213.32,3.394e-9,1.034e-6,3.394e-9
213.34,1.116e-10,1.037e-6,1.116e-10
213.35,1.906e-11,1.038e-6,1.906e-11
214.10,6.953e-11,1.140e-6,6.953e-11
214.11,1.897e-8,1.141e-6,1.897e-8
214.13,5.937e-7,1.144e-6,5.937e-7
214.15,1.583e-5,1.147e-6,1.583e-5
214.16,7.709e-5,1.148e-6,7.709e-5
214.18,1.626e-3,1.151e-6,1.626e-3
214.20,2.933e-2,1.153e-6,2.933e-2
214.21,1.175e-1,1.155e-6,1.175e-1
214.23,1.677e+0,1.157e-6,1.677e+0
214.25,2.047e+1,1.160e-6,2.047e+1
214.26,6.744e+1,1.161e-6,6.744e+1
214.28,6.511e+2,1.164e-6,6.511e+2
214.30,5.377e+3,1.167e-6,5.377e+3
214.31,1.457e+4,1.168e-6,1.457e+4
214.33,9.520e+4,1.171e-6,9.520e+4
214.34,2.295e+5,1.172e-6,2.295e+5
214.36,1.186e+6,1.175e-6,1.186e+6
214.38,5.240e+6,1.178e-6,5.240e+6
214.39,1.039e+7,1.179e-6,1.039e+7
214.41,3.633e+7,1.182e-6,3.633e+7
214.43,1.086e+8,1.184e-6,1.086e+8
214.44,1.771e+8,1.186e-6,1.771e+8
214.46,4.190e+8,1.189e-6,4.190e+8
214.48,8.478e+8,1.191e-6,8.478e+8
214.49,1.137e+9,1.193e-6,1.137e+9
214.51,1.820e+9,1.195e-6,1.820e+9
214.53,2.492e+9,1.198e-6,2.492e+9
214.54,2.750e+9,1.199e-6,2.750e+9
214.56,2.978e+9,1.202e-6,2.978e+9
214.58,2.759e+9,1.205e-6,2.759e+9
214.59,2.504e+9,1.206e-6,2.504e+9
214.61,1.835e+9,1.209e-6,1.835e+9
214.63,1.150e+9,1.212e-6,1.150e+9
214.64,8.588e+8,1.213e-6,8.588e+8
214.66,4.259e+8,1.216e-6,4.259e+8
214.68,1.807e+8,1.218e-6,1.807e+8
214.69,1.110e+8,1.220e-6,1.110e+8
214.71,3.725e+7,1.222e-6,3.725e+7
214.73,1.069e+7,1.225e-6,1.069e+7
214.74,5.404e+6,1.226e-6,5.404e+6
214.76,1.228e+6,1.229e-6,1.228e+6
214.77,5.519e+5,1.231e-6,5.519e+5
214.79,9.920e+4,1.233e-6,9.920e+4
214.81,1.525e+4,1.236e-6,1.525e+4
214.82,5.642e+3,1.237e-6,5.642e+3
214.84,6.866e+2,1.240e-6,6.866e+2
214.86,7.148e+1,1.243e-6,7.148e+1
214.87,2.175e+1,1.244e-6,2.175e+1
214.89,1.792e+0,1.247e-6,1.792e+0
214.91,1.264e-1,1.249e-6,1.264e-1
214.92,3.164e-2,1.251e-6,3.164e-2
214.94,1.766e-3,1.254e-6,1.766e-3
214.96,8.431e-5,1.256e-6,8.431e-5
214.97,1.738e-5,1.258e-6,1.738e-5
214.99,6.567e-7,1.260e-6,6.567e-7
215.01,2.123e-8,1.263e-6,2.123e-8
216.15,1.820e-8,1.417e-6,1.820e-8
216.16,1.003e-7,1.419e-6,1.003e-7
216.18,2.719e-6,1.421e-6,2.719e-6
216.20,6.321e-5,1.424e-6,6.321e-5
216.21,2.877e-4,1.425e-6,2.877e-4
216.23,5.312e-3,1.428e-6,5.312e-3
216.25,8.415e-2,1.431e-6,8.415e-2
216.26,3.162e-1,1.432e-6,3.162e-1
216.28,3.979e+0,1.435e-6,3.979e+0
216.30,4.296e+1,1.438e-6,4.296e+1
216.31,1.333e+2,1.439e-6,1.333e+2
216.33,1.143e+3,1.442e-6,1.143e+3
216.35,8.419e+3,1.444e-6,8.419e+3
216.36,2.157e+4,1.446e-6,2.157e+4
216.38,1.263e+5,1.448e-6,1.263e+5
216.40,6.350e+5,1.451e-6,6.350e+5
216.41,1.345e+6,1.452e-6,1.345e+6
216.43,5.386e+6,1.455e-6,5.386e+6
216.45,1.856e+7,1.458e-6,1.856e+7
216.46,3.256e+7,1.459e-6,3.256e+7
216.48,8.974e+7,1.462e-6,8.974e+7
216.50,2.136e+8,1.465e-6,2.136e+8
216.51,3.122e+8,1.466e-6,3.122e+8
216.53,6.000e+8,1.469e-6,6.000e+8
216.54,7.897e+8,1.470e-6,7.897e+8
216.56,1.237e+9,1.473e-6,1.237e+9
216.58,1.700e+9,1.475e-6,1.700e+9
216.59,1.902e+9,1.477e-6,1.902e+9
216.61,2.172e+9,1.479e-6,2.172e+9
216.63,2.203e+9,1.482e-6,2.203e+9
216.64,2.123e+9,1.484e-6,2.123e+9
216.66,1.807e+9,1.486e-6,1.807e+9
216.68,1.365e+9,1.489e-6,1.365e+9
216.69,1.133e+9,1.490e-6,1.133e+9
216.71,7.102e+8,1.493e-6,7.102e+8
216.73,3.905e+8,1.496e-6,3.905e+8
216.74,2.752e+8,1.497e-6,2.752e+8
216.76,1.232e+8,1.500e-6,1.232e+8
216.78,4.780e+7,1.502e-6,4.780e+7
216.79,2.820e+7,1.504e-6,2.820e+7
216.81,8.791e+6,1.507e-6,8.791e+6
216.83,2.362e+6,1.509e-6,2.362e+6
216.84,1.158e+6,1.511e-6,1.158e+6
216.86,2.498e+5,1.513e-6,2.498e+5
216.88,5.414e+4,1.516e-6,5.414e+4
216.89,3.627e+4,1.517e-6,3.627e+4
216.91,7.285e+4,1.520e-6,7.285e+4
216.93,2.385e+5,1.523e-6,2.385e+5
216.94,4.144e+5,1.524e-6,4.144e+5
216.96,1.119e+6,1.527e-6,1.119e+6
216.97,1.735e+6,1.528e-6,1.735e+6
216.99,3.726e+6,1.531e-6,3.726e+6
217.01,6.865e+6,1.534e-6,6.865e+6
217.02,8.799e+6,1.535e-6,8.799e+6
217.04,1.289e+7,1.538e-6,1.289e+7
217.06,1.621e+7,1.540e-6,1.621e+7
217.07,1.717e+7,1.542e-6,1.717e+7
217.09,1.717e+7,1.544e-6,1.717e+7
217.11,1.474e+7,1.547e-6,1.474e+7
217.12,1.289e+7,1.548e-6,1.289e+7
217.14,8.799e+6,1.551e-6,8.799e+6
217.16,5.155e+6,1.554e-6,5.155e+6
217.17,3.726e+6,1.555e-6,3.726e+6
217.19,1.735e+6,1.558e-6,1.735e+6
217.21,6.939e+5,1.561e-6,6.939e+5
217.22,4.143e+5,1.562e-6,4.143e+5
217.24,1.317e+5,1.565e-6,1.317e+5
217.26,3.594e+4,1.567e-6,3.594e+4
217.27,1.773e+4,1.569e-6,1.773e+4
217.29,3.847e+3,1.571e-6,3.847e+3
217.31,7.166e+2,1.574e-6,7.166e+2
217.32,2.920e+2,1.576e-6,2.920e+2
217.34,4.325e+1,1.578e-6,4.325e+1
217.36,5.497e+0,1.581e-6,5.497e+0
217.37,1.851e+0,1.582e-6,1.851e+0
217.39,1.871e-1,1.585e-6,1.871e-1
217.41,1.623e-2,1.588e-6,1.623e-2
217.42,4.514e-3,1.589e-6,4.514e-3
217.44,3.114e-4,1.592e-6,3.114e-4
217.45,7.724e-5,1.593e-6,7.724e-5
217.47,4.237e-6,1.596e-6,4.237e-6
217.49,1.995e-7,1.599e-6,1.995e-7
217.50,4.088e-8,1.600e-6,4.088e-8
217.52,1.531e-9,1.603e-6,1.531e-9
217.54,4.919e-11,1.605e-6,4.919e-11
218.22,1.024e-8,1.697e-6,1.024e-8
218.23,5.677e-8,1.699e-6,5.677e-8
218.25,1.558e-6,1.701e-6,1.558e-6
218.27,3.680e-5,1.704e-6,3.680e-5
218.28,1.690e-4,1.705e-6,1.690e-4
218.30,3.185e-3,1.708e-6,3.185e-3
218.31,1.306e-2,1.710e-6,1.306e-2
218.33,1.964e-1,1.712e-6,1.964e-1
218.35,2.539e+0,1.715e-6,2.539e+0
218.36,8.630e+0,1.716e-6,8.630e+0
218.38,8.904e+1,1.719e-6,8.904e+1
218.40,7.902e+2,1.722e-6,7.902e+2
218.41,2.225e+3,1.723e-6,2.225e+3
218.43,1.575e+4,1.726e-6,1.575e+4
218.45,9.595e+4,1.728e-6,9.595e+4
