Wavelength (nm),Sum(calc),Ag I (2.3e-1),Ag II (7.7e-1)
201.44,2.725e+4,,2.725e+4
201.46,9.417e+4,,9.417e+4
201.47,1.638e+5,,1.638e+5
201.49,4.341e+5,,4.341e+5
201.51,9.634e+5,,9.634e+5
201.52,1.343e+6,,1.343e+6
201.54,2.285e+6,,2.285e+6
201.56,3.257e+6,,3.257e+6
201.57,3.638e+6,,3.638e+6
201.59,3.975e+6,,3.975e+6
201.61,3.638e+6,,3.638e+6
201.62,3.257e+6,,3.257e+6
201.64,2.285e+6,,2.285e+6
201.66,1.343e+6,,1.343e+6
201.67,9.634e+5,,9.634e+5
201.69,4.341e+5,,4.341e+5
201.71,1.638e+5,,1.638e+5
201.72,9.417e+4,,9.417e+4
201.74,2.725e+4,,2.725e+4
201.76,6.603e+3,,6.603e+3
201.77,3.042e+3,,3.042e+3
201.79,5.651e+2,,5.651e+2
201.81,8.795e+1,,8.795e+1
201.82,3.246e+1,,3.246e+1
201.84,3.873e+0,,3.873e+0
201.85,1.252e+0,,1.252e+0
201.87,1.145e-1,,1.145e-1
201.89,8.772e-3,,8.772e-3
201.90,2.272e-3,,2.272e-3
201.92,1.334e-4,,1.334e-4
201.94,6.565e-6,,6.565e-6
201.95,1.363e-6,,1.363e-6
201.97,5.139e-8,,5.139e-8
201.99,1.624e-9,,1.624e-9
202.00,2.700e-10,,2.700e-10
202.96,9.277e-12,,9.277e-12
202.98,3.587e-10,,3.587e-10
203.00,1.165e-8,,1.165e-8
203.01,6.223e-8,,6.223e-8
203.03,1.557e-6,,1.557e-6
203.05,3.274e-5,,3.274e-5
203.06,1.407e-4,,1.407e-4
203.08,2.278e-3,,2.278e-3
203.10,3.100e-2,,3.100e-2
203.11,1.071e-1,,1.071e-1
203.13,1.123e+0,,1.123e+0
203.15,9.889e+0,,9.889e+0
203.16,2.749e+1,,2.749e+1
203.18,1.865e+2,,1.865e+2
203.19,4.551e+2,,4.551e+2
203.21,2.378e+3,,2.378e+3
203.23,1.044e+4,,1.044e+4
203.24,2.049e+4,,2.049e+4
203.26,6.929e+4,,6.929e+4
203.28,1.969e+5,,1.969e+5
203.29,3.109e+5,,3.109e+5
203.31,6.803e+5,,6.803e+5
203.33,1.251e+6,,1.251e+6
203.34,1.589e+6,,1.589e+6
203.36,2.251e+6,,2.251e+6
203.38,2.679e+6,,2.679e+6
203.39,2.738e+6,,2.738e+6
203.41,2.510e+6,,2.510e+6
203.43,1.933e+6,,1.933e+6
203.44,1.589e+6,,1.589e+6
203.46,9.429e+5,,9.429e+5
203.48,4.700e+5,,4.700e+5
203.49,3.109e+5,,3.109e+5
203.51,1.194e+5,,1.194e+5
203.53,3.851e+4,,3.851e+4
203.54,2.049e+4,,2.049e+4
203.56,5.092e+3,,5.092e+3
203.58,1.063e+3,,1.063e+3
203.59,4.551e+2,,4.551e+2
203.61,7.318e+1,,7.318e+1
203.62,2.749e+1,,2.749e+1
203.64,3.406e+0,,3.406e+0
203.66,3.545e-1,,3.545e-1
203.67,1.071e-1,,1.071e-1
203.69,8.588e-3,,8.588e-3
203.71,5.785e-4,,5.785e-4
203.72,1.407e-4,,1.407e-4
203.74,7.298e-6,,7.298e-6
203.76,3.181e-7,,3.181e-7
203.77,6.223e-8,,6.223e-8
203.79,2.090e-9,,2.090e-9
203.81,5.896e-11,,5.896e-11
205.68,1.534e-10,1.534e-10,1.408e-10
205.69,9.690e-10,9.690e-10,1.412e-10
205.71,3.404e-8,3.404e-8,1.421e-10
205.73,1.009e-6,1.009e-6,1.430e-10
205.74,5.158e-6,5.158e-6,1.434e-10
205.76,1.186e-4,1.186e-4,1.443e-10
205.78,2.302e-3,2.302e-3,1.452e-10
205.79,9.518e-3,9.518e-3,1.456e-10
205.81,1.433e-1,1.433e-1,1.465e-10
205.83,1.821e+0,1.821e+0,1.474e-10
205.84,6.090e+0,6.090e+0,1.478e-10
205.86,6.002e+1,6.002e+1,1.487e-10
205.87,1.768e+2,1.768e+2,1.491e-10
205.89,1.351e+3,1.351e+3,1.500e-10
205.91,8.717e+3,8.717e+3,1.509e-10
205.92,2.078e+4,2.078e+4,1.513e-10
205.94,1.039e+5,1.039e+5,1.522e-10
205.96,4.389e+5,4.389e+5,1.530e-10
205.97,8.465e+5,8.465e+5,1.535e-10
205.99,2.772e+6,2.772e+6,1.544e-10
206.01,7.664e+6,7.664e+6,1.552e-10
206.02,1.196e+7,1.196e+7,1.557e-10
206.04,2.564e+7,2.564e+7,1.566e-10
206.06,4.640e+7,4.640e+7,1.574e-10
206.07,5.857e+7,5.857e+7,1.579e-10
206.09,8.220e+7,8.220e+7,1.587e-10
206.11,9.738e+7,9.738e+7,1.596e-10
206.12,9.947e+7,9.947e+7,1.601e-10
206.14,9.139e+7,9.139e+7,1.609e-10
206.16,7.087e+7,7.087e+7,1.618e-10
206.17,5.857e+7,5.857e+7,9.715e-10
206.19,3.523e+7,3.523e+7,3.086e-8
206.21,1.788e+7,1.788e+7,8.280e-7
206.22,1.196e+7,1.196e+7,4.026e-6
206.24,4.708e+6,4.708e+6,8.387e-5
206.26,1.565e+6,1.565e+6,1.476e-3
206.27,8.465e+5,8.465e+5,5.813e-3
206.29,2.182e+5,2.182e+5,7.943e-2
206.30,1.039e+5,1.039e+5,2.756e-1
206.32,2.078e+4,2.078e+4,2.924e+0
206.34,3.532e+3,3.505e+3,2.621e+1
206.35,1.425e+3,1.351e+3,7.366e+1
206.37,6.894e+2,1.768e+2,5.126e+2
206.39,3.033e+3,1.953e+1,3.013e+3
206.40,6.864e+3,6.090e+0,6.858e+3
206.42,3.130e+4,5.217e-1,3.130e+4
206.44,1.207e+5,3.772e-2,1.207e+5
206.45,2.225e+5,9.518e-3,2.225e+5
206.47,6.660e+5,5.337e-4,6.660e+5
206.49,1.684e+6,2.526e-5,1.684e+6
206.50,2.515e+6,5.158e-6,2.515e+6
206.52,4.938e+6,1.893e-7,4.938e+6
206.54,8.190e+6,5.866e-9,8.190e+6
206.55,9.902e+6,6.044e-9,9.902e+6
206.57,1.275e+7,6.399e-9,1.275e+7
206.59,1.388e+7,6.755e-9,1.388e+7
206.60,1.359e+7,6.933e-9,1.359e+7
206.62,1.148e+7,7.288e-9,1.148e+7
206.64,8.190e+6,7.644e-9,8.190e+6
206.65,6.495e+6,7.821e-9,6.495e+6
206.67,3.599e+6,8.177e-9,3.599e+6
206.69,1.684e+6,8.532e-9,1.684e+6
206.70,1.082e+6,8.710e-9,1.082e+6
206.72,3.931e+5,9.066e-9,3.931e+5
206.73,2.225e+5,9.243e-9,2.225e+5
206.75,6.278e+4,9.599e-9,6.278e+4
206.77,1.496e+4,9.954e-9,1.496e+4
206.78,6.858e+3,1.013e-8,6.858e+3
206.80,1.269e+3,1.049e-8,1.269e+3
206.82,1.984e+2,1.084e-8,1.984e+2
206.83,7.366e+1,1.102e-8,7.366e+1
206.85,8.941e+0,1.138e-8,8.941e+0
206.87,9.169e-1,1.173e-8,9.169e-1
206.88,2.756e-1,1.191e-8,2.756e-1
206.90,2.195e-2,1.227e-8,2.195e-2
206.92,1.476e-3,1.262e-8,1.476e-3
206.93,3.594e-4,1.280e-8,3.594e-4
206.95,1.877e-5,1.315e-8,1.877e-5
206.97,8.280e-7,1.351e-8,8.280e-7
206.98,1.632e-7,1.369e-8,1.632e-7
207.00,5.592e-9,1.404e-8,5.592e-9
207.02,1.618e-10,1.440e-8,1.618e-10
207.12,2.196e-13,1.618e-8,2.196e-13
207.13,1.296e-12,1.635e-8,1.296e-12
207.15,3.988e-11,1.671e-8,3.988e-11
207.17,1.038e-9,1.706e-8,1.038e-9
207.18,4.974e-9,1.724e-8,4.974e-9
207.20,1.008e-7,1.760e-8,1.008e-7
207.21,4.259e-7,1.778e-8,4.259e-7
207.23,6.714e-6,1.813e-8,6.714e-6
207.25,8.955e-5,1.849e-8,8.955e-5
207.26,3.072e-4,1.866e-8,3.072e-4
207.28,3.189e-3,1.902e-8,3.189e-3
207.30,2.800e-2,1.938e-8,2.800e-2
207.31,7.795e-2,1.955e-8,7.795e-2
207.33,5.328e-1,1.991e-8,5.328e-1
207.35,3.081e+0,2.026e-8,3.081e+0
207.36,6.959e+0,2.044e-8,6.959e+0
207.38,3.132e+1,2.080e-8,3.132e+1
207.40,1.193e+2,2.115e-8,1.193e+2
207.41,2.186e+2,2.133e-8,2.186e+2
207.43,6.478e+2,2.169e-8,6.478e+2
207.45,1.624e+3,2.204e-8,1.624e+3
207.46,2.416e+3,2.222e-8,2.416e+3
207.48,4.714e+3,2.257e-8,4.714e+3
207.50,7.783e+3,2.293e-8,7.783e+3
207.51,9.394e+3,2.311e-8,9.394e+3
207.53,1.207e+4,2.346e-8,1.207e+4
207.55,1.312e+4,2.382e-8,1.312e+4
207.56,1.285e+4,2.400e-8,1.285e+4
207.58,1.087e+4,2.435e-8,1.087e+4
207.60,7.783e+3,2.471e-8,7.783e+3
207.61,6.185e+3,2.489e-8,6.185e+3
207.63,3.446e+3,2.524e-8,3.446e+3
207.64,2.416e+3,2.542e-8,2.416e+3
207.66,1.047e+3,2.577e-8,1.047e+3
207.68,3.843e+2,2.613e-8,3.843e+2
207.69,2.186e+2,2.631e-8,2.186e+2
207.71,6.241e+1,2.666e-8,6.241e+1
207.73,1.508e+1,2.702e-8,1.508e+1
207.74,6.959e+0,2.720e-8,6.959e+0
207.76,1.308e+0,2.755e-8,1.308e+0
207.78,2.081e-1,2.791e-8,2.081e-1
207.79,7.795e-2,2.809e-8,7.795e-2
207.81,9.649e-3,2.844e-8,9.649e-3
207.83,1.011e-3,2.880e-8,1.011e-3
207.84,3.072e-4,2.897e-8,3.072e-4
207.86,2.504e-5,2.933e-8,2.504e-5
207.88,1.727e-6,2.968e-8,1.727e-6
207.89,4.259e-7,2.986e-8,4.259e-7
207.91,2.286e-8,3.022e-8,2.286e-8
207.93,1.038e-9,3.057e-8,1.038e-9
207.94,2.078e-10,3.075e-8,2.078e-10
207.96,7.343e-12,3.111e-8,7.343e-12
207.98,2.196e-13,3.146e-8,2.196e-13
210.94,1.582e-9,8.408e-8,1.582e-9
210.95,9.124e-9,8.426e-8,9.124e-9
210.97,2.690e-7,8.461e-8,2.690e-7
210.99,6.752e-6,8.497e-8,6.752e-6
211.00,3.184e-5,8.514e-8,3.184e-5
211.02,6.275e-4,8.550e-8,6.275e-4
211.04,1.053e-2,8.585e-8,1.053e-2
211.05,4.059e-2,8.603e-8,4.059e-2
211.07,5.346e-1,8.639e-8,5.346e-1
211.09,5.995e+0,8.674e-8,5.995e+0
211.10,1.890e+1,8.692e-8,1.890e+1
211.12,1.664e+2,8.728e-8,1.664e+2
211.14,1.247e+3,8.763e-8,1.247e+3
211.15,3.214e+3,8.781e-8,3.214e+3
211.17,1.892e+4,8.817e-8,1.892e+4
211.19,9.476e+4,8.852e-8,9.476e+4
211.20,1.997e+5,8.870e-8,1.997e+5
211.22,7.855e+5,8.905e-8,7.855e+5
211.23,1.467e+6,8.923e-8,1.467e+6
211.25,4.531e+6,8.959e-8,4.531e+6
211.27,1.191e+7,8.994e-8,1.191e+7
211.28,1.819e+7,9.012e-8,1.819e+7
211.30,3.755e+7,9.048e-8,3.755e+7
211.32,6.601e+7,9.083e-8,6.601e+7
211.33,8.238e+7,9.101e-8,8.238e+7
211.35,1.137e+8,9.137e-8,1.137e+8
211.37,1.336e+8,9.172e-8,1.336e+8
211.38,1.363e+8,9.190e-8,1.363e+8
211.40,1.258e+8,9.225e-8,1.258e+8
211.42,9.875e+7,9.261e-8,9.875e+7
211.43,8.238e+7,9.279e-8,8.238e+7
211.45,5.080e+7,9.314e-8,5.080e+7
211.47,2.667e+7,9.350e-8,2.667e+7
211.48,1.819e+7,9.368e-8,1.819e+7
211.50,7.496e+6,9.403e-8,7.496e+6
211.52,2.630e+6,9.439e-8,2.630e+6
211.53,1.467e+6,9.456e-8,1.467e+6
211.55,4.041e+5,9.492e-8,4.041e+5
211.57,9.476e+4,9.528e-8,9.476e+4
211.58,4.320e+4,9.545e-8,4.320e+4
211.60,7.956e+3,9.581e-8,7.956e+3
211.62,1.247e+3,9.616e-8,1.247e+3
211.63,4.648e+2,9.634e-8,4.648e+2
211.65,5.721e+1,9.670e-8,5.721e+1
211.66,1.890e+1,9.688e-8,1.890e+1
211.68,1.827e+0,9.723e-8,1.827e+0
211.70,1.519e-1,9.759e-8,1.519e-1
211.71,4.655e-2,9.776e-8,4.655e-2
211.73,7.990e-2,9.812e-8,7.990e-2
211.75,8.536e-1,9.848e-8,8.536e-1
211.76,2.671e+0,9.865e-8,2.671e+0
211.78,2.320e+1,9.901e-8,2.320e+1
211.80,1.717e+2,9.936e-8,1.717e+2
211.81,4.400e+2,9.954e-8,4.400e+2
211.83,2.561e+3,9.990e-8,2.561e+3
211.85,1.270e+4,1.003e-7,1.270e+4
211.86,2.664e+4,1.004e-7,2.664e+4
211.88,1.039e+5,1.008e-7,1.039e+5
211.90,3.454e+5,1.011e-7,3.454e+5
211.91,5.929e+5,1.013e-7,5.929e+5
211.93,1.550e+6,1.017e-7,1.550e+6
211.95,3.451e+6,1.020e-7,3.451e+6
211.96,4.851e+6,1.022e-7,4.851e+6
211.98,8.496e+6,1.026e-7,8.496e+6
212.00,1.268e+7,1.029e-7,1.268e+7
212.01,1.459e+7,1.031e-7,1.459e+7
212.03,1.712e+7,1.035e-7,1.712e+7
212.05,1.713e+7,1.038e-7,1.713e+7
212.06,1.613e+7,1.040e-7,1.613e+7
212.08,1.269e+7,1.043e-7,1.269e+7
212.09,1.060e+7,1.045e-7,1.060e+7
212.11,6.558e+6,1.049e-7,6.558e+6
212.13,3.458e+6,1.052e-7,3.458e+6
212.14,2.365e+6,1.054e-7,2.365e+6
212.16,9.810e+5,1.058e-7,9.810e+5
212.18,3.469e+5,1.061e-7,3.469e+5
212.19,1.943e+5,1.063e-7,1.943e+5
212.21,5.406e+4,1.067e-7,5.406e+4
212.23,1.283e+4,1.070e-7,1.283e+4
212.24,5.887e+3,1.072e-7,5.887e+3
212.26,1.100e+3,1.075e-7,1.100e+3
212.28,1.756e+2,1.079e-7,1.756e+2
212.29,6.626e+1,1.081e-7,6.626e+1
212.31,9.597e+0,1.084e-7,9.597e+0
212.33,8.277e+0,1.088e-7,8.277e+0
212.34,1.698e+1,1.090e-7,1.698e+1
212.36,7.597e+1,1.093e-7,7.597e+1
212.38,2.944e+2,1.097e-7,2.944e+2
212.39,5.459e+2,1.099e-7,5.459e+2
212.41,1.666e+3,1.102e-7,1.666e+3
212.43,4.335e+3,1.106e-7,4.335e+3
212.44,6.586e+3,1.107e-7,6.586e+3
212.46,1.349e+4,1.111e-7,1.349e+4
212.48,2.357e+4,1.115e-7,2.357e+4
212.49,2.935e+4,1.116e-7,2.935e+4
212.51,4.037e+4,1.120e-7,4.037e+4
212.52,4.459e+4,1.122e-7,4.459e+4
212.54,4.829e+4,1.125e-7,4.829e+4
212.56,4.459e+4,1.129e-7,4.459e+4
212.57,4.037e+4,1.131e-7,4.037e+4
212.59,2.935e+4,1.134e-7,2.935e+4
212.61,1.819e+4,1.138e-7,1.819e+4
212.62,1.349e+4,1.139e-7,1.349e+4
212.64,6.586e+3,1.143e-7,6.586e+3
212.66,2.741e+3,1.147e-7,2.741e+3
212.67,1.666e+3,1.148e-7,1.666e+3
212.69,5.470e+2,1.152e-7,5.470e+2
212.71,1.582e+2,1.155e-7,1.582e+2
212.72,8.785e+1,1.157e-7,8.785e+1
212.74,6.262e+1,1.161e-7,6.262e+1
212.76,1.543e+2,1.164e-7,1.543e+2
212.77,2.596e+2,1.166e-7,2.596e+2
212.79,6.701e+2,1.170e-7,6.701e+2
212.81,1.482e+3,1.173e-7,1.482e+3
212.82,2.078e+3,1.175e-7,2.078e+3
212.84,3.622e+3,1.179e-7,3.622e+3
212.86,5.388e+3,1.182e-7,5.388e+3
212.87,6.192e+3,1.184e-7,6.192e+3
212.89,7.258e+3,1.187e-7,7.258e+3
212.91,7.258e+3,1.191e-7,7.258e+3
212.92,6.838e+3,1.193e-7,6.838e+3
212.94,5.388e+3,1.196e-7,5.388e+3
212.96,3.622e+3,1.200e-7,3.622e+3
212.97,2.798e+3,1.202e-7,2.798e+3
212.99,1.482e+3,1.205e-7,1.482e+3
213.00,1.017e+3,1.207e-7,1.017e+3
213.02,4.243e+2,1.211e-7,4.243e+2
213.04,1.511e+2,1.214e-7,1.511e+2
213.05,8.497e+1,1.216e-7,8.497e+1
213.07,2.384e+1,1.219e-7,2.384e+1
213.09,5.708e+0,1.223e-7,5.708e+0
213.10,2.632e+0,1.225e-7,2.632e+0
213.12,4.964e-1,1.228e-7,4.964e-1
213.14,7.990e-2,1.232e-7,7.990e-2
213.15,3.020e-2,1.234e-7,3.020e-2
213.17,3.830e-3,1.237e-7,3.830e-3
213.19,4.144e-4,1.241e-7,4.144e-4
213.20,1.284e-4,1.242e-7,1.284e-4
213.22,1.095e-5,1.246e-7,1.095e-5
213.24,7.965e-7,1.250e-7,7.965e-7
213.25,2.024e-7,1.251e-7,2.024e-7
213.27,1.160e-8,1.255e-7,1.160e-8
213.29,5.672e-10,1.258e-7,5.672e-10
213.30,1.182e-10,1.260e-7,1.182e-10
213.32,4.553e-12,1.264e-7,4.553e-12
213.34,1.497e-13,1.267e-7,1.497e-13
213.35,2.557e-14,1.269e-7,2.557e-14
214.10,1.242e-13,1.402e-7,1.242e-13
214.11,2.306e-10,1.404e-7,2.306e-10
214.13,7.200e-9,1.408e-7,7.200e-9
214.15,1.922e-7,1.411e-7,1.922e-7
214.16,9.361e-7,1.413e-7,9.361e-7
214.18,1.976e-5,1.417e-7,1.976e-5
214.20,3.567e-4,1.420e-7,3.567e-4
214.21,1.429e-3,1.422e-7,1.429e-3
214.23,2.041e-2,1.426e-7,2.041e-2
214.25,2.492e-1,1.429e-7,2.492e-1
214.26,8.211e-1,1.431e-7,8.211e-1
214.28,7.930e+0,1.434e-7,7.930e+0
214.30,6.549e+1,1.438e-7,6.549e+1
214.31,1.775e+2,1.440e-7,1.775e+2
214.33,1.160e+3,1.443e-7,1.160e+3
214.34,2.795e+3,1.445e-7,2.795e+3
214.36,1.444e+4,1.449e-7,1.444e+4
214.38,6.380e+4,1.452e-7,6.380e+4
214.39,1.265e+5,1.454e-7,1.265e+5
214.41,4.420e+5,1.458e-7,4.420e+5
214.43,1.321e+6,1.461e-7,1.321e+6
214.44,2.154e+6,1.463e-7,2.154e+6
214.46,5.091e+6,1.466e-7,5.091e+6
214.48,1.029e+7,1.470e-7,1.029e+7
214.49,1.380e+7,1.472e-7,1.380e+7
214.51,2.207e+7,1.475e-7,2.207e+7
214.53,3.018e+7,1.479e-7,3.018e+7
214.54,3.328e+7,1.481e-7,3.328e+7
214.56,3.600e+7,1.484e-7,3.600e+7
214.58,3.330e+7,1.488e-7,3.330e+7
214.59,3.020e+7,1.490e-7,3.020e+7
214.61,2.209e+7,1.493e-7,2.209e+7
214.63,1.382e+7,1.497e-7,1.382e+7
214.64,1.031e+7,1.498e-7,1.031e+7
214.66,5.104e+6,1.502e-7,5.104e+6
214.68,2.160e+6,1.506e-7,2.160e+6
214.69,1.325e+6,1.507e-7,1.325e+6
214.71,4.436e+5,1.511e-7,4.436e+5
214.73,1.270e+5,1.514e-7,1.270e+5
214.74,6.409e+4,1.516e-7,6.409e+4
214.76,1.451e+4,1.520e-7,1.451e+4
214.77,6.514e+3,1.522e-7,6.514e+3
214.79,1.167e+3,1.525e-7,1.167e+3
214.81,1.787e+2,1.529e-7,1.787e+2
214.82,6.597e+1,1.530e-7,6.597e+1
214.84,7.993e+0,1.534e-7,7.993e+0
214.86,8.283e-1,1.538e-7,8.283e-1
214.87,2.515e-1,1.539e-7,2.515e-1
214.89,2.061e-2,1.543e-7,2.061e-2
214.91,1.445e-3,1.546e-7,1.445e-3
214.92,3.608e-4,1.548e-7,3.608e-4
214.94,2.001e-5,1.552e-7,2.001e-5
214.96,9.490e-7,1.555e-7,9.490e-7
214.97,1.949e-7,1.557e-7,1.949e-7
214.99,7.313e-9,1.561e-7,7.313e-9
215.01,2.346e-10,1.564e-7,2.346e-10
216.15,2.306e-10,1.767e-7,2.306e-10
216.16,1.271e-9,1.769e-7,1.271e-9
216.18,3.445e-8,1.772e-7,3.445e-8
216.20,8.009e-7,1.776e-7,8.009e-7
216.21,3.645e-6,1.778e-7,3.645e-6
216.23,6.732e-5,1.781e-7,6.732e-5
216.25,1.066e-3,1.785e-7,1.066e-3
216.26,4.007e-3,1.786e-7,4.007e-3
216.28,5.043e-2,1.790e-7,5.043e-2
216.30,5.445e-1,1.794e-7,5.445e-1
216.31,1.689e+0,1.795e-7,1.689e+0
216.33,1.450e+1,1.799e-7,1.450e+1
216.35,1.068e+2,1.802e-7,1.068e+2
216.36,2.736e+2,1.804e-7,2.736e+2
216.38,1.602e+3,1.808e-7,1.602e+3
216.40,8.061e+3,1.811e-7,8.061e+3
216.41,1.708e+4,1.813e-7,1.708e+4
216.43,6.849e+4,1.817e-7,6.849e+4
216.45,2.363e+5,1.820e-7,2.363e+5
216.46,4.151e+5,1.822e-7,4.151e+5
216.48,1.147e+6,1.826e-7,1.147e+6
216.50,2.740e+6,1.829e-7,2.740e+6
216.51,4.015e+6,1.831e-7,4.015e+6
216.53,7.763e+6,1.834e-7,7.763e+6
216.54,1.026e+7,1.836e-7,1.026e+7
216.56,1.620e+7,1.840e-7,1.620e+7
216.58,2.253e+7,1.843e-7,2.253e+7
216.59,2.536e+7,1.845e-7,2.536e+7
216.61,2.938e+7,1.849e-7,2.938e+7
216.63,3.025e+7,1.852e-7,3.025e+7
216.64,2.938e+7,1.854e-7,2.938e+7
216.66,2.537e+7,1.858e-7,2.537e+7
216.68,1.942e+7,1.861e-7,1.942e+7
216.69,1.622e+7,1.863e-7,1.622e+7
216.71,1.027e+7,1.866e-7,1.027e+7
216.73,5.689e+6,1.870e-7,5.689e+6
216.74,4.022e+6,1.872e-7,4.022e+6
216.76,1.809e+6,1.875e-7,1.809e+6
216.78,7.047e+5,1.879e-7,7.047e+5
216.79,4.163e+5,1.881e-7,4.163e+5
216.81,1.301e+5,1.884e-7,1.301e+5
216.83,3.500e+4,1.888e-7,3.500e+4
216.84,1.716e+4,1.890e-7,1.716e+4
216.86,3.684e+3,1.893e-7,3.684e+3
216.88,6.907e+2,1.897e-7,6.907e+2
216.89,3.003e+2,1.898e-7,3.003e+2
216.91,1.391e+2,1.902e-7,1.391e+2
216.93,3.402e+2,1.906e-7,3.402e+2
216.94,5.848e+2,1.907e-7,5.848e+2
216.96,1.574e+3,1.911e-7,1.574e+3
216.97,2.443e+3,1.913e-7,2.443e+3
216.99,5.243e+3,1.916e-7,5.243e+3
217.01,9.661e+3,1.920e-7,9.661e+3
217.02,1.238e+4,1.922e-7,1.238e+4
217.04,1.815e+4,1.925e-7,1.815e+4
217.06,2.282e+4,1.929e-7,2.282e+4
217.07,2.416e+4,1.930e-7,2.416e+4
217.09,2.416e+4,1.934e-7,2.416e+4
217.11,2.074e+4,1.938e-7,2.074e+4
217.12,1.815e+4,1.939e-7,1.815e+4
217.14,1.238e+4,1.943e-7,1.238e+4
217.16,7.255e+3,1.946e-7,7.255e+3
217.17,5.243e+3,1.948e-7,5.243e+3
217.19,2.442e+3,1.952e-7,2.442e+3
217.21,9.766e+2,1.955e-7,9.766e+2
217.22,5.831e+2,1.957e-7,5.831e+2
217.24,1.854e+2,1.961e-7,1.854e+2
217.26,5.059e+1,1.964e-7,5.059e+1
217.27,2.495e+1,1.966e-7,2.495e+1
217.29,5.415e+0,1.970e-7,5.415e+0
217.31,1.008e+0,1.973e-7,1.008e+0
217.32,4.110e-1,1.975e-7,4.110e-1
217.34,6.087e-2,1.978e-7,6.087e-2
217.36,7.737e-3,1.982e-7,7.737e-3
217.37,2.605e-3,1.984e-7,2.605e-3
217.39,2.633e-4,1.987e-7,2.633e-4
217.41,2.284e-5,1.991e-7,2.284e-5
217.42,6.353e-6,1.993e-7,6.353e-6
217.44,4.383e-7,1.996e-7,4.383e-7
217.45,1.087e-7,1.998e-7,1.087e-7
217.47,5.964e-9,2.002e-7,5.964e-9
217.49,2.808e-10,2.005e-7,2.808e-10
217.50,5.754e-11,2.007e-7,5.754e-11
217.52,2.154e-12,2.010e-7,2.154e-12
217.54,6.922e-14,2.014e-7,6.922e-14
218.22,1.557e-10,2.135e-7,1.557e-10
218.23,8.633e-10,2.137e-7,8.633e-10
218.25,2.370e-8,2.140e-7,2.370e-8
218.27,5.597e-7,2.144e-7,5.597e-7
218.28,2.570e-6,2.145e-7,2.570e-6
218.30,4.843e-5,2.149e-7,4.843e-5
218.31,1.987e-4,2.151e-7,1.987e-4
218.33,2.987e-3,2.154e-7,2.987e-3
218.35,3.862e-2,2.158e-7,3.862e-2
218.36,1.312e-1,2.160e-7,1.312e-1
218.38,1.354e+0,2.163e-7,1.354e+0
218.40,1.202e+1,2.167e-7,1.202e+1
218.41,3.383e+1,2.169e-7,3.383e+1
218.43,2.396e+2,2.172e-7,2.396e+2
218.45,1.459e+3,2.176e-7,1.459e+3
