Wavelength (nm),Sum(calc),Ag I (9.7e-1),Ag II (3.3e-2)
213.04,6.479e+0,5.205e-7,6.479e+0
213.05,3.643e+0,5.213e-7,3.643e+0
213.07,1.022e+0,5.228e-7,1.022e+0
213.09,2.448e-1,5.244e-7,2.448e-1
213.10,1.128e-1,5.251e-7,1.128e-1
213.12,2.129e-2,5.266e-7,2.129e-2
213.14,3.426e-3,5.282e-7,3.426e-3
213.15,1.295e-3,5.289e-7,1.295e-3
213.17,1.642e-4,5.305e-7,1.642e-4
213.19,1.777e-5,5.320e-7,1.777e-5
213.20,5.507e-6,5.327e-7,5.507e-6
213.22,4.695e-7,5.343e-7,4.695e-7
213.24,3.415e-8,5.358e-7,3.415e-8
213.25,8.677e-9,5.366e-7,8.677e-9
213.27,4.974e-10,5.381e-7,4.974e-10
213.29,2.432e-11,5.396e-7,2.432e-11
213.30,5.067e-12,5.404e-7,5.067e-12
213.32,1.952e-13,5.419e-7,1.952e-13
213.34,6.418e-15,5.434e-7,6.418e-15
213.35,1.096e-15,5.442e-7,1.096e-15
214.10,5.324e-15,6.013e-7,5.324e-15
214.11,9.887e-12,6.021e-7,9.887e-12
214.13,3.087e-10,6.036e-7,3.087e-10
214.15,8.239e-9,6.051e-7,8.239e-9
214.16,4.014e-8,6.059e-7,4.014e-8
214.18,8.472e-7,6.074e-7,8.472e-7
214.20,1.529e-5,6.090e-7,1.529e-5
214.21,6.128e-5,6.097e-7,6.128e-5
214.23,8.749e-4,6.112e-7,8.749e-4
214.25,1.068e-2,6.128e-7,1.068e-2
214.26,3.521e-2,6.135e-7,3.521e-2
214.28,3.400e-1,6.151e-7,3.400e-1
214.30,2.808e+0,6.166e-7,2.808e+0
214.31,7.611e+0,6.173e-7,7.611e+0
214.33,4.972e+1,6.189e-7,4.972e+1
214.34,1.198e+2,6.196e-7,1.198e+2
214.36,6.191e+2,6.212e-7,6.191e+2
214.38,2.736e+3,6.227e-7,2.736e+3
214.39,5.423e+3,6.234e-7,5.423e+3
214.41,1.895e+4,6.250e-7,1.895e+4
214.43,5.664e+4,6.265e-7,5.664e+4
214.44,9.235e+4,6.272e-7,9.235e+4
214.46,2.183e+5,6.288e-7,2.183e+5
214.48,4.413e+5,6.303e-7,4.413e+5
214.49,5.918e+5,6.311e-7,5.918e+5
214.51,9.462e+5,6.326e-7,9.462e+5
214.53,1.294e+6,6.341e-7,1.294e+6
214.54,1.427e+6,6.349e-7,1.427e+6
214.56,1.543e+6,6.364e-7,1.543e+6
214.58,1.428e+6,6.379e-7,1.428e+6
214.59,1.295e+6,6.387e-7,1.295e+6
214.61,9.473e+5,6.402e-7,9.473e+5
214.63,5.927e+5,6.417e-7,5.927e+5
214.64,4.422e+5,6.425e-7,4.422e+5
214.66,2.188e+5,6.440e-7,2.188e+5
214.68,9.262e+4,6.455e-7,9.262e+4
214.69,5.682e+4,6.463e-7,5.682e+4
214.71,1.902e+4,6.478e-7,1.902e+4
214.73,5.446e+3,6.494e-7,5.446e+3
214.74,2.748e+3,6.501e-7,2.748e+3
214.76,6.223e+2,6.516e-7,6.223e+2
214.77,2.793e+2,6.524e-7,2.793e+2
214.79,5.002e+1,6.539e-7,5.002e+1
214.81,7.663e+0,6.554e-7,7.663e+0
214.82,2.828e+0,6.562e-7,2.828e+0
214.84,3.427e-1,6.577e-7,3.427e-1
214.86,3.551e-2,6.593e-7,3.551e-2
214.87,1.078e-2,6.600e-7,1.078e-2
214.89,8.838e-4,6.615e-7,8.838e-4
214.91,6.196e-5,6.631e-7,6.196e-5
214.92,1.547e-5,6.638e-7,1.547e-5
214.94,8.579e-7,6.654e-7,8.579e-7
214.96,4.069e-8,6.669e-7,4.069e-8
214.97,8.357e-9,6.676e-7,8.357e-9
214.99,3.135e-10,6.692e-7,3.135e-10
215.01,1.006e-11,6.707e-7,1.006e-11
216.15,9.886e-12,7.576e-7,9.886e-12
216.16,5.451e-11,7.583e-7,5.451e-11
216.18,1.477e-9,7.599e-7,1.477e-9
216.20,3.434e-8,7.614e-7,3.434e-8
216.21,1.563e-7,7.621e-7,1.563e-7
216.23,2.886e-6,7.637e-7,2.886e-6
216.25,4.572e-5,7.652e-7,4.572e-5
216.26,1.718e-4,7.660e-7,1.718e-4
216.28,2.162e-3,7.675e-7,2.162e-3
216.30,2.335e-2,7.690e-7,2.335e-2
216.31,7.243e-2,7.698e-7,7.243e-2
216.33,6.215e-1,7.713e-7,6.215e-1
216.35,4.577e+0,7.728e-7,4.577e+0
216.36,1.173e+1,7.736e-7,1.173e+1
216.38,6.871e+1,7.751e-7,6.871e+1
216.40,3.456e+2,7.766e-7,3.456e+2
216.41,7.324e+2,7.774e-7,7.324e+2
216.43,2.936e+3,7.789e-7,2.936e+3
216.45,1.013e+4,7.804e-7,1.013e+4
216.46,1.780e+4,7.812e-7,1.780e+4
216.48,4.918e+4,7.827e-7,4.918e+4
216.50,1.175e+5,7.843e-7,1.175e+5
216.51,1.722e+5,7.850e-7,1.722e+5
216.53,3.329e+5,7.865e-7,3.329e+5
216.54,4.397e+5,7.873e-7,4.397e+5
216.56,6.948e+5,7.888e-7,6.948e+5
216.58,9.661e+5,7.903e-7,9.661e+5
216.59,1.088e+6,7.911e-7,1.088e+6
216.61,1.260e+6,7.926e-7,1.260e+6
216.63,1.297e+6,7.942e-7,1.297e+6
216.64,1.260e+6,7.949e-7,1.260e+6
216.66,1.088e+6,7.964e-7,1.088e+6
216.68,8.328e+5,7.980e-7,8.328e+5
216.69,6.954e+5,7.987e-7,6.954e+5
216.71,4.402e+5,8.003e-7,4.402e+5
216.73,2.439e+5,8.018e-7,2.439e+5
216.74,1.725e+5,8.025e-7,1.725e+5
216.76,7.756e+4,8.041e-7,7.756e+4
216.78,3.021e+4,8.056e-7,3.021e+4
216.79,1.785e+4,8.064e-7,1.785e+4
216.81,5.577e+3,8.079e-7,5.577e+3
216.83,1.501e+3,8.094e-7,1.501e+3
216.84,7.357e+2,8.102e-7,7.357e+2
216.86,1.580e+2,8.117e-7,1.580e+2
216.88,2.961e+1,8.132e-7,2.961e+1
216.89,1.287e+1,8.140e-7,1.287e+1
216.91,5.964e+0,8.155e-7,5.964e+0
216.93,1.459e+1,8.170e-7,1.459e+1
216.94,2.507e+1,8.178e-7,2.507e+1
216.96,6.750e+1,8.193e-7,6.750e+1
216.97,1.047e+2,8.201e-7,1.047e+2
216.99,2.248e+2,8.216e-7,2.248e+2
217.01,4.142e+2,8.231e-7,4.142e+2
217.02,5.310e+2,8.239e-7,5.310e+2
217.04,7.780e+2,8.254e-7,7.780e+2
217.06,9.784e+2,8.269e-7,9.784e+2
217.07,1.036e+3,8.277e-7,1.036e+3
217.09,1.036e+3,8.292e-7,1.036e+3
217.11,8.893e+2,8.307e-7,8.893e+2
217.12,7.780e+2,8.315e-7,7.780e+2
217.14,5.310e+2,8.330e-7,5.310e+2
217.16,3.111e+2,8.346e-7,3.111e+2
217.17,2.248e+2,8.353e-7,2.248e+2
217.19,1.047e+2,8.368e-7,1.047e+2
217.21,4.187e+1,8.384e-7,4.187e+1
217.22,2.500e+1,8.391e-7,2.500e+1
217.24,7.949e+0,8.407e-7,7.949e+0
217.26,2.169e+0,8.422e-7,2.169e+0
217.27,1.070e+0,8.429e-7,1.070e+0
217.29,2.322e-1,8.445e-7,2.322e-1
217.31,4.324e-2,8.460e-7,4.324e-2
217.32,1.762e-2,8.467e-7,1.762e-2
217.34,2.610e-3,8.483e-7,2.610e-3
217.36,3.317e-4,8.498e-7,3.317e-4
217.37,1.117e-4,8.506e-7,1.117e-4
217.39,1.129e-5,8.521e-7,1.129e-5
217.41,9.794e-7,8.536e-7,9.794e-7
217.42,2.724e-7,8.544e-7,2.724e-7
217.44,1.879e-8,8.559e-7,1.879e-8
217.45,4.661e-9,8.567e-7,4.661e-9
217.47,2.557e-10,8.582e-7,2.557e-10
217.49,1.204e-11,8.597e-7,1.204e-11
217.50,2.467e-12,8.605e-7,2.467e-12
217.52,9.236e-14,8.620e-7,9.236e-14
217.54,2.968e-15,8.635e-7,2.968e-15
218.22,6.677e-12,9.153e-7,6.677e-12
218.23,3.702e-11,9.161e-7,3.702e-11
218.25,1.016e-9,9.176e-7,1.016e-9
218.27,2.400e-8,9.192e-7,2.400e-8
218.28,1.102e-7,9.199e-7,1.102e-7
218.30,2.077e-6,9.214e-7,2.077e-6
218.31,8.519e-6,9.222e-7,8.519e-6
218.33,1.281e-4,9.237e-7,1.281e-4
218.35,1.656e-3,9.252e-7,1.656e-3
218.36,5.627e-3,9.260e-7,5.627e-3
218.38,5.806e-2,9.275e-7,5.806e-2
218.40,5.152e-1,9.291e-7,5.152e-1
218.41,1.451e+0,9.298e-7,1.451e+0
218.43,1.027e+1,9.313e-7,1.027e+1
218.45,6.256e+1,9.329e-7,6.256e+1
