Wavelength (nm),Sum(calc),Ag I (8.6e-1),Ag II (1.4e-1)
206.70,1.344e+6,8.310e-8,1.344e+6
206.72,4.885e+5,8.565e-8,4.885e+5
206.73,2.765e+5,8.692e-8,2.765e+5
206.75,7.801e+4,8.947e-8,7.801e+4
206.77,1.859e+4,9.201e-8,1.859e+4
206.78,8.522e+3,9.329e-8,8.522e+3
206.80,1.577e+3,9.583e-8,1.577e+3
206.82,2.466e+2,9.838e-8,2.466e+2
206.83,9.153e+1,9.965e-8,9.153e+1
206.85,1.111e+1,1.022e-7,1.111e+1
206.87,1.139e+0,1.047e-7,1.139e+0
206.88,3.425e-1,1.060e-7,3.425e-1
206.90,2.727e-2,1.086e-7,2.727e-2
206.92,1.834e-3,1.111e-7,1.834e-3
206.93,4.466e-4,1.124e-7,4.466e-4
206.95,2.332e-5,1.149e-7,2.332e-5
206.97,1.029e-6,1.175e-7,1.029e-6
206.98,2.029e-7,1.188e-7,2.029e-7
207.00,6.948e-9,1.213e-7,6.948e-9
207.02,2.011e-10,1.238e-7,2.011e-10
207.12,7.015e-13,1.366e-7,7.015e-13
207.13,4.142e-12,1.379e-7,4.142e-12
207.15,1.274e-10,1.404e-7,1.274e-10
207.17,3.317e-9,1.430e-7,3.317e-9
207.18,1.589e-8,1.442e-7,1.589e-8
207.20,3.219e-7,1.468e-7,3.219e-7
207.21,1.361e-6,1.480e-7,1.361e-6
207.23,2.145e-5,1.506e-7,2.145e-5
207.25,2.861e-4,1.531e-7,2.861e-4
207.26,9.815e-4,1.544e-7,9.815e-4
207.28,1.019e-2,1.570e-7,1.019e-2
207.30,8.948e-2,1.595e-7,8.948e-2
207.31,2.491e-1,1.608e-7,2.491e-1
207.33,1.702e+0,1.633e-7,1.702e+0
207.35,9.844e+0,1.659e-7,9.844e+0
207.36,2.224e+1,1.671e-7,2.224e+1
207.38,1.001e+2,1.697e-7,1.001e+2
207.40,3.811e+2,1.722e-7,3.811e+2
207.41,6.984e+2,1.735e-7,6.984e+2
207.43,2.070e+3,1.761e-7,2.070e+3
207.45,5.190e+3,1.786e-7,5.190e+3
207.46,7.719e+3,1.799e-7,7.719e+3
207.48,1.506e+4,1.824e-7,1.506e+4
207.50,2.487e+4,1.850e-7,2.487e+4
207.51,3.001e+4,1.862e-7,3.001e+4
207.53,3.857e+4,1.888e-7,3.857e+4
207.55,4.193e+4,1.913e-7,4.193e+4
207.56,4.106e+4,1.926e-7,4.106e+4
207.58,3.474e+4,1.952e-7,3.474e+4
207.60,2.487e+4,1.977e-7,2.487e+4
207.61,1.976e+4,1.990e-7,1.976e+4
207.63,1.101e+4,2.015e-7,1.101e+4
207.64,7.719e+3,2.028e-7,7.719e+3
207.66,3.347e+3,2.054e-7,3.347e+3
207.68,1.228e+3,2.079e-7,1.228e+3
207.69,6.984e+2,2.092e-7,6.984e+2
207.71,1.994e+2,2.117e-7,1.994e+2
207.73,4.817e+1,2.143e-7,4.817e+1
207.74,2.224e+1,2.155e-7,2.224e+1
207.76,4.180e+0,2.181e-7,4.180e+0
207.78,6.649e-1,2.206e-7,6.649e-1
207.79,2.491e-1,2.219e-7,2.491e-1
207.81,3.083e-2,2.245e-7,3.083e-2
207.83,3.229e-3,2.270e-7,3.229e-3
207.84,9.815e-4,2.283e-7,9.815e-4
207.86,8.000e-5,2.308e-7,8.000e-5
207.88,5.517e-6,2.334e-7,5.517e-6
207.89,1.361e-6,2.346e-7,1.361e-6
207.91,7.304e-8,2.372e-7,7.304e-8
207.93,3.317e-9,2.397e-7,3.317e-9
207.94,6.638e-10,2.410e-7,6.638e-10
207.96,2.346e-11,2.436e-7,2.346e-11
207.98,7.015e-13,2.461e-7,7.015e-13
210.94,1.853e-9,6.230e-7,1.853e-9
210.95,1.069e-8,6.243e-7,1.069e-8
210.97,3.151e-7,6.269e-7,3.151e-7
210.99,7.908e-6,6.294e-7,7.908e-6
211.00,3.729e-5,6.307e-7,3.729e-5
211.02,7.349e-4,6.332e-7,7.349e-4
211.04,1.233e-2,6.358e-7,1.233e-2
211.05,4.753e-2,6.371e-7,4.753e-2
211.07,6.262e-1,6.396e-7,6.262e-1
211.09,7.021e+0,6.421e-7,7.021e+0
211.10,2.213e+1,6.434e-7,2.213e+1
211.12,1.949e+2,6.460e-7,1.949e+2
211.14,1.461e+3,6.485e-7,1.461e+3
211.15,3.764e+3,6.498e-7,3.764e+3
211.17,2.215e+4,6.523e-7,2.215e+4
211.19,1.110e+5,6.549e-7,1.110e+5
211.20,2.338e+5,6.562e-7,2.338e+5
211.22,9.199e+5,6.587e-7,9.199e+5
211.23,1.718e+6,6.600e-7,1.718e+6
211.25,5.306e+6,6.625e-7,5.306e+6
211.27,1.395e+7,6.651e-7,1.395e+7
211.28,2.130e+7,6.663e-7,2.130e+7
211.30,4.398e+7,6.689e-7,4.398e+7
211.32,7.731e+7,6.714e-7,7.731e+7
211.33,9.648e+7,6.727e-7,9.648e+7
211.35,1.332e+8,6.753e-7,1.332e+8
211.37,1.565e+8,6.778e-7,1.565e+8
211.38,1.596e+8,6.791e-7,1.596e+8
211.40,1.473e+8,6.816e-7,1.473e+8
211.42,1.157e+8,6.842e-7,1.157e+8
211.43,9.648e+7,6.854e-7,9.648e+7
211.45,5.950e+7,6.880e-7,5.950e+7
211.47,3.123e+7,6.905e-7,3.123e+7
211.48,2.130e+7,6.918e-7,2.130e+7
211.50,8.780e+6,6.944e-7,8.780e+6
211.52,3.080e+6,6.969e-7,3.080e+6
211.53,1.718e+6,6.982e-7,1.718e+6
211.55,4.732e+5,7.007e-7,4.732e+5
211.57,1.110e+5,7.033e-7,1.110e+5
211.58,5.059e+4,7.045e-7,5.059e+4
211.60,9.318e+3,7.071e-7,9.318e+3
211.62,1.461e+3,7.096e-7,1.461e+3
211.63,5.444e+2,7.109e-7,5.444e+2
211.65,6.701e+1,7.135e-7,6.701e+1
211.66,2.213e+1,7.147e-7,2.213e+1
211.68,2.140e+0,7.173e-7,2.140e+0
211.70,1.780e-1,7.198e-7,1.780e-1
211.71,5.523e-2,7.211e-7,5.523e-2
211.73,1.029e-1,7.236e-7,1.029e-1
211.75,1.103e+0,7.262e-7,1.103e+0
211.76,3.451e+0,7.275e-7,3.451e+0
211.78,2.998e+1,7.300e-7,2.998e+1
211.80,2.219e+2,7.326e-7,2.219e+2
211.81,5.684e+2,7.338e-7,5.684e+2
211.83,3.309e+3,7.364e-7,3.309e+3
211.85,1.641e+4,7.389e-7,1.641e+4
211.86,3.442e+4,7.402e-7,3.442e+4
211.88,1.342e+5,7.427e-7,1.342e+5
211.90,4.462e+5,7.453e-7,4.462e+5
211.91,7.660e+5,7.466e-7,7.660e+5
211.93,2.002e+6,7.491e-7,2.002e+6
211.95,4.459e+6,7.517e-7,4.459e+6
211.96,6.267e+6,7.529e-7,6.267e+6
211.98,1.098e+7,7.555e-7,1.098e+7
212.00,1.639e+7,7.580e-7,1.639e+7
212.01,1.885e+7,7.593e-7,1.885e+7
212.03,2.213e+7,7.618e-7,2.213e+7
212.05,2.214e+7,7.644e-7,2.214e+7
212.06,2.085e+7,7.657e-7,2.085e+7
212.08,1.641e+7,7.682e-7,1.641e+7
212.09,1.371e+7,7.695e-7,1.371e+7
212.11,8.489e+6,7.720e-7,8.489e+6
212.13,4.480e+6,7.746e-7,4.480e+6
212.14,3.065e+6,7.759e-7,3.065e+6
212.16,1.273e+6,7.784e-7,1.273e+6
212.18,4.509e+5,7.809e-7,4.509e+5
212.19,2.528e+5,7.822e-7,2.528e+5
212.21,7.054e+4,7.848e-7,7.054e+4
212.23,1.680e+4,7.873e-7,1.680e+4
212.24,7.728e+3,7.886e-7,7.728e+3
212.26,1.453e+3,7.911e-7,1.453e+3
212.28,2.339e+2,7.937e-7,2.339e+2
212.29,8.894e+1,7.950e-7,8.894e+1
212.31,1.496e+1,7.975e-7,1.496e+1
212.33,2.255e+1,8.001e-7,2.255e+1
212.34,4.862e+1,8.013e-7,4.862e+1
212.36,2.193e+2,8.039e-7,2.193e+2
212.38,8.498e+2,8.064e-7,8.498e+2
212.39,1.576e+3,8.077e-7,1.576e+3
212.41,4.809e+3,8.102e-7,4.809e+3
212.43,1.251e+4,8.128e-7,1.251e+4
212.44,1.902e+4,8.141e-7,1.902e+4
212.46,3.896e+4,8.166e-7,3.896e+4
212.48,6.805e+4,8.192e-7,6.805e+4
212.49,8.473e+4,8.204e-7,8.473e+4
212.51,1.165e+5,8.230e-7,1.165e+5
212.52,1.287e+5,8.242e-7,1.287e+5
212.54,1.394e+5,8.268e-7,1.394e+5
212.56,1.287e+5,8.293e-7,1.287e+5
212.57,1.165e+5,8.306e-7,1.165e+5
212.59,8.473e+4,8.332e-7,8.473e+4
212.61,5.253e+4,8.357e-7,5.253e+4
212.62,3.896e+4,8.370e-7,3.896e+4
212.64,1.902e+4,8.395e-7,1.902e+4
212.66,7.914e+3,8.421e-7,7.914e+3
212.67,4.810e+3,8.433e-7,4.810e+3
212.69,1.580e+3,8.459e-7,1.580e+3
212.71,4.587e+2,8.484e-7,4.587e+2
212.72,2.576e+2,8.497e-7,2.576e+2
212.74,1.961e+2,8.523e-7,1.961e+2
212.76,4.958e+2,8.548e-7,4.958e+2
212.77,8.357e+2,8.561e-7,8.357e+2
212.79,2.159e+3,8.586e-7,2.159e+3
212.81,4.775e+3,8.612e-7,4.775e+3
212.82,6.692e+3,8.625e-7,6.692e+3
212.84,1.167e+4,8.650e-7,1.167e+4
212.86,1.736e+4,8.675e-7,1.736e+4
212.87,1.994e+4,8.688e-7,1.994e+4
212.89,2.338e+4,8.714e-7,2.338e+4
212.91,2.338e+4,8.739e-7,2.338e+4
212.92,2.203e+4,8.752e-7,2.203e+4
212.94,1.736e+4,8.777e-7,1.736e+4
212.96,1.167e+4,8.803e-7,1.167e+4
212.97,9.014e+3,8.816e-7,9.014e+3
212.99,4.775e+3,8.841e-7,4.775e+3
213.00,3.274e+3,8.854e-7,3.274e+3
213.02,1.367e+3,8.879e-7,1.367e+3
213.04,4.868e+2,8.905e-7,4.868e+2
213.05,2.737e+2,8.917e-7,2.737e+2
213.07,7.680e+1,8.943e-7,7.680e+1
213.09,1.839e+1,8.968e-7,1.839e+1
213.10,8.476e+0,8.981e-7,8.476e+0
213.12,1.599e+0,9.007e-7,1.599e+0
213.14,2.574e-1,9.032e-7,2.574e-1
213.15,9.728e-2,9.045e-7,9.728e-2
213.17,1.234e-2,9.070e-7,1.234e-2
213.19,1.335e-3,9.096e-7,1.335e-3
213.20,4.137e-4,9.108e-7,4.137e-4
213.22,3.527e-5,9.134e-7,3.527e-5
213.24,2.565e-6,9.159e-7,2.565e-6
213.25,6.519e-7,9.172e-7,6.519e-7
213.27,3.736e-8,9.198e-7,3.736e-8
213.29,1.827e-9,9.223e-7,1.827e-9
213.30,3.806e-10,9.236e-7,3.806e-10
213.32,1.467e-11,9.261e-7,1.467e-11
213.34,4.821e-13,9.287e-7,4.821e-13
213.35,8.236e-14,9.299e-7,8.236e-14
214.10,3.550e-13,1.025e-6,3.550e-13
214.11,2.954e-10,1.027e-6,2.954e-10
214.13,9.228e-9,1.029e-6,9.228e-9
214.15,2.462e-7,1.032e-6,2.462e-7
214.16,1.199e-6,1.033e-6,1.199e-6
214.18,2.531e-5,1.036e-6,2.531e-5
214.20,4.569e-4,1.038e-6,4.569e-4
214.21,1.831e-3,1.039e-6,1.831e-3
214.23,2.613e-2,1.042e-6,2.613e-2
214.25,3.191e-1,1.045e-6,3.191e-1
214.26,1.051e+0,1.046e-6,1.051e+0
214.28,1.015e+1,1.048e-6,1.015e+1
214.30,8.386e+1,1.051e-6,8.386e+1
214.31,2.273e+2,1.052e-6,2.273e+2
214.33,1.485e+3,1.055e-6,1.485e+3
214.34,3.579e+3,1.056e-6,3.579e+3
214.36,1.849e+4,1.059e-6,1.849e+4
214.38,8.170e+4,1.061e-6,8.170e+4
214.39,1.620e+5,1.062e-6,1.620e+5
214.41,5.661e+5,1.065e-6,5.661e+5
214.43,1.692e+6,1.067e-6,1.692e+6
214.44,2.759e+6,1.069e-6,2.759e+6
214.46,6.523e+6,1.071e-6,6.523e+6
214.48,1.319e+7,1.074e-6,1.319e+7
214.49,1.769e+7,1.075e-6,1.769e+7
214.51,2.828e+7,1.078e-6,2.828e+7
214.53,3.869e+7,1.080e-6,3.869e+7
214.54,4.267e+7,1.081e-6,4.267e+7
214.56,4.616e+7,1.084e-6,4.616e+7
214.58,4.272e+7,1.087e-6,4.272e+7
214.59,3.875e+7,1.088e-6,3.875e+7
214.61,2.836e+7,1.090e-6,2.836e+7
214.63,1.775e+7,1.093e-6,1.775e+7
214.64,1.324e+7,1.094e-6,1.324e+7
214.66,6.558e+6,1.097e-6,6.558e+6
214.68,2.777e+6,1.099e-6,2.777e+6
214.69,1.704e+6,1.101e-6,1.704e+6
214.71,5.708e+5,1.103e-6,5.708e+5
214.73,1.635e+5,1.106e-6,1.635e+5
214.74,8.254e+4,1.107e-6,8.254e+4
214.76,1.870e+4,1.110e-6,1.870e+4
214.77,8.397e+3,1.111e-6,8.397e+3
214.79,1.505e+3,1.113e-6,1.505e+3
214.81,2.308e+2,1.116e-6,2.308e+2
214.82,8.521e+1,1.117e-6,8.521e+1
214.84,1.033e+1,1.120e-6,1.033e+1
214.86,1.072e+0,1.122e-6,1.072e+0
214.87,3.256e-1,1.124e-6,3.256e-1
214.89,2.672e-2,1.126e-6,2.672e-2
214.91,1.876e-3,1.129e-6,1.876e-3
214.92,4.687e-4,1.130e-6,4.687e-4
214.94,2.603e-5,1.132e-6,2.603e-5
214.96,1.236e-6,1.135e-6,1.236e-6
214.97,2.541e-7,1.136e-6,2.541e-7
214.99,9.550e-9,1.139e-6,9.550e-9
215.01,3.069e-10,1.141e-6,3.069e-10
216.15,2.914e-10,1.287e-6,2.914e-10
216.16,1.607e-9,1.288e-6,1.607e-9
216.18,4.353e-8,1.290e-6,4.353e-8
216.20,1.012e-6,1.293e-6,1.012e-6
216.21,4.607e-6,1.294e-6,4.607e-6
216.23,8.507e-5,1.297e-6,8.507e-5
216.25,1.348e-3,1.299e-6,1.348e-3
216.26,5.063e-3,1.301e-6,5.063e-3
216.28,6.372e-2,1.303e-6,6.372e-2
216.30,6.880e-1,1.306e-6,6.880e-1
216.31,2.134e+0,1.307e-6,2.134e+0
216.33,1.832e+1,1.309e-6,1.832e+1
216.35,1.349e+2,1.312e-6,1.349e+2
216.36,3.456e+2,1.313e-6,3.456e+2
216.38,2.024e+3,1.316e-6,2.024e+3
216.40,1.018e+4,1.318e-6,1.018e+4
216.41,2.156e+4,1.320e-6,2.156e+4
216.43,8.642e+4,1.322e-6,8.642e+4
216.45,2.980e+5,1.325e-6,2.980e+5
216.46,5.232e+5,1.326e-6,5.232e+5
216.48,1.444e+6,1.329e-6,1.444e+6
216.50,3.445e+6,1.331e-6,3.445e+6
216.51,5.042e+6,1.332e-6,5.042e+6
216.53,9.722e+6,1.335e-6,9.722e+6
216.54,1.282e+7,1.336e-6,1.282e+7
216.56,2.018e+7,1.339e-6,2.018e+7
216.58,2.793e+7,1.341e-6,2.793e+7
216.59,3.135e+7,1.343e-6,3.135e+7
216.61,3.610e+7,1.345e-6,3.610e+7
216.63,3.694e+7,1.348e-6,3.694e+7
216.64,3.577e+7,1.349e-6,3.577e+7
216.66,3.070e+7,1.351e-6,3.070e+7
216.68,2.337e+7,1.354e-6,2.337e+7
216.69,1.947e+7,1.355e-6,1.947e+7
216.71,1.228e+7,1.358e-6,1.228e+7
216.73,6.781e+6,1.360e-6,6.781e+6
216.74,4.788e+6,1.362e-6,4.788e+6
216.76,2.149e+6,1.364e-6,2.149e+6
216.78,8.359e+5,1.367e-6,8.359e+5
216.79,4.936e+5,1.368e-6,4.936e+5
216.81,1.541e+5,1.371e-6,1.541e+5
216.83,4.143e+4,1.373e-6,4.143e+4
216.84,2.031e+4,1.374e-6,2.031e+4
216.86,4.364e+3,1.377e-6,4.364e+3
216.88,8.404e+2,1.379e-6,8.404e+2
216.89,4.044e+2,1.381e-6,4.044e+2
216.91,3.594e+2,1.383e-6,3.594e+2
216.93,1.064e+3,1.386e-6,1.064e+3
216.94,1.843e+3,1.387e-6,1.843e+3
216.96,4.970e+3,1.390e-6,4.970e+3
216.97,7.712e+3,1.391e-6,7.712e+3
216.99,1.656e+4,1.393e-6,1.656e+4
217.01,3.050e+4,1.396e-6,3.050e+4
217.02,3.910e+4,1.397e-6,3.910e+4
217.04,5.729e+4,1.400e-6,5.729e+4
217.06,7.205e+4,1.402e-6,7.205e+4
217.07,7.629e+4,1.404e-6,7.629e+4
217.09,7.629e+4,1.406e-6,7.629e+4
217.11,6.548e+4,1.409e-6,6.548e+4
217.12,5.729e+4,1.410e-6,5.729e+4
217.14,3.910e+4,1.413e-6,3.910e+4
217.16,2.291e+4,1.415e-6,2.291e+4
217.17,1.656e+4,1.416e-6,1.656e+4
217.19,7.712e+3,1.419e-6,7.712e+3
217.21,3.083e+3,1.421e-6,3.083e+3
217.22,1.841e+3,1.423e-6,1.841e+3
217.24,5.853e+2,1.425e-6,5.853e+2
217.26,1.597e+2,1.428e-6,1.597e+2
217.27,7.879e+1,1.429e-6,7.879e+1
217.29,1.710e+1,1.432e-6,1.710e+1
217.31,3.184e+0,1.434e-6,3.184e+0
217.32,1.298e+0,1.436e-6,1.298e+0
217.34,1.922e-1,1.438e-6,1.922e-1
217.36,2.443e-2,1.441e-6,2.443e-2
217.37,8.224e-3,1.442e-6,8.224e-3
217.39,8.313e-4,1.444e-6,8.313e-4
217.41,7.212e-5,1.447e-6,7.212e-5
217.42,2.006e-5,1.448e-6,2.006e-5
217.44,1.384e-6,1.451e-6,1.384e-6
217.45,3.432e-7,1.452e-6,3.432e-7
217.47,1.883e-8,1.455e-6,1.883e-8
217.49,8.865e-10,1.457e-6,8.865e-10
217.50,1.817e-10,1.458e-6,1.817e-10
217.52,6.801e-12,1.461e-6,6.801e-12
217.54,2.186e-13,1.464e-6,2.186e-13
218.22,1.824e-10,1.550e-6,1.824e-10
218.23,1.011e-9,1.551e-6,1.011e-9
218.25,2.776e-8,1.554e-6,2.776e-8
218.27,6.555e-7,1.556e-6,6.555e-7
218.28,3.011e-6,1.558e-6,3.011e-6
218.30,5.672e-5,1.560e-6,5.672e-5
218.31,2.327e-4,1.562e-6,2.327e-4
218.33,3.498e-3,1.564e-6,3.498e-3
218.35,4.523e-2,1.567e-6,4.523e-2
218.36,1.537e-1,1.568e-6,1.537e-1
218.38,1.586e+0,1.570e-6,1.586e+0
218.40,1.407e+1,1.573e-6,1.407e+1
218.41,3.963e+1,1.574e-6,3.963e+1
218.43,2.806e+2,1.577e-6,2.806e+2
218.45,1.709e+3,1.579e-6,1.709e+3
