Wavelength (nm),Sum(calc),Ag I (6.0e-2),Ag II (9.4e-1)
207.51,2.070e+5,1.285e-8,2.070e+5
207.53,2.660e+5,1.302e-8,2.660e+5
207.55,2.892e+5,1.320e-8,2.892e+5
207.56,2.832e+5,1.329e-8,2.832e+5
207.58,2.396e+5,1.346e-8,2.396e+5
207.60,1.715e+5,1.364e-8,1.715e+5
207.61,1.363e+5,1.373e-8,1.363e+5
207.63,7.595e+4,1.390e-8,7.595e+4
207.64,5.324e+4,1.399e-8,5.324e+4
207.66,2.309e+4,1.416e-8,2.309e+4
207.68,8.469e+3,1.434e-8,8.469e+3
207.69,4.818e+3,1.443e-8,4.818e+3
207.71,1.375e+3,1.460e-8,1.375e+3
207.73,3.323e+2,1.478e-8,3.323e+2
207.74,1.534e+2,1.487e-8,1.534e+2
207.76,2.883e+1,1.504e-8,2.883e+1
207.78,4.586e+0,1.522e-8,4.586e+0
207.79,1.718e+0,1.531e-8,1.718e+0
207.81,2.127e-1,1.548e-8,2.127e-1
207.83,2.227e-2,1.566e-8,2.227e-2
207.84,6.770e-3,1.575e-8,6.770e-3
207.86,5.518e-4,1.592e-8,5.518e-4
207.88,3.806e-5,1.610e-8,3.806e-5
207.89,9.387e-6,1.619e-8,9.387e-6
207.91,5.038e-7,1.636e-8,5.038e-7
207.93,2.288e-8,1.654e-8,2.288e-8
207.94,4.579e-9,1.662e-8,4.579e-9
207.96,1.618e-10,1.680e-8,1.618e-10
207.98,4.839e-12,1.698e-8,4.839e-12
210.94,1.278e-8,4.298e-8,1.278e-8
210.95,7.371e-8,4.306e-8,7.371e-8
210.97,2.173e-6,4.324e-8,2.173e-6
210.99,5.455e-5,4.342e-8,5.455e-5
211.00,2.572e-4,4.350e-8,2.572e-4
211.02,5.070e-3,4.368e-8,5.070e-3
211.04,8.504e-2,4.386e-8,8.504e-2
211.05,3.279e-1,4.394e-8,3.279e-1
211.07,4.319e+0,4.412e-8,4.319e+0
211.09,4.843e+1,4.429e-8,4.843e+1
211.10,1.527e+2,4.438e-8,1.527e+2
211.12,1.344e+3,4.456e-8,1.344e+3
211.14,1.007e+4,4.473e-8,1.007e+4
211.15,2.596e+4,4.482e-8,2.596e+4
211.17,1.528e+5,4.500e-8,1.528e+5
211.18,3.490e+5,4.508e-8,3.490e+5
211.20,1.613e+6,4.526e-8,1.613e+6
211.22,6.346e+6,4.544e-8,6.346e+6
211.23,1.185e+7,4.552e-8,1.185e+7
211.25,3.660e+7,4.570e-8,3.660e+7
211.27,9.625e+7,4.588e-8,9.625e+7
211.28,1.469e+8,4.596e-8,1.469e+8
211.30,3.034e+8,4.614e-8,3.034e+8
211.32,5.333e+8,4.631e-8,5.333e+8
211.33,6.655e+8,4.640e-8,6.655e+8
211.35,9.186e+8,4.658e-8,9.186e+8
211.37,1.079e+9,4.675e-8,1.079e+9
211.38,1.101e+9,4.684e-8,1.101e+9
211.40,1.016e+9,4.702e-8,1.016e+9
211.42,7.978e+8,4.719e-8,7.978e+8
211.43,6.655e+8,4.728e-8,6.655e+8
211.45,4.104e+8,4.746e-8,4.104e+8
211.47,2.154e+8,4.763e-8,2.154e+8
211.48,1.469e+8,4.772e-8,1.469e+8
211.50,6.056e+7,4.790e-8,6.056e+7
211.52,2.125e+7,4.807e-8,2.125e+7
211.53,1.185e+7,4.816e-8,1.185e+7
211.55,3.264e+6,4.834e-8,3.264e+6
211.57,7.656e+5,4.851e-8,7.656e+5
211.58,3.490e+5,4.860e-8,3.490e+5
211.60,6.427e+4,4.877e-8,6.427e+4
211.62,1.007e+4,4.895e-8,1.007e+4
211.63,3.755e+3,4.904e-8,3.755e+3
211.65,4.622e+2,4.921e-8,4.622e+2
211.66,1.527e+2,4.930e-8,1.527e+2
211.68,1.476e+1,4.948e-8,1.476e+1
211.70,1.228e+0,4.965e-8,1.228e+0
211.71,3.810e-1,4.974e-8,3.810e-1
211.73,7.098e-1,4.992e-8,7.098e-1
211.75,7.607e+0,5.009e-8,7.607e+0
211.76,2.380e+1,5.018e-8,2.380e+1
211.78,2.068e+2,5.036e-8,2.068e+2
211.80,1.530e+3,5.053e-8,1.530e+3
211.81,3.921e+3,5.062e-8,3.921e+3
211.83,2.282e+4,5.079e-8,2.282e+4
211.85,1.132e+5,5.097e-8,1.132e+5
211.86,2.374e+5,5.106e-8,2.374e+5
211.88,9.260e+5,5.123e-8,9.260e+5
211.90,3.078e+6,5.141e-8,3.078e+6
211.91,5.284e+6,5.150e-8,5.284e+6
211.93,1.381e+7,5.167e-8,1.381e+7
211.95,3.076e+7,5.185e-8,3.076e+7
211.96,4.323e+7,5.194e-8,4.323e+7
211.98,7.573e+7,5.211e-8,7.573e+7
212.00,1.130e+8,5.229e-8,1.130e+8
212.01,1.300e+8,5.238e-8,1.300e+8
212.03,1.527e+8,5.255e-8,1.527e+8
212.05,1.527e+8,5.273e-8,1.527e+8
212.06,1.439e+8,5.281e-8,1.439e+8
212.08,1.132e+8,5.299e-8,1.132e+8
212.09,9.458e+7,5.308e-8,9.458e+7
212.11,5.855e+7,5.325e-8,5.855e+7
212.13,3.090e+7,5.343e-8,3.090e+7
212.14,2.114e+7,5.352e-8,2.114e+7
212.16,8.781e+6,5.369e-8,8.781e+6
212.18,3.110e+6,5.387e-8,3.110e+6
212.19,1.744e+6,5.396e-8,1.744e+6
212.21,4.866e+5,5.413e-8,4.866e+5
212.23,1.159e+5,5.431e-8,1.159e+5
212.24,5.331e+4,5.440e-8,5.331e+4
212.26,1.002e+4,5.457e-8,1.002e+4
212.28,1.613e+3,5.475e-8,1.613e+3
212.29,6.135e+2,5.484e-8,6.135e+2
212.31,1.032e+2,5.501e-8,1.032e+2
212.33,1.555e+2,5.519e-8,1.555e+2
212.34,3.354e+2,5.527e-8,3.354e+2
212.36,1.513e+3,5.545e-8,1.513e+3
212.38,5.862e+3,5.563e-8,5.862e+3
212.39,1.087e+4,5.571e-8,1.087e+4
212.41,3.317e+4,5.589e-8,3.317e+4
212.43,8.632e+4,5.607e-8,8.632e+4
212.44,1.312e+5,5.615e-8,1.312e+5
212.46,2.687e+5,5.633e-8,2.687e+5
212.48,4.694e+5,5.650e-8,4.694e+5
212.49,5.845e+5,5.659e-8,5.845e+5
212.51,8.039e+5,5.677e-8,8.039e+5
212.52,8.881e+5,5.686e-8,8.881e+5
212.54,9.617e+5,5.703e-8,9.617e+5
212.56,8.881e+5,5.721e-8,8.881e+5
212.57,8.039e+5,5.729e-8,8.039e+5
212.59,5.845e+5,5.747e-8,5.845e+5
212.61,3.623e+5,5.765e-8,3.623e+5
212.62,2.687e+5,5.773e-8,2.687e+5
212.64,1.312e+5,5.791e-8,1.312e+5
212.66,5.459e+4,5.809e-8,5.459e+4
212.67,3.318e+4,5.817e-8,3.318e+4
212.69,1.090e+4,5.835e-8,1.090e+4
212.71,3.164e+3,5.852e-8,3.164e+3
212.72,1.777e+3,5.861e-8,1.777e+3
212.74,1.353e+3,5.879e-8,1.353e+3
212.76,3.420e+3,5.896e-8,3.420e+3
212.77,5.765e+3,5.905e-8,5.765e+3
212.79,1.489e+4,5.923e-8,1.489e+4
212.81,3.294e+4,5.940e-8,3.294e+4
212.82,4.616e+4,5.949e-8,4.616e+4
212.84,8.049e+4,5.967e-8,8.049e+4
212.86,1.197e+5,5.984e-8,1.197e+5
212.87,1.376e+5,5.993e-8,1.376e+5
212.89,1.613e+5,6.011e-8,1.613e+5
212.91,1.613e+5,6.028e-8,1.613e+5
212.92,1.519e+5,6.037e-8,1.519e+5
212.94,1.197e+5,6.054e-8,1.197e+5
212.96,8.049e+4,6.072e-8,8.049e+4
212.97,6.218e+4,6.081e-8,6.218e+4
212.99,3.294e+4,6.098e-8,3.294e+4
213.00,2.259e+4,6.107e-8,2.259e+4
213.02,9.428e+3,6.125e-8,9.428e+3
213.04,3.358e+3,6.142e-8,3.358e+3
213.05,1.888e+3,6.151e-8,1.888e+3
213.07,5.298e+2,6.169e-8,5.298e+2
213.09,1.268e+2,6.186e-8,1.268e+2
213.10,5.847e+1,6.195e-8,5.847e+1
213.12,1.103e+1,6.213e-8,1.103e+1
213.14,1.775e+0,6.230e-8,1.775e+0
213.15,6.710e-1,6.239e-8,6.710e-1
213.17,8.510e-2,6.257e-8,8.510e-2
213.19,9.208e-3,6.274e-8,9.208e-3
213.20,2.854e-3,6.283e-8,2.854e-3
213.22,2.433e-4,6.300e-8,2.433e-4
213.24,1.770e-5,6.318e-8,1.770e-5
213.25,4.497e-6,6.327e-8,4.497e-6
213.27,2.577e-7,6.344e-8,2.577e-7
213.29,1.260e-8,6.362e-8,1.260e-8
213.30,2.626e-9,6.371e-8,2.626e-9
213.32,1.012e-10,6.388e-8,1.012e-10
213.34,3.326e-12,6.406e-8,3.326e-12
213.35,5.681e-13,6.415e-8,5.681e-13
214.10,2.449e-12,7.073e-8,2.449e-12
214.11,2.038e-9,7.082e-8,2.038e-9
214.13,6.365e-8,7.100e-8,6.365e-8
214.15,1.698e-6,7.117e-8,1.698e-6
214.16,8.274e-6,7.126e-8,8.274e-6
214.18,1.746e-4,7.144e-8,1.746e-4
214.20,3.152e-3,7.161e-8,3.152e-3
214.21,1.263e-2,7.170e-8,1.263e-2
214.23,1.803e-1,7.188e-8,1.803e-1
214.25,2.201e+0,7.205e-8,2.201e+0
214.26,7.253e+0,7.214e-8,7.253e+0
214.28,7.004e+1,7.232e-8,7.004e+1
214.30,5.785e+2,7.249e-8,5.785e+2
214.31,1.568e+3,7.258e-8,1.568e+3
214.33,1.024e+4,7.275e-8,1.024e+4
214.34,2.468e+4,7.284e-8,2.468e+4
214.36,1.275e+5,7.302e-8,1.275e+5
214.38,5.636e+5,7.319e-8,5.636e+5
214.39,1.117e+6,7.328e-8,1.117e+6
214.41,3.905e+6,7.346e-8,3.905e+6
214.43,1.167e+7,7.363e-8,1.167e+7
214.44,1.903e+7,7.372e-8,1.903e+7
214.46,4.499e+7,7.390e-8,4.499e+7
214.48,9.097e+7,7.407e-8,9.097e+7
214.49,1.220e+8,7.416e-8,1.220e+8
214.51,1.951e+8,7.434e-8,1.951e+8
214.53,2.669e+8,7.451e-8,2.669e+8
214.54,2.943e+8,7.460e-8,2.943e+8
214.56,3.184e+8,7.478e-8,3.184e+8
214.58,2.946e+8,7.495e-8,2.946e+8
214.59,2.673e+8,7.504e-8,2.673e+8
214.61,1.956e+8,7.521e-8,1.956e+8
214.63,1.224e+8,7.539e-8,1.224e+8
214.64,9.136e+7,7.548e-8,9.136e+7
214.66,4.523e+7,7.565e-8,4.523e+7
214.68,1.915e+7,7.583e-8,1.915e+7
214.69,1.175e+7,7.592e-8,1.175e+7
214.71,3.937e+6,7.609e-8,3.937e+6
214.73,1.128e+6,7.627e-8,1.128e+6
214.74,5.693e+5,7.636e-8,5.693e+5
214.76,1.290e+5,7.653e-8,1.290e+5
214.77,5.792e+4,7.662e-8,5.792e+4
214.79,1.038e+4,7.680e-8,1.038e+4
214.81,1.592e+3,7.697e-8,1.592e+3
214.82,5.878e+2,7.706e-8,5.878e+2
214.84,7.129e+1,7.723e-8,7.129e+1
214.86,7.395e+0,7.741e-8,7.395e+0
214.87,2.246e+0,7.750e-8,2.246e+0
214.89,1.843e-1,7.767e-8,1.843e-1
214.91,1.294e-2,7.785e-8,1.294e-2
214.92,3.233e-3,7.794e-8,3.233e-3
214.94,1.795e-4,7.811e-8,1.795e-4
214.96,8.528e-6,7.829e-8,8.528e-6
214.97,1.753e-6,7.838e-8,1.753e-6
214.99,6.587e-8,7.855e-8,6.587e-8
215.01,2.117e-9,7.873e-8,2.117e-9
216.15,2.010e-9,8.874e-8,2.010e-9
216.16,1.108e-8,8.883e-8,1.108e-8
216.18,3.003e-7,8.901e-8,3.003e-7
216.20,6.981e-6,8.918e-8,6.981e-6
216.21,3.178e-5,8.927e-8,3.178e-5
216.23,5.868e-4,8.944e-8,5.868e-4
216.25,9.295e-3,8.962e-8,9.295e-3
216.26,3.493e-2,8.971e-8,3.493e-2
216.28,4.396e-1,8.988e-8,4.396e-1
216.30,4.746e+0,9.006e-8,4.746e+0
216.31,1.472e+1,9.015e-8,1.472e+1
216.33,1.263e+2,9.032e-8,1.263e+2
216.35,9.303e+2,9.050e-8,9.303e+2
216.36,2.384e+3,9.059e-8,2.384e+3
216.38,1.396e+4,9.076e-8,1.396e+4
216.40,7.021e+4,9.094e-8,7.021e+4
216.41,1.488e+5,9.103e-8,1.488e+5
216.43,5.961e+5,9.120e-8,5.961e+5
216.45,2.055e+6,9.138e-8,2.055e+6
216.46,3.609e+6,9.147e-8,3.609e+6
216.48,9.961e+6,9.164e-8,9.961e+6
216.50,2.376e+7,9.182e-8,2.376e+7
216.51,3.478e+7,9.190e-8,3.478e+7
216.53,6.706e+7,9.208e-8,6.706e+7
216.54,8.845e+7,9.217e-8,8.845e+7
216.56,1.392e+8,9.234e-8,1.392e+8
216.58,1.926e+8,9.252e-8,1.926e+8
216.59,2.163e+8,9.261e-8,2.163e+8
216.61,2.490e+8,9.278e-8,2.490e+8
216.63,2.548e+8,9.296e-8,2.548e+8
216.64,2.467e+8,9.305e-8,2.467e+8
216.66,2.118e+8,9.322e-8,2.118e+8
216.68,1.612e+8,9.340e-8,1.612e+8
216.69,1.343e+8,9.349e-8,1.343e+8
216.71,8.468e+7,9.366e-8,8.468e+7
216.73,4.677e+7,9.384e-8,4.677e+7
216.74,3.303e+7,9.392e-8,3.303e+7
216.76,1.482e+7,9.410e-8,1.482e+7
216.78,5.766e+6,9.428e-8,5.766e+6
216.79,3.405e+6,9.436e-8,3.405e+6
216.81,1.063e+6,9.454e-8,1.063e+6
216.83,2.858e+5,9.472e-8,2.858e+5
216.84,1.401e+5,9.480e-8,1.401e+5
216.86,3.010e+4,9.498e-8,3.010e+4
216.88,5.797e+3,9.515e-8,5.797e+3
216.89,2.790e+3,9.524e-8,2.790e+3
216.91,2.479e+3,9.542e-8,2.479e+3
216.93,7.340e+3,9.559e-8,7.340e+3
216.94,1.271e+4,9.568e-8,1.271e+4
216.96,3.429e+4,9.586e-8,3.429e+4
216.97,5.320e+4,9.594e-8,5.320e+4
216.99,1.142e+5,9.612e-8,1.142e+5
217.01,2.104e+5,9.630e-8,2.104e+5
217.02,2.697e+5,9.638e-8,2.697e+5
217.04,3.952e+5,9.656e-8,3.952e+5
217.06,4.970e+5,9.674e-8,4.970e+5
217.07,5.263e+5,9.682e-8,5.263e+5
217.09,5.263e+5,9.700e-8,5.263e+5
217.11,4.517e+5,9.717e-8,4.517e+5
217.12,3.952e+5,9.726e-8,3.952e+5
217.14,2.697e+5,9.744e-8,2.697e+5
217.16,1.580e+5,9.761e-8,1.580e+5
217.17,1.142e+5,9.770e-8,1.142e+5
217.19,5.319e+4,9.788e-8,5.319e+4
217.21,2.127e+4,9.805e-8,2.127e+4
217.22,1.270e+4,9.814e-8,1.270e+4
217.24,4.037e+3,9.832e-8,4.037e+3
217.26,1.102e+3,9.849e-8,1.102e+3
217.27,5.435e+2,9.858e-8,5.435e+2
217.29,1.179e+2,9.876e-8,1.179e+2
217.31,2.196e+1,9.893e-8,2.196e+1
217.32,8.951e+0,9.902e-8,8.951e+0
217.34,1.326e+0,9.920e-8,1.326e+0
217.36,1.685e-1,9.937e-8,1.685e-1
217.37,5.673e-2,9.946e-8,5.673e-2
217.39,5.734e-3,9.963e-8,5.734e-3
217.41,4.975e-4,9.981e-8,4.975e-4
217.42,1.384e-4,9.990e-8,1.384e-4
217.44,9.546e-6,1.001e-7,9.546e-6
217.45,2.368e-6,1.002e-7,2.368e-6
217.47,1.299e-7,1.003e-7,1.299e-7
217.49,6.115e-9,1.005e-7,6.115e-9
217.50,1.253e-9,1.006e-7,1.253e-9
217.52,4.691e-11,1.008e-7,4.691e-11
217.54,1.508e-12,1.010e-7,1.508e-12
218.22,1.258e-9,1.069e-7,1.258e-9
218.23,6.975e-9,1.070e-7,6.975e-9
218.25,1.915e-7,1.072e-7,1.915e-7
218.27,4.522e-6,1.074e-7,4.522e-6
218.28,2.077e-5,1.075e-7,2.077e-5
218.30,3.913e-4,1.076e-7,3.913e-4
218.31,1.605e-3,1.077e-7,1.605e-3
218.33,2.413e-2,1.079e-7,2.413e-2
218.35,3.120e-1,1.081e-7,3.120e-1
218.36,1.060e+0,1.082e-7,1.060e+0
218.38,1.094e+1,1.083e-7,1.094e+1
218.40,9.708e+1,1.085e-7,9.708e+1
218.41,2.733e+2,1.086e-7,2.733e+2
218.43,1.935e+3,1.088e-7,1.935e+3
218.45,1.179e+4,1.089e-7,1.179e+4
