Wavelength (nm),Sum(calc),Mg I (8.2e-3),Mg II (9.8e-1),Mg III (1.4e-2),Mg IV (8.2e-35),Mg V (1.2e-81)
203.06,2.087e-72,3.742e-8,,2.269e-32,2.087e-72,
203.07,4.035e-73,3.742e-8,,2.279e-32,4.035e-73,
203.09,1.323e-74,3.741e-8,,2.300e-32,1.323e-74,
203.54,2.753e-32,3.717e-8,,2.753e-32,1.306e-74,
203.55,1.588e-31,3.716e-8,,1.588e-31,1.306e-74,
203.57,4.642e-30,3.715e-8,,4.642e-30,1.305e-74,
203.59,1.141e-28,3.714e-8,,1.141e-28,1.304e-74,
203.60,5.303e-28,3.713e-8,,5.303e-28,1.304e-74,
203.62,1.006e-26,3.712e-8,,1.006e-26,1.303e-74,
203.64,1.604e-25,3.711e-8,,1.604e-25,1.302e-74,
203.65,6.003e-25,3.711e-8,,6.003e-25,1.302e-74,
203.67,7.385e-24,3.710e-8,,7.385e-24,1.301e-74,
203.69,7.641e-23,3.709e-8,,7.641e-23,1.300e-74,
203.70,2.303e-22,3.708e-8,,2.303e-22,1.300e-74,
203.72,1.838e-21,3.707e-8,,1.838e-21,1.299e-74,
203.74,1.234e-20,3.706e-8,,1.234e-20,1.298e-74,
203.75,2.996e-20,3.705e-8,,2.996e-20,1.298e-74,
203.77,1.551e-19,3.704e-8,,1.551e-19,1.297e-74,
203.79,6.755e-19,3.703e-8,,6.755e-19,1.297e-74,
203.80,1.321e-18,3.703e-8,,1.321e-18,1.296e-74,
203.82,4.437e-18,3.702e-8,,4.437e-18,1.295e-74,
203.84,1.253e-17,3.701e-8,,1.253e-17,1.295e-74,
203.85,1.974e-17,3.700e-8,,1.974e-17,1.294e-74,
203.87,4.302e-17,3.699e-8,,4.302e-17,1.293e-74,
203.89,7.885e-17,3.698e-8,,7.885e-17,1.293e-74,
203.90,1.000e-16,3.697e-8,,1.000e-16,1.292e-74,
203.92,1.414e-16,3.696e-8,,1.414e-16,1.292e-74,
203.94,1.681e-16,3.695e-8,,1.681e-16,1.291e-74,
203.95,1.718e-16,3.695e-8,,1.718e-16,1.290e-74,
203.97,1.576e-16,3.694e-8,,1.576e-16,1.290e-74,
203.99,1.215e-16,3.692e-8,,1.215e-16,1.289e-74,
204.00,1.000e-16,3.692e-8,,1.000e-16,1.289e-74,
204.02,5.952e-17,3.691e-8,,5.952e-17,1.288e-74,
204.04,2.978e-17,3.690e-8,,2.978e-17,1.287e-74,
204.05,1.974e-17,3.689e-8,,1.974e-17,1.287e-74,
204.07,7.621e-18,3.688e-8,,7.621e-18,1.286e-74,
204.09,2.474e-18,3.687e-8,,2.474e-18,1.285e-74,
204.10,1.321e-18,3.687e-8,,1.321e-18,1.285e-74,
204.12,3.308e-19,3.686e-8,,3.308e-19,1.284e-74,
204.14,6.966e-20,3.684e-8,,6.966e-20,1.283e-74,
204.15,2.996e-20,3.684e-8,,2.996e-20,1.283e-74,
204.17,4.867e-21,3.683e-8,,4.867e-21,1.282e-74,
204.18,1.838e-21,3.682e-8,,1.838e-21,1.282e-74,
204.20,2.303e-22,3.681e-8,,2.303e-22,1.281e-74,
204.22,2.427e-23,3.680e-8,,2.427e-23,1.280e-74,
204.23,7.385e-24,3.680e-8,,7.385e-24,1.280e-74,
204.25,6.003e-25,3.679e-8,,6.003e-25,1.279e-74,
204.27,4.104e-26,3.677e-8,,4.104e-26,1.278e-74,
204.28,1.006e-26,3.677e-8,,1.006e-26,1.278e-74,
204.30,5.303e-28,3.676e-8,,5.303e-28,1.277e-74,
204.32,2.352e-29,3.675e-8,,2.352e-29,1.276e-74,
204.33,4.642e-30,3.674e-8,,4.642e-30,1.276e-74,
204.35,1.588e-31,3.673e-8,,1.588e-31,1.275e-74,
204.37,4.570e-33,3.672e-8,,4.570e-33,1.274e-74,
204.38,7.265e-34,3.672e-8,,7.265e-34,1.274e-74,
205.03,2.314e-145,3.637e-8,,5.824e-33,1.249e-74,2.314e-145
205.05,8.316e-144,3.636e-8,,5.981e-33,1.248e-74,8.316e-144
205.06,4.676e-143,3.635e-8,,6.060e-33,1.248e-74,4.676e-143
205.08,1.301e-141,3.634e-8,,6.217e-33,1.247e-74,1.301e-141
205.10,3.053e-140,3.633e-8,,6.373e-33,1.246e-74,3.053e-140
205.11,1.387e-139,3.632e-8,,6.452e-33,1.246e-74,1.387e-139
205.13,6.609e-33,3.631e-8,,6.609e-33,1.245e-74,2.520e-138
205.15,2.174e-31,3.630e-8,,2.174e-31,1.245e-74,3.859e-137
205.16,1.170e-30,3.630e-8,,1.170e-30,1.244e-74,1.417e-136
205.18,2.981e-29,3.629e-8,,2.981e-29,1.243e-74,1.680e-135
205.20,6.405e-28,3.628e-8,,6.405e-28,1.243e-74,1.680e-134
205.21,2.785e-27,3.627e-8,,2.785e-27,1.242e-74,4.984e-134
205.23,4.635e-26,3.626e-8,,4.635e-26,1.242e-74,3.859e-133
205.25,6.504e-25,3.625e-8,,6.504e-25,1.241e-74,2.519e-132
205.26,2.286e-24,3.624e-8,,2.286e-24,1.240e-74,6.038e-132
205.28,2.484e-23,3.623e-8,,2.484e-23,1.240e-74,3.052e-131
205.30,2.276e-22,3.622e-8,,2.276e-22,1.239e-74,1.301e-130
205.31,6.465e-22,3.622e-8,,6.465e-22,1.238e-74,2.519e-130
205.33,4.589e-21,3.621e-8,,4.589e-21,1.238e-74,8.314e-130
205.35,2.747e-20,3.619e-8,,2.747e-20,1.237e-74,2.313e-129
205.36,6.303e-20,3.619e-8,,6.303e-20,1.237e-74,3.620e-129
205.38,2.922e-19,3.618e-8,,2.922e-19,1.236e-74,7.798e-129
205.40,1.142e-18,3.617e-8,,1.142e-18,1.235e-74,1.417e-128
205.41,2.119e-18,3.616e-8,,2.119e-18,1.235e-74,1.791e-128
205.43,6.413e-18,3.615e-8,,6.413e-18,1.234e-74,2.519e-128
205.44,1.047e-17,3.615e-8,,1.047e-17,1.234e-74,2.803e-128
205.46,2.454e-17,3.614e-8,,2.454e-17,1.233e-74,3.052e-128
205.48,4.852e-17,3.612e-8,,4.852e-17,1.232e-74,2.803e-128
205.49,6.401e-17,3.612e-8,,6.401e-17,1.232e-74,2.519e-128
205.51,9.801e-17,3.611e-8,,9.801e-17,1.231e-74,1.791e-128
205.53,1.266e-16,3.610e-8,,1.266e-16,1.230e-74,1.074e-128
205.54,1.349e-16,3.609e-8,,1.349e-16,1.230e-74,7.798e-129
205.56,1.349e-16,3.608e-8,,1.349e-16,1.229e-74,3.620e-129
205.58,1.138e-16,3.607e-8,,1.138e-16,1.228e-74,1.417e-129
205.59,9.801e-17,3.607e-8,,9.801e-17,1.228e-74,8.314e-130
205.61,6.401e-17,3.605e-8,,6.401e-17,1.227e-74,2.519e-130
205.63,3.525e-17,3.604e-8,,3.525e-17,1.226e-74,6.437e-131
205.64,2.454e-17,3.604e-8,,2.454e-17,1.226e-74,3.052e-131
205.66,1.047e-17,3.603e-8,,1.047e-17,1.225e-74,6.038e-132
205.68,3.765e-18,3.602e-8,,3.765e-18,1.224e-74,1.007e-132
205.69,2.119e-18,3.601e-8,,2.119e-18,1.224e-74,3.859e-133
205.71,5.901e-19,3.600e-8,,5.901e-19,1.223e-74,4.984e-134
205.73,1.386e-19,3.599e-8,,1.386e-19,1.222e-74,5.428e-135
205.74,6.303e-20,3.599e-8,,6.303e-20,1.222e-74,1.680e-135
205.76,1.147e-20,3.597e-8,,1.147e-20,1.221e-74,1.417e-136
205.78,1.759e-21,3.596e-8,,1.759e-21,1.221e-74,1.007e-137
205.79,6.465e-22,3.596e-8,,6.465e-22,1.220e-74,2.520e-138
205.81,7.681e-23,3.595e-8,,7.681e-23,1.219e-74,1.387e-139
205.83,7.697e-24,3.594e-8,,7.697e-24,1.219e-74,6.438e-141
205.84,2.286e-24,3.593e-8,,2.286e-24,1.218e-74,1.301e-141
205.86,1.774e-25,3.592e-8,,1.774e-25,1.217e-74,4.676e-143
205.88,1.161e-26,3.591e-8,,1.161e-26,1.217e-74,1.417e-144
205.89,2.785e-27,3.590e-8,,2.785e-27,1.216e-74,1.411e-144
205.91,1.412e-28,3.589e-8,,1.412e-28,1.216e-74,1.397e-144
205.93,6.033e-30,3.588e-8,,6.033e-30,1.215e-74,1.384e-144
205.94,1.170e-30,3.588e-8,,1.170e-30,1.214e-74,1.377e-144
205.96,3.872e-32,3.587e-8,,3.872e-32,1.214e-74,1.364e-144
206.06,7.825e-33,3.581e-8,,7.825e-33,1.210e-74,1.298e-144
206.07,4.706e-32,3.581e-8,,4.706e-32,1.209e-74,1.292e-144
206.09,1.500e-30,3.580e-8,,1.500e-30,1.209e-74,1.278e-144
206.11,4.037e-29,3.579e-8,,4.037e-29,1.208e-74,1.265e-144
206.12,1.966e-28,3.578e-8,,1.966e-28,1.208e-74,1.259e-144
206.14,4.108e-27,3.577e-8,,4.108e-27,1.207e-74,1.245e-144
206.16,7.251e-26,3.576e-8,,7.251e-26,1.206e-74,1.232e-144
206.17,2.859e-25,3.575e-8,,2.859e-25,1.206e-74,1.225e-144
206.19,3.917e-24,3.574e-8,,3.917e-24,1.205e-74,1.212e-144
206.21,4.532e-23,3.573e-8,,4.532e-23,1.204e-74,1.199e-144
206.22,1.447e-22,3.573e-8,,1.447e-22,1.204e-74,1.192e-144
206.24,1.300e-21,3.572e-8,,1.300e-21,1.203e-74,1.179e-144
206.26,9.860e-21,3.571e-8,,9.860e-21,1.202e-74,1.166e-144
206.27,2.549e-20,3.570e-8,,2.549e-20,1.202e-74,1.159e-144
206.29,1.501e-19,3.569e-8,,1.501e-19,1.201e-74,1.146e-144
206.31,7.467e-19,3.568e-8,,7.467e-19,1.200e-74,1.133e-144
206.32,1.563e-18,3.567e-8,,1.563e-18,1.200e-74,1.126e-144
206.34,6.035e-18,3.566e-8,,6.035e-18,1.199e-74,1.113e-144
206.36,1.968e-17,3.565e-8,,1.968e-17,1.198e-74,1.100e-144
206.37,3.336e-17,3.565e-8,,3.336e-17,1.198e-74,1.093e-144
206.39,8.444e-17,3.564e-8,,8.444e-17,1.197e-74,1.080e-144
206.41,1.805e-16,3.563e-8,,1.805e-16,1.196e-74,1.067e-144
206.42,2.478e-16,3.562e-8,,2.478e-16,1.196e-74,1.060e-144
206.44,4.112e-16,3.561e-8,,4.112e-16,1.195e-74,1.047e-144
206.46,5.764e-16,3.560e-8,,5.764e-16,1.195e-74,1.034e-144
206.47,6.406e-16,3.559e-8,,6.406e-16,1.194e-74,1.027e-144
206.49,6.970e-16,3.558e-8,,6.970e-16,1.193e-74,1.014e-144
206.51,6.406e-16,3.557e-8,,6.406e-16,1.193e-74,1.001e-144
206.52,5.764e-16,3.557e-8,,5.764e-16,1.192e-74,9.942e-145
206.54,4.112e-16,3.556e-8,,4.112e-16,1.191e-74,9.810e-145
206.56,2.478e-16,3.554e-8,,2.478e-16,1.191e-74,9.677e-145
206.57,1.805e-16,3.554e-8,,1.805e-16,1.190e-74,9.611e-145
206.59,8.444e-17,3.553e-8,,8.444e-17,1.190e-74,9.479e-145
206.61,3.336e-17,3.552e-8,,3.336e-17,1.189e-74,9.347e-145
206.62,1.968e-17,3.551e-8,,1.968e-17,1.188e-74,9.281e-145
206.64,6.035e-18,3.550e-8,,6.035e-18,1.188e-74,9.149e-145
206.66,1.563e-18,3.549e-8,,1.563e-18,1.187e-74,9.017e-145
206.67,7.467e-19,3.549e-8,,7.467e-19,1.187e-74,8.951e-145
206.69,1.501e-19,3.548e-8,,1.501e-19,1.186e-74,8.818e-145
206.71,2.549e-20,3.546e-8,,2.549e-20,1.185e-74,8.686e-145
206.72,9.860e-21,3.546e-8,,9.860e-21,1.185e-74,8.620e-145
206.74,1.300e-21,3.545e-8,,1.300e-21,1.184e-74,8.488e-145
206.75,4.429e-22,3.544e-8,,4.429e-22,1.183e-74,8.422e-145
206.77,4.532e-23,3.543e-8,,4.532e-23,1.183e-74,8.290e-145
206.79,3.917e-24,3.542e-8,,3.917e-24,1.182e-74,8.157e-145
206.80,1.081e-24,3.542e-8,,1.081e-24,1.182e-74,8.091e-145
206.82,7.251e-26,3.541e-8,,7.251e-26,1.181e-74,7.959e-145
206.84,4.108e-27,3.539e-8,,4.108e-27,1.180e-74,7.827e-145
206.85,9.179e-28,3.539e-8,,9.179e-28,1.180e-74,7.761e-145
206.87,4.037e-29,3.538e-8,,4.037e-29,1.179e-74,7.629e-145
206.89,1.500e-30,3.537e-8,,1.500e-30,1.178e-74,7.497e-145
206.90,2.713e-31,3.536e-8,,2.713e-31,1.178e-74,7.431e-145
207.97,3.595e-146,3.479e-8,,3.926e-32,1.137e-74,3.595e-146
207.98,2.181e-145,3.478e-8,,3.709e-32,1.136e-74,2.181e-145
208.00,7.086e-144,3.477e-8,,3.275e-32,1.136e-74,7.086e-144
208.01,3.796e-143,3.477e-8,,3.058e-32,1.135e-74,3.796e-143
208.03,9.619e-142,3.476e-8,,2.624e-32,1.135e-74,9.619e-142
208.05,2.065e-140,3.474e-8,,2.191e-32,1.134e-74,2.065e-140
208.06,8.992e-140,3.474e-8,,1.974e-32,1.133e-74,8.992e-140
208.08,1.506e-138,3.473e-8,,1.540e-32,1.133e-74,1.506e-138
208.10,2.136e-137,3.472e-8,,1.106e-32,1.132e-74,2.136e-137
208.11,7.560e-137,3.471e-8,,8.892e-33,1.132e-74,7.560e-137
208.13,8.364e-136,3.470e-8,,4.554e-33,1.131e-74,8.364e-136
208.15,2.156e-34,3.469e-8,,2.156e-34,1.130e-74,7.839e-135
208.16,1.304e-33,3.469e-8,,1.304e-33,1.130e-74,2.255e-134
208.18,4.212e-32,3.467e-8,,4.212e-32,1.129e-74,1.649e-133
208.20,1.153e-30,3.466e-8,,1.153e-30,1.128e-74,1.021e-132
208.21,5.670e-30,3.466e-8,,5.670e-30,1.128e-74,2.388e-132
208.23,1.211e-28,3.465e-8,,1.211e-28,1.127e-74,1.153e-131
208.25,2.192e-27,3.464e-8,,2.192e-27,1.126e-74,4.719e-131
208.26,8.765e-27,3.463e-8,,8.765e-27,1.126e-74,8.970e-131
208.28,1.238e-25,3.462e-8,,1.238e-25,1.125e-74,2.862e-130
208.30,1.481e-24,3.461e-8,,1.481e-24,1.124e-74,7.739e-130
208.31,4.816e-24,3.461e-8,,4.816e-24,1.124e-74,1.196e-129
208.33,4.497e-23,3.459e-8,,4.497e-23,1.123e-74,2.521e-129
208.35,3.559e-22,3.458e-8,,3.559e-22,1.122e-74,4.504e-129
208.36,9.408e-22,3.458e-8,,9.408e-22,1.122e-74,5.657e-129
208.38,5.808e-21,3.457e-8,,5.808e-21,1.121e-74,7.880e-129
208.40,3.039e-20,3.456e-8,,3.039e-20,1.120e-74,9.301e-129
208.41,6.533e-20,3.455e-8,,6.533e-20,1.120e-74,9.496e-129
208.43,2.667e-19,3.454e-8,,2.667e-19,1.119e-74,8.741e-129
208.45,9.226e-19,3.453e-8,,9.226e-19,1.119e-74,6.816e-129
208.46,1.613e-18,3.452e-8,,1.613e-18,1.118e-74,5.657e-129
208.48,4.353e-18,3.451e-8,,4.353e-18,1.117e-74,3.440e-129
208.50,9.956e-18,3.450e-8,,9.956e-18,1.117e-74,1.773e-129
208.51,1.415e-17,3.450e-8,,1.415e-17,1.116e-74,1.196e-129
208.53,2.526e-17,3.449e-8,,2.526e-17,1.115e-74,4.805e-130
208.55,3.820e-17,3.448e-8,,3.820e-17,1.115e-74,1.636e-130
208.56,4.415e-17,3.447e-8,,4.415e-17,1.114e-74,8.970e-131
208.58,5.209e-17,3.446e-8,,5.209e-17,1.114e-74,2.382e-131
208.60,5.209e-17,3.445e-8,,5.209e-17,1.113e-74,5.357e-132
208.61,4.896e-17,3.444e-8,,4.896e-17,1.112e-74,2.388e-132
208.63,3.820e-17,3.443e-8,,3.820e-17,1.112e-74,4.189e-133
208.64,3.171e-17,3.443e-8,,3.171e-17,1.111e-74,1.649e-133
208.66,1.930e-17,3.442e-8,,1.930e-17,1.111e-74,2.255e-134
208.68,9.956e-18,3.441e-8,,9.956e-18,1.110e-74,2.614e-135
208.69,6.721e-18,3.440e-8,,6.721e-18,1.109e-74,8.364e-136
208.71,2.705e-18,3.439e-8,,2.705e-18,1.109e-74,7.560e-137
208.73,9.226e-19,3.438e-8,,9.226e-19,1.108e-74,5.790e-138
208.74,5.064e-19,3.437e-8,,5.064e-19,1.107e-74,1.506e-138
208.76,1.348e-19,3.436e-8,,1.348e-19,1.107e-74,8.992e-140
208.78,3.039e-20,3.435e-8,,3.039e-20,1.106e-74,4.550e-141
208.79,1.356e-20,3.435e-8,,1.356e-20,1.106e-74,9.619e-142
208.81,2.386e-21,3.434e-8,,2.386e-21,1.105e-74,3.796e-143
208.83,3.559e-22,3.433e-8,,3.559e-22,1.104e-74,1.269e-144
208.84,1.291e-22,3.432e-8,,1.291e-22,1.104e-74,2.181e-145
208.86,1.504e-23,3.431e-8,,1.504e-23,1.103e-74,2.347e-145
208.88,1.676e-24,3.430e-8,,1.676e-24,1.102e-74,2.513e-145
208.89,1.149e-24,3.429e-8,,1.149e-24,1.102e-74,2.596e-145
208.91,8.430e-24,3.428e-8,,8.430e-24,1.101e-74,2.762e-145
208.93,8.403e-23,3.427e-8,,8.403e-23,1.100e-74,2.928e-145
208.94,2.499e-22,3.427e-8,,2.499e-22,1.100e-74,3.011e-145
208.96,1.954e-21,3.426e-8,,1.954e-21,1.099e-74,3.177e-145
208.98,1.296e-20,3.425e-8,,1.296e-20,1.098e-74,3.343e-145
208.99,3.138e-20,3.424e-8,,3.138e-20,1.098e-74,3.426e-145
209.01,1.626e-19,3.423e-8,,1.626e-19,1.097e-74,3.592e-145
209.03,7.149e-19,3.422e-8,,7.149e-19,1.096e-74,3.758e-145
209.04,1.409e-18,3.421e-8,,1.409e-18,1.096e-74,3.841e-145
209.06,4.840e-18,3.420e-8,,4.840e-18,1.095e-74,4.007e-145
209.08,1.410e-17,3.419e-8,,1.410e-17,1.094e-74,4.173e-145
209.09,2.263e-17,3.419e-8,,2.263e-17,1.094e-74,4.256e-145
209.11,5.152e-17,3.418e-8,,5.152e-17,1.093e-74,4.422e-145
209.13,9.949e-17,3.416e-8,,9.949e-17,1.093e-74,4.588e-145
209.14,1.300e-16,3.416e-8,,1.300e-16,1.092e-74,4.671e-145
209.16,1.961e-16,3.415e-8,,1.961e-16,1.091e-74,4.837e-145
209.18,2.510e-16,3.414e-8,,2.510e-16,1.091e-74,5.003e-145
209.19,2.670e-16,3.413e-8,,2.670e-16,1.090e-74,5.087e-145
209.21,2.670e-16,3.412e-8,,2.670e-16,1.089e-74,5.253e-145
209.23,2.265e-16,3.411e-8,,2.265e-16,1.089e-74,5.419e-145
209.24,1.961e-16,3.411e-8,,1.961e-16,1.088e-74,5.502e-145
209.26,1.300e-16,3.409e-8,,1.300e-16,1.088e-74,5.668e-145
209.27,9.949e-17,3.409e-8,,9.949e-17,1.087e-74,5.751e-145
209.29,5.152e-17,3.408e-8,,5.152e-17,1.086e-74,5.917e-145
209.31,2.263e-17,3.407e-8,,2.263e-17,1.086e-74,6.083e-145
209.32,1.410e-17,3.406e-8,,1.410e-17,1.085e-74,6.166e-145
209.34,4.840e-18,3.405e-8,,4.840e-18,1.085e-74,6.332e-145
209.36,1.409e-18,3.404e-8,,1.409e-18,1.084e-74,6.498e-145
209.37,7.149e-19,3.404e-8,,7.149e-19,1.083e-74,6.581e-145
209.39,1.626e-19,3.403e-8,,1.626e-19,1.083e-74,6.747e-145
209.41,3.138e-20,3.401e-8,,3.138e-20,1.082e-74,6.913e-145
209.42,1.296e-20,3.401e-8,,1.296e-20,1.081e-74,6.996e-145
209.44,1.954e-21,3.400e-8,,1.954e-21,1.081e-74,7.162e-145
209.46,2.499e-22,3.399e-8,,2.499e-22,1.080e-74,7.328e-145
209.47,8.410e-23,3.398e-8,,8.410e-23,1.080e-74,7.411e-145
209.49,9.256e-24,3.397e-8,,9.256e-24,1.079e-74,7.577e-145
209.51,9.919e-24,3.396e-8,,9.919e-24,1.078e-74,7.743e-145
209.52,2.855e-23,3.396e-8,,2.855e-23,1.078e-74,7.826e-145
209.54,2.378e-22,3.394e-8,,2.378e-22,1.077e-74,7.992e-145
209.56,1.693e-21,3.393e-8,,1.693e-21,1.076e-74,8.159e-145
209.57,4.249e-21,3.393e-8,,4.249e-21,1.076e-74,8.242e-145
209.59,2.368e-20,3.392e-8,,2.368e-20,1.075e-74,8.408e-145
209.61,1.120e-19,3.391e-8,,1.120e-19,1.074e-74,8.574e-145
209.62,2.291e-19,3.390e-8,,2.291e-19,1.074e-74,8.657e-145
209.64,8.480e-19,3.389e-8,,8.480e-19,1.073e-74,8.823e-145
209.66,2.665e-18,3.388e-8,,2.665e-18,1.072e-74,8.989e-145
209.67,4.444e-18,3.387e-8,,4.444e-18,1.072e-74,9.072e-145
209.69,1.093e-17,3.386e-8,,1.093e-17,1.071e-74,9.238e-145
209.71,2.281e-17,3.385e-8,,2.281e-17,1.070e-74,9.404e-145
209.72,3.100e-17,3.385e-8,,3.100e-17,1.070e-74,9.487e-145
209.74,5.064e-17,3.384e-8,,5.064e-17,1.069e-74,9.653e-145
209.76,7.024e-17,3.383e-8,,7.024e-17,1.068e-74,9.819e-145
209.77,7.781e-17,3.382e-8,,7.781e-17,1.068e-74,9.902e-145
209.79,8.444e-17,3.381e-8,,8.444e-17,1.067e-74,1.007e-144
209.81,7.781e-17,3.380e-8,,7.781e-17,1.067e-74,1.023e-144
209.82,7.024e-17,3.379e-8,,7.024e-17,1.066e-74,1.032e-144
209.84,5.064e-17,3.378e-8,,5.064e-17,1.065e-74,1.048e-144
209.86,3.100e-17,3.377e-8,,3.100e-17,1.065e-74,1.065e-144
209.87,2.281e-17,3.377e-8,,2.281e-17,1.064e-74,1.073e-144
209.89,1.093e-17,3.376e-8,,1.093e-17,1.064e-74,1.090e-144
