Wavelength (nm),Sum(calc),Mg I (8.7e-2),Mg II (9.1e-1),Mg III (7.5e-5),Mg IV (2.7e-48),Mg V (2.3e-110)
202.44,1.170e+7,1.170e+7,,6.958e-43,3.883e-89,
202.46,3.661e+7,3.661e+7,,7.043e-43,3.181e-88,
202.48,9.609e+7,9.609e+7,,7.129e-43,2.187e-87,
202.49,1.458e+8,1.458e+8,,7.171e-43,5.369e-87,
202.51,2.940e+8,2.940e+8,,7.257e-43,2.838e-86,
202.53,4.977e+8,4.977e+8,,7.342e-43,1.259e-85,
202.54,6.063e+8,6.063e+8,,7.385e-43,2.482e-85,
202.56,7.888e+8,7.888e+8,,7.470e-43,8.465e-85,
202.58,8.611e+8,8.611e+8,,7.556e-43,2.423e-84,
202.59,8.425e+8,8.425e+8,,7.599e-43,3.838e-84,
202.61,7.069e+8,7.069e+8,,7.684e-43,8.446e-84,
202.63,4.977e+8,4.977e+8,,7.770e-43,1.560e-83,
202.64,3.910e+8,3.910e+8,,7.812e-43,1.985e-83,
202.66,2.116e+8,2.116e+8,,7.898e-43,2.818e-83,
202.68,9.609e+7,9.609e+7,,7.983e-43,3.358e-83,
202.69,6.063e+7,6.063e+7,,8.026e-43,3.432e-83,
202.71,2.116e+7,2.116e+7,,8.111e-43,3.144e-83,
202.73,6.197e+6,6.197e+6,,8.197e-43,2.417e-83,
202.74,3.140e+6,3.140e+6,,8.239e-43,1.985e-83,
202.76,7.068e+5,7.068e+5,,8.325e-43,1.173e-83,
202.78,1.335e+5,1.335e+5,,8.410e-43,5.820e-84,
202.79,5.432e+4,5.432e+4,,8.453e-43,3.838e-84,
202.81,7.886e+3,7.886e+3,,8.539e-43,1.464e-84,
202.83,9.606e+2,9.606e+2,,8.624e-43,4.686e-85,
202.84,3.139e+2,3.139e+2,,8.667e-43,2.482e-85,
202.86,2.939e+1,2.939e+1,,8.752e-43,6.109e-86,
202.88,2.309e+0,2.309e+0,,8.838e-43,1.262e-86,
202.89,6.059e-1,6.059e-1,,8.880e-43,5.369e-87,
202.91,3.659e-2,3.659e-2,,8.966e-43,8.525e-88,
202.92,8.419e-3,8.419e-3,,9.008e-43,3.181e-88,
202.94,3.907e-4,3.907e-4,,9.094e-43,3.883e-89,
202.96,1.522e-5,1.522e-5,,9.179e-43,3.978e-90,
202.97,2.812e-6,2.812e-6,,9.222e-43,1.192e-90,
202.99,8.416e-8,8.416e-8,,9.308e-43,9.393e-92,
203.01,6.209e-93,8.413e-8,,9.393e-43,6.209e-93,
203.02,1.495e-93,8.412e-8,,9.436e-43,1.495e-93,
203.04,7.598e-95,8.410e-8,,9.521e-43,7.598e-95,
203.06,3.241e-96,8.407e-8,,9.607e-43,3.241e-96,
203.07,6.267e-97,8.406e-8,,9.649e-43,6.267e-97,
203.09,2.055e-98,8.404e-8,,9.735e-43,2.055e-98,
203.54,1.166e-42,8.349e-8,,1.166e-42,2.029e-98,
203.55,6.725e-42,8.348e-8,,6.725e-42,2.028e-98,
203.57,1.966e-40,8.346e-8,,1.966e-40,2.027e-98,
203.59,4.833e-39,8.343e-8,,4.833e-39,2.026e-98,
203.60,2.246e-38,8.342e-8,,2.246e-38,2.025e-98,
203.62,4.258e-37,8.340e-8,,4.258e-37,2.024e-98,
203.64,6.791e-36,8.337e-8,,6.791e-36,2.023e-98,
203.65,2.542e-35,8.336e-8,,2.542e-35,2.022e-98,
203.67,3.127e-34,8.334e-8,,3.127e-34,2.021e-98,
203.69,3.235e-33,8.331e-8,,3.235e-33,2.020e-98,
203.70,9.753e-33,8.330e-8,,9.753e-33,2.019e-98,
203.72,7.784e-32,8.328e-8,,7.784e-32,2.018e-98,
203.74,5.225e-31,8.325e-8,,5.225e-31,2.017e-98,
203.75,1.269e-30,8.324e-8,,1.269e-30,2.016e-98,
203.77,6.568e-30,8.322e-8,,6.568e-30,2.015e-98,
203.79,2.860e-29,8.319e-8,,2.860e-29,2.014e-98,
203.80,5.593e-29,8.318e-8,,5.593e-29,2.013e-98,
203.82,1.879e-28,8.316e-8,,1.879e-28,2.012e-98,
203.84,5.307e-28,8.313e-8,,5.307e-28,2.011e-98,
203.85,8.360e-28,8.312e-8,,8.360e-28,2.010e-98,
203.87,1.822e-27,8.309e-8,,1.822e-27,2.009e-98,
203.89,3.339e-27,8.307e-8,,3.339e-27,2.008e-98,
203.90,4.236e-27,8.306e-8,,4.236e-27,2.007e-98,
203.92,5.988e-27,8.303e-8,,5.988e-27,2.006e-98,
203.94,7.119e-27,8.301e-8,,7.119e-27,2.005e-98,
203.95,7.275e-27,8.300e-8,,7.275e-27,2.004e-98,
203.97,6.672e-27,8.297e-8,,6.672e-27,2.003e-98,
203.99,5.146e-27,8.295e-8,,5.146e-27,2.002e-98,
204.00,4.236e-27,8.294e-8,,4.236e-27,2.001e-98,
204.02,2.520e-27,8.291e-8,,2.520e-27,2.000e-98,
204.04,1.261e-27,8.289e-8,,1.261e-27,1.999e-98,
204.05,8.360e-28,8.288e-8,,8.360e-28,1.998e-98,
204.07,3.227e-28,8.285e-8,,3.227e-28,1.997e-98,
204.09,1.048e-28,8.283e-8,,1.048e-28,1.996e-98,
204.10,5.593e-29,8.282e-8,,5.593e-29,1.995e-98,
204.12,1.401e-29,8.279e-8,,1.401e-29,1.994e-98,
204.14,2.950e-30,8.277e-8,,2.950e-30,1.993e-98,
204.15,1.269e-30,8.276e-8,,1.269e-30,1.992e-98,
204.17,2.061e-31,8.273e-8,,2.061e-31,1.991e-98,
204.18,7.784e-32,8.272e-8,,7.784e-32,1.991e-98,
204.20,9.753e-33,8.270e-8,,9.753e-33,1.989e-98,
204.22,1.028e-33,8.267e-8,,1.028e-33,1.988e-98,
204.23,3.127e-34,8.266e-8,,3.127e-34,1.988e-98,
204.25,2.542e-35,8.264e-8,,2.542e-35,1.986e-98,
204.27,1.738e-36,8.261e-8,,1.738e-36,1.985e-98,
204.28,4.258e-37,8.260e-8,,4.258e-37,1.985e-98,
204.30,2.246e-38,8.258e-8,,2.246e-38,1.984e-98,
204.32,9.960e-40,8.255e-8,,9.960e-40,1.982e-98,
204.33,1.966e-40,8.254e-8,,1.966e-40,1.982e-98,
204.35,6.725e-42,8.252e-8,,6.725e-42,1.981e-98,
204.37,1.935e-43,8.249e-8,,1.935e-43,1.979e-98,
204.38,3.076e-44,8.248e-8,,3.076e-44,1.979e-98,
205.03,5.372e-191,8.169e-8,,2.387e-43,1.940e-98,5.372e-191
205.05,1.931e-189,8.167e-8,,2.451e-43,1.939e-98,1.931e-189
205.06,1.086e-188,8.166e-8,,2.483e-43,1.938e-98,1.086e-188
205.08,3.021e-187,8.163e-8,,2.547e-43,1.937e-98,3.021e-187
205.10,7.087e-186,8.161e-8,,2.611e-43,1.936e-98,7.087e-186
205.11,3.220e-185,8.160e-8,,2.642e-43,1.935e-98,3.220e-185
205.13,2.706e-43,8.157e-8,,2.706e-43,1.934e-98,5.850e-184
205.15,8.904e-42,8.155e-8,,8.904e-42,1.933e-98,8.960e-183
205.16,4.791e-41,8.154e-8,,4.791e-41,1.932e-98,3.289e-182
205.18,1.221e-39,8.151e-8,,1.221e-39,1.931e-98,3.901e-181
205.20,2.623e-38,8.149e-8,,2.623e-38,1.930e-98,3.901e-180
205.21,1.141e-37,8.148e-8,,1.141e-37,1.930e-98,1.157e-179
205.23,1.898e-36,8.145e-8,,1.898e-36,1.928e-98,8.959e-179
205.25,2.664e-35,8.143e-8,,2.664e-35,1.927e-98,5.849e-178
205.26,9.360e-35,8.142e-8,,9.360e-35,1.927e-98,1.402e-177
205.28,1.017e-33,8.139e-8,,1.017e-33,1.925e-98,7.086e-177
205.30,9.323e-33,8.137e-8,,9.323e-33,1.924e-98,3.020e-176
205.31,2.648e-32,8.136e-8,,2.648e-32,1.924e-98,5.849e-176
205.33,1.879e-31,8.133e-8,,1.879e-31,1.922e-98,1.930e-175
205.35,1.125e-30,8.131e-8,,1.125e-30,1.921e-98,5.371e-175
205.36,2.581e-30,8.130e-8,,2.581e-30,1.921e-98,8.404e-175
205.38,1.197e-29,8.127e-8,,1.197e-29,1.919e-98,1.810e-174
205.40,4.678e-29,8.125e-8,,4.678e-29,1.918e-98,3.289e-174
205.41,8.676e-29,8.124e-8,,8.676e-29,1.918e-98,4.158e-174
205.43,2.627e-28,8.121e-8,,2.627e-28,1.916e-98,5.849e-174
205.44,4.287e-28,8.120e-8,,4.287e-28,1.916e-98,6.506e-174
205.46,1.005e-27,8.118e-8,,1.005e-27,1.915e-98,7.086e-174
205.48,1.987e-27,8.115e-8,,1.987e-27,1.913e-98,6.506e-174
205.49,2.621e-27,8.114e-8,,2.621e-27,1.913e-98,5.849e-174
205.51,4.014e-27,8.112e-8,,4.014e-27,1.912e-98,4.158e-174
205.53,5.183e-27,8.109e-8,,5.183e-27,1.911e-98,2.493e-174
205.54,5.525e-27,8.108e-8,,5.525e-27,1.910e-98,1.810e-174
205.56,5.525e-27,8.106e-8,,5.525e-27,1.909e-98,8.404e-175
205.58,4.659e-27,8.103e-8,,4.659e-27,1.908e-98,3.289e-175
205.59,4.014e-27,8.102e-8,,4.014e-27,1.907e-98,1.930e-175
205.61,2.621e-27,8.099e-8,,2.621e-27,1.906e-98,5.849e-176
205.63,1.444e-27,8.097e-8,,1.444e-27,1.905e-98,1.494e-176
205.64,1.005e-27,8.096e-8,,1.005e-27,1.904e-98,7.086e-177
205.66,4.287e-28,8.093e-8,,4.287e-28,1.903e-98,1.402e-177
205.68,1.542e-28,8.091e-8,,1.542e-28,1.902e-98,2.339e-178
205.69,8.676e-29,8.090e-8,,8.676e-29,1.901e-98,8.959e-179
205.71,2.417e-29,8.087e-8,,2.417e-29,1.900e-98,1.157e-179
205.73,5.678e-30,8.085e-8,,5.678e-30,1.899e-98,1.260e-180
205.74,2.581e-30,8.084e-8,,2.581e-30,1.898e-98,3.901e-181
205.76,4.696e-31,8.081e-8,,4.696e-31,1.897e-98,3.289e-182
205.78,7.205e-32,8.079e-8,,7.205e-32,1.896e-98,2.339e-183
205.79,2.648e-32,8.078e-8,,2.648e-32,1.895e-98,5.850e-184
205.81,3.146e-33,8.075e-8,,3.146e-33,1.894e-98,3.220e-185
205.83,3.152e-34,8.073e-8,,3.152e-34,1.893e-98,1.495e-186
205.84,9.360e-35,8.072e-8,,9.360e-35,1.892e-98,3.021e-187
205.86,7.263e-36,8.069e-8,,7.263e-36,1.891e-98,1.086e-188
205.88,4.753e-37,8.067e-8,,4.753e-37,1.890e-98,3.290e-190
205.89,1.141e-37,8.066e-8,,1.141e-37,1.889e-98,3.275e-190
205.91,5.781e-39,8.063e-8,,5.781e-39,1.888e-98,3.244e-190
205.93,2.471e-40,8.061e-8,,2.471e-40,1.887e-98,3.213e-190
205.94,4.791e-41,8.060e-8,,4.791e-41,1.886e-98,3.198e-190
205.96,1.586e-42,8.057e-8,,1.586e-42,1.885e-98,3.167e-190
206.06,3.393e-43,8.045e-8,,3.393e-43,1.879e-98,3.014e-190
206.07,2.040e-42,8.044e-8,,2.040e-42,1.878e-98,2.999e-190
206.09,6.503e-41,8.042e-8,,6.503e-41,1.877e-98,2.968e-190
206.11,1.750e-39,8.039e-8,,1.750e-39,1.876e-98,2.937e-190
206.12,8.525e-39,8.038e-8,,8.525e-39,1.876e-98,2.922e-190
206.14,1.781e-37,8.036e-8,,1.781e-37,1.874e-98,2.891e-190
206.16,3.144e-36,8.033e-8,,3.144e-36,1.873e-98,2.860e-190
206.17,1.240e-35,8.032e-8,,1.240e-35,1.873e-98,2.845e-190
206.19,1.698e-34,8.029e-8,,1.698e-34,1.871e-98,2.814e-190
206.21,1.965e-33,8.027e-8,,1.965e-33,1.870e-98,2.784e-190
206.22,6.274e-33,8.026e-8,,6.274e-33,1.870e-98,2.768e-190
206.24,5.635e-32,8.023e-8,,5.635e-32,1.868e-98,2.738e-190
206.26,4.275e-31,8.021e-8,,4.275e-31,1.867e-98,2.707e-190
206.27,1.105e-30,8.020e-8,,1.105e-30,1.867e-98,2.692e-190
206.29,6.509e-30,8.017e-8,,6.509e-30,1.865e-98,2.661e-190
206.31,3.237e-29,8.015e-8,,3.237e-29,1.864e-98,2.630e-190
206.32,6.777e-29,8.014e-8,,6.777e-29,1.864e-98,2.615e-190
206.34,2.616e-28,8.011e-8,,2.616e-28,1.862e-98,2.584e-190
206.36,8.532e-28,8.009e-8,,8.532e-28,1.861e-98,2.554e-190
206.37,1.446e-27,8.008e-8,,1.446e-27,1.861e-98,2.538e-190
206.39,3.661e-27,8.005e-8,,3.661e-27,1.859e-98,2.508e-190
206.41,7.827e-27,8.003e-8,,7.827e-27,1.858e-98,2.477e-190
206.42,1.074e-26,8.002e-8,,1.074e-26,1.858e-98,2.462e-190
206.44,1.783e-26,7.999e-8,,1.783e-26,1.857e-98,2.431e-190
206.46,2.499e-26,7.997e-8,,2.499e-26,1.855e-98,2.400e-190
206.47,2.777e-26,7.996e-8,,2.777e-26,1.855e-98,2.385e-190
206.49,3.022e-26,7.993e-8,,3.022e-26,1.854e-98,2.354e-190
206.51,2.777e-26,7.991e-8,,2.777e-26,1.852e-98,2.323e-190
206.52,2.499e-26,7.990e-8,,2.499e-26,1.852e-98,2.308e-190
206.54,1.783e-26,7.987e-8,,1.783e-26,1.851e-98,2.277e-190
206.56,1.074e-26,7.985e-8,,1.074e-26,1.849e-98,2.247e-190
206.57,7.827e-27,7.984e-8,,7.827e-27,1.849e-98,2.231e-190
206.59,3.661e-27,7.981e-8,,3.661e-27,1.848e-98,2.201e-190
206.61,1.446e-27,7.979e-8,,1.446e-27,1.846e-98,2.170e-190
206.62,8.532e-28,7.978e-8,,8.532e-28,1.846e-98,2.155e-190
206.64,2.616e-28,7.975e-8,,2.616e-28,1.845e-98,2.124e-190
206.66,6.777e-29,7.973e-8,,6.777e-29,1.843e-98,2.093e-190
206.67,3.237e-29,7.972e-8,,3.237e-29,1.843e-98,2.078e-190
206.69,6.509e-30,7.969e-8,,6.509e-30,1.842e-98,2.047e-190
206.71,1.105e-30,7.967e-8,,1.105e-30,1.841e-98,2.017e-190
206.72,4.275e-31,7.965e-8,,4.275e-31,1.840e-98,2.001e-190
206.74,5.635e-32,7.963e-8,,5.635e-32,1.839e-98,1.971e-190
206.75,1.920e-32,7.962e-8,,1.920e-32,1.838e-98,1.955e-190
206.77,1.965e-33,7.959e-8,,1.965e-33,1.837e-98,1.925e-190
206.79,1.698e-34,7.957e-8,,1.698e-34,1.836e-98,1.894e-190
206.80,4.686e-35,7.956e-8,,4.686e-35,1.835e-98,1.879e-190
206.82,3.144e-36,7.953e-8,,3.144e-36,1.834e-98,1.848e-190
206.84,1.781e-37,7.951e-8,,1.781e-37,1.833e-98,1.817e-190
206.85,3.980e-38,7.950e-8,,3.980e-38,1.832e-98,1.802e-190
206.87,1.750e-39,7.947e-8,,1.750e-39,1.831e-98,1.771e-190
206.89,6.503e-41,7.945e-8,,6.503e-41,1.830e-98,1.740e-190
206.90,1.176e-41,7.944e-8,,1.176e-41,1.829e-98,1.725e-190
207.97,8.345e-192,7.815e-8,,1.701e-42,1.766e-98,8.345e-192
207.98,5.062e-191,7.813e-8,,1.607e-42,1.765e-98,5.062e-191
208.00,1.645e-189,7.811e-8,,1.418e-42,1.764e-98,1.645e-189
208.01,8.812e-189,7.810e-8,,1.324e-42,1.763e-98,8.812e-189
208.03,2.233e-187,7.807e-8,,1.136e-42,1.762e-98,2.233e-187
208.05,4.795e-186,7.805e-8,,9.481e-43,1.761e-98,4.795e-186
208.06,2.088e-185,7.804e-8,,8.541e-43,1.760e-98,2.088e-185
208.08,3.496e-184,7.801e-8,,6.660e-43,1.759e-98,3.496e-184
208.10,4.959e-183,7.799e-8,,4.778e-43,1.758e-98,4.959e-183
208.11,1.755e-182,7.798e-8,,3.838e-43,1.757e-98,1.755e-182
208.13,1.942e-181,7.795e-8,,1.957e-43,1.756e-98,1.942e-181
208.15,7.558e-45,7.793e-8,,7.558e-45,1.755e-98,1.820e-180
208.16,4.571e-44,7.792e-8,,4.571e-44,1.754e-98,5.236e-180
208.18,1.476e-42,7.789e-8,,1.476e-42,1.753e-98,3.827e-179
208.20,4.042e-41,7.787e-8,,4.042e-41,1.752e-98,2.370e-178
208.21,1.987e-40,7.786e-8,,1.987e-40,1.752e-98,5.543e-178
208.23,4.245e-39,7.783e-8,,4.245e-39,1.750e-98,2.677e-177
208.25,7.683e-38,7.781e-8,,7.683e-38,1.749e-98,1.095e-176
208.26,3.072e-37,7.780e-8,,3.072e-37,1.749e-98,2.082e-176
208.28,4.338e-36,7.777e-8,,4.338e-36,1.747e-98,6.645e-176
208.30,5.192e-35,7.775e-8,,5.192e-35,1.746e-98,1.797e-175
208.31,1.688e-34,7.774e-8,,1.688e-34,1.746e-98,2.776e-175
208.33,1.576e-33,7.771e-8,,1.576e-33,1.744e-98,5.853e-175
208.35,1.247e-32,7.769e-8,,1.247e-32,1.743e-98,1.046e-174
208.36,3.298e-32,7.768e-8,,3.298e-32,1.743e-98,1.313e-174
208.38,2.036e-31,7.765e-8,,2.036e-31,1.741e-98,1.830e-174
208.40,1.065e-30,7.763e-8,,1.065e-30,1.740e-98,2.159e-174
208.41,2.290e-30,7.762e-8,,2.290e-30,1.740e-98,2.205e-174
208.43,9.348e-30,7.759e-8,,9.348e-30,1.738e-98,2.029e-174
208.45,3.234e-29,7.757e-8,,3.234e-29,1.737e-98,1.583e-174
208.46,5.653e-29,7.755e-8,,5.653e-29,1.737e-98,1.313e-174
208.48,1.526e-28,7.753e-8,,1.526e-28,1.735e-98,7.987e-175
208.50,3.490e-28,7.751e-8,,3.490e-28,1.734e-98,4.115e-175
208.51,4.961e-28,7.749e-8,,4.961e-28,1.734e-98,2.776e-175
208.53,8.853e-28,7.747e-8,,8.853e-28,1.733e-98,1.116e-175
208.55,1.339e-27,7.745e-8,,1.339e-27,1.731e-98,3.798e-176
208.56,1.547e-27,7.743e-8,,1.547e-27,1.731e-98,2.082e-176
208.58,1.826e-27,7.741e-8,,1.826e-27,1.730e-98,5.529e-177
208.60,1.826e-27,7.739e-8,,1.826e-27,1.728e-98,1.244e-177
208.61,1.716e-27,7.737e-8,,1.716e-27,1.728e-98,5.543e-178
208.63,1.339e-27,7.735e-8,,1.339e-27,1.727e-98,9.724e-179
208.64,1.111e-27,7.734e-8,,1.111e-27,1.726e-98,3.827e-179
208.66,6.765e-28,7.731e-8,,6.765e-28,1.725e-98,5.236e-180
208.68,3.490e-28,7.729e-8,,3.490e-28,1.724e-98,6.069e-181
208.69,2.356e-28,7.728e-8,,2.356e-28,1.723e-98,1.942e-181
208.71,9.481e-29,7.725e-8,,9.481e-29,1.722e-98,1.755e-182
208.73,3.234e-29,7.723e-8,,3.234e-29,1.721e-98,1.344e-183
208.74,1.775e-29,7.722e-8,,1.775e-29,1.720e-98,3.496e-184
208.76,4.723e-30,7.719e-8,,4.723e-30,1.719e-98,2.088e-185
208.78,1.065e-30,7.717e-8,,1.065e-30,1.718e-98,1.056e-186
208.79,4.754e-31,7.716e-8,,4.754e-31,1.717e-98,2.233e-187
208.81,8.365e-32,7.713e-8,,8.365e-32,1.716e-98,8.812e-189
208.83,1.247e-32,7.711e-8,,1.247e-32,1.715e-98,2.946e-190
208.84,4.527e-33,7.710e-8,,4.527e-33,1.714e-98,5.062e-191
208.86,5.272e-34,7.707e-8,,5.272e-34,1.713e-98,7.856e-191
208.88,6.017e-35,7.705e-8,,6.017e-35,1.712e-98,1.065e-190
208.89,4.546e-35,7.704e-8,,4.546e-35,1.711e-98,1.205e-190
208.91,3.567e-34,7.701e-8,,3.567e-34,1.710e-98,1.484e-190
208.93,3.558e-33,7.699e-8,,3.558e-33,1.709e-98,1.763e-190
208.94,1.058e-32,7.698e-8,,1.058e-32,1.708e-98,1.903e-190
208.96,8.274e-32,7.695e-8,,8.274e-32,1.707e-98,2.183e-190
208.98,5.488e-31,7.693e-8,,5.488e-31,1.706e-98,2.462e-190
208.99,1.329e-30,7.692e-8,,1.329e-30,1.705e-98,2.602e-190
209.01,6.886e-30,7.689e-8,,6.886e-30,1.704e-98,2.881e-190
209.03,3.027e-29,7.687e-8,,3.027e-29,1.703e-98,3.160e-190
209.04,5.967e-29,7.685e-8,,5.967e-29,1.702e-98,3.300e-190
209.06,2.050e-28,7.683e-8,,2.050e-28,1.701e-98,3.579e-190
209.08,5.972e-28,7.681e-8,,5.972e-28,1.700e-98,3.859e-190
209.09,9.583e-28,7.679e-8,,9.583e-28,1.699e-98,3.999e-190
209.11,2.182e-27,7.677e-8,,2.182e-27,1.698e-98,4.278e-190
209.13,4.213e-27,7.675e-8,,4.213e-27,1.697e-98,4.557e-190
209.14,5.504e-27,7.673e-8,,5.504e-27,1.696e-98,4.697e-190
209.16,8.304e-27,7.671e-8,,8.304e-27,1.695e-98,4.976e-190
209.18,1.063e-26,7.669e-8,,1.063e-26,1.694e-98,5.256e-190
209.19,1.131e-26,7.667e-8,,1.131e-26,1.693e-98,5.395e-190
209.21,1.131e-26,7.665e-8,,1.131e-26,1.692e-98,5.675e-190
209.23,9.590e-27,7.663e-8,,9.590e-27,1.691e-98,5.954e-190
209.24,8.304e-27,7.661e-8,,8.304e-27,1.690e-98,6.094e-190
209.26,5.504e-27,7.659e-8,,5.504e-27,1.689e-98,6.373e-190
209.27,4.213e-27,7.658e-8,,4.213e-27,1.689e-98,6.513e-190
209.29,2.182e-27,7.655e-8,,2.182e-27,1.687e-98,6.792e-190
209.31,9.583e-28,7.653e-8,,9.583e-28,1.686e-98,7.072e-190
209.32,5.972e-28,7.652e-8,,5.972e-28,1.686e-98,7.211e-190
209.34,2.050e-28,7.649e-8,,2.050e-28,1.684e-98,7.491e-190
209.36,5.967e-29,7.647e-8,,5.967e-29,1.683e-98,7.770e-190
209.37,3.027e-29,7.646e-8,,3.027e-29,1.683e-98,7.910e-190
209.39,6.886e-30,7.643e-8,,6.886e-30,1.681e-98,8.189e-190
209.41,1.329e-30,7.641e-8,,1.329e-30,1.680e-98,8.469e-190
209.42,5.488e-31,7.640e-8,,5.488e-31,1.680e-98,8.608e-190
209.44,8.274e-32,7.637e-8,,8.274e-32,1.679e-98,8.888e-190
209.46,1.058e-32,7.635e-8,,1.058e-32,1.677e-98,9.167e-190
209.47,3.561e-33,7.634e-8,,3.561e-33,1.677e-98,9.307e-190
209.49,3.907e-34,7.631e-8,,3.907e-34,1.676e-98,9.586e-190
209.51,4.072e-34,7.629e-8,,4.072e-34,1.674e-98,9.866e-190
209.52,1.169e-33,7.628e-8,,1.169e-33,1.674e-98,1.001e-189
209.54,9.738e-33,7.625e-8,,9.738e-33,1.673e-98,1.028e-189
209.56,6.934e-32,7.623e-8,,6.934e-32,1.671e-98,1.056e-189
209.57,1.740e-31,7.622e-8,,1.740e-31,1.671e-98,1.070e-189
209.59,9.696e-31,7.619e-8,,9.696e-31,1.670e-98,1.098e-189
209.61,4.587e-30,7.617e-8,,4.587e-30,1.668e-98,1.126e-189
209.62,9.383e-30,7.615e-8,,9.383e-30,1.668e-98,1.140e-189
209.64,3.473e-29,7.613e-8,,3.473e-29,1.667e-98,1.168e-189
209.66,1.091e-28,7.611e-8,,1.091e-28,1.665e-98,1.196e-189
209.67,1.820e-28,7.609e-8,,1.820e-28,1.665e-98,1.210e-189
209.69,4.475e-28,7.607e-8,,4.475e-28,1.664e-98,1.238e-189
209.71,9.343e-28,7.605e-8,,9.343e-28,1.663e-98,1.266e-189
209.72,1.270e-27,7.603e-8,,1.270e-27,1.662e-98,1.280e-189
209.74,2.074e-27,7.601e-8,,2.074e-27,1.661e-98,1.308e-189
209.76,2.877e-27,7.599e-8,,2.877e-27,1.660e-98,1.336e-189
209.77,3.186e-27,7.597e-8,,3.186e-27,1.659e-98,1.350e-189
209.79,3.458e-27,7.595e-8,,3.458e-27,1.658e-98,1.378e-189
209.81,3.186e-27,7.593e-8,,3.186e-27,1.657e-98,1.406e-189
209.82,2.877e-27,7.591e-8,,2.877e-27,1.656e-98,1.420e-189
209.84,2.074e-27,7.589e-8,,2.074e-27,1.655e-98,1.448e-189
209.86,1.270e-27,7.587e-8,,1.270e-27,1.654e-98,1.475e-189
209.87,9.343e-28,7.585e-8,,9.343e-28,1.653e-98,1.489e-189
209.89,4.475e-28,7.583e-8,,4.475e-28,1.652e-98,1.517e-189
