Wavelength (nm),Sum(calc),Mg I (7.7e-2),Mg II (9.2e-1),Mg III (1.3e-3),Mg IV (7.7e-37),Mg V (1.1e-84)
200.82,4.974e-29,,,4.974e-29,,
200.84,2.367e-30,,,2.367e-30,,
200.85,4.828e-31,,,4.828e-31,,
200.87,1.756e-32,,,1.756e-32,,
200.89,5.341e-34,,,5.341e-34,,
200.90,8.708e-35,,,8.708e-35,,
202.16,5.718e-8,5.718e-8,,1.284e-33,,
202.18,2.085e-6,2.085e-6,,1.303e-33,,
202.20,6.382e-5,6.382e-5,,1.322e-33,,
202.21,3.306e-4,3.306e-4,,1.331e-33,,
202.23,7.776e-3,7.776e-3,,1.350e-33,,
202.24,3.531e-2,3.531e-2,,1.360e-33,,
202.26,6.384e-1,6.384e-1,,1.379e-33,5.331e-79,
202.28,9.684e+0,9.684e+0,,1.398e-33,2.114e-77,
202.29,3.532e+1,3.532e+1,,1.407e-33,1.247e-76,
202.31,4.118e+2,4.118e+2,,1.426e-33,3.802e-75,
202.33,4.029e+3,4.029e+3,,1.445e-33,9.730e-74,
202.34,1.180e+4,1.180e+4,,1.455e-33,4.609e-73,
202.36,8.873e+4,8.873e+4,,1.474e-33,9.069e-72,
202.38,5.599e+5,5.599e+5,,1.493e-33,1.498e-70,
202.39,1.317e+6,1.317e+6,,1.502e-33,5.698e-70,
202.41,6.387e+6,6.387e+6,,1.521e-33,7.234e-69,
202.43,2.599e+7,2.599e+7,,1.540e-33,7.707e-68,
202.44,4.909e+7,4.909e+7,,1.550e-33,2.356e-67,
202.46,1.536e+8,1.536e+8,,1.569e-33,1.930e-66,
202.48,4.030e+8,4.030e+8,,1.587e-33,1.327e-65,
202.49,6.114e+8,6.114e+8,,1.597e-33,3.257e-65,
202.51,1.233e+9,1.233e+9,,1.616e-33,1.721e-64,
202.53,2.088e+9,2.088e+9,,1.635e-33,7.636e-64,
202.54,2.543e+9,2.543e+9,,1.644e-33,1.506e-63,
202.56,3.309e+9,3.309e+9,,1.663e-33,5.136e-63,
202.58,3.612e+9,3.612e+9,,1.682e-33,1.470e-62,
202.59,3.534e+9,3.534e+9,,1.692e-33,2.328e-62,
202.61,2.965e+9,2.965e+9,,1.711e-33,5.124e-62,
202.63,2.088e+9,2.088e+9,,1.730e-33,9.462e-62,
202.64,1.640e+9,1.640e+9,,1.739e-33,1.204e-61,
202.66,8.876e+8,8.876e+8,,1.758e-33,1.709e-61,
202.68,4.030e+8,4.030e+8,,1.777e-33,2.037e-61,
202.69,2.543e+8,2.543e+8,,1.787e-33,2.082e-61,
202.71,8.875e+7,8.875e+7,,1.806e-33,1.907e-61,
202.73,2.599e+7,2.599e+7,,1.825e-33,1.466e-61,
202.74,1.317e+7,1.317e+7,,1.834e-33,1.204e-61,
202.76,2.964e+6,2.964e+6,,1.853e-33,7.117e-62,
202.78,5.599e+5,5.599e+5,,1.872e-33,3.531e-62,
202.79,2.278e+5,2.278e+5,,1.882e-33,2.328e-62,
202.81,3.308e+4,3.308e+4,,1.901e-33,8.881e-63,
202.83,4.029e+3,4.029e+3,,1.920e-33,2.843e-63,
202.84,1.317e+3,1.317e+3,,1.929e-33,1.506e-63,
202.86,1.233e+2,1.233e+2,,1.948e-33,3.706e-64,
202.88,9.684e+0,9.684e+0,,1.967e-33,7.654e-65,
202.89,2.542e+0,2.542e+0,,1.977e-33,3.257e-65,
202.91,1.535e-1,1.535e-1,,1.996e-33,5.172e-66,
202.92,3.531e-2,3.531e-2,,2.005e-33,1.930e-66,
202.94,1.639e-3,1.639e-3,,2.024e-33,2.356e-67,
202.96,6.382e-5,6.382e-5,,2.043e-33,2.414e-68,
202.97,1.179e-5,1.179e-5,,2.053e-33,7.234e-69,
202.99,3.530e-7,3.530e-7,,2.072e-33,5.698e-70,
203.01,3.767e-71,3.529e-7,,2.091e-33,3.767e-71,
203.02,9.069e-72,3.528e-7,,2.100e-33,9.069e-72,
203.04,4.609e-73,3.527e-7,,2.119e-33,4.609e-73,
203.06,1.966e-74,3.526e-7,,2.138e-33,1.966e-74,
203.07,3.802e-75,3.526e-7,,2.148e-33,3.802e-75,
203.09,1.247e-76,3.525e-7,,2.167e-33,1.247e-76,
203.54,2.594e-33,3.502e-7,,2.594e-33,1.231e-76,
203.55,1.497e-32,3.502e-7,,1.497e-32,1.230e-76,
203.57,4.374e-31,3.501e-7,,4.374e-31,1.230e-76,
203.59,1.075e-29,3.500e-7,,1.075e-29,1.229e-76,
203.60,4.997e-29,3.499e-7,,4.997e-29,1.229e-76,
203.62,9.476e-28,3.498e-7,,9.476e-28,1.228e-76,
203.64,1.511e-26,3.497e-7,,1.511e-26,1.227e-76,
203.65,5.656e-26,3.496e-7,,5.656e-26,1.227e-76,
203.67,6.958e-25,3.495e-7,,6.958e-25,1.226e-76,
203.69,7.200e-24,3.494e-7,,7.200e-24,1.225e-76,
203.70,2.170e-23,3.494e-7,,2.170e-23,1.225e-76,
203.72,1.732e-22,3.493e-7,,1.732e-22,1.224e-76,
203.74,1.163e-21,3.492e-7,,1.163e-21,1.223e-76,
203.75,2.823e-21,3.491e-7,,2.823e-21,1.223e-76,
203.77,1.462e-20,3.490e-7,,1.462e-20,1.222e-76,
203.79,6.365e-20,3.489e-7,,6.365e-20,1.222e-76,
203.80,1.245e-19,3.489e-7,,1.245e-19,1.221e-76,
203.82,4.181e-19,3.488e-7,,4.181e-19,1.221e-76,
203.84,1.181e-18,3.487e-7,,1.181e-18,1.220e-76,
203.85,1.860e-18,3.486e-7,,1.860e-18,1.220e-76,
203.87,4.054e-18,3.485e-7,,4.054e-18,1.219e-76,
203.89,7.429e-18,3.484e-7,,7.429e-18,1.218e-76,
203.90,9.426e-18,3.484e-7,,9.426e-18,1.218e-76,
203.92,1.332e-17,3.483e-7,,1.332e-17,1.217e-76,
203.94,1.584e-17,3.482e-7,,1.584e-17,1.216e-76,
203.95,1.619e-17,3.481e-7,,1.619e-17,1.216e-76,
203.97,1.485e-17,3.480e-7,,1.485e-17,1.215e-76,
203.99,1.145e-17,3.479e-7,,1.145e-17,1.214e-76,
204.00,9.426e-18,3.479e-7,,9.426e-18,1.214e-76,
204.02,5.608e-18,3.478e-7,,5.608e-18,1.213e-76,
204.04,2.806e-18,3.477e-7,,2.806e-18,1.213e-76,
204.05,1.860e-18,3.476e-7,,1.860e-18,1.212e-76,
204.07,7.180e-19,3.475e-7,,7.180e-19,1.212e-76,
204.09,2.331e-19,3.474e-7,,2.331e-19,1.211e-76,
204.10,1.245e-19,3.474e-7,,1.245e-19,1.211e-76,
204.12,3.117e-20,3.473e-7,,3.117e-20,1.210e-76,
204.14,6.564e-21,3.472e-7,,6.564e-21,1.209e-76,
204.15,2.823e-21,3.471e-7,,2.823e-21,1.209e-76,
204.17,4.586e-22,3.470e-7,,4.586e-22,1.208e-76,
204.18,1.732e-22,3.470e-7,,1.732e-22,1.208e-76,
204.20,2.170e-23,3.469e-7,,2.170e-23,1.207e-76,
204.22,2.287e-24,3.468e-7,,2.287e-24,1.206e-76,
204.23,6.958e-25,3.467e-7,,6.958e-25,1.206e-76,
204.25,5.656e-26,3.466e-7,,5.656e-26,1.205e-76,
204.27,3.867e-27,3.465e-7,,3.867e-27,1.204e-76,
204.28,9.476e-28,3.465e-7,,9.476e-28,1.204e-76,
204.30,4.997e-29,3.464e-7,,4.997e-29,1.203e-76,
204.32,2.216e-30,3.463e-7,,2.216e-30,1.203e-76,
204.33,4.374e-31,3.462e-7,,4.374e-31,1.202e-76,
204.35,1.497e-32,3.461e-7,,1.497e-32,1.202e-76,
204.37,4.306e-34,3.460e-7,,4.306e-34,1.201e-76,
204.38,6.845e-35,3.460e-7,,6.845e-35,1.200e-76,
205.03,2.180e-148,3.427e-7,,5.488e-34,1.177e-76,2.180e-148
205.05,7.836e-147,3.426e-7,,5.636e-34,1.176e-76,7.836e-147
205.06,4.406e-146,3.425e-7,,5.710e-34,1.176e-76,4.406e-146
205.08,1.226e-144,3.424e-7,,5.858e-34,1.175e-76,1.226e-144
205.10,2.877e-143,3.423e-7,,6.005e-34,1.175e-76,2.877e-143
205.11,1.307e-142,3.423e-7,,6.079e-34,1.174e-76,1.307e-142
205.13,6.227e-34,3.422e-7,,6.227e-34,1.173e-76,2.374e-141
205.15,2.049e-32,3.421e-7,,2.049e-32,1.173e-76,3.637e-140
205.16,1.102e-31,3.420e-7,,1.102e-31,1.172e-76,1.335e-139
205.18,2.809e-30,3.419e-7,,2.809e-30,1.172e-76,1.583e-138
205.20,6.035e-29,3.418e-7,,6.035e-29,1.171e-76,1.583e-137
205.21,2.624e-28,3.418e-7,,2.624e-28,1.171e-76,4.697e-137
205.23,4.367e-27,3.417e-7,,4.367e-27,1.170e-76,3.636e-136
205.25,6.128e-26,3.416e-7,,6.128e-26,1.169e-76,2.374e-135
205.26,2.154e-25,3.415e-7,,2.154e-25,1.169e-76,5.690e-135
205.28,2.340e-24,3.414e-7,,2.340e-24,1.168e-76,2.876e-134
205.30,2.145e-23,3.413e-7,,2.145e-23,1.167e-76,1.226e-133
205.31,6.092e-23,3.412e-7,,6.092e-23,1.167e-76,2.374e-133
205.33,4.324e-22,3.411e-7,,4.324e-22,1.166e-76,7.834e-133
205.35,2.588e-21,3.410e-7,,2.588e-21,1.166e-76,2.180e-132
205.36,5.939e-21,3.410e-7,,5.939e-21,1.165e-76,3.411e-132
205.38,2.753e-20,3.409e-7,,2.753e-20,1.164e-76,7.348e-132
205.40,1.076e-19,3.408e-7,,1.076e-19,1.164e-76,1.335e-131
205.41,1.996e-19,3.407e-7,,1.996e-19,1.163e-76,1.688e-131
205.43,6.043e-19,3.406e-7,,6.043e-19,1.163e-76,2.374e-131
205.44,9.864e-19,3.406e-7,,9.864e-19,1.162e-76,2.641e-131
205.46,2.313e-18,3.405e-7,,2.313e-18,1.162e-76,2.876e-131
205.48,4.572e-18,3.404e-7,,4.572e-18,1.161e-76,2.641e-131
205.49,6.031e-18,3.403e-7,,6.031e-18,1.160e-76,2.374e-131
205.51,9.235e-18,3.402e-7,,9.235e-18,1.160e-76,1.688e-131
205.53,1.192e-17,3.401e-7,,1.192e-17,1.159e-76,1.012e-131
205.54,1.271e-17,3.401e-7,,1.271e-17,1.159e-76,7.348e-132
205.56,1.271e-17,3.400e-7,,1.271e-17,1.158e-76,3.411e-132
205.58,1.072e-17,3.399e-7,,1.072e-17,1.157e-76,1.335e-132
205.59,9.235e-18,3.398e-7,,9.235e-18,1.157e-76,7.834e-133
205.61,6.031e-18,3.397e-7,,6.031e-18,1.156e-76,2.374e-133
205.63,3.322e-18,3.396e-7,,3.322e-18,1.155e-76,6.065e-134
205.64,2.313e-18,3.396e-7,,2.313e-18,1.155e-76,2.876e-134
205.66,9.864e-19,3.395e-7,,9.864e-19,1.154e-76,5.690e-135
205.68,3.548e-19,3.394e-7,,3.548e-19,1.154e-76,9.491e-136
205.69,1.996e-19,3.393e-7,,1.996e-19,1.153e-76,3.636e-136
205.71,5.561e-20,3.392e-7,,5.561e-20,1.153e-76,4.697e-137
205.73,1.306e-20,3.391e-7,,1.306e-20,1.152e-76,5.115e-138
205.74,5.939e-21,3.391e-7,,5.939e-21,1.151e-76,1.583e-138
205.76,1.081e-21,3.390e-7,,1.081e-21,1.151e-76,1.335e-139
205.78,1.658e-22,3.389e-7,,1.658e-22,1.150e-76,9.492e-141
205.79,6.092e-23,3.388e-7,,6.092e-23,1.150e-76,2.374e-141
205.81,7.238e-24,3.387e-7,,7.238e-24,1.149e-76,1.307e-142
205.83,7.252e-25,3.386e-7,,7.252e-25,1.148e-76,6.067e-144
205.84,2.154e-25,3.386e-7,,2.154e-25,1.148e-76,1.226e-144
205.86,1.671e-26,3.385e-7,,1.671e-26,1.147e-76,4.406e-146
205.88,1.094e-27,3.384e-7,,1.094e-27,1.146e-76,1.335e-147
205.89,2.624e-28,3.383e-7,,2.624e-28,1.146e-76,1.329e-147
205.91,1.330e-29,3.382e-7,,1.330e-29,1.145e-76,1.317e-147
205.93,5.684e-31,3.381e-7,,5.684e-31,1.145e-76,1.304e-147
205.94,1.102e-31,3.381e-7,,1.102e-31,1.144e-76,1.298e-147
205.96,3.649e-33,3.380e-7,,3.649e-33,1.144e-76,1.285e-147
206.06,7.373e-34,3.375e-7,,7.373e-34,1.140e-76,1.223e-147
206.07,4.434e-33,3.374e-7,,4.434e-33,1.140e-76,1.217e-147
206.09,1.413e-31,3.373e-7,,1.413e-31,1.139e-76,1.205e-147
206.11,3.804e-30,3.372e-7,,3.804e-30,1.138e-76,1.192e-147
206.12,1.853e-29,3.371e-7,,1.853e-29,1.138e-76,1.186e-147
206.14,3.871e-28,3.370e-7,,3.871e-28,1.137e-76,1.173e-147
206.16,6.832e-27,3.369e-7,,6.832e-27,1.136e-76,1.161e-147
206.17,2.694e-26,3.369e-7,,2.694e-26,1.136e-76,1.155e-147
206.19,3.691e-25,3.368e-7,,3.691e-25,1.135e-76,1.142e-147
206.21,4.270e-24,3.367e-7,,4.270e-24,1.135e-76,1.130e-147
206.22,1.364e-23,3.366e-7,,1.364e-23,1.134e-76,1.124e-147
206.24,1.225e-22,3.365e-7,,1.225e-22,1.133e-76,1.111e-147
206.26,9.291e-22,3.364e-7,,9.291e-22,1.133e-76,1.099e-147
206.27,2.402e-21,3.364e-7,,2.402e-21,1.132e-76,1.092e-147
206.29,1.414e-20,3.363e-7,,1.414e-20,1.132e-76,1.080e-147
206.31,7.035e-20,3.362e-7,,7.035e-20,1.131e-76,1.068e-147
206.32,1.473e-19,3.361e-7,,1.473e-19,1.131e-76,1.061e-147
206.34,5.686e-19,3.360e-7,,5.686e-19,1.130e-76,1.049e-147
206.36,1.854e-18,3.359e-7,,1.854e-18,1.129e-76,1.036e-147
206.37,3.143e-18,3.359e-7,,3.143e-18,1.129e-76,1.030e-147
206.39,7.956e-18,3.358e-7,,7.956e-18,1.128e-76,1.018e-147
206.41,1.701e-17,3.357e-7,,1.701e-17,1.127e-76,1.005e-147
206.42,2.335e-17,3.356e-7,,2.335e-17,1.127e-76,9.990e-148
206.44,3.874e-17,3.355e-7,,3.874e-17,1.126e-76,9.866e-148
206.46,5.431e-17,3.354e-7,,5.431e-17,1.126e-76,9.741e-148
206.47,6.036e-17,3.354e-7,,6.036e-17,1.125e-76,9.679e-148
206.49,6.567e-17,3.353e-7,,6.567e-17,1.124e-76,9.554e-148
206.51,6.036e-17,3.352e-7,,6.036e-17,1.124e-76,9.430e-148
206.52,5.431e-17,3.351e-7,,5.431e-17,1.123e-76,9.368e-148
206.54,3.874e-17,3.350e-7,,3.874e-17,1.123e-76,9.243e-148
206.56,2.335e-17,3.349e-7,,2.335e-17,1.122e-76,9.119e-148
206.57,1.701e-17,3.349e-7,,1.701e-17,1.122e-76,9.056e-148
206.59,7.956e-18,3.348e-7,,7.956e-18,1.121e-76,8.932e-148
206.61,3.143e-18,3.347e-7,,3.143e-18,1.120e-76,8.807e-148
206.62,1.854e-18,3.346e-7,,1.854e-18,1.120e-76,8.745e-148
206.64,5.686e-19,3.345e-7,,5.686e-19,1.119e-76,8.620e-148
206.66,1.473e-19,3.344e-7,,1.473e-19,1.118e-76,8.496e-148
206.67,7.035e-20,3.344e-7,,7.035e-20,1.118e-76,8.434e-148
206.69,1.414e-20,3.343e-7,,1.414e-20,1.117e-76,8.309e-148
206.71,2.402e-21,3.342e-7,,2.402e-21,1.117e-76,8.185e-148
206.72,9.291e-22,3.341e-7,,9.291e-22,1.116e-76,8.122e-148
206.74,1.225e-22,3.340e-7,,1.225e-22,1.115e-76,7.998e-148
206.75,4.174e-23,3.340e-7,,4.174e-23,1.115e-76,7.936e-148
206.77,4.270e-24,3.339e-7,,4.270e-24,1.114e-76,7.811e-148
206.79,3.691e-25,3.338e-7,,3.691e-25,1.114e-76,7.686e-148
206.80,1.018e-25,3.337e-7,,1.018e-25,1.113e-76,7.624e-148
206.82,6.832e-27,3.336e-7,,6.832e-27,1.113e-76,7.500e-148
206.84,3.871e-28,3.335e-7,,3.871e-28,1.112e-76,7.375e-148
206.85,8.649e-29,3.335e-7,,8.649e-29,1.112e-76,7.313e-148
206.87,3.804e-30,3.334e-7,,3.804e-30,1.111e-76,7.188e-148
206.89,1.413e-31,3.333e-7,,1.413e-31,1.110e-76,7.064e-148
206.90,2.557e-32,3.332e-7,,2.557e-32,1.110e-76,7.001e-148
207.97,3.387e-149,3.278e-7,,3.699e-33,1.071e-76,3.387e-149
207.98,2.055e-148,3.277e-7,,3.495e-33,1.071e-76,2.055e-148
208.00,6.676e-147,3.276e-7,,3.086e-33,1.070e-76,6.676e-147
208.01,3.576e-146,3.276e-7,,2.882e-33,1.070e-76,3.576e-146
208.03,9.063e-145,3.275e-7,,2.473e-33,1.069e-76,9.063e-145
208.05,1.946e-143,3.274e-7,,2.064e-33,1.068e-76,1.946e-143
208.06,8.473e-143,3.273e-7,,1.860e-33,1.068e-76,8.473e-143
208.08,1.419e-141,3.272e-7,,1.451e-33,1.067e-76,1.419e-141
208.10,2.013e-140,3.271e-7,,1.042e-33,1.067e-76,2.013e-140
208.11,7.123e-140,3.271e-7,,8.378e-34,1.066e-76,7.123e-140
208.13,7.881e-139,3.270e-7,,4.291e-34,1.065e-76,7.881e-139
208.15,2.032e-35,3.269e-7,,2.032e-35,1.065e-76,7.387e-138
208.16,1.229e-34,3.268e-7,,1.229e-34,1.064e-76,2.125e-137
208.18,3.969e-33,3.267e-7,,3.969e-33,1.064e-76,1.553e-136
208.20,1.086e-31,3.266e-7,,1.086e-31,1.063e-76,9.620e-136
208.21,5.343e-31,3.266e-7,,5.343e-31,1.063e-76,2.250e-135
208.23,1.141e-29,3.265e-7,,1.141e-29,1.062e-76,1.087e-134
208.25,2.065e-28,3.264e-7,,2.065e-28,1.061e-76,4.446e-134
208.26,8.259e-28,3.263e-7,,8.259e-28,1.061e-76,8.452e-134
208.28,1.166e-26,3.262e-7,,1.166e-26,1.060e-76,2.697e-133
208.30,1.396e-25,3.261e-7,,1.396e-25,1.059e-76,7.292e-133
208.31,4.538e-25,3.261e-7,,4.538e-25,1.059e-76,1.127e-132
208.33,4.237e-24,3.260e-7,,4.237e-24,1.058e-76,2.376e-132
208.35,3.353e-23,3.259e-7,,3.353e-23,1.058e-76,4.244e-132
208.36,8.865e-23,3.258e-7,,8.865e-23,1.057e-76,5.330e-132
208.38,5.473e-22,3.257e-7,,5.473e-22,1.056e-76,7.425e-132
208.40,2.863e-21,3.256e-7,,2.863e-21,1.056e-76,8.764e-132
208.41,6.156e-21,3.256e-7,,6.156e-21,1.055e-76,8.948e-132
208.43,2.513e-20,3.255e-7,,2.513e-20,1.055e-76,8.236e-132
208.45,8.693e-20,3.254e-7,,8.693e-20,1.054e-76,6.423e-132
208.46,1.520e-19,3.253e-7,,1.520e-19,1.054e-76,5.330e-132
208.48,4.101e-19,3.252e-7,,4.101e-19,1.053e-76,3.242e-132
208.50,9.381e-19,3.251e-7,,9.381e-19,1.052e-76,1.670e-132
208.51,1.333e-18,3.251e-7,,1.333e-18,1.052e-76,1.127e-132
208.53,2.380e-18,3.250e-7,,2.380e-18,1.051e-76,4.528e-133
208.55,3.599e-18,3.249e-7,,3.599e-18,1.050e-76,1.541e-133
208.56,4.160e-18,3.248e-7,,4.160e-18,1.050e-76,8.452e-134
208.58,4.909e-18,3.247e-7,,4.909e-18,1.049e-76,2.244e-134
208.60,4.909e-18,3.246e-7,,4.909e-18,1.049e-76,5.048e-135
208.61,4.613e-18,3.246e-7,,4.613e-18,1.048e-76,2.250e-135
208.63,3.599e-18,3.244e-7,,3.599e-18,1.047e-76,3.947e-136
208.64,2.988e-18,3.244e-7,,2.988e-18,1.047e-76,1.553e-136
208.66,1.819e-18,3.243e-7,,1.819e-18,1.046e-76,2.125e-137
208.68,9.381e-19,3.242e-7,,9.381e-19,1.046e-76,2.463e-138
208.69,6.333e-19,3.241e-7,,6.333e-19,1.045e-76,7.881e-139
208.71,2.549e-19,3.240e-7,,2.549e-19,1.045e-76,7.123e-140
208.73,8.693e-20,3.239e-7,,8.693e-20,1.044e-76,5.455e-141
208.74,4.771e-20,3.239e-7,,4.771e-20,1.043e-76,1.419e-141
208.76,1.270e-20,3.238e-7,,1.270e-20,1.043e-76,8.473e-143
208.78,2.863e-21,3.237e-7,,2.863e-21,1.042e-76,4.287e-144
208.79,1.278e-21,3.236e-7,,1.278e-21,1.042e-76,9.063e-145
208.81,2.249e-22,3.235e-7,,2.249e-22,1.041e-76,3.576e-146
208.83,3.353e-23,3.234e-7,,3.353e-23,1.040e-76,1.196e-147
208.84,1.217e-23,3.234e-7,,1.217e-23,1.040e-76,2.055e-148
208.86,1.417e-24,3.233e-7,,1.417e-24,1.039e-76,2.211e-148
208.88,1.579e-25,3.232e-7,,1.579e-25,1.038e-76,2.368e-148
208.89,1.083e-25,3.231e-7,,1.083e-25,1.038e-76,2.446e-148
208.91,7.944e-25,3.230e-7,,7.944e-25,1.037e-76,2.602e-148
208.93,7.918e-24,3.229e-7,,7.918e-24,1.037e-76,2.759e-148
208.94,2.355e-23,3.229e-7,,2.355e-23,1.036e-76,2.837e-148
208.96,1.841e-22,3.228e-7,,1.841e-22,1.036e-76,2.993e-148
208.98,1.221e-21,3.227e-7,,1.221e-21,1.035e-76,3.150e-148
208.99,2.957e-21,3.226e-7,,2.957e-21,1.034e-76,3.228e-148
209.01,1.532e-20,3.225e-7,,1.532e-20,1.034e-76,3.385e-148
209.03,6.736e-20,3.224e-7,,6.736e-20,1.033e-76,3.541e-148
209.04,1.328e-19,3.224e-7,,1.328e-19,1.033e-76,3.619e-148
209.06,4.561e-19,3.223e-7,,4.561e-19,1.032e-76,3.776e-148
209.08,1.329e-18,3.222e-7,,1.329e-18,1.031e-76,3.932e-148
209.09,2.133e-18,3.221e-7,,2.133e-18,1.031e-76,4.010e-148
209.11,4.855e-18,3.220e-7,,4.855e-18,1.030e-76,4.167e-148
209.13,9.375e-18,3.219e-7,,9.375e-18,1.029e-76,4.323e-148
209.14,1.225e-17,3.219e-7,,1.225e-17,1.029e-76,4.402e-148
209.16,1.848e-17,3.218e-7,,1.848e-17,1.028e-76,4.558e-148
209.18,2.365e-17,3.217e-7,,2.365e-17,1.028e-76,4.715e-148
209.19,2.516e-17,3.216e-7,,2.516e-17,1.027e-76,4.793e-148
209.21,2.516e-17,3.215e-7,,2.516e-17,1.027e-76,4.949e-148
209.23,2.134e-17,3.214e-7,,2.134e-17,1.026e-76,5.106e-148
209.24,1.848e-17,3.214e-7,,1.848e-17,1.025e-76,5.184e-148
209.26,1.225e-17,3.213e-7,,1.225e-17,1.025e-76,5.340e-148
209.27,9.375e-18,3.212e-7,,9.375e-18,1.024e-76,5.419e-148
209.29,4.855e-18,3.211e-7,,4.855e-18,1.024e-76,5.575e-148
209.31,2.133e-18,3.210e-7,,2.133e-18,1.023e-76,5.732e-148
209.32,1.329e-18,3.210e-7,,1.329e-18,1.023e-76,5.810e-148
209.34,4.561e-19,3.209e-7,,4.561e-19,1.022e-76,5.966e-148
209.36,1.328e-19,3.208e-7,,1.328e-19,1.021e-76,6.123e-148
209.37,6.736e-20,3.207e-7,,6.736e-20,1.021e-76,6.201e-148
209.39,1.532e-20,3.206e-7,,1.532e-20,1.020e-76,6.357e-148
209.41,2.957e-21,3.205e-7,,2.957e-21,1.019e-76,6.514e-148
209.42,1.221e-21,3.205e-7,,1.221e-21,1.019e-76,6.592e-148
209.44,1.841e-22,3.204e-7,,1.841e-22,1.018e-76,6.749e-148
209.46,2.355e-23,3.202e-7,,2.355e-23,1.018e-76,6.905e-148
209.47,7.924e-24,3.202e-7,,7.924e-24,1.017e-76,6.983e-148
209.49,8.721e-25,3.201e-7,,8.721e-25,1.016e-76,7.140e-148
209.51,9.346e-25,3.200e-7,,9.346e-25,1.016e-76,7.296e-148
209.52,2.690e-24,3.199e-7,,2.690e-24,1.015e-76,7.374e-148
209.54,2.240e-23,3.198e-7,,2.240e-23,1.015e-76,7.531e-148
209.56,1.595e-22,3.197e-7,,1.595e-22,1.014e-76,7.687e-148
209.57,4.004e-22,3.197e-7,,4.004e-22,1.014e-76,7.766e-148
209.59,2.231e-21,3.196e-7,,2.231e-21,1.013e-76,7.922e-148
209.61,1.055e-20,3.195e-7,,1.055e-20,1.012e-76,8.079e-148
209.62,2.159e-20,3.194e-7,,2.159e-20,1.012e-76,8.157e-148
209.64,7.990e-20,3.193e-7,,7.990e-20,1.011e-76,8.313e-148
209.66,2.511e-19,3.192e-7,,2.511e-19,1.010e-76,8.470e-148
209.67,4.187e-19,3.192e-7,,4.187e-19,1.010e-76,8.548e-148
209.69,1.030e-18,3.191e-7,,1.030e-18,1.009e-76,8.704e-148
209.71,2.150e-18,3.190e-7,,2.150e-18,1.009e-76,8.861e-148
209.72,2.921e-18,3.189e-7,,2.921e-18,1.008e-76,8.939e-148
209.74,4.772e-18,3.188e-7,,4.772e-18,1.008e-76,9.096e-148
209.76,6.619e-18,3.187e-7,,6.619e-18,1.007e-76,9.252e-148
209.77,7.331e-18,3.187e-7,,7.331e-18,1.006e-76,9.330e-148
209.79,7.956e-18,3.186e-7,,7.956e-18,1.006e-76,9.487e-148
209.81,7.331e-18,3.185e-7,,7.331e-18,1.005e-76,9.643e-148
209.82,6.619e-18,3.184e-7,,6.619e-18,1.005e-76,9.721e-148
209.84,4.772e-18,3.183e-7,,4.772e-18,1.004e-76,9.878e-148
209.86,2.921e-18,3.182e-7,,2.921e-18,1.003e-76,1.003e-147
209.87,2.150e-18,3.182e-7,,2.150e-18,1.003e-76,1.011e-147
209.89,1.030e-18,3.181e-7,,1.030e-18,1.002e-76,1.027e-147
