Wavelength (nm),Sum(calc),Mg I (2.3e-2),Mg II (9.8e-1),Mg III (1.4e-3),Mg IV (1.0e-40),Mg V (3.2e-94)
202.61,4.679e+8,4.679e+8,,5.358e-37,2.100e-70,
202.63,3.294e+8,3.294e+8,,5.417e-37,3.879e-70,
202.64,2.588e+8,2.588e+8,,5.447e-37,4.936e-70,
202.66,1.401e+8,1.401e+8,,5.507e-37,7.007e-70,
202.68,6.360e+7,6.360e+7,,5.566e-37,8.350e-70,
202.69,4.013e+7,4.013e+7,,5.596e-37,8.535e-70,
202.71,1.401e+7,1.401e+7,,5.655e-37,7.819e-70,
202.73,4.102e+6,4.102e+6,,5.715e-37,6.011e-70,
202.74,2.078e+6,2.078e+6,,5.745e-37,4.936e-70,
202.76,4.678e+5,4.678e+5,,5.804e-37,2.917e-70,
202.78,8.836e+4,8.836e+4,,5.864e-37,1.447e-70,
202.79,3.595e+4,3.595e+4,,5.893e-37,9.545e-71,
202.81,5.220e+3,5.220e+3,,5.953e-37,3.640e-71,
202.83,6.358e+2,6.358e+2,,6.012e-37,1.165e-71,
202.84,2.078e+2,2.078e+2,,6.042e-37,6.173e-72,
202.86,1.945e+1,1.945e+1,,6.102e-37,1.519e-72,
202.88,1.528e+0,1.528e+0,,6.161e-37,3.137e-73,
202.89,4.011e-1,4.011e-1,,6.191e-37,1.335e-73,
202.91,2.422e-2,2.422e-2,,6.251e-37,2.120e-74,
202.92,5.572e-3,5.572e-3,,6.280e-37,7.910e-75,
202.94,2.586e-4,2.586e-4,,6.340e-37,9.657e-76,
202.96,1.007e-5,1.007e-5,,6.399e-37,9.894e-77,
202.97,1.861e-6,1.861e-6,,6.429e-37,2.965e-77,
202.99,5.570e-8,5.570e-8,,6.489e-37,2.336e-78,
203.01,1.544e-79,5.569e-8,,6.548e-37,1.544e-79,
203.02,3.718e-80,5.568e-8,,6.578e-37,3.718e-80,
203.04,1.889e-81,5.566e-8,,6.637e-37,1.889e-81,
203.06,8.059e-83,5.565e-8,,6.697e-37,8.059e-83,
203.07,1.559e-83,5.564e-8,,6.727e-37,1.559e-83,
203.09,5.111e-85,5.562e-8,,6.786e-37,5.111e-85,
203.54,8.125e-37,5.526e-8,,8.125e-37,5.045e-85,
203.55,4.688e-36,5.526e-8,,4.688e-36,5.043e-85,
203.57,1.370e-34,5.524e-8,,1.370e-34,5.040e-85,
203.59,3.368e-33,5.523e-8,,3.368e-33,5.037e-85,
203.60,1.565e-32,5.522e-8,,1.565e-32,5.036e-85,
203.62,2.968e-31,5.520e-8,,2.968e-31,5.033e-85,
203.64,4.734e-30,5.519e-8,,4.734e-30,5.030e-85,
203.65,1.772e-29,5.518e-8,,1.772e-29,5.029e-85,
203.67,2.180e-28,5.516e-8,,2.180e-28,5.026e-85,
203.69,2.255e-27,5.515e-8,,2.255e-27,5.023e-85,
203.70,6.798e-27,5.514e-8,,6.798e-27,5.021e-85,
203.72,5.425e-26,5.512e-8,,5.425e-26,5.018e-85,
203.74,3.642e-25,5.511e-8,,3.642e-25,5.015e-85,
203.75,8.842e-25,5.510e-8,,8.842e-25,5.014e-85,
203.77,4.578e-24,5.508e-8,,4.578e-24,5.011e-85,
203.79,1.994e-23,5.507e-8,,1.994e-23,5.008e-85,
203.80,3.899e-23,5.506e-8,,3.899e-23,5.006e-85,
203.82,1.310e-22,5.504e-8,,1.310e-22,5.003e-85,
203.84,3.699e-22,5.503e-8,,3.699e-22,5.001e-85,
203.85,5.827e-22,5.502e-8,,5.827e-22,4.999e-85,
203.87,1.270e-21,5.500e-8,,1.270e-21,4.996e-85,
203.89,2.327e-21,5.499e-8,,2.327e-21,4.993e-85,
203.90,2.952e-21,5.498e-8,,2.952e-21,4.992e-85,
203.92,4.174e-21,5.496e-8,,4.174e-21,4.989e-85,
203.94,4.962e-21,5.495e-8,,4.962e-21,4.986e-85,
203.95,5.071e-21,5.494e-8,,5.071e-21,4.984e-85,
203.97,4.651e-21,5.492e-8,,4.651e-21,4.981e-85,
203.99,3.587e-21,5.491e-8,,3.587e-21,4.978e-85,
204.00,2.952e-21,5.490e-8,,2.952e-21,4.977e-85,
204.02,1.757e-21,5.488e-8,,1.757e-21,4.974e-85,
204.04,8.790e-22,5.487e-8,,8.790e-22,4.971e-85,
204.05,5.827e-22,5.486e-8,,5.827e-22,4.970e-85,
204.07,2.249e-22,5.484e-8,,2.249e-22,4.967e-85,
204.09,7.301e-23,5.483e-8,,7.301e-23,4.964e-85,
204.10,3.899e-23,5.482e-8,,3.899e-23,4.962e-85,
204.12,9.762e-24,5.480e-8,,9.762e-24,4.959e-85,
204.14,2.056e-24,5.479e-8,,2.056e-24,4.956e-85,
204.15,8.842e-25,5.478e-8,,8.842e-25,4.955e-85,
204.17,1.436e-25,5.476e-8,,1.436e-25,4.952e-85,
204.18,5.425e-26,5.475e-8,,5.425e-26,4.950e-85,
204.20,6.798e-27,5.474e-8,,6.798e-27,4.947e-85,
204.22,7.164e-28,5.472e-8,,7.164e-28,4.944e-85,
204.23,2.180e-28,5.471e-8,,2.180e-28,4.943e-85,
204.25,1.772e-29,5.470e-8,,1.772e-29,4.940e-85,
204.27,1.211e-30,5.468e-8,,1.211e-30,4.937e-85,
204.28,2.968e-31,5.467e-8,,2.968e-31,4.936e-85,
204.30,1.565e-32,5.466e-8,,1.565e-32,4.933e-85,
204.32,6.942e-34,5.464e-8,,6.942e-34,4.930e-85,
204.33,1.370e-34,5.463e-8,,1.370e-34,4.928e-85,
204.35,4.688e-36,5.462e-8,,4.688e-36,4.925e-85,
204.37,1.349e-37,5.460e-8,,1.349e-37,4.922e-85,
204.38,2.144e-38,5.459e-8,,2.144e-38,4.921e-85,
205.03,2.498e-165,5.407e-8,,1.695e-37,4.825e-85,2.498e-165
205.05,8.976e-164,5.406e-8,,1.740e-37,4.822e-85,8.976e-164
205.06,5.047e-163,5.405e-8,,1.763e-37,4.821e-85,5.047e-163
205.08,1.404e-161,5.404e-8,,1.808e-37,4.818e-85,1.404e-161
205.10,3.295e-160,5.402e-8,,1.854e-37,4.815e-85,3.295e-160
205.11,1.497e-159,5.401e-8,,1.877e-37,4.813e-85,1.497e-159
205.13,1.922e-37,5.400e-8,,1.922e-37,4.810e-85,2.720e-158
205.15,6.324e-36,5.398e-8,,6.324e-36,4.807e-85,4.165e-157
205.16,3.403e-35,5.397e-8,,3.403e-35,4.806e-85,1.529e-156
205.18,8.670e-34,5.396e-8,,8.670e-34,4.803e-85,1.814e-155
205.20,1.863e-32,5.394e-8,,1.863e-32,4.800e-85,1.814e-154
205.21,8.101e-32,5.393e-8,,8.101e-32,4.798e-85,5.380e-154
205.23,1.348e-30,5.392e-8,,1.348e-30,4.795e-85,4.165e-153
205.25,1.892e-29,5.390e-8,,1.892e-29,4.792e-85,2.719e-152
205.26,6.648e-29,5.389e-8,,6.648e-29,4.791e-85,6.517e-152
205.28,7.225e-28,5.388e-8,,7.225e-28,4.788e-85,3.294e-151
205.30,6.621e-27,5.386e-8,,6.621e-27,4.785e-85,1.404e-150
205.31,1.880e-26,5.385e-8,,1.880e-26,4.784e-85,2.719e-150
205.33,1.335e-25,5.384e-8,,1.335e-25,4.781e-85,8.973e-150
205.35,7.989e-25,5.382e-8,,7.989e-25,4.778e-85,2.497e-149
205.36,1.833e-24,5.381e-8,,1.833e-24,4.776e-85,3.907e-149
205.38,8.499e-24,5.380e-8,,8.499e-24,4.773e-85,8.417e-149
205.40,3.322e-23,5.378e-8,,3.322e-23,4.770e-85,1.529e-148
205.41,6.162e-23,5.377e-8,,6.162e-23,4.769e-85,1.933e-148
205.43,1.865e-22,5.376e-8,,1.865e-22,4.766e-85,2.719e-148
205.44,3.045e-22,5.375e-8,,3.045e-22,4.764e-85,3.025e-148
205.46,7.139e-22,5.373e-8,,7.139e-22,4.761e-85,3.294e-148
205.48,1.411e-21,5.372e-8,,1.411e-21,4.759e-85,3.025e-148
205.49,1.862e-21,5.371e-8,,1.862e-21,4.757e-85,2.719e-148
205.51,2.851e-21,5.369e-8,,2.851e-21,4.754e-85,1.933e-148
205.53,3.681e-21,5.368e-8,,3.681e-21,4.751e-85,1.159e-148
205.54,3.924e-21,5.367e-8,,3.924e-21,4.750e-85,8.417e-149
205.56,3.924e-21,5.365e-8,,3.924e-21,4.747e-85,3.907e-149
205.58,3.309e-21,5.364e-8,,3.309e-21,4.744e-85,1.529e-149
205.59,2.851e-21,5.363e-8,,2.851e-21,4.742e-85,8.973e-150
205.61,1.862e-21,5.361e-8,,1.862e-21,4.739e-85,2.719e-150
205.63,1.025e-21,5.360e-8,,1.025e-21,4.736e-85,6.948e-151
205.64,7.139e-22,5.359e-8,,7.139e-22,4.735e-85,3.294e-151
205.66,3.045e-22,5.357e-8,,3.045e-22,4.732e-85,6.517e-152
205.68,1.095e-22,5.356e-8,,1.095e-22,4.729e-85,1.087e-152
205.69,6.162e-23,5.355e-8,,6.162e-23,4.728e-85,4.165e-153
205.71,1.717e-23,5.353e-8,,1.717e-23,4.725e-85,5.380e-154
205.73,4.032e-24,5.352e-8,,4.032e-24,4.722e-85,5.859e-155
205.74,1.833e-24,5.351e-8,,1.833e-24,4.720e-85,1.814e-155
205.76,3.336e-25,5.349e-8,,3.336e-25,4.717e-85,1.529e-156
205.78,5.118e-26,5.348e-8,,5.118e-26,4.714e-85,1.087e-157
205.79,1.880e-26,5.347e-8,,1.880e-26,4.713e-85,2.720e-158
205.81,2.234e-27,5.345e-8,,2.234e-27,4.710e-85,1.497e-159
205.83,2.239e-28,5.344e-8,,2.239e-28,4.707e-85,6.949e-161
205.84,6.648e-29,5.343e-8,,6.648e-29,4.705e-85,1.404e-161
205.86,5.159e-30,5.341e-8,,5.159e-30,4.702e-85,5.047e-163
205.88,3.376e-31,5.340e-8,,3.376e-31,4.700e-85,1.529e-164
205.89,8.101e-32,5.339e-8,,8.101e-32,4.698e-85,1.522e-164
205.91,4.106e-33,5.337e-8,,4.106e-33,4.695e-85,1.508e-164
205.93,1.755e-34,5.336e-8,,1.755e-34,4.692e-85,1.494e-164
205.94,3.403e-35,5.335e-8,,3.403e-35,4.691e-85,1.487e-164
205.96,1.126e-36,5.333e-8,,1.126e-36,4.688e-85,1.472e-164
206.06,2.333e-37,5.325e-8,,2.333e-37,4.673e-85,1.401e-164
206.07,1.403e-36,5.324e-8,,1.403e-36,4.671e-85,1.394e-164
206.09,4.473e-35,5.323e-8,,4.473e-35,4.669e-85,1.380e-164
206.11,1.204e-33,5.321e-8,,1.204e-33,4.666e-85,1.365e-164
206.12,5.863e-33,5.320e-8,,5.863e-33,4.664e-85,1.358e-164
206.14,1.225e-31,5.319e-8,,1.225e-31,4.661e-85,1.344e-164
206.16,2.162e-30,5.317e-8,,2.162e-30,4.658e-85,1.330e-164
206.17,8.526e-30,5.316e-8,,8.526e-30,4.657e-85,1.323e-164
206.19,1.168e-28,5.315e-8,,1.168e-28,4.654e-85,1.308e-164
206.21,1.352e-27,5.313e-8,,1.352e-27,4.651e-85,1.294e-164
206.22,4.315e-27,5.312e-8,,4.315e-27,4.649e-85,1.287e-164
206.24,3.876e-26,5.311e-8,,3.876e-26,4.646e-85,1.273e-164
206.26,2.940e-25,5.309e-8,,2.940e-25,4.643e-85,1.258e-164
206.27,7.602e-25,5.308e-8,,7.602e-25,4.642e-85,1.251e-164
206.29,4.477e-24,5.307e-8,,4.477e-24,4.639e-85,1.237e-164
206.31,2.227e-23,5.305e-8,,2.227e-23,4.636e-85,1.223e-164
206.32,4.661e-23,5.304e-8,,4.661e-23,4.635e-85,1.216e-164
206.34,1.800e-22,5.303e-8,,1.800e-22,4.632e-85,1.201e-164
206.36,5.869e-22,5.301e-8,,5.869e-22,4.629e-85,1.187e-164
206.37,9.947e-22,5.300e-8,,9.947e-22,4.627e-85,1.180e-164
206.39,2.518e-21,5.299e-8,,2.518e-21,4.624e-85,1.166e-164
206.41,5.383e-21,5.297e-8,,5.383e-21,4.621e-85,1.151e-164
206.42,7.389e-21,5.296e-8,,7.389e-21,4.620e-85,1.144e-164
206.44,1.226e-20,5.295e-8,,1.226e-20,4.617e-85,1.130e-164
206.46,1.719e-20,5.293e-8,,1.719e-20,4.614e-85,1.116e-164
206.47,1.910e-20,5.292e-8,,1.910e-20,4.612e-85,1.109e-164
206.49,2.079e-20,5.291e-8,,2.079e-20,4.610e-85,1.094e-164
206.51,1.910e-20,5.289e-8,,1.910e-20,4.607e-85,1.080e-164
206.52,1.719e-20,5.288e-8,,1.719e-20,4.605e-85,1.073e-164
206.54,1.226e-20,5.287e-8,,1.226e-20,4.602e-85,1.059e-164
206.56,7.389e-21,5.285e-8,,7.389e-21,4.599e-85,1.044e-164
206.57,5.383e-21,5.285e-8,,5.383e-21,4.598e-85,1.037e-164
206.59,2.518e-21,5.283e-8,,2.518e-21,4.595e-85,1.023e-164
206.61,9.947e-22,5.281e-8,,9.947e-22,4.592e-85,1.009e-164
206.62,5.869e-22,5.281e-8,,5.869e-22,4.590e-85,1.002e-164
206.64,1.800e-22,5.279e-8,,1.800e-22,4.587e-85,9.874e-165
206.66,4.661e-23,5.277e-8,,4.661e-23,4.584e-85,9.732e-165
206.67,2.227e-23,5.277e-8,,2.227e-23,4.583e-85,9.660e-165
206.69,4.477e-24,5.275e-8,,4.477e-24,4.580e-85,9.518e-165
206.71,7.602e-25,5.273e-8,,7.602e-25,4.577e-85,9.375e-165
206.72,2.940e-25,5.273e-8,,2.940e-25,4.576e-85,9.304e-165
206.74,3.876e-26,5.271e-8,,3.876e-26,4.573e-85,9.161e-165
206.75,1.321e-26,5.270e-8,,1.321e-26,4.571e-85,9.090e-165
206.77,1.352e-27,5.269e-8,,1.352e-27,4.568e-85,8.947e-165
206.79,1.168e-28,5.267e-8,,1.168e-28,4.565e-85,8.804e-165
206.80,3.223e-29,5.266e-8,,3.223e-29,4.564e-85,8.733e-165
206.82,2.162e-30,5.265e-8,,2.162e-30,4.561e-85,8.590e-165
206.84,1.225e-31,5.263e-8,,1.225e-31,4.558e-85,8.448e-165
206.85,2.737e-32,5.262e-8,,2.737e-32,4.556e-85,8.376e-165
206.87,1.204e-33,5.261e-8,,1.204e-33,4.553e-85,8.234e-165
206.89,4.473e-35,5.259e-8,,4.473e-35,4.550e-85,8.091e-165
206.90,8.092e-36,5.258e-8,,8.092e-36,4.549e-85,8.020e-165
207.97,3.880e-166,5.173e-8,,1.170e-36,4.391e-85,3.880e-166
207.98,2.353e-165,5.172e-8,,1.106e-36,4.390e-85,2.353e-165
208.00,7.647e-164,5.170e-8,,9.762e-37,4.387e-85,7.647e-164
208.01,4.097e-163,5.169e-8,,9.115e-37,4.385e-85,4.097e-163
208.03,1.038e-161,5.168e-8,,7.821e-37,4.382e-85,1.038e-161
208.05,2.229e-160,5.166e-8,,6.527e-37,4.379e-85,2.229e-160
208.06,9.706e-160,5.165e-8,,5.880e-37,4.378e-85,9.706e-160
208.08,1.625e-158,5.164e-8,,4.587e-37,4.375e-85,1.625e-158
208.10,2.305e-157,5.162e-8,,3.293e-37,4.372e-85,2.305e-157
208.11,8.159e-157,5.162e-8,,2.646e-37,4.370e-85,8.159e-157
208.13,9.027e-156,5.160e-8,,1.352e-37,4.368e-85,9.027e-156
208.15,5.859e-39,5.158e-8,,5.859e-39,4.365e-85,8.461e-155
208.16,3.543e-38,5.158e-8,,3.543e-38,4.363e-85,2.434e-154
208.18,1.145e-36,5.156e-8,,1.145e-36,4.360e-85,1.779e-153
208.20,3.133e-35,5.154e-8,,3.133e-35,4.357e-85,1.102e-152
208.21,1.541e-34,5.154e-8,,1.541e-34,4.356e-85,2.577e-152
208.23,3.291e-33,5.152e-8,,3.291e-33,4.353e-85,1.245e-151
208.25,5.956e-32,5.150e-8,,5.956e-32,4.350e-85,5.093e-151
208.26,2.382e-31,5.150e-8,,2.382e-31,4.348e-85,9.681e-151
208.28,3.363e-30,5.148e-8,,3.363e-30,4.345e-85,3.089e-150
208.30,4.025e-29,5.146e-8,,4.025e-29,4.342e-85,8.352e-150
208.31,1.309e-28,5.146e-8,,1.309e-28,4.341e-85,1.291e-149
208.33,1.222e-27,5.144e-8,,1.222e-27,4.338e-85,2.721e-149
208.35,9.669e-27,5.142e-8,,9.669e-27,4.335e-85,4.861e-149
208.36,2.556e-26,5.142e-8,,2.556e-26,4.334e-85,6.105e-149
208.38,1.578e-25,5.140e-8,,1.578e-25,4.331e-85,8.505e-149
208.40,8.257e-25,5.138e-8,,8.257e-25,4.328e-85,1.004e-148
208.41,1.775e-24,5.138e-8,,1.775e-24,4.326e-85,1.025e-148
208.43,7.246e-24,5.136e-8,,7.246e-24,4.323e-85,9.434e-149
208.45,2.507e-23,5.134e-8,,2.507e-23,4.320e-85,7.357e-149
208.46,4.382e-23,5.134e-8,,4.382e-23,4.319e-85,6.105e-149
208.48,1.183e-22,5.132e-8,,1.183e-22,4.316e-85,3.713e-149
208.50,2.705e-22,5.130e-8,,2.705e-22,4.313e-85,1.913e-149
208.51,3.845e-22,5.130e-8,,3.845e-22,4.311e-85,1.291e-149
208.53,6.863e-22,5.128e-8,,6.863e-22,4.309e-85,5.186e-150
208.55,1.038e-21,5.126e-8,,1.038e-21,4.306e-85,1.766e-150
208.56,1.200e-21,5.126e-8,,1.200e-21,4.304e-85,9.681e-151
208.58,1.415e-21,5.124e-8,,1.415e-21,4.301e-85,2.570e-151
208.60,1.415e-21,5.122e-8,,1.415e-21,4.298e-85,5.782e-152
208.61,1.330e-21,5.122e-8,,1.330e-21,4.297e-85,2.577e-152
208.63,1.038e-21,5.120e-8,,1.038e-21,4.294e-85,4.521e-153
208.64,8.616e-22,5.119e-8,,8.616e-22,4.292e-85,1.779e-153
208.66,5.244e-22,5.118e-8,,5.244e-22,4.289e-85,2.434e-154
208.68,2.705e-22,5.116e-8,,2.705e-22,4.286e-85,2.821e-155
208.69,1.826e-22,5.115e-8,,1.826e-22,4.285e-85,9.027e-156
208.71,7.350e-23,5.114e-8,,7.350e-23,4.282e-85,8.159e-157
208.73,2.507e-23,5.112e-8,,2.507e-23,4.279e-85,6.249e-158
208.74,1.376e-23,5.111e-8,,1.376e-23,4.278e-85,1.625e-158
208.76,3.661e-24,5.110e-8,,3.661e-24,4.275e-85,9.706e-160
208.78,8.257e-25,5.108e-8,,8.257e-25,4.272e-85,4.911e-161
208.79,3.685e-25,5.107e-8,,3.685e-25,4.270e-85,1.038e-161
208.81,6.484e-26,5.106e-8,,6.484e-26,4.267e-85,4.097e-163
208.83,9.669e-27,5.104e-8,,9.669e-27,4.264e-85,1.370e-164
208.84,3.509e-27,5.103e-8,,3.509e-27,4.263e-85,2.353e-165
208.86,4.086e-28,5.102e-8,,4.086e-28,4.260e-85,2.780e-165
208.88,4.600e-29,5.100e-8,,4.600e-29,4.257e-85,3.207e-165
208.89,3.289e-29,5.099e-8,,3.289e-29,4.255e-85,3.421e-165
208.91,2.487e-28,5.098e-8,,2.487e-28,4.252e-85,3.848e-165
208.93,2.480e-27,5.096e-8,,2.480e-27,4.249e-85,4.275e-165
208.94,7.376e-27,5.095e-8,,7.376e-27,4.248e-85,4.488e-165
208.96,5.767e-26,5.094e-8,,5.767e-26,4.245e-85,4.915e-165
208.98,3.825e-25,5.092e-8,,3.825e-25,4.242e-85,5.342e-165
208.99,9.262e-25,5.091e-8,,9.262e-25,4.241e-85,5.556e-165
209.01,4.800e-24,5.090e-8,,4.800e-24,4.238e-85,5.983e-165
209.03,2.110e-23,5.088e-8,,2.110e-23,4.235e-85,6.410e-165
209.04,4.159e-23,5.087e-8,,4.159e-23,4.233e-85,6.623e-165
209.06,1.429e-22,5.086e-8,,1.429e-22,4.230e-85,7.050e-165
209.08,4.162e-22,5.084e-8,,4.162e-22,4.227e-85,7.477e-165
209.09,6.680e-22,5.083e-8,,6.680e-22,4.226e-85,7.690e-165
209.11,1.521e-21,5.082e-8,,1.521e-21,4.223e-85,8.117e-165
209.13,2.936e-21,5.080e-8,,2.936e-21,4.220e-85,8.544e-165
209.14,3.836e-21,5.079e-8,,3.836e-21,4.218e-85,8.758e-165
209.16,5.788e-21,5.078e-8,,5.788e-21,4.216e-85,9.185e-165
209.18,7.409e-21,5.076e-8,,7.409e-21,4.213e-85,9.612e-165
209.19,7.880e-21,5.075e-8,,7.880e-21,4.211e-85,9.825e-165
209.21,7.880e-21,5.074e-8,,7.880e-21,4.208e-85,1.025e-164
209.23,6.685e-21,5.072e-8,,6.685e-21,4.205e-85,1.068e-164
209.24,5.788e-21,5.071e-8,,5.788e-21,4.204e-85,1.089e-164
209.26,3.836e-21,5.070e-8,,3.836e-21,4.201e-85,1.132e-164
209.27,2.936e-21,5.069e-8,,2.936e-21,4.199e-85,1.153e-164
209.29,1.521e-21,5.067e-8,,1.521e-21,4.196e-85,1.196e-164
209.31,6.680e-22,5.066e-8,,6.680e-22,4.193e-85,1.239e-164
209.32,4.162e-22,5.065e-8,,4.162e-22,4.192e-85,1.260e-164
209.34,1.429e-22,5.063e-8,,1.429e-22,4.189e-85,1.303e-164
209.36,4.159e-23,5.062e-8,,4.159e-23,4.186e-85,1.345e-164
209.37,2.110e-23,5.061e-8,,2.110e-23,4.185e-85,1.367e-164
209.39,4.800e-24,5.059e-8,,4.800e-24,4.182e-85,1.409e-164
209.41,9.262e-25,5.058e-8,,9.262e-25,4.179e-85,1.452e-164
209.42,3.825e-25,5.057e-8,,3.825e-25,4.177e-85,1.474e-164
209.44,5.767e-26,5.055e-8,,5.767e-26,4.174e-85,1.516e-164
209.46,7.377e-27,5.054e-8,,7.377e-27,4.171e-85,1.559e-164
209.47,2.482e-27,5.053e-8,,2.482e-27,4.170e-85,1.580e-164
209.49,2.728e-28,5.051e-8,,2.728e-28,4.167e-85,1.623e-164
209.51,2.888e-28,5.050e-8,,2.888e-28,4.164e-85,1.666e-164
209.52,8.304e-28,5.049e-8,,8.304e-28,4.162e-85,1.687e-164
209.54,6.916e-27,5.047e-8,,6.916e-27,4.159e-85,1.730e-164
209.56,4.925e-26,5.046e-8,,4.925e-26,4.157e-85,1.772e-164
209.57,1.236e-25,5.045e-8,,1.236e-25,4.155e-85,1.794e-164
209.59,6.886e-25,5.043e-8,,6.886e-25,4.152e-85,1.836e-164
209.61,3.258e-24,5.042e-8,,3.258e-24,4.149e-85,1.879e-164
209.62,6.664e-24,5.041e-8,,6.664e-24,4.148e-85,1.900e-164
209.64,2.467e-23,5.039e-8,,2.467e-23,4.145e-85,1.943e-164
209.66,7.752e-23,5.038e-8,,7.752e-23,4.142e-85,1.986e-164
209.67,1.292e-22,5.037e-8,,1.292e-22,4.140e-85,2.007e-164
209.69,3.178e-22,5.035e-8,,3.178e-22,4.137e-85,2.050e-164
209.71,6.635e-22,5.034e-8,,6.635e-22,4.134e-85,2.093e-164
209.72,9.017e-22,5.033e-8,,9.017e-22,4.133e-85,2.114e-164
209.74,1.473e-21,5.031e-8,,1.473e-21,4.130e-85,2.157e-164
209.76,2.043e-21,5.030e-8,,2.043e-21,4.127e-85,2.199e-164
209.77,2.263e-21,5.029e-8,,2.263e-21,4.126e-85,2.221e-164
209.79,2.456e-21,5.027e-8,,2.456e-21,4.123e-85,2.263e-164
209.81,2.263e-21,5.026e-8,,2.263e-21,4.120e-85,2.306e-164
209.82,2.043e-21,5.025e-8,,2.043e-21,4.118e-85,2.327e-164
209.84,1.473e-21,5.023e-8,,1.473e-21,4.115e-85,2.370e-164
209.86,9.017e-22,5.022e-8,,9.017e-22,4.112e-85,2.413e-164
209.87,6.635e-22,5.021e-8,,6.635e-22,4.111e-85,2.434e-164
209.89,3.178e-22,5.019e-8,,3.178e-22,4.108e-85,2.477e-164
