Wavelength (nm),Sum(calc),Mg I (3.6e-3),Mg II (9.2e-1),Mg III (7.9e-2),Mg IV (4.1e-30),Mg V (1.3e-71)
202.38,3.958e+4,3.958e+4,,6.306e-29,3.272e-60,
202.39,9.310e+4,9.310e+4,,6.346e-29,1.245e-59,
202.41,4.515e+5,4.515e+5,,6.427e-29,1.581e-58,
202.43,1.838e+6,1.838e+6,,6.507e-29,1.684e-57,
202.44,3.471e+6,3.471e+6,,6.547e-29,5.148e-57,
202.46,1.086e+7,1.086e+7,,6.627e-29,4.217e-56,
202.48,2.849e+7,2.849e+7,,6.707e-29,2.899e-55,
202.49,4.322e+7,4.322e+7,,6.747e-29,7.117e-55,
202.51,8.719e+7,8.719e+7,,6.828e-29,3.762e-54,
202.53,1.476e+8,1.476e+8,,6.908e-29,1.669e-53,
202.54,1.798e+8,1.798e+8,,6.948e-29,3.291e-53,
202.56,2.339e+8,2.339e+8,,7.028e-29,1.122e-52,
202.58,2.554e+8,2.554e+8,,7.108e-29,3.212e-52,
202.59,2.498e+8,2.498e+8,,7.148e-29,5.088e-52,
202.61,2.096e+8,2.096e+8,,7.229e-29,1.120e-51,
202.63,1.476e+8,1.476e+8,,7.309e-29,2.068e-51,
202.64,1.160e+8,1.160e+8,,7.349e-29,2.631e-51,
202.66,6.275e+7,6.275e+7,,7.429e-29,3.736e-51,
202.68,2.849e+7,2.849e+7,,7.509e-29,4.451e-51,
202.69,1.798e+7,1.798e+7,,7.549e-29,4.550e-51,
202.71,6.274e+6,6.274e+6,,7.630e-29,4.168e-51,
202.73,1.838e+6,1.838e+6,,7.710e-29,3.205e-51,
202.74,9.311e+5,9.311e+5,,7.750e-29,2.631e-51,
202.76,2.096e+5,2.096e+5,,7.830e-29,1.555e-51,
202.78,3.958e+4,3.958e+4,,7.910e-29,7.715e-52,
202.79,1.611e+4,1.611e+4,,7.950e-29,5.088e-52,
202.81,2.338e+3,2.338e+3,,8.030e-29,1.941e-52,
202.83,2.848e+2,2.848e+2,,8.111e-29,6.212e-53,
202.84,9.308e+1,9.308e+1,,8.151e-29,3.291e-53,
202.86,8.715e+0,8.715e+0,,8.231e-29,8.098e-54,
202.88,6.847e-1,6.847e-1,,8.311e-29,1.673e-54,
202.89,1.797e-1,1.797e-1,,8.351e-29,7.117e-55,
202.91,1.085e-2,1.085e-2,,8.431e-29,1.130e-55,
202.92,2.496e-3,2.496e-3,,8.472e-29,4.217e-56,
202.94,1.159e-4,1.159e-4,,8.552e-29,5.148e-57,
202.96,4.512e-6,4.512e-6,,8.632e-29,5.274e-58,
202.97,8.337e-7,8.337e-7,,8.672e-29,1.581e-58,
202.99,2.496e-8,2.496e-8,,8.752e-29,1.245e-59,
203.01,8.232e-61,2.495e-8,,8.832e-29,8.232e-61,
203.02,1.982e-61,2.494e-8,,8.872e-29,1.982e-61,
203.04,1.007e-62,2.494e-8,,8.953e-29,1.007e-62,
203.06,4.296e-64,2.493e-8,,9.033e-29,4.296e-64,
203.07,8.309e-65,2.493e-8,,9.073e-29,8.309e-65,
203.09,2.725e-66,2.492e-8,,9.153e-29,2.725e-66,
203.54,1.096e-28,2.476e-8,,1.096e-28,2.689e-66,
203.55,6.321e-28,2.475e-8,,6.321e-28,2.689e-66,
203.57,1.848e-26,2.475e-8,,1.848e-26,2.687e-66,
203.59,4.543e-25,2.474e-8,,4.543e-25,2.685e-66,
203.60,2.111e-24,2.474e-8,,2.111e-24,2.685e-66,
203.62,4.003e-23,2.473e-8,,4.003e-23,2.683e-66,
203.64,6.384e-22,2.472e-8,,6.384e-22,2.681e-66,
203.65,2.389e-21,2.472e-8,,2.389e-21,2.681e-66,
203.67,2.939e-20,2.471e-8,,2.939e-20,2.679e-66,
203.69,3.041e-19,2.470e-8,,3.041e-19,2.678e-66,
203.70,9.167e-19,2.470e-8,,9.167e-19,2.677e-66,
203.72,7.316e-18,2.469e-8,,7.316e-18,2.675e-66,
203.74,4.911e-17,2.469e-8,,4.911e-17,2.674e-66,
203.75,1.192e-16,2.468e-8,,1.192e-16,2.673e-66,
203.77,6.174e-16,2.468e-8,,6.174e-16,2.671e-66,
203.79,2.688e-15,2.467e-8,,2.688e-15,2.670e-66,
203.80,5.257e-15,2.467e-8,,5.257e-15,2.669e-66,
203.82,1.766e-14,2.466e-8,,1.766e-14,2.667e-66,
203.84,4.989e-14,2.465e-8,,4.989e-14,2.666e-66,
203.85,7.858e-14,2.465e-8,,7.858e-14,2.665e-66,
203.87,1.712e-13,2.464e-8,,1.712e-13,2.663e-66,
203.89,3.138e-13,2.463e-8,,3.138e-13,2.662e-66,
203.90,3.981e-13,2.463e-8,,3.981e-13,2.661e-66,
203.92,5.628e-13,2.462e-8,,5.628e-13,2.659e-66,
203.94,6.692e-13,2.462e-8,,6.692e-13,2.658e-66,
203.95,6.838e-13,2.461e-8,,6.838e-13,2.657e-66,
203.97,6.271e-13,2.460e-8,,6.271e-13,2.656e-66,
203.99,4.837e-13,2.460e-8,,4.837e-13,2.654e-66,
204.00,3.981e-13,2.459e-8,,3.981e-13,2.653e-66,
204.02,2.369e-13,2.459e-8,,2.369e-13,2.652e-66,
204.04,1.185e-13,2.458e-8,,1.185e-13,2.650e-66,
204.05,7.858e-14,2.458e-8,,7.858e-14,2.649e-66,
204.07,3.033e-14,2.457e-8,,3.033e-14,2.648e-66,
204.09,9.846e-15,2.456e-8,,9.846e-15,2.646e-66,
204.10,5.257e-15,2.456e-8,,5.257e-15,2.645e-66,
204.12,1.316e-15,2.455e-8,,1.316e-15,2.644e-66,
204.14,2.773e-16,2.454e-8,,2.773e-16,2.642e-66,
204.15,1.192e-16,2.454e-8,,1.192e-16,2.641e-66,
204.17,1.937e-17,2.453e-8,,1.937e-17,2.640e-66,
204.18,7.316e-18,2.453e-8,,7.316e-18,2.639e-66,
204.20,9.167e-19,2.452e-8,,9.167e-19,2.637e-66,
204.22,9.661e-20,2.452e-8,,9.661e-20,2.636e-66,
204.23,2.939e-20,2.451e-8,,2.939e-20,2.635e-66,
204.25,2.389e-21,2.450e-8,,2.389e-21,2.633e-66,
204.27,1.633e-22,2.450e-8,,1.633e-22,2.632e-66,
204.28,4.003e-23,2.449e-8,,4.003e-23,2.631e-66,
204.30,2.111e-24,2.449e-8,,2.111e-24,2.630e-66,
204.32,9.362e-26,2.448e-8,,9.362e-26,2.628e-66,
204.33,1.848e-26,2.448e-8,,1.848e-26,2.627e-66,
204.35,6.321e-28,2.447e-8,,6.321e-28,2.626e-66,
204.37,1.819e-29,2.446e-8,,1.819e-29,2.624e-66,
204.38,2.892e-30,2.446e-8,,2.892e-30,2.623e-66,
205.03,2.130e-129,2.423e-8,,2.345e-29,2.572e-66,2.130e-129
205.05,7.653e-128,2.422e-8,,2.408e-29,2.571e-66,7.653e-128
205.06,4.303e-127,2.421e-8,,2.440e-29,2.570e-66,4.303e-127
205.08,1.197e-125,2.421e-8,,2.503e-29,2.568e-66,1.197e-125
205.10,2.809e-124,2.420e-8,,2.566e-29,2.567e-66,2.809e-124
205.11,1.276e-123,2.420e-8,,2.598e-29,2.566e-66,1.276e-123
205.13,2.661e-29,2.419e-8,,2.661e-29,2.564e-66,2.319e-122
205.15,8.756e-28,2.418e-8,,8.756e-28,2.563e-66,3.552e-121
205.16,4.711e-27,2.418e-8,,4.711e-27,2.562e-66,1.304e-120
205.18,1.200e-25,2.417e-8,,1.200e-25,2.560e-66,1.546e-119
205.20,2.579e-24,2.416e-8,,2.579e-24,2.559e-66,1.546e-118
205.21,1.122e-23,2.416e-8,,1.122e-23,2.558e-66,4.587e-118
205.23,1.866e-22,2.415e-8,,1.866e-22,2.556e-66,3.551e-117
205.25,2.619e-21,2.415e-8,,2.619e-21,2.555e-66,2.318e-116
205.26,9.204e-21,2.414e-8,,9.204e-21,2.554e-66,5.557e-116
205.28,1.000e-19,2.414e-8,,1.000e-19,2.552e-66,2.809e-115
205.30,9.167e-19,2.413e-8,,9.167e-19,2.551e-66,1.197e-114
205.31,2.603e-18,2.413e-8,,2.603e-18,2.550e-66,2.318e-114
205.33,1.848e-17,2.412e-8,,1.848e-17,2.549e-66,7.651e-114
205.35,1.106e-16,2.411e-8,,1.106e-16,2.547e-66,2.129e-113
205.36,2.538e-16,2.411e-8,,2.538e-16,2.546e-66,3.331e-113
205.38,1.177e-15,2.410e-8,,1.177e-15,2.545e-66,7.177e-113
205.40,4.599e-15,2.409e-8,,4.599e-15,2.543e-66,1.304e-112
205.41,8.531e-15,2.409e-8,,8.531e-15,2.542e-66,1.648e-112
205.43,2.583e-14,2.408e-8,,2.583e-14,2.541e-66,2.318e-112
205.44,4.215e-14,2.408e-8,,4.215e-14,2.540e-66,2.579e-112
205.46,9.883e-14,2.407e-8,,9.883e-14,2.538e-66,2.809e-112
205.48,1.954e-13,2.406e-8,,1.954e-13,2.537e-66,2.579e-112
205.49,2.577e-13,2.406e-8,,2.577e-13,2.536e-66,2.318e-112
205.51,3.947e-13,2.405e-8,,3.947e-13,2.534e-66,1.648e-112
205.53,5.096e-13,2.405e-8,,5.096e-13,2.533e-66,9.881e-113
205.54,5.432e-13,2.404e-8,,5.432e-13,2.532e-66,7.177e-113
205.56,5.432e-13,2.404e-8,,5.432e-13,2.530e-66,3.331e-113
205.58,4.581e-13,2.403e-8,,4.581e-13,2.529e-66,1.304e-113
205.59,3.947e-13,2.403e-8,,3.947e-13,2.528e-66,7.651e-114
205.61,2.577e-13,2.402e-8,,2.577e-13,2.527e-66,2.318e-114
205.63,1.420e-13,2.401e-8,,1.420e-13,2.525e-66,5.924e-115
205.64,9.883e-14,2.401e-8,,9.883e-14,2.524e-66,2.809e-115
205.66,4.215e-14,2.400e-8,,4.215e-14,2.523e-66,5.557e-116
205.68,1.516e-14,2.399e-8,,1.516e-14,2.521e-66,9.270e-117
205.69,8.531e-15,2.399e-8,,8.531e-15,2.520e-66,3.551e-117
205.71,2.376e-15,2.398e-8,,2.376e-15,2.519e-66,4.587e-118
205.73,5.583e-16,2.398e-8,,5.583e-16,2.517e-66,4.995e-119
205.74,2.538e-16,2.397e-8,,2.538e-16,2.516e-66,1.546e-119
205.76,4.618e-17,2.396e-8,,4.618e-17,2.515e-66,1.304e-120
205.78,7.085e-18,2.396e-8,,7.085e-18,2.513e-66,9.271e-122
205.79,2.603e-18,2.395e-8,,2.603e-18,2.512e-66,2.319e-122
205.81,3.093e-19,2.395e-8,,3.093e-19,2.511e-66,1.276e-123
205.83,3.099e-20,2.394e-8,,3.099e-20,2.509e-66,5.925e-125
205.84,9.204e-21,2.394e-8,,9.204e-21,2.508e-66,1.197e-125
205.86,7.142e-22,2.393e-8,,7.142e-22,2.507e-66,4.303e-127
205.88,4.674e-23,2.392e-8,,4.674e-23,2.505e-66,1.304e-128
205.89,1.122e-23,2.392e-8,,1.122e-23,2.504e-66,1.298e-128
205.91,5.684e-25,2.391e-8,,5.684e-25,2.503e-66,1.286e-128
205.93,2.429e-26,2.390e-8,,2.429e-26,2.501e-66,1.274e-128
205.94,4.711e-27,2.390e-8,,4.711e-27,2.501e-66,1.268e-128
205.96,1.559e-28,2.389e-8,,1.559e-28,2.499e-66,1.255e-128
206.06,3.089e-29,2.386e-8,,3.089e-29,2.491e-66,1.195e-128
206.07,1.858e-28,2.385e-8,,1.858e-28,2.490e-66,1.189e-128
206.09,5.920e-27,2.385e-8,,5.920e-27,2.489e-66,1.176e-128
206.11,1.594e-25,2.384e-8,,1.594e-25,2.487e-66,1.164e-128
206.12,7.761e-25,2.384e-8,,7.761e-25,2.486e-66,1.158e-128
206.14,1.622e-23,2.383e-8,,1.622e-23,2.485e-66,1.146e-128
206.16,2.862e-22,2.382e-8,,2.862e-22,2.483e-66,1.134e-128
206.17,1.129e-21,2.382e-8,,1.129e-21,2.482e-66,1.128e-128
206.19,1.546e-20,2.381e-8,,1.546e-20,2.481e-66,1.116e-128
206.21,1.789e-19,2.380e-8,,1.789e-19,2.479e-66,1.103e-128
206.22,5.712e-19,2.380e-8,,5.712e-19,2.479e-66,1.097e-128
206.24,5.130e-18,2.379e-8,,5.130e-18,2.477e-66,1.085e-128
206.26,3.892e-17,2.379e-8,,3.892e-17,2.475e-66,1.073e-128
206.27,1.006e-16,2.378e-8,,1.006e-16,2.475e-66,1.067e-128
206.29,5.925e-16,2.377e-8,,5.925e-16,2.473e-66,1.055e-128
206.31,2.947e-15,2.377e-8,,2.947e-15,2.471e-66,1.043e-128
206.32,6.170e-15,2.376e-8,,6.170e-15,2.471e-66,1.037e-128
206.34,2.382e-14,2.376e-8,,2.382e-14,2.469e-66,1.024e-128
206.36,7.768e-14,2.375e-8,,7.768e-14,2.468e-66,1.012e-128
206.37,1.317e-13,2.375e-8,,1.317e-13,2.467e-66,1.006e-128
206.39,3.333e-13,2.374e-8,,3.333e-13,2.465e-66,9.940e-129
206.41,7.126e-13,2.373e-8,,7.126e-13,2.464e-66,9.818e-129
206.42,9.780e-13,2.373e-8,,9.780e-13,2.463e-66,9.757e-129
206.44,1.623e-12,2.372e-8,,1.623e-12,2.461e-66,9.636e-129
206.46,2.275e-12,2.371e-8,,2.275e-12,2.460e-66,9.514e-129
206.47,2.528e-12,2.371e-8,,2.528e-12,2.459e-66,9.453e-129
206.49,2.751e-12,2.370e-8,,2.751e-12,2.457e-66,9.331e-129
206.51,2.528e-12,2.370e-8,,2.528e-12,2.456e-66,9.210e-129
206.52,2.275e-12,2.369e-8,,2.275e-12,2.455e-66,9.149e-129
206.54,1.623e-12,2.369e-8,,1.623e-12,2.453e-66,9.027e-129
206.56,9.780e-13,2.368e-8,,9.780e-13,2.452e-66,8.906e-129
206.57,7.126e-13,2.367e-8,,7.126e-13,2.451e-66,8.845e-129
206.59,3.333e-13,2.367e-8,,3.333e-13,2.449e-66,8.723e-129
206.61,1.317e-13,2.366e-8,,1.317e-13,2.448e-66,8.602e-129
206.62,7.768e-14,2.366e-8,,7.768e-14,2.447e-66,8.541e-129
206.64,2.382e-14,2.365e-8,,2.382e-14,2.446e-66,8.419e-129
206.66,6.170e-15,2.364e-8,,6.170e-15,2.444e-66,8.298e-129
206.67,2.947e-15,2.364e-8,,2.947e-15,2.443e-66,8.237e-129
206.69,5.925e-16,2.363e-8,,5.925e-16,2.442e-66,8.115e-129
206.71,1.006e-16,2.362e-8,,1.006e-16,2.440e-66,7.994e-129
206.72,3.892e-17,2.362e-8,,3.892e-17,2.439e-66,7.933e-129
206.74,5.130e-18,2.361e-8,,5.130e-18,2.438e-66,7.811e-129
206.75,1.748e-18,2.361e-8,,1.748e-18,2.437e-66,7.750e-129
206.77,1.789e-19,2.360e-8,,1.789e-19,2.435e-66,7.629e-129
206.79,1.546e-20,2.360e-8,,1.546e-20,2.434e-66,7.507e-129
206.80,4.266e-21,2.359e-8,,4.266e-21,2.433e-66,7.446e-129
206.82,2.862e-22,2.359e-8,,2.862e-22,2.431e-66,7.325e-129
206.84,1.622e-23,2.358e-8,,1.622e-23,2.430e-66,7.203e-129
206.85,3.623e-24,2.357e-8,,3.623e-24,2.429e-66,7.142e-129
206.87,1.594e-25,2.357e-8,,1.594e-25,2.427e-66,7.020e-129
206.89,5.920e-27,2.356e-8,,5.920e-27,2.426e-66,6.899e-129
206.90,1.071e-27,2.356e-8,,1.071e-27,2.425e-66,6.838e-129
207.97,3.308e-130,2.317e-8,,1.550e-28,2.341e-66,3.308e-130
207.98,2.007e-129,2.317e-8,,1.465e-28,2.340e-66,2.007e-129
208.00,6.521e-128,2.316e-8,,1.293e-28,2.339e-66,6.521e-128
208.01,3.493e-127,2.316e-8,,1.208e-28,2.338e-66,3.493e-127
208.03,8.852e-126,2.315e-8,,1.036e-28,2.336e-66,8.852e-126
208.05,1.900e-124,2.315e-8,,8.653e-29,2.335e-66,1.900e-124
208.06,8.275e-124,2.314e-8,,7.797e-29,2.334e-66,8.275e-124
208.08,1.386e-122,2.313e-8,,6.084e-29,2.332e-66,1.386e-122
208.10,1.966e-121,2.313e-8,,4.372e-29,2.331e-66,1.966e-121
208.11,6.957e-121,2.312e-8,,3.516e-29,2.330e-66,6.957e-121
208.13,7.697e-120,2.312e-8,,1.804e-29,2.328e-66,7.697e-120
208.15,9.169e-31,2.311e-8,,9.169e-31,2.327e-66,7.214e-119
208.16,5.545e-30,2.311e-8,,5.545e-30,2.326e-66,2.076e-118
208.18,1.791e-28,2.310e-8,,1.791e-28,2.324e-66,1.517e-117
208.20,4.903e-27,2.309e-8,,4.903e-27,2.323e-66,9.396e-117
208.21,2.411e-26,2.309e-8,,2.411e-26,2.322e-66,2.197e-116
208.23,5.149e-25,2.308e-8,,5.149e-25,2.320e-66,1.061e-115
208.25,9.321e-24,2.307e-8,,9.321e-24,2.319e-66,4.342e-115
208.26,3.727e-23,2.307e-8,,3.727e-23,2.318e-66,8.255e-115
208.28,5.263e-22,2.306e-8,,5.263e-22,2.317e-66,2.634e-114
208.30,6.299e-21,2.306e-8,,6.299e-21,2.315e-66,7.122e-114
208.31,2.048e-20,2.305e-8,,2.048e-20,2.314e-66,1.100e-113
208.33,1.912e-19,2.305e-8,,1.912e-19,2.313e-66,2.320e-113
208.35,1.513e-18,2.304e-8,,1.513e-18,2.311e-66,4.145e-113
208.36,4.000e-18,2.303e-8,,4.000e-18,2.310e-66,5.206e-113
208.38,2.470e-17,2.303e-8,,2.470e-17,2.309e-66,7.252e-113
208.40,1.292e-16,2.302e-8,,1.292e-16,2.307e-66,8.559e-113
208.41,2.778e-16,2.302e-8,,2.778e-16,2.306e-66,8.739e-113
208.43,1.134e-15,2.301e-8,,1.134e-15,2.305e-66,8.044e-113
208.45,3.923e-15,2.300e-8,,3.923e-15,2.303e-66,6.273e-113
208.46,6.858e-15,2.300e-8,,6.858e-15,2.302e-66,5.206e-113
208.48,1.851e-14,2.299e-8,,1.851e-14,2.301e-66,3.166e-113
208.50,4.234e-14,2.298e-8,,4.234e-14,2.299e-66,1.631e-113
208.51,6.018e-14,2.298e-8,,6.018e-14,2.298e-66,1.100e-113
208.53,1.074e-13,2.297e-8,,1.074e-13,2.297e-66,4.422e-114
208.55,1.624e-13,2.297e-8,,1.624e-13,2.295e-66,1.505e-114
208.56,1.877e-13,2.296e-8,,1.877e-13,2.294e-66,8.255e-115
208.58,2.215e-13,2.296e-8,,2.215e-13,2.293e-66,2.192e-115
208.60,2.215e-13,2.295e-8,,2.215e-13,2.291e-66,4.930e-116
208.61,2.082e-13,2.295e-8,,2.082e-13,2.291e-66,2.197e-116
208.63,1.624e-13,2.294e-8,,1.624e-13,2.289e-66,3.855e-117
208.64,1.348e-13,2.293e-8,,1.348e-13,2.288e-66,1.517e-117
208.66,8.207e-14,2.293e-8,,8.207e-14,2.287e-66,2.076e-118
208.68,4.234e-14,2.292e-8,,4.234e-14,2.285e-66,2.406e-119
208.69,2.858e-14,2.292e-8,,2.858e-14,2.284e-66,7.697e-120
208.71,1.150e-14,2.291e-8,,1.150e-14,2.283e-66,6.957e-121
208.73,3.923e-15,2.290e-8,,3.923e-15,2.281e-66,5.328e-122
208.74,2.153e-15,2.290e-8,,2.153e-15,2.280e-66,1.386e-122
208.76,5.730e-16,2.289e-8,,5.730e-16,2.279e-66,8.275e-124
208.78,1.292e-16,2.288e-8,,1.292e-16,2.277e-66,4.187e-125
208.79,5.767e-17,2.288e-8,,5.767e-17,2.276e-66,8.852e-126
208.81,1.015e-17,2.287e-8,,1.015e-17,2.275e-66,3.493e-127
208.83,1.513e-18,2.287e-8,,1.513e-18,2.273e-66,1.168e-128
208.84,5.492e-19,2.286e-8,,5.492e-19,2.272e-66,2.007e-129
208.86,6.394e-20,2.286e-8,,6.394e-20,2.271e-66,2.083e-129
208.88,7.074e-21,2.285e-8,,7.074e-21,2.269e-66,2.159e-129
208.89,4.692e-21,2.285e-8,,4.692e-21,2.269e-66,2.197e-129
208.91,3.356e-20,2.284e-8,,3.356e-20,2.267e-66,2.273e-129
208.93,3.345e-19,2.283e-8,,3.345e-19,2.265e-66,2.349e-129
208.94,9.947e-19,2.283e-8,,9.947e-19,2.265e-66,2.387e-129
208.96,7.777e-18,2.282e-8,,7.777e-18,2.263e-66,2.463e-129
208.98,5.158e-17,2.281e-8,,5.158e-17,2.261e-66,2.539e-129
208.99,1.249e-16,2.281e-8,,1.249e-16,2.261e-66,2.577e-129
209.01,6.473e-16,2.280e-8,,6.473e-16,2.259e-66,2.653e-129
209.03,2.845e-15,2.280e-8,,2.845e-15,2.258e-66,2.729e-129
209.04,5.609e-15,2.279e-8,,5.609e-15,2.257e-66,2.767e-129
209.06,1.927e-14,2.278e-8,,1.927e-14,2.255e-66,2.843e-129
209.08,5.613e-14,2.278e-8,,5.613e-14,2.254e-66,2.919e-129
209.09,9.008e-14,2.277e-8,,9.008e-14,2.253e-66,2.957e-129
209.11,2.051e-13,2.277e-8,,2.051e-13,2.251e-66,3.033e-129
209.13,3.960e-13,2.276e-8,,3.960e-13,2.250e-66,3.109e-129
209.14,5.174e-13,2.276e-8,,5.174e-13,2.249e-66,3.147e-129
209.16,7.806e-13,2.275e-8,,7.806e-13,2.247e-66,3.223e-129
209.18,9.991e-13,2.274e-8,,9.991e-13,2.246e-66,3.299e-129
209.19,1.063e-12,2.274e-8,,1.063e-12,2.245e-66,3.337e-129
209.21,1.063e-12,2.273e-8,,1.063e-12,2.243e-66,3.412e-129
209.23,9.015e-13,2.272e-8,,9.015e-13,2.242e-66,3.488e-129
209.24,7.806e-13,2.272e-8,,7.806e-13,2.241e-66,3.526e-129
209.26,5.174e-13,2.271e-8,,5.174e-13,2.239e-66,3.602e-129
209.27,3.960e-13,2.271e-8,,3.960e-13,2.239e-66,3.640e-129
209.29,2.051e-13,2.270e-8,,2.051e-13,2.237e-66,3.716e-129
209.31,9.008e-14,2.269e-8,,9.008e-14,2.235e-66,3.792e-129
209.32,5.613e-14,2.269e-8,,5.613e-14,2.235e-66,3.830e-129
209.34,1.927e-14,2.268e-8,,1.927e-14,2.233e-66,3.906e-129
209.36,5.609e-15,2.268e-8,,5.609e-15,2.232e-66,3.982e-129
209.37,2.845e-15,2.267e-8,,2.845e-15,2.231e-66,4.020e-129
209.39,6.473e-16,2.267e-8,,6.473e-16,2.229e-66,4.096e-129
209.41,1.249e-16,2.266e-8,,1.249e-16,2.228e-66,4.172e-129
209.42,5.158e-17,2.266e-8,,5.158e-17,2.227e-66,4.210e-129
209.44,7.777e-18,2.265e-8,,7.777e-18,2.225e-66,4.286e-129
209.46,9.948e-19,2.264e-8,,9.948e-19,2.224e-66,4.362e-129
209.47,3.347e-19,2.264e-8,,3.347e-19,2.223e-66,4.400e-129
209.49,3.688e-20,2.263e-8,,3.688e-20,2.221e-66,4.476e-129
209.51,3.991e-20,2.262e-8,,3.991e-20,2.220e-66,4.552e-129
209.52,1.149e-19,2.262e-8,,1.149e-19,2.219e-66,4.590e-129
209.54,9.575e-19,2.261e-8,,9.575e-19,2.217e-66,4.666e-129
209.56,6.818e-18,2.261e-8,,6.818e-18,2.216e-66,4.742e-129
209.57,1.711e-17,2.260e-8,,1.711e-17,2.215e-66,4.780e-129
209.59,9.534e-17,2.259e-8,,9.534e-17,2.213e-66,4.856e-129
209.61,4.510e-16,2.259e-8,,4.510e-16,2.212e-66,4.932e-129
209.62,9.226e-16,2.258e-8,,9.226e-16,2.211e-66,4.970e-129
209.64,3.415e-15,2.258e-8,,3.415e-15,2.210e-66,5.046e-129
209.66,1.073e-14,2.257e-8,,1.073e-14,2.208e-66,5.122e-129
209.67,1.789e-14,2.257e-8,,1.789e-14,2.207e-66,5.160e-129
209.69,4.400e-14,2.256e-8,,4.400e-14,2.206e-66,5.236e-129
209.71,9.186e-14,2.255e-8,,9.186e-14,2.204e-66,5.312e-129
209.72,1.248e-13,2.255e-8,,1.248e-13,2.203e-66,5.350e-129
209.74,2.039e-13,2.254e-8,,2.039e-13,2.202e-66,5.426e-129
209.76,2.829e-13,2.253e-8,,2.829e-13,2.200e-66,5.502e-129
209.77,3.133e-13,2.253e-8,,3.133e-13,2.199e-66,5.540e-129
209.79,3.400e-13,2.252e-8,,3.400e-13,2.198e-66,5.616e-129
209.81,3.133e-13,2.252e-8,,3.133e-13,2.196e-66,5.692e-129
209.82,2.829e-13,2.251e-8,,2.829e-13,2.195e-66,5.730e-129
209.84,2.039e-13,2.251e-8,,2.039e-13,2.194e-66,5.806e-129
209.86,1.248e-13,2.250e-8,,1.248e-13,2.192e-66,5.882e-129
209.87,9.186e-14,2.249e-8,,9.186e-14,2.191e-66,5.920e-129
209.89,4.400e-14,2.249e-8,,4.400e-14,2.190e-66,5.996e-129
