Wavelength (nm),Sum(calc),Mg I (4.6e-1),Mg II (5.4e-1),Mg III (7.6e-5),Mg IV (4.6e-39),Mg V (6.6e-88)
202.31,2.433e+3,2.433e+3,,8.425e-35,2.246e-77,
202.33,2.380e+4,2.380e+4,,8.538e-35,5.749e-76,
202.34,6.971e+4,6.971e+4,,8.594e-35,2.723e-75,
202.36,5.243e+5,5.243e+5,,8.706e-35,5.358e-74,
202.38,3.308e+6,3.308e+6,,8.818e-35,8.848e-73,
202.39,7.780e+6,7.780e+6,,8.874e-35,3.367e-72,
202.41,3.773e+7,3.773e+7,,8.986e-35,4.274e-71,
202.43,1.536e+8,1.536e+8,,9.099e-35,4.554e-70,
202.44,2.901e+8,2.901e+8,,9.155e-35,1.392e-69,
202.46,9.073e+8,9.073e+8,,9.267e-35,1.140e-68,
202.48,2.381e+9,2.381e+9,,9.379e-35,7.838e-68,
202.49,3.612e+9,3.612e+9,,9.435e-35,1.924e-67,
202.51,7.286e+9,7.286e+9,,9.547e-35,1.017e-66,
202.53,1.233e+10,1.233e+10,,9.660e-35,4.511e-66,
202.54,1.502e+10,1.502e+10,,9.716e-35,8.897e-66,
202.56,1.955e+10,1.955e+10,,9.828e-35,3.034e-65,
202.58,2.134e+10,2.134e+10,,9.940e-35,8.684e-65,
202.59,2.088e+10,2.088e+10,,9.996e-35,1.376e-64,
202.61,1.752e+10,1.752e+10,,1.011e-34,3.027e-64,
202.63,1.233e+10,1.233e+10,,1.022e-34,5.590e-64,
202.64,9.690e+9,9.690e+9,,1.028e-34,7.113e-64,
202.66,5.244e+9,5.244e+9,,1.039e-34,1.010e-63,
202.68,2.381e+9,2.381e+9,,1.050e-34,1.203e-63,
202.69,1.502e+9,1.502e+9,,1.056e-34,1.230e-63,
202.71,5.244e+8,5.244e+8,,1.067e-34,1.127e-63,
202.73,1.536e+8,1.536e+8,,1.078e-34,8.664e-64,
202.74,7.781e+7,7.781e+7,,1.084e-34,7.113e-64,
202.76,1.751e+7,1.751e+7,,1.095e-34,4.205e-64,
202.78,3.308e+6,3.308e+6,,1.106e-34,2.086e-64,
202.79,1.346e+6,1.346e+6,,1.112e-34,1.376e-64,
202.81,1.954e+5,1.954e+5,,1.123e-34,5.247e-65,
202.83,2.380e+4,2.380e+4,,1.134e-34,1.679e-65,
202.84,7.779e+3,7.779e+3,,1.140e-34,8.897e-66,
202.86,7.283e+2,7.283e+2,,1.151e-34,2.189e-66,
202.88,5.722e+1,5.722e+1,,1.162e-34,4.522e-67,
202.89,1.502e+1,1.502e+1,,1.168e-34,1.924e-67,
202.91,9.067e-1,9.067e-1,,1.179e-34,3.055e-68,
202.92,2.086e-1,2.086e-1,,1.185e-34,1.140e-68,
202.94,9.682e-3,9.682e-3,,1.196e-34,1.392e-69,
202.96,3.771e-4,3.771e-4,,1.207e-34,1.426e-70,
202.97,6.967e-5,6.967e-5,,1.213e-34,4.274e-71,
202.99,2.085e-6,2.085e-6,,1.224e-34,3.367e-72,
203.01,2.226e-73,2.085e-6,,1.235e-34,2.226e-73,
203.02,5.358e-74,2.085e-6,,1.241e-34,5.358e-74,
203.04,2.723e-75,2.084e-6,,1.252e-34,2.723e-75,
203.06,1.162e-76,2.083e-6,,1.263e-34,1.162e-76,
203.07,2.246e-77,2.083e-6,,1.269e-34,2.246e-77,
203.09,7.367e-79,2.083e-6,,1.280e-34,7.367e-79,
203.54,1.533e-34,2.069e-6,,1.533e-34,7.271e-79,
203.55,8.842e-34,2.069e-6,,8.842e-34,7.269e-79,
203.57,2.584e-32,2.068e-6,,2.584e-32,7.265e-79,
203.59,6.354e-31,2.068e-6,,6.354e-31,7.260e-79,
203.60,2.952e-30,2.067e-6,,2.952e-30,7.258e-79,
203.62,5.598e-29,2.067e-6,,5.598e-29,7.254e-79,
203.64,8.929e-28,2.066e-6,,8.929e-28,7.250e-79,
203.65,3.342e-27,2.066e-6,,3.342e-27,7.248e-79,
203.67,4.111e-26,2.065e-6,,4.111e-26,7.243e-79,
203.69,4.254e-25,2.065e-6,,4.254e-25,7.239e-79,
203.70,1.282e-24,2.064e-6,,1.282e-24,7.237e-79,
203.72,1.023e-23,2.064e-6,,1.023e-23,7.233e-79,
203.74,6.869e-23,2.063e-6,,6.869e-23,7.228e-79,
203.75,1.668e-22,2.063e-6,,1.668e-22,7.226e-79,
203.77,8.635e-22,2.062e-6,,8.635e-22,7.222e-79,
203.79,3.760e-21,2.062e-6,,3.760e-21,7.218e-79,
203.80,7.354e-21,2.061e-6,,7.354e-21,7.216e-79,
203.82,2.470e-20,2.061e-6,,2.470e-20,7.211e-79,
203.84,6.978e-20,2.060e-6,,6.978e-20,7.207e-79,
203.85,1.099e-19,2.060e-6,,1.099e-19,7.205e-79,
203.87,2.395e-19,2.059e-6,,2.395e-19,7.201e-79,
203.89,4.389e-19,2.059e-6,,4.389e-19,7.197e-79,
203.90,5.569e-19,2.058e-6,,5.569e-19,7.194e-79,
203.92,7.872e-19,2.058e-6,,7.872e-19,7.190e-79,
203.94,9.360e-19,2.057e-6,,9.360e-19,7.186e-79,
203.95,9.565e-19,2.057e-6,,9.565e-19,7.184e-79,
203.97,8.772e-19,2.056e-6,,8.772e-19,7.180e-79,
203.99,6.766e-19,2.056e-6,,6.766e-19,7.175e-79,
204.00,5.569e-19,2.055e-6,,5.569e-19,7.173e-79,
204.02,3.313e-19,2.055e-6,,3.313e-19,7.169e-79,
204.04,1.658e-19,2.054e-6,,1.658e-19,7.165e-79,
204.05,1.099e-19,2.054e-6,,1.099e-19,7.163e-79,
204.07,4.242e-20,2.053e-6,,4.242e-20,7.158e-79,
204.09,1.377e-20,2.053e-6,,1.377e-20,7.154e-79,
204.10,7.354e-21,2.052e-6,,7.354e-21,7.152e-79,
204.12,1.841e-21,2.052e-6,,1.841e-21,7.148e-79,
204.14,3.878e-22,2.051e-6,,3.878e-22,7.143e-79,
204.15,1.668e-22,2.051e-6,,1.668e-22,7.141e-79,
204.17,2.709e-23,2.050e-6,,2.709e-23,7.137e-79,
204.18,1.023e-23,2.050e-6,,1.023e-23,7.135e-79,
204.20,1.282e-24,2.049e-6,,1.282e-24,7.131e-79,
204.22,1.351e-25,2.049e-6,,1.351e-25,7.126e-79,
204.23,4.111e-26,2.048e-6,,4.111e-26,7.124e-79,
204.25,3.342e-27,2.048e-6,,3.342e-27,7.120e-79,
204.27,2.285e-28,2.047e-6,,2.285e-28,7.116e-79,
204.28,5.598e-29,2.047e-6,,5.598e-29,7.114e-79,
204.30,2.952e-30,2.046e-6,,2.952e-30,7.109e-79,
204.32,1.309e-31,2.046e-6,,1.309e-31,7.105e-79,
204.33,2.584e-32,2.045e-6,,2.584e-32,7.103e-79,
204.35,8.842e-34,2.045e-6,,8.842e-34,7.099e-79,
204.37,2.544e-35,2.044e-6,,2.544e-35,7.094e-79,
204.38,4.044e-36,2.044e-6,,4.044e-36,7.092e-79,
205.03,1.288e-151,2.025e-6,,3.242e-35,6.954e-79,1.288e-151
205.05,4.630e-150,2.024e-6,,3.330e-35,6.950e-79,4.630e-150
205.06,2.603e-149,2.024e-6,,3.373e-35,6.948e-79,2.603e-149
205.08,7.244e-148,2.023e-6,,3.461e-35,6.943e-79,7.244e-148
205.10,1.699e-146,2.022e-6,,3.548e-35,6.939e-79,1.699e-146
205.11,7.722e-146,2.022e-6,,3.592e-35,6.937e-79,7.722e-146
205.13,3.679e-35,2.022e-6,,3.679e-35,6.933e-79,1.403e-144
205.15,1.210e-33,2.021e-6,,1.210e-33,6.929e-79,2.149e-143
205.16,6.513e-33,2.021e-6,,6.513e-33,6.926e-79,7.888e-143
205.18,1.659e-31,2.020e-6,,1.659e-31,6.922e-79,9.354e-142
205.20,3.566e-30,2.019e-6,,3.566e-30,6.918e-79,9.354e-141
205.21,1.551e-29,2.019e-6,,1.551e-29,6.916e-79,2.775e-140
205.23,2.580e-28,2.019e-6,,2.580e-28,6.912e-79,2.148e-139
205.25,3.621e-27,2.018e-6,,3.621e-27,6.907e-79,1.403e-138
205.26,1.272e-26,2.018e-6,,1.272e-26,6.905e-79,3.362e-138
205.28,1.383e-25,2.017e-6,,1.383e-25,6.901e-79,1.699e-137
205.30,1.267e-24,2.016e-6,,1.267e-24,6.897e-79,7.242e-137
205.31,3.599e-24,2.016e-6,,3.599e-24,6.895e-79,1.402e-136
205.33,2.554e-23,2.016e-6,,2.554e-23,6.890e-79,4.628e-136
205.35,1.529e-22,2.015e-6,,1.529e-22,6.886e-79,1.288e-135
205.36,3.509e-22,2.015e-6,,3.509e-22,6.884e-79,2.015e-135
205.38,1.627e-21,2.014e-6,,1.627e-21,6.880e-79,4.341e-135
205.40,6.359e-21,2.013e-6,,6.359e-21,6.875e-79,7.886e-135
205.41,1.179e-20,2.013e-6,,1.179e-20,6.873e-79,9.971e-135
205.43,3.570e-20,2.013e-6,,3.570e-20,6.869e-79,1.402e-134
205.44,5.828e-20,2.012e-6,,5.828e-20,6.867e-79,1.560e-134
205.46,1.366e-19,2.012e-6,,1.366e-19,6.863e-79,1.699e-134
205.48,2.701e-19,2.011e-6,,2.701e-19,6.858e-79,1.560e-134
205.49,3.563e-19,2.011e-6,,3.563e-19,6.856e-79,1.402e-134
205.51,5.456e-19,2.010e-6,,5.456e-19,6.852e-79,9.971e-135
205.53,7.045e-19,2.010e-6,,7.045e-19,6.848e-79,5.977e-135
205.54,7.510e-19,2.009e-6,,7.510e-19,6.846e-79,4.341e-135
205.56,7.510e-19,2.009e-6,,7.510e-19,6.841e-79,2.015e-135
205.58,6.333e-19,2.008e-6,,6.333e-19,6.837e-79,7.887e-136
205.59,5.456e-19,2.008e-6,,5.456e-19,6.835e-79,4.628e-136
205.61,3.563e-19,2.007e-6,,3.563e-19,6.831e-79,1.402e-136
205.63,1.963e-19,2.007e-6,,1.963e-19,6.826e-79,3.584e-137
205.64,1.366e-19,2.006e-6,,1.366e-19,6.824e-79,1.699e-137
205.66,5.828e-20,2.006e-6,,5.828e-20,6.820e-79,3.362e-138
205.68,2.096e-20,2.005e-6,,2.096e-20,6.816e-79,5.607e-139
205.69,1.179e-20,2.005e-6,,1.179e-20,6.814e-79,2.148e-139
205.71,3.285e-21,2.004e-6,,3.285e-21,6.809e-79,2.775e-140
205.73,7.718e-22,2.004e-6,,7.718e-22,6.805e-79,3.022e-141
205.74,3.509e-22,2.003e-6,,3.509e-22,6.803e-79,9.354e-142
205.76,6.384e-23,2.003e-6,,6.384e-23,6.799e-79,7.888e-143
205.78,9.795e-24,2.002e-6,,9.795e-24,6.795e-79,5.608e-144
205.79,3.599e-24,2.002e-6,,3.599e-24,6.792e-79,1.403e-144
205.81,4.276e-25,2.001e-6,,4.276e-25,6.788e-79,7.722e-146
205.83,4.285e-26,2.001e-6,,4.285e-26,6.784e-79,3.584e-147
205.84,1.272e-26,2.000e-6,,1.272e-26,6.782e-79,7.244e-148
205.86,9.873e-28,2.000e-6,,9.873e-28,6.778e-79,2.603e-149
205.88,6.461e-29,1.999e-6,,6.461e-29,6.773e-79,7.889e-151
205.89,1.551e-29,1.999e-6,,1.551e-29,6.771e-79,7.852e-151
205.91,7.858e-31,1.998e-6,,7.858e-31,6.767e-79,7.779e-151
205.93,3.358e-32,1.998e-6,,3.358e-32,6.763e-79,7.705e-151
205.94,6.513e-33,1.997e-6,,6.513e-33,6.761e-79,7.668e-151
205.96,2.156e-34,1.997e-6,,2.156e-34,6.756e-79,7.595e-151
206.06,4.356e-35,1.994e-6,,4.356e-35,6.735e-79,7.227e-151
206.07,2.620e-34,1.993e-6,,2.620e-34,6.733e-79,7.190e-151
206.09,8.349e-33,1.993e-6,,8.349e-33,6.729e-79,7.117e-151
206.11,2.248e-31,1.992e-6,,2.248e-31,6.724e-79,7.043e-151
206.12,1.095e-30,1.992e-6,,1.095e-30,6.722e-79,7.006e-151
206.14,2.287e-29,1.991e-6,,2.287e-29,6.718e-79,6.933e-151
206.16,4.036e-28,1.991e-6,,4.036e-28,6.714e-79,6.859e-151
206.17,1.592e-27,1.990e-6,,1.592e-27,6.712e-79,6.822e-151
206.19,2.180e-26,1.990e-6,,2.180e-26,6.707e-79,6.749e-151
206.21,2.523e-25,1.989e-6,,2.523e-25,6.703e-79,6.675e-151
206.22,8.056e-25,1.989e-6,,8.056e-25,6.701e-79,6.638e-151
206.24,7.236e-24,1.988e-6,,7.236e-24,6.697e-79,6.565e-151
206.26,5.489e-23,1.988e-6,,5.489e-23,6.693e-79,6.491e-151
206.27,1.419e-22,1.987e-6,,1.419e-22,6.690e-79,6.454e-151
206.29,8.357e-22,1.987e-6,,8.357e-22,6.686e-79,6.381e-151
206.31,4.157e-21,1.986e-6,,4.157e-21,6.682e-79,6.307e-151
206.32,8.701e-21,1.986e-6,,8.701e-21,6.680e-79,6.270e-151
206.34,3.359e-20,1.985e-6,,3.359e-20,6.676e-79,6.197e-151
206.36,1.096e-19,1.985e-6,,1.096e-19,6.671e-79,6.123e-151
206.37,1.857e-19,1.984e-6,,1.857e-19,6.669e-79,6.086e-151
206.39,4.700e-19,1.984e-6,,4.700e-19,6.665e-79,6.013e-151
206.41,1.005e-18,1.983e-6,,1.005e-18,6.661e-79,5.939e-151
206.42,1.379e-18,1.983e-6,,1.379e-18,6.658e-79,5.902e-151
206.44,2.289e-18,1.982e-6,,2.289e-18,6.654e-79,5.829e-151
206.46,3.209e-18,1.982e-6,,3.209e-18,6.650e-79,5.755e-151
206.47,3.566e-18,1.981e-6,,3.566e-18,6.648e-79,5.719e-151
206.49,3.880e-18,1.981e-6,,3.880e-18,6.644e-79,5.645e-151
206.51,3.566e-18,1.980e-6,,3.566e-18,6.639e-79,5.571e-151
206.52,3.209e-18,1.980e-6,,3.209e-18,6.637e-79,5.535e-151
206.54,2.289e-18,1.979e-6,,2.289e-18,6.633e-79,5.461e-151
206.56,1.379e-18,1.979e-6,,1.379e-18,6.629e-79,5.387e-151
206.57,1.005e-18,1.978e-6,,1.005e-18,6.627e-79,5.351e-151
206.59,4.700e-19,1.978e-6,,4.700e-19,6.622e-79,5.277e-151
206.61,1.857e-19,1.977e-6,,1.857e-19,6.618e-79,5.203e-151
206.62,1.096e-19,1.977e-6,,1.096e-19,6.616e-79,5.167e-151
206.64,3.359e-20,1.976e-6,,3.359e-20,6.612e-79,5.093e-151
206.66,8.701e-21,1.976e-6,,8.701e-21,6.607e-79,5.020e-151
206.67,4.157e-21,1.975e-6,,4.157e-21,6.605e-79,4.983e-151
206.69,8.357e-22,1.975e-6,,8.357e-22,6.601e-79,4.909e-151
206.71,1.419e-22,1.974e-6,,1.419e-22,6.597e-79,4.836e-151
206.72,5.489e-23,1.974e-6,,5.489e-23,6.595e-79,4.799e-151
206.74,7.236e-24,1.973e-6,,7.236e-24,6.590e-79,4.725e-151
206.75,2.466e-24,1.973e-6,,2.466e-24,6.588e-79,4.688e-151
206.77,2.523e-25,1.972e-6,,2.523e-25,6.584e-79,4.615e-151
206.79,2.180e-26,1.972e-6,,2.180e-26,6.580e-79,4.541e-151
206.80,6.017e-27,1.972e-6,,6.017e-27,6.578e-79,4.504e-151
206.82,4.036e-28,1.971e-6,,4.036e-28,6.573e-79,4.431e-151
206.84,2.287e-29,1.970e-6,,2.287e-29,6.569e-79,4.357e-151
206.85,5.110e-30,1.970e-6,,5.110e-30,6.567e-79,4.321e-151
206.87,2.248e-31,1.970e-6,,2.248e-31,6.563e-79,4.247e-151
206.89,8.349e-33,1.969e-6,,8.349e-33,6.559e-79,4.173e-151
206.90,1.511e-33,1.969e-6,,1.511e-33,6.556e-79,4.137e-151
207.97,2.001e-152,1.937e-6,,2.185e-34,6.329e-79,2.001e-152
207.98,1.214e-151,1.936e-6,,2.065e-34,6.327e-79,1.214e-151
208.00,3.945e-150,1.936e-6,,1.823e-34,6.322e-79,3.945e-150
208.01,2.113e-149,1.935e-6,,1.702e-34,6.320e-79,2.113e-149
208.03,5.355e-148,1.935e-6,,1.461e-34,6.316e-79,5.355e-148
208.05,1.150e-146,1.934e-6,,1.219e-34,6.312e-79,1.150e-146
208.06,5.006e-146,1.934e-6,,1.099e-34,6.310e-79,5.006e-146
208.08,8.382e-145,1.933e-6,,8.572e-35,6.305e-79,8.382e-145
208.10,1.189e-143,1.933e-6,,6.157e-35,6.301e-79,1.189e-143
208.11,4.209e-143,1.932e-6,,4.950e-35,6.299e-79,4.209e-143
208.13,4.656e-142,1.932e-6,,2.535e-35,6.295e-79,4.656e-142
208.15,1.200e-36,1.931e-6,,1.200e-36,6.291e-79,4.364e-141
208.16,7.259e-36,1.931e-6,,7.259e-36,6.288e-79,1.256e-140
208.18,2.345e-34,1.930e-6,,2.345e-34,6.284e-79,9.178e-140
208.20,6.419e-33,1.930e-6,,6.419e-33,6.280e-79,5.684e-139
208.21,3.157e-32,1.929e-6,,3.157e-32,6.278e-79,1.329e-138
208.23,6.742e-31,1.929e-6,,6.742e-31,6.274e-79,6.420e-138
208.25,1.220e-29,1.928e-6,,1.220e-29,6.269e-79,2.627e-137
208.26,4.879e-29,1.928e-6,,4.879e-29,6.267e-79,4.993e-137
208.28,6.890e-28,1.927e-6,,6.890e-28,6.263e-79,1.593e-136
208.30,8.246e-27,1.927e-6,,8.246e-27,6.259e-79,4.308e-136
208.31,2.681e-26,1.926e-6,,2.681e-26,6.257e-79,6.657e-136
208.33,2.503e-25,1.926e-6,,2.503e-25,6.252e-79,1.404e-135
208.35,1.981e-24,1.925e-6,,1.981e-24,6.248e-79,2.507e-135
208.36,5.237e-24,1.925e-6,,5.237e-24,6.246e-79,3.149e-135
208.38,3.233e-23,1.924e-6,,3.233e-23,6.242e-79,4.387e-135
208.40,1.692e-22,1.924e-6,,1.692e-22,6.237e-79,5.178e-135
208.41,3.637e-22,1.923e-6,,3.637e-22,6.235e-79,5.286e-135
208.43,1.485e-21,1.923e-6,,1.485e-21,6.231e-79,4.866e-135
208.45,5.136e-21,1.922e-6,,5.136e-21,6.227e-79,3.795e-135
208.46,8.978e-21,1.922e-6,,8.978e-21,6.225e-79,3.149e-135
208.48,2.423e-20,1.921e-6,,2.423e-20,6.220e-79,1.915e-135
208.50,5.543e-20,1.921e-6,,5.543e-20,6.216e-79,9.868e-136
208.51,7.878e-20,1.920e-6,,7.878e-20,6.214e-79,6.657e-136
208.53,1.406e-19,1.920e-6,,1.406e-19,6.210e-79,2.675e-136
208.55,2.126e-19,1.919e-6,,2.126e-19,6.206e-79,9.107e-137
208.56,2.458e-19,1.919e-6,,2.458e-19,6.203e-79,4.993e-137
208.58,2.900e-19,1.918e-6,,2.900e-19,6.199e-79,1.326e-137
208.60,2.900e-19,1.918e-6,,2.900e-19,6.195e-79,2.982e-138
208.61,2.726e-19,1.917e-6,,2.726e-19,6.193e-79,1.329e-138
208.63,2.126e-19,1.917e-6,,2.126e-19,6.189e-79,2.332e-139
208.64,1.765e-19,1.917e-6,,1.765e-19,6.186e-79,9.178e-140
208.66,1.074e-19,1.916e-6,,1.074e-19,6.182e-79,1.256e-140
208.68,5.543e-20,1.915e-6,,5.543e-20,6.178e-79,1.455e-141
208.69,3.741e-20,1.915e-6,,3.741e-20,6.176e-79,4.656e-142
208.71,1.506e-20,1.914e-6,,1.506e-20,6.171e-79,4.209e-143
208.73,5.136e-21,1.914e-6,,5.136e-21,6.167e-79,3.223e-144
208.74,2.819e-21,1.914e-6,,2.819e-21,6.165e-79,8.382e-145
208.76,7.502e-22,1.913e-6,,7.502e-22,6.161e-79,5.006e-146
208.78,1.692e-22,1.912e-6,,1.692e-22,6.157e-79,2.533e-147
208.79,7.551e-23,1.912e-6,,7.551e-23,6.154e-79,5.355e-148
208.81,1.329e-23,1.912e-6,,1.329e-23,6.150e-79,2.113e-149
208.83,1.981e-24,1.911e-6,,1.981e-24,6.146e-79,7.065e-151
208.84,7.190e-25,1.911e-6,,7.190e-25,6.144e-79,1.214e-151
208.86,8.371e-26,1.910e-6,,8.371e-26,6.140e-79,1.306e-151
208.88,9.331e-27,1.909e-6,,9.331e-27,6.135e-79,1.399e-151
208.89,6.396e-27,1.909e-6,,6.396e-27,6.133e-79,1.445e-151
208.91,4.693e-26,1.909e-6,,4.693e-26,6.129e-79,1.537e-151
208.93,4.678e-25,1.908e-6,,4.678e-25,6.125e-79,1.630e-151
208.94,1.391e-24,1.908e-6,,1.391e-24,6.123e-79,1.676e-151
208.96,1.088e-23,1.907e-6,,1.088e-23,6.118e-79,1.769e-151
208.98,7.215e-23,1.906e-6,,7.215e-23,6.114e-79,1.861e-151
208.99,1.747e-22,1.906e-6,,1.747e-22,6.112e-79,1.907e-151
209.01,9.053e-22,1.906e-6,,9.053e-22,6.108e-79,2.000e-151
209.03,3.980e-21,1.905e-6,,3.980e-21,6.103e-79,2.092e-151
209.04,7.845e-21,1.905e-6,,7.845e-21,6.101e-79,2.138e-151
209.06,2.695e-20,1.904e-6,,2.695e-20,6.097e-79,2.231e-151
209.08,7.851e-20,1.903e-6,,7.851e-20,6.093e-79,2.323e-151
209.09,1.260e-19,1.903e-6,,1.260e-19,6.091e-79,2.369e-151
209.11,2.868e-19,1.903e-6,,2.868e-19,6.086e-79,2.462e-151
209.13,5.539e-19,1.902e-6,,5.539e-19,6.082e-79,2.554e-151
209.14,7.236e-19,1.902e-6,,7.236e-19,6.080e-79,2.601e-151
209.16,1.092e-18,1.901e-6,,1.092e-18,6.076e-79,2.693e-151
209.18,1.397e-18,1.900e-6,,1.397e-18,6.072e-79,2.785e-151
209.19,1.486e-18,1.900e-6,,1.486e-18,6.069e-79,2.832e-151
209.21,1.486e-18,1.900e-6,,1.486e-18,6.065e-79,2.924e-151
209.23,1.261e-18,1.899e-6,,1.261e-18,6.061e-79,3.017e-151
209.24,1.092e-18,1.899e-6,,1.092e-18,6.059e-79,3.063e-151
209.26,7.236e-19,1.898e-6,,7.236e-19,6.055e-79,3.155e-151
209.27,5.539e-19,1.898e-6,,5.539e-19,6.052e-79,3.201e-151
209.29,2.868e-19,1.897e-6,,2.868e-19,6.048e-79,3.294e-151
209.31,1.260e-19,1.897e-6,,1.260e-19,6.044e-79,3.386e-151
209.32,7.851e-20,1.896e-6,,7.851e-20,6.042e-79,3.433e-151
209.34,2.695e-20,1.896e-6,,2.695e-20,6.038e-79,3.525e-151
209.36,7.845e-21,1.895e-6,,7.845e-21,6.033e-79,3.617e-151
209.37,3.980e-21,1.895e-6,,3.980e-21,6.031e-79,3.664e-151
209.39,9.053e-22,1.894e-6,,9.053e-22,6.027e-79,3.756e-151
209.41,1.747e-22,1.894e-6,,1.747e-22,6.023e-79,3.849e-151
209.42,7.215e-23,1.893e-6,,7.215e-23,6.021e-79,3.895e-151
209.44,1.088e-23,1.893e-6,,1.088e-23,6.016e-79,3.987e-151
209.46,1.391e-24,1.892e-6,,1.391e-24,6.012e-79,4.080e-151
209.47,4.682e-25,1.892e-6,,4.682e-25,6.010e-79,4.126e-151
209.49,5.153e-26,1.891e-6,,5.153e-26,6.006e-79,4.218e-151
209.51,5.522e-26,1.891e-6,,5.522e-26,6.001e-79,4.311e-151
209.52,1.589e-25,1.890e-6,,1.589e-25,5.999e-79,4.357e-151
209.54,1.324e-24,1.890e-6,,1.324e-24,5.995e-79,4.449e-151
209.56,9.426e-24,1.889e-6,,9.426e-24,5.991e-79,4.542e-151
209.57,2.366e-23,1.889e-6,,2.366e-23,5.989e-79,4.588e-151
209.59,1.318e-22,1.888e-6,,1.318e-22,5.984e-79,4.681e-151
209.61,6.235e-22,1.888e-6,,6.235e-22,5.980e-79,4.773e-151
209.62,1.275e-21,1.887e-6,,1.275e-21,5.978e-79,4.819e-151
209.64,4.721e-21,1.887e-6,,4.721e-21,5.974e-79,4.912e-151
209.66,1.484e-20,1.886e-6,,1.484e-20,5.969e-79,5.004e-151
209.67,2.474e-20,1.886e-6,,2.474e-20,5.967e-79,5.050e-151
209.69,6.083e-20,1.885e-6,,6.083e-20,5.963e-79,5.143e-151
209.71,1.270e-19,1.885e-6,,1.270e-19,5.959e-79,5.235e-151
209.72,1.726e-19,1.884e-6,,1.726e-19,5.957e-79,5.281e-151
209.74,2.819e-19,1.884e-6,,2.819e-19,5.952e-79,5.374e-151
209.76,3.910e-19,1.883e-6,,3.910e-19,5.948e-79,5.466e-151
209.77,4.331e-19,1.883e-6,,4.331e-19,5.946e-79,5.512e-151
209.79,4.701e-19,1.882e-6,,4.701e-19,5.942e-79,5.605e-151
209.81,4.331e-19,1.882e-6,,4.331e-19,5.938e-79,5.697e-151
209.82,3.910e-19,1.881e-6,,3.910e-19,5.935e-79,5.744e-151
209.84,2.819e-19,1.881e-6,,2.819e-19,5.931e-79,5.836e-151
209.86,1.726e-19,1.880e-6,,1.726e-19,5.927e-79,5.928e-151
209.87,1.270e-19,1.880e-6,,1.270e-19,5.925e-79,5.975e-151
209.89,6.083e-20,1.879e-6,,6.083e-20,5.921e-79,6.067e-151
