Wavelength (nm),Sum(calc),Mg I (7.0e-1),Mg II (3.0e-1),Mg III (4.4e-6),Mg IV (3.2e-45),Mg V (9.9e-101)
202.76,1.438e+7,1.438e+7,,1.784e-39,8.968e-75,
202.78,2.716e+6,2.716e+6,,1.802e-39,4.449e-75,
202.79,1.105e+6,1.105e+6,,1.812e-39,2.934e-75,
202.81,1.604e+5,1.604e+5,,1.830e-39,1.119e-75,
202.83,1.954e+4,1.954e+4,,1.848e-39,3.582e-76,
202.84,6.387e+3,6.387e+3,,1.857e-39,1.898e-76,
202.86,5.980e+2,5.980e+2,,1.876e-39,4.670e-77,
202.88,4.698e+1,4.698e+1,,1.894e-39,9.644e-78,
202.89,1.233e+1,1.233e+1,,1.903e-39,4.104e-78,
202.91,7.445e-1,7.445e-1,,1.921e-39,6.517e-79,
202.92,1.713e-1,1.713e-1,,1.931e-39,2.432e-79,
202.94,7.950e-3,7.950e-3,,1.949e-39,2.968e-80,
202.96,3.096e-4,3.096e-4,,1.967e-39,3.041e-81,
202.97,5.720e-5,5.720e-5,,1.976e-39,9.115e-82,
202.99,1.712e-6,1.712e-6,,1.995e-39,7.180e-83,
203.01,4.746e-84,1.712e-6,,2.013e-39,4.746e-84,
203.02,1.143e-84,1.712e-6,,2.022e-39,1.143e-84,
203.04,5.808e-86,1.711e-6,,2.040e-39,5.808e-86,
203.06,2.477e-87,1.711e-6,,2.059e-39,2.477e-87,
203.07,4.791e-88,1.710e-6,,2.068e-39,4.791e-88,
203.09,1.571e-89,1.710e-6,,2.086e-39,1.571e-89,
203.54,2.498e-39,1.699e-6,,2.498e-39,1.551e-89,
203.55,1.441e-38,1.699e-6,,1.441e-38,1.550e-89,
203.57,4.212e-37,1.698e-6,,4.212e-37,1.549e-89,
203.59,1.035e-35,1.698e-6,,1.035e-35,1.548e-89,
203.60,4.811e-35,1.697e-6,,4.811e-35,1.548e-89,
203.62,9.124e-34,1.697e-6,,9.124e-34,1.547e-89,
203.64,1.455e-32,1.696e-6,,1.455e-32,1.546e-89,
203.65,5.446e-32,1.696e-6,,5.446e-32,1.546e-89,
203.67,6.700e-31,1.696e-6,,6.700e-31,1.545e-89,
203.69,6.932e-30,1.695e-6,,6.932e-30,1.544e-89,
203.70,2.090e-29,1.695e-6,,2.090e-29,1.543e-89,
203.72,1.668e-28,1.694e-6,,1.668e-28,1.543e-89,
203.74,1.119e-27,1.694e-6,,1.119e-27,1.542e-89,
203.75,2.718e-27,1.694e-6,,2.718e-27,1.541e-89,
203.77,1.407e-26,1.693e-6,,1.407e-26,1.540e-89,
203.79,6.128e-26,1.693e-6,,6.128e-26,1.539e-89,
203.80,1.198e-25,1.692e-6,,1.198e-25,1.539e-89,
203.82,4.025e-25,1.692e-6,,4.025e-25,1.538e-89,
203.84,1.137e-24,1.691e-6,,1.137e-24,1.537e-89,
203.85,1.791e-24,1.691e-6,,1.791e-24,1.537e-89,
203.87,3.903e-24,1.691e-6,,3.903e-24,1.536e-89,
203.89,7.153e-24,1.690e-6,,7.153e-24,1.535e-89,
203.90,9.075e-24,1.690e-6,,9.075e-24,1.534e-89,
203.92,1.283e-23,1.689e-6,,1.283e-23,1.533e-89,
203.94,1.525e-23,1.689e-6,,1.525e-23,1.533e-89,
203.95,1.559e-23,1.689e-6,,1.559e-23,1.532e-89,
203.97,1.430e-23,1.688e-6,,1.430e-23,1.531e-89,
203.99,1.103e-23,1.688e-6,,1.103e-23,1.530e-89,
204.00,9.075e-24,1.687e-6,,9.075e-24,1.530e-89,
204.02,5.400e-24,1.687e-6,,5.400e-24,1.529e-89,
204.04,2.702e-24,1.687e-6,,2.702e-24,1.528e-89,
204.05,1.791e-24,1.686e-6,,1.791e-24,1.528e-89,
204.07,6.914e-25,1.686e-6,,6.914e-25,1.527e-89,
204.09,2.244e-25,1.685e-6,,2.244e-25,1.526e-89,
204.10,1.198e-25,1.685e-6,,1.198e-25,1.525e-89,
204.12,3.001e-26,1.685e-6,,3.001e-26,1.524e-89,
204.14,6.320e-27,1.684e-6,,6.320e-27,1.524e-89,
204.15,2.718e-27,1.684e-6,,2.718e-27,1.523e-89,
204.17,4.415e-28,1.683e-6,,4.415e-28,1.522e-89,
204.18,1.668e-28,1.683e-6,,1.668e-28,1.522e-89,
204.20,2.090e-29,1.683e-6,,2.090e-29,1.521e-89,
204.22,2.202e-30,1.682e-6,,2.202e-30,1.520e-89,
204.23,6.700e-31,1.682e-6,,6.700e-31,1.519e-89,
204.25,5.446e-32,1.681e-6,,5.446e-32,1.519e-89,
204.27,3.723e-33,1.681e-6,,3.723e-33,1.518e-89,
204.28,9.124e-34,1.681e-6,,9.124e-34,1.517e-89,
204.30,4.811e-35,1.680e-6,,4.811e-35,1.516e-89,
204.32,2.134e-36,1.680e-6,,2.134e-36,1.515e-89,
204.33,4.212e-37,1.679e-6,,4.212e-37,1.515e-89,
204.35,1.441e-38,1.679e-6,,1.441e-38,1.514e-89,
204.37,4.146e-40,1.678e-6,,4.146e-40,1.513e-89,
204.38,6.591e-41,1.678e-6,,6.591e-41,1.513e-89,
205.03,7.677e-172,1.662e-6,,5.209e-40,1.483e-89,7.677e-172
205.05,2.759e-170,1.662e-6,,5.349e-40,1.482e-89,2.759e-170
205.06,1.551e-169,1.661e-6,,5.419e-40,1.482e-89,1.551e-169
205.08,4.317e-168,1.661e-6,,5.559e-40,1.481e-89,4.317e-168
205.10,1.013e-166,1.660e-6,,5.699e-40,1.480e-89,1.013e-166
205.11,4.602e-166,1.660e-6,,5.769e-40,1.480e-89,4.602e-166
205.13,5.909e-40,1.660e-6,,5.909e-40,1.479e-89,8.359e-165
205.15,1.944e-38,1.659e-6,,1.944e-38,1.478e-89,1.280e-163
205.16,1.046e-37,1.659e-6,,1.046e-37,1.477e-89,4.701e-163
205.18,2.665e-36,1.659e-6,,2.665e-36,1.476e-89,5.575e-162
205.20,5.727e-35,1.658e-6,,5.727e-35,1.475e-89,5.575e-161
205.21,2.490e-34,1.658e-6,,2.490e-34,1.475e-89,1.654e-160
205.23,4.144e-33,1.657e-6,,4.144e-33,1.474e-89,1.280e-159
205.25,5.815e-32,1.657e-6,,5.815e-32,1.473e-89,8.358e-159
205.26,2.043e-31,1.657e-6,,2.043e-31,1.473e-89,2.003e-158
205.28,2.221e-30,1.656e-6,,2.221e-30,1.472e-89,1.013e-157
205.30,2.035e-29,1.656e-6,,2.035e-29,1.471e-89,4.316e-157
205.31,5.780e-29,1.655e-6,,5.780e-29,1.470e-89,8.358e-157
205.33,4.103e-28,1.655e-6,,4.103e-28,1.470e-89,2.758e-156
205.35,2.456e-27,1.654e-6,,2.456e-27,1.469e-89,7.675e-156
205.36,5.636e-27,1.654e-6,,5.636e-27,1.468e-89,1.201e-155
205.38,2.612e-26,1.654e-6,,2.612e-26,1.467e-89,2.587e-155
205.40,1.021e-25,1.653e-6,,1.021e-25,1.466e-89,4.700e-155
205.41,1.894e-25,1.653e-6,,1.894e-25,1.466e-89,5.942e-155
205.43,5.734e-25,1.652e-6,,5.734e-25,1.465e-89,8.358e-155
205.44,9.359e-25,1.652e-6,,9.359e-25,1.465e-89,9.298e-155
205.46,2.194e-24,1.652e-6,,2.194e-24,1.464e-89,1.013e-154
205.48,4.338e-24,1.651e-6,,4.338e-24,1.463e-89,9.298e-155
205.49,5.723e-24,1.651e-6,,5.723e-24,1.462e-89,8.358e-155
205.51,8.762e-24,1.650e-6,,8.762e-24,1.461e-89,5.942e-155
205.53,1.131e-23,1.650e-6,,1.131e-23,1.460e-89,3.562e-155
205.54,1.206e-23,1.650e-6,,1.206e-23,1.460e-89,2.587e-155
205.56,1.206e-23,1.649e-6,,1.206e-23,1.459e-89,1.201e-155
205.58,1.017e-23,1.649e-6,,1.017e-23,1.458e-89,4.700e-156
205.59,8.762e-24,1.648e-6,,8.762e-24,1.458e-89,2.758e-156
205.61,5.723e-24,1.648e-6,,5.723e-24,1.457e-89,8.358e-157
205.63,3.152e-24,1.647e-6,,3.152e-24,1.456e-89,2.136e-157
205.64,2.194e-24,1.647e-6,,2.194e-24,1.455e-89,1.013e-157
205.66,9.359e-25,1.647e-6,,9.359e-25,1.455e-89,2.003e-158
205.68,3.367e-25,1.646e-6,,3.367e-25,1.454e-89,3.342e-159
205.69,1.894e-25,1.646e-6,,1.894e-25,1.453e-89,1.280e-159
205.71,5.276e-26,1.646e-6,,5.276e-26,1.452e-89,1.654e-160
205.73,1.240e-26,1.645e-6,,1.240e-26,1.451e-89,1.801e-161
205.74,5.636e-27,1.645e-6,,5.636e-27,1.451e-89,5.575e-162
205.76,1.025e-27,1.644e-6,,1.025e-27,1.450e-89,4.701e-163
205.78,1.573e-28,1.644e-6,,1.573e-28,1.449e-89,3.342e-164
205.79,5.780e-29,1.644e-6,,5.780e-29,1.449e-89,8.359e-165
205.81,6.868e-30,1.643e-6,,6.868e-30,1.448e-89,4.602e-166
205.83,6.882e-31,1.643e-6,,6.882e-31,1.447e-89,2.136e-167
205.84,2.043e-31,1.642e-6,,2.043e-31,1.446e-89,4.317e-168
205.86,1.586e-32,1.642e-6,,1.586e-32,1.445e-89,1.551e-169
205.88,1.038e-33,1.641e-6,,1.038e-33,1.445e-89,4.702e-171
205.89,2.490e-34,1.641e-6,,2.490e-34,1.444e-89,4.680e-171
205.91,1.262e-35,1.641e-6,,1.262e-35,1.443e-89,4.636e-171
205.93,5.394e-37,1.640e-6,,5.394e-37,1.442e-89,4.592e-171
205.94,1.046e-37,1.640e-6,,1.046e-37,1.442e-89,4.570e-171
205.96,3.462e-39,1.639e-6,,3.462e-39,1.441e-89,4.526e-171
206.06,7.173e-40,1.637e-6,,7.173e-40,1.436e-89,4.307e-171
206.07,4.314e-39,1.637e-6,,4.314e-39,1.436e-89,4.285e-171
206.09,1.375e-37,1.636e-6,,1.375e-37,1.435e-89,4.241e-171
206.11,3.701e-36,1.636e-6,,3.701e-36,1.434e-89,4.197e-171
206.12,1.802e-35,1.635e-6,,1.802e-35,1.434e-89,4.175e-171
206.14,3.766e-34,1.635e-6,,3.766e-34,1.433e-89,4.131e-171
206.16,6.646e-33,1.634e-6,,6.646e-33,1.432e-89,4.088e-171
206.17,2.621e-32,1.634e-6,,2.621e-32,1.431e-89,4.066e-171
206.19,3.590e-31,1.634e-6,,3.590e-31,1.431e-89,4.022e-171
206.21,4.155e-30,1.633e-6,,4.155e-30,1.430e-89,3.978e-171
206.22,1.326e-29,1.633e-6,,1.326e-29,1.429e-89,3.956e-171
206.24,1.191e-28,1.633e-6,,1.191e-28,1.428e-89,3.912e-171
206.26,9.039e-28,1.632e-6,,9.039e-28,1.427e-89,3.868e-171
206.27,2.337e-27,1.632e-6,,2.337e-27,1.427e-89,3.846e-171
206.29,1.376e-26,1.631e-6,,1.376e-26,1.426e-89,3.803e-171
206.31,6.844e-26,1.631e-6,,6.844e-26,1.425e-89,3.759e-171
206.32,1.433e-25,1.631e-6,,1.433e-25,1.425e-89,3.737e-171
206.34,5.532e-25,1.630e-6,,5.532e-25,1.424e-89,3.693e-171
206.36,1.804e-24,1.630e-6,,1.804e-24,1.423e-89,3.649e-171
206.37,3.058e-24,1.629e-6,,3.058e-24,1.422e-89,3.627e-171
206.39,7.740e-24,1.629e-6,,7.740e-24,1.421e-89,3.583e-171
206.41,1.655e-23,1.628e-6,,1.655e-23,1.421e-89,3.540e-171
206.42,2.271e-23,1.628e-6,,2.271e-23,1.420e-89,3.518e-171
206.44,3.769e-23,1.628e-6,,3.769e-23,1.419e-89,3.474e-171
206.46,5.284e-23,1.627e-6,,5.284e-23,1.418e-89,3.430e-171
206.47,5.872e-23,1.627e-6,,5.872e-23,1.418e-89,3.408e-171
206.49,6.389e-23,1.626e-6,,6.389e-23,1.417e-89,3.364e-171
206.51,5.872e-23,1.626e-6,,5.872e-23,1.416e-89,3.320e-171
206.52,5.284e-23,1.626e-6,,5.284e-23,1.416e-89,3.298e-171
206.54,3.769e-23,1.625e-6,,3.769e-23,1.415e-89,3.254e-171
206.56,2.271e-23,1.625e-6,,2.271e-23,1.414e-89,3.211e-171
206.57,1.655e-23,1.624e-6,,1.655e-23,1.413e-89,3.189e-171
206.59,7.740e-24,1.624e-6,,7.740e-24,1.412e-89,3.145e-171
206.61,3.058e-24,1.623e-6,,3.058e-24,1.411e-89,3.101e-171
206.62,1.804e-24,1.623e-6,,1.804e-24,1.411e-89,3.079e-171
206.64,5.532e-25,1.623e-6,,5.532e-25,1.410e-89,3.035e-171
206.66,1.433e-25,1.622e-6,,1.433e-25,1.409e-89,2.991e-171
206.67,6.844e-26,1.622e-6,,6.844e-26,1.409e-89,2.969e-171
206.69,1.376e-26,1.621e-6,,1.376e-26,1.408e-89,2.926e-171
206.71,2.337e-27,1.621e-6,,2.337e-27,1.407e-89,2.882e-171
206.72,9.039e-28,1.621e-6,,9.039e-28,1.406e-89,2.860e-171
206.74,1.191e-28,1.620e-6,,1.191e-28,1.406e-89,2.816e-171
206.75,4.060e-29,1.620e-6,,4.060e-29,1.405e-89,2.794e-171
206.77,4.155e-30,1.619e-6,,4.155e-30,1.404e-89,2.750e-171
206.79,3.590e-31,1.619e-6,,3.590e-31,1.403e-89,2.706e-171
206.80,9.908e-32,1.619e-6,,9.908e-32,1.403e-89,2.684e-171
206.82,6.646e-33,1.618e-6,,6.646e-33,1.402e-89,2.641e-171
206.84,3.766e-34,1.618e-6,,3.766e-34,1.401e-89,2.597e-171
206.85,8.414e-35,1.618e-6,,8.414e-35,1.401e-89,2.575e-171
206.87,3.701e-36,1.617e-6,,3.701e-36,1.400e-89,2.531e-171
206.89,1.375e-37,1.617e-6,,1.375e-37,1.399e-89,2.487e-171
206.90,2.487e-38,1.616e-6,,2.487e-38,1.398e-89,2.465e-171
207.97,1.193e-172,1.590e-6,,3.597e-39,1.350e-89,1.193e-172
207.98,7.234e-172,1.590e-6,,3.398e-39,1.349e-89,7.234e-172
208.00,2.351e-170,1.589e-6,,3.001e-39,1.348e-89,2.351e-170
208.01,1.259e-169,1.589e-6,,2.802e-39,1.348e-89,1.259e-169
208.03,3.191e-168,1.589e-6,,2.404e-39,1.347e-89,3.191e-168
208.05,6.851e-167,1.588e-6,,2.006e-39,1.346e-89,6.851e-167
208.06,2.983e-166,1.588e-6,,1.808e-39,1.346e-89,2.983e-166
208.08,4.995e-165,1.587e-6,,1.410e-39,1.345e-89,4.995e-165
208.10,7.086e-164,1.587e-6,,1.012e-39,1.344e-89,7.086e-164
208.11,2.508e-163,1.587e-6,,8.134e-40,1.343e-89,2.508e-163
208.13,2.775e-162,1.586e-6,,4.157e-40,1.343e-89,2.775e-162
208.15,1.801e-41,1.586e-6,,1.801e-41,1.342e-89,2.601e-161
208.16,1.089e-40,1.585e-6,,1.089e-40,1.341e-89,7.483e-161
208.18,3.518e-39,1.585e-6,,3.518e-39,1.340e-89,5.469e-160
208.20,9.631e-38,1.584e-6,,9.631e-38,1.339e-89,3.387e-159
208.21,4.736e-37,1.584e-6,,4.736e-37,1.339e-89,7.921e-159
208.23,1.011e-35,1.584e-6,,1.011e-35,1.338e-89,3.826e-158
208.25,1.831e-34,1.583e-6,,1.831e-34,1.337e-89,1.565e-157
208.26,7.321e-34,1.583e-6,,7.321e-34,1.337e-89,2.976e-157
208.28,1.034e-32,1.582e-6,,1.034e-32,1.336e-89,9.496e-157
208.30,1.237e-31,1.582e-6,,1.237e-31,1.335e-89,2.567e-156
208.31,4.023e-31,1.582e-6,,4.023e-31,1.334e-89,3.967e-156
208.33,3.756e-30,1.581e-6,,3.756e-30,1.333e-89,8.364e-156
208.35,2.972e-29,1.581e-6,,2.972e-29,1.333e-89,1.494e-155
208.36,7.858e-29,1.580e-6,,7.858e-29,1.332e-89,1.877e-155
208.38,4.851e-28,1.580e-6,,4.851e-28,1.331e-89,2.614e-155
208.40,2.538e-27,1.579e-6,,2.538e-27,1.330e-89,3.086e-155
208.41,5.457e-27,1.579e-6,,5.457e-27,1.330e-89,3.150e-155
208.43,2.227e-26,1.579e-6,,2.227e-26,1.329e-89,2.900e-155
208.45,7.706e-26,1.578e-6,,7.706e-26,1.328e-89,2.261e-155
208.46,1.347e-25,1.578e-6,,1.347e-25,1.328e-89,1.877e-155
208.48,3.636e-25,1.578e-6,,3.636e-25,1.327e-89,1.141e-155
208.50,8.316e-25,1.577e-6,,8.316e-25,1.326e-89,5.881e-156
208.51,1.182e-24,1.577e-6,,1.182e-24,1.325e-89,3.967e-156
208.53,2.109e-24,1.576e-6,,2.109e-24,1.324e-89,1.594e-156
208.55,3.190e-24,1.576e-6,,3.190e-24,1.323e-89,5.427e-157
208.56,3.687e-24,1.576e-6,,3.687e-24,1.323e-89,2.976e-157
208.58,4.351e-24,1.575e-6,,4.351e-24,1.322e-89,7.901e-158
208.60,4.351e-24,1.575e-6,,4.351e-24,1.321e-89,1.777e-158
208.61,4.089e-24,1.574e-6,,4.089e-24,1.321e-89,7.921e-159
208.63,3.190e-24,1.574e-6,,3.190e-24,1.320e-89,1.390e-159
208.64,2.648e-24,1.574e-6,,2.648e-24,1.319e-89,5.469e-160
208.66,1.612e-24,1.573e-6,,1.612e-24,1.318e-89,7.483e-161
208.68,8.316e-25,1.573e-6,,8.316e-25,1.318e-89,8.673e-162
208.69,5.613e-25,1.572e-6,,5.613e-25,1.317e-89,2.775e-162
208.71,2.259e-25,1.572e-6,,2.259e-25,1.316e-89,2.508e-163
208.73,7.706e-26,1.571e-6,,7.706e-26,1.315e-89,1.921e-164
208.74,4.230e-26,1.571e-6,,4.230e-26,1.315e-89,4.995e-165
208.76,1.126e-26,1.571e-6,,1.126e-26,1.314e-89,2.983e-166
208.78,2.538e-27,1.570e-6,,2.538e-27,1.313e-89,1.510e-167
208.79,1.133e-27,1.570e-6,,1.133e-27,1.313e-89,3.191e-168
208.81,1.993e-28,1.569e-6,,1.993e-28,1.312e-89,1.259e-169
208.83,2.972e-29,1.569e-6,,2.972e-29,1.311e-89,4.210e-171
208.84,1.079e-29,1.569e-6,,1.079e-29,1.310e-89,7.234e-172
208.86,1.256e-30,1.568e-6,,1.256e-30,1.309e-89,8.547e-172
208.88,1.414e-31,1.568e-6,,1.414e-31,1.309e-89,9.859e-172
208.89,1.011e-31,1.567e-6,,1.011e-31,1.308e-89,1.052e-171
208.91,7.646e-31,1.567e-6,,7.646e-31,1.307e-89,1.183e-171
208.93,7.624e-30,1.566e-6,,7.624e-30,1.306e-89,1.314e-171
208.94,2.267e-29,1.566e-6,,2.267e-29,1.306e-89,1.380e-171
208.96,1.773e-28,1.566e-6,,1.773e-28,1.305e-89,1.511e-171
208.98,1.176e-27,1.565e-6,,1.176e-27,1.304e-89,1.642e-171
208.99,2.847e-27,1.565e-6,,2.847e-27,1.304e-89,1.708e-171
209.01,1.475e-26,1.564e-6,,1.475e-26,1.303e-89,1.839e-171
209.03,6.486e-26,1.564e-6,,6.486e-26,1.302e-89,1.970e-171
209.04,1.279e-25,1.564e-6,,1.279e-25,1.301e-89,2.036e-171
209.06,4.391e-25,1.563e-6,,4.391e-25,1.300e-89,2.167e-171
209.08,1.279e-24,1.563e-6,,1.279e-24,1.299e-89,2.298e-171
209.09,2.053e-24,1.563e-6,,2.053e-24,1.299e-89,2.364e-171
209.11,4.674e-24,1.562e-6,,4.674e-24,1.298e-89,2.495e-171
209.13,9.026e-24,1.562e-6,,9.026e-24,1.297e-89,2.626e-171
209.14,1.179e-23,1.561e-6,,1.179e-23,1.297e-89,2.692e-171
209.16,1.779e-23,1.561e-6,,1.779e-23,1.296e-89,2.823e-171
209.18,2.277e-23,1.560e-6,,2.277e-23,1.295e-89,2.955e-171
209.19,2.422e-23,1.560e-6,,2.422e-23,1.294e-89,3.020e-171
209.21,2.422e-23,1.560e-6,,2.422e-23,1.294e-89,3.151e-171
209.23,2.055e-23,1.559e-6,,2.055e-23,1.293e-89,3.283e-171
209.24,1.779e-23,1.559e-6,,1.779e-23,1.292e-89,3.348e-171
209.26,1.179e-23,1.558e-6,,1.179e-23,1.291e-89,3.480e-171
209.27,9.026e-24,1.558e-6,,9.026e-24,1.291e-89,3.545e-171
209.29,4.674e-24,1.558e-6,,4.674e-24,1.290e-89,3.676e-171
209.31,2.053e-24,1.557e-6,,2.053e-24,1.289e-89,3.808e-171
209.32,1.279e-24,1.557e-6,,1.279e-24,1.289e-89,3.873e-171
209.34,4.391e-25,1.556e-6,,4.391e-25,1.288e-89,4.005e-171
209.36,1.279e-25,1.556e-6,,1.279e-25,1.287e-89,4.136e-171
209.37,6.486e-26,1.556e-6,,6.486e-26,1.286e-89,4.201e-171
209.39,1.475e-26,1.555e-6,,1.475e-26,1.285e-89,4.333e-171
209.41,2.847e-27,1.555e-6,,2.847e-27,1.284e-89,4.464e-171
209.42,1.176e-27,1.554e-6,,1.176e-27,1.284e-89,4.529e-171
209.44,1.773e-28,1.554e-6,,1.773e-28,1.283e-89,4.661e-171
209.46,2.267e-29,1.553e-6,,2.267e-29,1.282e-89,4.792e-171
209.47,7.629e-30,1.553e-6,,7.629e-30,1.282e-89,4.858e-171
209.49,8.386e-31,1.553e-6,,8.386e-31,1.281e-89,4.989e-171
209.51,8.878e-31,1.552e-6,,8.878e-31,1.280e-89,5.120e-171
209.52,2.552e-30,1.552e-6,,2.552e-30,1.279e-89,5.186e-171
209.54,2.126e-29,1.551e-6,,2.126e-29,1.279e-89,5.317e-171
209.56,1.514e-28,1.551e-6,,1.514e-28,1.278e-89,5.448e-171
209.57,3.799e-28,1.551e-6,,3.799e-28,1.277e-89,5.514e-171
209.59,2.117e-27,1.550e-6,,2.117e-27,1.276e-89,5.645e-171
209.61,1.001e-26,1.550e-6,,1.001e-26,1.275e-89,5.776e-171
209.62,2.048e-26,1.550e-6,,2.048e-26,1.275e-89,5.842e-171
209.64,7.582e-26,1.549e-6,,7.582e-26,1.274e-89,5.973e-171
209.66,2.383e-25,1.549e-6,,2.383e-25,1.273e-89,6.104e-171
209.67,3.973e-25,1.548e-6,,3.973e-25,1.273e-89,6.170e-171
209.69,9.769e-25,1.548e-6,,9.769e-25,1.272e-89,6.301e-171
209.71,2.040e-24,1.547e-6,,2.040e-24,1.271e-89,6.433e-171
209.72,2.772e-24,1.547e-6,,2.772e-24,1.270e-89,6.498e-171
209.74,4.528e-24,1.547e-6,,4.528e-24,1.270e-89,6.629e-171
209.76,6.280e-24,1.546e-6,,6.280e-24,1.269e-89,6.761e-171
209.77,6.957e-24,1.546e-6,,6.957e-24,1.268e-89,6.826e-171
209.79,7.549e-24,1.545e-6,,7.549e-24,1.267e-89,6.957e-171
209.81,6.957e-24,1.545e-6,,6.957e-24,1.266e-89,7.089e-171
209.82,6.280e-24,1.545e-6,,6.280e-24,1.266e-89,7.154e-171
209.84,4.528e-24,1.544e-6,,4.528e-24,1.265e-89,7.286e-171
209.86,2.772e-24,1.544e-6,,2.772e-24,1.264e-89,7.417e-171
209.87,2.040e-24,1.543e-6,,2.040e-24,1.264e-89,7.482e-171
209.89,9.769e-25,1.543e-6,,9.769e-25,1.263e-89,7.614e-171
