Wavelength (nm),Sum(calc),Mg I (3.8e-2),Mg II (9.5e-1),Mg III (8.2e-3),Mg IV (4.3e-32),Mg V (1.4e-74)
204.05,8.171e-15,2.555e-7,,8.171e-15,2.755e-68,
204.07,3.154e-15,2.555e-7,,3.154e-15,2.753e-68,
204.09,1.024e-15,2.554e-7,,1.024e-15,2.751e-68,
204.10,5.467e-16,2.554e-7,,5.467e-16,2.751e-68,
204.12,1.369e-16,2.553e-7,,1.369e-16,2.749e-68,
204.14,2.883e-17,2.552e-7,,2.883e-17,2.747e-68,
204.15,1.240e-17,2.552e-7,,1.240e-17,2.746e-68,
204.17,2.014e-18,2.551e-7,,2.014e-18,2.745e-68,
204.18,7.607e-19,2.551e-7,,7.607e-19,2.744e-68,
204.20,9.532e-20,2.550e-7,,9.532e-20,2.742e-68,
204.22,1.005e-20,2.549e-7,,1.005e-20,2.741e-68,
204.23,3.056e-21,2.549e-7,,3.056e-21,2.740e-68,
204.25,2.484e-22,2.548e-7,,2.484e-22,2.738e-68,
204.27,1.698e-23,2.547e-7,,1.698e-23,2.737e-68,
204.28,4.162e-24,2.547e-7,,4.162e-24,2.736e-68,
204.30,2.195e-25,2.546e-7,,2.195e-25,2.734e-68,
204.32,9.734e-27,2.545e-7,,9.734e-27,2.733e-68,
204.33,1.921e-27,2.545e-7,,1.921e-27,2.732e-68,
204.35,6.573e-29,2.544e-7,,6.573e-29,2.730e-68,
204.37,1.891e-30,2.543e-7,,1.891e-30,2.728e-68,
204.38,3.007e-31,2.543e-7,,3.007e-31,2.728e-68,
205.03,2.214e-132,2.519e-7,,2.438e-30,2.674e-68,2.214e-132
205.05,7.957e-131,2.518e-7,,2.504e-30,2.673e-68,7.957e-131
205.06,4.475e-130,2.518e-7,,2.537e-30,2.672e-68,4.475e-130
205.08,1.245e-128,2.517e-7,,2.603e-30,2.670e-68,1.245e-128
205.10,2.921e-127,2.516e-7,,2.668e-30,2.669e-68,2.921e-127
205.11,1.327e-126,2.516e-7,,2.701e-30,2.668e-68,1.327e-126
205.13,2.767e-30,2.515e-7,,2.767e-30,2.666e-68,2.411e-125
205.15,9.104e-29,2.514e-7,,9.104e-29,2.665e-68,3.693e-124
205.16,4.899e-28,2.514e-7,,4.899e-28,2.664e-68,1.356e-123
205.18,1.248e-26,2.513e-7,,1.248e-26,2.662e-68,1.608e-122
205.20,2.682e-25,2.513e-7,,2.682e-25,2.661e-68,1.608e-121
205.21,1.166e-24,2.512e-7,,1.166e-24,2.660e-68,4.769e-121
205.23,1.941e-23,2.512e-7,,1.941e-23,2.658e-68,3.693e-120
205.25,2.723e-22,2.511e-7,,2.723e-22,2.656e-68,2.411e-119
205.26,9.570e-22,2.510e-7,,9.570e-22,2.656e-68,5.778e-119
205.28,1.040e-20,2.510e-7,,1.040e-20,2.654e-68,2.921e-118
205.30,9.532e-20,2.509e-7,,9.532e-20,2.652e-68,1.245e-117
205.31,2.707e-19,2.509e-7,,2.707e-19,2.652e-68,2.411e-117
205.33,1.921e-18,2.508e-7,,1.921e-18,2.650e-68,7.955e-117
205.35,1.150e-17,2.507e-7,,1.150e-17,2.648e-68,2.214e-116
205.36,2.639e-17,2.507e-7,,2.639e-17,2.647e-68,3.464e-116
205.38,1.223e-16,2.506e-7,,1.223e-16,2.646e-68,7.462e-116
205.40,4.783e-16,2.505e-7,,4.783e-16,2.644e-68,1.356e-115
205.41,8.870e-16,2.505e-7,,8.870e-16,2.643e-68,1.714e-115
205.43,2.685e-15,2.504e-7,,2.685e-15,2.642e-68,2.411e-115
205.44,4.383e-15,2.504e-7,,4.383e-15,2.641e-68,2.682e-115
205.46,1.028e-14,2.503e-7,,1.028e-14,2.639e-68,2.920e-115
205.48,2.032e-14,2.502e-7,,2.032e-14,2.638e-68,2.682e-115
205.49,2.680e-14,2.502e-7,,2.680e-14,2.637e-68,2.411e-115
205.51,4.104e-14,2.501e-7,,4.104e-14,2.635e-68,1.714e-115
205.53,5.299e-14,2.500e-7,,5.299e-14,2.634e-68,1.027e-115
205.54,5.648e-14,2.500e-7,,5.648e-14,2.633e-68,7.462e-116
205.56,5.648e-14,2.499e-7,,5.648e-14,2.631e-68,3.464e-116
205.58,4.763e-14,2.498e-7,,4.763e-14,2.629e-68,1.356e-116
205.59,4.104e-14,2.498e-7,,4.104e-14,2.629e-68,7.955e-117
205.61,2.680e-14,2.497e-7,,2.680e-14,2.627e-68,2.411e-117
205.63,1.476e-14,2.497e-7,,1.476e-14,2.625e-68,6.159e-118
205.64,1.028e-14,2.496e-7,,1.028e-14,2.625e-68,2.921e-118
205.66,4.383e-15,2.496e-7,,4.383e-15,2.623e-68,5.778e-119
205.68,1.577e-15,2.495e-7,,1.577e-15,2.621e-68,9.638e-120
205.69,8.870e-16,2.494e-7,,8.870e-16,2.621e-68,3.693e-120
205.71,2.471e-16,2.494e-7,,2.471e-16,2.619e-68,4.769e-121
205.73,5.805e-17,2.493e-7,,5.805e-17,2.617e-68,5.194e-122
205.74,2.639e-17,2.493e-7,,2.639e-17,2.616e-68,1.608e-122
205.76,4.802e-18,2.492e-7,,4.802e-18,2.615e-68,1.356e-123
205.78,7.367e-19,2.491e-7,,7.367e-19,2.613e-68,9.639e-125
205.79,2.707e-19,2.491e-7,,2.707e-19,2.612e-68,2.411e-125
205.81,3.216e-20,2.490e-7,,3.216e-20,2.611e-68,1.327e-126
205.83,3.223e-21,2.489e-7,,3.223e-21,2.609e-68,6.161e-128
205.84,9.570e-22,2.489e-7,,9.570e-22,2.608e-68,1.245e-128
205.86,7.426e-23,2.488e-7,,7.426e-23,2.607e-68,4.475e-130
205.88,4.860e-24,2.487e-7,,4.860e-24,2.605e-68,1.356e-131
205.89,1.166e-24,2.487e-7,,1.166e-24,2.604e-68,1.350e-131
205.91,5.910e-26,2.486e-7,,5.910e-26,2.603e-68,1.337e-131
205.93,2.526e-27,2.485e-7,,2.526e-27,2.601e-68,1.324e-131
205.94,4.899e-28,2.485e-7,,4.899e-28,2.600e-68,1.318e-131
205.96,1.621e-29,2.484e-7,,1.621e-29,2.598e-68,1.305e-131
206.06,3.211e-30,2.481e-7,,3.211e-30,2.590e-68,1.242e-131
206.07,1.931e-29,2.480e-7,,1.931e-29,2.589e-68,1.236e-131
206.09,6.156e-28,2.480e-7,,6.156e-28,2.588e-68,1.223e-131
206.11,1.657e-26,2.479e-7,,1.657e-26,2.586e-68,1.211e-131
206.12,8.070e-26,2.478e-7,,8.070e-26,2.585e-68,1.204e-131
206.14,1.686e-24,2.478e-7,,1.686e-24,2.584e-68,1.192e-131
206.16,2.976e-23,2.477e-7,,2.976e-23,2.582e-68,1.179e-131
206.17,1.173e-22,2.477e-7,,1.173e-22,2.581e-68,1.173e-131
206.19,1.608e-21,2.476e-7,,1.608e-21,2.580e-68,1.160e-131
206.21,1.860e-20,2.475e-7,,1.860e-20,2.578e-68,1.147e-131
206.22,5.939e-20,2.475e-7,,5.939e-20,2.577e-68,1.141e-131
206.24,5.334e-19,2.474e-7,,5.334e-19,2.576e-68,1.128e-131
206.26,4.047e-18,2.473e-7,,4.047e-18,2.574e-68,1.116e-131
206.27,1.046e-17,2.473e-7,,1.046e-17,2.573e-68,1.109e-131
206.29,6.161e-17,2.472e-7,,6.161e-17,2.571e-68,1.097e-131
206.31,3.064e-16,2.471e-7,,3.064e-16,2.570e-68,1.084e-131
206.32,6.415e-16,2.471e-7,,6.415e-16,2.569e-68,1.078e-131
206.34,2.477e-15,2.470e-7,,2.477e-15,2.567e-68,1.065e-131
206.36,8.077e-15,2.469e-7,,8.077e-15,2.566e-68,1.052e-131
206.37,1.369e-14,2.469e-7,,1.369e-14,2.565e-68,1.046e-131
206.39,3.465e-14,2.468e-7,,3.465e-14,2.563e-68,1.034e-131
206.41,7.409e-14,2.468e-7,,7.409e-14,2.562e-68,1.021e-131
206.42,1.017e-13,2.467e-7,,1.017e-13,2.561e-68,1.015e-131
206.44,1.688e-13,2.467e-7,,1.688e-13,2.559e-68,1.002e-131
206.46,2.366e-13,2.466e-7,,2.366e-13,2.558e-68,9.892e-132
206.47,2.629e-13,2.465e-7,,2.629e-13,2.557e-68,9.829e-132
206.49,2.861e-13,2.465e-7,,2.861e-13,2.555e-68,9.703e-132
206.51,2.629e-13,2.464e-7,,2.629e-13,2.553e-68,9.576e-132
206.52,2.366e-13,2.464e-7,,2.366e-13,2.553e-68,9.513e-132
206.54,1.688e-13,2.463e-7,,1.688e-13,2.551e-68,9.387e-132
206.56,1.017e-13,2.462e-7,,1.017e-13,2.549e-68,9.260e-132
206.57,7.409e-14,2.462e-7,,7.409e-14,2.549e-68,9.197e-132
206.59,3.465e-14,2.461e-7,,3.465e-14,2.547e-68,9.070e-132
206.61,1.369e-14,2.460e-7,,1.369e-14,2.545e-68,8.944e-132
206.62,8.077e-15,2.460e-7,,8.077e-15,2.544e-68,8.881e-132
206.64,2.477e-15,2.459e-7,,2.477e-15,2.543e-68,8.754e-132
206.66,6.415e-16,2.458e-7,,6.415e-16,2.541e-68,8.628e-132
206.67,3.064e-16,2.458e-7,,3.064e-16,2.540e-68,8.564e-132
206.69,6.161e-17,2.457e-7,,6.161e-17,2.539e-68,8.438e-132
206.71,1.046e-17,2.456e-7,,1.046e-17,2.537e-68,8.312e-132
206.72,4.047e-18,2.456e-7,,4.047e-18,2.536e-68,8.248e-132
206.74,5.334e-19,2.455e-7,,5.334e-19,2.535e-68,8.122e-132
206.75,1.818e-19,2.455e-7,,1.818e-19,2.534e-68,8.059e-132
206.77,1.860e-20,2.454e-7,,1.860e-20,2.532e-68,7.932e-132
206.79,1.608e-21,2.453e-7,,1.608e-21,2.531e-68,7.806e-132
206.80,4.436e-22,2.453e-7,,4.436e-22,2.530e-68,7.742e-132
206.82,2.976e-23,2.452e-7,,2.976e-23,2.528e-68,7.616e-132
206.84,1.686e-24,2.452e-7,,1.686e-24,2.526e-68,7.490e-132
206.85,3.767e-25,2.451e-7,,3.767e-25,2.526e-68,7.426e-132
206.87,1.657e-26,2.451e-7,,1.657e-26,2.524e-68,7.300e-132
206.89,6.156e-28,2.450e-7,,6.156e-28,2.522e-68,7.173e-132
206.90,1.114e-28,2.449e-7,,1.114e-28,2.522e-68,7.110e-132
207.97,3.440e-133,2.410e-7,,1.612e-29,2.434e-68,3.440e-133
207.98,2.086e-132,2.409e-7,,1.523e-29,2.433e-68,2.086e-132
208.00,6.780e-131,2.408e-7,,1.345e-29,2.432e-68,6.780e-131
208.01,3.632e-130,2.408e-7,,1.256e-29,2.431e-68,3.632e-130
208.03,9.204e-129,2.407e-7,,1.078e-29,2.429e-68,9.204e-129
208.05,1.976e-127,2.407e-7,,8.997e-30,2.427e-68,1.976e-127
208.06,8.605e-127,2.406e-7,,8.107e-30,2.427e-68,8.605e-127
208.08,1.441e-125,2.406e-7,,6.326e-30,2.425e-68,1.441e-125
208.10,2.044e-124,2.405e-7,,4.546e-30,2.423e-68,2.044e-124
208.11,7.234e-124,2.404e-7,,3.656e-30,2.423e-68,7.234e-124
208.13,8.003e-123,2.404e-7,,1.876e-30,2.421e-68,8.003e-123
208.15,9.534e-32,2.403e-7,,9.534e-32,2.419e-68,7.501e-122
208.16,5.765e-31,2.403e-7,,5.765e-31,2.418e-68,2.158e-121
208.18,1.862e-29,2.402e-7,,1.862e-29,2.417e-68,1.578e-120
208.20,5.098e-28,2.401e-7,,5.098e-28,2.415e-68,9.770e-120
208.21,2.507e-27,2.401e-7,,2.507e-27,2.414e-68,2.285e-119
208.23,5.354e-26,2.400e-7,,5.354e-26,2.413e-68,1.103e-118
208.25,9.692e-25,2.399e-7,,9.692e-25,2.411e-68,4.515e-118
208.26,3.875e-24,2.399e-7,,3.875e-24,2.410e-68,8.583e-118
208.28,5.472e-23,2.398e-7,,5.472e-23,2.409e-68,2.739e-117
208.30,6.549e-22,2.397e-7,,6.549e-22,2.407e-68,7.405e-117
208.31,2.129e-21,2.397e-7,,2.129e-21,2.406e-68,1.144e-116
208.33,1.988e-20,2.396e-7,,1.988e-20,2.405e-68,2.412e-116
208.35,1.573e-19,2.395e-7,,1.573e-19,2.403e-68,4.310e-116
208.36,4.160e-19,2.395e-7,,4.160e-19,2.402e-68,5.413e-116
208.38,2.568e-18,2.394e-7,,2.568e-18,2.400e-68,7.541e-116
208.40,1.344e-17,2.394e-7,,1.344e-17,2.399e-68,8.900e-116
208.41,2.889e-17,2.393e-7,,2.889e-17,2.398e-68,9.086e-116
208.43,1.179e-16,2.393e-7,,1.179e-16,2.396e-68,8.364e-116
208.45,4.079e-16,2.392e-7,,4.079e-16,2.395e-68,6.522e-116
208.46,7.130e-16,2.391e-7,,7.130e-16,2.394e-68,5.413e-116
208.48,1.925e-15,2.391e-7,,1.925e-15,2.392e-68,3.292e-116
208.50,4.402e-15,2.390e-7,,4.402e-15,2.391e-68,1.696e-116
208.51,6.257e-15,2.390e-7,,6.257e-15,2.390e-68,1.144e-116
208.53,1.117e-14,2.389e-7,,1.117e-14,2.388e-68,4.598e-117
208.55,1.689e-14,2.388e-7,,1.689e-14,2.387e-68,1.565e-117
208.56,1.952e-14,2.388e-7,,1.952e-14,2.386e-68,8.583e-118
208.58,2.303e-14,2.387e-7,,2.303e-14,2.384e-68,2.279e-118
208.60,2.303e-14,2.386e-7,,2.303e-14,2.382e-68,5.126e-119
208.61,2.165e-14,2.386e-7,,2.165e-14,2.382e-68,2.285e-119
208.63,1.689e-14,2.385e-7,,1.689e-14,2.380e-68,4.008e-120
208.64,1.402e-14,2.385e-7,,1.402e-14,2.379e-68,1.578e-120
208.66,8.534e-15,2.384e-7,,8.534e-15,2.378e-68,2.158e-121
208.68,4.402e-15,2.383e-7,,4.402e-15,2.376e-68,2.501e-122
208.69,2.972e-15,2.383e-7,,2.972e-15,2.375e-68,8.003e-123
208.71,1.196e-15,2.382e-7,,1.196e-15,2.374e-68,7.234e-124
208.73,4.079e-16,2.381e-7,,4.079e-16,2.372e-68,5.540e-125
208.74,2.239e-16,2.381e-7,,2.239e-16,2.371e-68,1.441e-125
208.76,5.958e-17,2.380e-7,,5.958e-17,2.369e-68,8.605e-127
208.78,1.344e-17,2.379e-7,,1.344e-17,2.368e-68,4.354e-128
208.79,5.997e-18,2.379e-7,,5.997e-18,2.367e-68,9.204e-129
208.81,1.055e-18,2.378e-7,,1.055e-18,2.365e-68,3.632e-130
208.83,1.573e-19,2.378e-7,,1.573e-19,2.364e-68,1.214e-131
208.84,5.710e-20,2.377e-7,,5.710e-20,2.363e-68,2.086e-132
208.86,6.648e-21,2.377e-7,,6.648e-21,2.361e-68,2.165e-132
208.88,7.356e-22,2.376e-7,,7.356e-22,2.360e-68,2.245e-132
208.89,4.878e-22,2.375e-7,,4.878e-22,2.359e-68,2.284e-132
208.91,3.490e-21,2.375e-7,,3.490e-21,2.357e-68,2.363e-132
208.93,3.478e-20,2.374e-7,,3.478e-20,2.356e-68,2.442e-132
208.94,1.034e-19,2.374e-7,,1.034e-19,2.355e-68,2.482e-132
208.96,8.087e-19,2.373e-7,,8.087e-19,2.353e-68,2.561e-132
208.98,5.364e-18,2.372e-7,,5.364e-18,2.351e-68,2.640e-132
208.99,1.299e-17,2.372e-7,,1.299e-17,2.351e-68,2.679e-132
209.01,6.730e-17,2.371e-7,,6.730e-17,2.349e-68,2.758e-132
209.03,2.959e-16,2.370e-7,,2.959e-16,2.347e-68,2.837e-132
209.04,5.832e-16,2.370e-7,,5.832e-16,2.347e-68,2.877e-132
209.06,2.003e-15,2.369e-7,,2.003e-15,2.345e-68,2.956e-132
209.08,5.836e-15,2.368e-7,,5.836e-15,2.343e-68,3.035e-132
209.09,9.366e-15,2.368e-7,,9.366e-15,2.342e-68,3.074e-132
209.11,2.132e-14,2.367e-7,,2.132e-14,2.341e-68,3.153e-132
209.13,4.117e-14,2.366e-7,,4.117e-14,2.339e-68,3.232e-132
209.14,5.379e-14,2.366e-7,,5.379e-14,2.338e-68,3.272e-132
209.16,8.117e-14,2.365e-7,,8.117e-14,2.337e-68,3.351e-132
209.18,1.039e-13,2.365e-7,,1.039e-13,2.335e-68,3.430e-132
209.19,1.105e-13,2.364e-7,,1.105e-13,2.334e-68,3.469e-132
209.21,1.105e-13,2.364e-7,,1.105e-13,2.333e-68,3.548e-132
209.23,9.373e-14,2.363e-7,,9.373e-14,2.331e-68,3.627e-132
209.24,8.117e-14,2.362e-7,,8.117e-14,2.330e-68,3.667e-132
209.26,5.379e-14,2.362e-7,,5.379e-14,2.329e-68,3.746e-132
209.27,4.117e-14,2.361e-7,,4.117e-14,2.328e-68,3.785e-132
209.29,2.132e-14,2.361e-7,,2.132e-14,2.326e-68,3.864e-132
209.31,9.366e-15,2.360e-7,,9.366e-15,2.324e-68,3.943e-132
209.32,5.836e-15,2.359e-7,,5.836e-15,2.324e-68,3.983e-132
209.34,2.003e-15,2.359e-7,,2.003e-15,2.322e-68,4.062e-132
209.36,5.832e-16,2.358e-7,,5.832e-16,2.320e-68,4.141e-132
209.37,2.959e-16,2.358e-7,,2.959e-16,2.320e-68,4.180e-132
209.39,6.730e-17,2.357e-7,,6.730e-17,2.318e-68,4.259e-132
209.41,1.299e-17,2.356e-7,,1.299e-17,2.316e-68,4.338e-132
209.42,5.364e-18,2.356e-7,,5.364e-18,2.315e-68,4.378e-132
209.44,8.087e-19,2.355e-7,,8.087e-19,2.314e-68,4.457e-132
209.46,1.034e-19,2.354e-7,,1.034e-19,2.312e-68,4.536e-132
209.47,3.480e-20,2.354e-7,,3.480e-20,2.311e-68,4.575e-132
209.49,3.835e-21,2.353e-7,,3.835e-21,2.310e-68,4.654e-132
209.51,4.150e-21,2.352e-7,,4.150e-21,2.308e-68,4.733e-132
209.52,1.195e-20,2.352e-7,,1.195e-20,2.307e-68,4.773e-132
209.54,9.956e-20,2.351e-7,,9.956e-20,2.306e-68,4.852e-132
209.56,7.089e-19,2.350e-7,,7.089e-19,2.304e-68,4.931e-132
209.57,1.779e-18,2.350e-7,,1.779e-18,2.303e-68,4.971e-132
209.59,9.913e-18,2.349e-7,,9.913e-18,2.302e-68,5.050e-132
209.61,4.690e-17,2.349e-7,,4.690e-17,2.300e-68,5.129e-132
209.62,9.593e-17,2.348e-7,,9.593e-17,2.299e-68,5.168e-132
209.64,3.551e-16,2.348e-7,,3.551e-16,2.297e-68,5.247e-132
209.66,1.116e-15,2.347e-7,,1.116e-15,2.296e-68,5.326e-132
209.67,1.861e-15,2.346e-7,,1.861e-15,2.295e-68,5.366e-132
209.69,4.575e-15,2.346e-7,,4.575e-15,2.293e-68,5.445e-132
209.71,9.552e-15,2.345e-7,,9.552e-15,2.292e-68,5.524e-132
209.72,1.298e-14,2.345e-7,,1.298e-14,2.291e-68,5.563e-132
209.74,2.120e-14,2.344e-7,,2.120e-14,2.289e-68,5.642e-132
209.76,2.941e-14,2.343e-7,,2.941e-14,2.288e-68,5.721e-132
209.77,3.258e-14,2.343e-7,,3.258e-14,2.287e-68,5.761e-132
209.79,3.535e-14,2.342e-7,,3.535e-14,2.285e-68,5.840e-132
209.81,3.258e-14,2.341e-7,,3.258e-14,2.284e-68,5.919e-132
209.82,2.941e-14,2.341e-7,,2.941e-14,2.283e-68,5.958e-132
209.84,2.120e-14,2.340e-7,,2.120e-14,2.281e-68,6.037e-132
209.86,1.298e-14,2.339e-7,,1.298e-14,2.279e-68,6.116e-132
209.87,9.552e-15,2.339e-7,,9.552e-15,2.279e-68,6.156e-132
209.89,4.575e-15,2.338e-7,,4.575e-15,2.277e-68,6.235e-132
