Wavelength (nm),Sum(calc),C I (6.9e-1),C II (3.1e-1),C III (8.0e-8)
209.960,5.595e-20,,4.853e-18,5.595e-20
209.965,3.549e-19,,4.836e-18,3.549e-19
209.970,2.010e-18,,4.818e-18,2.010e-18
209.975,1.016e-17,,4.801e-18,1.016e-17
209.980,4.588e-17,,4.783e-18,4.588e-17
209.985,1.849e-16,,4.766e-18,1.849e-16
209.990,6.656e-16,,4.748e-18,6.656e-16
209.995,2.139e-15,,4.731e-18,2.139e-15
210.000,6.136e-15,,4.713e-18,6.136e-15
210.005,1.572e-14,,4.696e-18,1.572e-14
210.010,3.595e-14,,4.678e-18,3.595e-14
210.015,7.342e-14,,4.661e-18,7.342e-14
210.020,1.339e-13,,4.644e-18,1.339e-13
210.025,2.179e-13,,4.626e-18,2.179e-13
210.030,3.168e-13,,4.609e-18,3.168e-13
210.035,4.111e-13,,4.591e-18,4.111e-13
210.040,4.763e-13,,4.574e-18,4.763e-13
210.045,4.928e-13,,4.556e-18,4.928e-13
210.050,4.552e-13,,4.539e-18,4.552e-13
210.055,3.755e-13,,4.521e-18,3.755e-13
210.060,2.765e-13,,4.504e-18,2.765e-13
210.065,1.818e-13,,4.486e-18,1.818e-13
210.070,1.067e-13,,4.469e-18,1.067e-13
210.075,5.593e-14,,4.451e-18,5.593e-14
210.080,2.618e-14,,4.434e-18,2.618e-14
210.085,1.094e-14,,4.416e-18,1.094e-14
210.090,4.080e-15,,4.399e-18,4.080e-15
210.095,1.359e-15,,4.382e-18,1.359e-15
210.100,4.042e-16,,4.364e-18,4.042e-16
210.105,1.073e-16,,4.347e-18,1.073e-16
210.110,2.545e-17,,4.329e-18,2.545e-17
210.115,5.387e-18,,4.312e-18,5.387e-18
210.120,1.018e-18,,4.294e-18,1.018e-18
210.125,1.718e-19,,4.277e-18,1.718e-19
210.130,2.589e-20,,4.259e-18,2.589e-20
210.135,3.483e-21,,4.242e-18,3.483e-21
210.140,4.184e-22,,4.224e-18,4.184e-22
210.145,4.487e-23,,4.207e-18,4.487e-23
210.150,4.296e-24,,4.189e-18,4.296e-24
210.155,3.673e-25,,4.172e-18,3.673e-25
210.160,2.804e-26,,4.154e-18,2.804e-26
210.165,1.911e-27,,4.137e-18,1.911e-27
210.170,1.163e-28,,4.120e-18,1.163e-28
210.175,6.319e-30,,4.102e-18,6.319e-30
210.180,3.065e-31,,4.085e-18,3.065e-31
210.185,1.328e-32,,4.067e-18,1.328e-32
211.323,9.165e-20,,9.165e-20,7.161e-30
211.328,1.984e-18,,1.984e-18,7.192e-30
211.333,3.841e-17,,3.841e-17,7.224e-30
211.338,6.648e-16,,6.648e-16,7.255e-30
211.343,1.029e-14,,1.029e-14,7.287e-30
211.348,1.424e-13,,1.424e-13,7.318e-30
211.353,1.763e-12,,1.763e-12,7.349e-30
211.358,1.951e-11,,1.951e-11,7.381e-30
211.363,1.931e-10,,1.931e-10,7.412e-30
211.368,1.709e-9,,1.709e-9,7.444e-30
211.373,1.352e-8,,1.352e-8,7.475e-30
211.378,9.570e-8,,9.570e-8,7.507e-30
211.383,6.056e-7,,6.056e-7,7.538e-30
211.388,3.426e-6,,3.426e-6,7.569e-30
211.393,1.734e-5,,1.734e-5,7.601e-30
211.398,7.844e-5,,7.844e-5,7.632e-30
211.403,3.174e-4,,3.174e-4,7.664e-30
211.408,1.148e-3,,1.148e-3,7.695e-30
211.413,3.714e-3,,3.714e-3,7.726e-30
211.418,1.075e-2,,1.075e-2,7.758e-30
211.423,2.780e-2,,2.780e-2,7.789e-30
211.428,6.430e-2,,6.430e-2,7.821e-30
211.433,1.330e-1,,1.330e-1,7.852e-30
211.438,2.460e-1,,2.460e-1,7.883e-30
211.443,4.069e-1,,4.069e-1,7.915e-30
211.448,6.017e-1,,6.017e-1,7.946e-30
211.453,7.958e-1,,7.958e-1,7.978e-30
211.458,9.411e-1,,9.411e-1,8.009e-30
211.463,9.952e-1,,9.952e-1,8.040e-30
211.468,9.411e-1,,9.411e-1,8.072e-30
211.473,7.958e-1,,7.958e-1,8.103e-30
211.478,6.017e-1,,6.017e-1,8.135e-30
211.483,4.069e-1,,4.069e-1,8.166e-30
211.488,2.460e-1,,2.460e-1,8.197e-30
211.493,1.330e-1,,1.330e-1,8.229e-30
211.498,6.430e-2,,6.430e-2,8.260e-30
211.503,2.780e-2,,2.780e-2,8.292e-30
211.508,1.075e-2,,1.075e-2,8.323e-30
211.513,3.714e-3,,3.714e-3,8.354e-30
211.518,1.148e-3,,1.148e-3,8.386e-30
211.523,3.174e-4,,3.174e-4,8.417e-30
211.528,7.844e-5,,7.844e-5,8.449e-30
211.533,1.734e-5,,1.734e-5,8.480e-30
211.538,3.426e-6,,3.426e-6,8.511e-30
211.543,6.056e-7,,6.056e-7,8.543e-30
211.548,9.570e-8,,9.570e-8,8.574e-30
211.553,1.352e-8,,1.352e-8,8.606e-30
211.558,1.709e-9,,1.709e-9,8.637e-30
211.563,1.931e-10,,1.931e-10,8.668e-30
211.568,1.951e-11,,1.951e-11,8.700e-30
211.573,1.763e-12,,1.763e-12,8.731e-30
211.578,1.424e-13,,1.424e-13,8.763e-30
211.583,1.029e-14,,1.029e-14,8.794e-30
211.588,6.648e-16,,6.648e-16,8.826e-30
211.593,3.841e-17,,3.841e-17,8.857e-30
211.598,1.984e-18,,1.984e-18,8.888e-30
211.603,9.165e-20,,9.165e-20,8.920e-30
213.600,2.896e-16,,2.896e-16,2.146e-29
213.605,6.003e-15,,6.003e-15,2.149e-29
213.610,1.115e-13,,1.115e-13,2.153e-29
213.615,1.858e-12,,1.858e-12,2.156e-29
213.620,2.773e-11,,2.773e-11,2.159e-29
213.625,3.711e-10,,3.711e-10,2.162e-29
213.630,4.451e-9,,4.451e-9,2.165e-29
213.635,4.785e-8,,4.785e-8,2.168e-29
213.640,4.611e-7,,4.611e-7,2.171e-29
213.645,3.983e-6,,3.983e-6,2.175e-29
213.650,3.083e-5,,3.083e-5,2.178e-29
213.655,2.139e-4,,2.139e-4,2.181e-29
213.660,1.331e-3,,1.331e-3,2.184e-29
213.665,7.419e-3,,7.419e-3,2.187e-29
213.670,3.707e-2,,3.707e-2,2.190e-29
213.675,1.660e-1,,1.660e-1,2.193e-29
213.680,6.666e-1,,6.666e-1,2.197e-29
213.685,2.399e+0,,2.399e+0,2.200e-29
213.690,7.737e+0,,7.737e+0,2.203e-29
213.695,2.237e+1,,2.237e+1,2.206e-29
213.700,5.796e+1,,5.796e+1,2.209e-29
213.705,1.346e+2,,1.346e+2,2.212e-29
213.710,2.803e+2,,2.803e+2,2.215e-29
213.715,5.230e+2,,5.230e+2,2.219e-29
213.720,8.749e+2,,8.749e+2,2.222e-29
213.725,1.312e+3,,1.312e+3,2.225e-29
213.730,1.764e+3,,1.764e+3,2.228e-29
213.735,2.128e+3,,2.128e+3,2.231e-29
213.740,2.307e+3,,2.307e+3,2.234e-29
213.745,2.262e+3,,2.262e+3,2.237e-29
213.750,2.037e+3,,2.037e+3,2.241e-29
213.755,1.760e+3,,1.760e+3,2.244e-29
213.760,1.593e+3,,1.593e+3,2.247e-29
213.765,1.680e+3,,1.680e+3,2.250e-29
213.770,2.089e+3,,2.089e+3,2.253e-29
213.775,2.773e+3,,2.773e+3,2.256e-29
213.780,3.570e+3,,3.570e+3,2.259e-29
213.785,4.243e+3,,4.243e+3,2.262e-29
213.790,4.566e+3,,4.566e+3,2.266e-29
213.795,4.421e+3,,4.421e+3,2.269e-29
213.800,3.841e+3,,3.841e+3,2.272e-29
213.805,2.993e+3,,2.993e+3,2.275e-29
213.810,2.091e+3,,2.091e+3,2.278e-29
213.815,1.309e+3,,1.309e+3,2.281e-29
213.820,7.351e+2,,7.351e+2,2.284e-29
213.825,3.699e+2,,3.699e+2,2.288e-29
213.830,1.669e+2,,1.669e+2,2.291e-29
213.835,6.748e+1,,6.748e+1,2.294e-29
213.840,2.446e+1,,2.446e+1,2.297e-29
213.845,7.949e+0,,7.949e+0,2.300e-29
213.850,2.315e+0,,2.315e+0,2.303e-29
213.855,6.046e-1,,6.046e-1,2.306e-29
213.860,1.415e-1,,1.415e-1,2.310e-29
213.865,2.970e-2,,2.970e-2,2.313e-29
213.870,5.586e-3,,5.586e-3,2.316e-29
213.875,9.420e-4,,9.420e-4,2.319e-29
213.880,1.424e-4,,1.424e-4,2.322e-29
213.885,1.929e-5,,1.929e-5,2.325e-29
213.890,2.343e-6,,2.343e-6,2.328e-29
213.895,2.552e-7,,2.552e-7,2.332e-29
213.900,2.491e-8,,2.491e-8,2.335e-29
213.905,2.179e-9,,2.179e-9,2.338e-29
213.910,1.709e-10,,1.709e-10,2.341e-29
213.915,1.202e-11,,1.202e-11,2.344e-29
213.920,7.576e-13,,7.576e-13,2.347e-29
213.925,4.281e-14,,4.281e-14,2.350e-29
213.930,2.168e-15,,2.168e-15,2.354e-29
215.328,1.147e-19,,1.147e-19,3.232e-29
215.333,2.314e-18,,2.314e-18,3.235e-29
215.338,4.193e-17,,4.193e-17,3.238e-29
215.343,6.822e-16,,6.822e-16,3.241e-29
215.348,9.966e-15,,9.966e-15,3.244e-29
215.353,1.307e-13,,1.307e-13,3.247e-29
215.358,1.540e-12,,1.540e-12,3.250e-29
215.363,1.628e-11,,1.628e-11,3.254e-29
215.368,1.546e-10,,1.546e-10,3.257e-29
215.373,1.318e-9,,1.318e-9,3.260e-29
215.378,1.009e-8,,1.009e-8,3.263e-29
215.383,6.937e-8,,6.937e-8,3.266e-29
215.388,4.282e-7,,4.282e-7,3.269e-29
215.393,2.373e-6,,2.373e-6,3.272e-29
215.398,1.181e-5,,1.181e-5,3.276e-29
215.403,5.276e-5,,5.276e-5,3.279e-29
215.408,2.117e-4,,2.117e-4,3.282e-29
215.413,7.625e-4,,7.625e-4,3.285e-29
215.418,2.466e-3,,2.466e-3,3.288e-29
215.423,7.163e-3,,7.163e-3,3.291e-29
215.428,1.868e-2,,1.868e-2,3.294e-29
215.433,4.374e-2,,4.374e-2,3.298e-29
215.438,9.195e-2,,9.195e-2,3.301e-29
215.443,1.736e-1,,1.736e-1,3.304e-29
215.448,2.942e-1,,2.942e-1,3.307e-29
215.453,4.478e-1,,4.478e-1,3.310e-29
215.458,6.120e-1,,6.120e-1,3.313e-29
215.463,7.509e-1,,7.509e-1,3.316e-29
215.468,8.274e-1,,8.274e-1,3.320e-29
215.473,8.187e-1,,8.187e-1,3.323e-29
215.478,7.280e-1,,7.280e-1,3.326e-29
215.483,5.830e-1,,5.830e-1,3.329e-29
215.488,4.248e-1,,4.248e-1,3.332e-29
215.493,2.929e-1,,2.929e-1,3.335e-29
215.498,2.174e-1,,2.174e-1,3.338e-29
215.503,2.187e-1,,2.187e-1,3.342e-29
215.508,3.106e-1,,3.106e-1,3.345e-29
215.513,4.992e-1,,4.992e-1,3.348e-29
215.518,7.741e-1,,7.741e-1,3.351e-29
215.523,1.098e+0,,1.098e+0,3.354e-29
215.528,1.404e+0,,1.404e+0,3.357e-29
215.533,1.615e+0,,1.615e+0,3.360e-29
215.538,1.667e+0,,1.667e+0,3.364e-29
215.543,1.546e+0,,1.546e+0,3.367e-29
215.548,1.288e+0,,1.288e+0,3.370e-29
215.553,9.631e-1,,9.631e-1,3.373e-29
215.558,6.468e-1,,6.468e-1,3.376e-29
215.563,3.903e-1,,3.903e-1,3.379e-29
215.568,2.125e-1,,2.125e-1,3.382e-29
215.573,1.074e-1,,1.074e-1,3.386e-29
215.578,5.918e-2,,5.918e-2,3.389e-29
215.583,5.660e-2,,5.660e-2,3.392e-29
215.588,1.015e-1,,1.015e-1,3.395e-29
215.593,2.109e-1,,2.109e-1,3.398e-29
215.598,4.119e-1,,4.119e-1,3.401e-29
215.603,7.274e-1,,7.274e-1,3.404e-29
215.608,1.155e+0,,1.155e+0,3.408e-29
215.613,1.647e+0,,1.647e+0,3.411e-29
215.618,2.109e+0,,2.109e+0,3.414e-29
215.623,2.425e+0,,2.425e+0,3.417e-29
215.628,2.505e+0,,2.505e+0,3.420e-29
215.633,2.323e+0,,2.323e+0,3.423e-29
215.638,1.935e+0,,1.935e+0,3.426e-29
215.643,1.447e+0,,1.447e+0,3.429e-29
215.648,9.723e-1,,9.723e-1,3.433e-29
215.653,5.865e-1,,5.865e-1,3.436e-29
215.657,3.623e-1,,3.623e-1,3.438e-29
215.662,1.801e-1,,1.801e-1,3.441e-29
215.667,8.039e-2,,8.039e-2,3.445e-29
215.672,3.223e-2,,3.223e-2,3.448e-29
215.677,1.160e-2,,1.160e-2,3.451e-29
215.682,3.751e-3,,3.751e-3,3.454e-29
215.687,1.089e-3,,1.089e-3,3.457e-29
215.692,2.840e-4,,2.840e-4,3.460e-29
215.697,6.650e-5,,6.650e-5,3.463e-29
215.702,1.398e-5,,1.398e-5,3.467e-29
215.707,2.641e-6,,2.641e-6,3.470e-29
215.712,4.478e-7,,4.478e-7,3.473e-29
215.717,6.820e-8,,6.820e-8,3.476e-29
215.722,9.328e-9,,9.328e-9,3.479e-29
215.727,1.146e-9,,1.146e-9,3.482e-29
215.732,1.264e-10,,1.264e-10,3.485e-29
215.737,1.252e-11,,1.252e-11,3.489e-29
215.742,1.114e-12,,1.114e-12,3.492e-29
215.747,8.895e-14,,8.895e-14,3.495e-29
215.752,6.382e-15,,6.382e-15,3.498e-29
215.757,4.111e-16,,4.111e-16,3.501e-29
215.762,2.379e-17,,2.379e-17,3.504e-29
215.767,1.236e-18,,1.236e-18,3.507e-29
216.147,3.746e-29,,1.232e-16,3.746e-29
216.152,8.049e-28,,1.248e-16,8.049e-28
216.157,1.554e-26,,1.264e-16,1.554e-26
216.162,2.696e-25,,1.281e-16,2.696e-25
216.167,4.204e-24,,1.297e-16,4.204e-24
216.172,5.891e-23,,1.313e-16,5.891e-23
216.177,7.417e-22,,1.329e-16,7.417e-22
216.182,8.392e-21,,1.345e-16,8.392e-21
216.187,8.533e-20,,1.361e-16,8.533e-20
216.192,7.797e-19,,1.377e-16,7.797e-19
216.197,6.402e-18,,1.393e-16,6.402e-18
216.202,4.724e-17,,1.409e-16,4.724e-17
216.207,3.132e-16,,1.425e-16,3.132e-16
216.212,1.867e-15,,1.441e-16,1.867e-15
216.217,9.995e-15,,1.457e-16,9.995e-15
216.222,4.809e-14,,1.473e-16,4.809e-14
216.227,2.080e-13,,1.489e-16,2.080e-13
216.232,8.081e-13,,1.505e-16,8.081e-13
216.237,2.822e-12,,1.521e-16,2.822e-12
216.242,8.856e-12,,1.537e-16,8.856e-12
216.247,2.497e-11,,1.553e-16,2.497e-11
216.252,6.328e-11,,1.569e-16,6.328e-11
216.257,1.441e-10,,1.586e-16,1.441e-10
216.262,2.949e-10,,1.602e-16,2.949e-10
216.267,5.423e-10,,1.618e-16,5.423e-10
216.272,8.962e-10,,1.634e-16,8.962e-10
216.277,1.331e-9,,1.650e-16,1.331e-9
216.282,1.776e-9,,1.666e-16,1.776e-9
216.287,2.130e-9,,1.682e-16,2.130e-9
216.292,2.295e-9,,1.698e-16,2.295e-9
216.297,2.223e-9,,1.714e-16,2.223e-9
216.302,1.935e-9,,1.730e-16,1.935e-9
216.307,1.513e-9,,1.746e-16,1.513e-9
216.312,1.063e-9,,1.762e-16,1.063e-9
216.317,6.715e-10,,1.778e-16,6.715e-10
216.322,3.811e-10,,1.794e-16,3.811e-10
216.327,1.944e-10,,1.810e-16,1.944e-10
216.332,8.909e-11,,1.826e-16,8.909e-11
216.337,3.669e-11,,1.842e-16,3.669e-11
216.342,1.358e-11,,1.858e-16,1.358e-11
216.347,4.516e-12,,1.874e-16,4.516e-12
216.352,1.350e-12,,1.891e-16,1.350e-12
216.357,3.625e-13,,1.907e-16,3.625e-13
216.362,8.750e-14,,1.923e-16,8.750e-14
216.367,1.898e-14,,1.939e-16,1.898e-14
216.372,3.699e-15,,1.955e-16,3.699e-15
216.377,6.479e-16,,1.971e-16,6.479e-16
216.381,1.489e-16,,1.984e-16,1.489e-16
216.386,2.151e-17,,2.000e-16,2.151e-17
216.391,2.793e-18,,2.016e-16,2.793e-18
216.396,3.260e-19,,2.032e-16,3.260e-19
216.401,3.418e-20,,2.048e-16,3.418e-20
216.406,3.221e-21,,2.064e-16,3.221e-21
216.411,2.728e-22,,2.080e-16,2.728e-22
216.416,2.076e-23,,2.096e-16,2.076e-23
216.421,1.419e-24,,2.112e-16,1.419e-24
216.426,8.722e-26,,2.128e-16,8.722e-26
216.431,4.817e-27,,2.144e-16,4.817e-27
217.240,4.741e-16,,4.741e-16,1.340e-27
217.245,9.672e-15,,9.672e-15,1.318e-27
217.250,1.775e-13,,1.775e-13,1.297e-27
217.255,2.930e-12,,2.930e-12,1.275e-27
217.260,4.351e-11,,4.351e-11,1.254e-27
217.265,5.813e-10,,5.813e-10,1.233e-27
217.270,6.987e-9,,6.987e-9,1.211e-27
217.275,7.554e-8,,7.554e-8,1.190e-27
217.280,7.347e-7,,7.347e-7,1.168e-27
217.285,6.428e-6,,6.428e-6,1.147e-27
217.290,5.060e-5,,5.060e-5,1.125e-27
217.295,3.583e-4,,3.583e-4,1.104e-27
217.300,2.282e-3,,2.282e-3,1.082e-27
217.305,1.308e-2,,1.308e-2,1.061e-27
217.310,6.743e-2,,6.743e-2,1.039e-27
217.315,3.127e-1,,3.127e-1,1.018e-27
217.320,1.305e+0,,1.305e+0,9.962e-28
217.325,4.896e+0,,4.896e+0,9.747e-28
217.330,1.653e+1,,1.653e+1,9.532e-28
217.335,5.021e+1,,5.021e+1,9.317e-28
217.340,1.372e+2,,1.372e+2,9.102e-28
217.345,3.373e+2,,3.373e+2,8.887e-28
217.350,7.460e+2,,7.460e+2,8.672e-28
217.355,1.485e+3,,1.485e+3,8.457e-28
217.360,2.659e+3,,2.659e+3,8.243e-28
217.365,4.289e+3,,4.289e+3,8.028e-28
217.370,6.234e+3,,6.234e+3,7.813e-28
217.375,8.181e+3,,8.181e+3,7.598e-28
217.380,9.723e+3,,9.723e+3,7.383e-28
217.385,1.053e+4,,1.053e+4,7.168e-28
217.390,1.051e+4,,1.051e+4,6.953e-28
217.395,9.851e+3,,9.851e+3,6.739e-28
217.400,8.892e+3,,8.892e+3,6.524e-28
217.405,7.947e+3,,7.947e+3,6.309e-28
217.410,7.147e+3,,7.147e+3,6.094e-28
217.415,6.424e+3,,6.424e+3,5.879e-28
217.420,5.635e+3,,5.635e+3,5.664e-28
217.425,4.689e+3,,4.689e+3,5.449e-28
217.430,3.623e+3,,3.623e+3,5.234e-28
217.435,2.561e+3,,2.561e+3,5.020e-28
217.440,1.644e+3,,1.644e+3,4.805e-28
217.445,9.538e+2,,9.538e+2,4.590e-28
217.450,4.990e+2,,4.990e+2,4.375e-28
217.455,2.352e+2,,2.352e+2,4.160e-28
217.460,9.978e+1,,9.978e+1,3.945e-28
217.465,3.809e+1,,3.809e+1,3.730e-28
217.470,1.309e+1,,1.309e+1,3.516e-28
217.475,4.044e+0,,4.044e+0,3.301e-28
217.480,1.125e+0,,1.125e+0,3.086e-28
217.485,2.813e-1,,2.813e-1,2.871e-28
217.490,6.331e-2,,6.331e-2,2.656e-28
217.495,1.282e-2,,1.282e-2,2.441e-28
217.500,2.335e-3,,2.335e-3,2.226e-28
217.505,3.825e-4,,3.825e-4,2.011e-28
217.510,5.639e-5,,5.639e-5,1.797e-28
217.515,7.478e-6,,7.478e-6,1.582e-28
217.520,8.922e-7,,8.922e-7,1.367e-28
217.525,9.576e-8,,9.576e-8,1.152e-28
217.530,9.246e-9,,9.246e-9,9.371e-29
217.535,8.031e-10,,8.031e-10,7.222e-29
217.540,6.276e-11,,6.276e-11,5.073e-29
217.545,4.412e-12,,4.412e-12,2.925e-29
217.550,2.790e-13,,2.790e-13,7.761e-30
217.555,1.588e-14,,1.588e-14,1.603e-28
217.560,2.980e-27,,1.581e-14,2.980e-27
217.565,4.984e-26,,1.574e-14,4.984e-26
217.570,7.501e-25,,1.567e-14,7.501e-25
217.575,1.016e-23,,1.560e-14,1.016e-23
217.580,1.238e-22,,1.553e-14,1.238e-22
217.585,1.358e-21,,1.546e-14,1.358e-21
217.590,1.340e-20,,1.539e-14,1.340e-20
217.595,1.190e-19,,1.532e-14,1.190e-19
217.600,9.514e-19,,1.525e-14,9.514e-19
217.605,6.842e-18,,1.518e-14,6.842e-18
217.610,4.428e-17,,1.511e-14,4.428e-17
217.615,2.579e-16,,1.504e-14,2.579e-16
217.620,1.351e-15,,1.497e-14,1.351e-15
217.625,6.373e-15,,1.490e-14,6.373e-15
217.630,2.704e-14,,1.483e-14,2.704e-14
217.635,1.033e-13,,1.476e-14,1.033e-13
217.640,3.549e-13,,1.469e-14,3.549e-13
217.645,1.097e-12,,1.462e-14,1.097e-12
217.650,3.054e-12,,1.455e-14,3.054e-12
217.655,7.646e-12,,1.448e-14,7.646e-12
217.660,1.723e-11,,1.441e-14,1.723e-11
217.665,3.494e-11,,1.434e-14,3.494e-11
217.670,6.374e-11,,1.427e-14,6.374e-11
217.675,1.047e-10,,1.420e-14,1.047e-10
217.680,1.546e-10,,1.413e-14,1.546e-10
217.685,2.056e-10,,1.406e-14,2.056e-10
217.690,2.460e-10,,1.399e-14,2.460e-10
217.695,2.649e-10,,1.392e-14,2.649e-10
217.700,2.566e-10,,1.385e-14,2.566e-10
217.705,2.237e-10,,1.378e-14,2.237e-10
217.710,1.755e-10,,1.371e-14,1.755e-10
217.715,1.239e-10,,1.364e-14,1.239e-10
217.720,7.872e-11,,1.358e-14,7.872e-11
217.725,4.500e-11,,1.351e-14,4.500e-11
217.730,2.315e-11,,1.344e-14,2.315e-11
217.735,1.072e-11,,1.337e-14,1.072e-11
217.740,4.464e-12,,1.330e-14,4.464e-12
217.745,1.674e-12,,1.323e-14,1.674e-12
217.750,5.645e-13,,1.316e-14,5.645e-13
217.755,1.714e-13,,1.309e-14,1.714e-13
217.760,4.681e-14,,1.302e-14,4.681e-14
217.765,1.151e-14,,1.295e-14,1.151e-14
217.770,2.545e-15,,1.288e-14,2.545e-15
217.775,5.066e-16,,1.281e-14,5.066e-16
217.780,9.074e-17,,1.274e-14,9.074e-17
217.785,1.463e-17,,1.267e-14,1.463e-17
217.790,2.121e-18,,1.260e-14,2.121e-18
217.795,2.769e-19,,1.253e-14,2.769e-19
217.800,3.252e-20,,1.246e-14,3.252e-20
217.805,3.437e-21,,1.239e-14,3.437e-21
217.810,3.269e-22,,1.232e-14,3.269e-22
217.815,2.798e-23,,1.225e-14,2.798e-23
217.820,2.154e-24,,1.218e-14,2.154e-24
217.825,1.493e-25,,1.211e-14,1.493e-25
217.829,1.636e-26,,1.205e-14,1.636e-26
217.834,9.375e-28,,1.198e-14,9.375e-28
218.074,5.134e-32,,8.637e-15,5.134e-32
218.079,9.814e-31,,8.567e-15,9.814e-31
218.084,1.689e-29,,8.497e-15,1.689e-29
218.089,2.617e-28,,8.428e-15,2.617e-28
218.094,3.651e-27,,8.358e-15,3.651e-27
218.099,4.586e-26,,8.288e-15,4.586e-26
218.104,5.186e-25,,8.218e-15,5.186e-25
218.109,5.279e-24,,8.149e-15,5.279e-24
218.114,4.839e-23,,8.079e-15,4.839e-23
218.119,3.994e-22,,8.009e-15,3.994e-22
218.124,2.967e-21,,7.939e-15,2.967e-21
218.129,1.985e-20,,7.870e-15,1.985e-20
218.134,1.195e-19,,7.800e-15,1.195e-19
218.139,6.482e-19,,7.730e-15,6.482e-19
218.144,3.164e-18,,7.660e-15,3.164e-18
218.149,1.391e-17,,7.591e-15,1.391e-17
218.154,5.503e-17,,7.521e-15,5.503e-17
218.159,1.961e-16,,7.451e-15,1.961e-16
218.164,6.289e-16,,7.381e-15,6.289e-16
218.169,1.816e-15,,7.312e-15,1.816e-15
218.174,4.722e-15,,7.242e-15,4.722e-15
218.179,1.105e-14,,7.172e-15,1.105e-14
218.184,2.329e-14,,7.102e-15,2.329e-14
218.189,4.420e-14,,7.033e-15,4.420e-14
218.194,7.551e-14,,6.963e-15,7.551e-14
218.199,1.161e-13,,6.893e-15,1.161e-13
218.204,1.608e-13,,6.823e-15,1.608e-13
218.209,2.005e-13,,6.754e-15,2.005e-13
218.214,2.250e-13,,6.684e-15,2.250e-13
218.219,2.274e-13,,6.614e-15,2.274e-13
218.224,2.069e-13,,6.544e-15,2.069e-13
218.229,1.695e-13,,6.475e-15,1.695e-13
218.234,1.250e-13,,6.405e-15,1.250e-13
218.239,8.299e-14,,6.335e-15,8.299e-14
218.244,4.961e-14,,6.265e-15,4.961e-14
218.249,2.670e-14,,6.196e-15,2.670e-14
218.254,1.294e-14,,6.126e-15,1.294e-14
218.259,5.645e-15,,6.056e-15,5.645e-15
218.264,2.217e-15,,5.986e-15,2.217e-15
218.269,7.840e-16,,5.917e-15,7.840e-16
218.274,2.496e-16,,5.847e-15,2.496e-16
218.279,7.155e-17,,5.777e-15,7.155e-17
218.284,1.847e-17,,5.707e-15,1.847e-17
218.289,4.291e-18,,5.638e-15,4.291e-18
218.294,8.975e-19,,5.568e-15,8.975e-19
218.299,1.690e-19,,5.498e-15,1.690e-19
218.304,2.866e-20,,5.428e-15,2.866e-20
218.309,4.376e-21,,5.359e-15,4.376e-21
218.314,6.014e-22,,5.289e-15,6.014e-22
218.319,7.443e-23,,5.219e-15,7.443e-23
218.324,8.292e-24,,5.149e-15,8.292e-24
218.329,8.318e-25,,5.080e-15,8.318e-25
218.334,7.512e-26,,5.010e-15,7.512e-26
218.339,6.107e-27,,4.940e-15,6.107e-27
218.344,4.471e-28,,4.870e-15,4.471e-28
218.349,2.947e-29,,4.801e-15,2.947e-29
218.354,1.748e-30,,4.731e-15,1.748e-30
218.359,9.340e-32,,4.661e-15,9.340e-32
218.364,4.492e-33,,4.591e-15,4.492e-33
218.693,1.990e-18,,1.990e-18,8.375e-33
218.698,3.900e-17,,3.900e-17,8.434e-33
218.703,6.886e-16,,6.886e-16,8.493e-33
218.708,1.095e-14,,1.095e-14,8.552e-33
218.713,1.570e-13,,1.570e-13,8.611e-33
218.718,2.026e-12,,2.026e-12,8.670e-33
218.723,2.357e-11,,2.357e-11,8.729e-33
218.728,2.469e-10,,2.469e-10,8.788e-33
218.733,2.330e-9,,2.330e-9,8.847e-33
218.738,1.981e-8,,1.981e-8,8.906e-33
218.743,1.517e-7,,1.517e-7,8.965e-33
218.748,1.047e-6,,1.047e-6,9.024e-33
218.753,6.508e-6,,6.508e-6,9.083e-33
218.758,3.644e-5,,3.644e-5,9.142e-33
218.763,1.838e-4,,1.838e-4,9.201e-33
218.768,8.354e-4,,8.354e-4,9.260e-33
218.773,3.420e-3,,3.420e-3,9.319e-33
218.778,1.261e-2,,1.261e-2,9.378e-33
218.783,4.191e-2,,4.191e-2,9.437e-33
218.788,1.254e-1,,1.254e-1,9.496e-33
218.793,3.382e-1,,3.382e-1,9.555e-33
218.798,8.216e-1,,8.216e-1,9.614e-33
218.803,1.798e+0,,1.798e+0,9.673e-33
218.808,3.546e+0,,3.546e+0,9.732e-33
218.813,6.302e+0,,6.302e+0,9.791e-33
218.818,1.010e+1,,1.010e+1,9.850e-33
218.823,1.460e+1,,1.460e+1,9.909e-33
218.828,1.906e+1,,1.906e+1,9.968e-33
218.833,2.255e+1,,2.255e+1,1.003e-32
218.838,2.429e+1,,2.429e+1,1.009e-32
218.843,2.404e+1,,2.404e+1,1.014e-32
218.848,2.219e+1,,2.219e+1,1.020e-32
218.853,1.956e+1,,1.956e+1,1.026e-32
218.858,1.690e+1,,1.690e+1,1.032e-32
218.863,1.463e+1,,1.463e+1,1.038e-32
218.868,1.270e+1,,1.270e+1,1.044e-32
218.873,1.086e+1,,1.086e+1,1.050e-32
218.878,8.905e+0,,8.905e+0,1.056e-32
218.883,6.831e+0,,6.831e+0,1.062e-32
218.888,4.823e+0,,4.823e+0,1.068e-32
