Wavelength (nm),Sum(calc),Al I (3.9e-2),Al II (7.6e-1),Al III (5.6e-4),Si I (2.2e-2),Si II (1.8e-1),Si III (1.5e-4)
358.633,9.933e+7,3.969e-8,9.933e+7,5.364e-15,4.562e-10,8.167e-11,2.167e-18
358.638,1.176e+8,3.969e-8,1.176e+8,5.368e-15,4.562e-10,8.168e-11,2.175e-18
358.643,1.345e+8,3.969e-8,1.345e+8,5.373e-15,4.562e-10,8.169e-11,2.182e-18
358.648,1.489e+8,3.970e-8,1.489e+8,5.377e-15,4.562e-10,8.170e-11,2.190e-18
358.653,1.598e+8,3.970e-8,1.598e+8,5.382e-15,4.562e-10,8.171e-11,2.197e-18
358.658,1.670e+8,3.970e-8,1.670e+8,5.386e-15,4.562e-10,8.173e-11,2.205e-18
358.663,1.705e+8,3.970e-8,1.705e+8,5.391e-15,4.563e-10,8.174e-11,2.212e-18
358.668,1.710e+8,3.970e-8,1.710e+8,5.395e-15,4.563e-10,8.175e-11,2.220e-18
358.673,1.696e+8,3.970e-8,1.696e+8,5.400e-15,4.563e-10,8.176e-11,2.227e-18
358.678,1.672e+8,3.970e-8,1.672e+8,5.404e-15,4.563e-10,8.177e-11,2.235e-18
358.683,1.649e+8,3.970e-8,1.649e+8,5.409e-15,4.563e-10,8.178e-11,2.242e-18
358.688,1.632e+8,3.971e-8,1.632e+8,5.413e-15,4.563e-10,8.179e-11,2.250e-18
358.693,1.623e+8,3.971e-8,1.623e+8,5.418e-15,4.563e-10,8.180e-11,2.257e-18
358.698,1.620e+8,3.971e-8,1.620e+8,5.422e-15,4.563e-10,8.181e-11,2.265e-18
358.703,1.618e+8,3.971e-8,1.618e+8,5.427e-15,4.563e-10,8.183e-11,2.272e-18
358.708,1.612e+8,3.971e-8,1.612e+8,5.432e-15,4.563e-10,8.184e-11,2.280e-18
358.713,1.597e+8,3.971e-8,1.597e+8,5.436e-15,4.563e-10,8.185e-11,2.287e-18
358.718,1.568e+8,3.971e-8,1.568e+8,5.441e-15,4.563e-10,8.186e-11,2.295e-18
358.723,1.524e+8,3.971e-8,1.524e+8,5.445e-15,4.563e-10,8.187e-11,2.302e-18
358.728,1.464e+8,3.972e-8,1.464e+8,5.450e-15,4.563e-10,8.188e-11,2.310e-18
358.733,1.388e+8,3.972e-8,1.388e+8,5.454e-15,4.563e-10,8.189e-11,2.317e-18
358.738,1.296e+8,3.972e-8,1.296e+8,5.459e-15,4.563e-10,8.190e-11,2.325e-18
358.743,1.190e+8,3.972e-8,1.190e+8,5.463e-15,4.563e-10,8.192e-11,2.332e-18
358.748,1.073e+8,3.972e-8,1.073e+8,5.468e-15,4.563e-10,8.193e-11,2.340e-18
358.753,9.466e+7,3.972e-8,9.466e+7,5.472e-15,4.563e-10,8.194e-11,2.347e-18
358.758,8.159e+7,3.972e-8,8.159e+7,5.477e-15,4.563e-10,8.195e-11,2.355e-18
358.763,6.851e+7,3.972e-8,6.851e+7,5.481e-15,4.563e-10,8.196e-11,2.362e-18
358.768,5.593e+7,3.973e-8,5.593e+7,5.486e-15,4.563e-10,8.197e-11,2.370e-18
358.773,4.429e+7,3.973e-8,4.429e+7,5.490e-15,4.564e-10,8.198e-11,2.377e-18
358.778,3.397e+7,3.973e-8,3.397e+7,5.495e-15,4.564e-10,8.199e-11,2.385e-18
358.783,2.520e+7,3.973e-8,2.520e+7,5.500e-15,4.564e-10,8.200e-11,2.392e-18
358.788,1.806e+7,3.973e-8,1.806e+7,5.504e-15,4.564e-10,8.202e-11,2.400e-18
358.793,1.249e+7,3.973e-8,1.249e+7,5.509e-15,4.564e-10,8.203e-11,2.407e-18
358.798,8.334e+6,3.973e-8,8.334e+6,5.513e-15,4.564e-10,8.204e-11,2.415e-18
358.803,5.360e+6,3.973e-8,5.360e+6,5.518e-15,4.564e-10,8.205e-11,2.422e-18
358.808,3.321e+6,3.974e-8,3.321e+6,5.522e-15,4.564e-10,8.206e-11,2.430e-18
358.813,1.982e+6,3.974e-8,1.982e+6,5.527e-15,4.564e-10,8.207e-11,2.437e-18
358.818,1.139e+6,3.974e-8,1.139e+6,5.531e-15,4.564e-10,8.208e-11,2.445e-18
358.823,6.303e+5,3.974e-8,6.303e+5,5.536e-15,4.564e-10,8.209e-11,1.406e-17
358.828,3.357e+5,3.974e-8,3.357e+5,5.540e-15,4.564e-10,8.210e-11,7.776e-17
358.833,1.721e+5,3.974e-8,1.721e+5,5.545e-15,4.564e-10,8.212e-11,4.138e-16
358.838,8.488e+4,3.974e-8,8.488e+4,5.549e-15,4.564e-10,8.213e-11,2.118e-15
358.843,4.029e+4,3.974e-8,4.029e+4,5.554e-15,4.564e-10,8.214e-11,1.043e-14
358.848,1.840e+4,3.974e-8,1.840e+4,5.558e-15,4.564e-10,8.215e-11,4.939e-14
358.853,8.088e+3,3.975e-8,8.088e+3,5.563e-15,4.564e-10,8.216e-11,2.250e-13
358.858,3.420e+3,3.975e-8,3.420e+3,5.568e-15,4.564e-10,8.217e-11,9.864e-13
358.863,1.391e+3,3.975e-8,1.391e+3,5.572e-15,4.564e-10,8.218e-11,4.159e-12
358.868,5.446e+2,3.975e-8,5.446e+2,5.577e-15,4.564e-10,8.219e-11,1.687e-11
358.873,2.051e+2,3.975e-8,2.051e+2,5.581e-15,4.564e-10,8.220e-11,6.581e-11
358.878,7.428e+1,3.975e-8,7.428e+1,5.586e-15,4.565e-10,8.222e-11,2.470e-10
358.883,2.589e+1,3.975e-8,2.589e+1,5.590e-15,4.565e-10,8.223e-11,8.917e-10
358.888,8.679e+0,3.975e-8,8.679e+0,5.595e-15,4.565e-10,8.224e-11,3.097e-9
358.893,2.799e+0,3.976e-8,2.799e+0,5.599e-15,4.565e-10,8.225e-11,1.035e-8
358.898,8.685e-1,3.976e-8,8.685e-1,5.604e-15,4.565e-10,8.226e-11,3.325e-8
358.903,2.592e-1,3.976e-8,2.592e-1,5.608e-15,4.565e-10,8.227e-11,1.028e-7
358.908,7.442e-2,3.976e-8,7.442e-2,5.613e-15,4.565e-10,8.228e-11,3.057e-7
358.913,2.055e-2,3.976e-8,2.055e-2,5.617e-15,4.565e-10,8.229e-11,8.745e-7
358.918,5.463e-3,3.976e-8,5.461e-3,5.622e-15,4.565e-10,8.231e-11,2.407e-6
358.923,1.402e-3,3.976e-8,1.396e-3,5.626e-15,4.565e-10,8.232e-11,6.371e-6
358.928,3.593e-4,3.976e-8,3.431e-4,5.631e-15,4.565e-10,8.233e-11,1.622e-5
358.933,1.209e-4,3.977e-8,8.114e-5,5.635e-15,4.565e-10,8.234e-11,3.974e-5
358.938,1.121e-4,3.977e-8,1.846e-5,5.640e-15,4.565e-10,8.235e-11,9.365e-5
358.943,2.163e-4,3.977e-8,4.039e-6,5.645e-15,4.565e-10,8.236e-11,2.123e-4
358.948,4.637e-4,3.977e-8,8.503e-7,5.649e-15,4.565e-10,8.237e-11,4.629e-4
358.953,9.711e-4,3.977e-8,1.722e-7,5.654e-15,4.565e-10,8.238e-11,9.710e-4
358.958,1.959e-3,3.977e-8,3.343e-8,5.658e-15,4.565e-10,8.239e-11,1.959e-3
358.963,3.803e-3,3.977e-8,6.265e-9,5.663e-15,4.565e-10,8.241e-11,3.803e-3
358.968,7.101e-3,3.977e-8,1.129e-9,5.667e-15,4.565e-10,8.242e-11,7.101e-3
358.973,1.275e-2,3.978e-8,1.128e-9,5.672e-15,4.565e-10,8.243e-11,1.275e-2
358.978,2.204e-2,3.978e-8,1.127e-9,5.676e-15,4.565e-10,8.244e-11,2.204e-2
358.983,3.663e-2,3.978e-8,1.126e-9,5.681e-15,4.566e-10,8.245e-11,3.663e-2
358.988,5.857e-2,3.978e-8,1.125e-9,5.685e-15,4.566e-10,8.246e-11,5.857e-2
358.993,9.008e-2,3.978e-8,1.124e-9,5.690e-15,4.566e-10,8.247e-11,9.008e-2
358.998,1.333e-1,3.978e-8,1.123e-9,5.694e-15,4.566e-10,8.248e-11,1.333e-1
359.003,1.897e-1,3.978e-8,1.122e-9,5.699e-15,4.566e-10,8.249e-11,1.897e-1
359.008,2.597e-1,3.978e-8,1.121e-9,5.703e-15,4.566e-10,8.251e-11,2.597e-1
359.013,3.420e-1,3.979e-8,1.120e-9,5.708e-15,4.566e-10,8.252e-11,3.420e-1
359.018,4.333e-1,3.979e-8,1.119e-9,5.713e-15,4.566e-10,8.253e-11,4.333e-1
359.023,5.281e-1,3.979e-8,1.119e-9,5.717e-15,4.566e-10,8.254e-11,5.281e-1
359.028,6.191e-1,3.979e-8,1.118e-9,5.722e-15,4.566e-10,8.255e-11,6.191e-1
359.033,6.982e-1,3.979e-8,1.117e-9,5.726e-15,4.566e-10,8.256e-11,6.982e-1
359.038,7.575e-1,3.979e-8,1.116e-9,5.731e-15,4.566e-10,8.257e-11,7.575e-1
359.043,7.905e-1,3.979e-8,1.115e-9,5.735e-15,4.566e-10,8.258e-11,7.905e-1
359.048,7.936e-1,3.979e-8,1.114e-9,5.740e-15,4.566e-10,8.259e-11,7.936e-1
359.053,7.663e-1,3.980e-8,1.113e-9,5.744e-15,4.566e-10,8.261e-11,7.663e-1
359.058,7.119e-1,3.980e-8,1.112e-9,5.749e-15,4.566e-10,8.262e-11,7.119e-1
359.063,6.362e-1,3.980e-8,1.111e-9,5.753e-15,4.566e-10,8.263e-11,6.362e-1
359.068,5.469e-1,3.980e-8,1.110e-9,5.758e-15,4.566e-10,8.264e-11,5.469e-1
359.073,4.522e-1,3.980e-8,1.109e-9,5.762e-15,4.566e-10,8.265e-11,4.522e-1
359.078,3.597e-1,3.980e-8,1.108e-9,5.767e-15,4.566e-10,8.266e-11,3.597e-1
359.083,2.753e-1,3.980e-8,1.107e-9,5.771e-15,4.566e-10,8.267e-11,2.753e-1
359.088,2.026e-1,3.980e-8,1.106e-9,5.776e-15,4.567e-10,8.268e-11,2.026e-1
359.093,1.435e-1,3.980e-8,1.105e-9,5.781e-15,4.567e-10,8.270e-11,1.435e-1
359.098,9.772e-2,3.981e-8,1.104e-9,5.785e-15,4.567e-10,8.271e-11,9.772e-2
359.103,6.403e-2,3.981e-8,1.103e-9,5.790e-15,4.567e-10,8.272e-11,6.403e-2
359.108,4.036e-2,3.981e-8,1.102e-9,5.794e-15,4.567e-10,8.273e-11,4.036e-2
359.113,2.447e-2,3.981e-8,1.101e-9,5.799e-15,4.567e-10,8.274e-11,2.447e-2
359.118,1.427e-2,3.981e-8,1.100e-9,5.803e-15,4.567e-10,8.275e-11,1.427e-2
359.123,8.008e-3,3.981e-8,1.099e-9,5.808e-15,4.567e-10,8.276e-11,8.008e-3
359.127,4.905e-3,3.981e-8,1.098e-9,5.811e-15,4.567e-10,8.277e-11,4.905e-3
359.132,2.566e-3,3.981e-8,1.097e-9,5.816e-15,4.567e-10,8.278e-11,2.566e-3
359.137,1.292e-3,3.982e-8,1.096e-9,5.820e-15,4.567e-10,8.279e-11,1.292e-3
359.142,6.254e-4,3.982e-8,1.095e-9,5.825e-15,4.567e-10,8.280e-11,6.254e-4
359.147,2.913e-4,3.982e-8,1.094e-9,5.829e-15,4.567e-10,8.282e-11,2.913e-4
359.152,1.305e-4,3.982e-8,1.093e-9,5.834e-15,4.567e-10,8.283e-11,1.305e-4
359.157,5.625e-5,3.982e-8,1.092e-9,5.839e-15,4.567e-10,8.284e-11,5.625e-5
359.162,2.332e-5,3.982e-8,1.091e-9,5.843e-15,4.567e-10,8.285e-11,2.332e-5
359.167,9.302e-6,3.982e-8,1.090e-9,5.848e-15,4.567e-10,8.286e-11,9.302e-6
359.172,3.569e-6,3.982e-8,1.089e-9,5.852e-15,4.567e-10,8.287e-11,3.569e-6
359.177,1.317e-6,3.983e-8,1.088e-9,5.857e-15,4.567e-10,8.288e-11,1.317e-6
359.182,4.676e-7,3.983e-8,1.087e-9,5.861e-15,4.567e-10,8.289e-11,4.676e-7
359.187,1.597e-7,3.983e-8,1.086e-9,5.866e-15,4.567e-10,8.290e-11,1.597e-7
359.192,5.247e-8,3.983e-8,1.085e-9,5.870e-15,4.568e-10,8.292e-11,5.247e-8
359.197,1.658e-8,3.983e-8,1.084e-9,5.875e-15,4.568e-10,8.293e-11,1.658e-8
359.202,5.041e-9,3.983e-8,1.083e-9,5.879e-15,4.568e-10,8.294e-11,5.041e-9
359.207,1.474e-9,3.983e-8,1.082e-9,5.884e-15,4.568e-10,8.295e-11,1.474e-9
359.212,4.147e-10,3.983e-8,1.081e-9,5.888e-15,4.568e-10,8.296e-11,4.147e-10
359.217,1.122e-10,3.984e-8,1.080e-9,5.893e-15,4.568e-10,8.297e-11,1.122e-10
359.222,2.921e-11,3.984e-8,1.079e-9,5.897e-15,4.568e-10,8.298e-11,2.921e-11
359.227,7.315e-12,3.984e-8,1.078e-9,5.902e-15,4.568e-10,8.299e-11,7.315e-12
359.232,1.762e-12,3.984e-8,1.077e-9,5.907e-15,4.568e-10,8.300e-11,1.762e-12
359.237,4.083e-13,3.984e-8,1.076e-9,5.911e-15,4.568e-10,8.302e-11,4.083e-13
359.242,9.102e-14,3.984e-8,1.075e-9,5.916e-15,4.568e-10,8.303e-11,9.102e-14
359.247,1.952e-14,3.984e-8,1.074e-9,5.920e-15,4.568e-10,8.304e-11,1.952e-14
359.252,4.026e-15,3.984e-8,1.073e-9,5.925e-15,4.568e-10,8.305e-11,4.026e-15
359.257,7.988e-16,3.985e-8,1.073e-9,5.929e-15,4.568e-10,8.306e-11,7.988e-16
359.262,1.525e-16,3.985e-8,1.072e-9,5.934e-15,4.568e-10,8.307e-11,1.525e-16
359.267,2.800e-17,3.985e-8,1.071e-9,5.938e-15,4.568e-10,8.308e-11,2.800e-17
359.936,6.545e-15,4.001e-8,9.390e-10,6.545e-15,4.575e-10,8.457e-11,2.120e-17
359.941,3.694e-14,4.001e-8,9.380e-10,3.694e-14,4.575e-10,8.458e-11,2.115e-17
359.946,2.006e-13,4.001e-8,9.370e-10,2.006e-13,4.575e-10,8.460e-11,2.110e-17
359.951,1.048e-12,4.002e-8,9.361e-10,1.048e-12,4.575e-10,8.461e-11,2.105e-17
359.956,5.272e-12,4.002e-8,9.351e-10,5.272e-12,4.575e-10,8.462e-11,2.100e-17
359.961,2.550e-11,4.002e-8,9.341e-10,2.550e-11,4.575e-10,8.463e-11,2.095e-17
359.966,1.187e-10,4.002e-8,9.331e-10,1.187e-10,4.575e-10,8.464e-11,2.090e-17
359.971,5.318e-10,4.002e-8,9.321e-10,5.318e-10,4.575e-10,8.465e-11,2.084e-17
359.976,2.292e-9,4.002e-8,9.312e-10,2.292e-9,4.575e-10,8.466e-11,2.079e-17
359.981,9.504e-9,4.002e-8,9.302e-10,9.504e-9,4.575e-10,8.467e-11,2.074e-17
359.986,3.792e-8,4.002e-8,9.292e-10,3.792e-8,4.575e-10,8.468e-11,2.069e-17
359.991,1.456e-7,4.002e-8,9.282e-10,1.456e-7,4.575e-10,8.470e-11,2.064e-17
359.996,5.378e-7,4.003e-8,9.272e-10,5.378e-7,4.575e-10,8.471e-11,2.059e-17
360.001,1.911e-6,4.003e-8,9.262e-10,1.911e-6,4.575e-10,8.472e-11,2.054e-17
360.006,6.536e-6,4.003e-8,9.253e-10,6.536e-6,4.575e-10,8.473e-11,2.049e-17
360.011,2.151e-5,4.003e-8,9.243e-10,2.151e-5,4.575e-10,8.474e-11,2.044e-17
360.016,6.810e-5,4.003e-8,9.233e-10,6.810e-5,4.575e-10,8.475e-11,2.039e-17
360.021,2.075e-4,4.003e-8,9.223e-10,2.075e-4,4.575e-10,8.476e-11,2.034e-17
360.026,6.081e-4,4.003e-8,9.213e-10,6.081e-4,4.575e-10,8.477e-11,2.029e-17
360.031,1.715e-3,4.003e-8,9.203e-10,1.715e-3,4.575e-10,8.479e-11,2.023e-17
360.036,4.655e-3,4.004e-8,9.194e-10,4.655e-3,4.575e-10,8.480e-11,2.018e-17
360.041,1.215e-2,4.004e-8,9.184e-10,1.215e-2,4.576e-10,8.481e-11,2.013e-17
360.046,3.054e-2,4.004e-8,9.174e-10,3.054e-2,4.576e-10,8.482e-11,2.008e-17
360.051,7.383e-2,4.004e-8,9.164e-10,7.383e-2,4.576e-10,8.483e-11,2.003e-17
360.056,1.717e-1,4.004e-8,9.154e-10,1.717e-1,4.576e-10,8.484e-11,1.998e-17
360.061,3.844e-1,4.004e-8,9.144e-10,3.844e-1,4.576e-10,8.485e-11,1.993e-17
360.066,8.279e-1,4.004e-8,9.135e-10,8.279e-1,4.576e-10,8.486e-11,1.988e-17
360.071,1.716e+0,4.004e-8,9.125e-10,1.716e+0,4.576e-10,8.487e-11,1.983e-17
360.076,3.421e+0,4.005e-8,9.115e-10,3.421e+0,4.576e-10,8.489e-11,1.978e-17
360.081,6.564e+0,4.005e-8,9.105e-10,6.564e+0,4.576e-10,8.490e-11,1.973e-17
360.086,1.212e+1,4.005e-8,9.095e-10,1.212e+1,4.576e-10,8.491e-11,1.968e-17
360.091,2.153e+1,4.005e-8,9.085e-10,2.153e+1,4.576e-10,8.492e-11,1.963e-17
360.096,3.681e+1,4.005e-8,9.076e-10,3.681e+1,4.576e-10,8.493e-11,1.957e-17
360.101,6.057e+1,4.005e-8,9.066e-10,6.057e+1,4.576e-10,8.494e-11,1.952e-17
360.106,9.589e+1,4.005e-8,9.056e-10,9.589e+1,4.576e-10,8.495e-11,1.947e-17
360.111,1.461e+2,4.005e-8,9.046e-10,1.461e+2,4.576e-10,8.496e-11,1.942e-17
360.116,2.143e+2,4.006e-8,9.036e-10,2.143e+2,4.576e-10,8.497e-11,1.937e-17
360.121,3.025e+2,4.006e-8,9.026e-10,3.025e+2,4.576e-10,8.499e-11,1.932e-17
360.126,4.110e+2,4.006e-8,9.017e-10,4.110e+2,4.576e-10,8.500e-11,1.927e-17
360.131,5.376e+2,4.006e-8,9.007e-10,5.376e+2,4.576e-10,8.501e-11,1.922e-17
360.136,6.771e+2,4.006e-8,8.997e-10,6.771e+2,4.576e-10,8.502e-11,1.917e-17
360.141,8.212e+2,4.006e-8,8.987e-10,8.212e+2,4.576e-10,8.503e-11,1.912e-17
360.146,9.593e+2,4.006e-8,8.977e-10,9.593e+2,4.577e-10,8.504e-11,1.907e-17
360.151,1.080e+3,4.006e-8,8.967e-10,1.080e+3,4.577e-10,8.505e-11,1.902e-17
360.156,1.171e+3,4.007e-8,8.958e-10,1.171e+3,4.577e-10,8.506e-11,1.897e-17
360.161,1.225e+3,4.007e-8,8.948e-10,1.225e+3,4.577e-10,8.507e-11,1.891e-17
360.166,1.235e+3,4.007e-8,8.938e-10,1.235e+3,4.577e-10,8.509e-11,1.886e-17
360.171,1.202e+3,4.007e-8,8.928e-10,1.202e+3,4.577e-10,8.510e-11,1.881e-17
360.176,1.130e+3,4.007e-8,8.918e-10,1.130e+3,4.577e-10,8.511e-11,1.876e-17
360.181,1.027e+3,4.007e-8,8.908e-10,1.027e+3,4.577e-10,8.512e-11,1.871e-17
360.186,9.030e+2,4.007e-8,8.899e-10,9.030e+2,4.577e-10,8.513e-11,1.866e-17
360.191,7.686e+2,4.007e-8,8.889e-10,7.686e+2,4.577e-10,8.514e-11,1.861e-17
360.196,6.343e+2,4.008e-8,8.879e-10,6.343e+2,4.577e-10,8.515e-11,1.856e-17
360.201,5.080e+2,4.008e-8,8.869e-10,5.080e+2,4.577e-10,8.516e-11,1.851e-17
360.206,3.954e+2,4.008e-8,8.859e-10,3.954e+2,4.577e-10,8.518e-11,1.846e-17
360.211,2.994e+2,4.008e-8,8.850e-10,2.994e+2,4.577e-10,8.519e-11,1.841e-17
360.216,2.207e+2,4.008e-8,8.840e-10,2.207e+2,4.577e-10,8.520e-11,1.836e-17
360.221,1.586e+2,4.008e-8,8.830e-10,1.586e+2,4.577e-10,8.521e-11,1.830e-17
360.226,1.111e+2,4.008e-8,8.820e-10,1.111e+2,4.577e-10,8.522e-11,1.825e-17
360.231,7.589e+1,4.008e-8,8.810e-10,7.589e+1,4.577e-10,8.523e-11,1.820e-17
360.236,5.054e+1,4.008e-8,8.800e-10,5.054e+1,4.577e-10,8.524e-11,1.815e-17
360.241,3.280e+1,4.009e-8,8.791e-10,3.280e+1,4.577e-10,8.525e-11,1.810e-17
360.246,2.072e+1,4.009e-8,8.781e-10,2.072e+1,4.577e-10,8.526e-11,1.805e-17
360.251,1.273e+1,4.009e-8,8.771e-10,1.273e+1,4.578e-10,8.528e-11,1.800e-17
360.256,7.599e+0,4.009e-8,8.761e-10,7.599e+0,4.578e-10,8.529e-11,1.795e-17
360.261,4.401e+0,4.009e-8,8.751e-10,4.401e+0,4.578e-10,8.530e-11,1.790e-17
360.266,2.471e+0,4.009e-8,8.741e-10,2.471e+0,4.578e-10,8.531e-11,1.785e-17
360.271,1.343e+0,4.009e-8,8.732e-10,1.343e+0,4.578e-10,8.532e-11,1.780e-17
360.276,7.059e-1,4.009e-8,8.722e-10,7.059e-1,4.578e-10,8.533e-11,1.775e-17
360.281,3.586e-1,4.010e-8,8.712e-10,3.586e-1,4.578e-10,8.534e-11,1.770e-17
360.286,1.759e-1,4.010e-8,8.702e-10,1.759e-1,4.578e-10,8.535e-11,1.764e-17
360.291,8.324e-2,4.010e-8,8.692e-10,8.324e-2,4.578e-10,8.536e-11,1.759e-17
360.296,3.800e-2,4.010e-8,8.682e-10,3.800e-2,4.578e-10,8.538e-11,1.754e-17
360.301,1.672e-2,4.010e-8,8.673e-10,1.672e-2,4.578e-10,8.539e-11,1.749e-17
360.306,7.092e-3,4.010e-8,8.663e-10,7.092e-3,4.578e-10,8.540e-11,1.744e-17
360.311,2.898e-3,4.010e-8,8.653e-10,2.898e-3,4.578e-10,8.541e-11,1.739e-17
360.316,1.140e-3,4.010e-8,8.643e-10,1.140e-3,4.578e-10,8.542e-11,1.734e-17
360.321,4.321e-4,4.011e-8,8.633e-10,4.321e-4,4.578e-10,8.543e-11,1.729e-17
360.326,1.576e-4,4.011e-8,8.623e-10,1.576e-4,4.578e-10,8.544e-11,1.724e-17
360.331,5.536e-5,4.011e-8,8.614e-10,5.536e-5,4.578e-10,8.545e-11,1.719e-17
360.336,1.872e-5,4.011e-8,8.604e-10,1.872e-5,4.578e-10,8.546e-11,1.714e-17
360.341,6.090e-6,4.011e-8,8.594e-10,6.090e-6,4.578e-10,8.548e-11,1.709e-17
360.346,1.907e-6,4.011e-8,8.584e-10,1.907e-6,4.578e-10,8.549e-11,1.704e-17
360.351,5.748e-7,4.011e-8,8.574e-10,5.748e-7,4.578e-10,8.550e-11,1.698e-17
360.356,1.667e-7,4.011e-8,8.564e-10,1.667e-7,4.578e-10,8.551e-11,1.693e-17
360.361,4.654e-8,4.012e-8,8.555e-10,4.654e-8,4.579e-10,8.552e-11,1.688e-17
360.366,1.250e-8,4.012e-8,8.545e-10,1.250e-8,4.579e-10,8.553e-11,1.683e-17
360.371,3.231e-9,4.012e-8,8.535e-10,3.231e-9,4.579e-10,8.554e-11,1.678e-17
360.376,8.034e-10,4.012e-8,8.525e-10,8.034e-10,4.579e-10,8.555e-11,1.673e-17
360.381,1.923e-10,4.012e-8,8.515e-10,1.923e-10,4.579e-10,8.557e-11,1.668e-17
360.386,4.428e-11,4.012e-8,8.505e-10,4.428e-11,4.579e-10,8.558e-11,1.663e-17
360.391,9.810e-12,4.012e-8,8.496e-10,9.810e-12,4.579e-10,8.559e-11,1.658e-17
360.396,2.091e-12,4.012e-8,8.486e-10,2.091e-12,4.579e-10,8.560e-11,1.653e-17
360.401,4.290e-13,4.013e-8,8.476e-10,4.290e-13,4.579e-10,8.561e-11,1.648e-17
360.406,8.468e-14,4.013e-8,8.466e-10,8.468e-14,4.579e-10,8.562e-11,1.643e-17
360.411,1.608e-14,4.013e-8,8.456e-10,1.608e-14,4.579e-10,8.563e-11,1.637e-17
360.416,2.940e-15,4.013e-8,8.447e-10,2.940e-15,4.579e-10,8.564e-11,1.632e-17
360.421,5.169e-16,4.013e-8,8.437e-10,5.169e-16,4.579e-10,8.565e-11,1.627e-17
361.005,1.130e-15,4.027e-8,7.289e-10,1.130e-15,4.585e-10,8.696e-11,1.034e-17
361.010,6.512e-15,4.027e-8,7.279e-10,6.512e-15,4.585e-10,8.697e-11,1.029e-17
361.015,3.611e-14,4.028e-8,7.269e-10,3.611e-14,4.585e-10,8.698e-11,1.024e-17
361.020,1.927e-13,4.028e-8,7.259e-10,1.927e-13,4.585e-10,8.699e-11,1.019e-17
361.025,9.893e-13,4.028e-8,7.249e-10,9.893e-13,4.585e-10,8.700e-11,1.014e-17
361.030,4.889e-12,4.028e-8,7.239e-10,4.889e-12,4.585e-10,8.701e-11,1.009e-17
361.035,2.326e-11,4.028e-8,7.230e-10,2.326e-11,4.585e-10,8.702e-11,1.004e-17
361.040,1.065e-10,4.028e-8,7.220e-10,1.065e-10,4.585e-10,8.703e-11,9.986e-18
361.045,4.690e-10,4.028e-8,7.210e-10,4.690e-10,4.585e-10,8.704e-11,9.935e-18
361.050,1.989e-9,4.028e-8,7.200e-10,1.989e-9,4.585e-10,8.706e-11,9.884e-18
361.055,8.114e-9,4.029e-8,7.190e-10,8.114e-9,4.585e-10,8.707e-11,9.833e-18
361.060,3.187e-8,4.029e-8,7.180e-10,3.187e-8,4.585e-10,8.708e-11,9.783e-18
361.065,1.204e-7,4.029e-8,7.171e-10,1.204e-7,4.585e-10,8.709e-11,9.732e-18
361.070,4.381e-7,4.029e-8,7.161e-10,4.381e-7,4.585e-10,8.710e-11,9.681e-18
361.075,1.534e-6,4.029e-8,7.151e-10,1.534e-6,4.585e-10,8.711e-11,9.630e-18
361.080,5.167e-6,4.029e-8,7.141e-10,5.167e-6,4.585e-10,8.712e-11,9.579e-18
361.085,1.675e-5,4.029e-8,7.131e-10,1.675e-5,4.585e-10,8.713e-11,9.529e-18
361.090,5.228e-5,4.029e-8,7.121e-10,5.228e-5,4.585e-10,8.714e-11,9.478e-18
361.095,1.570e-4,4.030e-8,7.112e-10,1.570e-4,4.585e-10,8.716e-11,9.427e-18
361.100,4.538e-4,4.030e-8,7.102e-10,4.538e-4,4.586e-10,8.717e-11,9.376e-18
361.105,1.262e-3,4.030e-8,7.092e-10,1.262e-3,4.586e-10,8.718e-11,9.325e-18
361.110,3.379e-3,4.030e-8,7.082e-10,3.379e-3,4.586e-10,8.719e-11,9.275e-18
361.115,8.707e-3,4.030e-8,7.072e-10,8.707e-3,4.586e-10,8.720e-11,9.224e-18
361.120,2.159e-2,4.030e-8,7.062e-10,2.159e-2,4.586e-10,8.721e-11,9.173e-18
361.125,5.152e-2,4.030e-8,7.053e-10,5.152e-2,4.586e-10,8.722e-11,9.122e-18
361.130,1.183e-1,4.030e-8,7.043e-10,1.183e-1,4.586e-10,8.723e-11,9.072e-18
361.135,2.616e-1,4.030e-8,7.033e-10,2.616e-1,4.586e-10,8.725e-11,9.021e-18
361.140,5.564e-1,4.031e-8,7.023e-10,5.564e-1,4.586e-10,8.726e-11,8.970e-18
361.145,1.139e+0,4.031e-8,7.013e-10,1.139e+0,4.586e-10,8.727e-11,8.919e-18
361.150,2.244e+0,4.031e-8,7.004e-10,2.244e+0,4.586e-10,8.728e-11,8.868e-18
361.155,4.256e+0,4.031e-8,6.994e-10,4.256e+0,4.586e-10,8.729e-11,8.818e-18
361.160,7.767e+0,4.031e-8,6.984e-10,7.767e+0,4.586e-10,8.730e-11,8.767e-18
361.165,1.364e+1,4.031e-8,6.974e-10,1.364e+1,4.586e-10,8.731e-11,8.716e-18
361.170,2.306e+1,4.031e-8,6.964e-10,2.306e+1,4.586e-10,8.732e-11,8.665e-18
361.175,3.752e+1,4.031e-8,6.954e-10,3.752e+1,4.586e-10,8.733e-11,8.614e-18
361.180,5.874e+1,4.032e-8,6.945e-10,5.874e+1,4.586e-10,8.735e-11,8.564e-18
