Wavelength (nm),Sum(calc),Mn I (1.3e-2),Mn II (3.9e-1),Cu I (5.2e-2),Cu II (5.5e-1)
288.849,7.785e+6,1.936e-9,7.785e+6,1.433e-10,1.775e-12
288.854,7.641e+6,1.935e-9,7.641e+6,1.432e-10,1.775e-12
288.859,8.825e+6,1.934e-9,8.825e+6,1.431e-10,1.774e-12
288.864,1.083e+7,1.934e-9,1.083e+7,1.431e-10,1.774e-12
288.869,1.353e+7,1.933e-9,1.353e+7,1.430e-10,1.774e-12
288.873,1.651e+7,1.932e-9,1.651e+7,1.429e-10,1.774e-12
288.878,2.262e+7,1.931e-9,2.262e+7,1.429e-10,1.774e-12
288.883,3.487e+7,1.931e-9,3.487e+7,1.428e-10,1.774e-12
288.888,6.067e+7,1.930e-9,6.067e+7,1.427e-10,1.773e-12
288.893,1.137e+8,1.929e-9,1.137e+8,1.426e-10,1.773e-12
288.898,2.166e+8,1.928e-9,2.166e+8,1.426e-10,1.773e-12
288.903,4.039e+8,1.927e-9,4.039e+8,1.425e-10,1.773e-12
288.908,7.225e+8,1.926e-9,7.225e+8,1.424e-10,1.773e-12
288.913,1.228e+9,1.926e-9,1.228e+9,1.424e-10,1.773e-12
288.918,1.977e+9,1.925e-9,1.977e+9,1.423e-10,1.772e-12
288.923,3.005e+9,1.924e-9,3.005e+9,1.422e-10,1.772e-12
288.928,4.315e+9,1.923e-9,4.315e+9,1.421e-10,1.772e-12
288.933,5.847e+9,1.922e-9,5.847e+9,1.421e-10,1.772e-12
288.938,7.477e+9,1.921e-9,7.477e+9,1.420e-10,1.772e-12
288.943,9.024e+9,1.921e-9,9.024e+9,1.419e-10,1.772e-12
288.948,1.028e+10,1.920e-9,1.028e+10,1.419e-10,1.771e-12
288.953,1.104e+10,1.919e-9,1.104e+10,1.418e-10,1.771e-12
288.958,1.120e+10,1.918e-9,1.120e+10,1.417e-10,1.771e-12
288.963,1.071e+10,1.917e-9,1.071e+10,1.416e-10,1.771e-12
288.968,9.670e+9,1.916e-9,9.670e+9,1.416e-10,1.771e-12
288.973,8.236e+9,1.916e-9,8.236e+9,1.415e-10,1.771e-12
288.978,6.618e+9,1.915e-9,6.618e+9,1.414e-10,1.770e-12
288.983,5.018e+9,1.914e-9,5.018e+9,1.414e-10,1.770e-12
288.988,3.589e+9,1.913e-9,3.589e+9,1.413e-10,1.770e-12
288.993,2.422e+9,1.912e-9,2.422e+9,1.412e-10,1.770e-12
288.998,1.541e+9,1.912e-9,1.541e+9,1.412e-10,1.770e-12
289.003,9.255e+8,1.911e-9,9.255e+8,1.411e-10,1.770e-12
289.008,5.242e+8,1.910e-9,5.242e+8,1.410e-10,1.769e-12
289.013,2.800e+8,1.909e-9,2.800e+8,1.409e-10,1.769e-12
289.018,1.411e+8,1.908e-9,1.411e+8,1.409e-10,1.769e-12
289.023,6.703e+7,1.907e-9,6.703e+7,1.408e-10,1.769e-12
289.028,3.003e+7,1.907e-9,3.003e+7,1.407e-10,1.769e-12
289.033,1.270e+7,1.906e-9,1.270e+7,1.407e-10,1.769e-12
289.038,5.077e+6,1.905e-9,5.077e+6,1.406e-10,1.768e-12
289.043,1.966e+6,1.904e-9,1.966e+6,1.405e-10,1.768e-12
289.048,8.664e+5,1.903e-9,8.664e+5,1.404e-10,1.768e-12
289.053,7.507e+5,1.902e-9,7.507e+5,1.404e-10,1.768e-12
289.058,1.416e+6,1.902e-9,1.416e+6,1.403e-10,1.768e-12
289.063,3.262e+6,1.901e-9,3.262e+6,1.402e-10,1.767e-12
289.068,7.361e+6,1.900e-9,7.361e+6,1.402e-10,1.767e-12
289.073,1.572e+7,1.899e-9,1.572e+7,1.401e-10,1.767e-12
289.078,3.165e+7,1.898e-9,3.165e+7,1.400e-10,1.767e-12
289.083,6.002e+7,1.897e-9,6.002e+7,1.399e-10,1.767e-12
289.088,1.072e+8,1.897e-9,1.072e+8,1.399e-10,1.767e-12
289.093,1.804e+8,1.896e-9,1.804e+8,1.398e-10,1.766e-12
289.098,2.859e+8,1.895e-9,2.859e+8,1.397e-10,1.766e-12
289.103,4.269e+8,1.894e-9,4.269e+8,1.397e-10,1.766e-12
289.108,6.003e+8,1.893e-9,6.003e+8,1.396e-10,1.766e-12
289.113,7.952e+8,1.893e-9,7.952e+8,1.395e-10,1.766e-12
289.118,9.921e+8,1.892e-9,9.921e+8,1.394e-10,1.766e-12
289.123,1.166e+9,1.891e-9,1.166e+9,1.394e-10,1.765e-12
289.128,1.291e+9,1.890e-9,1.291e+9,1.393e-10,1.765e-12
289.133,1.346e+9,1.889e-9,1.346e+9,1.392e-10,1.765e-12
289.138,1.322e+9,1.888e-9,1.322e+9,1.392e-10,1.765e-12
289.143,1.223e+9,1.888e-9,1.223e+9,1.391e-10,1.765e-12
289.148,1.066e+9,1.887e-9,1.066e+9,1.390e-10,1.765e-12
289.153,8.755e+8,1.886e-9,8.755e+8,1.389e-10,1.764e-12
289.158,6.780e+8,1.885e-9,6.780e+8,1.389e-10,1.764e-12
289.163,4.964e+8,1.884e-9,4.964e+8,1.388e-10,1.764e-12
289.168,3.466e+8,1.883e-9,3.466e+8,1.387e-10,1.764e-12
289.173,2.376e+8,1.883e-9,2.376e+8,1.387e-10,1.764e-12
289.178,1.735e+8,1.882e-9,1.735e+8,1.386e-10,1.764e-12
289.183,1.567e+8,1.881e-9,1.567e+8,1.385e-10,1.763e-12
289.188,1.919e+8,1.880e-9,1.919e+8,1.385e-10,1.763e-12
289.193,2.869e+8,1.879e-9,2.869e+8,1.384e-10,1.763e-12
289.198,4.520e+8,1.878e-9,4.520e+8,1.383e-10,1.763e-12
289.203,6.965e+8,1.878e-9,6.965e+8,1.382e-10,1.763e-12
289.208,1.022e+9,1.877e-9,1.022e+9,1.382e-10,1.763e-12
289.213,1.418e+9,1.876e-9,1.418e+9,1.381e-10,1.762e-12
289.218,1.855e+9,1.875e-9,1.855e+9,1.380e-10,1.762e-12
289.223,2.287e+9,1.874e-9,2.287e+9,1.380e-10,1.762e-12
289.228,2.655e+9,1.874e-9,2.655e+9,1.379e-10,1.762e-12
289.233,2.904e+9,1.873e-9,2.904e+9,1.378e-10,1.762e-12
289.238,2.992e+9,1.872e-9,2.992e+9,1.377e-10,1.762e-12
289.243,2.904e+9,1.871e-9,2.904e+9,1.377e-10,1.761e-12
289.248,2.655e+9,1.870e-9,2.655e+9,1.376e-10,1.761e-12
289.253,2.287e+9,1.869e-9,2.287e+9,1.375e-10,1.761e-12
289.258,1.855e+9,1.869e-9,1.855e+9,1.375e-10,1.761e-12
289.263,1.418e+9,1.868e-9,1.418e+9,1.374e-10,1.761e-12
289.268,1.020e+9,1.867e-9,1.020e+9,1.373e-10,1.760e-12
289.273,6.920e+8,1.866e-9,6.920e+8,1.372e-10,1.760e-12
289.278,4.420e+8,1.865e-9,4.420e+8,1.372e-10,1.760e-12
289.283,2.659e+8,1.864e-9,2.659e+8,1.371e-10,1.760e-12
289.288,1.507e+8,1.864e-9,1.507e+8,1.370e-10,1.760e-12
289.293,8.049e+7,1.863e-9,8.049e+7,1.370e-10,1.760e-12
289.298,4.052e+7,1.862e-9,4.052e+7,1.369e-10,1.759e-12
289.303,1.929e+7,1.861e-9,1.929e+7,1.368e-10,1.759e-12
289.308,8.859e+6,1.860e-9,8.859e+6,1.367e-10,1.759e-12
289.313,4.324e+6,1.859e-9,4.324e+6,1.367e-10,1.759e-12
289.318,3.073e+6,1.859e-9,3.073e+6,1.366e-10,1.759e-12
289.323,4.050e+6,1.858e-9,4.050e+6,1.365e-10,1.759e-12
289.328,7.263e+6,1.857e-9,7.263e+6,1.365e-10,1.758e-12
289.333,1.347e+7,1.856e-9,1.347e+7,1.364e-10,1.758e-12
289.338,2.394e+7,1.855e-9,2.394e+7,1.363e-10,1.758e-12
289.343,4.022e+7,1.855e-9,4.022e+7,1.362e-10,1.758e-12
289.348,6.368e+7,1.854e-9,6.368e+7,1.362e-10,1.758e-12
289.353,9.501e+7,1.853e-9,9.501e+7,1.361e-10,1.758e-12
289.358,1.335e+8,1.852e-9,1.335e+8,1.360e-10,1.757e-12
289.363,1.768e+8,1.851e-9,1.768e+8,1.360e-10,1.757e-12
289.368,2.205e+8,1.850e-9,2.205e+8,1.359e-10,1.757e-12
289.373,2.590e+8,1.850e-9,2.590e+8,1.358e-10,1.757e-12
289.378,2.867e+8,1.849e-9,2.867e+8,1.358e-10,1.757e-12
289.383,2.990e+8,1.848e-9,2.990e+8,1.357e-10,1.757e-12
289.388,2.936e+8,1.847e-9,2.936e+8,1.356e-10,1.756e-12
289.393,2.717e+8,1.846e-9,2.717e+8,1.355e-10,1.756e-12
289.398,2.369e+8,1.845e-9,2.369e+8,1.355e-10,1.756e-12
289.403,1.945e+8,1.845e-9,1.945e+8,1.354e-10,1.756e-12
289.408,1.505e+8,1.844e-9,1.505e+8,1.353e-10,1.756e-12
289.413,1.096e+8,1.843e-9,1.096e+8,1.353e-10,1.756e-12
289.418,7.527e+7,1.842e-9,7.527e+7,1.352e-10,1.755e-12
289.423,4.868e+7,1.841e-9,4.868e+7,1.351e-10,1.755e-12
289.428,2.966e+7,1.840e-9,2.966e+7,1.350e-10,1.755e-12
289.433,1.702e+7,1.840e-9,1.702e+7,1.350e-10,1.755e-12
289.438,9.202e+6,1.839e-9,9.202e+6,1.349e-10,1.755e-12
289.443,4.687e+6,1.838e-9,4.687e+6,1.348e-10,1.755e-12
289.448,2.249e+6,1.837e-9,2.249e+6,1.348e-10,1.754e-12
289.453,1.016e+6,1.836e-9,1.016e+6,1.347e-10,1.754e-12
289.458,4.328e+5,1.836e-9,4.328e+5,1.346e-10,1.754e-12
289.463,1.736e+5,1.835e-9,1.736e+5,1.345e-10,1.754e-12
289.468,6.559e+4,1.834e-9,6.559e+4,1.345e-10,1.754e-12
289.473,2.335e+4,1.833e-9,2.335e+4,1.344e-10,1.753e-12
289.478,7.830e+3,1.832e-9,7.830e+3,1.343e-10,1.753e-12
289.483,2.473e+3,1.831e-9,2.473e+3,1.343e-10,1.753e-12
289.488,7.361e+2,1.831e-9,7.361e+2,1.342e-10,1.753e-12
289.493,2.064e+2,1.830e-9,2.064e+2,1.341e-10,1.753e-12
289.498,5.450e+1,1.829e-9,5.450e+1,1.340e-10,1.753e-12
289.503,1.356e+1,1.828e-9,1.356e+1,1.340e-10,1.752e-12
289.508,3.178e+0,1.827e-9,3.178e+0,1.339e-10,1.752e-12
289.513,7.016e-1,1.826e-9,7.016e-1,1.338e-10,1.752e-12
289.518,1.459e-1,1.826e-9,1.459e-1,1.338e-10,1.752e-12
289.523,2.859e-2,1.825e-9,2.859e-2,1.337e-10,1.752e-12
289.528,5.277e-3,1.824e-9,5.277e-3,1.336e-10,1.752e-12
289.533,9.178e-4,1.823e-9,9.178e-4,1.335e-10,1.751e-12
289.538,1.516e-4,1.822e-9,1.516e-4,1.335e-10,1.751e-12
289.543,3.259e-5,1.821e-9,3.259e-5,1.334e-10,1.751e-12
289.548,6.774e-5,1.821e-9,6.774e-5,1.333e-10,1.751e-12
289.553,4.159e-4,1.820e-9,4.159e-4,1.333e-10,1.751e-12
289.558,2.526e-3,1.819e-9,2.526e-3,1.332e-10,1.751e-12
289.563,1.447e-2,1.818e-9,1.447e-2,1.331e-10,1.750e-12
289.568,7.811e-2,1.817e-9,7.811e-2,1.331e-10,1.750e-12
289.573,3.972e-1,1.817e-9,3.972e-1,1.330e-10,1.750e-12
289.578,1.903e+0,1.816e-9,1.903e+0,1.329e-10,1.750e-12
289.583,8.591e+0,1.815e-9,8.591e+0,1.328e-10,1.750e-12
289.588,3.654e+1,1.814e-9,3.654e+1,1.328e-10,1.750e-12
289.593,1.464e+2,1.813e-9,1.464e+2,1.327e-10,1.749e-12
289.598,5.527e+2,1.812e-9,5.527e+2,1.326e-10,1.749e-12
289.603,1.966e+3,1.812e-9,1.966e+3,1.326e-10,1.749e-12
289.608,6.589e+3,1.811e-9,6.589e+3,1.325e-10,1.749e-12
289.613,2.080e+4,1.810e-9,2.080e+4,1.324e-10,1.749e-12
289.618,6.189e+4,1.809e-9,6.189e+4,1.323e-10,1.749e-12
289.623,1.735e+5,1.808e-9,1.735e+5,1.323e-10,1.748e-12
289.628,4.581e+5,1.807e-9,4.581e+5,1.322e-10,1.748e-12
289.633,1.140e+6,1.807e-9,1.140e+6,1.321e-10,1.748e-12
289.638,2.671e+6,1.806e-9,2.671e+6,1.321e-10,1.748e-12
289.643,5.900e+6,1.805e-9,5.900e+6,1.320e-10,1.748e-12
289.647,1.065e+7,1.804e-9,1.065e+7,1.319e-10,1.748e-12
289.652,2.114e+7,1.803e-9,2.114e+7,1.319e-10,1.747e-12
289.657,3.951e+7,1.803e-9,3.951e+7,1.318e-10,1.747e-12
289.662,6.958e+7,1.802e-9,6.958e+7,1.317e-10,1.747e-12
289.667,1.155e+8,1.801e-9,1.155e+8,1.316e-10,1.747e-12
289.672,1.805e+8,1.800e-9,1.805e+8,1.316e-10,1.747e-12
289.677,2.658e+8,1.799e-9,2.658e+8,1.315e-10,1.747e-12
289.682,3.689e+8,1.799e-9,3.689e+8,1.314e-10,1.746e-12
289.687,4.823e+8,1.798e-9,4.823e+8,1.314e-10,1.746e-12
289.692,5.941e+8,1.797e-9,5.941e+8,1.313e-10,1.746e-12
289.697,6.896e+8,1.796e-9,6.896e+8,1.312e-10,1.746e-12
289.702,7.540e+8,1.795e-9,7.540e+8,1.311e-10,1.746e-12
289.707,7.768e+8,1.794e-9,7.768e+8,1.311e-10,1.746e-12
289.712,7.540e+8,1.794e-9,7.540e+8,1.310e-10,1.745e-12
289.717,6.896e+8,1.793e-9,6.896e+8,1.309e-10,1.745e-12
289.722,5.941e+8,1.792e-9,5.941e+8,1.309e-10,1.745e-12
289.727,4.823e+8,1.791e-9,4.823e+8,1.308e-10,1.745e-12
289.732,3.689e+8,1.790e-9,3.689e+8,1.307e-10,1.745e-12
289.737,2.658e+8,1.789e-9,2.658e+8,1.306e-10,1.744e-12
289.742,1.805e+8,1.789e-9,1.805e+8,1.306e-10,1.744e-12
289.747,1.155e+8,1.788e-9,1.155e+8,1.305e-10,1.744e-12
289.752,6.958e+7,1.787e-9,6.958e+7,1.304e-10,1.744e-12
289.757,3.951e+7,1.786e-9,3.951e+7,1.304e-10,1.744e-12
289.762,2.114e+7,1.785e-9,2.114e+7,1.303e-10,1.744e-12
289.767,1.066e+7,1.784e-9,1.066e+7,1.302e-10,1.743e-12
289.772,5.086e+6,1.784e-9,5.086e+6,1.302e-10,1.743e-12
289.777,2.347e+6,1.783e-9,2.347e+6,1.301e-10,1.743e-12
289.782,1.197e+6,1.782e-9,1.197e+6,1.300e-10,1.743e-12
289.787,1.052e+6,1.781e-9,1.052e+6,1.299e-10,1.743e-12
289.792,1.896e+6,1.780e-9,1.896e+6,1.299e-10,1.743e-12
289.797,4.358e+6,1.780e-9,4.358e+6,1.298e-10,1.742e-12
289.802,9.987e+6,1.779e-9,9.987e+6,1.297e-10,1.742e-12
289.807,2.175e+7,1.778e-9,2.175e+7,1.297e-10,1.742e-12
289.812,4.469e+7,1.777e-9,4.469e+7,1.296e-10,1.742e-12
289.817,8.655e+7,1.776e-9,8.655e+7,1.295e-10,1.742e-12
289.822,1.580e+8,1.775e-9,1.580e+8,1.294e-10,1.742e-12
289.827,2.717e+8,1.775e-9,2.717e+8,1.294e-10,1.741e-12
289.832,4.404e+8,1.774e-9,4.404e+8,1.293e-10,1.741e-12
289.837,6.730e+8,1.773e-9,6.730e+8,1.292e-10,1.741e-12
289.842,9.695e+8,1.772e-9,9.695e+8,1.292e-10,1.741e-12
289.847,1.317e+9,1.771e-9,1.317e+9,1.291e-10,1.741e-12
289.852,1.687e+9,1.770e-9,1.687e+9,1.290e-10,1.741e-12
289.857,2.040e+9,1.770e-9,2.040e+9,1.289e-10,1.740e-12
289.862,2.327e+9,1.769e-9,2.327e+9,1.289e-10,1.740e-12
289.867,2.508e+9,1.768e-9,2.508e+9,1.288e-10,1.740e-12
289.872,2.555e+9,1.767e-9,2.555e+9,1.287e-10,1.740e-12
289.877,2.464e+9,1.766e-9,2.464e+9,1.287e-10,1.740e-12
289.882,2.251e+9,1.765e-9,2.251e+9,1.286e-10,1.740e-12
289.887,1.953e+9,1.765e-9,1.953e+9,1.285e-10,1.739e-12
289.892,1.611e+9,1.764e-9,1.611e+9,1.284e-10,1.739e-12
289.897,1.268e+9,1.763e-9,1.268e+9,1.284e-10,1.739e-12
289.902,9.536e+8,1.762e-9,9.536e+8,1.283e-10,1.739e-12
289.907,6.880e+8,1.761e-9,6.880e+8,1.282e-10,1.739e-12
289.912,4.772e+8,1.761e-9,4.772e+8,1.282e-10,1.739e-12
289.917,3.189e+8,1.760e-9,3.189e+8,1.281e-10,1.738e-12
289.922,2.057e+8,1.759e-9,2.057e+8,1.280e-10,1.738e-12
289.927,1.281e+8,1.758e-9,1.281e+8,1.279e-10,1.738e-12
289.932,7.728e+7,1.757e-9,7.728e+7,1.279e-10,1.738e-12
289.937,4.578e+7,1.756e-9,4.578e+7,1.278e-10,1.738e-12
289.942,2.826e+7,1.756e-9,2.826e+7,1.277e-10,1.738e-12
289.947,2.175e+7,1.755e-9,2.175e+7,1.277e-10,1.737e-12
289.952,2.586e+7,1.754e-9,2.586e+7,1.276e-10,1.737e-12
289.957,4.323e+7,1.753e-9,4.323e+7,1.275e-10,1.737e-12
289.962,7.987e+7,1.752e-9,7.987e+7,1.275e-10,1.737e-12
289.967,1.453e+8,1.751e-9,1.453e+8,1.274e-10,1.737e-12
289.972,2.517e+8,1.751e-9,2.517e+8,1.273e-10,1.736e-12
289.977,4.119e+8,1.750e-9,4.119e+8,1.272e-10,1.736e-12
289.982,6.356e+8,1.749e-9,6.356e+8,1.272e-10,1.736e-12
289.987,9.243e+8,1.748e-9,9.243e+8,1.271e-10,1.736e-12
289.992,1.267e+9,1.747e-9,1.267e+9,1.270e-10,1.736e-12
289.997,1.635e+9,1.746e-9,1.635e+9,1.270e-10,1.736e-12
290.002,1.990e+9,1.746e-9,1.990e+9,1.269e-10,1.735e-12
290.007,2.282e+9,1.745e-9,2.282e+9,1.268e-10,1.735e-12
290.012,2.465e+9,1.744e-9,2.465e+9,1.267e-10,1.735e-12
290.017,2.509e+9,1.743e-9,2.509e+9,1.267e-10,1.735e-12
290.022,2.407e+9,1.742e-9,2.407e+9,1.266e-10,1.735e-12
290.027,2.176e+9,1.742e-9,2.176e+9,1.265e-10,1.735e-12
290.032,1.853e+9,1.741e-9,1.853e+9,1.265e-10,1.734e-12
290.037,1.487e+9,1.740e-9,1.487e+9,1.264e-10,1.734e-12
290.042,1.125e+9,1.739e-9,1.125e+9,1.263e-10,1.734e-12
290.047,8.014e+8,1.738e-9,8.014e+8,1.262e-10,1.734e-12
290.052,5.381e+8,1.737e-9,5.381e+8,1.262e-10,1.734e-12
290.057,3.405e+8,1.737e-9,3.405e+8,1.261e-10,1.734e-12
290.062,2.030e+8,1.736e-9,2.030e+8,1.260e-10,1.733e-12
290.067,1.140e+8,1.735e-9,1.140e+8,1.260e-10,1.733e-12
290.072,6.037e+7,1.734e-9,6.037e+7,1.259e-10,1.733e-12
290.077,3.011e+7,1.733e-9,3.011e+7,1.258e-10,1.733e-12
290.082,1.415e+7,1.732e-9,1.415e+7,1.257e-10,1.733e-12
290.087,6.268e+6,1.732e-9,6.268e+6,1.257e-10,1.733e-12
290.092,2.616e+6,1.731e-9,2.616e+6,1.256e-10,1.732e-12
290.097,1.029e+6,1.730e-9,1.029e+6,1.255e-10,1.732e-12
290.102,3.812e+5,1.729e-9,3.812e+5,1.255e-10,1.732e-12
290.107,1.331e+5,1.728e-9,1.331e+5,1.254e-10,1.732e-12
290.112,4.379e+4,1.727e-9,4.379e+4,1.253e-10,1.732e-12
290.117,1.358e+4,1.727e-9,1.358e+4,1.252e-10,1.732e-12
290.122,3.966e+3,1.726e-9,3.966e+3,1.252e-10,1.731e-12
290.127,1.092e+3,1.725e-9,1.092e+3,1.251e-10,1.731e-12
290.132,2.832e+2,1.724e-9,2.832e+2,1.250e-10,1.731e-12
290.137,6.922e+1,1.723e-9,6.922e+1,1.250e-10,1.731e-12
290.142,1.594e+1,1.723e-9,1.594e+1,1.249e-10,1.731e-12
290.147,3.466e+0,1.722e-9,3.466e+0,1.248e-10,1.731e-12
290.152,7.436e-1,1.721e-9,7.436e-1,1.248e-10,1.730e-12
290.157,3.165e-1,1.720e-9,3.165e-1,1.247e-10,1.730e-12
290.162,8.727e-1,1.719e-9,8.727e-1,1.246e-10,1.730e-12
290.167,3.764e+0,1.718e-9,3.764e+0,1.245e-10,1.730e-12
290.172,1.571e+1,1.718e-9,1.571e+1,1.245e-10,1.730e-12
290.177,6.186e+1,1.717e-9,6.186e+1,1.244e-10,1.729e-12
290.182,2.296e+2,1.716e-9,2.296e+2,1.243e-10,1.729e-12
290.187,8.028e+2,1.715e-9,8.028e+2,1.243e-10,1.729e-12
290.192,2.646e+3,1.714e-9,2.646e+3,1.242e-10,1.729e-12
290.197,8.217e+3,1.713e-9,8.217e+3,1.241e-10,1.729e-12
290.202,2.405e+4,1.713e-9,2.405e+4,1.240e-10,1.729e-12
290.207,6.634e+4,1.712e-9,6.634e+4,1.240e-10,1.728e-12
290.212,1.724e+5,1.711e-9,1.724e+5,1.239e-10,1.728e-12
290.217,4.224e+5,1.710e-9,4.224e+5,1.238e-10,1.728e-12
290.222,9.752e+5,1.709e-9,9.752e+5,1.238e-10,1.728e-12
290.227,2.122e+6,1.708e-9,2.122e+6,1.237e-10,1.728e-12
290.232,4.350e+6,1.708e-9,4.350e+6,1.236e-10,1.728e-12
290.237,8.404e+6,1.707e-9,8.404e+6,1.235e-10,1.727e-12
290.242,1.530e+7,1.706e-9,1.530e+7,1.235e-10,1.727e-12
290.247,2.626e+7,1.705e-9,2.626e+7,1.234e-10,1.727e-12
290.252,4.246e+7,1.704e-9,4.246e+7,1.233e-10,1.727e-12
290.257,6.470e+7,1.704e-9,6.470e+7,1.233e-10,1.727e-12
290.262,9.292e+7,1.703e-9,9.292e+7,1.232e-10,1.727e-12
290.267,1.258e+8,1.702e-9,1.258e+8,1.231e-10,1.726e-12
290.272,1.604e+8,1.701e-9,1.604e+8,1.230e-10,1.726e-12
290.277,1.928e+8,1.700e-9,1.928e+8,1.230e-10,1.726e-12
290.282,2.184e+8,1.699e-9,2.184e+8,1.229e-10,1.726e-12
290.287,2.331e+8,1.699e-9,2.331e+8,1.228e-10,1.726e-12
290.292,2.345e+8,1.698e-9,2.345e+8,1.228e-10,1.726e-12
290.297,2.223e+8,1.697e-9,2.223e+8,1.227e-10,1.725e-12
290.302,1.986e+8,1.696e-9,1.986e+8,1.226e-10,1.725e-12
290.307,1.672e+8,1.695e-9,1.672e+8,1.225e-10,1.725e-12
290.312,1.327e+8,1.694e-9,1.327e+8,1.225e-10,1.725e-12
290.317,9.919e+7,1.694e-9,9.919e+7,1.224e-10,1.725e-12
290.322,6.989e+7,1.693e-9,6.989e+7,1.223e-10,1.725e-12
290.327,4.641e+7,1.692e-9,4.641e+7,1.223e-10,1.724e-12
290.332,2.904e+7,1.691e-9,2.904e+7,1.222e-10,1.724e-12
290.337,1.713e+7,1.690e-9,1.713e+7,1.221e-10,1.724e-12
290.342,9.519e+6,1.689e-9,9.519e+6,1.221e-10,1.724e-12
290.347,4.986e+6,1.689e-9,4.986e+6,1.220e-10,1.724e-12
290.352,2.461e+6,1.688e-9,2.461e+6,1.219e-10,1.724e-12
290.357,1.145e+6,1.687e-9,1.145e+6,1.218e-10,1.723e-12
290.362,5.041e+5,1.686e-9,5.041e+5,1.218e-10,1.723e-12
290.367,2.143e+5,1.685e-9,2.143e+5,1.217e-10,1.723e-12
290.372,1.006e+5,1.685e-9,1.006e+5,1.216e-10,1.723e-12
290.377,8.274e+4,1.684e-9,8.274e+4,1.216e-10,1.723e-12
290.382,1.453e+5,1.683e-9,1.453e+5,1.215e-10,1.722e-12
290.387,3.298e+5,1.682e-9,3.298e+5,1.214e-10,1.722e-12
290.392,7.513e+5,1.681e-9,7.513e+5,1.213e-10,1.722e-12
290.397,1.640e+6,1.680e-9,1.640e+6,1.213e-10,1.722e-12
290.402,3.406e+6,1.680e-9,3.406e+6,1.212e-10,1.722e-12
290.407,6.721e+6,1.679e-9,6.721e+6,1.211e-10,1.722e-12
290.412,1.260e+7,1.678e-9,1.260e+7,1.211e-10,1.721e-12
290.417,2.240e+7,1.677e-9,2.240e+7,1.210e-10,1.721e-12
290.422,3.779e+7,1.676e-9,3.779e+7,1.209e-10,1.721e-12
290.426,5.524e+7,1.676e-9,5.524e+7,1.209e-10,1.721e-12
290.431,8.458e+7,1.675e-9,8.458e+7,1.208e-10,1.721e-12
290.436,1.226e+8,1.674e-9,1.226e+8,1.207e-10,1.721e-12
290.441,1.682e+8,1.673e-9,1.682e+8,1.206e-10,1.720e-12
290.446,2.182e+8,1.672e-9,2.182e+8,1.206e-10,1.720e-12
290.451,2.677e+8,1.671e-9,2.677e+8,1.205e-10,1.720e-12
290.456,3.104e+8,1.671e-9,3.104e+8,1.204e-10,1.720e-12
290.461,3.405e+8,1.670e-9,3.405e+8,1.204e-10,1.720e-12
290.466,3.535e+8,1.669e-9,3.535e+8,1.203e-10,1.720e-12
290.471,3.481e+8,1.668e-9,3.481e+8,1.202e-10,1.719e-12
290.476,3.268e+8,1.667e-9,3.268e+8,1.201e-10,1.719e-12
290.481,2.949e+8,1.667e-9,2.949e+8,1.201e-10,1.719e-12
290.486,2.598e+8,1.666e-9,2.598e+8,1.200e-10,1.719e-12
290.491,2.289e+8,1.665e-9,2.289e+8,1.199e-10,1.719e-12
290.496,2.078e+8,1.664e-9,2.078e+8,1.199e-10,1.719e-12
290.501,1.988e+8,1.663e-9,1.988e+8,1.198e-10,1.718e-12
290.506,2.012e+8,1.662e-9,2.012e+8,1.197e-10,1.718e-12
290.511,2.109e+8,1.662e-9,2.109e+8,1.197e-10,1.718e-12
290.516,2.222e+8,1.661e-9,2.222e+8,1.196e-10,1.718e-12
290.521,2.295e+8,1.660e-9,2.295e+8,1.195e-10,1.718e-12
290.526,2.282e+8,1.659e-9,2.282e+8,1.194e-10,1.718e-12
290.531,2.163e+8,1.658e-9,2.163e+8,1.194e-10,1.717e-12
290.536,1.944e+8,1.657e-9,1.944e+8,1.193e-10,1.717e-12
290.541,1.652e+8,1.657e-9,1.652e+8,1.192e-10,1.717e-12
290.546,1.325e+8,1.656e-9,1.325e+8,1.192e-10,1.717e-12
290.551,1.002e+8,1.655e-9,1.002e+8,1.191e-10,1.717e-12
290.556,7.146e+7,1.654e-9,7.146e+7,1.190e-10,1.717e-12
290.561,4.804e+7,1.653e-9,4.804e+7,1.189e-10,1.716e-12
290.566,3.044e+7,1.652e-9,3.044e+7,1.189e-10,1.716e-12
290.571,1.818e+7,1.652e-9,1.818e+7,1.188e-10,1.716e-12
290.576,1.023e+7,1.651e-9,1.023e+7,1.187e-10,1.716e-12
290.581,5.430e+6,1.650e-9,5.430e+6,1.187e-10,1.716e-12
290.586,2.715e+6,1.649e-9,2.715e+6,1.186e-10,1.716e-12
290.591,1.280e+6,1.648e-9,1.280e+6,1.185e-10,1.715e-12
290.596,5.684e+5,1.648e-9,5.684e+5,1.184e-10,1.715e-12
290.601,2.380e+5,1.647e-9,2.380e+5,1.184e-10,1.715e-12
290.606,9.430e+4,1.646e-9,9.430e+4,1.183e-10,1.715e-12
290.611,3.620e+4,1.645e-9,3.620e+4,1.182e-10,1.715e-12
290.616,1.586e+4,1.644e-9,1.586e+4,1.182e-10,1.715e-12
290.621,1.357e+4,1.643e-9,1.357e+4,1.181e-10,1.714e-12
290.626,2.488e+4,1.643e-9,2.488e+4,1.180e-10,1.714e-12
