Wavelength (nm),Sum(calc),Cu I (8.1e-2),Cu II (8.6e-1),Sn I (2.1e-3),Sn II (3.8e-2),Pb I (8.7e-4),Pb II (1.9e-2)
269.002,1.539e+5,6.570e-9,1.539e+5,3.840e-10,2.157e-12,6.002e-10,
269.007,5.493e+4,6.566e-9,5.493e+4,3.845e-10,2.155e-12,6.000e-10,
269.012,1.830e+4,6.562e-9,1.830e+4,3.849e-10,2.154e-12,5.998e-10,
269.017,5.688e+3,6.559e-9,5.688e+3,3.854e-10,2.153e-12,5.997e-10,
269.022,1.650e+3,6.555e-9,1.650e+3,3.859e-10,2.151e-12,5.995e-10,
269.027,4.468e+2,6.551e-9,4.468e+2,3.863e-10,2.150e-12,5.993e-10,
269.032,1.129e+2,6.547e-9,1.129e+2,3.868e-10,2.148e-12,5.992e-10,
269.037,2.661e+1,6.544e-9,2.661e+1,3.872e-10,2.147e-12,5.990e-10,
269.042,5.855e+0,6.540e-9,5.855e+0,3.877e-10,2.145e-12,5.988e-10,
269.047,1.202e+0,6.536e-9,1.202e+0,3.881e-10,2.144e-12,5.987e-10,
269.052,2.304e-1,6.532e-9,2.304e-1,3.886e-10,2.142e-12,5.985e-10,
269.057,4.119e-2,6.529e-9,4.119e-2,3.891e-10,2.141e-12,5.983e-10,
269.062,6.873e-3,6.525e-9,6.873e-3,3.895e-10,2.140e-12,5.982e-10,
269.067,1.070e-3,6.521e-9,1.070e-3,3.900e-10,2.138e-12,5.980e-10,
269.072,1.555e-4,6.518e-9,1.555e-4,3.904e-10,2.137e-12,5.979e-10,
269.077,2.109e-5,6.514e-9,2.109e-5,3.909e-10,2.135e-12,5.977e-10,
269.082,2.669e-6,6.510e-9,2.669e-6,3.914e-10,2.134e-12,5.975e-10,
269.087,3.152e-7,6.506e-9,3.152e-7,3.918e-10,2.132e-12,5.974e-10,
269.092,3.474e-8,6.503e-9,3.474e-8,3.923e-10,2.131e-12,5.972e-10,
269.097,3.573e-9,6.499e-9,3.573e-9,3.927e-10,2.130e-12,5.970e-10,
269.102,3.429e-10,6.495e-9,3.429e-10,3.932e-10,2.128e-12,5.969e-10,
269.920,6.620e-11,5.883e-9,6.620e-11,4.682e-10,1.893e-12,5.700e-10,
269.925,7.141e-10,5.879e-9,7.141e-10,4.687e-10,1.892e-12,5.698e-10,
269.930,7.192e-9,5.876e-9,7.192e-9,4.691e-10,1.890e-12,5.697e-10,
269.935,6.764e-8,5.872e-9,6.764e-8,4.696e-10,1.889e-12,5.695e-10,
269.940,5.940e-7,5.868e-9,5.940e-7,4.701e-10,1.887e-12,5.693e-10,
269.945,4.870e-6,5.864e-9,4.870e-6,4.705e-10,1.886e-12,5.692e-10,
269.950,3.729e-5,5.861e-9,3.729e-5,4.710e-10,1.884e-12,5.690e-10,
269.955,2.666e-4,5.857e-9,2.666e-4,4.714e-10,1.883e-12,5.688e-10,
269.960,1.780e-3,5.853e-9,1.780e-3,4.719e-10,1.882e-12,5.687e-10,
269.965,1.110e-2,5.849e-9,1.110e-2,4.723e-10,1.880e-12,5.685e-10,
269.970,6.458e-2,5.846e-9,6.458e-2,4.728e-10,1.879e-12,5.684e-10,
269.975,3.510e-1,5.842e-9,3.510e-1,4.733e-10,1.877e-12,5.682e-10,
269.980,1.782e+0,5.838e-9,1.782e+0,4.737e-10,1.876e-12,5.680e-10,
269.985,8.443e+0,5.834e-9,8.443e+0,4.742e-10,1.874e-12,5.679e-10,
269.990,3.736e+1,5.831e-9,3.736e+1,4.746e-10,1.873e-12,5.677e-10,
269.995,1.544e+2,5.827e-9,1.544e+2,4.751e-10,1.872e-12,5.675e-10,
270.000,5.956e+2,5.823e-9,5.956e+2,4.756e-10,1.870e-12,5.674e-10,
270.005,2.146e+3,5.819e-9,2.146e+3,4.760e-10,1.869e-12,5.672e-10,
270.010,7.218e+3,5.816e-9,7.218e+3,4.765e-10,1.867e-12,5.670e-10,
270.015,2.267e+4,5.812e-9,2.267e+4,4.769e-10,1.866e-12,5.669e-10,
270.020,6.650e+4,5.808e-9,6.650e+4,4.774e-10,1.864e-12,5.667e-10,
270.025,1.821e+5,5.804e-9,1.821e+5,4.779e-10,1.863e-12,5.665e-10,
270.030,4.658e+5,5.801e-9,4.658e+5,4.783e-10,1.861e-12,5.664e-10,
270.035,1.112e+6,5.797e-9,1.112e+6,4.788e-10,1.860e-12,5.662e-10,
270.040,2.480e+6,5.793e-9,2.480e+6,4.792e-10,1.859e-12,5.661e-10,
270.045,5.163e+6,5.789e-9,5.163e+6,4.797e-10,1.857e-12,5.659e-10,
270.050,1.004e+7,5.786e-9,1.004e+7,4.801e-10,1.856e-12,5.657e-10,
270.055,1.822e+7,5.782e-9,1.822e+7,4.806e-10,1.854e-12,5.656e-10,
270.060,3.089e+7,5.778e-9,3.089e+7,4.811e-10,1.853e-12,5.654e-10,
270.065,4.889e+7,5.774e-9,4.889e+7,4.815e-10,1.851e-12,5.652e-10,
270.070,7.226e+7,5.771e-9,7.226e+7,4.820e-10,1.850e-12,5.651e-10,
270.075,9.973e+7,5.767e-9,9.973e+7,4.824e-10,1.849e-12,5.649e-10,
270.080,1.285e+8,5.763e-9,1.285e+8,4.829e-10,1.847e-12,5.647e-10,
270.085,1.546e+8,5.760e-9,1.546e+8,4.834e-10,1.846e-12,5.646e-10,
270.090,1.737e+8,5.756e-9,1.737e+8,4.838e-10,1.844e-12,5.644e-10,
270.095,1.823e+8,5.752e-9,1.823e+8,4.843e-10,1.843e-12,5.642e-10,
270.100,1.786e+8,5.748e-9,1.786e+8,4.847e-10,1.841e-12,5.641e-10,
270.105,1.634e+8,5.745e-9,1.634e+8,4.852e-10,1.840e-12,5.639e-10,
270.110,1.395e+8,5.741e-9,1.395e+8,4.856e-10,1.838e-12,5.638e-10,
270.115,1.113e+8,5.737e-9,1.113e+8,4.861e-10,1.837e-12,5.636e-10,
270.120,8.288e+7,5.733e-9,8.288e+7,4.866e-10,1.836e-12,5.634e-10,
270.125,5.764e+7,5.730e-9,5.764e+7,4.870e-10,1.834e-12,5.633e-10,
270.130,3.743e+7,5.726e-9,3.743e+7,4.875e-10,1.833e-12,5.631e-10,
270.135,2.269e+7,5.722e-9,2.269e+7,4.879e-10,1.831e-12,5.629e-10,
270.140,1.285e+7,5.718e-9,1.285e+7,4.884e-10,1.830e-12,5.628e-10,
270.145,6.792e+6,5.715e-9,6.792e+6,4.889e-10,1.828e-12,5.626e-10,
270.150,3.353e+6,5.711e-9,3.353e+6,4.893e-10,1.827e-12,5.624e-10,
270.155,1.545e+6,5.707e-9,1.545e+6,4.898e-10,1.826e-12,5.623e-10,
270.160,6.652e+5,5.703e-9,6.652e+5,4.902e-10,1.824e-12,5.621e-10,
270.165,2.673e+5,5.700e-9,2.673e+5,4.907e-10,1.823e-12,5.619e-10,
270.170,1.003e+5,5.696e-9,1.003e+5,4.912e-10,1.821e-12,5.618e-10,
270.175,3.516e+4,5.692e-9,3.516e+4,4.916e-10,1.820e-12,5.616e-10,
270.180,1.150e+4,5.688e-9,1.150e+4,4.921e-10,1.818e-12,5.615e-10,
270.185,3.514e+3,5.685e-9,3.514e+3,4.925e-10,1.817e-12,5.613e-10,
270.190,1.003e+3,5.681e-9,1.003e+3,4.930e-10,1.815e-12,5.611e-10,
270.195,2.672e+2,5.677e-9,2.672e+2,4.934e-10,1.814e-12,5.610e-10,
270.200,6.713e+1,5.673e-9,6.713e+1,4.939e-10,1.813e-12,5.608e-10,
270.205,1.878e+1,5.670e-9,1.878e+1,4.944e-10,1.811e-12,5.606e-10,
270.211,2.281e+1,5.665e-9,2.281e+1,4.949e-10,1.809e-12,5.604e-10,
270.216,8.561e+1,5.661e-9,8.561e+1,4.954e-10,1.808e-12,5.603e-10,
270.221,3.323e+2,5.658e-9,3.323e+2,4.958e-10,1.807e-12,5.601e-10,
270.226,1.211e+3,5.654e-9,1.211e+3,4.963e-10,1.805e-12,5.599e-10,
270.231,4.121e+3,5.650e-9,4.121e+3,4.967e-10,1.804e-12,5.598e-10,
270.236,1.310e+4,5.647e-9,1.310e+4,4.972e-10,1.802e-12,5.596e-10,
270.241,3.888e+4,5.643e-9,3.888e+4,4.977e-10,1.801e-12,5.594e-10,
270.246,1.078e+5,5.639e-9,1.078e+5,4.981e-10,1.799e-12,5.593e-10,
270.251,2.790e+5,5.635e-9,2.790e+5,4.986e-10,1.798e-12,5.591e-10,
270.256,6.744e+5,5.632e-9,6.744e+5,4.990e-10,1.797e-12,5.590e-10,
270.261,1.522e+6,5.628e-9,1.522e+6,4.995e-10,1.795e-12,5.588e-10,
270.266,3.210e+6,5.624e-9,3.210e+6,5.000e-10,1.794e-12,5.586e-10,
270.271,6.319e+6,5.620e-9,6.319e+6,5.004e-10,1.792e-12,5.585e-10,
270.276,1.162e+7,5.617e-9,1.162e+7,5.009e-10,1.791e-12,5.583e-10,
270.281,1.995e+7,5.613e-9,1.995e+7,5.013e-10,1.789e-12,5.581e-10,
270.286,3.198e+7,5.609e-9,3.198e+7,5.018e-10,1.788e-12,5.580e-10,
270.291,4.789e+7,5.605e-9,4.789e+7,5.022e-10,1.786e-12,5.578e-10,
270.296,6.697e+7,5.602e-9,6.697e+7,5.027e-10,1.785e-12,5.576e-10,
270.301,8.745e+7,5.598e-9,8.745e+7,5.032e-10,1.784e-12,5.575e-10,
270.306,1.067e+8,5.594e-9,1.067e+8,5.036e-10,1.782e-12,5.573e-10,
270.311,1.215e+8,5.590e-9,1.215e+8,5.041e-10,1.781e-12,5.571e-10,
270.316,1.292e+8,5.587e-9,1.292e+8,5.045e-10,1.779e-12,5.570e-10,
270.321,1.283e+8,5.583e-9,1.283e+8,5.050e-10,1.778e-12,5.568e-10,
270.326,1.190e+8,5.579e-9,1.190e+8,5.055e-10,1.776e-12,5.567e-10,
270.331,1.031e+8,5.575e-9,1.031e+8,5.059e-10,1.775e-12,5.565e-10,
270.336,8.336e+7,5.572e-9,8.336e+7,5.064e-10,1.774e-12,5.563e-10,
270.341,6.297e+7,5.568e-9,6.297e+7,5.068e-10,1.772e-12,5.562e-10,
270.346,4.442e+7,5.564e-9,4.442e+7,5.073e-10,1.771e-12,5.560e-10,
270.351,2.926e+7,5.560e-9,2.926e+7,5.078e-10,1.769e-12,5.558e-10,
270.356,1.800e+7,5.557e-9,1.800e+7,5.082e-10,1.768e-12,5.557e-10,
270.361,1.034e+7,5.553e-9,1.034e+7,5.087e-10,1.766e-12,5.555e-10,
270.366,5.549e+6,5.549e-9,5.549e+6,5.091e-10,1.765e-12,5.553e-10,
270.371,2.780e+6,5.546e-9,2.780e+6,5.096e-10,1.763e-12,5.552e-10,
270.376,1.301e+6,5.542e-9,1.301e+6,5.100e-10,1.762e-12,5.550e-10,
270.381,5.684e+5,5.538e-9,5.684e+5,5.105e-10,1.761e-12,5.549e-10,
270.386,2.319e+5,5.534e-9,2.319e+5,5.110e-10,1.759e-12,5.547e-10,
270.391,8.837e+4,5.531e-9,8.837e+4,5.114e-10,1.758e-12,5.545e-10,
270.396,3.145e+4,5.527e-9,3.145e+4,5.119e-10,1.756e-12,5.544e-10,
270.401,1.045e+4,5.523e-9,1.045e+4,5.123e-10,1.755e-12,5.542e-10,
270.406,3.243e+3,5.519e-9,3.243e+3,5.128e-10,1.753e-12,5.540e-10,
270.411,9.400e+2,5.516e-9,9.400e+2,5.133e-10,1.752e-12,5.539e-10,
270.416,2.544e+2,5.512e-9,2.544e+2,5.137e-10,1.751e-12,5.537e-10,
270.421,6.430e+1,5.508e-9,6.430e+1,5.142e-10,1.749e-12,5.535e-10,
270.426,1.518e+1,5.504e-9,1.518e+1,5.146e-10,1.748e-12,5.534e-10,
270.431,3.345e+0,5.501e-9,3.345e+0,5.151e-10,1.746e-12,5.532e-10,
270.436,6.886e-1,5.497e-9,6.886e-1,5.155e-10,1.745e-12,5.530e-10,
270.441,1.324e-1,5.493e-9,1.324e-1,5.160e-10,1.743e-12,5.529e-10,
270.446,2.376e-2,5.489e-9,2.376e-2,5.165e-10,1.742e-12,5.527e-10,
270.451,3.984e-3,5.486e-9,3.984e-3,5.169e-10,1.740e-12,5.526e-10,
270.456,6.237e-4,5.482e-9,6.237e-4,5.174e-10,1.739e-12,5.524e-10,
270.461,9.119e-5,5.478e-9,9.119e-5,5.178e-10,1.738e-12,5.522e-10,
270.466,1.245e-5,5.474e-9,1.245e-5,5.183e-10,1.736e-12,5.521e-10,
270.471,1.587e-6,5.471e-9,1.587e-6,5.188e-10,1.735e-12,5.519e-10,
270.476,1.895e-7,5.467e-9,1.890e-7,5.192e-10,1.733e-12,5.517e-10,
270.481,2.642e-8,5.463e-9,2.102e-8,5.397e-9,1.732e-12,5.516e-10,
270.486,5.458e-8,5.459e-9,2.183e-9,5.239e-8,1.730e-12,5.514e-10,
270.491,4.753e-7,5.456e-9,2.117e-10,4.751e-7,1.729e-12,5.512e-10,
270.496,4.024e-6,5.452e-9,2.106e-10,4.024e-6,1.728e-12,5.511e-10,
270.501,3.183e-5,5.448e-9,2.095e-10,3.183e-5,1.726e-12,5.509e-10,
270.506,2.352e-4,5.444e-9,2.085e-10,2.352e-4,1.725e-12,5.507e-10,
270.512,2.369e-3,5.440e-9,2.072e-10,2.369e-3,1.723e-12,5.505e-10,
270.517,1.506e-2,5.436e-9,2.062e-10,1.506e-2,1.722e-12,5.504e-10,
270.522,8.946e-2,5.433e-9,2.051e-10,8.946e-2,1.720e-12,5.502e-10,
270.527,4.963e-1,5.429e-9,2.041e-10,4.963e-1,1.719e-12,5.501e-10,
270.532,2.571e+0,5.425e-9,2.030e-10,2.571e+0,1.717e-12,5.499e-10,
270.537,1.244e+1,5.421e-9,2.019e-10,1.244e+1,1.716e-12,5.497e-10,
270.542,5.624e+1,5.418e-9,2.009e-10,5.624e+1,1.714e-12,5.496e-10,
270.547,2.374e+2,5.414e-9,1.998e-10,2.374e+2,1.713e-12,5.494e-10,
270.552,9.362e+2,5.410e-9,1.988e-10,9.362e+2,1.711e-12,5.492e-10,
270.557,3.448e+3,5.406e-9,1.977e-10,3.448e+3,1.710e-12,5.491e-10,
270.562,1.186e+4,5.403e-9,1.967e-10,1.186e+4,1.709e-12,5.489e-10,
270.567,3.811e+4,5.399e-9,1.956e-10,3.811e+4,1.707e-12,5.487e-10,
270.572,1.144e+5,5.395e-9,1.946e-10,1.144e+5,1.706e-12,5.486e-10,
270.577,3.206e+5,5.391e-9,1.935e-10,3.206e+5,1.704e-12,5.484e-10,
270.582,8.393e+5,5.388e-9,1.924e-10,8.393e+5,1.703e-12,5.482e-10,
270.587,2.052e+6,5.384e-9,1.914e-10,2.052e+6,1.701e-12,5.481e-10,
270.592,4.687e+6,5.380e-9,1.903e-10,4.687e+6,1.700e-12,5.479e-10,
270.597,1.000e+7,5.376e-9,1.893e-10,1.000e+7,1.699e-12,5.478e-10,
270.602,1.992e+7,5.373e-9,1.882e-10,1.992e+7,1.697e-12,5.476e-10,
270.607,3.708e+7,5.369e-9,1.872e-10,3.708e+7,1.696e-12,5.474e-10,
270.612,6.446e+7,5.365e-9,1.861e-10,6.446e+7,1.694e-12,5.473e-10,
270.617,1.046e+8,5.361e-9,1.850e-10,1.046e+8,1.693e-12,5.471e-10,
270.622,1.587e+8,5.358e-9,1.840e-10,1.587e+8,1.691e-12,5.469e-10,
270.627,2.248e+8,5.354e-9,1.829e-10,2.248e+8,1.690e-12,5.468e-10,
270.632,2.974e+8,5.350e-9,1.819e-10,2.974e+8,1.688e-12,5.466e-10,
270.637,3.674e+8,5.346e-9,1.808e-10,3.674e+8,1.687e-12,5.464e-10,
270.642,4.241e+8,5.343e-9,1.798e-10,4.241e+8,1.686e-12,5.463e-10,
270.647,4.571e+8,5.339e-9,1.787e-10,4.571e+8,1.684e-12,5.461e-10,
270.652,4.603e+8,5.335e-9,1.777e-10,4.603e+8,1.683e-12,5.459e-10,
270.657,4.328e+8,5.332e-9,1.766e-10,4.328e+8,1.681e-12,5.458e-10,
270.662,3.802e+8,5.328e-9,1.755e-10,3.802e+8,1.680e-12,5.456e-10,
270.667,3.119e+8,5.324e-9,1.745e-10,3.119e+8,1.678e-12,5.455e-10,
270.672,2.390e+8,5.320e-9,1.734e-10,2.390e+8,1.677e-12,5.453e-10,
270.677,1.711e+8,5.317e-9,1.724e-10,1.711e+8,1.676e-12,5.451e-10,
270.682,1.144e+8,5.313e-9,1.713e-10,1.144e+8,1.674e-12,5.450e-10,
270.687,7.141e+7,5.309e-9,1.703e-10,7.141e+7,1.673e-12,5.448e-10,
270.692,4.164e+7,5.305e-9,1.692e-10,4.164e+7,1.671e-12,5.446e-10,
270.697,2.268e+7,5.302e-9,1.682e-10,2.268e+7,1.670e-12,5.445e-10,
270.702,1.154e+7,5.298e-9,1.671e-10,1.154e+7,1.668e-12,5.443e-10,
270.707,5.484e+6,5.294e-9,1.660e-10,5.484e+6,1.667e-12,5.441e-10,
270.712,2.434e+6,5.290e-9,1.650e-10,2.434e+6,1.665e-12,5.440e-10,
270.717,1.009e+6,5.287e-9,1.639e-10,1.009e+6,1.664e-12,5.438e-10,
270.722,3.907e+5,5.283e-9,1.629e-10,3.907e+5,1.663e-12,5.436e-10,
270.727,1.413e+5,5.279e-9,1.618e-10,1.413e+5,1.661e-12,5.435e-10,
270.732,4.774e+4,5.275e-9,1.608e-10,4.774e+4,1.660e-12,5.433e-10,
270.737,1.506e+4,5.272e-9,1.597e-10,1.506e+4,1.658e-12,5.432e-10,
270.742,4.439e+3,5.268e-9,1.587e-10,4.439e+3,1.657e-12,5.430e-10,
270.747,1.222e+3,5.264e-9,1.576e-10,1.222e+3,1.655e-12,5.428e-10,
270.752,3.141e+2,5.260e-9,1.565e-10,3.141e+2,1.654e-12,5.427e-10,
270.757,7.542e+1,5.257e-9,1.555e-10,7.542e+1,1.653e-12,5.425e-10,
270.762,1.692e+1,5.253e-9,1.544e-10,1.692e+1,1.651e-12,5.423e-10,
270.767,3.544e+0,5.249e-9,1.534e-10,3.544e+0,1.650e-12,5.422e-10,
270.772,6.934e-1,5.245e-9,1.523e-10,6.934e-1,1.648e-12,5.420e-10,
270.777,1.267e-1,5.242e-9,1.513e-10,1.267e-1,1.647e-12,5.418e-10,
270.782,2.163e-2,5.238e-9,1.502e-10,2.163e-2,1.645e-12,5.417e-10,
270.787,3.448e-3,5.234e-9,1.492e-10,3.448e-3,1.644e-12,5.415e-10,
270.792,5.135e-4,5.230e-9,1.481e-10,5.135e-4,1.642e-12,5.413e-10,
270.797,7.142e-5,5.227e-9,1.470e-10,7.142e-5,1.641e-12,5.412e-10,
270.802,9.279e-6,5.223e-9,1.460e-10,9.279e-6,1.640e-12,5.410e-10,
270.807,1.126e-6,5.219e-9,1.449e-10,1.126e-6,1.638e-12,5.409e-10,
270.812,1.276e-7,5.216e-9,1.439e-10,1.276e-7,1.637e-12,5.407e-10,
270.818,8.549e-9,5.211e-9,1.426e-10,8.549e-9,1.635e-12,5.405e-10,
270.823,8.338e-10,5.207e-9,1.415e-10,8.338e-10,1.634e-12,5.403e-10,
271.174,6.743e-11,4.945e-9,6.743e-11,7.944e-10,1.533e-12,5.288e-10,
271.179,7.213e-10,4.941e-9,7.213e-10,7.938e-10,1.531e-12,5.286e-10,
271.184,7.209e-9,4.937e-9,7.209e-9,7.933e-10,1.530e-12,5.285e-10,
271.189,6.732e-8,4.933e-9,6.732e-8,7.927e-10,1.528e-12,5.283e-10,
271.194,5.873e-7,4.930e-9,5.873e-7,7.921e-10,1.527e-12,5.281e-10,
271.199,4.788e-6,4.926e-9,4.788e-6,7.916e-10,1.526e-12,5.280e-10,
271.204,3.647e-5,4.922e-9,3.647e-5,7.910e-10,1.524e-12,5.278e-10,
271.209,2.596e-4,4.918e-9,2.596e-4,7.904e-10,1.523e-12,5.277e-10,
271.214,1.726e-3,4.915e-9,1.726e-3,7.899e-10,1.521e-12,5.275e-10,
271.219,1.072e-2,4.911e-9,1.072e-2,7.893e-10,1.520e-12,5.273e-10,
271.224,6.226e-2,4.907e-9,6.226e-2,7.888e-10,1.518e-12,5.272e-10,
271.229,3.377e-1,4.903e-9,3.377e-1,7.882e-10,1.517e-12,5.270e-10,
271.234,1.711e+0,4.900e-9,1.711e+0,7.876e-10,1.515e-12,5.268e-10,
271.239,8.104e+0,4.896e-9,8.104e+0,7.871e-10,1.514e-12,5.267e-10,
271.244,3.586e+1,4.892e-9,3.586e+1,7.865e-10,1.513e-12,5.265e-10,
271.249,1.482e+2,4.889e-9,1.482e+2,7.859e-10,1.511e-12,5.263e-10,
271.254,5.725e+2,4.885e-9,5.725e+2,7.854e-10,1.510e-12,5.262e-10,
271.259,2.066e+3,4.881e-9,2.066e+3,7.848e-10,1.508e-12,5.260e-10,
271.264,6.968e+3,4.877e-9,6.968e+3,7.843e-10,1.507e-12,5.258e-10,
271.269,2.195e+4,4.874e-9,2.195e+4,7.837e-10,1.505e-12,5.257e-10,
271.274,6.462e+4,4.870e-9,6.462e+4,7.831e-10,1.504e-12,5.255e-10,
271.279,1.778e+5,4.866e-9,1.778e+5,7.826e-10,1.503e-12,5.254e-10,
271.284,4.568e+5,4.862e-9,4.568e+5,7.820e-10,1.501e-12,5.252e-10,
271.289,1.097e+6,4.859e-9,1.097e+6,7.815e-10,1.500e-12,5.250e-10,
271.294,2.461e+6,4.855e-9,2.461e+6,7.809e-10,1.498e-12,5.249e-10,
271.299,5.159e+6,4.851e-9,5.159e+6,7.803e-10,1.497e-12,5.247e-10,
271.304,1.010e+7,4.847e-9,1.010e+7,7.798e-10,1.495e-12,5.245e-10,
271.309,1.849e+7,4.844e-9,1.849e+7,7.792e-10,1.494e-12,5.244e-10,
271.314,3.162e+7,4.840e-9,3.162e+7,7.786e-10,1.492e-12,5.242e-10,
271.319,5.052e+7,4.836e-9,5.052e+7,7.781e-10,1.491e-12,5.240e-10,
271.324,7.542e+7,4.832e-9,7.542e+7,7.775e-10,1.490e-12,5.239e-10,
271.329,1.052e+8,4.829e-9,1.052e+8,7.770e-10,1.488e-12,5.237e-10,
271.334,1.371e+8,4.825e-9,1.371e+8,7.764e-10,1.487e-12,5.235e-10,
271.339,1.669e+8,4.821e-9,1.669e+8,7.758e-10,1.485e-12,5.234e-10,
271.344,1.899e+8,4.817e-9,1.899e+8,7.753e-10,1.484e-12,5.232e-10,
271.349,2.019e+8,4.814e-9,2.019e+8,7.747e-10,1.482e-12,5.231e-10,
271.354,2.005e+8,4.810e-9,2.005e+8,7.741e-10,1.481e-12,5.229e-10,
271.359,1.861e+8,4.806e-9,1.861e+8,7.736e-10,1.480e-12,5.227e-10,
271.364,1.614e+8,4.802e-9,1.614e+8,7.730e-10,1.478e-12,5.226e-10,
271.369,1.307e+8,4.799e-9,1.307e+8,7.725e-10,1.477e-12,5.224e-10,
271.374,9.896e+7,4.795e-9,9.896e+7,7.719e-10,1.475e-12,5.222e-10,
271.379,6.999e+7,4.791e-9,6.999e+7,7.713e-10,1.474e-12,5.221e-10,
271.384,4.625e+7,4.788e-9,4.625e+7,7.708e-10,1.472e-12,5.219e-10,
271.389,2.856e+7,4.784e-9,2.856e+7,7.702e-10,1.471e-12,5.217e-10,
271.394,1.648e+7,4.780e-9,1.648e+7,7.696e-10,1.469e-12,5.216e-10,
271.399,8.882e+6,4.776e-9,8.882e+6,7.691e-10,1.468e-12,5.214e-10,
271.404,4.473e+6,4.773e-9,4.473e+6,7.685e-10,1.467e-12,5.212e-10,
271.409,2.105e+6,4.769e-9,2.105e+6,7.680e-10,1.465e-12,5.211e-10,
271.414,9.256e+5,4.765e-9,9.256e+5,7.674e-10,1.464e-12,5.209e-10,
271.419,3.803e+5,4.761e-9,3.803e+5,7.668e-10,1.462e-12,5.208e-10,
271.425,1.196e+5,4.757e-9,1.196e+5,7.662e-10,1.461e-12,5.206e-10,
271.430,4.230e+4,4.753e-9,4.230e+4,7.656e-10,1.459e-12,5.204e-10,
271.435,1.398e+4,4.749e-9,1.398e+4,7.650e-10,1.458e-12,5.202e-10,
271.440,4.320e+3,4.746e-9,4.320e+3,7.645e-10,1.456e-12,5.201e-10,
271.445,1.247e+3,4.742e-9,1.247e+3,7.639e-10,1.455e-12,5.199e-10,
271.450,3.362e+2,4.738e-9,3.362e+2,7.634e-10,1.453e-12,5.197e-10,
271.455,8.471e+1,4.734e-9,8.471e+1,7.628e-10,1.452e-12,5.196e-10,
271.460,1.994e+1,4.731e-9,1.994e+1,7.622e-10,1.451e-12,5.194e-10,
271.465,4.386e+0,4.727e-9,4.386e+0,7.617e-10,1.449e-12,5.192e-10,
271.470,9.015e-1,4.723e-9,9.015e-1,7.611e-10,1.448e-12,5.191e-10,
271.475,1.731e-1,4.719e-9,1.731e-1,7.605e-10,1.446e-12,5.189e-10,
271.480,3.106e-2,4.716e-9,3.106e-2,7.600e-10,1.445e-12,5.187e-10,
271.485,5.207e-3,4.712e-9,5.207e-3,7.594e-10,1.443e-12,5.186e-10,
271.490,8.156e-4,4.708e-9,8.156e-4,7.589e-10,1.442e-12,5.184e-10,
271.495,1.194e-4,4.704e-9,1.194e-4,7.583e-10,1.440e-12,5.183e-10,
271.500,1.632e-5,4.701e-9,1.632e-5,7.577e-10,1.439e-12,5.181e-10,
271.505,2.085e-6,4.697e-9,2.085e-6,7.572e-10,1.438e-12,5.179e-10,
271.510,2.490e-7,4.693e-9,2.490e-7,7.566e-10,1.436e-12,5.178e-10,
271.515,2.777e-8,4.689e-9,2.777e-8,7.560e-10,1.435e-12,5.176e-10,
271.520,2.894e-9,4.686e-9,2.894e-9,7.555e-10,1.433e-12,5.174e-10,
271.705,3.679e-10,4.547e-9,3.679e-10,7.347e-10,1.380e-12,5.114e-10,
271.710,3.693e-9,4.544e-9,3.693e-9,7.341e-10,1.379e-12,5.112e-10,
271.715,3.466e-8,4.540e-9,3.466e-8,7.336e-10,1.377e-12,5.110e-10,
271.720,3.040e-7,4.536e-9,3.040e-7,7.330e-10,1.376e-12,5.109e-10,
271.726,3.764e-6,4.532e-9,3.764e-6,7.323e-10,1.374e-12,5.107e-10,
271.731,2.844e-5,4.528e-9,2.844e-5,7.318e-10,1.373e-12,5.105e-10,
271.736,2.009e-4,4.524e-9,2.009e-4,7.312e-10,1.371e-12,5.103e-10,
271.741,1.326e-3,4.520e-9,1.326e-3,7.306e-10,1.370e-12,5.102e-10,
271.746,8.182e-3,4.517e-9,8.182e-3,7.301e-10,1.368e-12,5.100e-10,
271.751,4.718e-2,4.513e-9,4.718e-2,7.295e-10,1.367e-12,5.098e-10,
271.756,2.542e-1,4.509e-9,2.542e-1,7.290e-10,1.365e-12,5.097e-10,
271.761,1.280e+0,4.505e-9,1.280e+0,7.284e-10,1.364e-12,5.095e-10,
271.766,6.026e+0,4.502e-9,6.026e+0,7.278e-10,1.363e-12,5.094e-10,
271.771,2.651e+1,4.498e-9,2.651e+1,7.273e-10,1.361e-12,5.092e-10,
271.776,1.090e+2,4.494e-9,1.090e+2,7.267e-10,1.360e-12,5.090e-10,
271.781,4.188e+2,4.490e-9,4.188e+2,7.261e-10,1.358e-12,5.089e-10,
271.786,1.504e+3,4.487e-9,1.504e+3,7.256e-10,1.357e-12,5.087e-10,
271.791,5.047e+3,4.483e-9,5.047e+3,7.250e-10,1.355e-12,5.085e-10,
271.796,1.583e+4,4.479e-9,1.583e+4,7.245e-10,1.354e-12,5.084e-10,
271.801,4.641e+4,4.475e-9,4.641e+4,7.239e-10,1.353e-12,5.082e-10,
271.806,1.272e+5,4.472e-9,1.272e+5,7.233e-10,1.351e-12,5.080e-10,
271.811,3.256e+5,4.468e-9,3.256e+5,7.228e-10,1.350e-12,5.079e-10,
271.816,7.792e+5,4.464e-9,7.792e+5,7.222e-10,1.348e-12,5.077e-10,
