Wavelength (nm),Sum(calc),Fe I (3.1e-1),Fe II (6.9e-1),Fe III (1.6e-4),Fe IV (1.1e-14),Fe V (3.3e-34)
231.31,4.984e+8,4.516e+8,4.674e+7,1.159e-17,,6.223e-52
231.33,4.698e+8,4.222e+8,4.761e+7,1.087e-17,,6.225e-52
231.34,4.351e+8,3.882e+8,4.693e+7,1.051e-17,,6.226e-52
231.36,3.399e+8,2.966e+8,4.333e+7,9.794e-18,,6.229e-52
231.38,2.355e+8,1.981e+8,3.743e+7,9.077e-18,,6.231e-52
231.39,1.879e+8,1.539e+8,3.398e+7,8.718e-18,,6.232e-52
231.41,1.109e+8,8.399e+7,2.687e+7,8.001e-18,,6.234e-52
231.42,8.247e+7,5.900e+7,2.347e+7,4.336e-17,,6.235e-52
231.44,4.385e+7,2.631e+7,1.753e+7,1.152e-15,,6.238e-52
231.46,2.351e+7,1.026e+7,1.326e+7,2.676e-14,,6.240e-52
231.47,1.796e+7,6.090e+6,1.187e+7,1.227e-13,,6.241e-52
231.49,1.263e+7,1.940e+6,1.069e+7,2.332e-12,,6.243e-52
231.51,1.194e+7,5.403e+5,1.140e+7,3.877e-11,,6.245e-52
231.52,1.253e+7,2.711e+5,1.226e+7,1.504e-10,,6.247e-52
231.54,1.446e+7,6.170e+4,1.440e+7,2.045e-9,,6.249e-52
231.56,1.631e+7,1.227e+4,1.630e+7,2.433e-8,,6.251e-52
231.57,1.695e+7,5.205e+3,1.695e+7,7.982e-8,,6.252e-52
231.59,1.758e+7,8.461e+2,1.758e+7,7.770e-7,,6.254e-52
231.60,1.768e+7,3.244e+2,1.768e+7,2.305e-6,,6.256e-52
231.62,1.795e+7,4.309e+1,1.795e+7,1.836e-5,,6.258e-52
231.64,1.892e+7,5.006e+0,1.892e+7,1.279e-4,,6.260e-52
231.65,1.981e+7,1.628e+0,1.981e+7,3.209e-4,,6.261e-52
231.67,2.226e+7,2.376e-1,2.226e+7,1.829e-3,,6.263e-52
231.69,2.497e+7,9.422e-1,2.497e+7,9.115e-3,,6.266e-52
231.70,2.611e+7,2.949e+0,2.611e+7,1.935e-2,,6.267e-52
231.72,2.743e+7,2.676e+1,2.743e+7,7.891e-2,,6.269e-52
231.74,2.712e+7,2.126e+2,2.712e+7,2.815e-1,,6.271e-52
231.75,2.638e+7,5.701e+2,2.638e+7,5.055e-1,,6.272e-52
231.77,2.407e+7,3.707e+3,2.407e+7,1.475e+0,,6.275e-52
231.78,2.266e+7,8.991e+3,2.265e+7,2.396e+0,,6.276e-52
231.80,1.971e+7,4.784e+4,1.966e+7,5.720e+0,,6.278e-52
231.82,1.695e+7,2.227e+5,1.673e+7,1.194e+1,,6.280e-52
231.83,1.581e+7,4.569e+5,1.535e+7,1.641e+1,,6.281e-52
231.85,1.463e+7,1.740e+6,1.289e+7,2.804e+1,,6.284e-52
231.87,1.690e+7,5.798e+6,1.111e+7,4.189e+1,,6.286e-52
231.88,2.065e+7,1.007e+7,1.058e+7,4.870e+1,,6.287e-52
231.90,3.792e+7,2.744e+7,1.047e+7,5.953e+1,,6.289e-52
231.91,5.400e+7,4.310e+7,1.091e+7,6.260e+1,,6.290e-52
231.93,1.087e+8,9.614e+7,1.261e+7,6.260e+1,,6.293e-52
231.95,2.025e+8,1.876e+8,1.492e+7,5.476e+1,,6.295e-52
231.96,2.653e+8,2.493e+8,1.604e+7,4.870e+1,,6.296e-52
231.98,4.158e+8,3.981e+8,1.774e+7,3.485e+1,,6.298e-52
232.00,5.745e+8,5.561e+8,1.842e+7,2.182e+1,,6.301e-52
232.01,6.436e+8,6.252e+8,1.846e+7,1.641e+1,,6.302e-52
232.03,7.333e+8,7.146e+8,1.873e+7,8.405e+0,,6.304e-52
232.05,7.356e+8,7.146e+8,2.096e+7,3.765e+0,,6.306e-52
232.06,7.032e+8,6.796e+8,2.356e+7,2.396e+0,,6.307e-52
232.08,5.891e+8,5.561e+8,3.296e+7,8.781e-1,,6.310e-52
232.09,5.184e+8,4.784e+8,3.996e+7,5.055e-1,,6.311e-52
232.11,3.781e+8,3.203e+8,5.778e+7,1.515e-1,,6.313e-52
232.13,2.651e+8,1.876e+8,7.749e+7,3.974e-2,,6.315e-52
232.14,2.229e+8,1.366e+8,8.633e+7,1.935e-2,,6.316e-52
232.16,1.639e+8,6.545e+7,9.840e+7,4.152e-3,,6.319e-52
232.18,1.275e+8,2.744e+7,1.001e+8,7.790e-4,,6.321e-52
232.19,1.138e+8,1.690e+7,9.687e+7,3.209e-4,,6.322e-52
232.21,9.041e+7,5.798e+6,8.461e+7,4.927e-5,,6.324e-52
232.23,7.067e+7,1.740e+6,6.893e+7,6.615e-6,,6.326e-52
232.24,6.227e+7,9.067e+5,6.136e+7,2.305e-6,,6.327e-52
232.26,4.880e+7,2.227e+5,4.858e+7,2.532e-7,,6.330e-52
232.27,4.362e+7,1.049e+5,4.351e+7,7.982e-8,,6.331e-52
232.29,3.541e+7,2.109e+4,3.539e+7,7.202e-9,,6.333e-52
232.31,2.863e+7,3.707e+3,2.862e+7,9.443e-10,,6.335e-52
232.32,2.541e+7,1.478e+3,2.541e+7,1.474e-9,,6.336e-52
232.34,1.926e+7,2.126e+2,1.926e+7,1.450e-8,,6.339e-52
232.36,1.404e+7,2.676e+1,1.404e+7,1.390e-7,,6.341e-52
232.37,1.204e+7,9.027e+0,1.204e+7,4.094e-7,,6.342e-52
232.39,9.758e+6,9.294e-1,9.758e+6,3.215e-6,,6.344e-52
232.41,1.011e+7,8.372e-2,1.011e+7,2.211e-5,,6.347e-52
232.42,1.134e+7,2.390e-2,1.134e+7,5.516e-5,,6.348e-52
232.44,1.597e+7,1.761e-3,1.597e+7,3.107e-4,,6.350e-52
232.45,1.936e+7,4.548e-4,1.936e+7,7.016e-4,,6.351e-52
232.47,2.818e+7,2.743e-5,2.818e+7,3.238e-3,,6.353e-52
232.49,3.946e+7,1.447e-6,3.946e+7,1.308e-2,,6.356e-52
232.50,4.587e+7,3.161e-7,4.587e+7,2.501e-2,,6.357e-52
232.52,6.006e+7,1.365e-8,6.006e+7,8.277e-2,,6.359e-52
232.54,7.671e+7,1.362e-8,7.671e+7,2.398e-1,,6.361e-52
232.55,8.695e+7,1.361e-8,8.695e+7,3.883e-1,,6.362e-52
232.57,1.170e+8,1.358e-8,1.170e+8,9.216e-1,,6.365e-52
232.59,1.764e+8,1.356e-8,1.764e+8,1.915e+0,,6.367e-52
232.60,2.276e+8,1.355e-8,2.276e+8,2.626e+0,,6.368e-52
232.62,4.040e+8,1.352e-8,4.040e+8,4.470e+0,,6.370e-52
232.63,5.438e+8,1.351e-8,5.438e+8,5.549e+0,,6.371e-52
232.65,9.572e+8,1.348e-8,9.572e+8,7.737e+0,,6.374e-52
232.67,1.555e+9,1.346e-8,1.555e+9,9.444e+0,,6.376e-52
232.68,1.905e+9,1.344e-8,1.905e+9,9.927e+0,,6.377e-52
232.70,2.619e+9,1.342e-8,2.619e+9,9.927e+0,,6.379e-52
232.72,3.182e+9,1.339e-8,3.182e+9,8.691e+0,,6.381e-52
232.73,3.345e+9,1.338e-8,3.345e+9,7.737e+0,,6.383e-52
232.75,3.358e+9,1.336e-8,3.358e+9,5.551e+0,,6.385e-52
232.77,2.966e+9,1.333e-8,2.966e+9,3.495e+0,,6.387e-52
232.78,2.658e+9,1.332e-8,2.658e+9,2.650e+0,,6.388e-52
232.80,1.942e+9,1.329e-8,1.942e+9,1.440e+0,,6.390e-52
232.81,1.586e+9,1.328e-8,1.586e+9,1.087e+0,,6.392e-52
232.83,9.681e+8,1.325e-8,9.681e+8,8.984e-1,,6.394e-52
232.85,5.323e+8,1.323e-8,5.323e+8,1.522e+0,,6.396e-52
232.86,3.832e+8,1.322e-8,3.832e+8,2.241e+0,,6.397e-52
232.88,1.953e+8,1.319e-8,1.953e+8,4.807e+0,,6.399e-52
232.90,1.088e+8,1.317e-8,1.088e+8,9.288e+0,,6.402e-52
232.91,8.828e+7,1.315e-8,8.828e+7,1.231e+1,,6.403e-52
232.93,7.180e+7,1.313e-8,7.180e+7,1.957e+1,,6.405e-52
232.95,7.457e+7,1.310e-8,7.457e+7,2.727e+1,,6.407e-52
232.96,8.254e+7,1.309e-8,8.254e+7,3.062e+1,,6.408e-52
232.98,1.209e+8,1.306e-8,1.209e+8,3.497e+1,,6.411e-52
232.99,1.587e+8,1.305e-8,1.587e+8,3.555e+1,,6.412e-52
233.01,2.986e+8,1.303e-8,2.986e+8,3.327e+1,,6.414e-52
233.03,5.653e+8,1.300e-8,5.653e+8,2.727e+1,,6.416e-52
233.04,7.582e+8,1.299e-8,7.582e+8,2.349e+1,,6.417e-52
233.06,1.263e+9,1.296e-8,1.263e+9,1.578e+1,,6.420e-52
233.08,1.872e+9,1.294e-8,1.872e+9,9.282e+0,,6.422e-52
233.09,2.179e+9,1.292e-8,2.179e+9,6.774e+0,,6.423e-52
233.11,2.710e+9,1.290e-8,2.710e+9,3.266e+0,,6.425e-52
233.13,3.057e+9,1.287e-8,3.057e+9,1.379e+0,,6.427e-52
233.14,3.169e+9,1.286e-8,3.169e+9,8.527e-1,,6.429e-52
233.16,3.391e+9,1.284e-8,3.391e+9,2.951e-1,,6.431e-52
233.17,3.575e+9,1.282e-8,3.575e+9,1.652e-1,,6.432e-52
233.19,4.287e+9,1.280e-8,4.287e+9,4.686e-2,,6.434e-52
233.21,5.602e+9,1.277e-8,5.602e+9,1.164e-2,,6.436e-52
233.22,6.462e+9,1.276e-8,6.462e+9,5.520e-3,,6.438e-52
233.24,8.326e+9,1.273e-8,8.326e+9,1.124e-3,,6.440e-52
233.26,9.845e+9,1.271e-8,9.845e+9,2.004e-4,,6.442e-52
233.27,1.027e+10,1.270e-8,1.027e+10,8.052e-5,,6.443e-52
233.29,1.020e+10,1.267e-8,1.020e+10,1.177e-5,,6.445e-52
233.31,8.927e+9,1.265e-8,8.927e+9,1.506e-6,,6.448e-52
233.32,7.958e+9,1.263e-8,7.958e+9,5.127e-7,,6.449e-52
233.34,5.745e+9,1.261e-8,5.745e+9,5.378e-8,,6.451e-52
233.35,4.653e+9,1.260e-8,4.653e+9,1.657e-8,,6.452e-52
233.37,2.782e+9,1.257e-8,2.782e+9,1.425e-9,,6.454e-52
233.39,1.479e+9,1.254e-8,1.479e+9,1.073e-10,,6.457e-52
233.40,1.036e+9,1.253e-8,1.036e+9,2.801e-11,,6.458e-52
233.42,4.758e+8,1.251e-8,4.758e+8,1.733e-12,,6.460e-52
233.44,2.074e+8,1.248e-8,2.074e+8,1.821e-13,,6.462e-52
233.45,1.369e+8,1.247e-8,1.369e+8,4.167e-13,,6.463e-52
233.47,6.301e+7,1.244e-8,6.301e+7,7.165e-12,,6.466e-52
233.49,3.347e+7,1.242e-8,3.347e+7,1.136e-10,,6.468e-52
233.50,2.623e+7,1.241e-8,2.623e+7,4.307e-10,,6.469e-52
233.52,1.883e+7,1.238e-8,1.883e+7,5.607e-9,,6.471e-52
233.53,1.719e+7,1.237e-8,1.719e+7,1.926e-8,,6.472e-52
233.55,1.632e+7,1.234e-8,1.632e+7,2.058e-7,,6.475e-52
233.57,1.812e+7,1.232e-8,1.812e+7,1.928e-6,,6.477e-52
233.58,2.030e+7,1.230e-8,2.030e+7,5.616e-6,,6.478e-52
233.60,2.963e+7,1.228e-8,2.963e+7,4.319e-5,,6.480e-52
233.62,5.396e+7,1.225e-8,5.396e+7,2.912e-4,,6.482e-52
233.63,7.800e+7,1.224e-8,7.800e+7,7.196e-4,,6.484e-52
233.65,1.742e+8,1.222e-8,1.742e+8,3.982e-3,,6.486e-52
233.67,3.893e+8,1.219e-8,3.893e+8,1.932e-2,,6.488e-52
233.68,5.687e+8,1.218e-8,5.687e+8,4.051e-2,,6.489e-52
233.70,1.130e+9,1.215e-8,1.130e+9,1.613e-1,,6.491e-52
233.71,1.528e+9,1.214e-8,1.528e+9,3.064e-1,,6.493e-52
233.73,2.554e+9,1.211e-8,2.554e+9,1.002e+0,,6.495e-52
233.75,3.765e+9,1.209e-8,3.765e+9,2.870e+0,,6.497e-52
233.76,4.357e+9,1.208e-8,4.357e+9,4.625e+0,,6.498e-52
233.78,5.293e+9,1.205e-8,5.293e+9,1.088e+1,,6.500e-52
233.80,5.646e+9,1.203e-8,5.646e+9,2.244e+1,,6.503e-52
233.81,5.552e+9,1.201e-8,5.552e+9,3.067e+1,,6.504e-52
233.83,4.871e+9,1.199e-8,4.871e+9,5.193e+1,,6.506e-52
233.85,3.758e+9,1.196e-8,3.758e+9,7.707e+1,,6.508e-52
233.86,3.148e+9,1.195e-8,3.148e+9,8.936e+1,,6.509e-52
233.88,2.022e+9,1.192e-8,2.022e+9,1.089e+2,,6.512e-52
233.89,1.556e+9,1.191e-8,1.556e+9,1.144e+2,,6.513e-52
233.91,8.661e+8,1.189e-8,8.661e+8,1.144e+2,,6.515e-52
233.93,4.686e+8,1.186e-8,4.686e+8,1.003e+2,,6.517e-52
233.94,3.519e+8,1.185e-8,3.519e+8,8.936e+1,,6.518e-52
233.96,2.226e+8,1.182e-8,2.226e+8,6.431e+1,,6.521e-52
233.98,1.721e+8,1.180e-8,1.721e+8,4.057e+1,,6.523e-52
233.99,1.613e+8,1.178e-8,1.613e+8,3.067e+1,,6.524e-52
234.01,1.527e+8,1.176e-8,1.527e+8,1.589e+1,,6.526e-52
234.03,1.496e+8,1.173e-8,1.496e+8,7.212e+0,,6.529e-52
234.04,1.475e+8,1.172e-8,1.475e+8,4.625e+0,,6.530e-52
234.06,1.394e+8,1.170e-8,1.394e+8,1.724e+0,,6.532e-52
234.07,1.330e+8,1.168e-8,1.330e+8,1.002e+0,,6.533e-52
234.09,1.167e+8,1.166e-8,1.167e+8,3.064e-1,,6.535e-52
234.11,9.891e+7,1.163e-8,9.891e+7,8.217e-2,,6.538e-52
234.12,9.136e+7,1.162e-8,9.136e+7,4.051e-2,,6.539e-52
234.14,8.516e+7,1.159e-8,8.516e+7,8.917e-3,,6.541e-52
234.16,1.093e+8,1.157e-8,1.093e+8,1.721e-3,,6.543e-52
234.17,1.471e+8,1.156e-8,1.471e+8,7.196e-4,,6.544e-52
234.19,3.341e+8,1.153e-8,3.341e+8,1.140e-4,,6.547e-52
234.21,8.187e+8,1.151e-8,8.187e+8,1.583e-5,,6.549e-52
234.22,1.255e+9,1.149e-8,1.255e+9,5.616e-6,,6.550e-52
234.24,2.727e+9,1.147e-8,2.727e+9,6.403e-7,,6.552e-52
234.25,3.847e+9,1.145e-8,3.847e+9,2.058e-7,,6.553e-52
234.27,6.979e+9,1.143e-8,6.979e+9,1.926e-8,,6.556e-52
234.29,1.118e+10,1.140e-8,1.118e+10,1.580e-9,,6.558e-52
234.30,1.350e+10,1.139e-8,1.350e+10,4.307e-10,,6.559e-52
234.32,1.799e+10,1.137e-8,1.799e+10,2.900e-11,,6.561e-52
234.34,2.130e+10,1.134e-8,2.130e+10,1.712e-12,,6.563e-52
234.35,2.221e+10,1.133e-8,2.221e+10,3.960e-13,,6.564e-52
234.37,2.231e+10,1.130e-8,2.231e+10,1.919e-14,,6.567e-52
234.38,2.154e+10,1.129e-8,2.154e+10,4.022e-15,,6.568e-52
234.40,1.877e+10,1.126e-8,1.877e+10,1.600e-16,,6.570e-52
234.42,1.510e+10,1.124e-8,1.510e+10,1.588e-16,,6.572e-52
234.43,1.320e+10,1.123e-8,1.320e+10,1.583e-16,,6.573e-52
234.45,9.653e+9,1.120e-8,9.653e+9,1.571e-16,,6.576e-52
234.47,6.724e+9,1.118e-8,6.724e+9,1.560e-16,,6.578e-52
234.48,5.536e+9,1.116e-8,5.536e+9,1.554e-16,,6.579e-52
234.50,3.692e+9,1.114e-8,3.692e+9,1.543e-16,,6.581e-52
234.52,2.454e+9,1.111e-8,2.454e+9,1.531e-16,,6.584e-52
234.53,2.008e+9,1.110e-8,2.008e+9,1.526e-16,,6.585e-52
234.55,1.359e+9,1.107e-8,1.359e+9,1.514e-16,,6.587e-52
234.56,1.119e+9,1.106e-8,1.119e+9,1.508e-16,,6.588e-52
234.58,7.527e+8,1.104e-8,7.527e+8,1.497e-16,,6.590e-52
234.60,4.959e+8,1.101e-8,4.959e+8,1.485e-16,,6.593e-52
234.61,4.027e+8,1.100e-8,4.027e+8,1.480e-16,,6.594e-52
234.63,2.881e+8,1.097e-8,2.881e+8,1.468e-16,,6.596e-52
234.65,2.903e+8,1.095e-8,2.903e+8,1.457e-16,,6.598e-52
234.66,3.537e+8,1.094e-8,3.537e+8,1.451e-16,,6.599e-52
234.68,6.797e+8,1.091e-8,6.797e+8,1.440e-16,,6.602e-52
234.70,1.428e+9,1.088e-8,1.428e+9,1.428e-16,,6.604e-52
234.71,2.031e+9,1.087e-8,2.031e+9,1.423e-16,,6.605e-52
234.73,3.811e+9,1.085e-8,3.811e+9,1.411e-16,,6.607e-52
234.74,5.002e+9,1.083e-8,5.002e+9,1.405e-16,,6.608e-52
234.76,7.866e+9,1.081e-8,7.866e+9,1.394e-16,,6.611e-52
234.78,1.093e+10,1.078e-8,1.093e+10,1.383e-16,,6.613e-52
234.79,1.228e+10,1.077e-8,1.228e+10,1.377e-16,,6.614e-52
234.81,1.413e+10,1.075e-8,1.413e+10,1.365e-16,,6.616e-52
234.83,1.433e+10,1.072e-8,1.433e+10,1.354e-16,,6.618e-52
234.84,1.376e+10,1.071e-8,1.376e+10,1.348e-16,,6.620e-52
234.86,1.154e+10,1.068e-8,1.154e+10,1.337e-16,,6.622e-52
234.88,8.537e+9,1.066e-8,8.537e+9,1.325e-16,,6.624e-52
234.89,7.003e+9,1.064e-8,7.003e+9,1.320e-16,,6.625e-52
234.91,4.294e+9,1.062e-8,4.294e+9,1.308e-16,,6.627e-52
234.92,3.213e+9,1.061e-8,3.213e+9,1.303e-16,,6.629e-52
234.94,1.654e+9,1.058e-8,1.654e+9,1.291e-16,,6.631e-52
234.96,7.852e+8,1.056e-8,7.852e+8,1.280e-16,,6.633e-52
234.97,5.402e+8,1.054e-8,5.402e+8,1.274e-16,,6.634e-52
234.99,2.942e+8,1.052e-8,2.942e+8,1.263e-16,,6.636e-52
235.01,2.440e+8,1.049e-8,2.440e+8,1.251e-16,,6.639e-52
235.02,2.615e+8,1.048e-8,2.615e+8,1.245e-16,,6.640e-52
235.04,3.495e+8,1.045e-8,3.495e+8,1.234e-16,,6.642e-52
235.06,4.824e+8,1.043e-8,4.824e+8,1.222e-16,,6.644e-52
235.07,5.563e+8,1.042e-8,5.563e+8,1.217e-16,,6.645e-52
235.09,6.957e+8,1.039e-8,6.957e+8,1.205e-16,,6.648e-52
235.10,7.511e+8,1.038e-8,7.511e+8,1.200e-16,,6.649e-52
235.12,8.118e+8,1.035e-8,8.118e+8,1.188e-16,,6.651e-52
235.14,7.935e+8,1.033e-8,7.935e+8,1.177e-16,,6.653e-52
235.15,7.570e+8,1.031e-8,7.570e+8,1.171e-16,,6.654e-52
235.17,6.469e+8,1.029e-8,6.469e+8,1.160e-16,,6.657e-52
235.19,5.167e+8,1.026e-8,5.167e+8,1.148e-16,,6.659e-52
235.20,4.537e+8,1.025e-8,4.537e+8,1.142e-16,,6.660e-52
235.22,3.432e+8,1.023e-8,3.432e+8,1.131e-16,,6.662e-52
235.24,2.586e+8,1.020e-8,2.586e+8,1.120e-16,,6.664e-52
235.25,2.261e+8,1.019e-8,2.261e+8,1.114e-16,,6.666e-52
235.27,1.801e+8,1.016e-8,1.801e+8,1.102e-16,,6.668e-52
235.28,1.669e+8,1.015e-8,1.669e+8,1.097e-16,,6.669e-52
235.30,1.618e+8,1.012e-8,1.618e+8,1.085e-16,,6.671e-52
235.32,1.897e+8,1.010e-8,1.897e+8,1.074e-16,,6.673e-52
235.33,2.186e+8,1.009e-8,2.186e+8,1.068e-16,,6.675e-52
235.35,3.136e+8,1.006e-8,3.136e+8,1.057e-16,,6.677e-52
235.37,4.707e+8,1.004e-8,4.707e+8,1.045e-16,,6.679e-52
235.38,5.766e+8,1.002e-8,5.766e+8,1.040e-16,,6.680e-52
235.40,8.440e+8,9.998e-9,8.440e+8,1.028e-16,,6.682e-52
235.42,1.167e+9,9.972e-9,1.167e+9,1.017e-16,,6.685e-52
235.43,1.335e+9,9.960e-9,1.335e+9,1.011e-16,,6.686e-52
235.45,1.638e+9,9.934e-9,1.638e+9,9.995e-17,,6.688e-52
235.46,1.754e+9,9.922e-9,1.754e+9,9.938e-17,,6.689e-52
235.48,1.873e+9,9.896e-9,1.873e+9,9.824e-17,,6.691e-52
235.50,1.814e+9,9.871e-9,1.814e+9,9.709e-17,,6.694e-52
235.51,1.722e+9,9.858e-9,1.722e+9,9.652e-17,,6.695e-52
235.53,1.440e+9,9.833e-9,1.440e+9,9.538e-17,,6.697e-52
235.55,1.096e+9,9.808e-9,1.096e+9,9.423e-17,,6.699e-52
235.56,9.242e+8,9.795e-9,9.242e+8,9.366e-17,,6.700e-52
235.58,6.219e+8,9.770e-9,6.219e+8,9.252e-17,,6.703e-52
235.60,4.041e+8,9.744e-9,4.041e+8,9.138e-17,,6.705e-52
235.61,3.306e+8,9.732e-9,3.306e+8,9.080e-17,,6.706e-52
235.63,2.476e+8,9.706e-9,2.476e+8,8.966e-17,,6.708e-52
235.64,2.321e+8,9.694e-9,2.321e+8,8.909e-17,,6.709e-52
235.66,2.332e+8,9.668e-9,2.332e+8,8.795e-17,,6.712e-52
235.68,2.504e+8,9.643e-9,2.504e+8,8.680e-17,,6.714e-52
235.69,2.567e+8,9.630e-9,2.567e+8,8.623e-17,,6.715e-52
235.71,2.563e+8,9.605e-9,2.563e+8,8.509e-17,,6.717e-52
235.73,2.429e+8,9.580e-9,2.429e+8,8.394e-17,,6.720e-52
235.74,2.389e+8,9.567e-9,2.389e+8,8.337e-17,,6.721e-52
235.76,2.655e+8,9.542e-9,2.655e+8,8.223e-17,,6.723e-52
235.78,3.959e+8,9.516e-9,3.959e+8,8.108e-17,,6.725e-52
235.79,5.262e+8,9.504e-9,5.262e+8,8.051e-17,,6.726e-52
235.81,9.705e+8,9.478e-9,9.705e+8,7.937e-17,,6.728e-52
235.82,1.301e+9,9.466e-9,1.301e+9,7.880e-17,,6.730e-52
235.84,2.186e+9,9.440e-9,2.186e+9,7.765e-17,,6.732e-52
235.86,3.313e+9,9.415e-9,3.313e+9,7.651e-17,,6.734e-52
235.87,3.924e+9,9.402e-9,3.924e+9,7.594e-17,,6.735e-52
235.89,5.130e+9,9.377e-9,5.130e+9,7.480e-17,,6.737e-52
235.91,6.205e+9,9.351e-9,6.205e+9,7.365e-17,,6.740e-52
235.92,6.676e+9,9.339e-9,6.676e+9,7.308e-17,,6.741e-52
235.94,7.506e+9,9.313e-9,7.506e+9,7.194e-17,,6.743e-52
235.96,8.215e+9,9.288e-9,8.215e+9,7.079e-17,,6.745e-52
235.97,8.513e+9,9.275e-9,8.513e+9,7.022e-17,,6.746e-52
235.99,8.896e+9,9.250e-9,8.896e+9,6.908e-17,,6.749e-52
236.00,8.923e+9,9.237e-9,8.923e+9,6.851e-17,,6.750e-52
236.02,8.524e+9,9.212e-9,8.524e+9,6.736e-17,,6.752e-52
236.04,7.486e+9,9.187e-9,7.486e+9,6.622e-17,,6.754e-52
236.05,6.774e+9,9.174e-9,6.774e+9,6.565e-17,,6.755e-52
236.07,5.165e+9,9.149e-9,5.165e+9,6.450e-17,,6.758e-52
236.09,3.628e+9,9.123e-9,3.628e+9,6.336e-17,,6.760e-52
236.10,2.985e+9,9.111e-9,2.985e+9,6.279e-17,,6.761e-52
236.12,2.053e+9,9.085e-9,2.053e+9,6.165e-17,,6.763e-52
236.14,1.583e+9,9.060e-9,1.583e+9,6.050e-17,,6.766e-52
236.15,1.483e+9,9.047e-9,1.483e+9,5.993e-17,,6.767e-52
236.17,1.434e+9,9.022e-9,1.434e+9,5.879e-17,,6.769e-52
236.18,1.438e+9,9.009e-9,1.438e+9,5.822e-17,,6.770e-52
236.20,1.408e+9,8.984e-9,1.408e+9,5.707e-17,,6.772e-52
236.22,1.274e+9,8.959e-9,1.274e+9,5.593e-17,,6.775e-52
236.23,1.169e+9,8.946e-9,1.169e+9,5.536e-17,,6.776e-52
236.25,9.190e+8,8.921e-9,9.190e+8,5.421e-17,,6.778e-52
236.27,6.853e+8,8.895e-9,6.853e+8,5.307e-17,,6.780e-52
236.28,5.980e+8,8.883e-9,5.980e+8,5.250e-17,,6.781e-52
236.30,5.144e+8,8.857e-9,5.144e+8,5.135e-17,,6.784e-52
236.32,5.753e+8,8.832e-9,5.753e+8,5.021e-17,,6.786e-52
236.33,6.664e+8,8.819e-9,6.664e+8,4.964e-17,,6.787e-52
236.35,9.897e+8,8.794e-9,9.897e+8,4.850e-17,,6.789e-52
236.36,1.234e+9,8.781e-9,1.234e+9,4.792e-17,,6.790e-52
236.38,1.925e+9,8.756e-9,1.925e+9,4.678e-17,,6.793e-52
236.40,2.913e+9,8.731e-9,2.913e+9,4.564e-17,,6.795e-52
236.41,3.507e+9,8.718e-9,3.507e+9,4.507e-17,,6.796e-52
236.43,4.785e+9,8.693e-9,4.785e+9,4.392e-17,,6.798e-52
236.45,5.933e+9,8.667e-9,5.933e+9,4.278e-17,,6.800e-52
236.46,6.346e+9,8.655e-9,6.346e+9,4.221e-17,,6.802e-52
236.48,6.663e+9,8.629e-9,6.663e+9,4.106e-17,,6.804e-52
236.50,6.215e+9,8.604e-9,6.215e+9,3.992e-17,,6.806e-52
236.51,5.741e+9,8.591e-9,5.741e+9,3.935e-17,,6.807e-52
236.53,4.488e+9,8.566e-9,4.488e+9,3.821e-17,,6.809e-52
236.54,3.808e+9,8.553e-9,3.808e+9,3.763e-17,,6.810e-52
236.56,2.562e+9,8.528e-9,2.562e+9,3.649e-17,,6.813e-52
236.58,1.643e+9,8.503e-9,1.643e+9,3.535e-17,,6.815e-52
236.59,1.327e+9,8.490e-9,1.327e+9,3.477e-17,,6.816e-52
236.61,9.462e+8,8.465e-9,9.462e+8,3.363e-17,,6.818e-52
236.63,7.904e+8,8.439e-9,7.904e+8,3.249e-17,,6.821e-52
236.64,7.548e+8,8.426e-9,7.548e+8,3.192e-17,,6.822e-52
236.66,7.024e+8,8.401e-9,7.024e+8,3.077e-17,,6.824e-52
236.67,6.702e+8,8.388e-9,6.702e+8,3.020e-17,,6.825e-52
236.69,5.839e+8,8.363e-9,5.839e+8,2.906e-17,,6.827e-52
236.71,4.922e+8,8.338e-9,4.922e+8,2.791e-17,,6.830e-52
236.72,4.612e+8,8.325e-9,4.612e+8,2.734e-17,,6.831e-52
236.74,4.703e+8,8.300e-9,4.703e+8,2.620e-17,,6.833e-52
236.76,6.228e+8,8.274e-9,6.228e+8,2.506e-17,,6.835e-52
236.77,7.636e+8,8.262e-9,7.636e+8,2.448e-17,,6.836e-52
236.79,1.167e+9,8.236e-9,1.167e+9,2.334e-17,,6.839e-52
236.81,1.671e+9,8.211e-9,1.671e+9,2.220e-17,,6.841e-52
236.82,1.922e+9,8.198e-9,1.922e+9,2.163e-17,,6.842e-52
236.84,2.328e+9,8.173e-9,2.328e+9,2.048e-17,,6.844e-52
236.85,2.447e+9,8.160e-9,2.447e+9,1.991e-17,,6.845e-52
236.87,2.474e+9,8.135e-9,2.474e+9,1.877e-17,,6.848e-52
236.89,2.237e+9,8.110e-9,2.237e+9,1.762e-17,,6.850e-52
236.90,2.053e+9,8.097e-9,2.053e+9,1.705e-17,,6.851e-52
236.92,1.653e+9,8.072e-9,1.653e+9,1.591e-17,,6.853e-52
236.94,1.326e+9,8.046e-9,1.326e+9,1.476e-17,,6.855e-52
236.95,1.219e+9,8.034e-9,1.219e+9,1.419e-17,,6.857e-52
236.97,1.123e+9,8.008e-9,1.123e+9,1.305e-17,,6.859e-52
236.99,1.140e+9,7.983e-9,1.140e+9,1.191e-17,,6.861e-52
