Wavelength (nm),Sum(calc),Cr I (2.7e-2),Cr II (9.7e-1),Cr IV (1.2e-11),Cr V (2.1e-28)
238.12,1.341e+5,1.341e+5,3.864e-6,,
238.14,4.762e+5,4.762e+5,3.862e-6,,
238.16,1.490e+6,1.490e+6,3.860e-6,,
238.18,4.108e+6,4.108e+6,3.858e-6,,
238.19,6.504e+6,6.504e+6,3.857e-6,,
238.21,1.483e+7,1.483e+7,3.855e-6,,
238.23,2.977e+7,2.977e+7,3.852e-6,,
238.24,4.023e+7,4.023e+7,3.851e-6,,
238.26,6.679e+7,6.679e+7,3.849e-6,,
238.28,9.770e+7,9.770e+7,3.847e-6,,
238.29,1.127e+8,1.127e+8,3.846e-6,,
238.31,1.363e+8,1.363e+8,3.844e-6,,
238.33,1.452e+8,1.452e+8,3.842e-6,,
238.35,1.363e+8,1.363e+8,3.840e-6,,
238.36,1.259e+8,1.259e+8,3.839e-6,,
238.38,9.786e+7,9.786e+7,3.837e-6,,
238.40,6.731e+7,6.731e+7,3.834e-6,,
238.41,5.353e+7,5.353e+7,3.833e-6,,
238.43,3.200e+7,3.200e+7,3.831e-6,,
238.45,1.990e+7,1.990e+7,3.829e-6,,
238.46,1.727e+7,1.727e+7,3.828e-6,,
238.48,1.784e+7,1.784e+7,3.826e-6,,
238.50,2.426e+7,2.426e+7,3.824e-6,,
238.52,3.375e+7,3.375e+7,3.822e-6,,
238.53,3.862e+7,3.862e+7,3.821e-6,,
238.55,4.645e+7,4.645e+7,3.819e-6,,
238.57,4.943e+7,4.943e+7,3.816e-6,,
238.58,4.865e+7,4.865e+7,3.815e-6,,
238.60,4.286e+7,4.286e+7,3.813e-6,,
238.62,3.328e+7,3.328e+7,3.811e-6,,
238.63,2.797e+7,2.797e+7,3.810e-6,,
238.65,1.796e+7,1.796e+7,3.808e-6,,
238.67,1.017e+7,1.017e+7,3.806e-6,,
238.69,5.079e+6,5.079e+6,3.804e-6,,
238.70,3.433e+6,3.433e+6,3.803e-6,,
238.72,1.481e+6,1.481e+6,3.801e-6,,
238.74,7.519e+5,7.519e+5,3.798e-6,,
238.75,7.110e+5,7.110e+5,3.797e-6,,
238.77,1.231e+6,1.231e+6,3.795e-6,,
238.79,2.787e+6,2.787e+6,3.793e-6,,
238.80,4.110e+6,4.110e+6,3.792e-6,,
238.82,8.204e+6,8.204e+6,3.790e-6,,
238.84,1.447e+7,1.447e+7,3.788e-6,,
238.86,2.250e+7,2.250e+7,3.786e-6,,
238.87,2.676e+7,2.676e+7,3.785e-6,,
238.89,3.443e+7,3.443e+7,3.783e-6,,
238.91,3.906e+7,3.906e+7,3.780e-6,,
238.92,3.968e+7,3.968e+7,3.779e-6,,
238.94,3.726e+7,3.726e+7,3.777e-6,,
238.96,3.084e+7,3.084e+7,3.775e-6,,
238.97,2.676e+7,2.676e+7,3.774e-6,,
238.99,1.833e+7,1.833e+7,3.772e-6,,
239.01,1.107e+7,1.107e+7,3.770e-6,,
239.03,5.890e+6,5.890e+6,3.768e-6,,
239.04,4.098e+6,4.098e+6,3.767e-6,,
239.06,1.805e+6,1.805e+6,3.765e-6,,
239.08,7.010e+5,7.010e+5,3.762e-6,,
239.09,4.167e+5,4.167e+5,3.761e-6,,
239.11,1.339e+5,1.339e+5,3.759e-6,,
239.13,3.793e+4,3.793e+4,3.757e-6,,
239.14,1.926e+4,1.926e+4,3.756e-6,,
239.16,4.515e+3,4.515e+3,3.754e-6,,
239.18,9.330e+2,9.330e+2,3.752e-6,,
239.20,1.700e+2,1.700e+2,3.750e-6,,
239.21,6.920e+1,6.920e+1,3.749e-6,,
239.23,1.043e+1,1.043e+1,3.747e-6,,
239.25,1.387e+0,1.387e+0,3.745e-6,,
239.26,4.822e-1,4.822e-1,3.743e-6,,
239.28,5.304e-2,5.304e-2,3.741e-6,,
239.30,5.143e-3,5.143e-3,3.739e-6,,
239.31,1.527e-3,1.527e-3,3.738e-6,,
239.33,1.226e-4,1.226e-4,3.736e-6,,
239.35,8.671e-6,8.671e-6,3.734e-6,,
239.37,5.407e-7,5.407e-7,3.732e-6,,
239.38,1.288e-7,1.288e-7,3.731e-6,,
240.37,1.040e-8,1.040e-8,3.626e-6,,
240.39,2.078e-7,2.078e-7,3.624e-6,,
240.40,8.804e-7,8.804e-7,3.623e-6,,
240.42,1.440e-5,1.440e-5,3.621e-6,,
240.44,2.081e-4,2.081e-4,3.619e-6,,
240.45,7.552e-4,7.552e-4,3.618e-6,,
240.47,9.065e-3,9.065e-3,3.615e-6,,
240.49,9.615e-2,9.615e-2,3.613e-6,,
240.50,2.989e-1,2.989e-1,3.612e-6,,
240.52,2.634e+0,2.634e+0,3.610e-6,,
240.54,2.051e+1,2.051e+1,3.608e-6,,
240.56,1.411e+2,1.411e+2,3.606e-6,,
240.57,3.534e+2,3.534e+2,3.605e-6,,
240.59,2.021e+3,2.021e+3,3.603e-6,,
240.61,1.022e+4,1.022e+4,3.601e-6,,
240.62,2.193e+4,2.193e+4,3.600e-6,,
240.64,9.215e+4,9.215e+4,3.597e-6,,
240.66,3.424e+5,3.424e+5,3.595e-6,,
240.67,6.302e+5,6.302e+5,3.594e-6,,
240.69,1.947e+6,1.947e+6,3.592e-6,,
240.71,5.320e+6,5.320e+6,3.590e-6,,
240.73,1.286e+7,1.286e+7,3.588e-6,,
240.74,1.909e+7,1.909e+7,3.587e-6,,
240.76,3.840e+7,3.840e+7,3.585e-6,,
240.78,6.836e+7,6.836e+7,3.583e-6,,
240.79,8.711e+7,8.711e+7,3.582e-6,,
240.81,1.291e+8,1.291e+8,3.579e-6,,
240.83,1.694e+8,1.694e+8,3.577e-6,,
240.84,1.854e+8,1.854e+8,3.576e-6,,
240.86,2.027e+8,2.027e+8,3.574e-6,,
240.88,1.963e+8,1.963e+8,3.572e-6,,
240.90,1.684e+8,1.684e+8,3.570e-6,,
240.91,1.490e+8,1.490e+8,3.569e-6,,
240.93,1.066e+8,1.066e+8,3.567e-6,,
240.95,6.762e+7,6.762e+7,3.565e-6,,
240.96,5.146e+7,5.146e+7,3.564e-6,,
240.98,2.723e+7,2.723e+7,3.561e-6,,
241.00,1.277e+7,1.277e+7,3.559e-6,,
241.01,8.363e+6,8.363e+6,3.558e-6,,
241.03,3.275e+6,3.275e+6,3.556e-6,,
241.05,1.137e+6,1.137e+6,3.554e-6,,
241.07,3.502e+5,3.502e+5,3.552e-6,,
241.08,1.857e+5,1.857e+5,3.551e-6,,
241.10,4.775e+4,4.775e+4,3.549e-6,,
241.12,1.088e+4,1.088e+4,3.547e-6,,
241.13,4.967e+3,4.967e+3,3.546e-6,,
241.15,9.452e+2,9.452e+2,3.543e-6,,
241.17,1.594e+2,1.594e+2,3.541e-6,,
241.18,6.257e+1,6.257e+1,3.540e-6,,
241.20,8.806e+0,8.806e+0,3.538e-6,,
241.22,1.098e+0,1.098e+0,3.536e-6,,
241.24,1.213e-1,1.213e-1,3.534e-6,,
241.25,3.853e-2,3.853e-2,3.533e-6,,
241.27,3.548e-3,3.548e-3,3.531e-6,,
241.29,2.894e-4,2.894e-4,3.529e-6,,
241.30,7.895e-5,7.895e-5,3.528e-6,,
241.32,5.364e-6,5.364e-6,3.525e-6,,
241.34,3.226e-7,3.226e-7,3.523e-6,,
241.35,6.516e-8,6.516e-8,3.522e-6,,
247.41,3.301e-9,3.301e-9,2.881e-6,,
247.42,1.407e-8,1.407e-8,2.880e-6,,
247.44,2.341e-7,2.341e-7,2.878e-6,,
247.46,3.463e-6,3.463e-6,2.876e-6,,
247.47,1.275e-5,1.275e-5,2.875e-6,,
247.49,1.582e-4,1.582e-4,2.873e-6,,
247.51,1.747e-3,1.747e-3,2.871e-6,,
247.53,1.715e-2,1.715e-2,2.868e-6,,
247.54,5.145e-2,5.145e-2,2.867e-6,,
247.56,4.238e-1,4.238e-1,2.865e-6,,
247.58,3.105e+0,3.105e+0,2.863e-6,,
247.59,8.043e+0,8.043e+0,2.862e-6,,
247.61,4.943e+1,4.943e+1,2.860e-6,,
247.63,2.702e+2,2.702e+2,2.858e-6,,
247.64,6.046e+2,6.046e+2,2.857e-6,,
247.66,2.772e+3,2.772e+3,2.855e-6,,
247.68,1.131e+4,1.131e+4,2.853e-6,,
247.70,4.102e+4,4.102e+4,2.851e-6,,
247.71,7.478e+4,7.478e+4,2.849e-6,,
247.73,2.276e+5,2.276e+5,2.847e-6,,
247.75,6.159e+5,6.159e+5,2.845e-6,,
247.76,9.698e+5,9.698e+5,2.844e-6,,
247.78,2.202e+6,2.202e+6,2.842e-6,,
247.80,4.447e+6,4.447e+6,2.840e-6,,
247.81,6.048e+6,6.048e+6,2.839e-6,,
247.83,1.025e+7,1.025e+7,2.837e-6,,
247.85,1.544e+7,1.544e+7,2.835e-6,,
247.86,1.814e+7,1.814e+7,2.834e-6,,
247.88,2.293e+7,2.293e+7,2.831e-6,,
247.90,2.578e+7,2.578e+7,2.829e-6,,
247.92,2.578e+7,2.578e+7,2.827e-6,,
247.93,2.467e+7,2.467e+7,2.826e-6,,
247.95,2.069e+7,2.069e+7,2.824e-6,,
247.97,1.544e+7,1.544e+7,2.822e-6,,
247.98,1.276e+7,1.276e+7,2.821e-6,,
248.00,7.989e+6,7.989e+6,2.819e-6,,
248.02,4.447e+6,4.447e+6,2.817e-6,,
248.03,3.176e+6,3.176e+6,2.816e-6,,
248.05,1.483e+6,1.483e+6,2.813e-6,,
248.07,6.159e+5,6.159e+5,2.811e-6,,
248.09,2.276e+5,2.276e+5,2.809e-6,,
248.10,1.324e+5,1.324e+5,2.808e-6,,
248.12,4.102e+4,4.102e+4,2.806e-6,,
248.14,1.131e+4,1.131e+4,2.804e-6,,
248.15,5.682e+3,5.682e+3,2.803e-6,,
248.17,1.314e+3,1.314e+3,2.801e-6,,
248.19,2.702e+2,2.702e+2,2.799e-6,,
248.20,1.173e+2,1.173e+2,2.798e-6,,
248.22,2.023e+1,2.023e+1,2.795e-6,,
248.24,3.105e+0,3.105e+0,2.793e-6,,
248.26,4.238e-1,4.238e-1,2.791e-6,,
248.27,1.498e-1,1.498e-1,2.790e-6,,
248.29,1.715e-2,1.715e-2,2.788e-6,,
248.31,1.747e-3,1.747e-3,2.786e-6,,
248.32,5.335e-4,5.335e-4,2.785e-6,,
248.34,4.558e-5,4.558e-5,2.783e-6,,
248.36,3.463e-6,3.463e-6,2.781e-6,,
248.37,9.136e-7,9.136e-7,2.780e-6,,
248.39,5.823e-8,5.823e-8,2.778e-6,,
248.41,3.301e-9,3.301e-9,2.775e-6,,
248.75,3.832e-9,3.832e-9,2.739e-6,,
248.77,6.944e-8,6.944e-8,2.737e-6,,
248.78,2.830e-7,2.830e-7,2.736e-6,,
248.80,4.311e-6,4.311e-6,2.734e-6,,
248.82,5.848e-5,5.848e-5,2.732e-6,,
248.83,2.062e-4,2.062e-4,2.731e-6,,
248.85,2.351e-3,2.351e-3,2.729e-6,,
248.87,2.387e-2,2.387e-2,2.727e-6,,
248.88,7.282e-2,7.282e-2,2.726e-6,,
248.90,6.214e-1,6.214e-1,2.724e-6,,
248.92,4.722e+0,4.722e+0,2.721e-6,,
248.94,3.196e+1,3.196e+1,2.719e-6,,
248.95,7.960e+1,7.960e+1,2.718e-6,,
248.97,4.527e+2,4.527e+2,2.716e-6,,
248.99,2.293e+3,2.293e+3,2.714e-6,,
249.00,4.942e+3,4.942e+3,2.713e-6,,
249.02,2.104e+4,2.104e+4,2.711e-6,,
249.04,7.976e+4,7.976e+4,2.709e-6,,
249.05,1.487e+5,1.487e+5,2.708e-6,,
249.07,4.738e+5,4.738e+5,2.706e-6,,
249.09,1.345e+6,1.345e+6,2.703e-6,,
249.11,3.398e+6,3.398e+6,2.701e-6,,
249.12,5.172e+6,5.172e+6,2.700e-6,,
249.14,1.099e+7,1.099e+7,2.698e-6,,
249.16,2.078e+7,2.078e+7,2.696e-6,,
249.17,2.736e+7,2.736e+7,2.695e-6,,
249.19,4.350e+7,4.350e+7,2.693e-6,,
249.21,6.158e+7,6.158e+7,2.691e-6,,
249.22,7.016e+7,7.016e+7,2.690e-6,,
249.24,8.348e+7,8.348e+7,2.688e-6,,
249.26,8.846e+7,8.846e+7,2.685e-6,,
249.28,8.349e+7,8.349e+7,2.683e-6,,
249.29,7.768e+7,7.768e+7,2.682e-6,,
249.31,6.168e+7,6.168e+7,2.680e-6,,
249.33,4.379e+7,4.379e+7,2.678e-6,,
249.34,3.549e+7,3.549e+7,2.677e-6,,
249.36,2.202e+7,2.202e+7,2.675e-6,,
249.38,1.378e+7,1.378e+7,2.673e-6,,
249.39,1.167e+7,1.167e+7,2.672e-6,,
249.41,1.106e+7,1.106e+7,2.670e-6,,
249.43,1.448e+7,1.448e+7,2.667e-6,,
249.45,2.087e+7,2.087e+7,2.665e-6,,
249.46,2.487e+7,2.487e+7,2.664e-6,,
249.48,3.404e+7,3.404e+7,2.662e-6,,
249.50,4.479e+7,4.479e+7,2.660e-6,,
249.51,5.102e+7,5.102e+7,2.659e-6,,
249.53,6.614e+7,6.614e+7,2.657e-6,,
249.55,8.589e+7,8.589e+7,2.655e-6,,
249.56,9.744e+7,9.744e+7,2.654e-6,,
249.58,1.221e+8,1.221e+8,2.652e-6,,
249.60,1.439e+8,1.439e+8,2.649e-6,,
249.62,1.559e+8,1.559e+8,2.647e-6,,
249.63,1.566e+8,1.566e+8,2.646e-6,,
