Wavelength (nm),Sum(calc),Cr I (2.6e-3),Cr II (9.4e-1),Cr IV (1.1e-9),Cr V (2.0e-25)
237.17,1.621e-2,1.621e-2,3.865e-6,,
237.19,1.332e-1,1.332e-1,3.863e-6,,
237.21,9.631e-1,9.631e-1,3.861e-6,,
237.22,2.469e+0,2.469e+0,3.860e-6,,
237.24,1.474e+1,1.474e+1,3.858e-6,,
237.26,7.748e+1,7.748e+1,3.856e-6,,
237.27,1.693e+2,1.693e+2,3.855e-6,,
237.29,7.348e+2,7.348e+2,3.852e-6,,
237.31,2.807e+3,2.807e+3,3.850e-6,,
237.33,9.437e+3,9.437e+3,3.848e-6,,
237.34,1.650e+4,1.650e+4,3.847e-6,,
237.36,4.580e+4,4.580e+4,3.845e-6,,
237.38,1.119e+5,1.119e+5,3.843e-6,,
237.39,1.668e+5,1.668e+5,3.842e-6,,
237.41,3.365e+5,3.365e+5,3.840e-6,,
237.43,5.976e+5,5.976e+5,3.838e-6,,
237.44,7.592e+5,7.592e+5,3.837e-6,,
237.46,1.113e+6,1.113e+6,3.835e-6,,
237.48,1.437e+6,1.437e+6,3.833e-6,,
237.50,1.633e+6,1.633e+6,3.831e-6,,
237.51,1.659e+6,1.659e+6,3.830e-6,,
237.53,1.557e+6,1.557e+6,3.828e-6,,
237.55,1.285e+6,1.285e+6,3.826e-6,,
237.56,1.113e+6,1.113e+6,3.825e-6,,
237.58,7.592e+5,7.592e+5,3.823e-6,,
237.60,4.556e+5,4.556e+5,3.821e-6,,
237.61,3.365e+5,3.365e+5,3.819e-6,,
237.63,1.668e+5,1.668e+5,3.817e-6,,
237.65,7.274e+4,7.274e+4,3.815e-6,,
237.67,2.793e+4,2.793e+4,3.813e-6,,
237.68,1.650e+4,1.650e+4,3.812e-6,,
237.70,5.230e+3,5.230e+3,3.810e-6,,
237.72,1.459e+3,1.459e+3,3.808e-6,,
237.73,7.348e+2,7.348e+2,3.807e-6,,
237.75,1.693e+2,1.693e+2,3.805e-6,,
237.77,3.434e+1,3.434e+1,3.803e-6,,
237.78,1.474e+1,1.474e+1,3.802e-6,,
237.80,2.469e+0,2.469e+0,3.800e-6,,
237.82,3.639e-1,3.639e-1,3.798e-6,,
237.84,4.721e-2,4.721e-2,3.796e-6,,
237.85,1.621e-2,1.621e-2,3.795e-6,,
237.87,1.737e-3,1.737e-3,3.793e-6,,
237.89,1.644e-4,1.644e-4,3.791e-6,,
237.90,5.061e-5,5.061e-5,3.790e-6,,
237.92,4.206e-5,4.206e-5,3.788e-6,,
237.94,4.839e-4,4.839e-4,3.785e-6,,
237.95,1.638e-3,1.638e-3,3.784e-6,,
237.97,1.709e-2,1.709e-2,3.782e-6,,
237.99,1.571e-1,1.571e-1,3.780e-6,,
238.01,1.272e+0,1.272e+0,3.778e-6,,
238.02,3.451e+0,3.451e+0,3.777e-6,,
238.04,2.311e+1,2.311e+1,3.775e-6,,
238.06,1.363e+2,1.363e+2,3.773e-6,,
238.07,3.156e+2,3.156e+2,3.772e-6,,
238.09,1.539e+3,1.539e+3,3.770e-6,,
238.11,6.612e+3,6.612e+3,3.768e-6,,
238.12,1.307e+4,1.307e+4,3.767e-6,,
238.14,4.642e+4,4.642e+4,3.765e-6,,
238.16,1.453e+5,1.453e+5,3.763e-6,,
238.18,4.005e+5,4.005e+5,3.761e-6,,
238.19,6.341e+5,6.341e+5,3.760e-6,,
238.21,1.445e+6,1.445e+6,3.758e-6,,
238.23,2.902e+6,2.902e+6,3.756e-6,,
238.24,3.922e+6,3.922e+6,3.755e-6,,
238.26,6.511e+6,6.511e+6,3.752e-6,,
238.28,9.524e+6,9.524e+6,3.750e-6,,
238.29,1.098e+7,1.098e+7,3.749e-6,,
238.31,1.328e+7,1.328e+7,3.747e-6,,
238.33,1.415e+7,1.415e+7,3.745e-6,,
238.35,1.329e+7,1.329e+7,3.743e-6,,
238.36,1.228e+7,1.228e+7,3.742e-6,,
238.38,9.540e+6,9.540e+6,3.740e-6,,
238.40,6.561e+6,6.561e+6,3.738e-6,,
238.41,5.218e+6,5.218e+6,3.737e-6,,
238.43,3.119e+6,3.119e+6,3.735e-6,,
238.45,1.939e+6,1.939e+6,3.733e-6,,
238.46,1.684e+6,1.684e+6,3.732e-6,,
238.48,1.739e+6,1.739e+6,3.730e-6,,
238.50,2.365e+6,2.365e+6,3.728e-6,,
238.52,3.291e+6,3.291e+6,3.726e-6,,
238.53,3.765e+6,3.765e+6,3.725e-6,,
238.55,4.528e+6,4.528e+6,3.723e-6,,
238.57,4.819e+6,4.819e+6,3.720e-6,,
238.58,4.742e+6,4.742e+6,3.719e-6,,
238.60,4.178e+6,4.178e+6,3.717e-6,,
238.62,3.244e+6,3.244e+6,3.715e-6,,
238.63,2.726e+6,2.726e+6,3.714e-6,,
238.65,1.751e+6,1.751e+6,3.712e-6,,
238.67,9.912e+5,9.912e+5,3.710e-6,,
238.69,4.951e+5,4.951e+5,3.708e-6,,
238.70,3.347e+5,3.347e+5,3.707e-6,,
238.72,1.443e+5,1.443e+5,3.705e-6,,
238.74,7.330e+4,7.330e+4,3.703e-6,,
238.75,6.931e+4,6.931e+4,3.702e-6,,
238.77,1.200e+5,1.200e+5,3.700e-6,,
238.79,2.717e+5,2.717e+5,3.698e-6,,
238.80,4.007e+5,4.007e+5,3.697e-6,,
238.82,7.998e+5,7.998e+5,3.695e-6,,
238.84,1.410e+6,1.410e+6,3.693e-6,,
238.86,2.193e+6,2.193e+6,3.691e-6,,
238.87,2.608e+6,2.608e+6,3.690e-6,,
238.89,3.357e+6,3.357e+6,3.687e-6,,
238.91,3.808e+6,3.808e+6,3.685e-6,,
238.92,3.869e+6,3.869e+6,3.684e-6,,
238.94,3.632e+6,3.632e+6,3.682e-6,,
238.96,3.006e+6,3.006e+6,3.680e-6,,
238.97,2.608e+6,2.608e+6,3.679e-6,,
238.99,1.787e+6,1.787e+6,3.677e-6,,
239.01,1.079e+6,1.079e+6,3.675e-6,,
239.03,5.742e+5,5.742e+5,3.673e-6,,
239.04,3.995e+5,3.995e+5,3.672e-6,,
239.06,1.760e+5,1.760e+5,3.670e-6,,
239.08,6.834e+4,6.834e+4,3.668e-6,,
239.09,4.062e+4,4.062e+4,3.667e-6,,
239.11,1.305e+4,1.305e+4,3.665e-6,,
239.13,3.698e+3,3.698e+3,3.663e-6,,
239.14,1.877e+3,1.877e+3,3.662e-6,,
239.16,4.401e+2,4.401e+2,3.660e-6,,
239.18,9.096e+1,9.096e+1,3.658e-6,,
239.20,1.657e+1,1.657e+1,3.655e-6,,
239.21,6.746e+0,6.746e+0,3.654e-6,,
239.23,1.017e+0,1.017e+0,3.652e-6,,
239.25,1.352e-1,1.352e-1,3.650e-6,,
239.26,4.701e-2,4.701e-2,3.649e-6,,
239.28,5.171e-3,5.171e-3,3.647e-6,,
239.30,5.014e-4,5.014e-4,3.645e-6,,
239.31,1.489e-4,1.489e-4,3.644e-6,,
239.33,1.195e-5,1.195e-5,3.642e-6,,
239.35,8.453e-7,8.453e-7,3.640e-6,,
239.37,5.271e-8,5.271e-8,3.638e-6,,
239.38,1.255e-8,1.255e-8,3.637e-6,,
240.37,1.014e-9,1.014e-9,3.535e-6,,
240.39,2.026e-8,2.026e-8,3.533e-6,,
240.40,8.583e-8,8.583e-8,3.532e-6,,
240.42,1.404e-6,1.404e-6,3.530e-6,,
240.44,2.029e-5,2.029e-5,3.528e-6,,
240.45,7.363e-5,7.363e-5,3.527e-6,,
240.47,8.837e-4,8.837e-4,3.525e-6,,
240.49,9.373e-3,9.373e-3,3.522e-6,,
240.50,2.914e-2,2.914e-2,3.521e-6,,
240.52,2.568e-1,2.568e-1,3.519e-6,,
240.54,1.999e+0,1.999e+0,3.517e-6,,
240.56,1.376e+1,1.376e+1,3.515e-6,,
240.57,3.446e+1,3.446e+1,3.514e-6,,
240.59,1.970e+2,1.970e+2,3.512e-6,,
240.61,9.959e+2,9.959e+2,3.510e-6,,
240.62,2.138e+3,2.138e+3,3.509e-6,,
240.64,8.984e+3,8.984e+3,3.507e-6,,
240.66,3.338e+4,3.338e+4,3.505e-6,,
240.67,6.143e+4,6.143e+4,3.504e-6,,
240.69,1.898e+5,1.898e+5,3.502e-6,,
240.71,5.186e+5,5.186e+5,3.500e-6,,
240.73,1.253e+6,1.253e+6,3.498e-6,,
240.74,1.861e+6,1.861e+6,3.497e-6,,
240.76,3.744e+6,3.744e+6,3.495e-6,,
240.78,6.664e+6,6.664e+6,3.493e-6,,
240.79,8.492e+6,8.492e+6,3.492e-6,,
240.81,1.259e+7,1.259e+7,3.489e-6,,
240.83,1.652e+7,1.652e+7,3.487e-6,,
240.84,1.807e+7,1.807e+7,3.486e-6,,
240.86,1.976e+7,1.976e+7,3.484e-6,,
240.88,1.914e+7,1.914e+7,3.482e-6,,
240.90,1.642e+7,1.642e+7,3.480e-6,,
240.91,1.453e+7,1.453e+7,3.479e-6,,
240.93,1.040e+7,1.040e+7,3.477e-6,,
240.95,6.592e+6,6.592e+6,3.475e-6,,
240.96,5.017e+6,5.017e+6,3.474e-6,,
240.98,2.655e+6,2.655e+6,3.472e-6,,
241.00,1.245e+6,1.245e+6,3.470e-6,,
241.01,8.153e+5,8.153e+5,3.469e-6,,
241.03,3.193e+5,3.193e+5,3.467e-6,,
241.05,1.109e+5,1.109e+5,3.465e-6,,
241.07,3.414e+4,3.414e+4,3.463e-6,,
241.08,1.811e+4,1.811e+4,3.462e-6,,
241.10,4.655e+3,4.655e+3,3.460e-6,,
241.12,1.061e+3,1.061e+3,3.457e-6,,
241.13,4.843e+2,4.843e+2,3.456e-6,,
241.15,9.214e+1,9.214e+1,3.454e-6,,
241.17,1.554e+1,1.554e+1,3.452e-6,,
241.18,6.100e+0,6.100e+0,3.451e-6,,
241.20,8.584e-1,8.584e-1,3.449e-6,,
241.22,1.070e-1,1.070e-1,3.447e-6,,
241.24,1.183e-2,1.183e-2,3.445e-6,,
241.25,3.756e-3,3.756e-3,3.444e-6,,
241.27,3.459e-4,3.459e-4,3.442e-6,,
241.29,2.821e-5,2.821e-5,3.440e-6,,
241.30,7.697e-6,7.697e-6,3.439e-6,,
241.32,5.229e-7,5.229e-7,3.437e-6,,
241.34,3.144e-8,3.144e-8,3.435e-6,,
241.35,6.352e-9,6.352e-9,3.434e-6,,
247.41,3.218e-10,3.218e-10,2.809e-6,,
247.42,1.372e-9,1.372e-9,2.808e-6,,
247.44,2.282e-8,2.282e-8,2.806e-6,,
247.46,3.376e-7,3.376e-7,2.804e-6,,
247.47,1.243e-6,1.243e-6,2.803e-6,,
247.49,1.543e-5,1.543e-5,2.800e-6,,
247.51,1.703e-4,1.703e-4,2.798e-6,,
247.53,1.672e-3,1.672e-3,2.796e-6,,
247.54,5.015e-3,5.015e-3,2.795e-6,,
247.56,4.131e-2,4.131e-2,2.793e-6,,
247.58,3.027e-1,3.027e-1,2.791e-6,,
247.59,7.840e-1,7.840e-1,2.790e-6,,
247.61,4.819e+0,4.819e+0,2.788e-6,,
247.63,2.634e+1,2.634e+1,2.786e-6,,
247.64,5.894e+1,5.894e+1,2.785e-6,,
247.66,2.703e+2,2.703e+2,2.783e-6,,
247.68,1.102e+3,1.102e+3,2.781e-6,,
247.70,3.999e+3,3.999e+3,2.779e-6,,
247.71,7.290e+3,7.290e+3,2.778e-6,,
247.73,2.218e+4,2.218e+4,2.776e-6,,
247.75,6.005e+4,6.005e+4,2.774e-6,,
247.76,9.454e+4,9.454e+4,2.773e-6,,
247.78,2.147e+5,2.147e+5,2.771e-6,,
247.80,4.335e+5,4.335e+5,2.769e-6,,
247.81,5.896e+5,5.896e+5,2.767e-6,,
247.83,9.989e+5,9.989e+5,2.765e-6,,
247.85,1.505e+6,1.505e+6,2.763e-6,,
247.86,1.768e+6,1.768e+6,2.762e-6,,
247.88,2.235e+6,2.235e+6,2.760e-6,,
247.90,2.513e+6,2.513e+6,2.758e-6,,
247.92,2.513e+6,2.513e+6,2.756e-6,,
247.93,2.405e+6,2.405e+6,2.755e-6,,
247.95,2.017e+6,2.017e+6,2.753e-6,,
247.97,1.505e+6,1.505e+6,2.751e-6,,
247.98,1.244e+6,1.244e+6,2.750e-6,,
248.00,7.788e+5,7.788e+5,2.748e-6,,
248.02,4.335e+5,4.335e+5,2.746e-6,,
248.03,3.096e+5,3.096e+5,2.745e-6,,
248.05,1.446e+5,1.446e+5,2.743e-6,,
248.07,6.005e+4,6.005e+4,2.741e-6,,
248.09,2.218e+4,2.218e+4,2.739e-6,,
248.10,1.290e+4,1.290e+4,2.738e-6,,
248.12,3.999e+3,3.999e+3,2.736e-6,,
248.14,1.102e+3,1.102e+3,2.733e-6,,
248.15,5.539e+2,5.539e+2,2.732e-6,,
248.17,1.281e+2,1.281e+2,2.730e-6,,
248.19,2.634e+1,2.634e+1,2.728e-6,,
248.20,1.143e+1,1.143e+1,2.727e-6,,
248.22,1.972e+0,1.972e+0,2.725e-6,,
248.24,3.027e-1,3.027e-1,2.723e-6,,
248.26,4.131e-2,4.131e-2,2.721e-6,,
248.27,1.461e-2,1.461e-2,2.720e-6,,
248.29,1.672e-3,1.672e-3,2.718e-6,,
248.31,1.703e-4,1.703e-4,2.716e-6,,
248.32,5.201e-5,5.201e-5,2.715e-6,,
248.34,4.443e-6,4.443e-6,2.713e-6,,
248.36,3.376e-7,3.376e-7,2.711e-6,,
248.37,8.906e-8,8.906e-8,2.710e-6,,
248.39,5.677e-9,5.677e-9,2.708e-6,,
248.41,3.218e-10,3.218e-10,2.706e-6,,
248.75,3.735e-10,3.735e-10,2.671e-6,,
248.77,6.769e-9,6.769e-9,2.668e-6,,
248.78,2.759e-8,2.759e-8,2.667e-6,,
248.80,4.203e-7,4.203e-7,2.665e-6,,
248.82,5.701e-6,5.701e-6,2.663e-6,,
248.83,2.010e-5,2.010e-5,2.662e-6,,
248.85,2.292e-4,2.292e-4,2.660e-6,,
248.87,2.327e-3,2.327e-3,2.658e-6,,
248.88,7.099e-3,7.099e-3,2.657e-6,,
248.90,6.058e-2,6.058e-2,2.655e-6,,
248.92,4.603e-1,4.603e-1,2.653e-6,,
248.94,3.115e+0,3.115e+0,2.651e-6,,
248.95,7.760e+0,7.760e+0,2.650e-6,,
248.97,4.414e+1,4.414e+1,2.648e-6,,
248.99,2.236e+2,2.236e+2,2.646e-6,,
249.00,4.818e+2,4.818e+2,2.645e-6,,
249.02,2.051e+3,2.051e+3,2.643e-6,,
249.04,7.776e+3,7.776e+3,2.641e-6,,
249.05,1.450e+4,1.450e+4,2.640e-6,,
249.07,4.619e+4,4.619e+4,2.638e-6,,
249.09,1.311e+5,1.311e+5,2.635e-6,,
249.11,3.313e+5,3.313e+5,2.633e-6,,
249.12,5.042e+5,5.042e+5,2.632e-6,,
249.14,1.071e+6,1.071e+6,2.630e-6,,
249.16,2.026e+6,2.026e+6,2.628e-6,,
249.17,2.667e+6,2.667e+6,2.627e-6,,
249.19,4.240e+6,4.240e+6,2.625e-6,,
249.21,6.003e+6,6.003e+6,2.623e-6,,
249.22,6.839e+6,6.839e+6,2.622e-6,,
249.24,8.138e+6,8.138e+6,2.620e-6,,
249.26,8.624e+6,8.624e+6,2.618e-6,,
249.28,8.139e+6,8.139e+6,2.616e-6,,
249.29,7.572e+6,7.572e+6,2.615e-6,,
249.31,6.013e+6,6.013e+6,2.613e-6,,
249.33,4.269e+6,4.269e+6,2.611e-6,,
249.34,3.460e+6,3.460e+6,2.610e-6,,
249.36,2.146e+6,2.146e+6,2.608e-6,,
249.38,1.343e+6,1.343e+6,2.606e-6,,
249.39,1.137e+6,1.137e+6,2.605e-6,,
249.41,1.078e+6,1.078e+6,2.602e-6,,
249.43,1.412e+6,1.412e+6,2.600e-6,,
249.45,2.035e+6,2.035e+6,2.598e-6,,
249.46,2.424e+6,2.424e+6,2.597e-6,,
249.48,3.319e+6,3.319e+6,2.595e-6,,
249.50,4.366e+6,4.366e+6,2.593e-6,,
249.51,4.973e+6,4.973e+6,2.592e-6,,
249.53,6.448e+6,6.448e+6,2.590e-6,,
249.55,8.373e+6,8.373e+6,2.588e-6,,
249.56,9.499e+6,9.499e+6,2.587e-6,,
249.58,1.190e+7,1.190e+7,2.585e-6,,
249.60,1.403e+7,1.403e+7,2.583e-6,,
249.62,1.520e+7,1.520e+7,2.581e-6,,
249.63,1.526e+7,1.526e+7,2.580e-6,,
