Wavelength (nm),Sum(calc),Cr I (6.5e-3),Cr II (9.8e-1),Cr IV (5.3e-12),Cr V (3.5e-30)
205.15,6.615e-6,,6.615e-6,,
205.16,3.713e-5,,3.713e-5,,
205.18,1.030e-3,,1.030e-3,,
205.20,2.409e-2,,2.409e-2,,
205.21,1.093e-1,,1.093e-1,,
205.23,1.980e+0,,1.980e+0,,
205.25,3.024e+1,,3.024e+1,,
205.27,3.896e+2,,3.896e+2,,
205.28,1.312e+3,,1.312e+3,,
205.30,1.309e+4,,1.309e+4,,
205.32,1.101e+5,,1.101e+5,,
205.33,2.997e+5,,2.997e+5,,
205.35,1.953e+6,,1.953e+6,,
205.37,1.073e+7,,1.073e+7,,
205.38,2.360e+7,,2.360e+7,,
205.40,1.005e+8,,1.005e+8,,
205.42,3.606e+8,,3.606e+8,,
205.44,1.092e+9,,1.092e+9,,
205.45,1.781e+9,,1.781e+9,,
205.47,4.176e+9,,4.176e+9,,
205.49,8.256e+9,,8.256e+9,,
205.50,1.089e+10,,1.089e+10,,
205.52,1.667e+10,,1.667e+10,,
205.54,2.153e+10,,2.153e+10,,
205.55,2.295e+10,,2.295e+10,,
205.57,2.295e+10,,2.295e+10,,
205.59,1.936e+10,,1.936e+10,,
205.61,1.377e+10,,1.377e+10,,
205.62,1.089e+10,,1.089e+10,,
205.64,5.998e+9,,5.998e+9,,
205.66,2.786e+9,,2.786e+9,,
205.67,1.781e+9,,1.781e+9,,
205.69,6.409e+8,,6.409e+8,,
205.71,1.944e+8,,1.944e+8,,
205.72,1.005e+8,,1.005e+8,,
205.74,2.360e+7,,2.360e+7,,
205.76,4.677e+6,,4.677e+6,,
205.78,7.816e+5,,7.816e+5,,
205.79,2.997e+5,,2.997e+5,,
205.81,3.879e+4,,3.879e+4,,
205.83,4.235e+3,,4.235e+3,,
205.84,1.319e+3,,1.319e+3,,
205.86,2.028e+2,,2.028e+2,,
205.88,1.080e+3,,1.080e+3,,
205.89,3.437e+3,,3.437e+3,,
205.91,3.107e+4,,3.107e+4,,
205.93,2.373e+5,,2.373e+5,,
205.95,1.529e+6,,1.529e+6,,
205.96,3.644e+6,,3.644e+6,,
205.98,1.822e+7,,1.822e+7,,
206.00,7.689e+7,,7.689e+7,,
206.01,1.482e+8,,1.482e+8,,
206.03,4.853e+8,,4.853e+8,,
206.05,1.341e+9,,1.341e+9,,
206.06,2.092e+9,,2.092e+9,,
206.08,4.484e+9,,4.484e+9,,
206.10,8.112e+9,,8.112e+9,,
206.12,1.239e+10,,1.239e+10,,
206.13,1.437e+10,,1.437e+10,,
206.15,1.702e+10,,1.702e+10,,
206.17,1.702e+10,,1.702e+10,,
206.18,1.597e+10,,1.597e+10,,
206.20,1.239e+10,,1.239e+10,,
206.22,8.112e+9,,8.112e+9,,
