Wavelength (nm),Sum(calc),Cr I (4.3e-1),Cr II (5.7e-1),Cr IV (6.0e-21),Cr V (4.7e-47)
205.15,9.197e-7,,9.197e-7,,
205.16,5.163e-6,,5.163e-6,,
205.18,1.432e-4,,1.432e-4,,
205.20,3.349e-3,,3.349e-3,,
205.21,1.520e-2,,1.520e-2,,
205.23,2.753e-1,,2.753e-1,,
205.25,4.205e+0,,4.205e+0,,
205.27,5.418e+1,,5.418e+1,,
205.28,1.824e+2,,1.824e+2,,
205.30,1.820e+3,,1.820e+3,,
205.32,1.531e+4,,1.531e+4,,
205.33,4.167e+4,,4.167e+4,,
205.35,2.716e+5,,2.716e+5,,
205.37,1.492e+6,,1.492e+6,,
205.38,3.282e+6,,3.282e+6,,
205.40,1.397e+7,,1.397e+7,,
205.42,5.014e+7,,5.014e+7,,
205.44,1.518e+8,,1.518e+8,,
205.45,2.477e+8,,2.477e+8,,
205.47,5.807e+8,,5.807e+8,,
205.49,1.148e+9,,1.148e+9,,
205.50,1.514e+9,,1.514e+9,,
205.52,2.318e+9,,2.318e+9,,
205.54,2.994e+9,,2.994e+9,,
205.55,3.191e+9,,3.191e+9,,
205.57,3.191e+9,,3.191e+9,,
205.59,2.691e+9,,2.691e+9,,
205.61,1.914e+9,,1.914e+9,,
205.62,1.514e+9,,1.514e+9,,
205.64,8.341e+8,,8.341e+8,,
205.66,3.874e+8,,3.874e+8,,
205.67,2.477e+8,,2.477e+8,,
205.69,8.911e+7,,8.911e+7,,
205.71,2.703e+7,,2.703e+7,,
205.72,1.397e+7,,1.397e+7,,
205.74,3.282e+6,,3.282e+6,,
205.76,6.503e+5,,6.503e+5,,
205.78,1.087e+5,,1.087e+5,,
205.79,4.167e+4,,4.167e+4,,
205.81,5.393e+3,,5.393e+3,,
205.83,5.888e+2,,5.888e+2,,
205.84,1.833e+2,,1.833e+2,,
205.86,2.827e+1,,2.827e+1,,
205.88,1.509e+2,,1.509e+2,,
205.89,4.805e+2,,4.805e+2,,
205.91,4.344e+3,,4.344e+3,,
205.93,3.317e+4,,3.317e+4,,
205.95,2.138e+5,,2.138e+5,,
205.96,5.095e+5,,5.095e+5,,
205.98,2.547e+6,,2.547e+6,,
206.00,1.075e+7,,1.075e+7,,
206.01,2.073e+7,,2.073e+7,,
206.03,6.785e+7,,6.785e+7,,
206.05,1.875e+8,,1.875e+8,,
206.06,2.925e+8,,2.925e+8,,
206.08,6.269e+8,,6.269e+8,,
206.10,1.134e+9,,1.134e+9,,
206.12,1.732e+9,,1.732e+9,,
206.13,2.009e+9,,2.009e+9,,
206.15,2.380e+9,,2.380e+9,,
206.17,2.380e+9,,2.380e+9,,
206.18,2.234e+9,,2.234e+9,,
206.20,1.732e+9,,1.732e+9,,
206.22,1.134e+9,,1.134e+9,,
206.23,8.613e+8,,8.613e+8,,
206.25,4.374e+8,,4.374e+8,,
206.27,1.875e+8,,1.875e+8,,
206.29,6.785e+7,,6.785e+7,,
206.30,3.831e+7,,3.831e+7,,
206.32,1.077e+7,,1.077e+7,,
206.34,2.698e+6,,2.698e+6,,
206.35,1.522e+6,,1.522e+6,,
206.37,1.994e+6,,1.994e+6,,
206.39,7.504e+6,,7.504e+6,,
206.40,1.438e+7,,1.438e+7,,
206.42,4.682e+7,,4.682e+7,,
206.44,1.289e+8,,1.289e+8,,
206.46,2.997e+8,,2.997e+8,,
206.47,4.290e+8,,4.290e+8,,
206.49,7.744e+8,,7.744e+8,,
206.51,1.181e+9,,1.181e+9,,
206.52,1.369e+9,,1.369e+9,,
206.54,1.620e+9,,1.620e+9,,
206.56,1.620e+9,,1.620e+9,,
206.57,1.521e+9,,1.521e+9,,
206.59,1.181e+9,,1.181e+9,,
206.61,7.744e+8,,7.744e+8,,
206.62,5.886e+8,,5.886e+8,,
206.64,2.997e+8,,2.997e+8,,
206.66,1.289e+8,,1.289e+8,,
206.68,4.682e+7,,4.682e+7,,
206.69,2.649e+7,,2.649e+7,,
206.71,7.471e+6,,7.471e+6,,
206.73,1.780e+6,,1.780e+6,,
206.74,8.154e+5,,8.154e+5,,
206.76,1.508e+5,,1.508e+5,,
206.78,2.356e+4,,2.356e+4,,
206.79,8.742e+3,,8.742e+3,,
206.81,1.060e+3,,1.060e+3,,
206.83,1.086e+2,,1.086e+2,,
206.85,9.403e+0,,9.403e+0,,
206.86,2.597e+0,,2.597e+0,,
206.88,1.745e-1,,1.745e-1,,
206.90,9.902e-3,,9.902e-3,,
206.91,2.214e-3,,2.214e-3,,
206.93,9.757e-5,,9.757e-5,,
206.95,3.631e-6,,3.631e-6,,
206.96,6.576e-7,,6.576e-7,,
234.95,3.329e-9,3.329e-9,3.826e-7,,
234.96,1.557e-8,1.557e-8,3.825e-7,,
234.98,3.089e-7,3.089e-7,3.823e-7,,
235.00,5.382e-6,5.382e-6,3.821e-7,,
235.01,2.140e-5,2.140e-5,3.820e-7,,
235.03,3.068e-4,3.068e-4,3.818e-7,,
235.05,3.863e-3,3.863e-3,3.816e-7,,
235.06,1.306e-2,1.306e-2,3.815e-7,,
235.08,1.353e-1,1.353e-1,3.813e-7,,
235.10,1.231e+0,1.231e+0,3.811e-7,,
235.12,9.839e+0,9.839e+0,3.809e-7,,
235.13,2.649e+1,2.649e+1,3.808e-7,,
235.15,1.742e+2,1.742e+2,3.806e-7,,
235.17,1.006e+3,1.006e+3,3.804e-7,,
235.18,2.303e+3,2.303e+3,3.803e-7,,
235.20,1.095e+4,1.095e+4,3.801e-7,,
235.22,4.570e+4,4.570e+4,3.799e-7,,
235.23,8.892e+4,8.892e+4,3.798e-7,,
235.25,3.054e+5,3.054e+5,3.796e-7,,
235.27,9.214e+5,9.214e+5,3.794e-7,,
235.29,2.441e+6,2.441e+6,3.792e-7,,
235.30,3.784e+6,3.784e+6,3.791e-7,,
235.32,8.250e+6,8.250e+6,3.789e-7,,
235.34,1.579e+7,1.579e+7,3.787e-7,,
235.35,2.082e+7,2.082e+7,3.786e-7,,
235.37,3.280e+7,3.280e+7,3.785e-7,,
235.39,4.538e+7,4.538e+7,3.783e-7,,
235.40,5.084e+7,5.084e+7,3.782e-7,,
235.42,5.790e+7,5.790e+7,3.780e-7,,
235.44,5.790e+7,5.790e+7,3.778e-7,,
235.46,5.084e+7,5.084e+7,3.776e-7,,
235.47,4.538e+7,4.538e+7,3.775e-7,,
235.49,3.280e+7,3.280e+7,3.773e-7,,
235.51,2.082e+7,2.082e+7,3.771e-7,,
235.52,1.579e+7,1.579e+7,3.770e-7,,
235.54,8.250e+6,8.250e+6,3.768e-7,,
235.56,3.784e+6,3.784e+6,3.766e-7,,
235.57,2.441e+6,2.441e+6,3.765e-7,,
235.59,9.214e+5,9.214e+5,3.763e-7,,
235.61,3.054e+5,3.054e+5,3.761e-7,,
235.63,8.892e+4,8.892e+4,3.759e-7,,
235.64,4.570e+4,4.570e+4,3.758e-7,,
235.66,1.095e+4,1.095e+4,3.756e-7,,
235.68,2.303e+3,2.303e+3,3.754e-7,,
235.69,1.006e+3,1.006e+3,3.753e-7,,
235.71,1.742e+2,1.742e+2,3.751e-7,,
235.73,2.649e+1,2.649e+1,3.749e-7,,
235.74,9.839e+0,9.839e+0,3.748e-7,,
235.76,1.231e+0,1.231e+0,3.746e-7,,
235.78,1.353e-1,1.353e-1,3.744e-7,,
235.80,1.306e-2,1.306e-2,3.742e-7,,
235.81,3.863e-3,3.863e-3,3.741e-7,,
235.83,3.068e-4,3.068e-4,3.739e-7,,
235.85,2.140e-5,2.140e-5,3.737e-7,,
235.86,5.382e-6,5.382e-6,3.736e-7,,
235.88,3.089e-7,3.089e-7,3.734e-7,,
235.90,1.557e-8,1.557e-8,3.732e-7,,
236.00,6.003e-8,6.003e-8,3.723e-7,,
236.02,1.160e-6,1.160e-6,3.721e-7,,
236.03,4.859e-6,4.859e-6,3.720e-7,,
236.05,7.741e-5,7.741e-5,3.718e-7,,
236.07,1.084e-3,1.084e-3,3.716e-7,,
236.08,3.866e-3,3.866e-3,3.715e-7,,
236.10,4.464e-2,4.464e-2,3.713e-7,,
236.12,4.532e-1,4.532e-1,3.711e-7,,
236.14,4.045e+0,4.045e+0,3.709e-7,,
236.15,1.151e+1,1.151e+1,3.708e-7,,
236.17,8.472e+1,8.472e+1,3.706e-7,,
236.19,5.480e+2,5.480e+2,3.704e-7,,
236.20,1.328e+3,1.328e+3,3.703e-7,,
236.22,7.082e+3,7.082e+3,3.701e-7,,
236.24,3.320e+4,3.320e+4,3.699e-7,,
236.25,6.850e+4,6.850e+4,3.698e-7,,
236.27,2.648e+5,2.648e+5,3.696e-7,,
236.29,8.997e+5,8.997e+5,3.694e-7,,
236.31,2.688e+6,2.688e+6,3.692e-7,,
236.32,4.428e+6,4.428e+6,3.691e-7,,
236.34,1.091e+7,1.091e+7,3.689e-7,,
236.36,2.363e+7,2.363e+7,3.687e-7,,
236.37,3.315e+7,3.315e+7,3.686e-7,,
236.39,5.929e+7,5.929e+7,3.684e-7,,
236.41,9.344e+7,9.344e+7,3.682e-7,,
236.42,1.120e+8,1.120e+8,3.681e-7,,
236.44,1.468e+8,1.468e+8,3.679e-7,,
236.46,1.717e+8,1.717e+8,3.677e-7,,
236.48,1.822e+8,1.822e+8,3.675e-7,,
236.49,1.824e+8,1.824e+8,3.674e-7,,
236.51,1.769e+8,1.769e+8,3.672e-7,,
236.53,1.710e+8,1.710e+8,3.671e-7,,
236.54,1.700e+8,1.700e+8,3.670e-7,,
236.56,1.727e+8,1.727e+8,3.668e-7,,
236.58,1.795e+8,1.795e+8,3.666e-7,,
236.59,1.830e+8,1.830e+8,3.665e-7,,
236.61,1.874e+8,1.874e+8,3.663e-7,,
236.63,1.867e+8,1.867e+8,3.661e-7,,
236.65,1.801e+8,1.801e+8,3.659e-7,,
236.66,1.742e+8,1.742e+8,3.658e-7,,
236.68,1.568e+8,1.568e+8,3.656e-7,,
236.70,1.320e+8,1.320e+8,3.654e-7,,
236.71,1.173e+8,1.173e+8,3.653e-7,,
236.73,8.622e+7,8.622e+7,3.651e-7,,
236.75,5.692e+7,5.692e+7,3.649e-7,,
236.76,4.430e+7,4.430e+7,3.648e-7,,
236.78,2.453e+7,2.453e+7,3.646e-7,,
236.80,1.201e+7,1.201e+7,3.644e-7,,
236.82,5.186e+6,5.186e+6,3.642e-7,,
236.83,3.250e+6,3.250e+6,3.641e-7,,
236.85,1.160e+6,1.160e+6,3.639e-7,,
236.87,3.646e+5,3.646e+5,3.637e-7,,
236.88,1.948e+5,1.948e+5,3.636e-7,,
236.90,5.050e+4,5.050e+4,3.634e-7,,
236.92,1.152e+4,1.152e+4,3.632e-7,,
236.93,5.240e+3,5.240e+3,3.631e-7,,
236.95,9.855e+2,9.855e+2,3.629e-7,,
236.97,1.630e+2,1.630e+2,3.627e-7,,
236.99,2.370e+1,2.370e+1,3.625e-7,,
237.00,8.615e+0,8.615e+0,3.624e-7,,
237.02,1.033e+0,1.033e+0,3.622e-7,,
237.04,1.090e-1,1.090e-1,3.620e-7,,
237.05,3.373e-2,3.373e-2,3.619e-7,,
237.07,2.936e-3,2.936e-3,3.617e-7,,
237.09,2.510e-4,2.510e-4,3.615e-7,,
237.10,1.593e-4,1.593e-4,3.614e-7,,
237.12,1.290e-3,1.290e-3,3.613e-7,,
237.14,1.453e-2,1.453e-2,3.611e-7,,
237.16,1.446e-1,1.446e-1,3.609e-7,,
237.17,4.348e-1,4.348e-1,3.608e-7,,
237.19,3.572e+0,3.572e+0,3.606e-7,,
237.21,2.583e+1,2.583e+1,3.604e-7,,
237.22,6.622e+1,6.622e+1,3.603e-7,,
237.24,3.954e+2,3.954e+2,3.601e-7,,
237.26,2.078e+3,2.078e+3,3.599e-7,,
237.27,4.541e+3,4.541e+3,3.598e-7,,
237.29,1.971e+4,1.971e+4,3.596e-7,,
237.31,7.529e+4,7.529e+4,3.594e-7,,
237.33,2.531e+5,2.531e+5,3.592e-7,,
237.34,4.424e+5,4.424e+5,3.591e-7,,
237.36,1.228e+6,1.228e+6,3.589e-7,,
237.38,3.002e+6,3.002e+6,3.587e-7,,
237.39,4.473e+6,4.473e+6,3.586e-7,,
237.41,9.025e+6,9.025e+6,3.584e-7,,
237.43,1.603e+7,1.603e+7,3.582e-7,,
237.44,2.036e+7,2.036e+7,3.581e-7,,
237.46,2.986e+7,2.986e+7,3.579e-7,,
237.48,3.855e+7,3.855e+7,3.577e-7,,
237.50,4.380e+7,4.380e+7,3.575e-7,,
237.51,4.450e+7,4.450e+7,3.574e-7,,
237.53,4.175e+7,4.175e+7,3.572e-7,,
237.55,3.447e+7,3.447e+7,3.570e-7,,
237.56,2.986e+7,2.986e+7,3.569e-7,,
237.58,2.036e+7,2.036e+7,3.567e-7,,
237.60,1.222e+7,1.222e+7,3.565e-7,,
237.61,9.025e+6,9.025e+6,3.564e-7,,
237.63,4.473e+6,4.473e+6,3.562e-7,,
237.65,1.951e+6,1.951e+6,3.560e-7,,
237.67,7.491e+5,7.491e+5,3.558e-7,,
237.68,4.424e+5,4.424e+5,3.558e-7,,
237.70,1.403e+5,1.403e+5,3.556e-7,,
237.72,3.914e+4,3.914e+4,3.554e-7,,
237.73,1.971e+4,1.971e+4,3.553e-7,,
237.75,4.541e+3,4.541e+3,3.551e-7,,
237.77,9.210e+2,9.210e+2,3.549e-7,,
237.78,3.954e+2,3.954e+2,3.548e-7,,
237.80,6.622e+1,6.622e+1,3.546e-7,,
237.82,9.761e+0,9.761e+0,3.544e-7,,
237.84,1.266e+0,1.266e+0,3.542e-7,,
237.85,4.348e-1,4.348e-1,3.541e-7,,
237.87,4.658e-2,4.658e-2,3.539e-7,,
237.89,4.410e-3,4.410e-3,3.537e-7,,
237.90,1.357e-3,1.357e-3,3.536e-7,,
237.92,1.115e-3,1.115e-3,3.534e-7,,
237.94,1.282e-2,1.282e-2,3.532e-7,,
237.95,4.339e-2,4.339e-2,3.531e-7,,
237.97,4.527e-1,4.527e-1,3.529e-7,,
237.99,4.161e+0,4.161e+0,3.527e-7,,
238.01,3.369e+1,3.369e+1,3.525e-7,,
238.02,9.142e+1,9.142e+1,3.524e-7,,
238.04,6.121e+2,6.121e+2,3.522e-7,,
