Wavelength (nm),Sum(calc),Cr I (4.0e-1),Cr II (6.0e-1),Cr IV (3.3e-16),Cr V (2.1e-36)
206.86,1.133e+1,,1.133e+1,,
206.88,7.610e-1,,7.610e-1,,
206.90,4.319e-2,,4.319e-2,,
206.91,9.658e-3,,9.658e-3,,
206.93,4.256e-4,,4.256e-4,,
206.95,1.584e-5,,1.584e-5,,
206.96,2.869e-6,,2.869e-6,,
234.95,1.266e-8,1.266e-8,1.679e-6,,
234.96,5.919e-8,5.919e-8,1.678e-6,,
234.98,1.174e-6,1.174e-6,1.677e-6,,
235.00,2.046e-5,2.046e-5,1.677e-6,,
235.01,8.134e-5,8.134e-5,1.676e-6,,
235.03,1.166e-3,1.166e-3,1.675e-6,,
235.05,1.468e-2,1.468e-2,1.674e-6,,
235.06,4.963e-2,4.963e-2,1.674e-6,,
235.08,5.143e-1,5.143e-1,1.673e-6,,
235.10,4.680e+0,4.680e+0,1.672e-6,,
235.12,3.740e+1,3.740e+1,1.671e-6,,
235.13,1.007e+2,1.007e+2,1.671e-6,,
235.15,6.623e+2,6.623e+2,1.670e-6,,
235.17,3.825e+3,3.825e+3,1.669e-6,,
235.18,8.756e+3,8.756e+3,1.669e-6,,
235.20,4.162e+4,4.162e+4,1.668e-6,,
235.22,1.737e+5,1.737e+5,1.667e-6,,
235.23,3.380e+5,3.380e+5,1.667e-6,,
235.25,1.161e+6,1.161e+6,1.666e-6,,
235.27,3.503e+6,3.503e+6,1.665e-6,,
235.29,9.279e+6,9.279e+6,1.664e-6,,
235.30,1.438e+7,1.438e+7,1.664e-6,,
235.32,3.136e+7,3.136e+7,1.663e-6,,
235.34,6.004e+7,6.004e+7,1.662e-6,,
235.35,7.913e+7,7.913e+7,1.662e-6,,
235.37,1.247e+8,1.247e+8,1.661e-6,,
235.39,1.725e+8,1.725e+8,1.660e-6,,
235.40,1.933e+8,1.933e+8,1.660e-6,,
235.42,2.201e+8,2.201e+8,1.659e-6,,
235.44,2.201e+8,2.201e+8,1.658e-6,,
235.46,1.933e+8,1.933e+8,1.657e-6,,
235.47,1.725e+8,1.725e+8,1.657e-6,,
235.49,1.247e+8,1.247e+8,1.656e-6,,
235.51,7.913e+7,7.913e+7,1.655e-6,,
235.52,6.004e+7,6.004e+7,1.654e-6,,
235.54,3.136e+7,3.136e+7,1.654e-6,,
235.56,1.438e+7,1.438e+7,1.653e-6,,
235.57,9.279e+6,9.279e+6,1.652e-6,,
235.59,3.503e+6,3.503e+6,1.651e-6,,
235.61,1.161e+6,1.161e+6,1.651e-6,,
235.63,3.380e+5,3.380e+5,1.650e-6,,
235.64,1.737e+5,1.737e+5,1.649e-6,,
235.66,4.162e+4,4.162e+4,1.648e-6,,
235.68,8.756e+3,8.756e+3,1.648e-6,,
235.69,3.825e+3,3.825e+3,1.647e-6,,
235.71,6.623e+2,6.623e+2,1.646e-6,,
235.73,1.007e+2,1.007e+2,1.645e-6,,
235.74,3.740e+1,3.740e+1,1.645e-6,,
235.76,4.680e+0,4.680e+0,1.644e-6,,
235.78,5.143e-1,5.143e-1,1.643e-6,,
235.80,4.963e-2,4.963e-2,1.643e-6,,
235.81,1.468e-2,1.468e-2,1.642e-6,,
235.83,1.166e-3,1.166e-3,1.641e-6,,
235.85,8.134e-5,8.134e-5,1.640e-6,,
235.86,2.046e-5,2.046e-5,1.640e-6,,
235.88,1.174e-6,1.174e-6,1.639e-6,,
235.90,5.919e-8,5.919e-8,1.638e-6,,
236.00,1.647e-7,1.647e-7,1.634e-6,,
236.02,3.183e-6,3.183e-6,1.633e-6,,
236.03,1.333e-5,1.333e-5,1.633e-6,,
236.05,2.124e-4,2.124e-4,1.632e-6,,
236.07,2.975e-3,2.975e-3,1.631e-6,,
236.08,1.061e-2,1.061e-2,1.631e-6,,
236.10,1.225e-1,1.225e-1,1.630e-6,,
236.12,1.244e+0,1.244e+0,1.629e-6,,
236.14,1.110e+1,1.110e+1,1.628e-6,,
236.15,3.159e+1,3.159e+1,1.628e-6,,
236.17,2.325e+2,2.325e+2,1.627e-6,,
236.19,1.504e+3,1.504e+3,1.626e-6,,
236.20,3.644e+3,3.644e+3,1.626e-6,,
236.22,1.943e+4,1.943e+4,1.625e-6,,
236.24,9.111e+4,9.111e+4,1.624e-6,,
236.25,1.880e+5,1.880e+5,1.623e-6,,
236.27,7.265e+5,7.265e+5,1.623e-6,,
236.29,2.469e+6,2.469e+6,1.622e-6,,
236.31,7.376e+6,7.376e+6,1.621e-6,,
236.32,1.215e+7,1.215e+7,1.620e-6,,
236.34,2.993e+7,2.993e+7,1.620e-6,,
236.36,6.484e+7,6.484e+7,1.619e-6,,
236.37,9.097e+7,9.097e+7,1.618e-6,,
236.39,1.627e+8,1.627e+8,1.617e-6,,
236.41,2.564e+8,2.564e+8,1.617e-6,,
236.42,3.072e+8,3.072e+8,1.616e-6,,
236.44,4.027e+8,4.027e+8,1.615e-6,,
236.46,4.712e+8,4.712e+8,1.614e-6,,
236.48,4.998e+8,4.998e+8,1.614e-6,,
236.49,5.003e+8,5.003e+8,1.613e-6,,
236.51,4.854e+8,4.854e+8,1.612e-6,,
236.53,4.691e+8,4.691e+8,1.611e-6,,
236.54,4.662e+8,4.662e+8,1.611e-6,,
236.56,4.736e+8,4.736e+8,1.610e-6,,
236.58,4.922e+8,4.922e+8,1.609e-6,,
236.59,5.016e+8,5.016e+8,1.609e-6,,
236.61,5.137e+8,5.137e+8,1.608e-6,,
236.63,5.118e+8,5.118e+8,1.607e-6,,
236.65,4.935e+8,4.935e+8,1.606e-6,,
236.66,4.774e+8,4.774e+8,1.606e-6,,
236.68,4.297e+8,4.297e+8,1.605e-6,,
236.70,3.616e+8,3.616e+8,1.604e-6,,
236.71,3.215e+8,3.215e+8,1.604e-6,,
236.73,2.362e+8,2.362e+8,1.603e-6,,
236.75,1.560e+8,1.560e+8,1.602e-6,,
236.76,1.214e+8,1.214e+8,1.602e-6,,
236.78,6.720e+7,6.720e+7,1.601e-6,,
236.80,3.290e+7,3.290e+7,1.600e-6,,
236.82,1.421e+7,1.421e+7,1.599e-6,,
236.83,8.906e+6,8.906e+6,1.599e-6,,
236.85,3.180e+6,3.180e+6,1.598e-6,,
236.87,9.990e+5,9.990e+5,1.597e-6,,
236.88,5.337e+5,5.337e+5,1.597e-6,,
236.90,1.384e+5,1.384e+5,1.596e-6,,
236.92,3.155e+4,3.155e+4,1.595e-6,,
236.93,1.436e+4,1.436e+4,1.594e-6,,
236.95,2.700e+3,2.700e+3,1.594e-6,,
236.97,4.466e+2,4.466e+2,1.593e-6,,
236.99,6.495e+1,6.495e+1,1.592e-6,,
237.00,2.360e+1,2.360e+1,1.592e-6,,
237.02,2.831e+0,2.831e+0,1.591e-6,,
237.04,2.986e-1,2.986e-1,1.590e-6,,
237.05,9.241e-2,9.241e-2,1.589e-6,,
237.07,8.045e-3,8.045e-3,1.589e-6,,
237.09,7.140e-4,7.140e-4,1.588e-6,,
237.10,5.346e-4,5.346e-4,1.587e-6,,
237.12,4.795e-3,4.795e-3,1.586e-6,,
237.14,5.409e-2,5.409e-2,1.586e-6,,
237.16,5.382e-1,5.382e-1,1.585e-6,,
237.17,1.618e+0,1.618e+0,1.584e-6,,
237.19,1.329e+1,1.329e+1,1.583e-6,,
237.21,9.614e+1,9.614e+1,1.583e-6,,
237.22,2.464e+2,2.464e+2,1.582e-6,,
237.24,1.472e+3,1.472e+3,1.581e-6,,
237.26,7.734e+3,7.734e+3,1.580e-6,,
237.27,1.690e+4,1.690e+4,1.580e-6,,
237.29,7.335e+4,7.335e+4,1.579e-6,,
237.31,2.802e+5,2.802e+5,1.578e-6,,
237.33,9.420e+5,9.420e+5,1.577e-6,,
237.34,1.647e+6,1.647e+6,1.577e-6,,
237.36,4.571e+6,4.571e+6,1.576e-6,,
237.38,1.117e+7,1.117e+7,1.575e-6,,
237.39,1.665e+7,1.665e+7,1.575e-6,,
237.41,3.359e+7,3.359e+7,1.574e-6,,
237.43,5.965e+7,5.965e+7,1.573e-6,,
237.44,7.578e+7,7.578e+7,1.573e-6,,
237.46,1.111e+8,1.111e+8,1.572e-6,,
237.48,1.435e+8,1.435e+8,1.571e-6,,
237.50,1.630e+8,1.630e+8,1.570e-6,,
237.51,1.656e+8,1.656e+8,1.570e-6,,
237.53,1.554e+8,1.554e+8,1.569e-6,,
237.55,1.283e+8,1.283e+8,1.568e-6,,
237.56,1.111e+8,1.111e+8,1.568e-6,,
237.58,7.578e+7,7.578e+7,1.567e-6,,
237.60,4.548e+7,4.548e+7,1.566e-6,,
237.61,3.359e+7,3.359e+7,1.566e-6,,
237.63,1.665e+7,1.665e+7,1.565e-6,,
237.65,7.261e+6,7.261e+6,1.564e-6,,
237.67,2.788e+6,2.788e+6,1.563e-6,,
237.68,1.647e+6,1.647e+6,1.563e-6,,
237.70,5.220e+5,5.220e+5,1.562e-6,,
237.72,1.457e+5,1.457e+5,1.561e-6,,
237.73,7.335e+4,7.335e+4,1.560e-6,,
237.75,1.690e+4,1.690e+4,1.560e-6,,
237.77,3.428e+3,3.428e+3,1.559e-6,,
237.78,1.472e+3,1.472e+3,1.558e-6,,
237.80,2.464e+2,2.464e+2,1.557e-6,,
237.82,3.633e+1,3.633e+1,1.557e-6,,
237.84,4.713e+0,4.713e+0,1.556e-6,,
237.85,1.618e+0,1.618e+0,1.555e-6,,
237.87,1.734e-1,1.734e-1,1.555e-6,,
237.89,1.641e-2,1.641e-2,1.554e-6,,
237.90,5.051e-3,5.051e-3,1.553e-6,,
237.92,4.186e-3,4.186e-3,1.552e-6,,
237.94,4.814e-2,4.814e-2,1.552e-6,,
237.95,1.630e-1,1.630e-1,1.551e-6,,
237.97,1.701e+0,1.701e+0,1.550e-6,,
237.99,1.563e+1,1.563e+1,1.549e-6,,
238.01,1.266e+2,1.266e+2,1.549e-6,,
238.02,3.434e+2,3.434e+2,1.548e-6,,
238.04,2.299e+3,2.299e+3,1.547e-6,,
238.06,1.356e+4,1.356e+4,1.546e-6,,
238.07,3.140e+4,3.140e+4,1.546e-6,,
238.09,1.531e+5,1.531e+5,1.545e-6,,
238.11,6.579e+5,6.579e+5,1.544e-6,,
238.12,1.300e+6,1.300e+6,1.544e-6,,
238.14,4.619e+6,4.619e+6,1.543e-6,,
238.16,1.445e+7,1.445e+7,1.542e-6,,
238.18,3.985e+7,3.985e+7,1.541e-6,,
238.19,6.309e+7,6.309e+7,1.541e-6,,
238.21,1.438e+8,1.438e+8,1.540e-6,,
238.23,2.888e+8,2.888e+8,1.539e-6,,
238.24,3.902e+8,3.902e+8,1.539e-6,,
238.26,6.479e+8,6.479e+8,1.538e-6,,
238.28,9.476e+8,9.476e+8,1.537e-6,,
238.29,1.093e+9,1.093e+9,1.537e-6,,
238.31,1.322e+9,1.322e+9,1.536e-6,,
238.33,1.408e+9,1.408e+9,1.535e-6,,
238.35,1.322e+9,1.322e+9,1.534e-6,,
238.36,1.222e+9,1.222e+9,1.534e-6,,
238.38,9.492e+8,9.492e+8,1.533e-6,,
238.40,6.528e+8,6.528e+8,1.532e-6,,
238.41,5.192e+8,5.192e+8,1.532e-6,,
238.43,3.104e+8,3.104e+8,1.531e-6,,
238.45,1.930e+8,1.930e+8,1.530e-6,,
238.46,1.676e+8,1.676e+8,1.529e-6,,
238.48,1.731e+8,1.731e+8,1.529e-6,,
238.50,2.354e+8,2.354e+8,1.528e-6,,
238.52,3.276e+8,3.276e+8,1.527e-6,,
238.53,3.749e+8,3.749e+8,1.526e-6,,
238.55,4.508e+8,4.508e+8,1.526e-6,,
238.57,4.797e+8,4.797e+8,1.525e-6,,
238.58,4.721e+8,4.721e+8,1.524e-6,,
238.60,4.160e+8,4.160e+8,1.523e-6,,
238.62,3.230e+8,3.230e+8,1.523e-6,,
238.63,2.714e+8,2.714e+8,1.522e-6,,
238.65,1.743e+8,1.743e+8,1.521e-6,,
238.67,9.868e+7,9.868e+7,1.521e-6,,
238.69,4.929e+7,4.929e+7,1.520e-6,,
238.70,3.332e+7,3.332e+7,1.519e-6,,
238.72,1.438e+7,1.438e+7,1.518e-6,,
238.74,7.315e+6,7.315e+6,1.518e-6,,
238.75,6.932e+6,6.932e+6,1.517e-6,,
238.77,1.204e+7,1.204e+7,1.516e-6,,
238.79,2.725e+7,2.725e+7,1.515e-6,,
238.80,4.020e+7,4.020e+7,1.515e-6,,
238.82,8.024e+7,8.024e+7,1.514e-6,,
238.84,1.415e+8,1.415e+8,1.513e-6,,
238.86,2.200e+8,2.200e+8,1.512e-6,,
238.87,2.617e+8,2.617e+8,1.512e-6,,
238.89,3.368e+8,3.368e+8,1.511e-6,,
238.91,3.821e+8,3.821e+8,1.510e-6,,
238.92,3.881e+8,3.881e+8,1.510e-6,,
238.94,3.644e+8,3.644e+8,1.509e-6,,
238.96,3.016e+8,3.016e+8,1.508e-6,,
238.97,2.617e+8,2.617e+8,1.508e-6,,
238.99,1.793e+8,1.793e+8,1.507e-6,,
239.01,1.082e+8,1.082e+8,1.506e-6,,
239.03,5.760e+7,5.760e+7,1.505e-6,,
239.04,4.008e+7,4.008e+7,1.505e-6,,
239.06,1.766e+7,1.766e+7,1.504e-6,,
239.08,6.856e+6,6.856e+6,1.503e-6,,
239.09,4.075e+6,4.075e+6,1.503e-6,,
239.11,1.310e+6,1.310e+6,1.502e-6,,
239.13,3.710e+5,3.710e+5,1.501e-6,,
239.14,1.883e+5,1.883e+5,1.501e-6,,
239.16,4.415e+4,4.415e+4,1.500e-6,,
239.18,9.125e+3,9.125e+3,1.499e-6,,
239.20,1.662e+3,1.662e+3,1.498e-6,,
239.21,6.768e+2,6.768e+2,1.498e-6,,
239.23,1.020e+2,1.020e+2,1.497e-6,,
239.25,1.356e+1,1.356e+1,1.496e-6,,
239.26,4.716e+0,4.716e+0,1.495e-6,,
239.28,5.188e-1,5.188e-1,1.495e-6,,
239.30,5.030e-2,5.030e-2,1.494e-6,,
239.31,1.494e-2,1.494e-2,1.493e-6,,
239.33,1.199e-3,1.199e-3,1.492e-6,,
239.35,8.481e-5,8.481e-5,1.492e-6,,
239.37,5.288e-6,5.288e-6,1.491e-6,,
239.38,1.260e-6,1.260e-6,1.490e-6,,
240.37,1.015e-7,1.015e-7,1.448e-6,,
240.39,2.028e-6,2.028e-6,1.447e-6,,
240.40,8.592e-6,8.592e-6,1.447e-6,,
240.42,1.405e-4,1.405e-4,1.446e-6,,
240.44,2.031e-3,2.031e-3,1.445e-6,,
240.45,7.371e-3,7.371e-3,1.445e-6,,
240.47,8.847e-2,8.847e-2,1.444e-6,,
240.49,9.384e-1,9.384e-1,1.443e-6,,
240.50,2.917e+0,2.917e+0,1.443e-6,,
240.52,2.570e+1,2.570e+1,1.442e-6,,
240.54,2.001e+2,2.001e+2,1.441e-6,,
240.56,1.377e+3,1.377e+3,1.440e-6,,
240.57,3.450e+3,3.450e+3,1.440e-6,,
240.59,1.973e+4,1.973e+4,1.439e-6,,
240.61,9.972e+4,9.972e+4,1.438e-6,,
240.62,2.141e+5,2.141e+5,1.438e-6,,
240.64,8.995e+5,8.995e+5,1.437e-6,,
240.66,3.342e+6,3.342e+6,1.436e-6,,
240.67,6.151e+6,6.151e+6,1.435e-6,,
240.69,1.900e+7,1.900e+7,1.435e-6,,
240.71,5.193e+7,5.193e+7,1.434e-6,,
240.73,1.255e+8,1.255e+8,1.433e-6,,
240.74,1.864e+8,1.864e+8,1.433e-6,,
240.76,3.749e+8,3.749e+8,1.432e-6,,
240.78,6.674e+8,6.674e+8,1.431e-6,,
240.79,8.505e+8,8.505e+8,1.430e-6,,
240.81,1.261e+9,1.261e+9,1.430e-6,,
240.83,1.654e+9,1.654e+9,1.429e-6,,
240.84,1.810e+9,1.810e+9,1.428e-6,,
240.86,1.980e+9,1.980e+9,1.427e-6,,
240.88,1.917e+9,1.917e+9,1.427e-6,,
240.90,1.645e+9,1.645e+9,1.426e-6,,
240.91,1.456e+9,1.456e+9,1.425e-6,,
240.93,1.042e+9,1.042e+9,1.424e-6,,
240.95,6.605e+8,6.605e+8,1.424e-6,,
240.96,5.027e+8,5.027e+8,1.423e-6,,
240.98,2.660e+8,2.660e+8,1.422e-6,,
241.00,1.248e+8,1.248e+8,1.421e-6,,
241.01,8.171e+7,8.171e+7,1.421e-6,,
241.03,3.200e+7,3.200e+7,1.420e-6,,
241.05,1.111e+7,1.111e+7,1.419e-6,,
241.07,3.423e+6,3.423e+6,1.418e-6,,
241.08,1.816e+6,1.816e+6,1.418e-6,,
241.10,4.668e+5,4.668e+5,1.417e-6,,
241.12,1.064e+5,1.064e+5,1.416e-6,,
241.13,4.856e+4,4.856e+4,1.416e-6,,
241.15,9.241e+3,9.241e+3,1.415e-6,,
241.17,1.559e+3,1.559e+3,1.414e-6,,
241.18,6.119e+2,6.119e+2,1.414e-6,,
241.20,8.611e+1,8.611e+1,1.413e-6,,
241.22,1.074e+1,1.074e+1,1.412e-6,,
241.24,1.186e+0,1.186e+0,1.411e-6,,
241.25,3.768e-1,3.768e-1,1.411e-6,,
241.27,3.471e-2,3.471e-2,1.410e-6,,
241.29,2.831e-3,2.831e-3,1.409e-6,,
241.30,7.723e-4,7.723e-4,1.409e-6,,
241.32,5.247e-5,5.247e-5,1.408e-6,,
241.34,3.156e-6,3.156e-6,1.407e-6,,
241.35,6.377e-7,6.377e-7,1.407e-6,,
247.41,3.292e-8,3.292e-8,1.149e-6,,
247.42,1.403e-7,1.403e-7,1.149e-6,,
247.44,2.334e-6,2.334e-6,1.148e-6,,
247.46,3.453e-5,3.453e-5,1.147e-6,,
247.47,1.271e-4,1.271e-4,1.146e-6,,
247.49,1.578e-3,1.578e-3,1.146e-6,,
247.51,1.742e-2,1.742e-2,1.145e-6,,
247.53,1.710e-1,1.710e-1,1.144e-6,,
247.54,5.130e-1,5.130e-1,1.143e-6,,
247.56,4.225e+0,4.225e+0,1.143e-6,,
247.58,3.096e+1,3.096e+1,1.142e-6,,
247.59,8.019e+1,8.019e+1,1.141e-6,,
247.61,4.929e+2,4.929e+2,1.140e-6,,
247.63,2.694e+3,2.694e+3,1.140e-6,,
247.64,6.028e+3,6.028e+3,1.139e-6,,
247.66,2.764e+4,2.764e+4,1.138e-6,,
247.68,1.127e+5,1.127e+5,1.138e-6,,
247.70,4.090e+5,4.090e+5,1.137e-6,,
247.71,7.456e+5,7.456e+5,1.136e-6,,
247.73,2.269e+6,2.269e+6,1.135e-6,,
247.75,6.141e+6,6.141e+6,1.135e-6,,
247.76,9.670e+6,9.670e+6,1.134e-6,,
247.78,2.196e+7,2.196e+7,1.133e-6,,
247.80,4.434e+7,4.434e+7,1.132e-6,,
247.81,6.031e+7,6.031e+7,1.132e-6,,
247.83,1.022e+8,1.022e+8,1.131e-6,,
247.85,1.539e+8,1.539e+8,1.130e-6,,
247.86,1.809e+8,1.809e+8,1.130e-6,,
247.88,2.286e+8,2.286e+8,1.129e-6,,
247.90,2.570e+8,2.570e+8,1.128e-6,,
247.92,2.570e+8,2.570e+8,1.127e-6,,
247.93,2.460e+8,2.460e+8,1.127e-6,,
247.95,2.063e+8,2.063e+8,1.126e-6,,
247.97,1.539e+8,1.539e+8,1.125e-6,,
247.98,1.273e+8,1.273e+8,1.125e-6,,
248.00,7.965e+7,7.965e+7,1.124e-6,,
248.02,4.434e+7,4.434e+7,1.123e-6,,
248.03,3.166e+7,3.166e+7,1.123e-6,,
248.05,1.479e+7,1.479e+7,1.122e-6,,
248.07,6.141e+6,6.141e+6,1.121e-6,,
248.09,2.269e+6,2.269e+6,1.120e-6,,
248.10,1.320e+6,1.320e+6,1.120e-6,,
248.12,4.090e+5,4.090e+5,1.119e-6,,
248.14,1.127e+5,1.127e+5,1.118e-6,,
248.15,5.665e+4,5.665e+4,1.118e-6,,
248.17,1.310e+4,1.310e+4,1.117e-6,,
248.19,2.694e+3,2.694e+3,1.116e-6,,
248.20,1.169e+3,1.169e+3,1.115e-6,,
248.22,2.017e+2,2.017e+2,1.115e-6,,
248.24,3.096e+1,3.096e+1,1.114e-6,,
248.26,4.225e+0,4.225e+0,1.113e-6,,
248.27,1.494e+0,1.494e+0,1.112e-6,,
248.29,1.710e-1,1.710e-1,1.112e-6,,
248.31,1.742e-2,1.742e-2,1.111e-6,,
248.32,5.320e-3,5.320e-3,1.110e-6,,
248.34,4.545e-4,4.545e-4,1.109e-6,,
248.36,3.453e-5,3.453e-5,1.109e-6,,
248.37,9.110e-6,9.110e-6,1.108e-6,,
248.39,5.806e-7,5.806e-7,1.107e-6,,
248.41,3.292e-8,3.292e-8,1.106e-6,,
248.75,3.838e-8,3.838e-8,1.092e-6,,
248.77,6.956e-7,6.956e-7,1.091e-6,,
248.78,2.835e-6,2.835e-6,1.091e-6,,
248.80,4.318e-5,4.318e-5,1.090e-6,,
248.82,5.858e-4,5.858e-4,1.089e-6,,
248.83,2.066e-3,2.066e-3,1.089e-6,,
248.85,2.355e-2,2.355e-2,1.088e-6,,
248.87,2.391e-1,2.391e-1,1.087e-6,,
248.88,7.295e-1,7.295e-1,1.086e-6,,
248.90,6.224e+0,6.224e+0,1.086e-6,,
248.92,4.730e+1,4.730e+1,1.085e-6,,
248.94,3.201e+2,3.201e+2,1.084e-6,,
248.95,7.973e+2,7.973e+2,1.084e-6,,
248.97,4.535e+3,4.535e+3,1.083e-6,,
248.99,2.297e+4,2.297e+4,1.082e-6,,
249.00,4.950e+4,4.950e+4,1.081e-6,,
249.02,2.107e+5,2.107e+5,1.081e-6,,
249.04,7.990e+5,7.990e+5,1.080e-6,,
249.05,1.490e+6,1.490e+6,1.079e-6,,
249.07,4.746e+6,4.746e+6,1.078e-6,,
249.09,1.347e+7,1.347e+7,1.078e-6,,
249.11,3.404e+7,3.404e+7,1.077e-6,,
249.12,5.181e+7,5.181e+7,1.076e-6,,
249.14,1.100e+8,1.100e+8,1.075e-6,,
249.16,2.081e+8,2.081e+8,1.075e-6,,
249.17,2.741e+8,2.741e+8,1.074e-6,,
249.19,4.357e+8,4.357e+8,1.073e-6,,
249.21,6.169e+8,6.169e+8,1.072e-6,,
249.22,7.028e+8,7.028e+8,1.072e-6,,
249.24,8.362e+8,8.362e+8,1.071e-6,,
249.26,8.861e+8,8.861e+8,1.070e-6,,
249.28,8.363e+8,8.363e+8,1.069e-6,,
249.29,7.781e+8,7.781e+8,1.069e-6,,
249.31,6.178e+8,6.178e+8,1.068e-6,,
249.33,4.387e+8,4.387e+8,1.067e-6,,
249.34,3.555e+8,3.555e+8,1.067e-6,,
249.36,2.206e+8,2.206e+8,1.066e-6,,
249.38,1.380e+8,1.380e+8,1.065e-6,,
249.39,1.169e+8,1.169e+8,1.065e-6,,
249.41,1.109e+8,1.109e+8,1.064e-6,,
249.43,1.451e+8,1.451e+8,1.063e-6,,
249.45,2.092e+8,2.092e+8,1.062e-6,,
249.46,2.492e+8,2.492e+8,1.062e-6,,
249.48,3.411e+8,3.411e+8,1.061e-6,,
249.50,4.487e+8,4.487e+8,1.060e-6,,
249.51,5.111e+8,5.111e+8,1.060e-6,,
249.53,6.624e+8,6.624e+8,1.059e-6,,
249.55,8.600e+8,8.600e+8,1.058e-6,,
249.56,9.756e+8,9.756e+8,1.058e-6,,
249.58,1.222e+9,1.222e+9,1.057e-6,,
249.60,1.440e+9,1.440e+9,1.056e-6,,
249.62,1.561e+9,1.561e+9,1.055e-6,,
249.63,1.567e+9,1.567e+9,1.055e-6,,
