Wavelength (nm),Sum(calc),Cr I (1.6e-1),Cr II (8.4e-1),Cr IV (5.2e-17),Cr V (3.2e-39)
236.22,5.064e+3,5.064e+3,1.244e-6,,
236.24,2.374e+4,2.374e+4,1.243e-6,,
236.25,4.898e+4,4.898e+4,1.243e-6,,
236.27,1.893e+5,1.893e+5,1.242e-6,,
236.29,6.433e+5,6.433e+5,1.242e-6,,
236.31,1.922e+6,1.922e+6,1.241e-6,,
236.32,3.166e+6,3.166e+6,1.241e-6,,
236.34,7.799e+6,7.799e+6,1.240e-6,,
236.36,1.690e+7,1.690e+7,1.239e-6,,
236.37,2.370e+7,2.370e+7,1.239e-6,,
236.39,4.239e+7,4.239e+7,1.238e-6,,
236.41,6.681e+7,6.681e+7,1.238e-6,,
236.42,8.005e+7,8.005e+7,1.237e-6,,
236.44,1.049e+8,1.049e+8,1.237e-6,,
236.46,1.228e+8,1.228e+8,1.236e-6,,
236.48,1.303e+8,1.303e+8,1.235e-6,,
236.49,1.304e+8,1.304e+8,1.235e-6,,
236.51,1.265e+8,1.265e+8,1.234e-6,,
236.53,1.223e+8,1.223e+8,1.234e-6,,
236.54,1.215e+8,1.215e+8,1.233e-6,,
236.56,1.235e+8,1.235e+8,1.233e-6,,
236.58,1.283e+8,1.283e+8,1.232e-6,,
236.59,1.308e+8,1.308e+8,1.232e-6,,
236.61,1.339e+8,1.339e+8,1.231e-6,,
236.63,1.334e+8,1.334e+8,1.230e-6,,
236.65,1.287e+8,1.287e+8,1.230e-6,,
236.66,1.245e+8,1.245e+8,1.230e-6,,
236.68,1.120e+8,1.120e+8,1.229e-6,,
236.70,9.428e+7,9.428e+7,1.228e-6,,
236.71,8.382e+7,8.382e+7,1.228e-6,,
236.73,6.160e+7,6.160e+7,1.227e-6,,
236.75,4.066e+7,4.066e+7,1.227e-6,,
236.76,3.165e+7,3.165e+7,1.226e-6,,
236.78,1.752e+7,1.752e+7,1.226e-6,,
236.80,8.578e+6,8.578e+6,1.225e-6,,
236.82,3.705e+6,3.705e+6,1.224e-6,,
236.83,2.322e+6,2.322e+6,1.224e-6,,
236.85,8.290e+5,8.290e+5,1.223e-6,,
236.87,2.605e+5,2.605e+5,1.223e-6,,
236.88,1.392e+5,1.392e+5,1.222e-6,,
236.90,3.608e+4,3.608e+4,1.222e-6,,
236.92,8.226e+3,8.226e+3,1.221e-6,,
236.93,3.744e+3,3.744e+3,1.221e-6,,
236.95,7.040e+2,7.040e+2,1.220e-6,,
236.97,1.164e+2,1.164e+2,1.219e-6,,
236.99,1.693e+1,1.693e+1,1.219e-6,,
237.00,6.154e+0,6.154e+0,1.218e-6,,
237.02,7.382e-1,7.382e-1,1.218e-6,,
237.04,7.786e-2,7.786e-2,1.217e-6,,
237.05,2.410e-2,2.410e-2,1.217e-6,,
237.07,2.097e-3,2.097e-3,1.216e-6,,
237.09,1.829e-4,1.829e-4,1.215e-6,,
237.10,1.272e-4,1.272e-4,1.215e-6,,
237.12,1.094e-3,1.094e-3,1.214e-6,,
237.14,1.234e-2,1.234e-2,1.214e-6,,
237.16,1.227e-1,1.227e-1,1.213e-6,,
237.17,3.690e-1,3.690e-1,1.213e-6,,
237.19,3.032e+0,3.032e+0,1.212e-6,,
237.21,2.192e+1,2.192e+1,1.211e-6,,
237.22,5.620e+1,5.620e+1,1.211e-6,,
237.24,3.356e+2,3.356e+2,1.211e-6,,
237.26,1.764e+3,1.764e+3,1.210e-6,,
237.27,3.854e+3,3.854e+3,1.210e-6,,
237.29,1.673e+4,1.673e+4,1.209e-6,,
237.31,6.390e+4,6.390e+4,1.208e-6,,
237.33,2.148e+5,2.148e+5,1.208e-6,,
237.34,3.755e+5,3.755e+5,1.207e-6,,
237.36,1.042e+6,1.042e+6,1.207e-6,,
237.38,2.547e+6,2.547e+6,1.206e-6,,
237.39,3.796e+6,3.796e+6,1.206e-6,,
237.41,7.660e+6,7.660e+6,1.205e-6,,
237.43,1.360e+7,1.360e+7,1.204e-6,,
237.44,1.728e+7,1.728e+7,1.204e-6,,
237.46,2.535e+7,2.535e+7,1.203e-6,,
237.48,3.272e+7,3.272e+7,1.203e-6,,
237.50,3.717e+7,3.717e+7,1.202e-6,,
237.51,3.777e+7,3.777e+7,1.202e-6,,
237.53,3.543e+7,3.543e+7,1.201e-6,,
237.55,2.926e+7,2.926e+7,1.200e-6,,
237.56,2.535e+7,2.535e+7,1.200e-6,,
237.58,1.728e+7,1.728e+7,1.199e-6,,
237.60,1.037e+7,1.037e+7,1.199e-6,,
237.61,7.660e+6,7.660e+6,1.198e-6,,
237.63,3.796e+6,3.796e+6,1.198e-6,,
237.65,1.656e+6,1.656e+6,1.197e-6,,
237.67,6.357e+5,6.357e+5,1.196e-6,,
237.68,3.755e+5,3.755e+5,1.196e-6,,
237.70,1.190e+5,1.190e+5,1.195e-6,,
237.72,3.322e+4,3.322e+4,1.195e-6,,
237.73,1.673e+4,1.673e+4,1.194e-6,,
237.75,3.854e+3,3.854e+3,1.194e-6,,
237.77,7.817e+2,7.817e+2,1.193e-6,,
237.78,3.356e+2,3.356e+2,1.193e-6,,
237.80,5.620e+1,5.620e+1,1.192e-6,,
237.82,8.284e+0,8.284e+0,1.192e-6,,
237.84,1.075e+0,1.075e+0,1.191e-6,,
237.85,3.690e-1,3.690e-1,1.191e-6,,
237.87,3.954e-2,3.954e-2,1.190e-6,,
237.89,3.743e-3,3.743e-3,1.189e-6,,
237.90,1.152e-3,1.152e-3,1.189e-6,,
237.92,9.511e-4,9.511e-4,1.188e-6,,
237.94,1.093e-2,1.093e-2,1.188e-6,,
237.95,3.702e-2,3.702e-2,1.187e-6,,
237.97,3.862e-1,3.862e-1,1.187e-6,,
237.99,3.550e+0,3.550e+0,1.186e-6,,
238.01,2.874e+1,2.874e+1,1.185e-6,,
238.02,7.799e+1,7.799e+1,1.185e-6,,
238.04,5.222e+2,5.222e+2,1.184e-6,,
238.06,3.080e+3,3.080e+3,1.184e-6,,
238.07,7.132e+3,7.132e+3,1.183e-6,,
238.09,3.478e+4,3.478e+4,1.183e-6,,
238.11,1.494e+5,1.494e+5,1.182e-6,,
238.12,2.953e+5,2.953e+5,1.182e-6,,
238.14,1.049e+6,1.049e+6,1.181e-6,,
238.16,3.283e+6,3.283e+6,1.180e-6,,
238.18,9.050e+6,9.050e+6,1.180e-6,,
238.19,1.433e+7,1.433e+7,1.179e-6,,
238.21,3.266e+7,3.266e+7,1.179e-6,,
238.23,6.559e+7,6.559e+7,1.178e-6,,
238.24,8.863e+7,8.863e+7,1.178e-6,,
238.26,1.471e+8,1.471e+8,1.177e-6,,
238.28,2.152e+8,2.152e+8,1.176e-6,,
238.29,2.482e+8,2.482e+8,1.176e-6,,
238.31,3.002e+8,3.002e+8,1.175e-6,,
238.33,3.199e+8,3.199e+8,1.175e-6,,
238.35,3.003e+8,3.003e+8,1.174e-6,,
238.36,2.774e+8,2.774e+8,1.174e-6,,
238.38,2.156e+8,2.156e+8,1.173e-6,,
238.40,1.483e+8,1.483e+8,1.173e-6,,
238.41,1.179e+8,1.179e+8,1.172e-6,,
238.43,7.050e+7,7.050e+7,1.172e-6,,
238.45,4.384e+7,4.384e+7,1.171e-6,,
238.46,3.807e+7,3.807e+7,1.171e-6,,
238.48,3.933e+7,3.933e+7,1.170e-6,,
238.50,5.351e+7,5.351e+7,1.169e-6,,
238.52,7.446e+7,7.446e+7,1.169e-6,,
238.53,8.520e+7,8.520e+7,1.168e-6,,
238.55,1.025e+8,1.025e+8,1.168e-6,,
238.57,1.090e+8,1.090e+8,1.167e-6,,
238.58,1.073e+8,1.073e+8,1.167e-6,,
238.60,9.455e+7,9.455e+7,1.166e-6,,
238.62,7.341e+7,7.341e+7,1.165e-6,,
238.63,6.169e+7,6.169e+7,1.165e-6,,
238.65,3.962e+7,3.962e+7,1.164e-6,,
238.67,2.243e+7,2.243e+7,1.164e-6,,
238.69,1.120e+7,1.120e+7,1.163e-6,,
238.70,7.575e+6,7.575e+6,1.163e-6,,
238.72,3.269e+6,3.269e+6,1.162e-6,,
238.74,1.668e+6,1.668e+6,1.161e-6,,
238.75,1.584e+6,1.584e+6,1.161e-6,,
238.77,2.760e+6,2.760e+6,1.160e-6,,
238.79,6.254e+6,6.254e+6,1.160e-6,,
238.80,9.224e+6,9.224e+6,1.159e-6,,
238.82,1.841e+7,1.841e+7,1.159e-6,,
238.84,3.247e+7,3.247e+7,1.158e-6,,
238.86,5.049e+7,5.049e+7,1.157e-6,,
238.87,6.006e+7,6.006e+7,1.157e-6,,
238.89,7.729e+7,7.729e+7,1.156e-6,,
238.91,8.768e+7,8.768e+7,1.156e-6,,
238.92,8.907e+7,8.907e+7,1.155e-6,,
238.94,8.363e+7,8.363e+7,1.155e-6,,
238.96,6.921e+7,6.921e+7,1.154e-6,,
238.97,6.006e+7,6.006e+7,1.154e-6,,
238.99,4.114e+7,4.114e+7,1.153e-6,,
239.01,2.484e+7,2.484e+7,1.153e-6,,
239.03,1.322e+7,1.322e+7,1.152e-6,,
239.04,9.199e+6,9.199e+6,1.152e-6,,
239.06,4.052e+6,4.052e+6,1.151e-6,,
239.08,1.573e+6,1.573e+6,1.150e-6,,
239.09,9.352e+5,9.352e+5,1.150e-6,,
239.11,3.005e+5,3.005e+5,1.149e-6,,
239.13,8.513e+4,8.513e+4,1.149e-6,,
239.14,4.322e+4,4.322e+4,1.148e-6,,
239.16,1.013e+4,1.013e+4,1.148e-6,,
239.18,2.094e+3,2.094e+3,1.147e-6,,
239.20,3.815e+2,3.815e+2,1.146e-6,,
239.21,1.553e+2,1.553e+2,1.146e-6,,
239.23,2.342e+1,2.342e+1,1.145e-6,,
239.25,3.112e+0,3.112e+0,1.145e-6,,
239.26,1.082e+0,1.082e+0,1.144e-6,,
239.28,1.190e-1,1.190e-1,1.144e-6,,
239.30,1.154e-2,1.154e-2,1.143e-6,,
239.31,3.428e-3,3.428e-3,1.143e-6,,
239.33,2.751e-4,2.751e-4,1.142e-6,,
239.35,1.946e-5,1.946e-5,1.141e-6,,
239.37,1.214e-6,1.214e-6,1.141e-6,,
239.38,2.891e-7,2.891e-7,1.140e-6,,
240.37,2.323e-8,2.323e-8,1.108e-6,,
240.39,4.642e-7,4.642e-7,1.107e-6,,
240.40,1.966e-6,1.966e-6,1.107e-6,,
240.42,3.217e-5,3.217e-5,1.106e-6,,
240.44,4.648e-4,4.648e-4,1.106e-6,,
240.45,1.687e-3,1.687e-3,1.105e-6,,
240.47,2.025e-2,2.025e-2,1.105e-6,,
240.49,2.148e-1,2.148e-1,1.104e-6,,
240.50,6.678e-1,6.678e-1,1.104e-6,,
240.52,5.883e+0,5.883e+0,1.103e-6,,
240.54,4.581e+1,4.581e+1,1.102e-6,,
240.56,3.153e+2,3.153e+2,1.102e-6,,
240.57,7.896e+2,7.896e+2,1.101e-6,,
240.59,4.515e+3,4.515e+3,1.101e-6,,
240.61,2.283e+4,2.283e+4,1.100e-6,,
240.62,4.900e+4,4.900e+4,1.100e-6,,
240.64,2.059e+5,2.059e+5,1.099e-6,,
240.66,7.650e+5,7.650e+5,1.098e-6,,
240.67,1.408e+6,1.408e+6,1.098e-6,,
240.69,4.351e+6,4.351e+6,1.097e-6,,
240.71,1.189e+7,1.189e+7,1.097e-6,,
240.73,2.874e+7,2.874e+7,1.096e-6,,
240.74,4.268e+7,4.268e+7,1.096e-6,,
240.76,8.585e+7,8.585e+7,1.095e-6,,
240.78,1.528e+8,1.528e+8,1.095e-6,,
240.79,1.948e+8,1.948e+8,1.094e-6,,
240.81,2.887e+8,2.887e+8,1.094e-6,,
240.83,3.789e+8,3.789e+8,1.093e-6,,
240.84,4.146e+8,4.146e+8,1.093e-6,,
240.86,4.534e+8,4.534e+8,1.092e-6,,
240.88,4.391e+8,4.391e+8,1.091e-6,,
240.90,3.768e+8,3.768e+8,1.091e-6,,
240.91,3.335e+8,3.335e+8,1.090e-6,,
240.93,2.387e+8,2.387e+8,1.090e-6,,
240.95,1.514e+8,1.514e+8,1.089e-6,,
240.96,1.152e+8,1.152e+8,1.089e-6,,
240.98,6.097e+7,6.097e+7,1.088e-6,,
241.00,2.861e+7,2.861e+7,1.087e-6,,
241.01,1.873e+7,1.873e+7,1.087e-6,,
241.03,7.337e+6,7.337e+6,1.086e-6,,
241.05,2.548e+6,2.548e+6,1.086e-6,,
241.07,7.848e+5,7.848e+5,1.085e-6,,
241.08,4.163e+5,4.163e+5,1.085e-6,,
241.10,1.071e+5,1.071e+5,1.084e-6,,
241.12,2.441e+4,2.441e+4,1.083e-6,,
241.13,1.114e+4,1.114e+4,1.083e-6,,
241.15,2.120e+3,2.120e+3,1.082e-6,,
241.17,3.576e+2,3.576e+2,1.082e-6,,
241.18,1.404e+2,1.404e+2,1.081e-6,,
241.20,1.976e+1,1.976e+1,1.081e-6,,
241.22,2.464e+0,2.464e+0,1.080e-6,,
241.24,2.723e-1,2.723e-1,1.079e-6,,
241.25,8.649e-2,8.649e-2,1.079e-6,,
241.27,7.966e-3,7.966e-3,1.078e-6,,
241.29,6.498e-4,6.498e-4,1.078e-6,,
241.30,1.773e-4,1.773e-4,1.077e-6,,
241.32,1.205e-5,1.205e-5,1.077e-6,,
241.34,7.245e-7,7.245e-7,1.076e-6,,
241.35,1.465e-7,1.465e-7,1.076e-6,,
247.41,7.739e-9,7.739e-9,8.773e-7,,
247.42,3.298e-8,3.298e-8,8.770e-7,,
247.44,5.486e-7,5.486e-7,8.763e-7,,
247.46,8.118e-6,8.118e-6,8.757e-7,,
247.47,2.988e-5,2.988e-5,8.754e-7,,
247.49,3.709e-4,3.709e-4,8.747e-7,,
247.51,4.095e-3,4.095e-3,8.741e-7,,
247.53,4.021e-2,4.021e-2,8.734e-7,,
247.54,1.206e-1,1.206e-1,8.731e-7,,
247.56,9.933e-1,9.933e-1,8.724e-7,,
247.58,7.278e+0,7.278e+0,8.718e-7,,
247.59,1.885e+1,1.885e+1,8.714e-7,,
247.61,1.159e+2,1.159e+2,8.708e-7,,
247.63,6.334e+2,6.334e+2,8.701e-7,,
247.64,1.417e+3,1.417e+3,8.698e-7,,
247.66,6.499e+3,6.499e+3,8.691e-7,,
247.68,2.651e+4,2.651e+4,8.685e-7,,
247.70,9.616e+4,9.616e+4,8.678e-7,,
247.71,1.753e+5,1.753e+5,8.675e-7,,
247.73,5.334e+5,5.334e+5,8.668e-7,,
247.75,1.444e+6,1.444e+6,8.662e-7,,
247.76,2.273e+6,2.273e+6,8.659e-7,,
247.78,5.162e+6,5.162e+6,8.652e-7,,
247.80,1.042e+7,1.042e+7,8.646e-7,,
247.81,1.418e+7,1.418e+7,8.642e-7,,
247.83,2.402e+7,2.402e+7,8.636e-7,,
247.85,3.619e+7,3.619e+7,8.629e-7,,
247.86,4.252e+7,4.252e+7,8.626e-7,,
247.88,5.374e+7,5.374e+7,8.619e-7,,
247.90,6.042e+7,6.042e+7,8.613e-7,,
247.92,6.042e+7,6.042e+7,8.606e-7,,
247.93,5.783e+7,5.783e+7,8.603e-7,,
247.95,4.851e+7,4.851e+7,8.596e-7,,
247.97,3.619e+7,3.619e+7,8.590e-7,,
247.98,2.992e+7,2.992e+7,8.587e-7,,
248.00,1.873e+7,1.873e+7,8.580e-7,,
248.02,1.042e+7,1.042e+7,8.573e-7,,
248.03,7.444e+6,7.444e+6,8.570e-7,,
248.05,3.476e+6,3.476e+6,8.564e-7,,
248.07,1.444e+6,1.444e+6,8.557e-7,,
248.09,5.334e+5,5.334e+5,8.551e-7,,
248.10,3.103e+5,3.103e+5,8.547e-7,,
248.12,9.616e+4,9.616e+4,8.541e-7,,
248.14,2.651e+4,2.651e+4,8.534e-7,,
248.15,1.332e+4,1.332e+4,8.531e-7,,
248.17,3.080e+3,3.080e+3,8.524e-7,,
248.19,6.334e+2,6.334e+2,8.518e-7,,
248.20,2.749e+2,2.749e+2,8.514e-7,,
248.22,4.743e+1,4.743e+1,8.508e-7,,
248.24,7.278e+0,7.278e+0,8.501e-7,,
248.26,9.933e-1,9.933e-1,8.495e-7,,
248.27,3.512e-1,3.512e-1,8.492e-7,,
248.29,4.021e-2,4.021e-2,8.485e-7,,
248.31,4.095e-3,4.095e-3,8.478e-7,,
248.32,1.251e-3,1.251e-3,8.475e-7,,
248.34,1.068e-4,1.068e-4,8.469e-7,,
248.36,8.118e-6,8.118e-6,8.462e-7,,
248.37,2.142e-6,2.142e-6,8.459e-7,,
248.39,1.365e-7,1.365e-7,8.452e-7,,
248.41,7.739e-9,7.739e-9,8.446e-7,,
248.75,9.075e-9,9.075e-9,8.334e-7,,
248.77,1.645e-7,1.645e-7,8.328e-7,,
248.78,6.704e-7,6.704e-7,8.324e-7,,
248.80,1.021e-5,1.021e-5,8.318e-7,,
248.82,1.385e-4,1.385e-4,8.311e-7,,
248.83,4.884e-4,4.884e-4,8.308e-7,,
248.85,5.568e-3,5.568e-3,8.302e-7,,
248.87,5.653e-2,5.653e-2,8.295e-7,,
248.88,1.725e-1,1.725e-1,8.292e-7,,
248.90,1.472e+0,1.472e+0,8.285e-7,,
248.92,1.118e+1,1.118e+1,8.279e-7,,
248.94,7.569e+1,7.569e+1,8.272e-7,,
248.95,1.885e+2,1.885e+2,8.269e-7,,
248.97,1.072e+3,1.072e+3,8.262e-7,,
248.99,5.432e+3,5.432e+3,8.256e-7,,
249.00,1.170e+4,1.170e+4,8.252e-7,,
249.02,4.983e+4,4.983e+4,8.246e-7,,
249.04,1.889e+5,1.889e+5,8.239e-7,,
249.05,3.522e+5,3.522e+5,8.236e-7,,
249.07,1.122e+6,1.122e+6,8.229e-7,,
249.09,3.185e+6,3.185e+6,8.223e-7,,
249.11,8.048e+6,8.048e+6,8.216e-7,,
249.12,1.225e+7,1.225e+7,8.213e-7,,
249.14,2.602e+7,2.602e+7,8.207e-7,,
249.16,4.921e+7,4.921e+7,8.200e-7,,
249.17,6.481e+7,6.481e+7,8.197e-7,,
249.19,1.030e+8,1.030e+8,8.190e-7,,
249.21,1.459e+8,1.459e+8,8.184e-7,,
249.22,1.662e+8,1.662e+8,8.180e-7,,
249.24,1.977e+8,1.977e+8,8.174e-7,,
249.26,2.095e+8,2.095e+8,8.167e-7,,
249.28,1.977e+8,1.977e+8,8.161e-7,,
249.29,1.840e+8,1.840e+8,8.157e-7,,
249.31,1.461e+8,1.461e+8,8.151e-7,,
249.33,1.037e+8,1.037e+8,8.144e-7,,
249.34,8.406e+7,8.406e+7,8.141e-7,,
249.36,5.215e+7,5.215e+7,8.134e-7,,
249.38,3.264e+7,3.264e+7,8.128e-7,,
249.39,2.765e+7,2.765e+7,8.125e-7,,
249.41,2.622e+7,2.622e+7,8.118e-7,,
249.43,3.433e+7,3.433e+7,8.112e-7,,
249.45,4.948e+7,4.948e+7,8.105e-7,,
249.46,5.896e+7,5.896e+7,8.102e-7,,
249.48,8.068e+7,8.068e+7,8.095e-7,,
249.50,1.061e+8,1.061e+8,8.089e-7,,
249.51,1.208e+8,1.208e+8,8.085e-7,,
249.53,1.566e+8,1.566e+8,8.079e-7,,
249.55,2.032e+8,2.032e+8,8.072e-7,,
249.56,2.305e+8,2.305e+8,8.069e-7,,
249.58,2.887e+8,2.887e+8,8.062e-7,,
249.60,3.403e+8,3.403e+8,8.056e-7,,
249.62,3.687e+8,3.687e+8,8.049e-7,,
249.63,3.702e+8,3.702e+8,8.046e-7,,
