Wavelength (nm),Sum(calc),Cr I (6.9e-2),Cr II (9.3e-1),Cr IV (9.8e-19),Cr V (7.6e-44)
205.15,1.491e-6,,1.491e-6,,
205.16,8.372e-6,,8.372e-6,,
205.18,2.322e-4,,2.322e-4,,
205.20,5.431e-3,,5.431e-3,,
205.21,2.464e-2,,2.464e-2,,
205.23,4.463e-1,,4.463e-1,,
205.25,6.819e+0,,6.819e+0,,
205.27,8.785e+1,,8.785e+1,,
205.28,2.958e+2,,2.958e+2,,
205.30,2.951e+3,,2.951e+3,,
205.32,2.483e+4,,2.483e+4,,
205.33,6.757e+4,,6.757e+4,,
205.35,4.403e+5,,4.403e+5,,
205.37,2.420e+6,,2.420e+6,,
205.38,5.322e+6,,5.322e+6,,
205.40,2.265e+7,,2.265e+7,,
205.42,8.130e+7,,8.130e+7,,
205.44,2.461e+8,,2.461e+8,,
205.45,4.016e+8,,4.016e+8,,
205.47,9.416e+8,,9.416e+8,,
205.49,1.861e+9,,1.861e+9,,
205.50,2.455e+9,,2.455e+9,,
205.52,3.759e+9,,3.759e+9,,
205.54,4.854e+9,,4.854e+9,,
205.55,5.175e+9,,5.175e+9,,
205.57,5.175e+9,,5.175e+9,,
205.59,4.364e+9,,4.364e+9,,
205.61,3.104e+9,,3.104e+9,,
205.62,2.455e+9,,2.455e+9,,
205.64,1.352e+9,,1.352e+9,,
205.66,6.282e+8,,6.282e+8,,
205.67,4.016e+8,,4.016e+8,,
205.69,1.445e+8,,1.445e+8,,
205.71,4.384e+7,,4.384e+7,,
205.72,2.265e+7,,2.265e+7,,
205.74,5.322e+6,,5.322e+6,,
205.76,1.055e+6,,1.055e+6,,
205.78,1.762e+5,,1.762e+5,,
205.79,6.757e+4,,6.757e+4,,
205.81,8.745e+3,,8.745e+3,,
205.83,9.548e+2,,9.548e+2,,
205.84,2.973e+2,,2.973e+2,,
205.86,4.583e+1,,4.583e+1,,
205.88,2.447e+2,,2.447e+2,,
205.89,7.791e+2,,7.791e+2,,
205.91,7.044e+3,,7.044e+3,,
205.93,5.379e+4,,5.379e+4,,
205.95,3.467e+5,,3.467e+5,,
205.96,8.261e+5,,8.261e+5,,
205.98,4.130e+6,,4.130e+6,,
206.00,1.743e+7,,1.743e+7,,
206.01,3.361e+7,,3.361e+7,,
206.03,1.100e+8,,1.100e+8,,
206.05,3.040e+8,,3.040e+8,,
206.06,4.743e+8,,4.743e+8,,
206.08,1.017e+9,,1.017e+9,,
206.10,1.839e+9,,1.839e+9,,
206.12,2.809e+9,,2.809e+9,,
206.13,3.258e+9,,3.258e+9,,
206.15,3.859e+9,,3.859e+9,,
206.17,3.859e+9,,3.859e+9,,
206.18,3.622e+9,,3.622e+9,,
206.20,2.809e+9,,2.809e+9,,
206.22,1.839e+9,,1.839e+9,,
206.23,1.397e+9,,1.397e+9,,
206.25,7.092e+8,,7.092e+8,,
206.27,3.040e+8,,3.040e+8,,
206.29,1.100e+8,,1.100e+8,,
206.30,6.211e+7,,6.211e+7,,
206.32,1.747e+7,,1.747e+7,,
206.34,4.375e+6,,4.375e+6,,
206.35,2.468e+6,,2.468e+6,,
206.37,3.233e+6,,3.233e+6,,
206.39,1.217e+7,,1.217e+7,,
206.40,2.332e+7,,2.332e+7,,
206.42,7.592e+7,,7.592e+7,,
206.44,2.090e+8,,2.090e+8,,
206.46,4.859e+8,,4.859e+8,,
206.47,6.955e+8,,6.955e+8,,
206.49,1.256e+9,,1.256e+9,,
206.51,1.915e+9,,1.915e+9,,
206.52,2.219e+9,,2.219e+9,,
206.54,2.627e+9,,2.627e+9,,
206.56,2.627e+9,,2.627e+9,,
206.57,2.466e+9,,2.466e+9,,
206.59,1.915e+9,,1.915e+9,,
206.61,1.256e+9,,1.256e+9,,
206.62,9.544e+8,,9.544e+8,,
206.64,4.859e+8,,4.859e+8,,
206.66,2.090e+8,,2.090e+8,,
206.68,7.592e+7,,7.592e+7,,
206.69,4.295e+7,,4.295e+7,,
206.71,1.211e+7,,1.211e+7,,
206.73,2.886e+6,,2.886e+6,,
206.74,1.322e+6,,1.322e+6,,
206.76,2.446e+5,,2.446e+5,,
206.78,3.821e+4,,3.821e+4,,
206.79,1.418e+4,,1.418e+4,,
206.81,1.719e+3,,1.719e+3,,
206.83,1.762e+2,,1.762e+2,,
206.85,1.525e+1,,1.525e+1,,
206.86,4.210e+0,,4.210e+0,,
206.88,2.829e-1,,2.829e-1,,
206.90,1.606e-2,,1.606e-2,,
206.91,3.590e-3,,3.590e-3,,
206.93,1.582e-4,,1.582e-4,,
206.95,5.888e-6,,5.888e-6,,
206.96,1.066e-6,,1.066e-6,,
234.95,5.399e-10,5.399e-10,6.203e-7,,
234.96,2.525e-9,2.525e-9,6.202e-7,,
234.98,5.009e-8,5.009e-8,6.199e-7,,
235.00,8.727e-7,8.727e-7,6.196e-7,,
235.01,3.469e-6,3.469e-6,6.194e-7,,
235.03,4.975e-5,4.975e-5,6.191e-7,,
235.05,6.264e-4,6.264e-4,6.188e-7,,
235.06,2.117e-3,2.117e-3,6.186e-7,,
235.08,2.194e-2,2.194e-2,6.183e-7,,
235.10,1.996e-1,1.996e-1,6.180e-7,,
235.12,1.595e+0,1.595e+0,6.176e-7,,
235.13,4.295e+0,4.295e+0,6.175e-7,,
235.15,2.825e+1,2.825e+1,6.172e-7,,
235.17,1.632e+2,1.632e+2,6.168e-7,,
235.18,3.735e+2,3.735e+2,6.167e-7,,
235.20,1.775e+3,1.775e+3,6.164e-7,,
235.22,7.409e+3,7.409e+3,6.160e-7,,
235.23,1.442e+4,1.442e+4,6.159e-7,,
235.25,4.953e+4,4.953e+4,6.156e-7,,
235.27,1.494e+5,1.494e+5,6.152e-7,,
235.29,3.958e+5,3.958e+5,6.149e-7,,
235.30,6.136e+5,6.136e+5,6.148e-7,,
235.32,1.338e+6,1.338e+6,6.145e-7,,
235.34,2.561e+6,2.561e+6,6.141e-7,,
235.35,3.375e+6,3.375e+6,6.140e-7,,
235.37,5.318e+6,5.318e+6,6.137e-7,,
235.39,7.359e+6,7.359e+6,6.133e-7,,
235.40,8.244e+6,8.244e+6,6.132e-7,,
235.42,9.388e+6,9.388e+6,6.129e-7,,
235.44,9.388e+6,9.388e+6,6.125e-7,,
235.46,8.244e+6,8.244e+6,6.122e-7,,
235.47,7.359e+6,7.359e+6,6.121e-7,,
235.49,5.318e+6,5.318e+6,6.117e-7,,
235.51,3.375e+6,3.375e+6,6.114e-7,,
235.52,2.561e+6,2.561e+6,6.113e-7,,
235.54,1.338e+6,1.338e+6,6.109e-7,,
235.56,6.136e+5,6.136e+5,6.106e-7,,
235.57,3.958e+5,3.958e+5,6.105e-7,,
235.59,1.494e+5,1.494e+5,6.101e-7,,
235.61,4.953e+4,4.953e+4,6.098e-7,,
235.63,1.442e+4,1.442e+4,6.095e-7,,
235.64,7.409e+3,7.409e+3,6.094e-7,,
235.66,1.775e+3,1.775e+3,6.090e-7,,
235.68,3.735e+2,3.735e+2,6.087e-7,,
235.69,1.632e+2,1.632e+2,6.086e-7,,
235.71,2.825e+1,2.825e+1,6.082e-7,,
235.73,4.295e+0,4.295e+0,6.079e-7,,
235.74,1.595e+0,1.595e+0,6.078e-7,,
235.76,1.996e-1,1.996e-1,6.074e-7,,
235.78,2.194e-2,2.194e-2,6.071e-7,,
235.80,2.117e-3,2.117e-3,6.068e-7,,
235.81,6.264e-4,6.264e-4,6.066e-7,,
235.83,4.975e-5,4.975e-5,6.063e-7,,
235.85,3.469e-6,3.469e-6,6.060e-7,,
235.86,8.727e-7,8.727e-7,6.058e-7,,
235.88,5.009e-8,5.009e-8,6.055e-7,,
