Wavelength (nm),Sum(calc),Cr I (6.2e-2),Cr II (9.4e-1),Cr IV (5.1e-14),Cr V (3.3e-33)
205.15,6.297e-6,,6.297e-6,,
205.16,3.535e-5,,3.535e-5,,
205.18,9.805e-4,,9.805e-4,,
205.20,2.293e-2,,2.293e-2,,
205.21,1.040e-1,,1.040e-1,,
205.23,1.885e+0,,1.885e+0,,
205.25,2.879e+1,,2.879e+1,,
205.27,3.709e+2,,3.709e+2,,
205.28,1.249e+3,,1.249e+3,,
205.30,1.246e+4,,1.246e+4,,
205.32,1.049e+5,,1.049e+5,,
205.33,2.853e+5,,2.853e+5,,
205.35,1.859e+6,,1.859e+6,,
205.37,1.022e+7,,1.022e+7,,
205.38,2.247e+7,,2.247e+7,,
205.40,9.565e+7,,9.565e+7,,
205.42,3.433e+8,,3.433e+8,,
205.44,1.039e+9,,1.039e+9,,
205.45,1.696e+9,,1.696e+9,,
205.47,3.976e+9,,3.976e+9,,
205.49,7.861e+9,,7.861e+9,,
205.50,1.037e+10,,1.037e+10,,
205.52,1.587e+10,,1.587e+10,,
205.54,2.050e+10,,2.050e+10,,
205.55,2.185e+10,,2.185e+10,,
205.57,2.185e+10,,2.185e+10,,
205.59,1.843e+10,,1.843e+10,,
205.61,1.311e+10,,1.311e+10,,
205.62,1.037e+10,,1.037e+10,,
205.64,5.711e+9,,5.711e+9,,
205.66,2.653e+9,,2.653e+9,,
205.67,1.696e+9,,1.696e+9,,
205.69,6.101e+8,,6.101e+8,,
205.71,1.851e+8,,1.851e+8,,
205.72,9.565e+7,,9.565e+7,,
205.74,2.247e+7,,2.247e+7,,
205.76,4.453e+6,,4.453e+6,,
205.78,7.441e+5,,7.441e+5,,
205.79,2.853e+5,,2.853e+5,,
205.81,3.693e+4,,3.693e+4,,
205.83,4.032e+3,,4.032e+3,,
205.84,1.255e+3,,1.255e+3,,
205.86,1.931e+2,,1.931e+2,,
205.88,1.028e+3,,1.028e+3,,
205.89,3.272e+3,,3.272e+3,,
205.91,2.958e+4,,2.958e+4,,
205.93,2.259e+5,,2.259e+5,,
205.95,1.456e+6,,1.456e+6,,
205.96,3.469e+6,,3.469e+6,,
205.98,1.734e+7,,1.734e+7,,
206.00,7.320e+7,,7.320e+7,,
206.01,1.411e+8,,1.411e+8,,
206.03,4.620e+8,,4.620e+8,,
206.05,1.277e+9,,1.277e+9,,
206.06,1.992e+9,,1.992e+9,,
206.08,4.269e+9,,4.269e+9,,
206.10,7.723e+9,,7.723e+9,,
206.12,1.180e+10,,1.180e+10,,
206.13,1.368e+10,,1.368e+10,,
206.15,1.621e+10,,1.621e+10,,
206.17,1.621e+10,,1.621e+10,,
206.18,1.521e+10,,1.521e+10,,
206.20,1.180e+10,,1.180e+10,,
206.22,7.723e+9,,7.723e+9,,
206.23,5.865e+9,,5.865e+9,,
206.25,2.978e+9,,2.978e+9,,
206.27,1.277e+9,,1.277e+9,,
206.29,4.620e+8,,4.620e+8,,
206.30,2.608e+8,,2.608e+8,,
206.32,7.336e+7,,7.336e+7,,
206.34,1.837e+7,,1.837e+7,,
206.35,1.035e+7,,1.035e+7,,
206.37,1.353e+7,,1.353e+7,,
206.39,5.091e+7,,5.091e+7,,
206.40,9.756e+7,,9.756e+7,,
206.42,3.177e+8,,3.177e+8,,
206.44,8.744e+8,,8.744e+8,,
206.46,2.033e+9,,2.033e+9,,
206.47,2.910e+9,,2.910e+9,,
206.49,5.254e+9,,5.254e+9,,
206.51,8.011e+9,,8.011e+9,,
206.52,9.286e+9,,9.286e+9,,
206.54,1.099e+10,,1.099e+10,,
206.56,1.099e+10,,1.099e+10,,
206.57,1.032e+10,,1.032e+10,,
206.59,8.011e+9,,8.011e+9,,
206.61,5.254e+9,,5.254e+9,,
206.62,3.994e+9,,3.994e+9,,
206.64,2.033e+9,,2.033e+9,,
206.66,8.744e+8,,8.744e+8,,
206.68,3.177e+8,,3.177e+8,,
206.69,1.797e+8,,1.797e+8,,
206.71,5.069e+7,,5.069e+7,,
206.73,1.208e+7,,1.208e+7,,
206.74,5.532e+6,,5.532e+6,,
206.76,1.023e+6,,1.023e+6,,
206.78,1.599e+5,,1.599e+5,,
206.79,5.931e+4,,5.931e+4,,
206.81,7.194e+3,,7.194e+3,,
206.83,7.371e+2,,7.371e+2,,
206.85,6.379e+1,,6.379e+1,,
206.86,1.762e+1,,1.762e+1,,
206.88,1.184e+0,,1.184e+0,,
206.90,6.718e-2,,6.718e-2,,
206.91,1.502e-2,,1.502e-2,,
206.93,6.619e-4,,6.619e-4,,
206.95,2.464e-5,,2.464e-5,,
206.96,4.462e-6,,4.462e-6,,
234.95,1.969e-9,1.969e-9,2.611e-6,,
234.96,9.206e-9,9.206e-9,2.610e-6,,
234.98,1.827e-7,1.827e-7,2.609e-6,,
235.00,3.182e-6,3.182e-6,2.608e-6,,
235.01,1.265e-5,1.265e-5,2.607e-6,,
235.03,1.814e-4,1.814e-4,2.606e-6,,
235.05,2.284e-3,2.284e-3,2.604e-6,,
235.06,7.720e-3,7.720e-3,2.604e-6,,
235.08,7.999e-2,7.999e-2,2.602e-6,,
235.10,7.280e-1,7.280e-1,2.601e-6,,
235.12,5.817e+0,5.817e+0,2.600e-6,,
235.13,1.566e+1,1.566e+1,2.599e-6,,
235.15,1.030e+2,1.030e+2,2.598e-6,,
235.17,5.950e+2,5.950e+2,2.596e-6,,
235.18,1.362e+3,1.362e+3,2.596e-6,,
235.20,6.473e+3,6.473e+3,2.594e-6,,
235.22,2.702e+4,2.702e+4,2.593e-6,,
235.23,5.258e+4,5.258e+4,2.593e-6,,
235.25,1.806e+5,1.806e+5,2.591e-6,,
235.27,5.448e+5,5.448e+5,2.590e-6,,
235.29,1.443e+6,1.443e+6,2.589e-6,,
235.30,2.237e+6,2.237e+6,2.588e-6,,
235.32,4.878e+6,4.878e+6,2.587e-6,,
235.34,9.339e+6,9.339e+6,2.585e-6,,
235.35,1.231e+7,1.231e+7,2.585e-6,,
235.37,1.939e+7,1.939e+7,2.583e-6,,
235.39,2.683e+7,2.683e+7,2.582e-6,,
235.40,3.006e+7,3.006e+7,2.581e-6,,
235.42,3.423e+7,3.423e+7,2.580e-6,,
235.44,3.423e+7,3.423e+7,2.579e-6,,
235.46,3.006e+7,3.006e+7,2.577e-6,,
235.47,2.683e+7,2.683e+7,2.577e-6,,
235.49,1.939e+7,1.939e+7,2.575e-6,,
235.51,1.231e+7,1.231e+7,2.574e-6,,
235.52,9.339e+6,9.339e+6,2.573e-6,,
235.54,4.878e+6,4.878e+6,2.572e-6,,
235.56,2.237e+6,2.237e+6,2.571e-6,,
235.57,1.443e+6,1.443e+6,2.570e-6,,
235.59,5.448e+5,5.448e+5,2.569e-6,,
235.61,1.806e+5,1.806e+5,2.567e-6,,
235.63,5.258e+4,5.258e+4,2.566e-6,,
235.64,2.702e+4,2.702e+4,2.565e-6,,
