Wavelength (nm),Sum(calc),Cr I (6.6e-1),Cr II (3.4e-1),Cr IV (2.1e-19),Cr V (1.3e-42)
205.15,1.268e-6,,1.268e-6,,
205.16,7.120e-6,,7.120e-6,,
205.18,1.975e-4,,1.975e-4,,
205.20,4.619e-3,,4.619e-3,,
205.21,2.096e-2,,2.096e-2,,
205.23,3.796e-1,,3.796e-1,,
205.25,5.799e+0,,5.799e+0,,
205.27,7.471e+1,,7.471e+1,,
205.28,2.516e+2,,2.516e+2,,
205.30,2.510e+3,,2.510e+3,,
205.32,2.112e+4,,2.112e+4,,
205.33,5.747e+4,,5.747e+4,,
205.35,3.745e+5,,3.745e+5,,
205.37,2.058e+6,,2.058e+6,,
205.38,4.526e+6,,4.526e+6,,
205.40,1.926e+7,,1.926e+7,,
205.42,6.914e+7,,6.914e+7,,
205.44,2.093e+8,,2.093e+8,,
205.45,3.416e+8,,3.416e+8,,
205.47,8.008e+8,,8.008e+8,,
205.49,1.583e+9,,1.583e+9,,
205.50,2.088e+9,,2.088e+9,,
205.52,3.197e+9,,3.197e+9,,
205.54,4.128e+9,,4.128e+9,,
205.55,4.401e+9,,4.401e+9,,
205.57,4.401e+9,,4.401e+9,,
205.59,3.711e+9,,3.711e+9,,
205.61,2.640e+9,,2.640e+9,,
205.62,2.088e+9,,2.088e+9,,
205.64,1.150e+9,,1.150e+9,,
205.66,5.343e+8,,5.343e+8,,
205.67,3.416e+8,,3.416e+8,,
205.69,1.229e+8,,1.229e+8,,
205.71,3.728e+7,,3.728e+7,,
205.72,1.926e+7,,1.926e+7,,
205.74,4.526e+6,,4.526e+6,,
205.76,8.968e+5,,8.968e+5,,
205.78,1.499e+5,,1.499e+5,,
205.79,5.747e+4,,5.747e+4,,
205.81,7.437e+3,,7.437e+3,,
205.83,8.120e+2,,8.120e+2,,
205.84,2.528e+2,,2.528e+2,,
205.86,3.893e+1,,3.893e+1,,
205.88,2.075e+2,,2.075e+2,,
205.89,6.606e+2,,6.606e+2,,
205.91,5.972e+3,,5.972e+3,,
205.93,4.560e+4,,4.560e+4,,
205.95,2.940e+5,,2.940e+5,,
205.96,7.004e+5,,7.004e+5,,
205.98,3.502e+6,,3.502e+6,,
206.00,1.478e+7,,1.478e+7,,
206.01,2.849e+7,,2.849e+7,,
206.03,9.328e+7,,9.328e+7,,
206.05,2.578e+8,,2.578e+8,,
206.06,4.021e+8,,4.021e+8,,
206.08,8.618e+8,,8.618e+8,,
206.10,1.559e+9,,1.559e+9,,
206.12,2.382e+9,,2.382e+9,,
206.13,2.762e+9,,2.762e+9,,
206.15,3.272e+9,,3.272e+9,,
206.17,3.272e+9,,3.272e+9,,
206.18,3.071e+9,,3.071e+9,,
206.20,2.382e+9,,2.382e+9,,
206.22,1.559e+9,,1.559e+9,,
206.23,1.184e+9,,1.184e+9,,
206.25,6.013e+8,,6.013e+8,,
206.27,2.578e+8,,2.578e+8,,
206.29,9.328e+7,,9.328e+7,,
206.30,5.266e+7,,5.266e+7,,
206.32,1.481e+7,,1.481e+7,,
206.34,3.709e+6,,3.709e+6,,
206.35,2.091e+6,,2.091e+6,,
206.37,2.736e+6,,2.736e+6,,
206.39,1.030e+7,,1.030e+7,,
206.40,1.973e+7,,1.973e+7,,
206.42,6.424e+7,,6.424e+7,,
206.44,1.768e+8,,1.768e+8,,
206.46,4.111e+8,,4.111e+8,,
206.47,5.885e+8,,5.885e+8,,
206.49,1.062e+9,,1.062e+9,,
206.51,1.620e+9,,1.620e+9,,
206.52,1.878e+9,,1.878e+9,,
206.54,2.223e+9,,2.223e+9,,
206.56,2.223e+9,,2.223e+9,,
206.57,2.087e+9,,2.087e+9,,
206.59,1.620e+9,,1.620e+9,,
206.61,1.062e+9,,1.062e+9,,
206.62,8.076e+8,,8.076e+8,,
206.64,4.111e+8,,4.111e+8,,
206.66,1.768e+8,,1.768e+8,,
206.68,6.423e+7,,6.423e+7,,
206.69,3.634e+7,,3.634e+7,,
206.71,1.025e+7,,1.025e+7,,
206.73,2.442e+6,,2.442e+6,,
206.74,1.119e+6,,1.119e+6,,
206.76,2.069e+5,,2.069e+5,,
206.78,3.233e+4,,3.233e+4,,
206.79,1.199e+4,,1.199e+4,,
206.81,1.455e+3,,1.455e+3,,
206.83,1.491e+2,,1.491e+2,,
206.85,1.290e+1,,1.290e+1,,
206.86,3.562e+0,,3.562e+0,,
206.88,2.393e-1,,2.393e-1,,
206.90,1.358e-2,,1.358e-2,,
206.91,3.038e-3,,3.038e-3,,
206.93,1.339e-4,,1.339e-4,,
206.95,4.982e-6,,4.982e-6,,
206.96,9.022e-7,,9.022e-7,,
234.95,1.171e-8,1.171e-8,5.266e-7,,
234.96,5.478e-8,5.478e-8,5.265e-7,,
234.98,1.087e-6,1.087e-6,5.262e-7,,
235.00,1.894e-5,1.894e-5,5.259e-7,,
235.01,7.528e-5,7.528e-5,5.258e-7,,
235.03,1.079e-3,1.079e-3,5.255e-7,,
235.05,1.359e-2,1.359e-2,5.253e-7,,
235.06,4.594e-2,4.594e-2,5.251e-7,,
235.08,4.760e-1,4.760e-1,5.249e-7,,
235.10,4.332e+0,4.332e+0,5.246e-7,,
235.12,3.462e+1,3.462e+1,5.243e-7,,
235.13,9.321e+1,9.321e+1,5.242e-7,,
235.15,6.130e+2,6.130e+2,5.239e-7,,
235.17,3.540e+3,3.540e+3,5.237e-7,,
235.18,8.104e+3,8.104e+3,5.235e-7,,
235.20,3.852e+4,3.852e+4,5.233e-7,,
235.22,1.608e+5,1.608e+5,5.230e-7,,
235.23,3.129e+5,3.129e+5,5.229e-7,,
235.25,1.075e+6,1.075e+6,5.226e-7,,
235.27,3.242e+6,3.242e+6,5.223e-7,,
235.29,8.588e+6,8.588e+6,5.220e-7,,
235.30,1.331e+7,1.331e+7,5.219e-7,,
235.32,2.903e+7,2.903e+7,5.216e-7,,
235.34,5.557e+7,5.557e+7,5.214e-7,,
235.35,7.324e+7,7.324e+7,5.212e-7,,
235.37,1.154e+8,1.154e+8,5.210e-7,,
235.39,1.597e+8,1.597e+8,5.207e-7,,
235.40,1.789e+8,1.789e+8,5.206e-7,,
235.42,2.037e+8,2.037e+8,5.203e-7,,
235.44,2.037e+8,2.037e+8,5.200e-7,,
235.46,1.789e+8,1.789e+8,5.198e-7,,
235.47,1.597e+8,1.597e+8,5.196e-7,,
235.49,1.154e+8,1.154e+8,5.194e-7,,
235.51,7.324e+7,7.324e+7,5.191e-7,,
235.52,5.557e+7,5.557e+7,5.190e-7,,
235.54,2.903e+7,2.903e+7,5.187e-7,,
235.56,1.331e+7,1.331e+7,5.184e-7,,
235.57,8.588e+6,8.588e+6,5.183e-7,,
235.59,3.242e+6,3.242e+6,5.180e-7,,
235.61,1.075e+6,1.075e+6,5.178e-7,,
235.63,3.129e+5,3.129e+5,5.175e-7,,
235.64,1.608e+5,1.608e+5,5.173e-7,,
235.66,3.852e+4,3.852e+4,5.171e-7,,
235.68,8.104e+3,8.104e+3,5.168e-7,,
235.69,3.540e+3,3.540e+3,5.167e-7,,
235.71,6.130e+2,6.130e+2,5.164e-7,,
235.73,9.321e+1,9.321e+1,5.161e-7,,
235.74,3.462e+1,3.462e+1,5.160e-7,,
235.76,4.332e+0,4.332e+0,5.157e-7,,
235.78,4.760e-1,4.760e-1,5.155e-7,,
235.80,4.594e-2,4.594e-2,5.152e-7,,
235.81,1.359e-2,1.359e-2,5.151e-7,,
235.83,1.079e-3,1.079e-3,5.148e-7,,
235.85,7.528e-5,7.528e-5,5.145e-7,,
235.86,1.894e-5,1.894e-5,5.144e-7,,
235.88,1.087e-6,1.087e-6,5.141e-7,,
235.90,5.478e-8,5.478e-8,5.139e-7,,
236.00,1.758e-7,1.758e-7,5.125e-7,,
236.02,3.398e-6,3.398e-6,5.122e-7,,
236.03,1.423e-5,1.423e-5,5.121e-7,,
236.05,2.267e-4,2.267e-4,5.118e-7,,
236.07,3.176e-3,3.176e-3,5.116e-7,,
236.08,1.132e-2,1.132e-2,5.114e-7,,
236.10,1.308e-1,1.308e-1,5.112e-7,,
236.12,1.327e+0,1.327e+0,5.109e-7,,
236.14,1.185e+1,1.185e+1,5.106e-7,,
236.15,3.372e+1,3.372e+1,5.105e-7,,
236.17,2.481e+2,2.481e+2,5.102e-7,,
236.19,1.605e+3,1.605e+3,5.100e-7,,
236.20,3.890e+3,3.890e+3,5.098e-7,,
236.22,2.074e+4,2.074e+4,5.096e-7,,
236.24,9.725e+4,9.725e+4,5.093e-7,,
236.25,2.006e+5,2.006e+5,5.092e-7,,
236.27,7.755e+5,7.755e+5,5.089e-7,,
236.29,2.635e+6,2.635e+6,5.086e-7,,
236.31,7.873e+6,7.873e+6,5.084e-7,,
236.32,1.297e+7,1.297e+7,5.082e-7,,
236.34,3.195e+7,3.195e+7,5.080e-7,,
236.36,6.922e+7,6.922e+7,5.077e-7,,
236.37,9.710e+7,9.710e+7,5.076e-7,,
236.39,1.737e+8,1.737e+8,5.073e-7,,
236.41,2.737e+8,2.737e+8,5.070e-7,,
236.42,3.279e+8,3.279e+8,5.069e-7,,
236.44,4.299e+8,4.299e+8,5.066e-7,,
236.46,5.030e+8,5.030e+8,5.063e-7,,
236.48,5.336e+8,5.336e+8,5.061e-7,,
236.49,5.341e+8,5.341e+8,5.059e-7,,
236.51,5.182e+8,5.182e+8,5.057e-7,,
236.53,5.008e+8,5.008e+8,5.054e-7,,
236.54,4.977e+8,4.977e+8,5.053e-7,,
236.56,5.057e+8,5.057e+8,5.050e-7,,
236.58,5.256e+8,5.256e+8,5.047e-7,,
236.59,5.356e+8,5.356e+8,5.046e-7,,
236.61,5.485e+8,5.485e+8,5.043e-7,,
236.63,5.466e+8,5.466e+8,5.041e-7,,
236.65,5.270e+8,5.270e+8,5.038e-7,,
236.66,5.099e+8,5.099e+8,5.037e-7,,
236.68,4.590e+8,4.590e+8,5.034e-7,,
236.70,3.862e+8,3.862e+8,5.031e-7,,
236.71,3.433e+8,3.433e+8,5.030e-7,,
236.73,2.523e+8,2.523e+8,5.027e-7,,
236.75,1.666e+8,1.666e+8,5.025e-7,,
236.76,1.296e+8,1.296e+8,5.023e-7,,
236.78,7.178e+7,7.178e+7,5.020e-7,,
236.80,3.514e+7,3.514e+7,5.018e-7,,
236.82,1.518e+7,1.518e+7,5.015e-7,,
236.83,9.512e+6,9.512e+6,5.014e-7,,
236.85,3.396e+6,3.396e+6,5.011e-7,,
236.87,1.067e+6,1.067e+6,5.008e-7,,
236.88,5.701e+5,5.701e+5,5.007e-7,,
236.90,1.478e+5,1.478e+5,5.004e-7,,
236.92,3.370e+4,3.370e+4,5.002e-7,,
236.93,1.534e+4,1.534e+4,5.000e-7,,
236.95,2.884e+3,2.884e+3,4.998e-7,,
236.97,4.770e+2,4.770e+2,4.995e-7,,
236.99,6.937e+1,6.937e+1,4.992e-7,,
237.00,2.521e+1,2.521e+1,4.991e-7,,
237.02,3.024e+0,3.024e+0,4.988e-7,,
237.04,3.189e-1,3.189e-1,4.986e-7,,
237.05,9.871e-2,9.871e-2,4.984e-7,,
237.07,8.592e-3,8.592e-3,4.982e-7,,
237.09,7.493e-4,7.493e-4,4.979e-7,,
237.10,5.212e-4,5.212e-4,4.978e-7,,
237.12,4.481e-3,4.481e-3,4.975e-7,,
237.14,5.053e-2,5.053e-2,4.972e-7,,
237.16,5.028e-1,5.028e-1,4.969e-7,,
237.17,1.512e+0,1.512e+0,4.968e-7,,
237.19,1.242e+1,1.242e+1,4.965e-7,,
237.21,8.981e+1,8.981e+1,4.963e-7,,
237.22,2.302e+2,2.302e+2,4.961e-7,,
237.24,1.375e+3,1.375e+3,4.959e-7,,
237.26,7.225e+3,7.225e+3,4.956e-7,,
237.27,1.579e+4,1.579e+4,4.955e-7,,
237.29,6.852e+4,6.852e+4,4.952e-7,,
237.31,2.617e+5,2.617e+5,4.949e-7,,
237.33,8.800e+5,8.800e+5,4.947e-7,,
237.34,1.538e+6,1.538e+6,4.945e-7,,
237.36,4.271e+6,4.271e+6,4.943e-7,,
237.38,1.044e+7,1.044e+7,4.940e-7,,
237.39,1.555e+7,1.555e+7,4.939e-7,,
237.41,3.138e+7,3.138e+7,4.936e-7,,
237.43,5.573e+7,5.573e+7,4.933e-7,,
237.44,7.080e+7,7.080e+7,4.932e-7,,
237.46,1.038e+8,1.038e+8,4.929e-7,,
237.48,1.340e+8,1.340e+8,4.927e-7,,
237.50,1.523e+8,1.523e+8,4.924e-7,,
237.51,1.547e+8,1.547e+8,4.923e-7,,
237.53,1.451e+8,1.451e+8,4.920e-7,,
237.55,1.199e+8,1.199e+8,4.917e-7,,
237.56,1.038e+8,1.038e+8,4.916e-7,,
237.58,7.080e+7,7.080e+7,4.913e-7,,
237.60,4.249e+7,4.249e+7,4.910e-7,,
237.61,3.138e+7,3.138e+7,4.909e-7,,
237.63,1.555e+7,1.555e+7,4.906e-7,,
237.65,6.783e+6,6.783e+6,4.904e-7,,
237.67,2.604e+6,2.604e+6,4.901e-7,,
237.68,1.538e+6,1.538e+6,4.900e-7,,
237.70,4.877e+5,4.877e+5,4.897e-7,,
237.72,1.361e+5,1.361e+5,4.894e-7,,
237.73,6.852e+4,6.852e+4,4.893e-7,,
237.75,1.579e+4,1.579e+4,4.890e-7,,
237.77,3.202e+3,3.202e+3,4.888e-7,,
237.78,1.375e+3,1.375e+3,4.886e-7,,
237.80,2.302e+2,2.302e+2,4.884e-7,,
237.82,3.393e+1,3.393e+1,4.881e-7,,
237.84,4.403e+0,4.403e+0,4.878e-7,,
237.85,1.512e+0,1.512e+0,4.877e-7,,
237.87,1.620e-1,1.620e-1,4.874e-7,,
237.89,1.533e-2,1.533e-2,4.872e-7,,
237.90,4.718e-3,4.718e-3,4.870e-7,,
237.92,3.896e-3,3.896e-3,4.867e-7,,
237.94,4.479e-2,4.479e-2,4.865e-7,,
237.95,1.517e-1,1.517e-1,4.863e-7,,
237.97,1.582e+0,1.582e+0,4.861e-7,,
237.99,1.454e+1,1.454e+1,4.858e-7,,
238.01,1.177e+2,1.177e+2,4.855e-7,,
238.02,3.195e+2,3.195e+2,4.854e-7,,
238.04,2.139e+3,2.139e+3,4.851e-7,,
238.06,1.262e+4,1.262e+4,4.849e-7,,
238.07,2.922e+4,2.922e+4,4.847e-7,,
238.09,1.425e+5,1.425e+5,4.845e-7,,
238.11,6.121e+5,6.121e+5,4.842e-7,,
238.12,1.210e+6,1.210e+6,4.841e-7,,
238.14,4.298e+6,4.298e+6,4.838e-7,,
238.16,1.345e+7,1.345e+7,4.835e-7,,
238.18,3.707e+7,3.707e+7,4.833e-7,,
238.19,5.870e+7,5.870e+7,4.831e-7,,
238.21,1.338e+8,1.338e+8,4.829e-7,,
238.23,2.687e+8,2.687e+8,4.826e-7,,
238.24,3.631e+8,3.631e+8,4.825e-7,,
238.26,6.028e+8,6.028e+8,4.822e-7,,
238.28,8.817e+8,8.817e+8,4.819e-7,,
238.29,1.017e+9,1.017e+9,4.818e-7,,
238.31,1.230e+9,1.230e+9,4.815e-7,,
238.33,1.310e+9,1.310e+9,4.812e-7,,
238.35,1.230e+9,1.230e+9,4.810e-7,,
238.36,1.137e+9,1.137e+9,4.808e-7,,
238.38,8.832e+8,8.832e+8,4.806e-7,,
238.40,6.074e+8,6.074e+8,4.803e-7,,
238.41,4.831e+8,4.831e+8,4.802e-7,,
238.43,2.888e+8,2.888e+8,4.799e-7,,
238.45,1.796e+8,1.796e+8,4.796e-7,,
238.46,1.559e+8,1.559e+8,4.795e-7,,
238.48,1.611e+8,1.611e+8,4.792e-7,,
238.50,2.192e+8,2.192e+8,4.790e-7,,
238.52,3.050e+8,3.050e+8,4.787e-7,,
238.53,3.490e+8,3.490e+8,4.786e-7,,
238.55,4.198e+8,4.198e+8,4.783e-7,,
238.57,4.467e+8,4.467e+8,4.780e-7,,
238.58,4.396e+8,4.396e+8,4.779e-7,,
238.60,3.873e+8,3.873e+8,4.776e-7,,
238.62,3.007e+8,3.007e+8,4.774e-7,,
238.63,2.527e+8,2.527e+8,4.772e-7,,
238.65,1.623e+8,1.623e+8,4.770e-7,,
238.67,9.188e+7,9.188e+7,4.767e-7,,
238.69,4.590e+7,4.590e+7,4.764e-7,,
238.70,3.103e+7,3.103e+7,4.763e-7,,
238.72,1.339e+7,1.339e+7,4.760e-7,,
238.74,6.832e+6,6.832e+6,4.757e-7,,
238.75,6.491e+6,6.491e+6,4.756e-7,,
238.77,1.131e+7,1.131e+7,4.753e-7,,
238.79,2.562e+7,2.562e+7,4.751e-7,,
238.80,3.779e+7,3.779e+7,4.749e-7,,
238.82,7.543e+7,7.543e+7,4.747e-7,,
238.84,1.330e+8,1.330e+8,4.744e-7,,
238.86,2.068e+8,2.068e+8,4.741e-7,,
238.87,2.460e+8,2.460e+8,4.740e-7,,
238.89,3.166e+8,3.166e+8,4.737e-7,,
238.91,3.592e+8,3.592e+8,4.735e-7,,
238.92,3.649e+8,3.649e+8,4.733e-7,,
238.94,3.426e+8,3.426e+8,4.731e-7,,
238.96,2.835e+8,2.835e+8,4.728e-7,,
238.97,2.460e+8,2.460e+8,4.727e-7,,
238.99,1.685e+8,1.685e+8,4.724e-7,,
239.01,1.017e+8,1.017e+8,4.721e-7,,
239.03,5.415e+7,5.415e+7,4.719e-7,,
239.04,3.768e+7,3.768e+7,4.717e-7,,
239.06,1.660e+7,1.660e+7,4.715e-7,,
239.08,6.445e+6,6.445e+6,4.712e-7,,
239.09,3.831e+6,3.831e+6,4.710e-7,,
239.11,1.231e+6,1.231e+6,4.708e-7,,
239.13,3.487e+5,3.487e+5,4.705e-7,,
239.14,1.770e+5,1.770e+5,4.704e-7,,
239.16,4.151e+4,4.151e+4,4.701e-7,,
239.18,8.578e+3,8.578e+3,4.698e-7,,
239.20,1.563e+3,1.563e+3,4.696e-7,,
239.21,6.362e+2,6.362e+2,4.694e-7,,
239.23,9.593e+1,9.593e+1,4.692e-7,,
239.25,1.275e+1,1.275e+1,4.689e-7,,
239.26,4.433e+0,4.433e+0,4.688e-7,,
239.28,4.877e-1,4.877e-1,4.685e-7,,
239.30,4.729e-2,4.729e-2,4.682e-7,,
239.31,1.404e-2,1.404e-2,4.681e-7,,
239.33,1.127e-3,1.127e-3,4.678e-7,,
239.35,7.973e-5,7.973e-5,4.676e-7,,
239.37,4.972e-6,4.972e-6,4.673e-7,,
239.38,1.184e-6,1.184e-6,4.672e-7,,
240.37,9.516e-8,9.516e-8,4.539e-7,,
240.39,1.901e-6,1.901e-6,4.536e-7,,
240.40,8.056e-6,8.056e-6,4.535e-7,,
240.42,1.318e-4,1.318e-4,4.532e-7,,
240.44,1.904e-3,1.904e-3,4.529e-7,,
240.45,6.911e-3,6.911e-3,4.528e-7,,
240.47,8.295e-2,8.295e-2,4.525e-7,,
240.49,8.798e-1,8.798e-1,4.523e-7,,
240.50,2.735e+0,2.735e+0,4.521e-7,,
240.52,2.410e+1,2.410e+1,4.519e-7,,
240.54,1.877e+2,1.877e+2,4.516e-7,,
240.56,1.291e+3,1.291e+3,4.513e-7,,
240.57,3.235e+3,3.235e+3,4.512e-7,,
240.59,1.850e+4,1.850e+4,4.509e-7,,
240.61,9.351e+4,9.351e+4,4.506e-7,,
240.62,2.007e+5,2.007e+5,4.505e-7,,
240.64,8.435e+5,8.435e+5,4.502e-7,,
240.66,3.134e+6,3.134e+6,4.500e-7,,
240.67,5.768e+6,5.768e+6,4.498e-7,,
240.69,1.782e+7,1.782e+7,4.496e-7,,
240.71,4.870e+7,4.870e+7,4.493e-7,,
240.73,1.177e+8,1.177e+8,4.490e-7,,
240.74,1.748e+8,1.748e+8,4.489e-7,,
240.76,3.517e+8,3.517e+8,4.486e-7,,
240.78,6.260e+8,6.260e+8,4.484e-7,,
240.79,7.978e+8,7.978e+8,4.482e-7,,
240.81,1.183e+9,1.183e+9,4.480e-7,,
240.83,1.552e+9,1.552e+9,4.477e-7,,
240.84,1.699e+9,1.699e+9,4.476e-7,,
240.86,1.857e+9,1.857e+9,4.473e-7,,
240.88,1.799e+9,1.799e+9,4.470e-7,,
240.90,1.543e+9,1.543e+9,4.468e-7,,
240.91,1.366e+9,1.366e+9,4.466e-7,,
240.93,9.776e+8,9.776e+8,4.464e-7,,
240.95,6.200e+8,6.200e+8,4.461e-7,,
240.96,4.719e+8,4.719e+8,4.460e-7,,
240.98,2.498e+8,2.498e+8,4.457e-7,,
241.00,1.172e+8,1.172e+8,4.454e-7,,
241.01,7.673e+7,7.673e+7,4.453e-7,,
241.03,3.006e+7,3.006e+7,4.450e-7,,
241.05,1.044e+7,1.044e+7,4.447e-7,,
241.07,3.215e+6,3.215e+6,4.445e-7,,
241.08,1.705e+6,1.705e+6,4.443e-7,,
241.10,4.385e+5,4.385e+5,4.441e-7,,
241.12,9.998e+4,9.998e+4,4.438e-7,,
241.13,4.563e+4,4.563e+4,4.437e-7,,
241.15,8.684e+3,8.684e+3,4.434e-7,,
241.17,1.465e+3,1.465e+3,4.431e-7,,
241.18,5.751e+2,5.751e+2,4.430e-7,,
241.20,8.094e+1,8.094e+1,4.427e-7,,
241.22,1.010e+1,1.010e+1,4.425e-7,,
241.24,1.115e+0,1.115e+0,4.422e-7,,
241.25,3.543e-1,3.543e-1,4.421e-7,,
241.27,3.263e-2,3.263e-2,4.418e-7,,
241.29,2.662e-3,2.662e-3,4.415e-7,,
241.30,7.263e-4,7.263e-4,4.414e-7,,
241.32,4.935e-5,4.935e-5,4.411e-7,,
241.34,2.968e-6,2.968e-6,4.409e-7,,
241.35,6.001e-7,6.001e-7,4.407e-7,,
247.41,3.170e-8,3.170e-8,3.594e-7,,
247.42,1.351e-7,1.351e-7,3.593e-7,,
247.44,2.247e-6,2.247e-6,3.590e-7,,
247.46,3.326e-5,3.326e-5,3.587e-7,,
247.47,1.224e-4,1.224e-4,3.586e-7,,
247.49,1.520e-3,1.520e-3,3.583e-7,,
247.51,1.678e-2,1.678e-2,3.581e-7,,
247.53,1.647e-1,1.647e-1,3.578e-7,,
247.54,4.940e-1,4.940e-1,3.576e-7,,
247.56,4.069e+0,4.069e+0,3.574e-7,,
247.58,2.981e+1,2.981e+1,3.571e-7,,
247.59,7.723e+1,7.723e+1,3.570e-7,,
247.61,4.746e+2,4.746e+2,3.567e-7,,
247.63,2.595e+3,2.595e+3,3.564e-7,,
247.64,5.806e+3,5.806e+3,3.563e-7,,
247.66,2.662e+4,2.662e+4,3.560e-7,,
247.68,1.086e+5,1.086e+5,3.558e-7,,
247.70,3.939e+5,3.939e+5,3.555e-7,,
247.71,7.180e+5,7.180e+5,3.554e-7,,
247.73,2.185e+6,2.185e+6,3.551e-7,,
247.75,5.914e+6,5.914e+6,3.548e-7,,
