Wavelength (nm),Sum(calc),Cr I (6.6e-1),Cr II (3.4e-1),Cr IV (2.1e-19),Cr V (1.3e-42)
247.76,9.312e+6,9.312e+6,3.547e-7,,
247.78,2.114e+7,2.114e+7,3.544e-7,,
247.80,4.270e+7,4.270e+7,3.542e-7,,
247.81,5.808e+7,5.808e+7,3.540e-7,,
247.83,9.839e+7,9.839e+7,3.538e-7,,
247.85,1.483e+8,1.483e+8,3.535e-7,,
247.86,1.742e+8,1.742e+8,3.534e-7,,
247.88,2.202e+8,2.202e+8,3.531e-7,,
247.90,2.475e+8,2.475e+8,3.528e-7,,
247.92,2.475e+8,2.475e+8,3.525e-7,,
247.93,2.369e+8,2.369e+8,3.524e-7,,
247.95,1.987e+8,1.987e+8,3.521e-7,,
247.97,1.483e+8,1.483e+8,3.519e-7,,
247.98,1.226e+8,1.226e+8,3.517e-7,,
248.00,7.671e+7,7.671e+7,3.515e-7,,
248.02,4.270e+7,4.270e+7,3.512e-7,,
248.03,3.049e+7,3.049e+7,3.511e-7,,
248.05,1.424e+7,1.424e+7,3.508e-7,,
248.07,5.914e+6,5.914e+6,3.505e-7,,
248.09,2.185e+6,2.185e+6,3.503e-7,,
248.10,1.271e+6,1.271e+6,3.501e-7,,
248.12,3.939e+5,3.939e+5,3.499e-7,,
248.14,1.086e+5,1.086e+5,3.496e-7,,
248.15,5.456e+4,5.456e+4,3.495e-7,,
248.17,1.262e+4,1.262e+4,3.492e-7,,
248.19,2.595e+3,2.595e+3,3.489e-7,,
248.20,1.126e+3,1.126e+3,3.488e-7,,
248.22,1.943e+2,1.943e+2,3.485e-7,,
248.24,2.981e+1,2.981e+1,3.483e-7,,
248.26,4.069e+0,4.069e+0,3.480e-7,,
248.27,1.439e+0,1.439e+0,3.479e-7,,
248.29,1.647e-1,1.647e-1,3.476e-7,,
248.31,1.678e-2,1.678e-2,3.473e-7,,
248.32,5.123e-3,5.123e-3,3.472e-7,,
248.34,4.377e-4,4.377e-4,3.469e-7,,
248.36,3.326e-5,3.326e-5,3.466e-7,,
248.37,8.773e-6,8.773e-6,3.465e-7,,
248.39,5.592e-7,5.592e-7,3.462e-7,,
248.41,3.170e-8,3.170e-8,3.460e-7,,
248.75,3.717e-8,3.717e-8,3.414e-7,,
248.77,6.737e-7,6.737e-7,3.411e-7,,
248.78,2.746e-6,2.746e-6,3.410e-7,,
248.80,4.183e-5,4.183e-5,3.407e-7,,
248.82,5.674e-4,5.674e-4,3.405e-7,,
248.83,2.001e-3,2.001e-3,3.403e-7,,
248.85,2.281e-2,2.281e-2,3.401e-7,,
248.87,2.316e-1,2.316e-1,3.398e-7,,
248.88,7.065e-1,7.065e-1,3.397e-7,,
248.90,6.029e+0,6.029e+0,3.394e-7,,
248.92,4.581e+1,4.581e+1,3.391e-7,,
248.94,3.101e+2,3.101e+2,3.389e-7,,
248.95,7.723e+2,7.723e+2,3.387e-7,,
248.97,4.393e+3,4.393e+3,3.385e-7,,
248.99,2.225e+4,2.225e+4,3.382e-7,,
249.00,4.795e+4,4.795e+4,3.381e-7,,
249.02,2.041e+5,2.041e+5,3.378e-7,,
249.04,7.739e+5,7.739e+5,3.375e-7,,
249.05,1.443e+6,1.443e+6,3.374e-7,,
249.07,4.597e+6,4.597e+6,3.371e-7,,
249.09,1.305e+7,1.305e+7,3.368e-7,,
249.11,3.297e+7,3.297e+7,3.366e-7,,
249.12,5.018e+7,5.018e+7,3.364e-7,,
249.14,1.066e+8,1.066e+8,3.362e-7,,
249.16,2.016e+8,2.016e+8,3.359e-7,,
249.17,2.655e+8,2.655e+8,3.358e-7,,
249.19,4.220e+8,4.220e+8,3.355e-7,,
249.21,5.975e+8,5.975e+8,3.352e-7,,
249.22,6.807e+8,6.807e+8,3.351e-7,,
249.24,8.099e+8,8.099e+8,3.348e-7,,
249.26,8.583e+8,8.583e+8,3.346e-7,,
249.28,8.101e+8,8.101e+8,3.343e-7,,
249.29,7.536e+8,7.536e+8,3.342e-7,,
249.31,5.984e+8,5.984e+8,3.339e-7,,
249.33,4.249e+8,4.249e+8,3.336e-7,,
249.34,3.444e+8,3.444e+8,3.335e-7,,
249.36,2.136e+8,2.136e+8,3.332e-7,,
249.38,1.337e+8,1.337e+8,3.330e-7,,
249.39,1.133e+8,1.133e+8,3.328e-7,,
249.41,1.074e+8,1.074e+8,3.326e-7,,
249.43,1.406e+8,1.406e+8,3.323e-7,,
249.45,2.027e+8,2.027e+8,3.320e-7,,
249.46,2.415e+8,2.415e+8,3.319e-7,,
249.48,3.305e+8,3.305e+8,3.316e-7,,
249.50,4.347e+8,4.347e+8,3.313e-7,,
249.51,4.950e+8,4.950e+8,3.312e-7,,
249.53,6.415e+8,6.415e+8,3.309e-7,,
249.55,8.326e+8,8.326e+8,3.307e-7,,
249.56,9.444e+8,9.444e+8,3.305e-7,,
249.58,1.183e+9,1.183e+9,3.303e-7,,
249.60,1.394e+9,1.394e+9,3.300e-7,,
249.62,1.511e+9,1.511e+9,3.297e-7,,
249.63,1.516e+9,1.516e+9,3.296e-7,,
