Wavelength (nm),Sum(calc),Cr I (1.9e-2),Cr II (9.8e-1),Cr IV (6.1e-15),Cr V (3.7e-36)
235.12,9.865e-1,9.865e-1,1.494e-6,,
235.13,2.656e+0,2.656e+0,1.494e-6,,
235.15,1.747e+1,1.747e+1,1.493e-6,,
235.17,1.009e+2,1.009e+2,1.492e-6,,
235.18,2.310e+2,2.310e+2,1.492e-6,,
235.20,1.098e+3,1.098e+3,1.491e-6,,
235.22,4.582e+3,4.582e+3,1.490e-6,,
235.23,8.916e+3,8.916e+3,1.490e-6,,
235.25,3.063e+4,3.063e+4,1.489e-6,,
235.27,9.239e+4,9.239e+4,1.489e-6,,
235.29,2.448e+5,2.448e+5,1.488e-6,,
235.30,3.794e+5,3.794e+5,1.487e-6,,
235.32,8.272e+5,8.272e+5,1.487e-6,,
235.34,1.584e+6,1.584e+6,1.486e-6,,
235.35,2.087e+6,2.087e+6,1.486e-6,,
235.37,3.289e+6,3.289e+6,1.485e-6,,
235.39,4.551e+6,4.551e+6,1.484e-6,,
235.40,5.098e+6,5.098e+6,1.484e-6,,
235.42,5.806e+6,5.806e+6,1.483e-6,,
235.44,5.806e+6,5.806e+6,1.482e-6,,
235.46,5.098e+6,5.098e+6,1.481e-6,,
235.47,4.551e+6,4.551e+6,1.481e-6,,
235.49,3.289e+6,3.289e+6,1.480e-6,,
235.51,2.087e+6,2.087e+6,1.479e-6,,
235.52,1.584e+6,1.584e+6,1.479e-6,,
235.54,8.272e+5,8.272e+5,1.478e-6,,
235.56,3.794e+5,3.794e+5,1.477e-6,,
235.57,2.448e+5,2.448e+5,1.477e-6,,
235.59,9.239e+4,9.239e+4,1.476e-6,,
235.61,3.063e+4,3.063e+4,1.476e-6,,
235.63,8.916e+3,8.916e+3,1.475e-6,,
235.64,4.582e+3,4.582e+3,1.474e-6,,
235.66,1.098e+3,1.098e+3,1.474e-6,,
235.68,2.310e+2,2.310e+2,1.473e-6,,
235.69,1.009e+2,1.009e+2,1.472e-6,,
235.71,1.747e+1,1.747e+1,1.472e-6,,
235.73,2.656e+0,2.656e+0,1.471e-6,,
235.74,9.865e-1,9.865e-1,1.471e-6,,
235.76,1.234e-1,1.234e-1,1.470e-6,,
235.78,1.357e-2,1.357e-2,1.469e-6,,
235.80,1.309e-3,1.309e-3,1.468e-6,,
235.81,3.873e-4,3.873e-4,1.468e-6,,
235.83,3.076e-5,3.076e-5,1.467e-6,,
235.85,2.145e-6,2.145e-6,1.466e-6,,
235.86,5.397e-7,5.397e-7,1.466e-6,,
235.88,3.097e-8,3.097e-8,1.465e-6,,
235.90,1.561e-9,1.561e-9,1.464e-6,,
236.00,5.011e-9,5.011e-9,1.461e-6,,
236.02,9.683e-8,9.683e-8,1.460e-6,,
236.03,4.056e-7,4.056e-7,1.459e-6,,
236.05,6.462e-6,6.462e-6,1.459e-6,,
236.07,9.050e-5,9.050e-5,1.458e-6,,
236.08,3.227e-4,3.227e-4,1.458e-6,,
236.10,3.726e-3,3.726e-3,1.457e-6,,
236.12,3.783e-2,3.783e-2,1.456e-6,,
236.14,3.376e-1,3.376e-1,1.455e-6,,
236.15,9.611e-1,9.611e-1,1.455e-6,,
236.17,7.071e+0,7.071e+0,1.454e-6,,
236.19,4.574e+1,4.574e+1,1.453e-6,,
236.20,1.109e+2,1.109e+2,1.453e-6,,
236.22,5.911e+2,5.911e+2,1.452e-6,,
236.24,2.772e+3,2.772e+3,1.451e-6,,
236.25,5.718e+3,5.718e+3,1.451e-6,,
236.27,2.210e+4,2.210e+4,1.450e-6,,
236.29,7.510e+4,7.510e+4,1.450e-6,,
236.31,2.244e+5,2.244e+5,1.449e-6,,
236.32,3.696e+5,3.696e+5,1.448e-6,,
236.34,9.105e+5,9.105e+5,1.448e-6,,
236.36,1.973e+6,1.973e+6,1.447e-6,,
236.37,2.767e+6,2.767e+6,1.446e-6,,
236.39,4.949e+6,4.949e+6,1.446e-6,,
236.41,7.800e+6,7.800e+6,1.445e-6,,
236.42,9.345e+6,9.345e+6,1.445e-6,,
236.44,1.225e+7,1.225e+7,1.444e-6,,
236.46,1.434e+7,1.434e+7,1.443e-6,,
236.48,1.521e+7,1.521e+7,1.442e-6,,
236.49,1.522e+7,1.522e+7,1.442e-6,,
236.51,1.477e+7,1.477e+7,1.441e-6,,
236.53,1.427e+7,1.427e+7,1.440e-6,,
236.54,1.418e+7,1.418e+7,1.440e-6,,
236.56,1.441e+7,1.441e+7,1.439e-6,,
236.58,1.498e+7,1.498e+7,1.438e-6,,
236.59,1.527e+7,1.527e+7,1.438e-6,,
236.61,1.563e+7,1.563e+7,1.437e-6,,
236.63,1.558e+7,1.558e+7,1.437e-6,,
236.65,1.502e+7,1.502e+7,1.436e-6,,
236.66,1.453e+7,1.453e+7,1.435e-6,,
236.68,1.308e+7,1.308e+7,1.435e-6,,
236.70,1.101e+7,1.101e+7,1.434e-6,,
236.71,9.785e+6,9.785e+6,1.433e-6,,
236.73,7.191e+6,7.191e+6,1.433e-6,,
236.75,4.747e+6,4.747e+6,1.432e-6,,
236.76,3.695e+6,3.695e+6,1.432e-6,,
236.78,2.046e+6,2.046e+6,1.431e-6,,
236.80,1.001e+6,1.001e+6,1.430e-6,,
236.82,4.326e+5,4.326e+5,1.429e-6,,
236.83,2.711e+5,2.711e+5,1.429e-6,,
236.85,9.679e+4,9.679e+4,1.428e-6,,
236.87,3.041e+4,3.041e+4,1.427e-6,,
236.88,1.625e+4,1.625e+4,1.427e-6,,
236.90,4.212e+3,4.212e+3,1.426e-6,,
236.92,9.604e+2,9.604e+2,1.425e-6,,
236.93,4.370e+2,4.370e+2,1.425e-6,,
236.95,8.219e+1,8.219e+1,1.424e-6,,
236.97,1.359e+1,1.359e+1,1.424e-6,,
236.99,1.977e+0,1.977e+0,1.423e-6,,
237.00,7.185e-1,7.185e-1,1.422e-6,,
237.02,8.618e-2,8.618e-2,1.422e-6,,
237.04,9.090e-3,9.090e-3,1.421e-6,,
237.05,2.813e-3,2.813e-3,1.420e-6,,
237.07,2.449e-4,2.449e-4,1.420e-6,,
237.09,2.135e-5,2.135e-5,1.419e-6,,
237.10,1.485e-5,1.485e-5,1.419e-6,,
237.12,1.277e-4,1.277e-4,1.418e-6,,
237.14,1.440e-3,1.440e-3,1.417e-6,,
237.16,1.433e-2,1.433e-2,1.416e-6,,
237.17,4.308e-2,4.308e-2,1.416e-6,,
237.19,3.540e-1,3.540e-1,1.415e-6,,
237.21,2.560e+0,2.560e+0,1.414e-6,,
237.22,6.561e+0,6.561e+0,1.414e-6,,
237.24,3.918e+1,3.918e+1,1.413e-6,,
237.26,2.059e+2,2.059e+2,1.412e-6,,
237.27,4.500e+2,4.500e+2,1.412e-6,,
237.29,1.953e+3,1.953e+3,1.411e-6,,
237.31,7.460e+3,7.460e+3,1.411e-6,,
237.33,2.508e+4,2.508e+4,1.410e-6,,
237.34,4.384e+4,4.384e+4,1.409e-6,,
237.36,1.217e+5,1.217e+5,1.409e-6,,
237.38,2.974e+5,2.974e+5,1.408e-6,,
237.39,4.432e+5,4.432e+5,1.407e-6,,
237.41,8.942e+5,8.942e+5,1.407e-6,,
237.43,1.588e+6,1.588e+6,1.406e-6,,
237.44,2.018e+6,2.018e+6,1.406e-6,,
237.46,2.959e+6,2.959e+6,1.405e-6,,
237.48,3.820e+6,3.820e+6,1.404e-6,,
237.50,4.340e+6,4.340e+6,1.403e-6,,
237.51,4.409e+6,4.409e+6,1.403e-6,,
237.53,4.137e+6,4.137e+6,1.402e-6,,
237.55,3.416e+6,3.416e+6,1.401e-6,,
237.56,2.959e+6,2.959e+6,1.401e-6,,
237.58,2.018e+6,2.018e+6,1.400e-6,,
237.60,1.211e+6,1.211e+6,1.399e-6,,
237.61,8.942e+5,8.942e+5,1.399e-6,,
237.63,4.432e+5,4.432e+5,1.398e-6,,
237.65,1.933e+5,1.933e+5,1.398e-6,,
237.67,7.422e+4,7.422e+4,1.397e-6,,
237.68,4.384e+4,4.384e+4,1.396e-6,,
237.70,1.390e+4,1.390e+4,1.396e-6,,
237.72,3.878e+3,3.878e+3,1.395e-6,,
237.73,1.953e+3,1.953e+3,1.394e-6,,
237.75,4.500e+2,4.500e+2,1.394e-6,,
237.77,9.126e+1,9.126e+1,1.393e-6,,
237.78,3.918e+1,3.918e+1,1.393e-6,,
237.80,6.561e+0,6.561e+0,1.392e-6,,
237.82,9.671e-1,9.671e-1,1.391e-6,,
237.84,1.255e-1,1.255e-1,1.390e-6,,
237.85,4.308e-2,4.308e-2,1.390e-6,,
237.87,4.616e-3,4.616e-3,1.389e-6,,
237.89,4.370e-4,4.370e-4,1.388e-6,,
237.90,1.345e-4,1.345e-4,1.388e-6,,
237.92,1.110e-4,1.110e-4,1.387e-6,,
237.94,1.277e-3,1.277e-3,1.386e-6,,
237.95,4.322e-3,4.322e-3,1.386e-6,,
237.97,4.509e-2,4.509e-2,1.385e-6,,
237.99,4.144e-1,4.144e-1,1.385e-6,,
238.01,3.356e+0,3.356e+0,1.384e-6,,
238.02,9.106e+0,9.106e+0,1.383e-6,,
238.04,6.096e+1,6.096e+1,1.383e-6,,
238.06,3.595e+2,3.595e+2,1.382e-6,,
238.07,8.326e+2,8.326e+2,1.381e-6,,
238.09,4.061e+3,4.061e+3,1.381e-6,,
238.11,1.744e+4,1.744e+4,1.380e-6,,
238.12,3.448e+4,3.448e+4,1.380e-6,,
238.14,1.225e+5,1.225e+5,1.379e-6,,
238.16,3.833e+5,3.833e+5,1.378e-6,,
238.18,1.057e+6,1.057e+6,1.377e-6,,
238.19,1.673e+6,1.673e+6,1.377e-6,,
238.21,3.813e+6,3.813e+6,1.376e-6,,
238.23,7.657e+6,7.657e+6,1.375e-6,,
238.24,1.035e+7,1.035e+7,1.375e-6,,
238.26,1.718e+7,1.718e+7,1.374e-6,,
238.28,2.513e+7,2.513e+7,1.373e-6,,
238.29,2.898e+7,2.898e+7,1.373e-6,,
238.31,3.505e+7,3.505e+7,1.372e-6,,
238.33,3.734e+7,3.734e+7,1.372e-6,,
238.35,3.505e+7,3.505e+7,1.371e-6,,
238.36,3.239e+7,3.239e+7,1.370e-6,,
238.38,2.517e+7,2.517e+7,1.370e-6,,
238.40,1.731e+7,1.731e+7,1.369e-6,,
238.41,1.377e+7,1.377e+7,1.368e-6,,
238.43,8.231e+6,8.231e+6,1.368e-6,,
238.45,5.119e+6,5.119e+6,1.367e-6,,
238.46,4.444e+6,4.444e+6,1.367e-6,,
238.48,4.592e+6,4.592e+6,1.366e-6,,
238.50,6.247e+6,6.247e+6,1.365e-6,,
238.52,8.693e+6,8.693e+6,1.364e-6,,
238.53,9.947e+6,9.947e+6,1.364e-6,,
238.55,1.196e+7,1.196e+7,1.363e-6,,
238.57,1.273e+7,1.273e+7,1.362e-6,,
238.58,1.253e+7,1.253e+7,1.362e-6,,
238.60,1.104e+7,1.104e+7,1.361e-6,,
238.62,8.570e+6,8.570e+6,1.360e-6,,
238.63,7.202e+6,7.202e+6,1.360e-6,,
238.65,4.626e+6,4.626e+6,1.359e-6,,
238.67,2.618e+6,2.618e+6,1.359e-6,,
238.69,1.308e+6,1.308e+6,1.358e-6,,
238.70,8.843e+5,8.843e+5,1.357e-6,,
238.72,3.817e+5,3.817e+5,1.357e-6,,
238.74,1.947e+5,1.947e+5,1.356e-6,,
238.75,1.850e+5,1.850e+5,1.355e-6,,
238.77,3.223e+5,3.223e+5,1.355e-6,,
238.79,7.301e+5,7.301e+5,1.354e-6,,
238.80,1.077e+6,1.077e+6,1.354e-6,,
238.82,2.150e+6,2.150e+6,1.353e-6,,
238.84,3.791e+6,3.791e+6,1.352e-6,,
238.86,5.895e+6,5.895e+6,1.351e-6,,
238.87,7.011e+6,7.011e+6,1.351e-6,,
238.89,9.023e+6,9.023e+6,1.350e-6,,
238.91,1.024e+7,1.024e+7,1.349e-6,,
238.92,1.040e+7,1.040e+7,1.349e-6,,
238.94,9.763e+6,9.763e+6,1.348e-6,,
238.96,8.080e+6,8.080e+6,1.347e-6,,
238.97,7.011e+6,7.011e+6,1.347e-6,,
238.99,4.802e+6,4.802e+6,1.346e-6,,
239.01,2.900e+6,2.900e+6,1.346e-6,,
239.03,1.543e+6,1.543e+6,1.345e-6,,
239.04,1.074e+6,1.074e+6,1.344e-6,,
239.06,4.731e+5,4.731e+5,1.344e-6,,
239.08,1.837e+5,1.837e+5,1.343e-6,,
239.09,1.092e+5,1.092e+5,1.342e-6,,
239.11,3.509e+4,3.509e+4,1.342e-6,,
239.13,9.939e+3,9.939e+3,1.341e-6,,
239.14,5.046e+3,5.046e+3,1.341e-6,,
239.16,1.183e+3,1.183e+3,1.340e-6,,
239.18,2.445e+2,2.445e+2,1.339e-6,,
239.20,4.454e+1,4.454e+1,1.338e-6,,
239.21,1.813e+1,1.813e+1,1.338e-6,,
239.23,2.734e+0,2.734e+0,1.337e-6,,
239.25,3.634e-1,3.634e-1,1.336e-6,,
239.26,1.263e-1,1.263e-1,1.336e-6,,
239.28,1.390e-2,1.390e-2,1.335e-6,,
239.30,1.348e-3,1.348e-3,1.334e-6,,
239.31,4.003e-4,4.003e-4,1.334e-6,,
239.33,3.212e-5,3.212e-5,1.333e-6,,
239.35,2.272e-6,2.272e-6,1.333e-6,,
239.37,1.417e-7,1.417e-7,1.332e-6,,
239.38,3.375e-8,3.375e-8,1.331e-6,,
240.37,2.712e-9,2.712e-9,1.294e-6,,
240.39,5.419e-8,5.419e-8,1.293e-6,,
240.40,2.296e-7,2.296e-7,1.292e-6,,
240.42,3.755e-6,3.755e-6,1.292e-6,,
240.44,5.427e-5,5.427e-5,1.291e-6,,
240.45,1.969e-4,1.969e-4,1.290e-6,,
240.47,2.364e-3,2.364e-3,1.290e-6,,
240.49,2.507e-2,2.507e-2,1.289e-6,,
240.50,7.796e-2,7.796e-2,1.289e-6,,
240.52,6.869e-1,6.869e-1,1.288e-6,,
240.54,5.348e+0,5.348e+0,1.287e-6,,
240.56,3.681e+1,3.681e+1,1.286e-6,,
240.57,9.218e+1,9.218e+1,1.286e-6,,
240.59,5.272e+2,5.272e+2,1.285e-6,,
240.61,2.665e+3,2.665e+3,1.284e-6,,
240.62,5.721e+3,5.721e+3,1.284e-6,,
240.64,2.404e+4,2.404e+4,1.283e-6,,
240.66,8.932e+4,8.932e+4,1.282e-6,,
240.67,1.644e+5,1.644e+5,1.282e-6,,
240.69,5.079e+5,5.079e+5,1.281e-6,,
240.71,1.388e+6,1.388e+6,1.281e-6,,
240.73,3.355e+6,3.355e+6,1.280e-6,,
240.74,4.982e+6,4.982e+6,1.279e-6,,
240.76,1.002e+7,1.002e+7,1.279e-6,,
240.78,1.784e+7,1.784e+7,1.278e-6,,
240.79,2.274e+7,2.274e+7,1.277e-6,,
240.81,3.370e+7,3.370e+7,1.277e-6,,
240.83,4.423e+7,4.423e+7,1.276e-6,,
240.84,4.841e+7,4.841e+7,1.276e-6,,
240.86,5.293e+7,5.293e+7,1.275e-6,,
240.88,5.127e+7,5.127e+7,1.274e-6,,
240.90,4.399e+7,4.399e+7,1.273e-6,,
240.91,3.894e+7,3.894e+7,1.273e-6,,
240.93,2.786e+7,2.786e+7,1.272e-6,,
240.95,1.767e+7,1.767e+7,1.271e-6,,
240.96,1.345e+7,1.345e+7,1.271e-6,,
240.98,7.118e+6,7.118e+6,1.270e-6,,
241.00,3.340e+6,3.340e+6,1.269e-6,,
241.01,2.187e+6,2.187e+6,1.269e-6,,
241.03,8.566e+5,8.566e+5,1.268e-6,,
241.05,2.975e+5,2.975e+5,1.267e-6,,
241.07,9.162e+4,9.162e+4,1.267e-6,,
241.08,4.860e+4,4.860e+4,1.266e-6,,
241.10,1.250e+4,1.250e+4,1.266e-6,,
241.12,2.849e+3,2.849e+3,1.265e-6,,
241.13,1.300e+3,1.300e+3,1.264e-6,,
241.15,2.475e+2,2.475e+2,1.264e-6,,
241.17,4.175e+1,4.175e+1,1.263e-6,,
241.18,1.639e+1,1.639e+1,1.263e-6,,
241.20,2.307e+0,2.307e+0,1.262e-6,,
241.22,2.877e-1,2.877e-1,1.261e-6,,
241.24,3.179e-2,3.179e-2,1.260e-6,,
241.25,1.010e-2,1.010e-2,1.260e-6,,
241.27,9.300e-4,9.300e-4,1.259e-6,,
241.29,7.586e-5,7.586e-5,1.258e-6,,
241.30,2.070e-5,2.070e-5,1.258e-6,,
241.32,1.406e-6,1.406e-6,1.257e-6,,
241.34,8.458e-8,8.458e-8,1.256e-6,,
241.35,1.710e-8,1.710e-8,1.256e-6,,
247.41,9.034e-10,9.034e-10,1.024e-6,,
247.42,3.850e-9,3.850e-9,1.024e-6,,
247.44,6.405e-8,6.405e-8,1.023e-6,,
247.46,9.477e-7,9.477e-7,1.022e-6,,
247.47,3.489e-6,3.489e-6,1.022e-6,,
247.49,4.330e-5,4.330e-5,1.021e-6,,
247.51,4.781e-4,4.781e-4,1.020e-6,,
247.53,4.695e-3,4.695e-3,1.020e-6,,
247.54,1.408e-2,1.408e-2,1.019e-6,,
247.56,1.160e-1,1.160e-1,1.019e-6,,
247.58,8.496e-1,8.496e-1,1.018e-6,,
247.59,2.201e+0,2.201e+0,1.017e-6,,
247.61,1.353e+1,1.353e+1,1.017e-6,,
247.63,7.394e+1,7.394e+1,1.016e-6,,
247.64,1.655e+2,1.655e+2,1.015e-6,,
247.66,7.587e+2,7.587e+2,1.015e-6,,
247.68,3.095e+3,3.095e+3,1.014e-6,,
247.70,1.123e+4,1.123e+4,1.013e-6,,
247.71,2.046e+4,2.046e+4,1.013e-6,,
247.73,6.227e+4,6.227e+4,1.012e-6,,
247.75,1.686e+5,1.686e+5,1.011e-6,,
247.76,2.654e+5,2.654e+5,1.011e-6,,
247.78,6.026e+5,6.026e+5,1.010e-6,,
247.80,1.217e+6,1.217e+6,1.009e-6,,
247.81,1.655e+6,1.655e+6,1.009e-6,,
247.83,2.804e+6,2.804e+6,1.008e-6,,
247.85,4.225e+6,4.225e+6,1.007e-6,,
247.86,4.964e+6,4.964e+6,1.007e-6,,
247.88,6.274e+6,6.274e+6,1.006e-6,,
247.90,7.054e+6,7.054e+6,1.006e-6,,
247.92,7.054e+6,7.054e+6,1.005e-6,,
247.93,6.751e+6,6.751e+6,1.004e-6,,
247.95,5.663e+6,5.663e+6,1.004e-6,,
247.97,4.225e+6,4.225e+6,1.003e-6,,
247.98,3.493e+6,3.493e+6,1.002e-6,,
248.00,2.186e+6,2.186e+6,1.002e-6,,
248.02,1.217e+6,1.217e+6,1.001e-6,,
248.03,8.690e+5,8.690e+5,1.001e-6,,
248.05,4.058e+5,4.058e+5,9.998e-7,,
248.07,1.686e+5,1.686e+5,9.990e-7,,
248.09,6.227e+4,6.227e+4,9.982e-7,,
248.10,3.622e+4,3.622e+4,9.979e-7,,
248.12,1.123e+4,1.123e+4,9.971e-7,,
248.14,3.095e+3,3.095e+3,9.963e-7,,
248.15,1.555e+3,1.555e+3,9.959e-7,,
248.17,3.595e+2,3.595e+2,9.952e-7,,
248.19,7.394e+1,7.394e+1,9.944e-7,,
248.20,3.209e+1,3.209e+1,9.940e-7,,
248.22,5.537e+0,5.537e+0,9.933e-7,,
248.24,8.496e-1,8.496e-1,9.925e-7,,
248.26,1.160e-1,1.160e-1,9.917e-7,,
248.27,4.100e-2,4.100e-2,9.914e-7,,
248.29,4.695e-3,4.695e-3,9.906e-7,,
248.31,4.781e-4,4.781e-4,9.898e-7,,
248.32,1.460e-4,1.460e-4,9.894e-7,,
248.34,1.247e-5,1.247e-5,9.887e-7,,
248.36,9.477e-7,9.477e-7,9.879e-7,,
248.37,2.500e-7,2.500e-7,9.875e-7,,
248.39,1.594e-8,1.594e-8,9.868e-7,,
248.41,9.034e-10,9.034e-10,9.860e-7,,
248.75,1.059e-9,1.059e-9,9.730e-7,,
248.77,1.920e-8,1.920e-8,9.722e-7,,
248.78,7.826e-8,7.826e-8,9.718e-7,,
248.80,1.192e-6,1.192e-6,9.711e-7,,
248.82,1.617e-5,1.617e-5,9.703e-7,,
248.83,5.702e-5,5.702e-5,9.699e-7,,
248.85,6.501e-4,6.501e-4,9.692e-7,,
248.87,6.600e-3,6.600e-3,9.684e-7,,
248.88,2.014e-2,2.014e-2,9.680e-7,,
248.90,1.718e-1,1.718e-1,9.673e-7,,
248.92,1.306e+0,1.306e+0,9.665e-7,,
248.94,8.836e+0,8.836e+0,9.657e-7,,
248.95,2.201e+1,2.201e+1,9.653e-7,,
248.97,1.252e+2,1.252e+2,9.646e-7,,
248.99,6.341e+2,6.341e+2,9.638e-7,,
249.00,1.366e+3,1.366e+3,9.634e-7,,
249.02,5.817e+3,5.817e+3,9.627e-7,,
249.04,2.206e+4,2.206e+4,9.619e-7,,
249.05,4.112e+4,4.112e+4,9.615e-7,,
249.07,1.310e+5,1.310e+5,9.608e-7,,
249.09,3.718e+5,3.718e+5,9.600e-7,,
249.11,9.396e+5,9.396e+5,9.592e-7,,
249.12,1.430e+6,1.430e+6,9.588e-7,,
249.14,3.037e+6,3.037e+6,9.581e-7,,
249.16,5.745e+6,5.745e+6,9.573e-7,,
249.17,7.566e+6,7.566e+6,9.569e-7,,
249.19,1.203e+7,1.203e+7,9.562e-7,,
249.21,1.703e+7,1.703e+7,9.554e-7,,
249.22,1.940e+7,1.940e+7,9.550e-7,,
249.24,2.308e+7,2.308e+7,9.543e-7,,
249.26,2.446e+7,2.446e+7,9.535e-7,,
249.28,2.309e+7,2.309e+7,9.527e-7,,
249.29,2.148e+7,2.148e+7,9.523e-7,,
249.31,1.706e+7,1.706e+7,9.516e-7,,
249.33,1.211e+7,1.211e+7,9.508e-7,,
249.34,9.814e+6,9.814e+6,9.504e-7,,
249.36,6.089e+6,6.089e+6,9.497e-7,,
249.38,3.811e+6,3.811e+6,9.489e-7,,
249.39,3.228e+6,3.228e+6,9.485e-7,,
249.41,3.062e+6,3.062e+6,9.478e-7,,
249.43,4.008e+6,4.008e+6,9.470e-7,,
249.45,5.777e+6,5.777e+6,9.462e-7,,
249.46,6.883e+6,6.883e+6,9.458e-7,,
249.48,9.420e+6,9.420e+6,9.451e-7,,
249.50,1.239e+7,1.239e+7,9.443e-7,,
249.51,1.411e+7,1.411e+7,9.439e-7,,
249.53,1.828e+7,1.828e+7,9.432e-7,,
249.55,2.373e+7,2.373e+7,9.424e-7,,
249.56,2.691e+7,2.691e+7,9.420e-7,,
249.58,3.371e+7,3.371e+7,9.413e-7,,
249.60,3.972e+7,3.972e+7,9.405e-7,,
249.62,4.305e+7,4.305e+7,9.397e-7,,
249.63,4.322e+7,4.322e+7,9.393e-7,,
