Wavelength (nm),Sum(calc),Al I (5.1e-1),Al II (4.9e-1),Al III (3.9e-6)
202.22,1.932e+5,,1.932e+5,
202.23,1.809e+5,,1.809e+5,
202.25,1.389e+5,,1.389e+5,
202.27,8.944e+4,,8.944e+4,
202.28,6.718e+4,,6.718e+4,
202.30,3.322e+4,,3.322e+4,
202.32,1.377e+4,,1.377e+4,
202.33,8.301e+3,,8.301e+3,
202.35,2.643e+3,,2.643e+3,
202.37,7.054e+2,,7.054e+2,
202.38,3.412e+2,,3.412e+2,
202.40,6.994e+1,,6.994e+1,
202.42,1.202e+1,,1.202e+1,
202.43,4.666e+0,,4.666e+0,
202.45,6.158e-1,,6.158e-1,
202.47,6.816e-2,,6.816e-2,
202.48,2.123e-2,,2.123e-2,
202.50,1.804e-3,,1.804e-3,
202.52,1.286e-4,,1.286e-4,
202.53,3.213e-5,,3.213e-5,
202.55,1.758e-6,,1.758e-6,
202.57,8.067e-8,,8.067e-8,
202.58,1.618e-8,,1.618e-8,
202.60,5.700e-10,,5.700e-10,
202.62,1.684e-11,,1.684e-11,
202.63,2.710e-12,,2.710e-12,
206.92,1.051e-22,,2.829e-11,1.051e-22
206.93,7.228e-22,,2.835e-11,7.228e-22
206.95,2.455e-20,,2.847e-11,2.455e-20
206.97,2.859e-11,,2.859e-11,7.056e-19
206.98,1.692e-10,,1.692e-10,3.554e-18
207.00,5.233e-9,,5.233e-9,7.954e-17
207.02,1.369e-7,,1.369e-7,1.507e-15
207.03,6.573e-7,,6.573e-7,6.164e-15
207.05,1.337e-5,,1.337e-5,9.097e-14
207.07,2.302e-4,,2.302e-4,1.137e-12
207.08,8.967e-4,,8.967e-4,3.775e-12
207.10,1.201e-2,,1.201e-2,3.675e-11
207.12,1.360e-1,,1.360e-1,3.029e-10
207.13,4.298e-1,,4.298e-1,8.170e-10
207.15,3.787e+0,,3.787e+0,5.247e-9
207.17,2.822e+1,,2.822e+1,2.854e-8
207.18,7.235e+1,,7.235e+1,6.254e-8
207.20,4.195e+2,,4.195e+2,2.651e-7
207.22,2.057e+3,,2.057e+3,9.518e-7
207.23,4.279e+3,,4.279e+3,1.695e-6
207.25,1.633e+4,,1.633e+4,4.743e-6
207.27,5.270e+4,,5.270e+4,1.125e-5
207.28,8.891e+4,,8.891e+4,1.627e-5
207.30,2.232e+5,,2.232e+5,3.008e-5
207.32,4.741e+5,,4.741e+5,4.710e-5
207.33,6.489e+5,,6.489e+5,5.539e-5
207.35,1.072e+6,,1.072e+6,6.764e-5
207.37,1.498e+6,,1.498e+6,6.999e-5
207.38,1.664e+6,,1.664e+6,6.690e-5
207.40,1.809e+6,,1.809e+6,5.398e-5
207.42,1.664e+6,,1.664e+6,3.691e-5
207.43,1.498e+6,,1.498e+6,2.868e-5
207.45,1.072e+6,,1.072e+6,1.529e-5
207.47,6.489e+5,,6.489e+5,6.910e-6
207.48,4.741e+5,,4.741e+5,4.365e-6
207.50,2.232e+5,,2.232e+5,1.538e-6
207.52,8.891e+4,,8.891e+4,4.593e-7
207.53,5.270e+4,,5.270e+4,2.359e-7
207.55,1.633e+4,,1.633e+4,5.492e-8
207.57,4.279e+3,,4.279e+3,1.084e-8
207.58,2.057e+3,,2.057e+3,4.523e-9
207.60,4.195e+2,,4.195e+2,6.959e-10
207.62,7.235e+1,,7.235e+1,9.071e-11
207.63,2.822e+1,,2.822e+1,3.077e-11
207.65,3.787e+0,,3.787e+0,3.127e-12
207.67,4.298e-1,,4.298e-1,2.692e-13
207.68,1.360e-1,,1.360e-1,7.423e-14
207.70,1.201e-2,,1.201e-2,4.981e-15
207.72,8.967e-4,,8.967e-4,2.831e-16
207.73,2.302e-4,,2.302e-4,6.343e-17
207.75,1.337e-5,,1.337e-5,2.810e-18
207.77,6.573e-7,,6.573e-7,1.054e-19
207.78,1.369e-7,,1.369e-7,1.918e-20
207.80,5.233e-9,,5.233e-9,5.609e-22
207.82,1.692e-10,,1.692e-10,5.498e-22
207.83,2.859e-11,,2.859e-11,5.443e-22
208.47,1.903e-22,,1.307e-11,1.903e-22
208.48,1.193e-21,,1.283e-11,1.193e-21
208.50,4.138e-20,,1.235e-11,4.138e-20
208.52,1.218e-18,,1.186e-11,1.218e-18
208.53,6.208e-18,,1.162e-11,6.208e-18
208.55,1.426e-16,,1.113e-11,1.426e-16
208.57,2.778e-15,,1.065e-11,2.778e-15
208.58,1.153e-14,,1.041e-11,1.153e-14
208.60,1.753e-13,,9.923e-12,1.753e-13
208.62,2.261e-12,,9.438e-12,2.261e-12
208.63,7.631e-12,,9.196e-12,7.631e-12
208.65,7.684e-11,,8.711e-12,7.684e-11
208.67,6.560e-10,,8.226e-12,6.560e-10
208.68,1.802e-9,,7.984e-12,1.802e-9
208.70,1.201e-8,,7.499e-12,1.201e-8
208.72,6.790e-8,,7.014e-12,6.790e-8
208.73,1.518e-7,,6.772e-12,1.518e-7
208.75,6.698e-7,,6.287e-12,6.698e-7
208.77,2.506e-6,,5.802e-12,2.506e-6
208.78,4.558e-6,,5.560e-12,4.558e-6
208.80,1.332e-5,,5.075e-12,1.332e-5
208.82,3.300e-5,,4.591e-12,3.300e-5
208.83,4.882e-5,,4.348e-12,4.882e-5
208.85,9.445e-5,,3.863e-12,9.445e-5
208.87,1.549e-4,,3.379e-12,1.549e-4
208.88,1.865e-4,,3.136e-12,1.865e-4
208.90,2.389e-4,,2.652e-12,2.389e-4
208.92,2.594e-4,,2.167e-12,2.594e-4
208.93,2.541e-4,,1.925e-12,2.541e-4
208.95,2.155e-4,,1.440e-12,2.155e-4
208.97,1.549e-4,,9.551e-13,1.549e-4
208.98,1.235e-4,,7.127e-13,1.235e-4
209.00,6.932e-5,,2.639e-11,6.932e-5
209.02,3.300e-5,,8.290e-10,3.300e-5
209.03,2.141e-5,,4.370e-9,2.140e-5
209.05,8.086e-6,,1.073e-7,7.978e-6
209.07,4.883e-6,,2.238e-6,2.645e-6
209.08,1.124e-5,,9.606e-6,1.632e-6
209.10,1.582e-4,,1.566e-4,1.686e-6
209.12,2.170e-3,,2.165e-3,5.137e-6
209.13,7.582e-3,,7.573e-3,9.229e-6
209.15,8.193e-2,,8.190e-2,2.679e-5
209.17,7.520e-1,,7.519e-1,6.616e-5
209.18,2.143e+0,,2.143e+0,9.777e-5
209.20,1.539e+1,,1.539e+1,1.887e-4
209.22,9.387e+1,,9.387e+1,3.090e-4
209.23,2.181e+2,,2.181e+2,3.718e-4
209.25,1.042e+3,,1.042e+3,4.758e-4
209.27,4.235e+3,,4.235e+3,5.166e-4
209.28,8.037e+3,,8.037e+3,5.061e-4
209.30,2.568e+4,,2.568e+4,4.294e-4
209.32,7.005e+4,,7.005e+4,3.090e-4
209.33,1.091e+5,,1.091e+5,2.465e-4
209.35,2.363e+5,,2.363e+5,1.387e-4
209.37,4.416e+5,,4.416e+5,6.616e-5
209.38,5.723e+5,,5.723e+5,4.297e-5
209.40,8.694e+5,,8.694e+5,1.602e-5
209.42,1.165e+6,,1.165e+6,5.069e-6
209.43,1.291e+6,,1.291e+6,2.681e-6
209.45,1.462e+6,,1.462e+6,6.627e-7
209.47,1.496e+6,,1.496e+6,1.390e-7
209.48,1.459e+6,,1.459e+6,5.985e-8
209.50,1.286e+6,,1.286e+6,9.809e-9
209.52,1.020e+6,,1.020e+6,1.364e-9
209.53,8.701e+5,,8.701e+5,4.782e-10
209.55,5.786e+5,,5.786e+5,5.196e-11
209.57,3.381e+5,,3.381e+5,4.790e-12
209.58,2.457e+5,,2.457e+5,1.367e-12
209.60,1.167e+5,,1.167e+5,9.849e-14
209.62,4.790e+4,,4.790e+4,6.019e-15
209.63,2.903e+4,,2.903e+4,1.399e-15
209.65,9.515e+3,,9.515e+3,6.682e-17
209.67,2.674e+3,,2.674e+3,2.707e-18
209.68,1.337e+3,,1.337e+3,5.124e-19
209.70,2.973e+2,,2.973e+2,1.622e-20
209.72,5.642e+1,,5.642e+1,1.619e-20
209.73,2.315e+1,,2.315e+1,1.618e-20
209.75,3.458e+0,,3.458e+0,1.615e-20
209.77,4.398e-1,,4.398e-1,1.612e-20
209.78,1.476e-1,,1.476e-1,1.611e-20
209.80,1.473e-2,,1.473e-2,1.608e-20
209.82,1.250e-3,,1.250e-3,1.605e-20
209.83,3.426e-4,,3.426e-4,1.603e-20
209.85,2.277e-5,,2.277e-5,1.600e-20
209.87,1.286e-6,,1.286e-6,1.597e-20
209.88,2.875e-7,,2.875e-7,1.596e-20
209.90,1.271e-8,,1.271e-8,1.593e-20
209.92,4.739e-10,,4.739e-10,1.590e-20
209.93,8.642e-11,,8.642e-11,1.589e-20
211.38,3.725e-9,3.725e-9,7.363e-11,1.376e-20
211.40,1.271e-7,1.271e-7,7.345e-11,1.373e-20
211.42,3.695e-6,3.695e-6,7.328e-11,1.370e-20
211.43,1.875e-5,1.875e-5,7.319e-11,1.369e-20
211.45,4.285e-4,4.285e-4,7.301e-11,1.366e-20
211.47,8.339e-3,8.339e-3,7.284e-11,1.363e-20
211.48,3.464e-2,3.464e-2,7.275e-11,1.361e-20
211.50,5.299e-1,5.299e-1,7.257e-11,1.358e-20
211.52,6.905e+0,6.905e+0,7.240e-11,1.355e-20
211.53,2.347e+1,2.347e+1,7.231e-11,1.354e-20
211.55,2.404e+2,2.404e+2,7.213e-11,1.351e-20
211.57,2.097e+3,2.097e+3,7.195e-11,1.348e-20
211.58,5.833e+3,5.833e+3,7.187e-11,1.347e-20
211.60,4.000e+4,4.000e+4,7.169e-11,1.344e-20
211.62,2.337e+5,2.337e+5,7.151e-11,1.341e-20
211.63,5.318e+5,5.318e+5,7.142e-11,1.339e-20
211.65,2.442e+6,2.442e+6,7.125e-11,1.336e-20
211.67,9.552e+6,9.552e+6,7.107e-11,1.333e-20
211.68,1.779e+7,1.779e+7,7.098e-11,1.332e-20
211.70,5.469e+7,5.469e+7,7.081e-11,1.329e-20
211.72,1.432e+8,1.432e+8,7.063e-11,1.326e-20
211.73,2.182e+8,2.182e+8,7.054e-11,1.325e-20
211.75,4.493e+8,4.493e+8,7.037e-11,1.322e-20
211.77,7.878e+8,7.878e+8,7.019e-11,1.319e-20
211.78,9.823e+8,9.823e+8,7.010e-11,1.317e-20
211.80,1.354e+9,1.354e+9,6.992e-11,1.314e-20
211.82,1.590e+9,1.590e+9,6.975e-11,1.311e-20
211.83,1.622e+9,1.622e+9,6.966e-11,1.310e-20
211.85,1.497e+9,1.497e+9,6.948e-11,1.307e-20
211.87,1.177e+9,1.177e+9,6.931e-11,1.304e-20
211.88,9.823e+8,9.823e+8,6.922e-11,1.303e-20
211.90,6.070e+8,6.070e+8,6.904e-11,1.300e-20
211.92,3.195e+8,3.195e+8,6.887e-11,1.297e-20
211.93,2.182e+8,2.182e+8,6.878e-11,1.295e-20
211.95,9.030e+7,9.030e+7,6.860e-11,1.292e-20
211.97,3.182e+7,3.182e+7,6.842e-11,1.289e-20
211.98,1.779e+7,1.779e+7,6.834e-11,1.288e-20
212.00,4.928e+6,4.928e+6,6.816e-11,1.285e-20
212.02,1.163e+6,1.163e+6,6.798e-11,1.282e-20
212.03,5.318e+5,5.318e+5,6.790e-11,1.281e-20
212.05,9.881e+4,9.881e+4,6.772e-11,1.278e-20
212.07,1.711e+4,1.711e+4,6.754e-11,1.275e-20
212.08,1.022e+4,1.022e+4,6.745e-11,1.273e-20
212.10,3.302e+4,3.302e+4,6.728e-11,1.270e-20
212.12,2.027e+5,2.027e+5,6.710e-11,1.267e-20
212.13,4.781e+5,4.781e+5,6.701e-11,1.266e-20
212.15,2.360e+6,2.360e+6,6.684e-11,1.263e-20
212.17,9.935e+6,9.935e+6,6.666e-11,1.260e-20
212.18,1.920e+7,1.920e+7,6.657e-11,1.258e-20
212.20,6.359e+7,6.359e+7,6.640e-11,1.256e-20
212.22,1.796e+8,1.796e+8,6.622e-11,1.253e-20
212.23,2.842e+8,2.842e+8,6.613e-11,1.251e-20
212.25,6.315e+8,6.315e+8,6.595e-11,1.248e-20
212.27,1.196e+9,1.196e+9,6.578e-11,1.245e-20
212.28,1.551e+9,1.551e+9,6.569e-11,1.244e-20
212.30,2.311e+9,2.311e+9,6.551e-11,1.241e-20
212.32,2.937e+9,2.937e+9,6.534e-11,1.238e-20
212.33,3.118e+9,3.118e+9,6.525e-11,1.236e-20
212.35,3.118e+9,3.118e+9,6.507e-11,1.234e-20
212.37,2.658e+9,2.658e+9,6.490e-11,1.231e-20
212.38,2.311e+9,2.311e+9,6.481e-11,1.229e-20
212.40,1.551e+9,1.551e+9,6.463e-11,1.226e-20
212.42,8.866e+8,8.866e+8,6.445e-11,1.223e-20
212.43,6.315e+8,6.315e+8,6.437e-11,1.222e-20
212.45,2.842e+8,2.842e+8,6.419e-11,1.219e-20
212.47,1.090e+8,1.090e+8,6.401e-11,1.216e-20
212.48,6.359e+7,6.359e+7,6.392e-11,1.214e-20
212.50,1.920e+7,1.920e+7,6.375e-11,1.212e-20
212.52,4.940e+6,4.940e+6,6.357e-11,1.209e-20
212.53,2.360e+6,2.360e+6,6.348e-11,1.207e-20
212.55,4.780e+5,4.780e+5,6.331e-11,1.204e-20
212.57,8.252e+4,8.252e+4,6.313e-11,1.201e-20
212.58,3.229e+4,3.229e+4,6.304e-11,1.200e-20
212.60,4.387e+3,4.387e+3,6.287e-11,1.197e-20
212.62,5.081e+2,5.081e+2,6.269e-11,1.194e-20
212.63,1.631e+2,1.631e+2,6.260e-11,1.192e-20
212.65,1.851e+1,1.851e+1,6.242e-11,1.190e-20
212.67,4.413e+1,4.413e+1,6.225e-11,1.187e-20
212.68,1.389e+2,1.389e+2,6.216e-11,1.185e-20
212.70,1.279e+3,1.279e+3,6.198e-11,1.182e-20
212.72,1.007e+4,1.007e+4,6.181e-11,1.179e-20
212.73,2.663e+4,2.663e+4,6.172e-11,1.178e-20
212.75,1.653e+5,1.653e+5,6.154e-11,1.175e-20
212.77,8.754e+5,8.754e+5,6.137e-11,1.172e-20
212.78,1.898e+6,1.898e+6,6.128e-11,1.170e-20
212.80,7.921e+6,7.921e+6,6.110e-11,1.168e-20
212.82,2.821e+7,2.821e+7,6.092e-11,1.165e-20
212.83,5.015e+7,5.015e+7,6.084e-11,1.163e-20
212.85,1.407e+8,1.407e+8,6.066e-11,1.160e-20
212.87,3.370e+8,3.370e+8,6.048e-11,1.157e-20
212.88,4.913e+8,4.913e+8,6.040e-11,1.156e-20
212.90,9.271e+8,9.271e+8,6.022e-11,1.153e-20
212.92,1.493e+9,1.493e+9,6.004e-11,1.150e-20
212.93,1.784e+9,1.784e+9,5.995e-11,1.148e-20
212.95,2.264e+9,2.264e+9,5.978e-11,1.146e-20
212.97,2.451e+9,2.451e+9,5.960e-11,1.143e-20
212.98,2.403e+9,2.403e+9,5.951e-11,1.141e-20
213.00,2.050e+9,2.050e+9,5.934e-11,1.138e-20
213.02,1.493e+9,1.493e+9,5.916e-11,1.135e-20
213.03,1.200e+9,1.200e+9,5.907e-11,1.134e-20
213.05,6.884e+8,6.884e+8,5.890e-11,1.131e-20
213.07,3.370e+8,3.370e+8,5.872e-11,1.128e-20
213.08,2.221e+8,2.221e+8,5.863e-11,1.126e-20
213.10,8.570e+7,8.570e+7,5.845e-11,1.124e-20
213.12,2.821e+7,2.821e+7,5.828e-11,1.121e-20
213.13,1.525e+7,1.525e+7,5.819e-11,1.119e-20
213.15,3.955e+6,3.955e+6,5.801e-11,1.116e-20
213.17,8.755e+5,8.755e+5,5.784e-11,1.113e-20
213.18,3.883e+5,3.883e+5,5.775e-11,1.112e-20
213.20,7.021e+4,7.021e+4,5.757e-11,1.109e-20
213.22,2.983e+4,2.983e+4,5.740e-11,1.106e-20
213.23,5.574e+4,5.574e+4,5.731e-11,1.104e-20
213.25,3.220e+5,3.220e+5,5.713e-11,1.102e-20
213.27,1.695e+6,1.695e+6,5.695e-11,1.099e-20
213.28,3.669e+6,3.669e+6,5.687e-11,1.097e-20
213.30,1.527e+7,1.527e+7,5.669e-11,1.094e-20
213.32,5.428e+7,5.428e+7,5.651e-11,1.091e-20
213.33,9.647e+7,9.647e+7,5.642e-11,1.090e-20
213.35,2.707e+8,2.707e+8,5.625e-11,1.087e-20
213.37,6.488e+8,6.488e+8,5.607e-11,1.084e-20
213.38,9.468e+8,9.468e+8,5.598e-11,1.082e-20
213.40,1.792e+9,1.792e+9,5.581e-11,1.080e-20
213.42,2.896e+9,2.896e+9,5.563e-11,1.077e-20
213.43,3.471e+9,3.471e+9,5.554e-11,1.075e-20
213.45,4.429e+9,4.429e+9,5.537e-11,1.072e-20
213.47,4.829e+9,4.829e+9,5.519e-11,1.069e-20
213.48,4.754e+9,4.754e+9,5.510e-11,1.068e-20
213.50,4.093e+9,4.093e+9,5.492e-11,1.065e-20
213.52,3.011e+9,3.011e+9,5.475e-11,1.062e-20
213.53,2.434e+9,2.434e+9,5.466e-11,1.060e-20
213.55,1.414e+9,1.414e+9,5.448e-11,1.058e-20
213.57,7.019e+8,7.019e+8,5.431e-11,1.055e-20
213.58,4.662e+8,4.662e+8,5.422e-11,1.053e-20
213.60,1.828e+8,1.828e+8,5.404e-11,1.050e-20
213.62,6.125e+7,6.125e+7,5.387e-11,1.047e-20
213.63,3.342e+7,3.342e+7,5.378e-11,1.046e-20
213.65,8.848e+6,8.848e+6,5.360e-11,1.043e-20
213.67,2.002e+6,2.002e+6,5.342e-11,1.040e-20
213.68,8.976e+5,8.976e+5,5.334e-11,1.038e-20
213.70,1.605e+5,1.605e+5,5.316e-11,1.036e-20
213.72,2.452e+4,2.452e+4,5.298e-11,1.033e-20
213.73,9.035e+3,9.035e+3,5.290e-11,1.031e-20
213.75,1.091e+3,1.091e+3,5.272e-11,1.028e-20
213.77,1.126e+2,1.126e+2,5.254e-11,1.025e-20
213.78,3.412e+1,3.412e+1,5.245e-11,1.024e-20
213.80,2.784e+0,2.784e+0,5.228e-11,1.021e-20
213.82,1.942e-1,1.942e-1,5.210e-11,1.018e-20
213.83,4.836e-2,4.836e-2,5.201e-11,1.016e-20
213.85,2.667e-3,2.667e-3,5.184e-11,1.014e-20
213.87,1.258e-4,1.258e-4,5.166e-11,1.011e-20
213.88,2.575e-5,2.575e-5,5.157e-11,1.009e-20
213.90,9.601e-7,9.601e-7,5.140e-11,1.006e-20
213.92,3.061e-8,3.061e-8,5.122e-11,1.003e-20
214.10,3.709e-9,3.709e-9,4.963e-11,9.769e-21
214.12,1.252e-7,1.252e-7,4.945e-11,9.739e-21
214.13,6.860e-7,6.860e-7,4.937e-11,9.725e-21
214.15,1.831e-5,1.831e-5,4.919e-11,9.695e-21
214.17,4.181e-4,4.181e-4,4.901e-11,9.666e-21
214.18,1.884e-3,1.884e-3,4.892e-11,9.651e-21
214.20,3.402e-2,3.402e-2,4.875e-11,9.622e-21
214.22,5.253e-1,5.253e-1,4.857e-11,9.593e-21
214.23,1.947e+0,1.947e+0,4.848e-11,9.578e-21
214.25,2.378e+1,2.378e+1,4.831e-11,9.549e-21
214.27,2.483e+2,2.483e+2,4.813e-11,9.519e-21
214.28,7.568e+2,7.568e+2,4.804e-11,9.505e-21
214.30,6.252e+3,6.252e+3,4.787e-11,9.475e-21
214.32,4.416e+4,4.416e+4,4.769e-11,9.446e-21
214.33,1.107e+5,1.107e+5,4.760e-11,9.431e-21
214.35,6.185e+5,6.185e+5,4.742e-11,9.402e-21
214.37,2.955e+6,2.955e+6,4.725e-11,9.373e-21
214.38,6.092e+6,6.092e+6,4.716e-11,9.358e-21
214.40,2.302e+7,2.302e+7,4.698e-11,9.329e-21
214.42,7.440e+7,7.440e+7,4.681e-11,9.299e-21
214.43,1.261e+8,1.261e+8,4.672e-11,9.285e-21
214.45,3.224e+8,3.224e+8,4.654e-11,9.255e-21
214.47,7.047e+8,7.047e+8,4.637e-11,9.226e-21
214.48,9.825e+8,9.825e+8,4.628e-11,9.211e-21
214.50,1.699e+9,1.699e+9,4.610e-11,9.182e-21
214.52,2.511e+9,2.511e+9,4.592e-11,9.153e-21
214.53,2.880e+9,2.880e+9,4.584e-11,9.138e-21
214.55,3.367e+9,3.367e+9,4.566e-11,9.109e-21
214.57,3.367e+9,3.367e+9,4.548e-11,9.079e-21
214.58,3.175e+9,3.175e+9,4.539e-11,9.065e-21
214.60,2.511e+9,2.511e+9,4.522e-11,9.035e-21
214.62,1.699e+9,1.699e+9,4.504e-11,9.006e-21
214.63,1.317e+9,1.317e+9,4.495e-11,8.991e-21
214.65,7.047e+8,7.047e+8,4.478e-11,8.962e-21
214.67,3.224e+8,3.224e+8,4.460e-11,8.933e-21
214.68,2.056e+8,2.056e+8,4.451e-11,8.918e-21
214.70,7.440e+7,7.440e+7,4.434e-11,8.889e-21
214.72,2.302e+7,2.302e+7,4.416e-11,8.859e-21
214.73,1.208e+7,1.208e+7,4.407e-11,8.845e-21
214.75,2.955e+6,2.955e+6,4.389e-11,8.815e-21
214.77,6.187e+5,6.187e+5,4.372e-11,8.786e-21
214.78,2.674e+5,2.674e+5,4.363e-11,8.771e-21
214.80,4.887e+4,4.887e+4,4.345e-11,8.742e-21
214.82,4.182e+4,4.182e+4,4.328e-11,8.713e-21
214.83,9.451e+4,9.451e+4,4.319e-11,8.698e-21
214.85,5.530e+5,5.530e+5,4.301e-11,8.669e-21
214.87,2.834e+6,2.834e+6,4.284e-11,8.639e-21
214.88,6.053e+6,6.053e+6,4.275e-11,8.625e-21
214.90,2.457e+7,2.457e+7,4.257e-11,8.595e-21
214.92,8.534e+7,8.534e+7,4.239e-11,8.566e-21
214.93,1.500e+8,1.500e+8,4.231e-11,8.551e-21
214.95,4.127e+8,4.127e+8,4.213e-11,8.522e-21
214.97,9.715e+8,9.715e+8,4.195e-11,8.493e-21
214.98,1.406e+9,1.406e+9,4.187e-11,8.478e-21
215.00,2.621e+9,2.621e+9,4.169e-11,8.449e-21
215.02,4.180e+9,4.180e+9,4.151e-11,8.419e-21
215.03,4.980e+9,4.980e+9,4.142e-11,8.405e-21
215.05,6.290e+9,6.290e+9,4.125e-11,8.375e-21
215.07,6.799e+9,6.799e+9,4.107e-11,8.346e-21
215.08,6.668e+9,6.668e+9,4.098e-11,8.331e-21
215.10,5.707e+9,5.707e+9,4.081e-11,8.302e-21
215.12,4.180e+9,4.180e+9,4.063e-11,8.272e-21
215.13,3.375e+9,3.375e+9,4.054e-11,8.258e-21
215.15,1.957e+9,1.957e+9,4.037e-11,8.228e-21
215.17,9.715e+8,9.715e+8,4.019e-11,8.199e-21
215.18,6.456e+8,6.456e+8,4.010e-11,8.184e-21
215.20,2.537e+8,2.537e+8,3.992e-11,8.155e-21
215.22,8.534e+7,8.534e+7,3.975e-11,8.126e-21
215.23,4.669e+7,4.669e+7,3.966e-11,8.111e-21
215.25,1.243e+7,1.243e+7,3.948e-11,8.082e-21
215.27,2.834e+6,2.834e+6,3.931e-11,8.052e-21
215.28,1.276e+6,1.276e+6,3.922e-11,8.038e-21
215.30,2.303e+5,2.303e+5,3.904e-11,8.008e-21
215.32,3.557e+4,3.557e+4,3.887e-11,7.979e-21
215.33,1.319e+4,1.319e+4,3.878e-11,7.964e-21
215.35,1.613e+3,1.613e+3,3.860e-11,7.935e-21
215.37,1.688e+2,1.688e+2,3.842e-11,7.906e-21
215.38,5.150e+1,5.150e+1,3.834e-11,7.891e-21
215.40,4.268e+0,4.268e+0,3.816e-11,7.862e-21
215.42,3.027e-1,3.027e-1,3.798e-11,7.832e-21
215.43,7.603e-2,7.603e-2,3.789e-11,7.818e-21
215.45,4.270e-3,4.270e-3,3.772e-11,7.788e-21
215.47,2.052e-4,2.052e-4,3.754e-11,7.759e-21
215.48,4.243e-5,4.243e-5,3.745e-11,7.744e-21
215.50,1.615e-6,1.615e-6,3.728e-11,7.715e-21
215.52,5.258e-8,5.258e-8,3.710e-11,7.686e-21
216.42,1.351e-8,1.351e-8,2.916e-11,6.366e-21
216.43,7.707e-8,7.707e-8,2.907e-11,6.351e-21
216.45,2.236e-6,2.236e-6,2.889e-11,6.322e-21
216.47,5.564e-5,5.564e-5,2.872e-11,6.292e-21
216.48,2.621e-4,2.621e-4,2.863e-11,6.278e-21
216.50,5.185e-3,5.185e-3,2.845e-11,6.248e-21
216.52,8.801e-2,8.801e-2,2.828e-11,6.219e-21
216.53,3.424e-1,3.424e-1,2.819e-11,6.204e-21
216.55,4.620e+0,4.620e+0,2.801e-11,6.175e-21
216.57,5.349e+1,5.349e+1,2.784e-11,6.146e-21
216.58,1.718e+2,1.718e+2,2.775e-11,6.131e-21
216.60,1.581e+3,1.581e+3,2.757e-11,6.102e-21
216.62,1.249e+4,1.249e+4,2.739e-11,6.072e-21
216.63,3.313e+4,3.313e+4,2.731e-11,6.058e-21
216.65,2.080e+5,2.080e+5,2.713e-11,6.028e-21
216.67,1.120e+6,1.120e+6,2.695e-11,5.999e-21
216.68,2.454e+6,2.454e+6,2.687e-11,5.984e-21
216.70,1.051e+7,1.051e+7,2.669e-11,5.955e-21
216.72,3.859e+7,3.859e+7,2.651e-11,5.926e-21
216.73,6.984e+7,6.984e+7,2.642e-11,5.911e-21
216.75,2.039e+8,2.039e+8,2.625e-11,5.882e-21
216.77,5.108e+8,5.108e+8,2.607e-11,5.852e-21
