Wavelength (nm),Sum(calc),Al I (9.0e-1),Al II (1.0e-1),Al III (1.5e-9)
208.58,2.279e-21,,1.135e-14,2.279e-21
208.60,3.467e-20,,1.081e-14,3.467e-20
208.62,4.471e-19,,1.027e-14,4.471e-19
208.63,1.509e-18,,1.000e-14,1.509e-18
208.65,1.520e-17,,9.460e-15,1.520e-17
208.67,1.298e-16,,8.920e-15,1.298e-16
208.68,3.564e-16,,8.649e-15,3.564e-16
208.70,2.376e-15,,8.109e-15,2.376e-15
208.72,1.343e-14,,7.568e-15,1.343e-14
208.73,3.001e-14,,7.298e-15,3.001e-14
208.75,1.325e-13,,6.757e-15,1.325e-13
208.77,4.957e-13,,6.217e-15,4.957e-13
208.78,9.015e-13,,5.946e-15,9.015e-13
208.80,2.634e-12,,5.406e-15,2.634e-12
208.82,6.526e-12,,4.865e-15,6.526e-12
208.83,9.657e-12,,4.595e-15,9.657e-12
208.85,1.868e-11,,4.054e-15,1.868e-11
208.87,3.064e-11,,3.514e-15,3.064e-11
208.88,3.689e-11,,3.243e-15,3.689e-11
208.90,4.725e-11,,2.703e-15,4.725e-11
208.92,5.131e-11,,2.162e-15,5.131e-11
208.93,5.026e-11,,1.892e-15,5.026e-11
208.95,4.262e-11,,1.351e-15,4.262e-11
208.97,3.064e-11,,8.106e-16,3.064e-11
208.98,2.442e-11,,5.403e-16,2.442e-11
209.00,1.373e-11,,2.000e-14,1.371e-11
209.02,7.155e-12,,6.285e-13,6.527e-12
209.03,7.547e-12,,3.313e-12,4.233e-12
209.05,8.296e-11,,8.138e-11,1.578e-12
209.07,1.697e-9,,1.696e-9,5.232e-13
209.08,7.283e-9,,7.283e-9,3.229e-13
209.10,1.187e-7,,1.187e-7,3.335e-13
209.12,1.642e-6,,1.642e-6,1.016e-12
209.13,5.741e-6,,5.741e-6,1.825e-12
209.15,6.209e-5,,6.209e-5,5.299e-12
209.17,5.701e-4,,5.701e-4,1.309e-11
209.18,1.624e-3,,1.624e-3,1.934e-11
209.20,1.167e-2,,1.167e-2,3.732e-11
209.22,7.117e-2,,7.117e-2,6.112e-11
209.23,1.653e-1,,1.653e-1,7.354e-11
209.25,7.901e-1,,7.901e-1,9.411e-11
209.27,3.211e+0,,3.211e+0,1.022e-10
209.28,6.093e+0,,6.093e+0,1.001e-10
209.30,1.947e+1,,1.947e+1,8.492e-11
209.32,5.311e+1,,5.311e+1,6.112e-11
209.33,8.274e+1,,8.274e+1,4.876e-11
209.35,1.792e+2,,1.792e+2,2.742e-11
209.37,3.348e+2,,3.348e+2,1.309e-11
209.38,4.340e+2,,4.340e+2,8.499e-12
209.40,6.592e+2,,6.592e+2,3.169e-12
209.42,8.832e+2,,8.832e+2,1.003e-12
209.43,9.787e+2,,9.787e+2,5.302e-13
209.45,1.109e+3,,1.109e+3,1.311e-13
209.47,1.135e+3,,1.135e+3,2.749e-14
209.48,1.106e+3,,1.106e+3,1.184e-14
209.50,9.753e+2,,9.753e+2,1.940e-15
209.52,7.734e+2,,7.734e+2,2.698e-16
209.53,6.600e+2,,6.600e+2,9.458e-17
209.55,4.389e+2,,4.389e+2,1.028e-17
209.57,2.565e+2,,2.565e+2,9.473e-19
209.58,1.864e+2,,1.864e+2,2.704e-19
209.60,8.850e+1,,8.850e+1,1.948e-20
209.62,3.634e+1,,3.634e+1,1.191e-21
209.63,2.202e+1,,2.202e+1,2.767e-22
209.65,7.218e+0,,7.218e+0,1.322e-23
209.67,2.029e+0,,2.029e+0,5.355e-25
209.68,1.015e+0,,1.015e+0,1.013e-25
209.70,2.256e-1,,2.256e-1,3.209e-27
209.72,4.281e-2,,4.281e-2,3.203e-27
209.73,1.757e-2,,1.757e-2,3.200e-27
209.75,2.624e-3,,2.624e-3,3.194e-27
209.77,3.337e-4,,3.337e-4,3.188e-27
209.78,1.120e-4,,1.120e-4,3.185e-27
209.80,1.118e-5,,1.118e-5,3.180e-27
209.82,9.484e-7,,9.484e-7,3.174e-27
209.83,2.599e-7,,2.599e-7,3.171e-27
209.85,1.728e-8,,1.728e-8,3.165e-27
209.87,9.758e-10,,9.758e-10,3.159e-27
209.88,2.181e-10,,2.181e-10,3.157e-27
209.90,9.643e-12,,9.643e-12,3.151e-27
209.92,3.596e-13,,3.596e-13,3.145e-27
209.93,6.557e-14,,6.557e-14,3.142e-27
211.38,1.209e-9,1.209e-9,5.595e-14,2.723e-27
211.40,4.126e-8,4.126e-8,5.582e-14,2.717e-27
211.42,1.199e-6,1.199e-6,5.569e-14,2.711e-27
211.43,6.087e-6,6.087e-6,5.562e-14,2.708e-27
211.45,1.391e-4,1.391e-4,5.549e-14,2.702e-27
211.47,2.707e-3,2.707e-3,5.535e-14,2.697e-27
211.48,1.124e-2,1.124e-2,5.529e-14,2.694e-27
211.50,1.720e-1,1.720e-1,5.516e-14,2.688e-27
211.52,2.241e+0,2.241e+0,5.502e-14,2.682e-27
211.53,7.617e+0,7.617e+0,5.496e-14,2.679e-27
211.55,7.803e+1,7.803e+1,5.482e-14,2.673e-27
211.57,6.807e+2,6.807e+2,5.469e-14,2.668e-27
211.58,1.893e+3,1.893e+3,5.462e-14,2.665e-27
211.60,1.298e+4,1.298e+4,5.449e-14,2.659e-27
211.62,7.585e+4,7.585e+4,5.436e-14,2.653e-27
211.63,1.726e+5,1.726e+5,5.429e-14,2.650e-27
211.65,7.927e+5,7.927e+5,5.416e-14,2.644e-27
211.67,3.100e+6,3.100e+6,5.403e-14,2.639e-27
211.68,5.773e+6,5.773e+6,5.396e-14,2.636e-27
211.70,1.775e+7,1.775e+7,5.383e-14,2.630e-27
211.72,4.649e+7,4.649e+7,5.370e-14,2.624e-27
211.73,7.083e+7,7.083e+7,5.363e-14,2.621e-27
211.75,1.458e+8,1.458e+8,5.350e-14,2.616e-27
211.77,2.557e+8,2.557e+8,5.336e-14,2.610e-27
211.78,3.188e+8,3.188e+8,5.330e-14,2.607e-27
211.80,4.394e+8,4.394e+8,5.317e-14,2.601e-27
211.82,5.159e+8,5.159e+8,5.303e-14,2.595e-27
211.83,5.264e+8,5.264e+8,5.297e-14,2.592e-27
211.85,4.858e+8,4.858e+8,5.283e-14,2.587e-27
211.87,3.819e+8,3.819e+8,5.270e-14,2.581e-27
211.88,3.188e+8,3.188e+8,5.263e-14,2.578e-27
211.90,1.970e+8,1.970e+8,5.250e-14,2.572e-27
211.92,1.037e+8,1.037e+8,5.237e-14,2.566e-27
211.93,7.083e+7,7.083e+7,5.230e-14,2.563e-27
211.95,2.931e+7,2.931e+7,5.217e-14,2.558e-27
211.97,1.033e+7,1.033e+7,5.204e-14,2.552e-27
211.98,5.773e+6,5.773e+6,5.197e-14,2.549e-27
212.00,1.599e+6,1.599e+6,5.184e-14,2.543e-27
212.02,3.774e+5,3.774e+5,5.171e-14,2.537e-27
212.03,1.726e+5,1.726e+5,5.164e-14,2.535e-27
212.05,3.207e+4,3.207e+4,5.151e-14,2.529e-27
212.07,5.553e+3,5.553e+3,5.137e-14,2.523e-27
212.08,3.317e+3,3.317e+3,5.131e-14,2.520e-27
212.10,1.072e+4,1.072e+4,5.118e-14,2.514e-27
212.12,6.579e+4,6.579e+4,5.104e-14,2.509e-27
212.13,1.552e+5,1.552e+5,5.098e-14,2.506e-27
212.15,7.661e+5,7.661e+5,5.084e-14,2.500e-27
212.17,3.225e+6,3.225e+6,5.071e-14,2.494e-27
212.18,6.231e+6,6.231e+6,5.064e-14,2.491e-27
212.20,2.064e+7,2.064e+7,5.051e-14,2.485e-27
212.22,5.828e+7,5.828e+7,5.038e-14,2.480e-27
212.23,9.224e+7,9.224e+7,5.031e-14,2.477e-27
212.25,2.050e+8,2.050e+8,5.018e-14,2.471e-27
212.27,3.882e+8,3.882e+8,5.005e-14,2.465e-27
212.28,5.033e+8,5.033e+8,4.998e-14,2.462e-27
212.30,7.502e+8,7.502e+8,4.985e-14,2.456e-27
212.32,9.533e+8,9.533e+8,4.972e-14,2.451e-27
212.33,1.012e+9,1.012e+9,4.965e-14,2.448e-27
212.35,1.012e+9,1.012e+9,4.952e-14,2.442e-27
212.37,8.627e+8,8.627e+8,4.938e-14,2.436e-27
212.38,7.502e+8,7.502e+8,4.932e-14,2.433e-27
212.40,5.033e+8,5.033e+8,4.918e-14,2.427e-27
212.42,2.878e+8,2.878e+8,4.905e-14,2.422e-27
212.43,2.050e+8,2.050e+8,4.899e-14,2.419e-27
212.45,9.224e+7,9.224e+7,4.885e-14,2.413e-27
212.47,3.538e+7,3.538e+7,4.872e-14,2.407e-27
212.48,2.064e+7,2.064e+7,4.865e-14,2.404e-27
212.50,6.231e+6,6.231e+6,4.852e-14,2.399e-27
212.52,1.603e+6,1.603e+6,4.839e-14,2.393e-27
212.53,7.661e+5,7.661e+5,4.832e-14,2.390e-27
212.55,1.552e+5,1.552e+5,4.819e-14,2.384e-27
212.57,2.678e+4,2.678e+4,4.806e-14,2.378e-27
212.58,1.048e+4,1.048e+4,4.799e-14,2.375e-27
212.60,1.424e+3,1.424e+3,4.786e-14,2.370e-27
212.62,1.649e+2,1.649e+2,4.773e-14,2.364e-27
212.63,5.294e+1,5.294e+1,4.766e-14,2.361e-27
212.65,6.020e+0,6.020e+0,4.753e-14,2.355e-27
212.67,1.446e+1,1.446e+1,4.739e-14,2.349e-27
212.68,4.552e+1,4.552e+1,4.733e-14,2.346e-27
212.70,4.193e+2,4.193e+2,4.719e-14,2.341e-27
212.72,3.302e+3,3.302e+3,4.706e-14,2.335e-27
212.73,8.731e+3,8.731e+3,4.700e-14,2.332e-27
212.75,5.419e+4,5.419e+4,4.686e-14,2.326e-27
212.77,2.870e+5,2.870e+5,4.673e-14,2.320e-27
212.78,6.222e+5,6.222e+5,4.666e-14,2.318e-27
212.80,2.597e+6,2.597e+6,4.653e-14,2.312e-27
212.82,9.246e+6,9.246e+6,4.640e-14,2.306e-27
212.83,1.644e+7,1.644e+7,4.633e-14,2.303e-27
212.85,4.613e+7,4.613e+7,4.620e-14,2.297e-27
212.87,1.105e+8,1.105e+8,4.607e-14,2.292e-27
212.88,1.610e+8,1.610e+8,4.600e-14,2.289e-27
212.90,3.039e+8,3.039e+8,4.587e-14,2.283e-27
212.92,4.893e+8,4.893e+8,4.574e-14,2.277e-27
212.93,5.850e+8,5.850e+8,4.567e-14,2.274e-27
212.95,7.422e+8,7.422e+8,4.554e-14,2.268e-27
212.97,8.035e+8,8.035e+8,4.540e-14,2.263e-27
212.98,7.878e+8,7.878e+8,4.534e-14,2.260e-27
213.00,6.721e+8,6.721e+8,4.520e-14,2.254e-27
213.02,4.893e+8,4.893e+8,4.507e-14,2.248e-27
213.03,3.933e+8,3.933e+8,4.501e-14,2.245e-27
213.05,2.257e+8,2.257e+8,4.487e-14,2.239e-27
213.07,1.105e+8,1.105e+8,4.474e-14,2.234e-27
213.08,7.282e+7,7.282e+7,4.467e-14,2.231e-27
213.10,2.809e+7,2.809e+7,4.454e-14,2.225e-27
213.12,9.246e+6,9.246e+6,4.441e-14,2.219e-27
213.13,4.998e+6,4.998e+6,4.434e-14,2.216e-27
213.15,1.297e+6,1.297e+6,4.421e-14,2.211e-27
213.17,2.870e+5,2.870e+5,4.408e-14,2.205e-27
213.18,1.273e+5,1.273e+5,4.401e-14,2.202e-27
213.20,2.302e+4,2.302e+4,4.388e-14,2.196e-27
213.22,9.778e+3,9.778e+3,4.375e-14,2.190e-27
213.23,1.827e+4,1.827e+4,4.368e-14,2.187e-27
213.25,1.055e+5,1.055e+5,4.355e-14,2.182e-27
213.27,5.557e+5,5.557e+5,4.341e-14,2.176e-27
213.28,1.203e+6,1.203e+6,4.335e-14,2.173e-27
213.30,5.006e+6,5.006e+6,4.321e-14,2.167e-27
213.32,1.779e+7,1.779e+7,4.308e-14,2.161e-27
213.33,3.162e+7,3.162e+7,4.302e-14,2.158e-27
213.35,8.873e+7,8.873e+7,4.288e-14,2.153e-27
213.37,2.127e+8,2.127e+8,4.275e-14,2.147e-27
213.38,3.104e+8,3.104e+8,4.268e-14,2.144e-27
213.40,5.873e+8,5.873e+8,4.255e-14,2.138e-27
213.42,9.493e+8,9.493e+8,4.242e-14,2.132e-27
213.43,1.138e+9,1.138e+9,4.235e-14,2.130e-27
213.45,1.452e+9,1.452e+9,4.222e-14,2.124e-27
213.47,1.583e+9,1.583e+9,4.209e-14,2.118e-27
213.48,1.558e+9,1.558e+9,4.202e-14,2.115e-27
213.50,1.342e+9,1.342e+9,4.189e-14,2.109e-27
213.52,9.868e+8,9.868e+8,4.176e-14,2.103e-27
213.53,7.979e+8,7.979e+8,4.169e-14,2.101e-27
213.55,4.635e+8,4.635e+8,4.156e-14,2.095e-27
213.57,2.301e+8,2.301e+8,4.142e-14,2.089e-27
213.58,1.528e+8,1.528e+8,4.136e-14,2.086e-27
213.60,5.992e+7,5.992e+7,4.122e-14,2.080e-27
213.62,2.008e+7,2.008e+7,4.109e-14,2.075e-27
213.63,1.096e+7,1.096e+7,4.103e-14,2.072e-27
213.65,2.900e+6,2.900e+6,4.089e-14,2.066e-27
213.67,6.561e+5,6.561e+5,4.076e-14,2.060e-27
213.68,2.942e+5,2.942e+5,4.069e-14,2.057e-27
213.70,5.260e+4,5.260e+4,4.056e-14,2.051e-27
213.72,8.036e+3,8.036e+3,4.043e-14,2.046e-27
213.73,2.962e+3,2.962e+3,4.036e-14,2.043e-27
213.75,3.576e+2,3.576e+2,4.023e-14,2.037e-27
213.77,3.692e+1,3.692e+1,4.010e-14,2.031e-27
213.78,1.118e+1,1.118e+1,4.003e-14,2.028e-27
213.80,9.125e-1,9.125e-1,3.990e-14,2.022e-27
213.82,6.365e-2,6.365e-2,3.977e-14,2.017e-27
213.83,1.585e-2,1.585e-2,3.970e-14,2.014e-27
213.85,8.743e-4,8.743e-4,3.957e-14,2.008e-27
213.87,4.122e-5,4.122e-5,3.943e-14,2.002e-27
213.88,8.441e-6,8.441e-6,3.937e-14,1.999e-27
213.90,3.147e-7,3.147e-7,3.923e-14,1.994e-27
213.92,1.003e-8,1.003e-8,3.910e-14,1.988e-27
214.10,1.233e-9,1.233e-9,3.791e-14,1.936e-27
214.12,4.161e-8,4.161e-8,3.778e-14,1.930e-27
214.13,2.280e-7,2.280e-7,3.771e-14,1.927e-27
214.15,6.086e-6,6.086e-6,3.758e-14,1.921e-27
214.17,1.389e-4,1.389e-4,3.744e-14,1.915e-27
214.18,6.261e-4,6.261e-4,3.738e-14,1.913e-27
214.20,1.130e-2,1.130e-2,3.724e-14,1.907e-27
214.22,1.746e-1,1.746e-1,3.711e-14,1.901e-27
214.23,6.469e-1,6.469e-1,3.705e-14,1.898e-27
214.25,7.901e+0,7.901e+0,3.691e-14,1.892e-27
214.27,8.252e+1,8.252e+1,3.678e-14,1.886e-27
214.28,2.515e+2,2.515e+2,3.671e-14,1.884e-27
214.30,2.078e+3,2.078e+3,3.658e-14,1.878e-27
214.32,1.468e+4,1.468e+4,3.645e-14,1.872e-27
214.33,3.679e+4,3.679e+4,3.638e-14,1.869e-27
214.35,2.055e+5,2.055e+5,3.625e-14,1.863e-27
214.37,9.821e+5,9.821e+5,3.612e-14,1.858e-27
214.38,2.024e+6,2.024e+6,3.605e-14,1.855e-27
214.40,7.650e+6,7.650e+6,3.592e-14,1.849e-27
214.42,2.472e+7,2.472e+7,3.579e-14,1.843e-27
214.43,4.192e+7,4.192e+7,3.572e-14,1.840e-27
214.45,1.071e+8,1.071e+8,3.559e-14,1.834e-27
214.47,2.342e+8,2.342e+8,3.545e-14,1.829e-27
214.48,3.265e+8,3.265e+8,3.539e-14,1.826e-27
214.50,5.645e+8,5.645e+8,3.525e-14,1.820e-27
214.52,8.346e+8,8.346e+8,3.512e-14,1.814e-27
214.53,9.570e+8,9.570e+8,3.506e-14,1.811e-27
214.55,1.119e+9,1.119e+9,3.492e-14,1.805e-27
214.57,1.119e+9,1.119e+9,3.479e-14,1.800e-27
214.58,1.055e+9,1.055e+9,3.472e-14,1.797e-27
214.60,8.346e+8,8.346e+8,3.459e-14,1.791e-27
214.62,5.645e+8,5.645e+8,3.446e-14,1.785e-27
214.63,4.378e+8,4.378e+8,3.439e-14,1.782e-27
214.65,2.342e+8,2.342e+8,3.426e-14,1.777e-27
214.67,1.071e+8,1.071e+8,3.413e-14,1.771e-27
214.68,6.834e+7,6.834e+7,3.406e-14,1.768e-27
214.70,2.472e+7,2.472e+7,3.393e-14,1.762e-27
214.72,7.650e+6,7.650e+6,3.379e-14,1.756e-27
214.73,4.013e+6,4.013e+6,3.373e-14,1.753e-27
214.75,9.821e+5,9.821e+5,3.360e-14,1.748e-27
214.77,2.056e+5,2.056e+5,3.346e-14,1.742e-27
214.78,8.885e+4,8.885e+4,3.340e-14,1.739e-27
214.80,1.624e+4,1.624e+4,3.326e-14,1.733e-27
214.82,1.390e+4,1.390e+4,3.313e-14,1.727e-27
214.83,3.141e+4,3.141e+4,3.307e-14,1.724e-27
214.85,1.838e+5,1.838e+5,3.293e-14,1.719e-27
214.87,9.417e+5,9.417e+5,3.280e-14,1.713e-27
214.88,2.011e+6,2.011e+6,3.273e-14,1.710e-27
214.90,8.164e+6,8.164e+6,3.260e-14,1.704e-27
214.92,2.836e+7,2.836e+7,3.247e-14,1.698e-27
214.93,4.986e+7,4.986e+7,3.240e-14,1.696e-27
214.95,1.371e+8,1.371e+8,3.227e-14,1.690e-27
214.97,3.228e+8,3.228e+8,3.214e-14,1.684e-27
214.98,4.672e+8,4.672e+8,3.207e-14,1.681e-27
215.00,8.708e+8,8.708e+8,3.194e-14,1.675e-27
215.02,1.389e+9,1.389e+9,3.180e-14,1.670e-27
215.03,1.655e+9,1.655e+9,3.174e-14,1.667e-27
215.05,2.090e+9,2.090e+9,3.161e-14,1.661e-27
215.07,2.259e+9,2.259e+9,3.147e-14,1.655e-27
215.08,2.216e+9,2.216e+9,3.141e-14,1.652e-27
215.10,1.896e+9,1.896e+9,3.127e-14,1.646e-27
215.12,1.389e+9,1.389e+9,3.114e-14,1.641e-27
215.13,1.121e+9,1.121e+9,3.108e-14,1.638e-27
215.15,6.504e+8,6.504e+8,3.094e-14,1.632e-27
215.17,3.228e+8,3.228e+8,3.081e-14,1.626e-27
215.18,2.146e+8,2.146e+8,3.074e-14,1.623e-27
215.20,8.432e+7,8.432e+7,3.061e-14,1.617e-27
215.22,2.836e+7,2.836e+7,3.048e-14,1.612e-27
215.23,1.552e+7,1.552e+7,3.041e-14,1.609e-27
215.25,4.132e+6,4.132e+6,3.028e-14,1.603e-27
215.27,9.417e+5,9.417e+5,3.015e-14,1.597e-27
215.28,4.241e+5,4.241e+5,3.008e-14,1.594e-27
215.30,7.653e+4,7.653e+4,2.995e-14,1.589e-27
215.32,1.182e+4,1.182e+4,2.981e-14,1.583e-27
215.33,4.382e+3,4.382e+3,2.975e-14,1.580e-27
215.35,5.359e+2,5.359e+2,2.962e-14,1.574e-27
215.37,5.608e+1,5.608e+1,2.948e-14,1.568e-27
215.38,1.711e+1,1.711e+1,2.942e-14,1.565e-27
215.40,1.418e+0,1.418e+0,2.928e-14,1.560e-27
215.42,1.006e-1,1.006e-1,2.915e-14,1.554e-27
215.43,2.527e-2,2.527e-2,2.909e-14,1.551e-27
215.45,1.419e-3,1.419e-3,2.895e-14,1.545e-27
215.47,6.819e-5,6.819e-5,2.882e-14,1.539e-27
215.48,1.410e-5,1.410e-5,2.875e-14,1.536e-27
215.50,5.365e-7,5.365e-7,2.862e-14,1.531e-27
215.52,1.747e-8,1.747e-8,2.849e-14,1.525e-27
216.42,4.580e-9,4.580e-9,2.252e-14,1.264e-27
216.43,2.612e-8,2.612e-8,2.245e-14,1.262e-27
216.45,7.577e-7,7.577e-7,2.232e-14,1.256e-27
216.47,1.886e-5,1.886e-5,2.219e-14,1.250e-27
216.48,8.883e-5,8.883e-5,2.212e-14,1.247e-27
216.50,1.757e-3,1.757e-3,2.199e-14,1.241e-27
216.52,2.983e-2,2.983e-2,2.185e-14,1.236e-27
216.53,1.160e-1,1.160e-1,2.179e-14,1.233e-27
216.55,1.566e+0,1.566e+0,2.166e-14,1.227e-27
216.57,1.813e+1,1.813e+1,2.152e-14,1.221e-27
216.58,5.824e+1,5.824e+1,2.146e-14,1.218e-27
216.60,5.360e+2,5.360e+2,2.132e-14,1.212e-27
216.62,4.232e+3,4.232e+3,2.119e-14,1.207e-27
216.63,1.123e+4,1.123e+4,2.112e-14,1.204e-27
216.65,7.048e+4,7.048e+4,2.099e-14,1.198e-27
216.67,3.796e+5,3.796e+5,2.086e-14,1.192e-27
216.68,8.318e+5,8.318e+5,2.079e-14,1.189e-27
216.70,3.561e+6,3.561e+6,2.066e-14,1.183e-27
216.72,1.308e+7,1.308e+7,2.053e-14,1.178e-27
216.73,2.367e+7,2.367e+7,2.046e-14,1.175e-27
216.75,6.911e+7,6.911e+7,2.033e-14,1.169e-27
216.77,1.731e+8,1.731e+8,2.020e-14,1.163e-27
