Wavelength (nm),Sum(calc),Al I (9.5e-2),Al II (9.0e-1),Al III (7.3e-5)
212.17,1.843e+6,1.843e+6,1.236e-10,2.337e-19
212.18,3.561e+6,3.561e+6,1.235e-10,2.334e-19
212.20,1.179e+7,1.179e+7,1.231e-10,2.329e-19
212.22,3.330e+7,3.330e+7,1.228e-10,2.323e-19
212.23,5.271e+7,5.271e+7,1.226e-10,2.320e-19
212.25,1.171e+8,1.171e+8,1.223e-10,2.315e-19
212.27,2.218e+8,2.218e+8,1.220e-10,2.310e-19
212.28,2.876e+8,2.876e+8,1.218e-10,2.307e-19
212.30,4.287e+8,4.287e+8,1.215e-10,2.301e-19
212.32,5.447e+8,5.447e+8,1.212e-10,2.296e-19
212.33,5.783e+8,5.783e+8,1.210e-10,2.293e-19
212.35,5.783e+8,5.783e+8,1.207e-10,2.288e-19
212.37,4.930e+8,4.930e+8,1.204e-10,2.282e-19
212.38,4.287e+8,4.287e+8,1.202e-10,2.280e-19
212.40,2.876e+8,2.876e+8,1.199e-10,2.274e-19
212.42,1.644e+8,1.644e+8,1.195e-10,2.269e-19
212.43,1.171e+8,1.171e+8,1.194e-10,2.266e-19
212.45,5.271e+7,5.271e+7,1.190e-10,2.261e-19
212.47,2.022e+7,2.022e+7,1.187e-10,2.255e-19
212.48,1.179e+7,1.179e+7,1.186e-10,2.252e-19
212.50,3.561e+6,3.561e+6,1.182e-10,2.247e-19
212.52,9.162e+5,9.162e+5,1.179e-10,2.242e-19
212.53,4.378e+5,4.378e+5,1.177e-10,2.239e-19
212.55,8.866e+4,8.866e+4,1.174e-10,2.233e-19
212.57,1.530e+4,1.530e+4,1.171e-10,2.228e-19
212.58,5.989e+3,5.989e+3,1.169e-10,2.225e-19
212.60,8.137e+2,8.137e+2,1.166e-10,2.220e-19
212.62,9.424e+1,9.424e+1,1.163e-10,2.214e-19
212.63,3.025e+1,3.025e+1,1.161e-10,2.212e-19
212.65,3.433e+0,3.433e+0,1.158e-10,2.206e-19
212.67,8.184e+0,8.184e+0,1.154e-10,2.201e-19
212.68,2.576e+1,2.576e+1,1.153e-10,2.198e-19
212.70,2.372e+2,2.372e+2,1.150e-10,2.193e-19
212.72,1.868e+3,1.868e+3,1.146e-10,2.187e-19
212.73,4.940e+3,4.940e+3,1.145e-10,2.184e-19
212.75,3.066e+4,3.066e+4,1.141e-10,2.179e-19
212.77,1.624e+5,1.624e+5,1.138e-10,2.174e-19
212.78,3.520e+5,3.520e+5,1.136e-10,2.171e-19
212.80,1.469e+6,1.469e+6,1.133e-10,2.165e-19
212.82,5.231e+6,5.231e+6,1.130e-10,2.160e-19
212.83,9.301e+6,9.301e+6,1.128e-10,2.157e-19
212.85,2.610e+7,2.610e+7,1.125e-10,2.152e-19
212.87,6.250e+7,6.250e+7,1.122e-10,2.146e-19
212.88,9.112e+7,9.112e+7,1.120e-10,2.144e-19
212.90,1.719e+8,1.719e+8,1.117e-10,2.138e-19
212.92,2.768e+8,2.768e+8,1.114e-10,2.133e-19
212.93,3.309e+8,3.309e+8,1.112e-10,2.130e-19
212.95,4.199e+8,4.199e+8,1.109e-10,2.125e-19
212.97,4.546e+8,4.546e+8,1.105e-10,2.119e-19
212.98,4.457e+8,4.457e+8,1.104e-10,2.116e-19
213.00,3.803e+8,3.803e+8,1.100e-10,2.111e-19
213.02,2.768e+8,2.768e+8,1.097e-10,2.106e-19
213.03,2.225e+8,2.225e+8,1.096e-10,2.103e-19
213.05,1.277e+8,1.277e+8,1.092e-10,2.097e-19
213.07,6.250e+7,6.250e+7,1.089e-10,2.092e-19
213.08,4.120e+7,4.120e+7,1.087e-10,2.089e-19
213.10,1.589e+7,1.589e+7,1.084e-10,2.084e-19
213.12,5.231e+6,5.231e+6,1.081e-10,2.078e-19
213.13,2.828e+6,2.828e+6,1.079e-10,2.076e-19
213.15,7.335e+5,7.335e+5,1.076e-10,2.070e-19
213.17,1.624e+5,1.624e+5,1.073e-10,2.065e-19
213.18,7.202e+4,7.202e+4,1.071e-10,2.062e-19
213.20,1.302e+4,1.302e+4,1.068e-10,2.057e-19
213.22,5.532e+3,5.532e+3,1.064e-10,2.051e-19
213.23,1.034e+4,1.034e+4,1.063e-10,2.048e-19
213.25,5.971e+4,5.971e+4,1.060e-10,2.043e-19
213.27,3.144e+5,3.144e+5,1.056e-10,2.037e-19
213.28,6.805e+5,6.805e+5,1.055e-10,2.035e-19
213.30,2.832e+6,2.832e+6,1.051e-10,2.029e-19
213.32,1.007e+7,1.007e+7,1.048e-10,2.024e-19
213.33,1.789e+7,1.789e+7,1.046e-10,2.021e-19
213.35,5.020e+7,5.020e+7,1.043e-10,2.016e-19
213.37,1.203e+8,1.203e+8,1.040e-10,2.010e-19
213.38,1.756e+8,1.756e+8,1.038e-10,2.008e-19
213.40,3.323e+8,3.323e+8,1.035e-10,2.002e-19
213.42,5.371e+8,5.371e+8,1.032e-10,1.997e-19
213.43,6.437e+8,6.437e+8,1.030e-10,1.994e-19
213.45,8.215e+8,8.215e+8,1.027e-10,1.989e-19
213.47,8.957e+8,8.957e+8,1.024e-10,1.983e-19
213.48,8.816e+8,8.816e+8,1.022e-10,1.980e-19
213.50,7.590e+8,7.590e+8,1.019e-10,1.975e-19
213.52,5.583e+8,5.583e+8,1.015e-10,1.969e-19
213.53,4.514e+8,4.514e+8,1.014e-10,1.967e-19
213.55,2.622e+8,2.622e+8,1.010e-10,1.961e-19
213.57,1.302e+8,1.302e+8,1.007e-10,1.956e-19
213.58,8.646e+7,8.646e+7,1.006e-10,1.953e-19
213.60,3.390e+7,3.390e+7,1.002e-10,1.948e-19
213.62,1.136e+7,1.136e+7,9.990e-11,1.942e-19
213.63,6.199e+6,6.199e+6,9.974e-11,1.940e-19
213.65,1.641e+6,1.641e+6,9.941e-11,1.934e-19
213.67,3.712e+5,3.712e+5,9.908e-11,1.929e-19
213.68,1.665e+5,1.665e+5,9.892e-11,1.926e-19
213.70,2.976e+4,2.976e+4,9.859e-11,1.921e-19
213.72,4.547e+3,4.547e+3,9.826e-11,1.915e-19
213.73,1.676e+3,1.676e+3,9.810e-11,1.912e-19
213.75,2.023e+2,2.023e+2,9.777e-11,1.907e-19
213.77,2.089e+1,2.089e+1,9.744e-11,1.901e-19
213.78,6.327e+0,6.327e+0,9.728e-11,1.899e-19
213.80,5.163e-1,5.163e-1,9.695e-11,1.893e-19
213.82,3.601e-2,3.601e-2,9.663e-11,1.888e-19
213.83,8.969e-3,8.969e-3,9.646e-11,1.885e-19
213.85,4.946e-4,4.946e-4,9.614e-11,1.880e-19
213.87,2.332e-5,2.332e-5,9.581e-11,1.874e-19
213.88,4.776e-6,4.776e-6,9.564e-11,1.872e-19
213.90,1.781e-7,1.781e-7,9.532e-11,1.866e-19
213.92,5.677e-9,5.677e-9,9.499e-11,1.861e-19
214.10,6.879e-10,6.879e-10,9.204e-11,1.812e-19
214.12,2.322e-8,2.322e-8,9.172e-11,1.806e-19
214.13,1.272e-7,1.272e-7,9.155e-11,1.804e-19
214.15,3.396e-6,3.396e-6,9.123e-11,1.798e-19
214.17,7.754e-5,7.754e-5,9.090e-11,1.793e-19
214.18,3.494e-4,3.494e-4,9.074e-11,1.790e-19
214.20,6.309e-3,6.309e-3,9.041e-11,1.784e-19
214.22,9.743e-2,9.743e-2,9.008e-11,1.779e-19
214.23,3.610e-1,3.610e-1,8.992e-11,1.776e-19
214.25,4.409e+0,4.409e+0,8.959e-11,1.771e-19
214.27,4.605e+1,4.605e+1,8.926e-11,1.765e-19
214.28,1.404e+2,1.404e+2,8.910e-11,1.763e-19
214.30,1.159e+3,1.159e+3,8.877e-11,1.757e-19
214.32,8.191e+3,8.191e+3,8.844e-11,1.752e-19
214.33,2.053e+4,2.053e+4,8.828e-11,1.749e-19
214.35,1.147e+5,1.147e+5,8.795e-11,1.744e-19
214.37,5.481e+5,5.481e+5,8.763e-11,1.738e-19
214.38,1.130e+6,1.130e+6,8.746e-11,1.736e-19
214.40,4.269e+6,4.269e+6,8.714e-11,1.730e-19
214.42,1.380e+7,1.380e+7,8.681e-11,1.725e-19
214.43,2.339e+7,2.339e+7,8.664e-11,1.722e-19
214.45,5.979e+7,5.979e+7,8.632e-11,1.716e-19
214.47,1.307e+8,1.307e+8,8.599e-11,1.711e-19
214.48,1.822e+8,1.822e+8,8.583e-11,1.708e-19
214.50,3.150e+8,3.150e+8,8.550e-11,1.703e-19
214.52,4.658e+8,4.658e+8,8.517e-11,1.697e-19
214.53,5.341e+8,5.341e+8,8.501e-11,1.695e-19
214.55,6.245e+8,6.245e+8,8.468e-11,1.689e-19
214.57,6.245e+8,6.245e+8,8.435e-11,1.684e-19
214.58,5.889e+8,5.889e+8,8.419e-11,1.681e-19
214.60,4.658e+8,4.658e+8,8.386e-11,1.676e-19
214.62,3.150e+8,3.150e+8,8.354e-11,1.670e-19
214.63,2.443e+8,2.443e+8,8.337e-11,1.668e-19
214.65,1.307e+8,1.307e+8,8.304e-11,1.662e-19
214.67,5.979e+7,5.979e+7,8.272e-11,1.657e-19
214.68,3.814e+7,3.814e+7,8.255e-11,1.654e-19
214.70,1.380e+7,1.380e+7,8.223e-11,1.648e-19
214.72,4.269e+6,4.269e+6,8.190e-11,1.643e-19
214.73,2.240e+6,2.240e+6,8.174e-11,1.640e-19
214.75,5.481e+5,5.481e+5,8.141e-11,1.635e-19
214.77,1.147e+5,1.147e+5,8.108e-11,1.629e-19
214.78,4.958e+4,4.958e+4,8.092e-11,1.627e-19
214.80,9.063e+3,9.063e+3,8.059e-11,1.621e-19
214.82,7.756e+3,7.756e+3,8.026e-11,1.616e-19
214.83,1.753e+4,1.753e+4,8.010e-11,1.613e-19
214.85,1.026e+5,1.026e+5,7.977e-11,1.608e-19
214.87,5.256e+5,5.256e+5,7.944e-11,1.602e-19
214.88,1.123e+6,1.123e+6,7.928e-11,1.600e-19
214.90,4.556e+6,4.556e+6,7.895e-11,1.594e-19
214.92,1.583e+7,1.583e+7,7.863e-11,1.589e-19
214.93,2.783e+7,2.783e+7,7.846e-11,1.586e-19
214.95,7.654e+7,7.654e+7,7.813e-11,1.580e-19
214.97,1.802e+8,1.802e+8,7.781e-11,1.575e-19
214.98,2.608e+8,2.608e+8,7.764e-11,1.572e-19
215.00,4.860e+8,4.860e+8,7.732e-11,1.567e-19
215.02,7.753e+8,7.753e+8,7.699e-11,1.561e-19
215.03,9.236e+8,9.236e+8,7.683e-11,1.559e-19
215.05,1.167e+9,1.167e+9,7.650e-11,1.553e-19
215.07,1.261e+9,1.261e+9,7.617e-11,1.548e-19
215.08,1.237e+9,1.237e+9,7.601e-11,1.545e-19
215.10,1.058e+9,1.058e+9,7.568e-11,1.540e-19
215.12,7.753e+8,7.753e+8,7.535e-11,1.534e-19
215.13,6.259e+8,6.259e+8,7.519e-11,1.531e-19
215.15,3.630e+8,3.630e+8,7.486e-11,1.526e-19
215.17,1.802e+8,1.802e+8,7.453e-11,1.521e-19
215.18,1.197e+8,1.197e+8,7.437e-11,1.518e-19
215.20,4.706e+7,4.706e+7,7.404e-11,1.512e-19
215.22,1.583e+7,1.583e+7,7.372e-11,1.507e-19
215.23,8.659e+6,8.659e+6,7.355e-11,1.504e-19
215.25,2.306e+6,2.306e+6,7.323e-11,1.499e-19
215.27,5.256e+5,5.256e+5,7.290e-11,1.493e-19
215.28,2.367e+5,2.367e+5,7.273e-11,1.491e-19
215.30,4.271e+4,4.271e+4,7.241e-11,1.485e-19
215.32,6.597e+3,6.597e+3,7.208e-11,1.480e-19
215.33,2.446e+3,2.446e+3,7.192e-11,1.477e-19
215.35,2.991e+2,2.991e+2,7.159e-11,1.472e-19
215.37,3.130e+1,3.130e+1,7.126e-11,1.466e-19
215.38,9.552e+0,9.552e+0,7.110e-11,1.463e-19
215.40,7.915e-1,7.915e-1,7.077e-11,1.458e-19
215.42,5.613e-2,5.613e-2,7.044e-11,1.453e-19
215.43,1.410e-2,1.410e-2,7.028e-11,1.450e-19
215.45,7.918e-4,7.918e-4,6.995e-11,1.444e-19
215.47,3.805e-5,3.805e-5,6.963e-11,1.439e-19
215.48,7.869e-6,7.869e-6,6.946e-11,1.436e-19
215.50,2.994e-7,2.994e-7,6.913e-11,1.431e-19
215.52,9.752e-9,9.752e-9,6.881e-11,1.425e-19
216.42,2.506e-9,2.506e-9,5.408e-11,1.181e-19
216.43,1.429e-8,1.429e-8,5.392e-11,1.178e-19
216.45,4.146e-7,4.146e-7,5.359e-11,1.172e-19
216.47,1.032e-5,1.032e-5,5.326e-11,1.167e-19
216.48,4.861e-5,4.861e-5,5.310e-11,1.164e-19
216.50,9.616e-4,9.616e-4,5.277e-11,1.159e-19
216.52,1.632e-2,1.632e-2,5.244e-11,1.153e-19
216.53,6.350e-2,6.350e-2,5.228e-11,1.151e-19
216.55,8.568e-1,8.568e-1,5.195e-11,1.145e-19
216.57,9.920e+0,9.920e+0,5.162e-11,1.140e-19
216.58,3.187e+1,3.187e+1,5.146e-11,1.137e-19
216.60,2.933e+2,2.933e+2,5.113e-11,1.132e-19
216.62,2.316e+3,2.316e+3,5.081e-11,1.126e-19
216.63,6.145e+3,6.145e+3,5.064e-11,1.123e-19
216.65,3.857e+4,3.857e+4,5.032e-11,1.118e-19
216.67,2.077e+5,2.077e+5,4.999e-11,1.113e-19
216.68,4.552e+5,4.552e+5,4.982e-11,1.110e-19
216.70,1.948e+6,1.948e+6,4.950e-11,1.104e-19
216.72,7.157e+6,7.157e+6,4.917e-11,1.099e-19
216.73,1.295e+7,1.295e+7,4.901e-11,1.096e-19
216.75,3.781e+7,3.781e+7,4.868e-11,1.091e-19
216.77,9.474e+7,9.474e+7,4.835e-11,1.085e-19
