Wavelength (nm),Sum(calc),Al I (4.7e-1),Al II (5.3e-1),Al III (7.7e-8)
212.93,3.077e+8,3.077e+8,2.403e-13,1.196e-25
212.95,3.905e+8,3.905e+8,2.396e-13,1.193e-25
212.97,4.227e+8,4.227e+8,2.389e-13,1.190e-25
212.98,4.144e+8,4.144e+8,2.385e-13,1.189e-25
213.00,3.536e+8,3.536e+8,2.378e-13,1.186e-25
213.02,2.574e+8,2.574e+8,2.371e-13,1.183e-25
213.03,2.069e+8,2.069e+8,2.368e-13,1.181e-25
213.05,1.187e+8,1.187e+8,2.361e-13,1.178e-25
213.07,5.811e+7,5.811e+7,2.354e-13,1.175e-25
213.08,3.831e+7,3.831e+7,2.350e-13,1.174e-25
213.10,1.478e+7,1.478e+7,2.343e-13,1.171e-25
213.12,4.864e+6,4.864e+6,2.336e-13,1.167e-25
213.13,2.629e+6,2.629e+6,2.333e-13,1.166e-25
213.15,6.821e+5,6.821e+5,2.326e-13,1.163e-25
213.17,1.510e+5,1.510e+5,2.319e-13,1.160e-25
213.18,6.696e+4,6.696e+4,2.315e-13,1.158e-25
213.20,1.211e+4,1.211e+4,2.308e-13,1.155e-25
213.22,5.144e+3,5.144e+3,2.301e-13,1.152e-25
213.23,9.613e+3,9.613e+3,2.298e-13,1.151e-25
213.25,5.552e+4,5.552e+4,2.291e-13,1.148e-25
213.27,2.923e+5,2.923e+5,2.284e-13,1.145e-25
213.28,6.327e+5,6.327e+5,2.280e-13,1.143e-25
213.30,2.633e+6,2.633e+6,2.273e-13,1.140e-25
213.32,9.361e+6,9.361e+6,2.266e-13,1.137e-25
213.33,1.663e+7,1.663e+7,2.263e-13,1.136e-25
213.35,4.668e+7,4.668e+7,2.256e-13,1.132e-25
213.37,1.119e+8,1.119e+8,2.249e-13,1.129e-25
213.38,1.633e+8,1.633e+8,2.245e-13,1.128e-25
213.40,3.090e+8,3.090e+8,2.239e-13,1.125e-25
213.42,4.994e+8,4.994e+8,2.232e-13,1.122e-25
213.43,5.985e+8,5.985e+8,2.228e-13,1.120e-25
213.45,7.638e+8,7.638e+8,2.221e-13,1.117e-25
213.47,8.328e+8,8.328e+8,2.214e-13,1.114e-25
213.48,8.197e+8,8.197e+8,2.211e-13,1.113e-25
213.50,7.058e+8,7.058e+8,2.204e-13,1.110e-25
213.52,5.191e+8,5.191e+8,2.197e-13,1.107e-25
213.53,4.197e+8,4.197e+8,2.193e-13,1.105e-25
213.55,2.438e+8,2.438e+8,2.186e-13,1.102e-25
213.57,1.210e+8,1.210e+8,2.179e-13,1.099e-25
213.58,8.040e+7,8.040e+7,2.176e-13,1.097e-25
213.60,3.152e+7,3.152e+7,2.169e-13,1.094e-25
213.62,1.056e+7,1.056e+7,2.162e-13,1.091e-25
213.63,5.764e+6,5.764e+6,2.158e-13,1.090e-25
213.65,1.526e+6,1.526e+6,2.151e-13,1.087e-25
213.67,3.452e+5,3.452e+5,2.144e-13,1.084e-25
213.68,1.548e+5,1.548e+5,2.141e-13,1.082e-25
213.70,2.767e+4,2.767e+4,2.134e-13,1.079e-25
213.72,4.228e+3,4.228e+3,2.127e-13,1.076e-25
213.73,1.558e+3,1.558e+3,2.123e-13,1.075e-25
213.75,1.881e+2,1.881e+2,2.116e-13,1.072e-25
213.77,1.942e+1,1.942e+1,2.109e-13,1.069e-25
213.78,5.883e+0,5.883e+0,2.106e-13,1.067e-25
213.80,4.800e-1,4.800e-1,2.099e-13,1.064e-25
213.82,3.349e-2,3.349e-2,2.092e-13,1.061e-25
213.83,8.340e-3,8.340e-3,2.088e-13,1.059e-25
213.85,4.599e-4,4.599e-4,2.081e-13,1.056e-25
213.87,2.169e-5,2.169e-5,2.074e-13,1.053e-25
213.88,4.441e-6,4.441e-6,2.071e-13,1.052e-25
213.90,1.656e-7,1.656e-7,2.064e-13,1.049e-25
213.92,5.278e-9,5.278e-9,2.057e-13,1.046e-25
214.10,6.484e-10,6.484e-10,1.994e-13,1.018e-25
214.12,2.189e-8,2.189e-8,1.987e-13,1.015e-25
214.13,1.199e-7,1.199e-7,1.984e-13,1.014e-25
214.15,3.202e-6,3.202e-6,1.977e-13,1.011e-25
214.17,7.309e-5,7.309e-5,1.970e-13,1.008e-25
214.18,3.294e-4,3.294e-4,1.966e-13,1.006e-25
214.20,5.947e-3,5.947e-3,1.959e-13,1.003e-25
214.22,9.184e-2,9.184e-2,1.952e-13,1.000e-25
214.23,3.403e-1,3.403e-1,1.949e-13,9.985e-26
214.25,4.156e+0,4.156e+0,1.942e-13,9.955e-26
214.27,4.341e+1,4.341e+1,1.935e-13,9.924e-26
214.28,1.323e+2,1.323e+2,1.931e-13,9.909e-26
214.30,1.093e+3,1.093e+3,1.924e-13,9.879e-26
214.32,7.721e+3,7.721e+3,1.917e-13,9.848e-26
214.33,1.935e+4,1.935e+4,1.914e-13,9.833e-26
214.35,1.081e+5,1.081e+5,1.907e-13,9.803e-26
214.37,5.166e+5,5.166e+5,1.900e-13,9.772e-26
214.38,1.065e+6,1.065e+6,1.897e-13,9.757e-26
214.40,4.025e+6,4.025e+6,1.890e-13,9.727e-26
214.42,1.301e+7,1.301e+7,1.883e-13,9.696e-26
214.43,2.205e+7,2.205e+7,1.879e-13,9.681e-26
214.45,5.636e+7,5.636e+7,1.872e-13,9.650e-26
214.47,1.232e+8,1.232e+8,1.865e-13,9.620e-26
214.48,1.718e+8,1.718e+8,1.862e-13,9.605e-26
214.50,2.970e+8,2.970e+8,1.855e-13,9.574e-26
214.52,4.390e+8,4.390e+8,1.848e-13,9.544e-26
214.53,5.034e+8,5.034e+8,1.844e-13,9.529e-26
214.55,5.887e+8,5.887e+8,1.837e-13,9.498e-26
214.57,5.887e+8,5.887e+8,1.830e-13,9.468e-26
214.58,5.551e+8,5.551e+8,1.827e-13,9.453e-26
214.60,4.390e+8,4.390e+8,1.820e-13,9.422e-26
214.62,2.970e+8,2.970e+8,1.813e-13,9.392e-26
214.63,2.303e+8,2.303e+8,1.809e-13,9.376e-26
214.65,1.232e+8,1.232e+8,1.802e-13,9.346e-26
214.67,5.636e+7,5.636e+7,1.795e-13,9.316e-26
214.68,3.595e+7,3.595e+7,1.792e-13,9.300e-26
214.70,1.301e+7,1.301e+7,1.785e-13,9.270e-26
214.72,4.025e+6,4.025e+6,1.778e-13,9.240e-26
214.73,2.111e+6,2.111e+6,1.774e-13,9.224e-26
214.75,5.166e+5,5.166e+5,1.767e-13,9.194e-26
214.77,1.082e+5,1.082e+5,1.760e-13,9.163e-26
214.78,4.674e+4,4.674e+4,1.757e-13,9.148e-26
214.80,8.543e+3,8.543e+3,1.750e-13,9.118e-26
214.82,7.311e+3,7.311e+3,1.743e-13,9.087e-26
214.83,1.652e+4,1.652e+4,1.739e-13,9.072e-26
214.85,9.668e+4,9.668e+4,1.732e-13,9.042e-26
214.87,4.954e+5,4.954e+5,1.726e-13,9.011e-26
214.88,1.058e+6,1.058e+6,1.722e-13,8.996e-26
214.90,4.295e+6,4.295e+6,1.715e-13,8.966e-26
214.92,1.492e+7,1.492e+7,1.708e-13,8.935e-26
214.93,2.623e+7,2.623e+7,1.705e-13,8.920e-26
214.95,7.215e+7,7.215e+7,1.698e-13,8.889e-26
214.97,1.698e+8,1.698e+8,1.691e-13,8.859e-26
214.98,2.458e+8,2.458e+8,1.687e-13,8.844e-26
215.00,4.581e+8,4.581e+8,1.680e-13,8.813e-26
215.02,7.308e+8,7.308e+8,1.673e-13,8.783e-26
215.03,8.707e+8,8.707e+8,1.670e-13,8.768e-26
215.05,1.100e+9,1.100e+9,1.663e-13,8.737e-26
215.07,1.189e+9,1.189e+9,1.656e-13,8.707e-26
215.08,1.166e+9,1.166e+9,1.652e-13,8.692e-26
215.10,9.977e+8,9.977e+8,1.645e-13,8.661e-26
215.12,7.308e+8,7.308e+8,1.638e-13,8.631e-26
215.13,5.900e+8,5.900e+8,1.635e-13,8.615e-26
215.15,3.422e+8,3.422e+8,1.628e-13,8.585e-26
215.17,1.698e+8,1.698e+8,1.621e-13,8.555e-26
215.18,1.129e+8,1.129e+8,1.617e-13,8.539e-26
215.20,4.436e+7,4.436e+7,1.610e-13,8.509e-26
215.22,1.492e+7,1.492e+7,1.603e-13,8.479e-26
215.23,8.162e+6,8.162e+6,1.600e-13,8.463e-26
215.25,2.174e+6,2.174e+6,1.593e-13,8.433e-26
215.27,4.954e+5,4.954e+5,1.586e-13,8.402e-26
215.28,2.231e+5,2.231e+5,1.582e-13,8.387e-26
215.30,4.026e+4,4.026e+4,1.575e-13,8.357e-26
215.32,6.218e+3,6.218e+3,1.568e-13,8.326e-26
215.33,2.305e+3,2.305e+3,1.565e-13,8.311e-26
215.35,2.819e+2,2.819e+2,1.558e-13,8.281e-26
215.37,2.950e+1,2.950e+1,1.551e-13,8.250e-26
215.38,9.004e+0,9.004e+0,1.548e-13,8.235e-26
215.40,7.461e-1,7.461e-1,1.541e-13,8.205e-26
215.42,5.291e-2,5.291e-2,1.534e-13,8.174e-26
215.43,1.329e-2,1.329e-2,1.530e-13,8.159e-26
215.45,7.464e-4,7.464e-4,1.523e-13,8.128e-26
215.47,3.587e-5,3.587e-5,1.516e-13,8.098e-26
215.48,7.418e-6,7.418e-6,1.513e-13,8.083e-26
215.50,2.823e-7,2.823e-7,1.506e-13,8.052e-26
215.52,9.192e-9,9.192e-9,1.499e-13,8.022e-26
216.42,2.409e-9,2.409e-9,1.185e-13,6.652e-26
216.43,1.374e-8,1.374e-8,1.181e-13,6.637e-26
216.45,3.986e-7,3.986e-7,1.174e-13,6.607e-26
216.47,9.920e-6,9.920e-6,1.167e-13,6.576e-26
216.48,4.673e-5,4.673e-5,1.164e-13,6.561e-26
216.50,9.245e-4,9.245e-4,1.157e-13,6.530e-26
216.52,1.569e-2,1.569e-2,1.150e-13,6.500e-26
216.53,6.105e-2,6.105e-2,1.146e-13,6.485e-26
216.55,8.237e-1,8.237e-1,1.139e-13,6.454e-26
216.57,9.537e+0,9.537e+0,1.132e-13,6.424e-26
216.58,3.064e+1,3.064e+1,1.129e-13,6.409e-26
216.60,2.820e+2,2.820e+2,1.122e-13,6.378e-26
216.62,2.226e+3,2.226e+3,1.115e-13,6.348e-26
216.63,5.908e+3,5.908e+3,1.111e-13,6.333e-26
216.65,3.708e+4,3.708e+4,1.104e-13,6.302e-26
216.67,1.997e+5,1.997e+5,1.097e-13,6.272e-26
216.68,4.376e+5,4.376e+5,1.094e-13,6.256e-26
216.70,1.873e+6,1.873e+6,1.087e-13,6.226e-26
216.72,6.881e+6,6.881e+6,1.080e-13,6.196e-26
216.73,1.245e+7,1.245e+7,1.076e-13,6.180e-26
216.75,3.635e+7,3.635e+7,1.069e-13,6.150e-26
216.77,9.108e+7,9.108e+7,1.062e-13,6.119e-26
