Wavelength (nm),Sum,Al I (3.4e-01),Al II (6.6e-01),Al III (4.9e-05)
560.73,5.621e-1,,5.621e-1,
560.75,1.103e+0,,1.103e+0,
560.77,2.116e+0,,2.116e+0,
560.78,2.905e+0,,2.905e+0,
560.8,5.383e+0,,5.383e+0,
560.82,9.752e+0,,9.752e+0,
560.83,1.301e+1,,1.301e+1,
560.85,2.278e+1,,2.278e+1,
560.87,3.897e+1,,3.897e+1,
560.88,5.054e+1,,5.054e+1,
560.9,8.355e+1,,8.355e+1,
560.92,1.350e+2,,1.350e+2,
560.93,1.701e+2,,1.701e+2,
560.95,2.657e+2,,2.657e+2,
560.97,4.054e+2,,4.054e+2,
560.98,4.966e+2,,4.966e+2,
561,7.323e+2,,7.323e+2,
561.02,1.056e+3,,1.056e+3,
561.03,1.256e+3,,1.256e+3,
561.05,1.750e+3,,1.750e+3,
561.07,2.382e+3,,2.382e+3,
561.08,2.756e+3,,2.756e+3,
561.1,3.625e+3,,3.625e+3,
561.12,4.661e+3,,4.661e+3,
561.13,5.241e+3,,5.241e+3,
561.15,6.511e+3,,6.511e+3,
561.17,7.907e+3,,7.907e+3,
561.18,8.639e+3,,8.639e+3,
561.2,1.014e+4,,1.014e+4,
561.22,1.163e+4,,1.163e+4,
561.23,1.235e+4,,1.235e+4,
561.25,1.368e+4,,1.368e+4,
561.27,1.482e+4,,1.482e+4,
561.28,1.530e+4,,1.530e+4,
561.3,1.601e+4,,1.601e+4,
561.32,1.638e+4,,1.638e+4,
561.33,1.643e+4,,1.643e+4,
561.35,1.624e+4,,1.624e+4,
561.37,1.569e+4,,1.569e+4,
561.38,1.530e+4,,1.530e+4,
561.4,1.428e+4,,1.428e+4,
561.42,1.303e+4,,1.303e+4,
561.43,1.235e+4,,1.235e+4,
561.45,1.089e+4,,1.089e+4,
561.47,9.385e+3,,9.385e+3,
561.48,8.639e+3,,8.639e+3,
561.5,7.196e+3,,7.196e+3,
561.52,5.858e+3,,5.858e+3,
561.53,5.241e+3,,5.241e+3,
561.55,4.123e+3,,4.123e+3,
561.57,3.170e+3,,3.170e+3,
561.58,2.756e+3,,2.756e+3,
561.6,2.048e+3,,2.048e+3,
561.62,1.487e+3,,1.487e+3,
561.63,1.256e+3,,1.256e+3,
561.65,8.817e+2,,8.817e+2,
561.67,6.048e+2,,6.048e+2,
561.68,4.966e+2,,4.966e+2,
561.7,3.291e+2,,3.291e+2,
561.72,2.132e+2,,2.132e+2,
561.73,1.701e+2,,1.701e+2,
561.75,1.065e+2,,1.065e+2,
561.77,6.516e+1,,6.516e+1,
561.78,5.054e+1,,5.054e+1,
561.8,2.988e+1,,2.988e+1,
561.82,1.727e+1,,1.727e+1,
561.83,1.301e+1,,1.301e+1,
561.85,7.266e+0,,7.266e+0,
561.87,3.966e+0,,3.966e+0,
561.88,2.905e+0,,2.905e+0,
561.9,1.532e+0,,1.532e+0,
561.92,7.897e-1,,7.897e-1,
561.93,5.621e-1,,5.621e-1,
561.95,2.800e-1,,2.800e-1,
561.97,1.363e-1,,1.363e-1,
561.98,9.430e-2,,9.430e-2,
562,4.436e-2,,4.436e-2,
562.02,2.040e-2,,2.040e-2,
562.03,1.372e-2,,1.372e-2,
562.05,6.094e-3,,6.094e-3,
562.07,2.647e-3,,2.647e-3,
562.08,1.729e-3,,1.729e-3,
562.1,7.257e-4,,7.257e-4,
562.12,2.977e-4,,2.977e-4,
562.13,1.890e-4,,1.890e-4,
562.15,7.491e-5,,7.491e-5,
562.17,2.902e-5,,2.902e-5,
562.18,1.791e-5,,1.791e-5,
562.2,6.704e-6,,6.704e-6,
562.22,2.453e-6,,2.453e-6,
562.23,1.471e-6,,1.471e-6,
562.25,5.201e-7,,5.201e-7,
562.27,1.797e-7,,1.797e-7,
562.28,1.048e-7,,1.048e-7,
562.3,3.498e-8,,3.498e-8,
562.32,1.142e-8,,1.142e-8,
562.33,6.467e-9,,6.467e-9,
562.35,2.040e-9,,2.040e-9,
562.37,6.288e-10,,6.288e-10,
562.38,3.461e-10,,3.461e-10,
562.4,1.031e-10,,1.031e-10,
562.42,3.002e-11,,3.002e-11,
562.43,1.606e-11,,1.606e-11,
562.45,4.518e-12,,4.518e-12,
568.52,1.814e-15,,,1.814e-15
568.53,3.404e-15,,,3.404e-15
568.55,1.179e-14,,,1.179e-14
568.57,3.995e-14,,,3.995e-14
568.58,7.293e-14,,,7.293e-14
568.6,2.390e-13,,,2.390e-13
568.62,7.661e-13,,,7.661e-13
568.63,1.360e-12,,,1.360e-12
568.65,4.217e-12,,,4.217e-12
568.67,1.279e-11,,,1.279e-11
568.68,2.209e-11,,,2.209e-11
568.7,6.478e-11,,,6.478e-11
568.72,1.858e-10,,,1.858e-10
568.73,3.122e-10,,,3.122e-10
568.75,8.662e-10,,,8.662e-10
568.77,2.351e-9,,,2.351e-9
568.78,3.841e-9,,,3.841e-9
568.8,1.008e-8,,,1.008e-8
568.82,2.589e-8,,,2.589e-8
568.83,4.114e-8,,,4.114e-8
568.85,1.022e-7,,,1.022e-7
568.87,2.482e-7,,,2.482e-7
568.88,3.836e-7,,,3.836e-7
568.9,9.012e-7,,,9.012e-7
568.92,2.071e-6,,,2.071e-6
568.93,3.113e-6,,,3.113e-6
568.95,6.920e-6,,,6.920e-6
568.97,1.504e-5,,,1.504e-5
568.98,2.200e-5,,,2.200e-5
569,4.626e-5,,,4.626e-5
569.02,9.513e-5,,,9.513e-5
569.03,1.353e-4,,,1.353e-4
569.05,2.692e-4,,,2.692e-4
569.07,5.237e-4,,,5.237e-4
569.08,7.244e-4,,,7.244e-4
569.1,1.363e-3,,,1.363e-3
569.12,2.510e-3,,,2.510e-3
569.13,3.377e-3,,,3.377e-3
569.15,6.012e-3,,,6.012e-3
569.17,1.047e-2,,,1.047e-2
569.18,1.370e-2,,,1.370e-2
569.2,2.308e-2,,,2.308e-2
569.22,3.802e-2,,,3.802e-2
569.23,4.839e-2,,,4.839e-2
569.25,7.711e-2,,,7.711e-2
569.27,1.202e-1,,,1.202e-1
569.28,1.488e-1,,,1.488e-1
569.3,2.243e-1,,,2.243e-1
569.32,3.307e-1,,,3.307e-1
569.33,3.983e-1,,,3.983e-1
569.35,5.680e-1,,,5.680e-1
569.37,7.923e-1,,,7.923e-1
569.38,9.280e-1,,,9.280e-1
569.4,1.252e+0,,,1.252e+0
569.42,1.652e+0,,,1.652e+0
569.43,1.882e+0,,,1.882e+0
569.45,2.402e+0,,,2.402e+0
569.47,2.999e+0,,,2.999e+0
569.48,3.323e+0,,,3.323e+0
569.5,4.013e+0,,,4.013e+0
569.52,4.740e+0,,,4.740e+0
569.53,5.108e+0,,,5.108e+0
569.55,5.836e+0,,,5.836e+0
569.57,6.520e+0,,,6.520e+0
569.58,6.835e+0,,,6.835e+0
569.6,7.387e+0,,,7.387e+0
569.62,7.808e+0,,,7.808e+0
569.63,7.961e+0,,,7.961e+0
569.65,8.140e+0,,,8.140e+0
569.67,8.140e+0,,,8.140e+0
569.68,8.073e+0,,,8.073e+0
569.7,7.808e+0,,,7.808e+0
569.72,7.387e+0,,,7.387e+0
569.73,7.125e+0,,,7.125e+0
569.75,6.520e+0,,,6.520e+0
569.77,5.836e+0,,,5.836e+0
569.78,5.475e+0,,,5.475e+0
569.8,4.740e+0,,,4.740e+0
569.82,4.013e+0,,,4.013e+0
569.83,3.662e+0,,,3.662e+0
569.85,2.999e+0,,,2.999e+0
569.87,2.402e+0,,,2.402e+0
569.88,2.132e+0,,,2.132e+0
569.9,1.652e+0,,,1.652e+0
569.92,1.252e+0,,,1.252e+0
569.93,1.081e+0,,,1.081e+0
569.95,7.923e-1,,,7.923e-1
569.97,5.680e-1,,,5.680e-1
569.98,4.769e-1,,,4.769e-1
570,3.307e-1,,,3.307e-1
570.02,2.243e-1,,,2.243e-1
570.03,1.832e-1,,,1.832e-1
570.05,1.202e-1,,,1.202e-1
570.07,7.711e-2,,,7.711e-2
570.08,6.126e-2,,,6.126e-2
570.1,3.802e-2,,,3.802e-2
570.12,2.308e-2,,,2.308e-2
570.13,1.783e-2,,,1.783e-2
570.15,1.047e-2,,,1.047e-2
570.17,6.012e-3,,,6.012e-3
570.18,4.518e-3,,,4.518e-3
570.2,2.510e-3,,,2.510e-3
570.22,1.363e-3,,,1.363e-3
570.23,9.966e-4,,,9.966e-4
570.25,5.237e-4,,,5.237e-4
570.27,2.692e-4,,,2.692e-4
570.28,1.914e-4,,,1.914e-4
570.3,9.513e-5,,,9.513e-5
570.32,4.626e-5,,,4.626e-5
570.33,3.199e-5,,,3.199e-5
570.35,1.504e-5,,,1.504e-5
570.37,6.920e-6,,,6.920e-6
570.38,4.654e-6,,,4.654e-6
570.4,2.071e-6,,,2.071e-6
570.42,9.012e-7,,,9.012e-7
570.43,5.896e-7,,,5.896e-7
570.45,2.482e-7,,,2.482e-7
570.47,1.022e-7,,,1.022e-7
570.48,6.501e-8,,,6.501e-8
570.5,2.589e-8,,,2.589e-8
570.52,1.008e-8,,,1.008e-8
570.53,6.240e-9,,,6.240e-9
570.55,2.351e-9,,,2.351e-9
570.57,8.662e-10,,,8.662e-10
570.58,5.214e-10,,,5.214e-10
570.6,1.858e-10,,,1.858e-10
570.62,6.478e-11,,,6.478e-11
570.63,3.793e-11,,,3.793e-11
570.65,1.279e-11,,,1.279e-11
570.67,4.217e-12,,,4.217e-12
570.68,2.402e-12,,,2.402e-12
570.7,7.661e-13,,,7.661e-13
570.72,2.390e-13,,,2.390e-13
570.73,1.324e-13,,,1.324e-13
570.75,3.995e-14,,,3.995e-14
570.77,1.179e-14,,,1.179e-14
570.78,6.353e-15,,,6.353e-15
570.8,1.814e-15,,,1.814e-15
571.12,6.625e-16,,,6.625e-16
571.14,2.320e-15,,,2.320e-15
571.15,4.305e-15,,,4.305e-15
571.17,1.458e-14,,,1.458e-14
571.19,4.833e-14,,,4.833e-14
571.2,8.726e-14,,,8.726e-14
571.22,2.798e-13,,,2.798e-13
571.24,8.778e-13,,,8.778e-13
571.25,1.542e-12,,,1.542e-12
571.27,4.680e-12,,,4.680e-12
571.29,1.389e-11,,,1.389e-11
571.3,2.374e-11,,,2.374e-11
571.32,6.821e-11,,,6.821e-11
571.34,1.917e-10,,,1.917e-10
571.35,3.187e-10,,,3.187e-10
571.37,8.667e-10,,,8.667e-10
571.39,2.305e-9,,,2.305e-9
571.4,3.729e-9,,,3.729e-9
571.42,9.598e-9,,,9.598e-9
571.44,2.416e-8,,,2.416e-8
571.45,3.803e-8,,,3.803e-8
571.47,9.264e-8,,,9.264e-8
571.49,2.208e-7,,,2.208e-7
571.5,3.380e-7,,,3.380e-7
571.52,7.794e-7,,,7.794e-7
571.54,1.758e-6,,,1.758e-6
571.55,2.619e-6,,,2.619e-6
571.57,5.715e-6,,,5.715e-6
571.59,1.220e-5,,,1.220e-5
571.6,1.768e-5,,,1.768e-5
571.62,3.653e-5,,,3.653e-5
571.64,7.382e-5,,,7.382e-5
571.65,1.041e-4,,,1.041e-4
571.67,2.035e-4,,,2.035e-4
571.69,3.893e-4,,,3.893e-4
571.7,5.339e-4,,,5.339e-4
571.72,9.882e-4,,,9.882e-4
571.74,1.789e-3,,,1.789e-3
571.75,2.388e-3,,,2.388e-3
571.77,4.182e-3,,,4.182e-3
571.79,7.167e-3,,,7.167e-3
571.8,9.305e-3,,,9.305e-3
571.82,1.543e-2,,,1.543e-2
571.84,2.503e-2,,,2.503e-2
571.85,3.161e-2,,,3.161e-2
571.87,4.961e-2,,,4.961e-2
571.89,7.616e-2,,,7.616e-2
571.9,9.360e-2,,,9.360e-2
571.92,1.390e-1,,,1.390e-1
571.94,2.020e-1,,,2.020e-1
571.95,2.416e-1,,,2.416e-1
571.97,3.396e-1,,,3.396e-1
571.99,4.671e-1,,,4.671e-1
572,5.434e-1,,,5.434e-1
572.02,7.231e-1,,,7.231e-1
572.04,9.414e-1,,,9.414e-1
572.05,1.065e+0,,,1.065e+0
572.07,1.342e+0,,,1.342e+0
572.09,1.654e+0,,,1.654e+0
572.1,1.821e+0,,,1.821e+0
572.12,2.171e+0,,,2.171e+0
572.14,2.532e+0,,,2.532e+0
572.15,2.712e+0,,,2.712e+0
572.17,3.061e+0,,,3.061e+0
572.19,3.379e+0,,,3.379e+0
572.2,3.521e+0,,,3.521e+0
572.22,3.761e+0,,,3.761e+0
572.24,3.930e+0,,,3.930e+0
572.25,3.985e+0,,,3.985e+0
572.27,4.029e+0,,,4.029e+0
572.29,3.985e+0,,,3.985e+0
572.3,3.930e+0,,,3.930e+0
572.32,3.761e+0,,,3.761e+0
572.34,3.521e+0,,,3.521e+0
572.35,3.379e+0,,,3.379e+0
572.37,3.061e+0,,,3.061e+0
572.39,2.712e+0,,,2.712e+0
572.4,2.532e+0,,,2.532e+0
572.42,2.171e+0,,,2.171e+0
572.44,1.821e+0,,,1.821e+0
572.45,1.654e+0,,,1.654e+0
572.47,1.342e+0,,,1.342e+0
572.49,1.065e+0,,,1.065e+0
572.5,9.414e-1,,,9.414e-1
572.52,7.231e-1,,,7.231e-1
572.54,5.434e-1,,,5.434e-1
572.55,4.671e-1,,,4.671e-1
572.57,3.396e-1,,,3.396e-1
572.59,2.416e-1,,,2.416e-1
572.6,2.020e-1,,,2.020e-1
572.62,1.390e-1,,,1.390e-1
572.64,9.360e-2,,,9.360e-2
572.65,7.616e-2,,,7.616e-2
572.67,4.961e-2,,,4.961e-2
572.69,3.161e-2,,,3.161e-2
572.7,2.503e-2,,,2.503e-2
572.72,1.543e-2,,,1.543e-2
572.74,9.305e-3,,,9.305e-3
572.75,7.167e-3,,,7.167e-3
572.77,4.182e-3,,,4.182e-3
572.79,2.388e-3,,,2.388e-3
572.8,1.789e-3,,,1.789e-3
572.82,9.882e-4,,,9.882e-4
572.84,5.339e-4,,,5.339e-4
572.85,3.893e-4,,,3.893e-4
572.87,2.035e-4,,,2.035e-4
572.89,1.041e-4,,,1.041e-4
572.9,7.382e-5,,,7.382e-5
572.92,3.653e-5,,,3.653e-5
572.94,1.768e-5,,,1.768e-5
572.95,1.220e-5,,,1.220e-5
572.97,5.715e-6,,,5.715e-6
572.99,2.619e-6,,,2.619e-6
573,1.758e-6,,,1.758e-6
573.02,7.794e-7,,,7.794e-7
573.04,3.380e-7,,,3.380e-7
573.05,2.208e-7,,,2.208e-7
573.07,9.264e-8,,,9.264e-8
573.09,3.803e-8,,,3.803e-8
573.1,2.416e-8,,,2.416e-8
573.12,9.598e-9,,,9.598e-9
573.14,3.729e-9,,,3.729e-9
573.15,2.305e-9,,,2.305e-9
573.17,8.667e-10,,,8.667e-10
573.19,3.187e-10,,,3.187e-10
573.2,1.917e-10,,,1.917e-10
573.22,6.821e-11,,,6.821e-11
573.24,2.374e-11,,,2.374e-11
573.25,1.389e-11,,,1.389e-11
573.27,4.680e-12,,,4.680e-12
573.29,1.542e-12,,,1.542e-12
573.3,8.778e-13,,,8.778e-13
573.32,2.798e-13,,,2.798e-13
573.34,8.726e-14,,,8.726e-14
573.35,4.833e-14,,,4.833e-14
573.37,1.458e-14,,,1.458e-14
573.39,4.305e-15,,,4.305e-15
573.4,2.320e-15,,,2.320e-15
573.42,6.625e-16,,,6.625e-16
584.21,2.906e-11,,2.906e-11,
584.22,5.359e-11,,5.359e-11,
584.24,1.794e-10,,1.794e-10,
584.26,5.880e-10,,5.880e-10,
584.27,1.056e-9,,1.056e-9,
584.29,3.355e-9,,3.355e-9,
584.31,1.043e-8,,1.043e-8,
584.32,1.826e-8,,1.826e-8,
584.34,5.501e-8,,5.501e-8,
584.36,1.623e-7,,1.623e-7,
584.37,2.767e-7,,2.767e-7,
584.39,7.911e-7,,7.911e-7,
584.41,2.215e-6,,2.215e-6,
584.42,3.677e-6,,3.677e-6,
584.44,9.976e-6,,9.976e-6,
584.46,2.650e-5,,2.650e-5,
584.47,4.286e-5,,4.286e-5,
584.49,1.103e-4,,1.103e-4,
584.51,2.781e-4,,2.781e-4,
584.52,4.381e-4,,4.381e-4,
584.54,1.070e-3,,1.070e-3,
584.56,2.559e-3,,2.559e-3,
584.57,3.926e-3,,3.926e-3,
584.59,9.099e-3,,9.099e-3,
584.61,2.065e-2,,2.065e-2,
584.62,3.086e-2,,3.086e-2,
584.64,6.786e-2,,6.786e-2,
584.66,1.461e-1,,1.461e-1,
584.67,2.127e-1,,2.127e-1,
584.69,4.438e-1,,4.438e-1,
584.71,9.066e-1,,9.066e-1,
584.72,1.286e+0,,1.286e+0,
584.74,2.545e+0,,2.545e+0,
584.76,4.934e+0,,4.934e+0,
584.77,6.815e+0,,6.815e+0,
584.79,1.280e+1,,1.280e+1,
584.81,2.354e+1,,2.354e+1,
584.82,3.168e+1,,3.168e+1,
584.84,5.645e+1,,5.645e+1,
584.86,9.852e+1,,9.852e+1,
584.87,1.291e+2,,1.291e+2,
584.89,2.183e+2,,2.183e+2,
584.91,3.615e+2,,3.615e+2,
584.92,4.616e+2,,4.616e+2,
584.94,7.405e+2,,7.405e+2,
584.96,1.163e+3,,1.163e+3,
584.97,1.447e+3,,1.447e+3,
584.99,2.202e+3,,2.202e+3,
585.01,3.283e+3,,3.283e+3,
585.02,3.977e+3,,3.977e+3,
585.04,5.745e+3,,5.745e+3,
585.06,8.125e+3,,8.125e+3,
585.07,9.587e+3,,9.587e+3,
585.09,1.314e+4,,1.314e+4,
585.11,1.763e+4,,1.763e+4,
585.12,2.027e+4,,2.027e+4,
585.14,2.635e+4,,2.635e+4,
585.16,3.356e+4,,3.356e+4,
585.17,3.757e+4,,3.757e+4,
585.19,4.635e+4,,4.635e+4,
585.21,5.600e+4,,5.600e+4,
585.22,6.107e+4,,6.107e+4,
585.24,7.150e+4,,7.150e+4,
585.26,8.196e+4,,8.196e+4,
585.27,8.706e+4,,8.706e+4,
585.29,9.671e+4,,9.671e+4,
585.31,1.052e+5,,1.052e+5,
585.32,1.088e+5,,1.088e+5,
585.34,1.147e+5,,1.147e+5,
585.36,1.184e+5,,1.184e+5,
585.37,1.193e+5,,1.193e+5,
585.39,1.193e+5,,1.193e+5,
585.41,1.168e+5,,1.168e+5,
585.42,1.147e+5,,1.147e+5,
585.44,1.088e+5,,1.088e+5,
585.46,1.011e+5,,1.011e+5,
585.47,9.671e+4,,9.671e+4,
585.49,8.707e+4,,8.707e+4,
585.51,7.675e+4,,7.675e+4,
585.52,7.150e+4,,7.150e+4,
585.54,6.108e+4,,6.108e+4,
585.56,5.109e+4,,5.109e+4,
585.57,4.636e+4,,4.636e+4,
585.59,3.758e+4,,3.758e+4,
585.61,2.983e+4,,2.983e+4,
585.62,2.638e+4,,2.638e+4,
585.64,2.031e+4,,2.031e+4,
585.66,1.533e+4,,1.533e+4,
585.67,1.323e+4,,1.323e+4,
585.69,9.741e+3,,9.741e+3,
585.71,7.104e+3,,7.104e+3,
585.72,6.069e+3,,6.069e+3,
585.74,4.497e+3,,4.497e+3,
585.76,3.512e+3,,3.512e+3,
585.77,3.217e+3,,3.217e+3,
585.79,2.989e+3,,2.989e+3,
585.81,3.228e+3,,3.228e+3,
585.82,3.522e+3,,3.522e+3,
585.84,4.474e+3,,4.474e+3,
585.86,5.952e+3,,5.952e+3,
585.87,6.906e+3,,6.906e+3,
585.89,9.287e+3,,9.287e+3,
585.91,1.235e+4,,1.235e+4,
585.92,1.416e+4,,1.416e+4,
585.94,1.836e+4,,1.836e+4,
585.96,2.335e+4,,2.335e+4,
585.97,2.612e+4,,2.612e+4,
585.99,3.220e+4,,3.220e+4,
586.01,3.888e+4,,3.888e+4,
586.02,4.239e+4,,4.239e+4,
586.04,4.960e+4,,4.960e+4,
586.06,5.684e+4,,5.684e+4,
586.07,6.037e+4,,6.037e+4,
586.09,6.704e+4,,6.704e+4,
586.11,7.290e+4,,7.290e+4,
586.12,7.542e+4,,7.542e+4,
586.14,7.948e+4,,7.948e+4,
586.16,8.202e+4,,8.202e+4,
586.17,8.267e+4,,8.267e+4,
586.19,8.267e+4,,8.267e+4,
586.21,8.096e+4,,8.096e+4,
586.22,7.949e+4,,7.949e+4,
586.24,7.544e+4,,7.544e+4,
586.26,7.013e+4,,7.013e+4,
586.27,6.708e+4,,6.708e+4,
586.29,6.045e+4,,6.045e+4,
586.31,5.337e+4,,5.337e+4,
586.32,4.977e+4,,4.977e+4,
586.34,4.267e+4,,4.267e+4,
586.36,3.592e+4,,3.592e+4,
586.37,3.275e+4,,3.275e+4,
586.39,2.696e+4,,2.696e+4,
586.41,2.201e+4,,2.201e+4,
586.42,1.988e+4,,1.988e+4,
586.44,1.637e+4,,1.637e+4,
586.46,1.386e+4,,1.386e+4,
586.47,1.298e+4,,1.298e+4,
586.49,1.197e+4,,1.197e+4,
586.51,1.194e+4,,1.194e+4,
586.52,1.228e+4,,1.228e+4,
586.54,1.363e+4,,1.363e+4,
586.56,1.583e+4,,1.583e+4,
586.57,1.723e+4,,1.723e+4,
586.59,2.055e+4,,2.055e+4,
586.61,2.448e+4,,2.448e+4,
586.62,2.663e+4,,2.663e+4,
586.64,3.119e+4,,3.119e+4,
586.66,3.593e+4,,3.593e+4,
586.67,3.829e+4,,3.829e+4,
586.69,4.288e+4,,4.288e+4,
586.71,4.706e+4,,4.706e+4,
586.72,4.893e+4,,4.893e+4,
586.74,5.208e+4,,5.208e+4,
586.76,5.429e+4,,5.429e+4,
586.77,5.500e+4,,5.500e+4,
586.79,5.558e+4,,5.558e+4,
586.81,5.499e+4,,5.499e+4,
586.82,5.428e+4,,5.428e+4,
586.84,5.206e+4,,5.206e+4,
586.86,4.889e+4,,4.889e+4,
586.87,4.701e+4,,4.701e+4,
586.89,4.279e+4,,4.279e+4,
586.91,3.814e+4,,3.814e+4,
586.92,3.573e+4,,3.573e+4,
586.94,3.086e+4,,3.086e+4,
586.96,2.611e+4,,2.611e+4,
586.97,2.383e+4,,2.383e+4,
586.99,1.953e+4,,1.953e+4,
587.01,1.568e+4,,1.568e+4,
587.02,1.394e+4,,1.394e+4,
587.04,1.085e+4,,1.085e+4,
587.06,8.266e+3,,8.266e+3,
587.07,7.159e+3,,7.159e+3,
587.09,5.287e+3,,5.287e+3,
587.11,3.823e+3,,3.823e+3,
587.12,3.226e+3,,3.226e+3,
587.14,2.261e+3,,2.261e+3,
587.16,1.552e+3,,1.552e+3,
587.17,1.275e+3,,1.275e+3,
587.19,8.483e+2,,8.483e+2,
587.21,5.526e+2,,5.526e+2,
587.22,4.425e+2,,4.425e+2,
587.24,2.793e+2,,2.793e+2,
587.26,1.727e+2,,1.727e+2,
587.27,1.347e+2,,1.347e+2,
587.29,8.071e+1,,8.071e+1,
587.31,4.735e+1,,4.735e+1,
587.32,3.599e+1,,3.599e+1,
587.34,2.046e+1,,2.046e+1,
587.36,1.139e+1,,1.139e+1,
587.37,8.436e+0,,8.436e+0,
587.39,4.552e+0,,4.552e+0,
587.41,2.406e+0,,2.406e+0,
587.42,1.735e+0,,1.735e+0,
587.44,8.887e-1,,8.887e-1,
587.46,4.457e-1,,4.457e-1,
587.47,3.132e-1,,3.132e-1,
587.49,1.522e-1,,1.522e-1,
587.51,7.246e-2,,7.246e-2,
587.52,4.960e-2,,4.960e-2,
587.54,2.288e-2,,2.288e-2,
587.56,1.034e-2,,1.034e-2,
587.57,6.894e-3,,6.894e-3,
587.59,3.018e-3,,3.018e-3,
587.61,1.294e-3,,1.294e-3,
587.62,8.407e-4,,8.407e-4,
587.64,3.493e-4,,3.493e-4,
587.66,1.421e-4,,1.421e-4,
587.67,8.997e-5,,8.997e-5,
587.69,3.548e-5,,3.548e-5,
587.71,1.370e-5,,1.370e-5,
587.72,8.448e-6,,8.448e-6,
587.74,3.162e-6,,3.162e-6,
587.76,1.159e-6,,1.159e-6,
587.77,6.961e-7,,6.961e-7,
587.79,2.472e-7,,2.472e-7,
587.81,8.600e-8,,8.600e-8,
587.82,5.033e-8,,5.033e-8,
587.84,1.697e-8,,1.697e-8,
587.86,5.601e-9,,5.601e-9,
587.87,3.193e-9,,3.193e-9,
587.89,1.022e-9,,1.022e-9,
587.91,3.201e-10,,3.201e-10,
587.92,1.778e-10,,1.778e-10,
587.94,5.398e-11,,5.398e-11,
587.96,1.605e-11,,1.605e-11,
587.97,8.684e-12,,8.684e-12,
595.99,1.579e-12,,1.579e-12,
596.01,5.302e-12,,5.302e-12,
596.03,1.745e-11,,1.745e-11,
596.04,3.141e-11,,3.141e-11,
596.06,1.003e-10,,1.003e-10,
596.08,3.138e-10,,3.138e-10,
596.09,5.508e-10,,5.508e-10,
596.11,1.672e-9,,1.672e-9,
596.13,4.974e-9,,4.974e-9,
596.14,8.514e-9,,8.514e-9,
596.16,2.457e-8,,2.457e-8,
596.18,6.950e-8,,6.950e-8,
596.19,1.160e-7,,1.160e-7,
596.21,3.183e-7,,3.183e-7,
596.23,8.559e-7,,8.559e-7,
596.24,1.393e-6,,1.393e-6,
596.26,3.634e-6,,3.634e-6,
596.28,9.292e-6,,9.292e-6,
596.29,1.475e-5,,1.475e-5,
596.31,3.658e-5,,3.658e-5,
596.33,8.892e-5,,8.892e-5,
596.34,1.376e-4,,1.376e-4,
596.36,3.245e-4,,3.245e-4,
596.38,7.500e-4,,7.500e-4,
596.39,1.132e-3,,1.132e-3,
596.41,2.538e-3,,2.538e-3,
596.43,5.576e-3,,5.576e-3,
596.44,8.204e-3,,8.204e-3,
596.46,1.749e-2,,1.749e-2,
596.48,3.655e-2,,3.655e-2,
596.49,5.243e-2,,5.243e-2,
596.51,1.063e-1,,1.063e-1,
596.53,2.111e-1,,2.111e-1,
596.54,2.953e-1,,2.953e-1,
596.56,5.692e-1,,5.692e-1,
596.58,1.075e+0,,1.075e+0,
596.59,1.466e+0,,1.466e+0,
596.61,2.687e+0,,2.687e+0,
596.63,4.825e+0,,4.825e+0,
596.64,6.417e+0,,6.417e+0,
596.66,1.118e+1,,1.118e+1,
596.68,1.909e+1,,1.909e+1,
596.69,2.476e+1,,2.476e+1,
596.71,4.101e+1,,4.101e+1,
596.73,6.657e+1,,6.657e+1,
596.74,8.418e+1,,8.418e+1,
596.76,1.326e+2,,1.326e+2,
596.78,2.046e+2,,2.046e+2,
596.79,2.523e+2,,2.523e+2,
596.81,3.778e+2,,3.778e+2,
596.83,5.545e+2,,5.545e+2,
596.84,6.667e+2,,6.667e+2,
596.86,9.491e+2,,9.491e+2,
596.88,1.324e+3,,1.324e+3,
596.89,1.553e+3,,1.553e+3,
596.91,2.102e+3,,2.102e+3,
596.93,2.788e+3,,2.788e+3,
596.94,3.187e+3,,3.187e+3,
596.96,4.102e+3,,4.102e+3,
596.98,5.174e+3,,5.174e+3,
596.99,5.767e+3,,5.767e+3,
597.01,7.057e+3,,7.057e+3,
597.03,8.463e+3,,8.463e+3,
597.04,9.198e+3,,9.198e+3,
597.06,1.070e+4,,1.070e+4,
597.08,1.220e+4,,1.220e+4,
597.09,1.293e+4,,1.293e+4,
597.11,1.430e+4,,1.430e+4,
597.13,1.551e+4,,1.551e+4,
597.14,1.602e+4,,1.602e+4,
597.16,1.685e+4,,1.685e+4,
597.18,1.737e+4,,1.737e+4,
597.19,1.750e+4,,1.750e+4,
597.21,1.750e+4,,1.750e+4,
597.23,1.715e+4,,1.715e+4,
597.24,1.685e+4,,1.685e+4,
597.26,1.602e+4,,1.602e+4,
597.28,1.493e+4,,1.493e+4,
597.29,1.430e+4,,1.430e+4,
597.31,1.293e+4,,1.293e+4,
597.33,1.146e+4,,1.146e+4,
597.34,1.070e+4,,1.070e+4,
597.36,9.198e+3,,9.198e+3,
597.38,7.748e+3,,7.748e+3,
597.39,7.057e+3,,7.057e+3,
597.41,5.767e+3,,5.767e+3,
597.43,4.618e+3,,4.618e+3,
597.44,4.102e+3,,4.102e+3,
597.46,3.187e+3,,3.187e+3,
597.48,2.427e+3,,2.427e+3,
