Wavelength (nm),Sum(calc),Al I (7.3e-1),Al II (2.7e-1),Al III (1.4e-7)
208.52,1.584e-21,,6.774e-13,1.584e-21
208.53,8.079e-21,,6.635e-13,8.079e-21
208.55,1.856e-19,,6.355e-13,1.856e-19
208.57,3.615e-18,,6.076e-13,3.615e-18
208.58,1.500e-17,,5.936e-13,1.500e-17
208.60,2.281e-16,,5.657e-13,2.281e-16
208.62,2.942e-15,,5.377e-13,2.942e-15
208.63,9.930e-15,,5.237e-13,9.930e-15
208.65,9.999e-14,,4.958e-13,9.999e-14
208.67,8.537e-13,,4.678e-13,8.537e-13
208.68,2.345e-12,,4.539e-13,2.345e-12
208.70,1.563e-11,,4.259e-13,1.563e-11
208.72,8.836e-11,,3.980e-13,8.836e-11
208.73,1.975e-10,,3.840e-13,1.975e-10
208.75,8.716e-10,,3.561e-13,8.716e-10
208.77,3.262e-9,,3.281e-13,3.262e-9
208.78,5.931e-9,,3.141e-13,5.931e-9
208.80,1.733e-8,,2.862e-13,1.733e-8
208.82,4.294e-8,,2.583e-13,4.294e-8
208.83,6.354e-8,,2.443e-13,6.354e-8
208.85,1.229e-7,,2.163e-13,1.229e-7
208.87,2.016e-7,,1.884e-13,2.016e-7
208.88,2.427e-7,,1.744e-13,2.427e-7
208.90,3.109e-7,,1.465e-13,3.109e-7
208.92,3.376e-7,,1.185e-13,3.376e-7
208.93,3.307e-7,,1.046e-13,3.307e-7
208.95,2.804e-7,,7.661e-14,2.804e-7
208.97,2.016e-7,,4.866e-14,2.016e-7
208.98,1.607e-7,,3.469e-14,1.607e-7
209.00,9.021e-8,,1.284e-12,9.021e-8
209.02,4.298e-8,,4.035e-11,4.294e-8
209.03,2.807e-8,,2.127e-10,2.785e-8
209.05,1.561e-8,,5.225e-9,1.038e-8
209.07,1.124e-7,,1.089e-7,3.443e-9
209.08,4.697e-7,,4.676e-7,2.124e-9
209.10,7.622e-6,,7.620e-6,2.194e-9
209.12,1.054e-4,,1.054e-4,6.685e-9
209.13,3.686e-4,,3.686e-4,1.201e-8
209.15,3.987e-3,,3.986e-3,3.486e-8
209.17,3.660e-2,,3.660e-2,8.610e-8
209.18,1.043e-1,,1.043e-1,1.272e-7
209.20,7.490e-1,,7.490e-1,2.456e-7
209.22,4.569e+0,,4.569e+0,4.022e-7
209.23,1.062e+1,,1.062e+1,4.839e-7
209.25,5.072e+1,,5.072e+1,6.192e-7
209.27,2.061e+2,,2.061e+2,6.723e-7
209.28,3.912e+2,,3.912e+2,6.586e-7
209.30,1.250e+3,,1.250e+3,5.587e-7
209.32,3.410e+3,,3.410e+3,4.022e-7
209.33,5.312e+3,,5.312e+3,3.208e-7
209.35,1.150e+4,,1.150e+4,1.804e-7
209.37,2.149e+4,,2.149e+4,8.610e-8
209.38,2.786e+4,,2.786e+4,5.592e-8
209.40,4.232e+4,,4.232e+4,2.085e-8
209.42,5.670e+4,,5.670e+4,6.597e-9
209.43,6.283e+4,,6.283e+4,3.489e-9
209.45,7.117e+4,,7.117e+4,8.624e-10
209.47,7.284e+4,,7.284e+4,1.809e-10
209.48,7.101e+4,,7.101e+4,7.788e-11
209.50,6.260e+4,,6.260e+4,1.276e-11
209.52,4.964e+4,,4.964e+4,1.775e-12
209.53,4.236e+4,,4.236e+4,6.223e-13
209.55,2.817e+4,,2.817e+4,6.762e-14
209.57,1.646e+4,,1.646e+4,6.233e-15
209.58,1.196e+4,,1.196e+4,1.779e-15
209.60,5.680e+3,,5.680e+3,1.282e-16
209.62,2.332e+3,,2.332e+3,7.833e-18
209.63,1.413e+3,,1.413e+3,1.821e-18
209.65,4.633e+2,,4.633e+2,8.695e-20
209.67,1.302e+2,,1.302e+2,3.523e-21
209.68,6.511e+1,,6.511e+1,6.668e-22
209.70,1.448e+1,,1.448e+1,2.111e-23
209.72,2.747e+0,,2.747e+0,2.107e-23
209.73,1.127e+0,,1.127e+0,2.105e-23
209.75,1.684e-1,,1.684e-1,2.102e-23
209.77,2.141e-2,,2.141e-2,2.098e-23
209.78,7.188e-3,,7.188e-3,2.096e-23
209.80,7.173e-4,,7.173e-4,2.092e-23
209.82,6.087e-5,,6.087e-5,2.088e-23
209.83,1.668e-5,,1.668e-5,2.086e-23
209.85,1.109e-6,,1.109e-6,2.083e-23
209.87,6.263e-8,,6.263e-8,2.079e-23
209.88,1.400e-8,,1.400e-8,2.077e-23
209.90,6.189e-10,,6.189e-10,2.073e-23
209.92,2.308e-11,,2.308e-11,2.069e-23
209.93,4.208e-12,,4.208e-12,2.067e-23
211.38,2.599e-9,2.599e-9,3.587e-12,1.791e-23
211.40,8.870e-8,8.870e-8,3.579e-12,1.787e-23
211.42,2.578e-6,2.578e-6,3.570e-12,1.783e-23
211.43,1.309e-5,1.309e-5,3.566e-12,1.781e-23
211.45,2.990e-4,2.990e-4,3.558e-12,1.777e-23
211.47,5.819e-3,5.819e-3,3.549e-12,1.774e-23
211.48,2.417e-2,2.417e-2,3.545e-12,1.772e-23
211.50,3.698e-1,3.698e-1,3.536e-12,1.768e-23
211.52,4.818e+0,4.818e+0,3.528e-12,1.764e-23
211.53,1.638e+1,1.638e+1,3.523e-12,1.762e-23
211.55,1.677e+2,1.677e+2,3.515e-12,1.758e-23
211.57,1.463e+3,1.463e+3,3.506e-12,1.755e-23
211.58,4.070e+3,4.070e+3,3.502e-12,1.753e-23
211.60,2.791e+4,2.791e+4,3.493e-12,1.749e-23
211.62,1.631e+5,1.631e+5,3.485e-12,1.745e-23
211.63,3.711e+5,3.711e+5,3.481e-12,1.743e-23
211.65,1.704e+6,1.704e+6,3.472e-12,1.739e-23
211.67,6.665e+6,6.665e+6,3.463e-12,1.736e-23
211.68,1.241e+7,1.241e+7,3.459e-12,1.734e-23
211.70,3.816e+7,3.816e+7,3.451e-12,1.730e-23
211.72,9.994e+7,9.994e+7,3.442e-12,1.726e-23
211.73,1.523e+8,1.523e+8,3.438e-12,1.724e-23
211.75,3.135e+8,3.135e+8,3.429e-12,1.720e-23
211.77,5.497e+8,5.497e+8,3.421e-12,1.716e-23
211.78,6.854e+8,6.854e+8,3.416e-12,1.715e-23
211.80,9.447e+8,9.447e+8,3.408e-12,1.711e-23
211.82,1.109e+9,1.109e+9,3.399e-12,1.707e-23
211.83,1.132e+9,1.132e+9,3.395e-12,1.705e-23
211.85,1.044e+9,1.044e+9,3.386e-12,1.701e-23
211.87,8.210e+8,8.210e+8,3.378e-12,1.697e-23
211.88,6.854e+8,6.854e+8,3.374e-12,1.696e-23
211.90,4.235e+8,4.235e+8,3.365e-12,1.692e-23
211.92,2.229e+8,2.229e+8,3.356e-12,1.688e-23
211.93,1.523e+8,1.523e+8,3.352e-12,1.686e-23
211.95,6.301e+7,6.301e+7,3.344e-12,1.682e-23
211.97,2.220e+7,2.220e+7,3.335e-12,1.678e-23
211.98,1.241e+7,1.241e+7,3.331e-12,1.676e-23
212.00,3.438e+6,3.438e+6,3.322e-12,1.673e-23
212.02,8.113e+5,8.113e+5,3.314e-12,1.669e-23
212.03,3.711e+5,3.711e+5,3.309e-12,1.667e-23
212.05,6.895e+4,6.895e+4,3.301e-12,1.663e-23
212.07,1.194e+4,1.194e+4,3.292e-12,1.659e-23
212.08,7.131e+3,7.131e+3,3.288e-12,1.657e-23
212.10,2.304e+4,2.304e+4,3.279e-12,1.654e-23
212.12,1.414e+5,1.414e+5,3.271e-12,1.650e-23
212.13,3.336e+5,3.336e+5,3.267e-12,1.648e-23
212.15,1.647e+6,1.647e+6,3.258e-12,1.644e-23
212.17,6.932e+6,6.932e+6,3.249e-12,1.640e-23
212.18,1.340e+7,1.340e+7,3.245e-12,1.638e-23
212.20,4.437e+7,4.437e+7,3.237e-12,1.634e-23
212.22,1.253e+8,1.253e+8,3.228e-12,1.631e-23
212.23,1.983e+8,1.983e+8,3.224e-12,1.629e-23
212.25,4.406e+8,4.406e+8,3.215e-12,1.625e-23
212.27,8.346e+8,8.346e+8,3.207e-12,1.621e-23
212.28,1.082e+9,1.082e+9,3.202e-12,1.619e-23
212.30,1.613e+9,1.613e+9,3.194e-12,1.615e-23
212.32,2.049e+9,2.049e+9,3.185e-12,1.612e-23
212.33,2.176e+9,2.176e+9,3.181e-12,1.610e-23
212.35,2.176e+9,2.176e+9,3.172e-12,1.606e-23
212.37,1.855e+9,1.855e+9,3.164e-12,1.602e-23
212.38,1.613e+9,1.613e+9,3.160e-12,1.600e-23
212.40,1.082e+9,1.082e+9,3.151e-12,1.596e-23
212.42,6.187e+8,6.187e+8,3.142e-12,1.593e-23
212.43,4.406e+8,4.406e+8,3.138e-12,1.591e-23
212.45,1.983e+8,1.983e+8,3.130e-12,1.587e-23
212.47,7.607e+7,7.607e+7,3.121e-12,1.583e-23
212.48,4.437e+7,4.437e+7,3.117e-12,1.581e-23
212.50,1.340e+7,1.340e+7,3.108e-12,1.577e-23
212.52,3.447e+6,3.447e+6,3.100e-12,1.573e-23
212.53,1.647e+6,1.647e+6,3.095e-12,1.572e-23
212.55,3.336e+5,3.336e+5,3.087e-12,1.568e-23
212.57,5.758e+4,5.758e+4,3.078e-12,1.564e-23
212.58,2.253e+4,2.253e+4,3.074e-12,1.562e-23
212.60,3.061e+3,3.061e+3,3.065e-12,1.558e-23
212.62,3.546e+2,3.546e+2,3.057e-12,1.554e-23
212.63,1.138e+2,1.138e+2,3.053e-12,1.553e-23
212.65,1.293e+1,1.293e+1,3.044e-12,1.549e-23
212.67,3.092e+1,3.092e+1,3.035e-12,1.545e-23
212.68,9.732e+1,9.732e+1,3.031e-12,1.543e-23
212.70,8.964e+2,8.964e+2,3.023e-12,1.539e-23
212.72,7.059e+3,7.059e+3,3.014e-12,1.535e-23
212.73,1.867e+4,1.867e+4,3.010e-12,1.533e-23
212.75,1.158e+5,1.158e+5,3.001e-12,1.530e-23
212.77,6.135e+5,6.135e+5,2.993e-12,1.526e-23
212.78,1.330e+6,1.330e+6,2.988e-12,1.524e-23
212.80,5.551e+6,5.551e+6,2.980e-12,1.520e-23
212.82,1.977e+7,1.977e+7,2.971e-12,1.516e-23
212.83,3.515e+7,3.515e+7,2.967e-12,1.514e-23
212.85,9.863e+7,9.863e+7,2.958e-12,1.511e-23
212.87,2.362e+8,2.362e+8,2.950e-12,1.507e-23
212.88,3.443e+8,3.443e+8,2.946e-12,1.505e-23
212.90,6.497e+8,6.497e+8,2.937e-12,1.501e-23
212.92,1.046e+9,1.046e+9,2.928e-12,1.497e-23
212.93,1.251e+9,1.251e+9,2.924e-12,1.495e-23
212.95,1.587e+9,1.587e+9,2.916e-12,1.491e-23
212.97,1.718e+9,1.718e+9,2.907e-12,1.488e-23
212.98,1.684e+9,1.684e+9,2.903e-12,1.486e-23
213.00,1.437e+9,1.437e+9,2.894e-12,1.482e-23
213.02,1.046e+9,1.046e+9,2.886e-12,1.478e-23
213.03,8.409e+8,8.409e+8,2.881e-12,1.476e-23
213.05,4.824e+8,4.824e+8,2.873e-12,1.472e-23
213.07,2.362e+8,2.362e+8,2.864e-12,1.469e-23
213.08,1.557e+8,1.557e+8,2.860e-12,1.467e-23
213.10,6.006e+7,6.006e+7,2.851e-12,1.463e-23
213.12,1.977e+7,1.977e+7,2.843e-12,1.459e-23
213.13,1.069e+7,1.069e+7,2.839e-12,1.457e-23
213.15,2.772e+6,2.772e+6,2.830e-12,1.453e-23
213.17,6.135e+5,6.135e+5,2.821e-12,1.450e-23
213.18,2.721e+5,2.721e+5,2.817e-12,1.448e-23
213.20,4.920e+4,4.920e+4,2.809e-12,1.444e-23
213.22,2.091e+4,2.091e+4,2.800e-12,1.440e-23
213.23,3.906e+4,3.906e+4,2.796e-12,1.438e-23
213.25,2.256e+5,2.256e+5,2.787e-12,1.434e-23
213.27,1.188e+6,1.188e+6,2.779e-12,1.430e-23
213.28,2.571e+6,2.571e+6,2.774e-12,1.429e-23
213.30,1.070e+7,1.070e+7,2.766e-12,1.425e-23
213.32,3.804e+7,3.804e+7,2.757e-12,1.421e-23
213.33,6.760e+7,6.760e+7,2.753e-12,1.419e-23
213.35,1.897e+8,1.897e+8,2.744e-12,1.415e-23
213.37,4.547e+8,4.547e+8,2.736e-12,1.411e-23
213.38,6.635e+8,6.635e+8,2.732e-12,1.410e-23
213.40,1.256e+9,1.256e+9,2.723e-12,1.406e-23
213.42,2.029e+9,2.029e+9,2.714e-12,1.402e-23
213.43,2.432e+9,2.432e+9,2.710e-12,1.400e-23
213.45,3.104e+9,3.104e+9,2.702e-12,1.396e-23
213.47,3.384e+9,3.384e+9,2.693e-12,1.392e-23
213.48,3.331e+9,3.331e+9,2.689e-12,1.390e-23
213.50,2.868e+9,2.868e+9,2.680e-12,1.387e-23
213.52,2.110e+9,2.110e+9,2.672e-12,1.383e-23
213.53,1.706e+9,1.706e+9,2.667e-12,1.381e-23
213.55,9.909e+8,9.909e+8,2.659e-12,1.377e-23
213.57,4.919e+8,4.919e+8,2.650e-12,1.373e-23
213.58,3.267e+8,3.267e+8,2.646e-12,1.371e-23
213.60,1.281e+8,1.281e+8,2.637e-12,1.368e-23
213.62,4.292e+7,4.292e+7,2.629e-12,1.364e-23
213.63,2.342e+7,2.342e+7,2.625e-12,1.362e-23
213.65,6.200e+6,6.200e+6,2.616e-12,1.358e-23
213.67,1.403e+6,1.403e+6,2.607e-12,1.354e-23
213.68,6.290e+5,6.290e+5,2.603e-12,1.352e-23
213.70,1.124e+5,1.124e+5,2.595e-12,1.349e-23
213.72,1.718e+4,1.718e+4,2.586e-12,1.345e-23
213.73,6.332e+3,6.332e+3,2.582e-12,1.343e-23
213.75,7.646e+2,7.646e+2,2.573e-12,1.339e-23
213.77,7.892e+1,7.892e+1,2.565e-12,1.335e-23
213.78,2.391e+1,2.391e+1,2.560e-12,1.333e-23
213.80,1.951e+0,1.951e+0,2.552e-12,1.329e-23
213.82,1.361e-1,1.361e-1,2.543e-12,1.326e-23
213.83,3.389e-2,3.389e-2,2.539e-12,1.324e-23
213.85,1.869e-3,1.869e-3,2.530e-12,1.320e-23
213.87,8.813e-5,8.813e-5,2.522e-12,1.316e-23
213.88,1.805e-5,1.805e-5,2.518e-12,1.314e-23
213.90,6.728e-7,6.728e-7,2.509e-12,1.310e-23
213.92,2.145e-8,2.145e-8,2.500e-12,1.307e-23
214.10,2.615e-9,2.615e-9,2.423e-12,1.272e-23
214.12,8.827e-8,8.827e-8,2.415e-12,1.268e-23
214.13,4.836e-7,4.836e-7,2.411e-12,1.267e-23
214.15,1.291e-5,1.291e-5,2.402e-12,1.263e-23
214.17,2.948e-4,2.948e-4,2.393e-12,1.259e-23
214.18,1.328e-3,1.328e-3,2.389e-12,1.257e-23
214.20,2.398e-2,2.398e-2,2.381e-12,1.253e-23
214.22,3.704e-1,3.704e-1,2.372e-12,1.249e-23
214.23,1.372e+0,1.372e+0,2.368e-12,1.247e-23
214.25,1.676e+1,1.676e+1,2.359e-12,1.244e-23
214.27,1.751e+2,1.751e+2,2.351e-12,1.240e-23
214.28,5.336e+2,5.336e+2,2.346e-12,1.238e-23
214.30,4.407e+3,4.407e+3,2.338e-12,1.234e-23
214.32,3.114e+4,3.114e+4,2.329e-12,1.230e-23
214.33,7.804e+4,7.804e+4,2.325e-12,1.228e-23
214.35,4.360e+5,4.360e+5,2.316e-12,1.225e-23
214.37,2.083e+6,2.083e+6,2.308e-12,1.221e-23
214.38,4.295e+6,4.295e+6,2.304e-12,1.219e-23
214.40,1.623e+7,1.623e+7,2.295e-12,1.215e-23
214.42,5.245e+7,5.245e+7,2.287e-12,1.211e-23
214.43,8.892e+7,8.892e+7,2.282e-12,1.209e-23
214.45,2.273e+8,2.273e+8,2.274e-12,1.206e-23
214.47,4.968e+8,4.968e+8,2.265e-12,1.202e-23
214.48,6.927e+8,6.927e+8,2.261e-12,1.200e-23
214.50,1.198e+9,1.198e+9,2.252e-12,1.196e-23
214.52,1.771e+9,1.771e+9,2.244e-12,1.192e-23
214.53,2.030e+9,2.030e+9,2.239e-12,1.190e-23
214.55,2.374e+9,2.374e+9,2.231e-12,1.186e-23
214.57,2.374e+9,2.374e+9,2.222e-12,1.183e-23
214.58,2.239e+9,2.239e+9,2.218e-12,1.181e-23
214.60,1.771e+9,1.771e+9,2.209e-12,1.177e-23
214.62,1.198e+9,1.198e+9,2.201e-12,1.173e-23
214.63,9.288e+8,9.288e+8,2.197e-12,1.171e-23
214.65,4.968e+8,4.968e+8,2.188e-12,1.167e-23
214.67,2.273e+8,2.273e+8,2.180e-12,1.164e-23
214.68,1.450e+8,1.450e+8,2.175e-12,1.162e-23
214.70,5.245e+7,5.245e+7,2.167e-12,1.158e-23
214.72,1.623e+7,1.623e+7,2.158e-12,1.154e-23
214.73,8.514e+6,8.514e+6,2.154e-12,1.152e-23
214.75,2.083e+6,2.083e+6,2.145e-12,1.148e-23
214.77,4.362e+5,4.362e+5,2.137e-12,1.145e-23
214.78,1.885e+5,1.885e+5,2.132e-12,1.143e-23
214.80,3.445e+4,3.445e+4,2.124e-12,1.139e-23
214.82,2.948e+4,2.948e+4,2.115e-12,1.135e-23
214.83,6.663e+4,6.663e+4,2.111e-12,1.133e-23
214.85,3.899e+5,3.899e+5,2.102e-12,1.129e-23
214.87,1.998e+6,1.998e+6,2.094e-12,1.125e-23
214.88,4.267e+6,4.267e+6,2.090e-12,1.124e-23
214.90,1.732e+7,1.732e+7,2.081e-12,1.120e-23
214.92,6.017e+7,6.017e+7,2.073e-12,1.116e-23
214.93,1.058e+8,1.058e+8,2.068e-12,1.114e-23
214.95,2.910e+8,2.910e+8,2.060e-12,1.110e-23
214.97,6.849e+8,6.849e+8,2.051e-12,1.106e-23
214.98,9.912e+8,9.912e+8,2.047e-12,1.104e-23
215.00,1.848e+9,1.848e+9,2.038e-12,1.101e-23
215.02,2.947e+9,2.947e+9,2.030e-12,1.097e-23
215.03,3.511e+9,3.511e+9,2.025e-12,1.095e-23
215.05,4.435e+9,4.435e+9,2.017e-12,1.091e-23
215.07,4.793e+9,4.793e+9,2.008e-12,1.087e-23
215.08,4.701e+9,4.701e+9,2.004e-12,1.085e-23
215.10,4.023e+9,4.023e+9,1.995e-12,1.082e-23
215.12,2.947e+9,2.947e+9,1.987e-12,1.078e-23
215.13,2.379e+9,2.379e+9,1.983e-12,1.076e-23
215.15,1.380e+9,1.380e+9,1.974e-12,1.072e-23
215.17,6.849e+8,6.849e+8,1.966e-12,1.068e-23
215.18,4.552e+8,4.552e+8,1.961e-12,1.066e-23
215.20,1.789e+8,1.789e+8,1.953e-12,1.063e-23
215.22,6.017e+7,6.017e+7,1.944e-12,1.059e-23
215.23,3.292e+7,3.292e+7,1.940e-12,1.057e-23
215.25,8.766e+6,8.766e+6,1.931e-12,1.053e-23
215.27,1.998e+6,1.998e+6,1.923e-12,1.049e-23
215.28,8.997e+5,8.997e+5,1.918e-12,1.047e-23
215.30,1.624e+5,1.624e+5,1.910e-12,1.043e-23
215.32,2.508e+4,2.508e+4,1.901e-12,1.040e-23
215.33,9.296e+3,9.296e+3,1.897e-12,1.038e-23
215.35,1.137e+3,1.137e+3,1.889e-12,1.034e-23
215.37,1.190e+2,1.190e+2,1.880e-12,1.030e-23
215.38,3.631e+1,3.631e+1,1.876e-12,1.028e-23
215.40,3.009e+0,3.009e+0,1.867e-12,1.024e-23
215.42,2.134e-1,2.134e-1,1.859e-12,1.021e-23
215.43,5.360e-2,5.360e-2,1.854e-12,1.019e-23
215.45,3.010e-3,3.010e-3,1.846e-12,1.015e-23
215.47,1.447e-4,1.447e-4,1.837e-12,1.011e-23
215.48,2.991e-5,2.991e-5,1.833e-12,1.009e-23
215.50,1.138e-6,1.138e-6,1.824e-12,1.005e-23
215.52,3.707e-8,3.707e-8,1.816e-12,1.002e-23
216.42,9.609e-9,9.609e-9,1.431e-12,8.299e-24
216.43,5.481e-8,5.481e-8,1.426e-12,8.280e-24
216.45,1.590e-6,1.590e-6,1.418e-12,8.242e-24
216.47,3.957e-5,3.957e-5,1.409e-12,8.204e-24
216.48,1.864e-4,1.864e-4,1.405e-12,8.185e-24
216.50,3.687e-3,3.687e-3,1.396e-12,8.147e-24
216.52,6.259e-2,6.259e-2,1.388e-12,8.108e-24
216.53,2.435e-1,2.435e-1,1.384e-12,8.089e-24
216.55,3.285e+0,3.285e+0,1.375e-12,8.051e-24
216.57,3.804e+1,3.804e+1,1.366e-12,8.013e-24
216.58,1.222e+2,1.222e+2,1.362e-12,7.994e-24
216.60,1.125e+3,1.125e+3,1.354e-12,7.956e-24
216.62,8.880e+3,8.880e+3,1.345e-12,7.918e-24
216.63,2.356e+4,2.356e+4,1.341e-12,7.899e-24
216.65,1.479e+5,1.479e+5,1.332e-12,7.861e-24
216.67,7.964e+5,7.964e+5,1.324e-12,7.822e-24
216.68,1.745e+6,1.745e+6,1.319e-12,7.803e-24
216.70,7.471e+6,7.471e+6,1.311e-12,7.765e-24
216.72,2.744e+7,2.744e+7,1.302e-12,7.727e-24
216.73,4.966e+7,4.966e+7,1.298e-12,7.708e-24
216.75,1.450e+8,1.450e+8,1.289e-12,7.670e-24
216.77,3.632e+8,3.632e+8,1.281e-12,7.632e-24
