Wavelength (nm),Sum(calc),Al I (2.6e-2),Al II (9.7e-1),Al III (4.9e-5)
209.33,1.893e+4,,1.893e+4,1.143e-4
209.35,4.099e+4,,4.099e+4,6.428e-5
209.37,7.658e+4,,7.658e+4,3.068e-5
209.38,9.926e+4,,9.926e+4,1.992e-5
209.40,1.508e+5,,1.508e+5,7.429e-6
209.42,2.020e+5,,2.020e+5,2.350e-6
209.43,2.238e+5,,2.238e+5,1.243e-6
209.45,2.536e+5,,2.536e+5,3.073e-7
209.47,2.595e+5,,2.595e+5,6.444e-8
209.48,2.530e+5,,2.530e+5,2.775e-8
209.50,2.230e+5,,2.230e+5,4.548e-9
209.52,1.768e+5,,1.768e+5,6.324e-10
209.53,1.509e+5,,1.509e+5,2.217e-10
209.55,1.004e+5,,1.004e+5,2.409e-11
209.57,5.865e+4,,5.865e+4,2.221e-12
209.58,4.261e+4,,4.261e+4,6.339e-13
209.60,2.024e+4,,2.024e+4,4.567e-14
209.62,8.309e+3,,8.309e+3,2.791e-15
209.63,5.035e+3,,5.035e+3,6.487e-16
209.65,1.650e+3,,1.650e+3,3.098e-17
209.67,4.639e+2,,4.639e+2,1.255e-18
209.68,2.320e+2,,2.320e+2,2.376e-19
209.70,5.157e+1,,5.157e+1,7.521e-21
209.72,9.787e+0,,9.787e+0,7.508e-21
209.73,4.017e+0,,4.017e+0,7.501e-21
209.75,5.999e-1,,5.999e-1,7.487e-21
209.77,7.629e-2,,7.629e-2,7.474e-21
209.78,2.561e-2,,2.561e-2,7.467e-21
209.80,2.556e-3,,2.556e-3,7.454e-21
209.82,2.168e-4,,2.168e-4,7.440e-21
209.83,5.943e-5,,5.943e-5,7.433e-21
209.85,3.951e-6,,3.951e-6,7.420e-21
209.87,2.231e-7,,2.231e-7,7.406e-21
209.88,4.988e-8,,4.988e-8,7.399e-21
209.90,2.205e-9,,2.205e-9,7.386e-21
209.92,8.221e-11,,8.221e-11,7.372e-21
209.93,1.499e-11,,1.499e-11,7.365e-21
211.38,9.260e-11,9.260e-11,1.278e-11,6.380e-21
211.40,3.160e-9,3.160e-9,1.275e-11,6.367e-21
211.42,9.185e-8,9.185e-8,1.272e-11,6.353e-21
211.43,4.662e-7,4.662e-7,1.271e-11,6.346e-21
211.45,1.065e-5,1.065e-5,1.267e-11,6.333e-21
211.47,2.073e-4,2.073e-4,1.264e-11,6.319e-21
211.48,8.611e-4,8.611e-4,1.263e-11,6.312e-21
211.50,1.317e-2,1.317e-2,1.260e-11,6.299e-21
211.52,1.717e-1,1.717e-1,1.257e-11,6.285e-21
211.53,5.834e-1,5.834e-1,1.255e-11,6.278e-21
211.55,5.976e+0,5.976e+0,1.252e-11,6.265e-21
211.57,5.214e+1,5.214e+1,1.249e-11,6.251e-21
211.58,1.450e+2,1.450e+2,1.248e-11,6.244e-21
211.60,9.945e+2,9.945e+2,1.245e-11,6.231e-21
211.62,5.809e+3,5.809e+3,1.242e-11,6.217e-21
211.63,1.322e+4,1.322e+4,1.240e-11,6.210e-21
211.65,6.071e+4,6.071e+4,1.237e-11,6.197e-21
211.67,2.375e+5,2.375e+5,1.234e-11,6.183e-21
211.68,4.422e+5,4.422e+5,1.232e-11,6.176e-21
211.70,1.360e+6,1.360e+6,1.229e-11,6.163e-21
211.72,3.560e+6,3.560e+6,1.226e-11,6.149e-21
211.73,5.425e+6,5.425e+6,1.225e-11,6.143e-21
211.75,1.117e+7,1.117e+7,1.222e-11,6.129e-21
211.77,1.958e+7,1.958e+7,1.219e-11,6.115e-21
211.78,2.442e+7,2.442e+7,1.217e-11,6.109e-21
211.80,3.366e+7,3.366e+7,1.214e-11,6.095e-21
211.82,3.952e+7,3.952e+7,1.211e-11,6.081e-21
211.83,4.032e+7,4.032e+7,1.210e-11,6.075e-21
211.85,3.721e+7,3.721e+7,1.206e-11,6.061e-21
211.87,2.925e+7,2.925e+7,1.203e-11,6.047e-21
211.88,2.442e+7,2.442e+7,1.202e-11,6.041e-21
211.90,1.509e+7,1.509e+7,1.199e-11,6.027e-21
211.92,7.942e+6,7.942e+6,1.196e-11,6.013e-21
211.93,5.425e+6,5.425e+6,1.194e-11,6.007e-21
211.95,2.245e+6,2.245e+6,1.191e-11,5.993e-21
211.97,7.911e+5,7.911e+5,1.188e-11,5.980e-21
211.98,4.422e+5,4.422e+5,1.187e-11,5.973e-21
212.00,1.225e+5,1.225e+5,1.184e-11,5.959e-21
212.02,2.891e+4,2.891e+4,1.181e-11,5.946e-21
212.03,1.322e+4,1.322e+4,1.179e-11,5.939e-21
212.05,2.456e+3,2.456e+3,1.176e-11,5.925e-21
212.07,4.253e+2,4.253e+2,1.173e-11,5.912e-21
212.08,2.541e+2,2.541e+2,1.171e-11,5.905e-21
212.10,8.208e+2,8.208e+2,1.168e-11,5.891e-21
212.12,5.039e+3,5.039e+3,1.165e-11,5.878e-21
212.13,1.188e+4,1.188e+4,1.164e-11,5.871e-21
212.15,5.868e+4,5.868e+4,1.161e-11,5.857e-21
212.17,2.470e+5,2.470e+5,1.158e-11,5.844e-21
212.18,4.773e+5,4.773e+5,1.156e-11,5.837e-21
212.20,1.581e+6,1.581e+6,1.153e-11,5.823e-21
212.22,4.464e+6,4.464e+6,1.150e-11,5.810e-21
212.23,7.065e+6,7.065e+6,1.149e-11,5.803e-21
212.25,1.570e+7,1.570e+7,1.145e-11,5.789e-21
212.27,2.974e+7,2.974e+7,1.142e-11,5.776e-21
212.28,3.855e+7,3.855e+7,1.141e-11,5.769e-21
212.30,5.746e+7,5.746e+7,1.138e-11,5.755e-21
212.32,7.301e+7,7.301e+7,1.135e-11,5.742e-21
212.33,7.752e+7,7.752e+7,1.133e-11,5.735e-21
212.35,7.752e+7,7.752e+7,1.130e-11,5.721e-21
212.37,6.608e+7,6.608e+7,1.127e-11,5.708e-21
212.38,5.746e+7,5.746e+7,1.126e-11,5.701e-21
212.40,3.855e+7,3.855e+7,1.123e-11,5.687e-21
212.42,2.204e+7,2.204e+7,1.120e-11,5.674e-21
212.43,1.570e+7,1.570e+7,1.118e-11,5.667e-21
212.45,7.065e+6,7.065e+6,1.115e-11,5.653e-21
212.47,2.710e+6,2.710e+6,1.112e-11,5.640e-21
212.48,1.581e+6,1.581e+6,1.110e-11,5.633e-21
212.50,4.773e+5,4.773e+5,1.107e-11,5.619e-21
212.52,1.228e+5,1.228e+5,1.104e-11,5.606e-21
212.53,5.868e+4,5.868e+4,1.103e-11,5.599e-21
212.55,1.188e+4,1.188e+4,1.100e-11,5.586e-21
212.57,2.051e+3,2.051e+3,1.097e-11,5.572e-21
212.58,8.028e+2,8.028e+2,1.095e-11,5.565e-21
212.60,1.091e+2,1.091e+2,1.092e-11,5.552e-21
212.62,1.263e+1,1.263e+1,1.089e-11,5.538e-21
212.63,4.055e+0,4.055e+0,1.088e-11,5.531e-21
212.65,4.606e-1,4.606e-1,1.084e-11,5.518e-21
212.67,1.102e+0,1.102e+0,1.081e-11,5.504e-21
212.68,3.467e+0,3.467e+0,1.080e-11,5.497e-21
212.70,3.194e+1,3.194e+1,1.077e-11,5.484e-21
212.72,2.515e+2,2.515e+2,1.074e-11,5.470e-21
212.73,6.650e+2,6.650e+2,1.072e-11,5.463e-21
212.75,4.127e+3,4.127e+3,1.069e-11,5.450e-21
212.77,2.186e+4,2.186e+4,1.066e-11,5.436e-21
212.78,4.739e+4,4.739e+4,1.065e-11,5.429e-21
212.80,1.978e+5,1.978e+5,1.062e-11,5.416e-21
212.82,7.043e+5,7.043e+5,1.059e-11,5.402e-21
212.83,1.252e+6,1.252e+6,1.057e-11,5.395e-21
212.85,3.514e+6,3.514e+6,1.054e-11,5.382e-21
212.87,8.413e+6,8.413e+6,1.051e-11,5.368e-21
212.88,1.227e+7,1.227e+7,1.049e-11,5.361e-21
212.90,2.315e+7,2.315e+7,1.046e-11,5.348e-21
212.92,3.727e+7,3.727e+7,1.043e-11,5.334e-21
212.93,4.455e+7,4.455e+7,1.042e-11,5.327e-21
212.95,5.653e+7,5.653e+7,1.039e-11,5.314e-21
212.97,6.120e+7,6.120e+7,1.036e-11,5.300e-21
212.98,6.000e+7,6.000e+7,1.034e-11,5.293e-21
213.00,5.119e+7,5.119e+7,1.031e-11,5.280e-21
213.02,3.727e+7,3.727e+7,1.028e-11,5.266e-21
213.03,2.996e+7,2.996e+7,1.027e-11,5.259e-21
213.05,1.719e+7,1.719e+7,1.024e-11,5.246e-21
213.07,8.413e+6,8.413e+6,1.020e-11,5.232e-21
213.08,5.546e+6,5.546e+6,1.019e-11,5.226e-21
213.10,2.140e+6,2.140e+6,1.016e-11,5.212e-21
213.12,7.043e+5,7.043e+5,1.013e-11,5.198e-21
213.13,3.807e+5,3.807e+5,1.011e-11,5.192e-21
213.15,9.875e+4,9.875e+4,1.008e-11,5.178e-21
213.17,2.186e+4,2.186e+4,1.005e-11,5.164e-21
213.18,9.695e+3,9.695e+3,1.004e-11,5.158e-21
213.20,1.753e+3,1.753e+3,1.001e-11,5.144e-21
213.22,7.448e+2,7.448e+2,9.976e-12,5.130e-21
213.23,1.392e+3,1.392e+3,9.961e-12,5.124e-21
213.25,8.038e+3,8.038e+3,9.930e-12,5.110e-21
213.27,4.233e+4,4.233e+4,9.900e-12,5.096e-21
213.28,9.161e+4,9.161e+4,9.884e-12,5.090e-21
213.30,3.813e+5,3.813e+5,9.854e-12,5.076e-21
213.32,1.355e+6,1.355e+6,9.823e-12,5.062e-21
213.33,2.408e+6,2.408e+6,9.808e-12,5.056e-21
213.35,6.758e+6,6.758e+6,9.778e-12,5.042e-21
213.37,1.620e+7,1.620e+7,9.747e-12,5.029e-21
213.38,2.364e+7,2.364e+7,9.732e-12,5.022e-21
213.40,4.473e+7,4.473e+7,9.701e-12,5.008e-21
213.42,7.230e+7,7.230e+7,9.671e-12,4.995e-21
213.43,8.665e+7,8.665e+7,9.656e-12,4.988e-21
213.45,1.106e+8,1.106e+8,9.625e-12,4.974e-21
213.47,1.206e+8,1.206e+8,9.595e-12,4.961e-21
213.48,1.187e+8,1.187e+8,9.579e-12,4.954e-21
213.50,1.022e+8,1.022e+8,9.549e-12,4.940e-21
213.52,7.516e+7,7.516e+7,9.518e-12,4.927e-21
213.53,6.077e+7,6.077e+7,9.503e-12,4.920e-21
213.55,3.530e+7,3.530e+7,9.473e-12,4.906e-21
213.57,1.752e+7,1.752e+7,9.442e-12,4.893e-21
213.58,1.164e+7,1.164e+7,9.427e-12,4.886e-21
213.60,4.564e+6,4.564e+6,9.396e-12,4.872e-21
213.62,1.529e+6,1.529e+6,9.366e-12,4.859e-21
213.63,8.345e+5,8.345e+5,9.351e-12,4.852e-21
213.65,2.209e+5,2.209e+5,9.320e-12,4.838e-21
213.67,4.997e+4,4.997e+4,9.290e-12,4.825e-21
213.68,2.241e+4,2.241e+4,9.275e-12,4.818e-21
213.70,4.006e+3,4.006e+3,9.244e-12,4.804e-21
213.72,6.121e+2,6.121e+2,9.214e-12,4.791e-21
213.73,2.256e+2,2.256e+2,9.198e-12,4.784e-21
213.75,2.724e+1,2.724e+1,9.168e-12,4.770e-21
213.77,2.812e+0,2.812e+0,9.137e-12,4.757e-21
213.78,8.518e-1,8.518e-1,9.122e-12,4.750e-21
213.80,6.950e-2,6.950e-2,9.092e-12,4.736e-21
213.82,4.848e-3,4.848e-3,9.061e-12,4.723e-21
213.83,1.207e-3,1.207e-3,9.046e-12,4.716e-21
213.85,6.659e-5,6.659e-5,9.015e-12,4.702e-21
213.87,3.140e-6,3.140e-6,8.985e-12,4.689e-21
213.88,6.429e-7,6.429e-7,8.970e-12,4.682e-21
213.90,2.397e-8,2.397e-8,8.939e-12,4.669e-21
213.92,7.642e-10,7.642e-10,8.909e-12,4.655e-21
214.10,9.316e-11,9.316e-11,8.634e-12,4.533e-21
214.12,3.145e-9,3.145e-9,8.604e-12,4.519e-21
214.13,1.723e-8,1.723e-8,8.588e-12,4.512e-21
214.15,4.600e-7,4.600e-7,8.558e-12,4.499e-21
214.17,1.050e-5,1.050e-5,8.527e-12,4.485e-21
214.18,4.732e-5,4.732e-5,8.512e-12,4.478e-21
214.20,8.545e-4,8.545e-4,8.482e-12,4.465e-21
214.22,1.319e-2,1.319e-2,8.451e-12,4.451e-21
214.23,4.890e-2,4.890e-2,8.436e-12,4.444e-21
214.25,5.972e-1,5.972e-1,8.405e-12,4.431e-21
214.27,6.237e+0,6.237e+0,8.375e-12,4.417e-21
214.28,1.901e+1,1.901e+1,8.360e-12,4.410e-21
214.30,1.570e+2,1.570e+2,8.329e-12,4.397e-21
214.32,1.109e+3,1.109e+3,8.299e-12,4.383e-21
214.33,2.780e+3,2.780e+3,8.283e-12,4.376e-21
214.35,1.553e+4,1.553e+4,8.253e-12,4.363e-21
214.37,7.423e+4,7.423e+4,8.222e-12,4.349e-21
214.38,1.530e+5,1.530e+5,8.207e-12,4.342e-21
214.40,5.782e+5,5.782e+5,8.177e-12,4.329e-21
214.42,1.869e+6,1.869e+6,8.146e-12,4.315e-21
214.43,3.168e+6,3.168e+6,8.131e-12,4.309e-21
214.45,8.098e+6,8.098e+6,8.100e-12,4.295e-21
214.47,1.770e+7,1.770e+7,8.070e-12,4.281e-21
214.48,2.468e+7,2.468e+7,8.055e-12,4.275e-21
214.50,4.266e+7,4.266e+7,8.024e-12,4.261e-21
214.52,6.308e+7,6.308e+7,7.994e-12,4.247e-21
214.53,7.233e+7,7.233e+7,7.979e-12,4.241e-21
214.55,8.458e+7,8.458e+7,7.948e-12,4.227e-21
214.57,8.458e+7,8.458e+7,7.918e-12,4.213e-21
214.58,7.976e+7,7.976e+7,7.902e-12,4.207e-21
214.60,6.308e+7,6.308e+7,7.872e-12,4.193e-21
214.62,4.266e+7,4.266e+7,7.841e-12,4.179e-21
214.63,3.309e+7,3.309e+7,7.826e-12,4.173e-21
214.65,1.770e+7,1.770e+7,7.796e-12,4.159e-21
214.67,8.098e+6,8.098e+6,7.765e-12,4.145e-21
214.68,5.165e+6,5.165e+6,7.750e-12,4.139e-21
214.70,1.869e+6,1.869e+6,7.719e-12,4.125e-21
214.72,5.782e+5,5.782e+5,7.689e-12,4.112e-21
214.73,3.033e+5,3.033e+5,7.674e-12,4.105e-21
214.75,7.423e+4,7.423e+4,7.643e-12,4.091e-21
214.77,1.554e+4,1.554e+4,7.613e-12,4.078e-21
214.78,6.715e+3,6.715e+3,7.597e-12,4.071e-21
214.80,1.227e+3,1.227e+3,7.567e-12,4.057e-21
214.82,1.050e+3,1.050e+3,7.536e-12,4.044e-21
214.83,2.374e+3,2.374e+3,7.521e-12,4.037e-21
214.85,1.389e+4,1.389e+4,7.491e-12,4.023e-21
214.87,7.118e+4,7.118e+4,7.460e-12,4.010e-21
214.88,1.520e+5,1.520e+5,7.445e-12,4.003e-21
214.90,6.171e+5,6.171e+5,7.414e-12,3.989e-21
214.92,2.144e+6,2.144e+6,7.384e-12,3.976e-21
214.93,3.769e+6,3.769e+6,7.369e-12,3.969e-21
214.95,1.037e+7,1.037e+7,7.338e-12,3.955e-21
214.97,2.440e+7,2.440e+7,7.308e-12,3.942e-21
214.98,3.532e+7,3.532e+7,7.292e-12,3.935e-21
215.00,6.582e+7,6.582e+7,7.262e-12,3.921e-21
215.02,1.050e+8,1.050e+8,7.231e-12,3.908e-21
215.03,1.251e+8,1.251e+8,7.216e-12,3.901e-21
215.05,1.580e+8,1.580e+8,7.186e-12,3.887e-21
215.07,1.708e+8,1.708e+8,7.155e-12,3.874e-21
215.08,1.675e+8,1.675e+8,7.140e-12,3.867e-21
215.10,1.433e+8,1.433e+8,7.109e-12,3.853e-21
215.12,1.050e+8,1.050e+8,7.079e-12,3.840e-21
215.13,8.477e+7,8.477e+7,7.064e-12,3.833e-21
215.15,4.916e+7,4.916e+7,7.033e-12,3.819e-21
215.17,2.440e+7,2.440e+7,7.003e-12,3.806e-21
215.18,1.622e+7,1.622e+7,6.987e-12,3.799e-21
215.20,6.373e+6,6.373e+6,6.957e-12,3.785e-21
215.22,2.144e+6,2.144e+6,6.926e-12,3.772e-21
215.23,1.173e+6,1.173e+6,6.911e-12,3.765e-21
215.25,3.123e+5,3.123e+5,6.881e-12,3.752e-21
215.27,7.118e+4,7.118e+4,6.850e-12,3.738e-21
215.28,3.206e+4,3.206e+4,6.835e-12,3.731e-21
215.30,5.785e+3,5.785e+3,6.804e-12,3.718e-21
215.32,8.934e+2,8.934e+2,6.774e-12,3.704e-21
215.33,3.312e+2,3.312e+2,6.759e-12,3.697e-21
215.35,4.050e+1,4.050e+1,6.728e-12,3.684e-21
215.37,4.239e+0,4.239e+0,6.698e-12,3.670e-21
215.38,1.294e+0,1.294e+0,6.683e-12,3.663e-21
215.40,1.072e-1,1.072e-1,6.652e-12,3.650e-21
215.42,7.602e-3,7.602e-3,6.622e-12,3.636e-21
215.43,1.910e-3,1.910e-3,6.606e-12,3.629e-21
215.45,1.072e-4,1.072e-4,6.576e-12,3.616e-21
215.47,5.154e-6,5.154e-6,6.545e-12,3.602e-21
215.48,1.066e-6,1.066e-6,6.530e-12,3.595e-21
215.50,4.055e-8,4.055e-8,6.500e-12,3.582e-21
215.52,1.321e-9,1.321e-9,6.469e-12,3.568e-21
216.42,3.423e-10,3.423e-10,5.097e-12,2.957e-21
216.43,1.953e-9,1.953e-9,5.082e-12,2.950e-21
216.45,5.664e-8,5.664e-8,5.051e-12,2.936e-21
216.47,1.410e-6,1.410e-6,5.021e-12,2.923e-21
216.48,6.640e-6,6.640e-6,5.005e-12,2.916e-21
216.50,1.314e-4,1.314e-4,4.975e-12,2.902e-21
216.52,2.230e-3,2.230e-3,4.944e-12,2.889e-21
216.53,8.675e-3,8.675e-3,4.929e-12,2.882e-21
216.55,1.170e-1,1.170e-1,4.899e-12,2.868e-21
216.57,1.355e+0,1.355e+0,4.868e-12,2.855e-21
216.58,4.354e+0,4.354e+0,4.853e-12,2.848e-21
216.60,4.006e+1,4.006e+1,4.822e-12,2.835e-21
216.62,3.164e+2,3.164e+2,4.792e-12,2.821e-21
216.63,8.394e+2,8.394e+2,4.777e-12,2.814e-21
216.65,5.269e+3,5.269e+3,4.746e-12,2.801e-21
216.67,2.837e+4,2.837e+4,4.716e-12,2.787e-21
216.68,6.218e+4,6.218e+4,4.700e-12,2.780e-21
216.70,2.662e+5,2.662e+5,4.670e-12,2.767e-21
216.72,9.777e+5,9.777e+5,4.639e-12,2.753e-21
216.73,1.769e+6,1.769e+6,4.624e-12,2.746e-21
216.75,5.166e+6,5.166e+6,4.594e-12,2.733e-21
216.77,1.294e+7,1.294e+7,4.563e-12,2.719e-21
