Wavelength (nm),Sum(calc),Nd I (3.8e-3),Nd II (8.9e-1)
456.107,1.918e-1,,1.918e-1
456.115,9.702e-1,,9.702e-1
456.123,4.616e+0,,4.616e+0
456.131,2.065e+1,,2.065e+1
456.139,8.690e+1,,8.690e+1
456.147,3.438e+2,,3.438e+2
456.156,1.501e+3,,1.501e+3
456.164,5.213e+3,,5.213e+3
456.172,1.702e+4,,1.702e+4
456.180,5.226e+4,,5.226e+4
456.188,1.509e+5,,1.509e+5
456.196,4.097e+5,,4.097e+5
456.204,1.046e+6,,1.046e+6
456.212,2.512e+6,,2.512e+6
456.221,6.253e+6,,6.253e+6
456.229,1.318e+7,,1.318e+7
456.237,2.611e+7,,2.611e+7
456.245,4.865e+7,,4.865e+7
456.253,8.525e+7,,8.525e+7
456.261,1.405e+8,,1.405e+8
456.269,2.177e+8,,2.177e+8
456.277,3.172e+8,,3.172e+8
456.286,4.502e+8,,4.502e+8
456.294,5.756e+8,,5.756e+8
456.302,6.922e+8,,6.922e+8
456.310,7.828e+8,,7.828e+8
456.318,8.324e+8,,8.324e+8
456.326,8.324e+8,,8.324e+8
456.334,7.828e+8,,7.828e+8
456.343,6.787e+8,,6.787e+8
456.351,5.601e+8,,5.601e+8
456.359,4.347e+8,,4.347e+8
456.367,3.172e+8,,3.172e+8
456.375,2.177e+8,,2.177e+8
456.383,1.405e+8,,1.405e+8
456.391,8.525e+7,,8.525e+7
456.399,4.865e+7,,4.865e+7
456.408,2.405e+7,,2.405e+7
456.416,1.204e+7,,1.204e+7
456.424,5.672e+6,,5.672e+6
456.432,2.512e+6,,2.512e+6
456.440,1.046e+6,,1.046e+6
456.448,4.097e+5,,4.097e+5
456.456,1.509e+5,,1.509e+5
456.464,5.226e+4,,5.226e+4
456.473,1.473e+4,,1.473e+4
456.481,4.476e+3,,4.476e+3
456.489,1.279e+3,,1.279e+3
456.497,3.438e+2,,3.438e+2
456.505,8.690e+1,,8.690e+1
456.513,2.065e+1,,2.065e+1
456.521,4.616e+0,,4.616e+0
456.529,9.702e-1,,9.702e-1
456.538,1.559e-1,,1.559e-1
456.546,2.875e-2,,2.875e-2
456.554,4.987e-3,,4.987e-3
456.562,8.134e-4,,8.134e-4
456.570,1.248e-4,,1.248e-4
456.578,1.799e-5,,1.799e-5
456.586,2.441e-6,,2.441e-6
456.595,2.396e-7,,2.396e-7
457.651,6.838e-8,,6.838e-8
457.659,5.617e-7,,5.617e-7
457.668,5.581e-6,,5.581e-6
457.676,4.026e-5,,4.026e-5
457.684,2.733e-4,,2.733e-4
457.692,1.745e-3,,1.745e-3
457.700,1.048e-2,,1.048e-2
457.708,5.926e-2,,5.926e-2
457.716,3.151e-1,,3.151e-1
457.724,1.576e+0,,1.576e+0
457.733,8.964e+0,,8.964e+0
457.741,3.938e+1,,3.938e+1
457.749,1.628e+2,,1.628e+2
457.757,6.331e+2,,6.331e+2
457.765,2.316e+3,,2.316e+3
457.773,7.973e+3,,7.973e+3
457.781,2.582e+4,,2.582e+4
457.789,7.865e+4,,7.865e+4
457.798,2.560e+5,,2.560e+5
457.806,6.851e+5,,6.851e+5
457.814,1.725e+6,,1.725e+6
457.822,4.084e+6,,4.084e+6
457.830,9.100e+6,,9.100e+6
457.838,1.908e+7,,1.908e+7
457.846,3.762e+7,,3.762e+7
457.854,6.979e+7,,6.979e+7
457.863,1.300e+8,,1.300e+8
457.871,2.119e+8,,2.119e+8
457.879,3.249e+8,,3.249e+8
457.887,4.685e+8,,4.685e+8
457.895,6.358e+8,,6.358e+8
457.903,8.116e+8,,8.116e+8
457.911,9.747e+8,,9.747e+8
457.920,1.113e+9,,1.113e+9
457.928,1.174e+9,,1.174e+9
457.936,1.166e+9,,1.166e+9
457.944,1.088e+9,,1.088e+9
457.952,9.558e+8,,9.558e+8
457.960,7.898e+8,,7.898e+8
457.968,6.140e+8,,6.140e+8
457.976,4.491e+8,,4.491e+8
457.985,2.936e+8,,2.936e+8
457.993,1.886e+8,,1.886e+8
458.001,1.140e+8,,1.140e+8
458.009,6.482e+7,,6.482e+7
458.017,3.467e+7,,3.467e+7
458.025,1.745e+7,,1.745e+7
458.033,8.261e+6,,8.261e+6
458.041,3.679e+6,,3.679e+6
458.050,1.377e+6,,1.377e+6
458.058,5.387e+5,,5.387e+5
458.066,1.983e+5,,1.983e+5
458.074,6.866e+4,,6.866e+4
458.082,2.237e+4,,2.237e+4
458.090,6.854e+3,,6.854e+3
458.098,1.976e+3,,1.976e+3
458.106,5.361e+2,,5.361e+2
458.115,1.148e+2,,1.148e+2
458.123,2.736e+1,,2.736e+1
458.131,6.132e+0,,6.132e+0
458.139,1.293e+0,,1.293e+0
458.147,2.565e-1,,2.565e-1
458.155,4.788e-2,,4.788e-2
458.163,8.407e-3,,8.407e-3
458.172,1.104e-3,,1.104e-3
458.180,1.703e-4,,1.703e-4
458.188,2.471e-5,,2.471e-5
458.196,3.373e-6,,3.373e-6
458.204,4.331e-7,,4.331e-7
459.423,5.754e-8,,5.754e-8
459.432,5.912e-7,,5.912e-7
459.440,4.396e-6,,4.396e-6
459.448,3.077e-5,,3.077e-5
459.456,2.027e-4,,2.027e-4
459.464,1.257e-3,,1.257e-3
459.472,7.336e-3,,7.336e-3
459.480,4.030e-2,,4.030e-2
459.488,2.084e-1,,2.084e-1
459.497,1.231e+0,,1.231e+0
459.505,5.594e+0,,5.594e+0
459.513,2.394e+1,,2.394e+1
459.521,9.640e+1,,9.640e+1
459.529,3.654e+2,,3.654e+2
459.537,1.304e+3,,1.304e+3
459.545,4.379e+3,,4.379e+3
459.553,1.384e+4,,1.384e+4
459.562,4.699e+4,,4.699e+4
459.570,1.306e+5,,1.306e+5
459.578,3.416e+5,,3.416e+5
459.586,8.409e+5,,8.409e+5
459.594,1.949e+6,,1.949e+6
459.602,4.250e+6,,4.250e+6
459.610,8.726e+6,,8.726e+6
459.618,1.686e+7,,1.686e+7
459.627,3.290e+7,,3.290e+7
459.635,5.590e+7,,5.590e+7
459.643,8.939e+7,,8.939e+7
459.651,1.345e+8,,1.345e+8
459.659,1.906e+8,,1.906e+8
459.667,2.541e+8,,2.541e+8
459.675,3.189e+8,,3.189e+8
459.684,3.830e+8,,3.830e+8
459.692,4.226e+8,,4.226e+8
459.700,4.389e+8,,4.389e+8
459.708,4.291e+8,,4.291e+8
459.716,3.948e+8,,3.948e+8
459.724,3.419e+8,,3.419e+8
459.732,2.787e+8,,2.787e+8
459.740,2.138e+8,,2.138e+8
459.749,1.476e+8,,1.476e+8
459.757,9.957e+7,,9.957e+7
459.765,6.322e+7,,6.322e+7
459.773,3.778e+7,,3.778e+7
459.781,2.125e+7,,2.125e+7
459.789,1.125e+7,,1.125e+7
459.797,5.606e+6,,5.606e+6
459.805,2.629e+6,,2.629e+6
459.814,1.043e+6,,1.043e+6
459.822,4.303e+5,,4.303e+5
459.830,1.670e+5,,1.670e+5
459.838,6.101e+4,,6.101e+4
459.846,2.098e+4,,2.098e+4
459.854,6.789e+3,,6.789e+3
459.862,2.068e+3,,2.068e+3
459.870,5.930e+2,,5.930e+2
459.879,1.353e+2,,1.353e+2
459.887,3.410e+1,,3.410e+1
459.895,8.092e+0,,8.092e+0
459.903,1.807e+0,,1.807e+0
459.911,3.799e-1,,3.799e-1
459.919,7.516e-2,,7.516e-2
459.927,1.400e-2,,1.400e-2
459.936,1.965e-3,,1.965e-3
459.944,3.217e-4,,3.217e-4
459.952,4.958e-5,,4.958e-5
459.960,7.191e-6,,7.191e-6
459.968,9.818e-7,,9.818e-7
459.976,1.262e-7,,1.262e-7
459.984,1.526e-8,,1.526e-8
461.911,3.677e-9,3.677e-9,3.370e-8
461.919,2.949e-8,2.949e-8,3.377e-8
461.927,2.228e-7,2.228e-7,3.385e-8
461.935,1.586e-6,1.586e-6,3.393e-8
461.943,1.063e-5,1.063e-5,3.400e-8
461.951,6.708e-5,6.708e-5,3.408e-8
461.960,4.963e-4,4.963e-4,3.417e-8
461.968,2.758e-3,2.758e-3,3.424e-8
461.976,1.444e-2,1.444e-2,3.432e-8
461.984,7.117e-2,7.117e-2,3.440e-8
461.992,3.305e-1,3.305e-1,3.447e-8
462.000,1.445e+0,1.445e+0,3.455e-8
462.008,5.953e+0,5.953e+0,3.462e-8
462.017,2.724e+1,2.724e+1,3.471e-8
462.025,9.879e+1,9.879e+1,3.479e-8
462.033,3.374e+2,3.374e+2,3.486e-8
462.041,1.085e+3,1.085e+3,3.494e-8
462.049,3.289e+3,3.289e+3,3.502e-8
462.057,9.385e+3,9.385e+3,3.509e-8
462.065,2.522e+4,2.522e+4,3.517e-8
462.073,6.385e+4,6.385e+4,3.525e-8
462.082,1.690e+5,1.690e+5,3.533e-8
462.090,3.766e+5,3.766e+5,3.541e-8
462.098,7.905e+5,7.905e+5,3.549e-8
462.106,1.563e+6,1.563e+6,3.556e-8
462.114,2.910e+6,2.910e+6,3.564e-8
462.122,5.103e+6,5.103e+6,3.572e-8
462.130,8.429e+6,8.429e+6,3.579e-8
462.138,1.311e+7,1.311e+7,3.587e-8
462.147,2.007e+7,2.007e+7,3.595e-8
462.155,2.749e+7,2.749e+7,3.603e-8
462.163,3.546e+7,3.546e+7,3.611e-8
462.171,4.308e+7,4.308e+7,3.618e-8
462.179,4.930e+7,4.930e+7,3.626e-8
462.187,5.313e+7,5.313e+7,3.634e-8
462.195,5.393e+7,5.393e+7,3.641e-8
462.203,5.156e+7,5.156e+7,3.649e-8
462.212,4.563e+7,4.563e+7,3.658e-8
462.220,3.841e+7,3.841e+7,3.665e-8
462.228,3.045e+7,3.045e+7,3.673e-8
462.236,2.274e+7,2.274e+7,3.681e-8
462.244,1.599e+7,1.599e+7,3.688e-8
462.252,1.059e+7,1.059e+7,3.696e-8
462.260,6.608e+6,6.608e+6,3.704e-8
462.269,3.618e+6,3.618e+6,3.712e-8
462.277,1.987e+6,1.987e+6,3.720e-8
462.285,1.028e+6,1.028e+6,3.728e-8
462.293,5.008e+5,5.008e+5,3.735e-8
462.301,2.298e+5,2.298e+5,3.743e-8
462.309,9.933e+4,9.933e+4,3.750e-8
462.317,4.043e+4,4.043e+4,3.758e-8
462.325,1.550e+4,1.550e+4,3.766e-8
462.334,4.908e+3,4.908e+3,3.774e-8
462.342,1.657e+3,1.657e+3,3.782e-8
462.350,5.267e+2,5.267e+2,3.790e-8
462.358,1.577e+2,1.577e+2,3.797e-8
462.366,4.447e+1,4.447e+1,3.805e-8
462.374,1.181e+1,1.181e+1,3.813e-8
462.382,2.955e+0,2.955e+0,3.820e-8
462.390,6.963e-1,6.963e-1,3.828e-8
462.399,1.275e-1,1.275e-1,3.837e-8
462.407,2.645e-2,2.645e-2,3.844e-8
462.415,5.167e-3,5.167e-3,3.852e-8
462.423,9.508e-4,9.508e-4,3.860e-8
462.431,1.648e-4,1.648e-4,3.867e-8
462.439,2.690e-5,2.690e-5,3.875e-8
462.447,4.136e-6,4.136e-6,3.883e-8
462.455,5.989e-7,5.989e-7,3.890e-8
462.464,6.340e-8,6.340e-8,3.899e-8
462.472,8.084e-9,8.084e-9,3.906e-8
463.138,3.734e-9,3.734e-9,4.544e-8
463.146,2.985e-8,2.985e-8,4.551e-8
463.155,2.881e-7,2.881e-7,4.560e-8
463.163,2.029e-6,2.029e-6,4.568e-8
463.171,1.346e-5,1.346e-5,4.575e-8
463.179,8.415e-5,8.415e-5,4.583e-8
463.187,4.956e-4,4.956e-4,4.591e-8
463.195,2.750e-3,2.750e-3,4.598e-8
463.203,1.438e-2,1.438e-2,4.606e-8
463.211,7.080e-2,7.080e-2,4.613e-8
463.220,3.963e-1,3.963e-1,4.622e-8
463.228,1.720e+0,1.720e+0,4.630e-8
463.236,7.031e+0,7.031e+0,4.637e-8
463.244,2.708e+1,2.708e+1,4.645e-8
463.252,9.827e+1,9.827e+1,4.653e-8
463.260,3.360e+2,3.360e+2,4.660e-8
463.268,1.082e+3,1.082e+3,4.668e-8
463.276,3.284e+3,3.284e+3,4.676e-8
463.285,1.066e+4,1.066e+4,4.684e-8
463.293,2.850e+4,2.850e+4,4.692e-8
463.301,7.180e+4,7.180e+4,4.700e-8
463.309,1.704e+5,1.704e+5,4.707e-8
463.317,3.810e+5,3.810e+5,4.715e-8
463.325,8.025e+5,8.025e+5,4.723e-8
463.333,1.593e+6,1.593e+6,4.730e-8
463.342,3.207e+6,3.207e+6,4.739e-8
463.350,5.607e+6,5.607e+6,4.746e-8
463.358,9.236e+6,9.236e+6,4.754e-8
463.366,1.434e+7,1.434e+7,4.762e-8
463.374,2.096e+7,2.096e+7,4.769e-8
463.382,2.888e+7,2.888e+7,4.777e-8
463.390,3.748e+7,3.748e+7,4.785e-8
463.398,4.583e+7,4.583e+7,4.792e-8
463.407,5.352e+7,5.352e+7,4.801e-8
463.415,5.766e+7,5.766e+7,4.809e-8
463.423,5.852e+7,5.852e+7,4.816e-8
463.431,5.596e+7,5.596e+7,4.824e-8
463.439,5.042e+7,5.042e+7,4.832e-8
463.447,4.280e+7,4.280e+7,4.839e-8
463.455,3.423e+7,3.423e+7,4.847e-8
463.463,2.579e+7,2.579e+7,4.855e-8
463.472,1.746e+7,1.746e+7,4.863e-8
463.480,1.159e+7,1.159e+7,4.871e-8
463.488,7.250e+6,7.250e+6,4.879e-8
463.496,4.272e+6,4.272e+6,4.886e-8
463.504,2.371e+6,2.371e+6,4.894e-8
463.512,1.240e+6,1.240e+6,4.901e-8
463.520,6.111e+5,6.111e+5,4.909e-8
463.528,2.837e+5,2.837e+5,4.917e-8
463.537,1.114e+5,1.114e+5,4.925e-8
463.545,4.558e+4,4.558e+4,4.933e-8
463.553,1.756e+4,1.756e+4,4.941e-8
463.561,6.376e+3,6.376e+3,4.948e-8
463.569,2.181e+3,2.181e+3,4.956e-8
463.577,7.028e+2,7.028e+2,4.964e-8
463.585,2.134e+2,2.134e+2,4.971e-8
463.594,5.197e+1,5.197e+1,4.980e-8
463.602,1.390e+1,1.390e+1,4.988e-8
463.610,3.503e+0,3.503e+0,4.995e-8
463.618,8.318e-1,8.318e-1,5.003e-8
463.626,1.861e-1,1.861e-1,5.011e-8
463.634,3.921e-2,3.921e-2,5.018e-8
463.642,7.786e-3,7.786e-3,5.026e-8
463.650,1.456e-3,1.456e-3,5.034e-8
463.659,2.058e-4,2.058e-4,5.042e-8
463.667,3.391e-5,3.391e-5,5.050e-8
463.675,5.265e-6,5.265e-6,5.057e-8
463.683,7.703e-7,7.703e-7,5.065e-8
463.691,1.062e-7,1.062e-7,5.073e-8
463.699,1.379e-8,1.379e-8,5.080e-8
464.293,5.649e-8,1.250e-8,5.649e-8
464.301,4.469e-7,1.248e-8,4.469e-7
464.309,3.332e-6,1.247e-8,3.332e-6
464.317,2.341e-5,1.245e-8,2.341e-5
464.325,1.550e-4,1.243e-8,1.550e-4
464.333,9.674e-4,1.241e-8,9.674e-4
464.341,5.690e-3,1.240e-8,5.690e-3
464.350,3.890e-2,1.238e-8,3.890e-2
464.358,2.017e-1,1.236e-8,2.017e-1
464.366,9.855e-1,1.234e-8,9.855e-1
464.374,4.538e+0,1.232e-8,4.538e+0
464.382,1.969e+1,1.231e-8,1.969e+1
464.390,8.055e+1,1.229e-8,8.055e+1
464.398,3.105e+2,1.227e-8,3.105e+2
464.406,1.128e+3,1.226e-8,1.128e+3
464.415,4.484e+3,1.224e-8,4.484e+3
464.423,1.436e+4,1.222e-8,1.436e+4
464.431,4.333e+4,1.220e-8,4.333e+4
464.439,1.232e+5,1.218e-8,1.232e+5
464.447,3.303e+5,1.217e-8,3.303e+5
464.455,8.344e+5,1.215e-8,8.344e+5
464.463,1.986e+6,1.213e-8,1.986e+6
464.471,4.457e+6,1.211e-8,4.457e+6
464.480,1.030e+7,1.210e-8,1.030e+7
464.488,2.038e+7,1.208e-8,2.038e+7
464.496,3.799e+7,1.206e-8,3.799e+7
464.504,6.673e+7,1.204e-8,6.673e+7
464.512,1.105e+8,1.203e-8,1.105e+8
464.520,1.724e+8,1.201e-8,1.724e+8
464.528,2.534e+8,1.199e-8,2.534e+8
464.536,3.512e+8,1.197e-8,3.512e+8
464.545,4.721e+8,1.195e-8,4.721e+8
464.553,5.768e+8,1.194e-8,5.768e+8
464.561,6.640e+8,1.192e-8,6.640e+8
464.569,7.204e+8,1.190e-8,7.204e+8
464.577,7.366e+8,1.189e-8,7.366e+8
464.585,7.098e+8,1.187e-8,7.098e+8
464.593,6.446e+8,1.185e-8,6.446e+8
464.602,5.388e+8,1.183e-8,5.388e+8
464.610,4.314e+8,1.181e-8,4.314e+8
464.618,3.255e+8,1.180e-8,3.255e+8
464.626,2.314e+8,1.178e-8,2.314e+8
464.634,1.551e+8,1.176e-8,1.551e+8
464.642,9.793e+7,1.174e-8,9.793e+7
464.650,5.829e+7,1.173e-8,5.829e+7
464.658,3.269e+7,1.171e-8,3.269e+7
464.667,1.589e+7,1.169e-8,1.589e+7
464.675,7.858e+6,1.167e-8,7.858e+6
464.683,3.662e+6,1.166e-8,3.662e+6
464.691,1.608e+6,1.164e-8,1.608e+6
464.699,6.656e+5,1.162e-8,6.656e+5
464.707,2.596e+5,1.160e-8,2.596e+5
464.715,9.543e+4,1.159e-8,9.543e+4
464.723,3.306e+4,1.157e-8,3.306e+4
464.732,9.345e+3,1.155e-8,9.345e+3
464.740,2.854e+3,1.153e-8,2.854e+3
464.748,8.214e+2,1.151e-8,8.214e+2
464.756,2.228e+2,1.150e-8,2.228e+2
464.764,5.696e+1,1.148e-8,5.696e+1
464.772,1.372e+1,1.146e-8,1.372e+1
464.780,3.115e+0,1.145e-8,3.115e+0
464.788,6.665e-1,1.143e-8,6.665e-1
464.797,1.096e-1,1.141e-8,1.096e-1
464.805,2.067e-2,1.139e-8,2.067e-2
464.813,3.674e-3,1.137e-8,3.674e-3
464.821,6.155e-4,1.136e-8,6.155e-4
464.829,9.718e-5,1.134e-8,9.718e-5
464.837,1.446e-5,1.132e-8,1.446e-5
464.845,2.028e-6,1.130e-8,2.028e-6
464.854,2.072e-7,1.129e-8,2.072e-7
466.772,3.154e-8,7.132e-9,3.154e-8
466.780,2.459e-7,7.115e-9,2.459e-7
466.788,1.808e-6,7.098e-9,1.808e-6
466.796,1.254e-5,7.080e-9,1.254e-5
466.804,8.196e-5,7.063e-9,8.196e-5
466.813,6.318e-4,7.043e-9,6.318e-4
466.821,3.646e-3,7.026e-9,3.646e-3
466.829,1.985e-2,7.009e-9,1.985e-2
466.837,1.019e-1,6.991e-9,1.019e-1
466.845,4.931e-1,6.974e-9,4.931e-1
466.853,2.251e+0,6.957e-9,2.251e+0
466.861,9.687e+0,6.940e-9,9.687e+0
466.869,3.932e+1,6.922e-9,3.932e+1
466.878,1.773e+2,6.903e-9,1.773e+2
466.886,6.352e+2,6.885e-9,6.352e+2
466.894,2.146e+3,6.868e-9,2.146e+3
466.902,6.838e+3,6.851e-9,6.838e+3
466.910,2.055e+4,6.833e-9,2.055e+4
466.918,5.822e+4,6.816e-9,5.822e+4
466.926,1.556e+5,6.799e-9,1.556e+5
466.935,4.382e+5,6.779e-9,4.382e+5
466.943,1.034e+6,6.762e-9,1.034e+6
466.951,2.299e+6,6.745e-9,2.299e+6
466.959,4.823e+6,6.727e-9,4.823e+6
466.967,9.540e+6,6.710e-9,9.540e+6
466.975,1.780e+7,6.693e-9,1.780e+7
466.983,3.130e+7,6.675e-9,3.130e+7
466.991,5.193e+7,6.658e-9,5.193e+7
467.000,8.555e+7,6.639e-9,8.555e+7
467.008,1.253e+8,6.621e-9,1.253e+8
467.016,1.730e+8,6.604e-9,1.730e+8
467.024,2.253e+8,6.587e-9,2.253e+8
467.032,2.766e+8,6.569e-9,2.766e+8
467.040,3.203e+8,6.552e-9,3.203e+8
467.048,3.498e+8,6.535e-9,3.498e+8
467.056,3.602e+8,6.517e-9,3.602e+8
467.065,3.471e+8,6.498e-9,3.471e+8
467.073,3.155e+8,6.480e-9,3.155e+8
467.081,2.705e+8,6.463e-9,2.705e+8
467.089,2.186e+8,6.446e-9,2.186e+8
467.097,1.667e+8,6.429e-9,1.667e+8
467.105,1.198e+8,6.411e-9,1.198e+8
467.113,8.123e+7,6.394e-9,8.123e+7
467.121,5.193e+7,6.377e-9,5.193e+7
467.130,2.926e+7,6.357e-9,2.926e+7
467.138,1.651e+7,6.340e-9,1.651e+7
467.146,8.789e+6,6.322e-9,8.789e+6
467.154,4.411e+6,6.305e-9,4.411e+6
467.162,2.087e+6,6.288e-9,2.087e+6
467.170,9.315e+5,6.270e-9,9.315e+5
467.178,3.920e+5,6.253e-9,3.920e+5
467.187,1.380e+5,6.234e-9,1.380e+5
467.195,5.128e+4,6.216e-9,5.128e+4
467.203,1.797e+4,6.199e-9,1.797e+4
467.211,5.935e+3,6.182e-9,5.935e+3
467.219,1.849e+3,6.164e-9,1.849e+3
467.227,5.432e+2,6.147e-9,5.432e+2
467.235,1.505e+2,6.130e-9,1.505e+2
467.243,3.932e+1,6.112e-9,3.932e+1
467.252,8.098e+0,6.093e-9,8.098e+0
467.260,1.868e+0,6.076e-9,1.868e+0
467.268,4.062e-1,6.058e-9,4.062e-1
467.276,8.330e-2,6.041e-9,8.330e-2
467.284,1.611e-2,6.024e-9,1.611e-2
467.292,2.938e-3,6.006e-9,2.938e-3
467.300,5.054e-4,5.989e-9,5.054e-4
467.308,8.196e-5,5.972e-9,8.196e-5
467.317,9.872e-6,5.952e-9,9.872e-6
467.325,1.413e-6,5.935e-9,1.413e-6
467.333,1.908e-7,5.918e-9,1.908e-7
467.341,2.430e-8,5.900e-9,2.430e-8
468.064,4.335e-9,4.335e-9,3.307e-8
468.073,4.367e-8,4.367e-8,3.318e-8
468.081,3.199e-7,3.199e-7,3.328e-8
468.089,2.210e-6,2.210e-6,3.337e-8
468.097,1.441e-5,1.441e-5,3.347e-8
468.105,8.859e-5,8.859e-5,3.357e-8
468.113,5.139e-4,5.139e-4,3.366e-8
468.121,2.812e-3,2.812e-3,3.376e-8
468.129,1.451e-2,1.451e-2,3.386e-8
468.138,8.576e-2,8.576e-2,3.397e-8
468.146,3.910e-1,3.910e-1,3.406e-8
468.154,1.682e+0,1.682e+0,3.416e-8
468.162,6.823e+0,6.823e+0,3.426e-8
468.170,2.611e+1,2.611e+1,3.436e-8
468.178,9.428e+1,9.428e+1,3.445e-8
468.186,3.211e+2,3.211e+2,3.455e-8
468.195,1.189e+3,1.189e+3,3.466e-8
468.203,3.576e+3,3.576e+3,3.476e-8
468.211,1.015e+4,1.015e+4,3.485e-8
468.219,2.717e+4,2.717e+4,3.495e-8
468.227,6.860e+4,6.860e+4,3.505e-8
468.235,1.634e+5,1.634e+5,3.514e-8
468.243,3.672e+5,3.672e+5,3.524e-8
468.251,7.785e+5,7.785e+5,3.534e-8
468.260,1.691e+6,1.691e+6,3.545e-8
468.268,3.166e+6,3.166e+6,3.554e-8
468.276,5.592e+6,5.592e+6,3.564e-8
468.284,9.317e+6,9.317e+6,3.574e-8
468.292,1.465e+7,1.465e+7,3.584e-8
468.300,2.171e+7,2.171e+7,3.593e-8
468.308,3.037e+7,3.037e+7,3.603e-8
468.316,4.007e+7,4.007e+7,3.613e-8
468.325,5.105e+7,5.105e+7,3.624e-8
468.333,5.950e+7,5.950e+7,3.633e-8
468.341,6.542e+7,6.542e+7,3.643e-8
468.349,6.785e+7,6.785e+7,3.653e-8
468.357,6.638e+7,6.638e+7,3.662e-8
468.365,6.126e+7,6.126e+7,3.672e-8
468.373,5.333e+7,5.333e+7,3.682e-8
468.381,4.380e+7,4.380e+7,3.692e-8
468.390,3.273e+7,3.273e+7,3.702e-8
468.398,2.374e+7,2.374e+7,3.712e-8
468.406,1.625e+7,1.625e+7,3.722e-8
468.414,1.049e+7,1.049e+7,3.732e-8
468.422,6.388e+6,6.388e+6,3.741e-8
468.430,3.669e+6,3.669e+6,3.751e-8
468.438,1.988e+6,1.988e+6,3.761e-8
468.447,9.308e+5,9.308e+5,3.772e-8
468.455,4.455e+5,4.455e+5,3.781e-8
468.463,2.012e+5,2.012e+5,3.791e-8
468.471,8.570e+4,8.570e+4,3.801e-8
468.479,3.443e+4,3.443e+4,3.810e-8
468.487,1.305e+4,1.305e+4,3.820e-8
468.495,4.667e+3,4.667e+3,3.830e-8
468.503,1.574e+3,1.574e+3,3.840e-8
468.512,4.322e+2,4.322e+2,3.850e-8
468.520,1.288e+2,1.288e+2,3.860e-8
468.528,3.619e+1,3.619e+1,3.870e-8
468.536,9.596e+0,9.596e+0,3.880e-8
468.544,2.400e+0,2.400e+0,3.889e-8
468.552,5.662e-1,5.662e-1,3.899e-8
468.560,1.260e-1,1.260e-1,3.909e-8
468.568,2.645e-2,2.645e-2,3.918e-8
468.577,4.261e-3,4.261e-3,3.929e-8
468.585,7.902e-4,7.902e-4,3.939e-8
468.593,1.382e-4,1.382e-4,3.949e-8
468.601,2.281e-5,2.281e-5,3.958e-8
468.609,3.551e-6,3.551e-6,3.968e-8
468.617,5.215e-7,5.215e-7,3.978e-8
468.625,7.224e-8,7.224e-8,3.988e-8
468.633,9.439e-9,9.439e-9,3.997e-8
470.072,5.743e-8,6.502e-9,5.743e-8
470.080,4.383e-7,6.485e-9,4.383e-7
470.089,4.023e-6,6.467e-9,4.023e-6
470.097,2.715e-5,6.451e-9,2.715e-5
470.105,1.729e-4,6.434e-9,1.729e-4
470.113,1.039e-3,6.418e-9,1.039e-3
470.121,5.896e-3,6.402e-9,5.896e-3
470.129,3.157e-2,6.385e-9,3.157e-2
470.137,1.595e-1,6.369e-9,1.595e-1
470.145,7.608e-1,6.353e-9,7.608e-1
470.154,4.116e+0,6.334e-9,4.116e+0
470.162,1.736e+1,6.318e-9,1.736e+1
470.170,6.908e+1,6.302e-9,6.908e+1
470.178,2.595e+2,6.285e-9,2.595e+2
470.186,9.200e+2,6.269e-9,9.200e+2
470.194,3.078e+3,6.253e-9,3.078e+3
470.202,9.721e+3,6.236e-9,9.721e+3
470.210,2.897e+4,6.220e-9,2.897e+4
470.219,9.237e+4,6.202e-9,9.237e+4
470.227,2.434e+5,6.185e-9,2.434e+5
470.235,6.055e+5,6.169e-9,6.055e+5
470.243,1.422e+6,6.153e-9,1.422e+6
470.251,3.150e+6,6.136e-9,3.150e+6
470.259,6.586e+6,6.120e-9,6.586e+6
470.267,1.300e+7,6.104e-9,1.300e+7
470.276,2.606e+7,6.085e-9,2.606e+7
470.284,4.548e+7,6.069e-9,4.548e+7
470.292,7.491e+7,6.053e-9,7.491e+7
470.300,1.164e+8,6.036e-9,1.164e+8
470.308,1.708e+8,6.020e-9,1.708e+8
470.316,2.366e+8,6.004e-9,2.366e+8
470.324,3.091e+8,5.987e-9,3.091e+8
470.332,3.813e+8,5.971e-9,3.813e+8
470.341,4.505e+8,5.953e-9,4.505e+8
470.349,4.913e+8,5.936e-9,4.913e+8
470.357,5.057e+8,5.920e-9,5.057e+8
470.365,4.913e+8,5.904e-9,4.913e+8
470.373,4.505e+8,5.887e-9,4.505e+8
470.381,3.898e+8,5.871e-9,3.898e+8
470.389,3.184e+8,5.855e-9,3.184e+8
470.397,2.454e+8,5.838e-9,2.454e+8
470.406,1.708e+8,5.820e-9,1.708e+8
470.414,1.164e+8,5.804e-9,1.164e+8
470.422,7.491e+7,5.787e-9,7.491e+7
470.430,4.548e+7,5.771e-9,4.548e+7
470.438,2.606e+7,5.755e-9,2.606e+7
470.446,1.409e+7,5.738e-9,1.409e+7
470.454,7.193e+6,5.722e-9,7.193e+6
470.462,3.465e+6,5.706e-9,3.465e+6
470.471,1.422e+6,5.687e-9,1.422e+6
470.479,6.070e+5,5.671e-9,6.070e+5
470.487,2.483e+5,5.654e-9,2.483e+5
470.495,1.081e+5,5.638e-9,1.081e+5
470.503,8.139e+4,5.622e-9,8.139e+4
