Wavelength (nm),Sum(calc),Si I (1.1e-1),Si II (8.9e-1),Si III (7.3e-4)
207.441,3.618e-6,4.726e-10,1.926e-9,3.618e-6
207.446,1.491e-5,4.723e-10,1.925e-9,1.491e-5
207.451,5.480e-5,4.720e-10,1.924e-9,5.480e-5
207.456,1.797e-4,4.717e-10,1.924e-9,1.797e-4
207.461,5.258e-4,4.714e-10,1.923e-9,5.258e-4
207.466,1.373e-3,4.712e-10,1.922e-9,1.373e-3
207.471,3.198e-3,4.709e-10,1.922e-9,3.198e-3
207.476,6.650e-3,4.706e-10,1.921e-9,6.650e-3
207.481,1.234e-2,4.703e-10,1.920e-9,1.234e-2
207.486,2.044e-2,4.700e-10,1.920e-9,2.044e-2
207.491,3.023e-2,4.697e-10,1.919e-9,3.023e-2
207.496,3.991e-2,4.694e-10,1.918e-9,3.991e-2
207.501,4.703e-2,4.691e-10,1.918e-9,4.703e-2
207.506,4.948e-2,4.689e-10,1.917e-9,4.948e-2
207.511,4.647e-2,4.686e-10,1.917e-9,4.647e-2
207.516,3.897e-2,4.683e-10,1.916e-9,3.897e-2
207.521,2.917e-2,4.680e-10,1.915e-9,2.917e-2
207.526,1.950e-2,4.677e-10,1.915e-9,1.950e-2
207.531,1.163e-2,4.674e-10,1.914e-9,1.163e-2
207.536,6.195e-3,4.671e-10,1.913e-9,6.195e-3
207.541,2.945e-3,4.668e-10,1.913e-9,2.945e-3
207.546,1.249e-3,4.665e-10,1.912e-9,1.249e-3
207.551,4.731e-4,4.663e-10,1.911e-9,4.731e-4
207.556,1.599e-4,4.660e-10,1.911e-9,1.599e-4
207.561,4.820e-5,4.657e-10,1.910e-9,4.820e-5
207.566,1.297e-5,4.654e-10,1.909e-9,1.297e-5
207.571,3.112e-6,4.651e-10,1.909e-9,3.112e-6
207.576,6.663e-7,4.648e-10,1.908e-9,6.663e-7
207.581,1.272e-7,4.645e-10,1.908e-9,1.272e-7
207.586,2.167e-8,4.642e-10,1.907e-9,2.167e-8
207.591,3.292e-9,4.640e-10,1.906e-9,3.292e-9
207.596,4.458e-10,4.637e-10,1.906e-9,4.458e-10
207.601,5.383e-11,4.634e-10,1.905e-9,5.383e-11
207.606,5.795e-12,4.631e-10,1.904e-9,5.795e-12
207.611,5.561e-13,4.628e-10,1.904e-9,5.561e-13
207.616,4.757e-14,4.625e-10,1.903e-9,4.757e-14
207.621,3.627e-15,4.622e-10,1.902e-9,3.627e-15
207.626,2.464e-16,4.619e-10,1.902e-9,2.464e-16
207.631,1.492e-17,4.616e-10,1.901e-9,1.492e-17
207.636,8.053e-19,4.614e-10,1.900e-9,8.053e-19
207.641,3.872e-20,4.611e-10,1.900e-9,3.872e-20
207.646,1.550e-21,4.608e-10,1.899e-9,1.550e-21
212.159,2.005e-10,2.005e-10,1.318e-9,1.552e-21
212.164,4.237e-9,4.237e-9,1.317e-9,1.552e-21
212.169,8.012e-8,8.012e-8,1.317e-9,1.552e-21
212.174,1.356e-6,1.356e-6,1.316e-9,1.552e-21
212.179,2.055e-5,2.055e-5,1.315e-9,1.552e-21
212.184,2.786e-4,2.786e-4,1.315e-9,1.552e-21
212.189,3.380e-3,3.380e-3,1.314e-9,1.552e-21
212.194,3.671e-2,3.671e-2,1.313e-9,1.552e-21
212.199,3.568e-1,3.568e-1,1.313e-9,1.552e-21
212.204,3.104e+0,3.104e+0,1.312e-9,1.552e-21
212.209,2.417e+1,2.417e+1,1.312e-9,1.552e-21
212.214,1.684e+2,1.684e+2,1.311e-9,1.552e-21
212.219,1.050e+3,1.050e+3,1.310e-9,1.552e-21
212.224,5.863e+3,5.863e+3,1.310e-9,1.552e-21
212.229,2.929e+4,2.929e+4,1.309e-9,1.552e-21
212.234,1.310e+5,1.310e+5,1.308e-9,1.552e-21
212.239,5.241e+5,5.241e+5,1.308e-9,1.552e-21
212.244,1.877e+6,1.877e+6,1.307e-9,1.552e-21
212.249,6.016e+6,6.016e+6,1.306e-9,1.552e-21
212.254,1.726e+7,1.726e+7,1.306e-9,1.552e-21
212.259,4.431e+7,4.431e+7,1.305e-9,1.552e-21
212.264,1.018e+8,1.018e+8,1.304e-9,1.552e-21
212.269,2.094e+8,2.094e+8,1.304e-9,1.552e-21
212.274,3.855e+8,3.855e+8,1.303e-9,1.552e-21
212.279,6.351e+8,6.351e+8,1.303e-9,1.552e-21
212.284,9.364e+8,9.364e+8,1.302e-9,1.552e-21
212.289,1.236e+9,1.236e+9,1.301e-9,1.552e-21
212.294,1.459e+9,1.459e+9,1.301e-9,1.552e-21
212.299,1.543e+9,1.543e+9,1.300e-9,1.552e-21
212.304,1.459e+9,1.459e+9,1.299e-9,1.552e-21
212.309,1.236e+9,1.236e+9,1.299e-9,1.552e-21
212.314,9.364e+8,9.364e+8,1.298e-9,1.552e-21
212.319,6.351e+8,6.351e+8,1.297e-9,1.552e-21
212.324,3.855e+8,3.855e+8,1.297e-9,1.552e-21
212.329,2.094e+8,2.094e+8,1.296e-9,1.552e-21
212.334,1.019e+8,1.019e+8,1.295e-9,1.552e-21
212.339,4.454e+7,4.454e+7,1.295e-9,1.552e-21
212.344,1.832e+7,1.832e+7,1.294e-9,1.552e-21
212.349,1.055e+7,1.055e+7,1.294e-9,1.552e-21
212.354,1.922e+7,1.922e+7,1.293e-9,1.552e-21
212.359,5.987e+7,5.987e+7,1.292e-9,1.552e-21
212.364,1.819e+8,1.819e+8,1.292e-9,1.552e-21
212.369,4.983e+8,4.983e+8,1.291e-9,1.552e-21
212.374,1.223e+9,1.223e+9,1.290e-9,1.552e-21
212.379,2.685e+9,2.685e+9,1.290e-9,1.552e-21
212.384,5.279e+9,5.279e+9,1.289e-9,1.552e-21
212.389,9.291e+9,9.291e+9,1.288e-9,1.552e-21
212.394,1.463e+10,1.463e+10,1.288e-9,1.552e-21
212.399,2.063e+10,2.063e+10,1.287e-9,1.552e-21
212.404,2.604e+10,2.604e+10,1.286e-9,1.552e-21
212.409,2.941e+10,2.941e+10,1.286e-9,1.552e-21
212.414,2.974e+10,2.974e+10,1.285e-9,1.552e-21
212.419,2.692e+10,2.692e+10,1.284e-9,1.552e-21
212.424,2.181e+10,2.181e+10,1.284e-9,1.552e-21
212.429,1.581e+10,1.581e+10,1.283e-9,1.552e-21
212.434,1.026e+10,1.026e+10,1.283e-9,1.552e-21
212.439,5.964e+9,5.964e+9,1.282e-9,1.552e-21
212.444,3.102e+9,3.102e+9,1.281e-9,1.552e-21
212.449,1.444e+9,1.444e+9,1.281e-9,1.552e-21
212.454,6.016e+8,6.016e+8,1.280e-9,1.552e-21
212.459,2.244e+8,2.244e+8,1.279e-9,1.552e-21
212.464,7.490e+7,7.490e+7,1.279e-9,1.552e-21
212.469,2.238e+7,2.238e+7,1.278e-9,1.552e-21
212.474,5.986e+6,5.986e+6,1.277e-9,1.552e-21
212.479,1.433e+6,1.433e+6,1.277e-9,1.552e-21
212.484,3.071e+5,3.071e+5,1.276e-9,1.552e-21
212.489,5.892e+4,5.892e+4,1.275e-9,1.552e-21
212.494,1.012e+4,1.012e+4,1.275e-9,1.552e-21
212.499,1.555e+3,1.555e+3,1.274e-9,1.552e-21
212.504,2.139e+2,2.139e+2,1.274e-9,1.552e-21
212.509,2.634e+1,2.634e+1,1.273e-9,1.552e-21
212.514,2.903e+0,2.903e+0,1.272e-9,1.552e-21
212.519,2.864e-1,2.864e-1,1.272e-9,1.552e-21
212.524,2.529e-2,2.529e-2,1.271e-9,1.552e-21
212.529,1.999e-3,1.999e-3,1.270e-9,1.552e-21
212.534,1.414e-4,1.414e-4,1.270e-9,1.552e-21
212.539,8.958e-6,8.958e-6,1.269e-9,1.552e-21
212.544,5.078e-7,5.078e-7,1.268e-9,1.552e-21
212.549,2.577e-8,2.577e-8,1.268e-9,1.552e-21
212.554,1.170e-9,1.170e-9,1.267e-9,1.552e-21
216.898,1.554e-21,6.999e-10,7.077e-10,1.554e-21
216.903,3.002e-20,6.994e-10,7.070e-10,3.002e-20
216.908,5.218e-19,6.989e-10,7.064e-10,5.218e-19
216.913,8.155e-18,6.983e-10,7.058e-10,8.155e-18
216.918,1.146e-16,6.978e-10,7.051e-10,1.146e-16
216.923,1.449e-15,6.972e-10,7.045e-10,1.449e-15
216.928,1.647e-14,6.967e-10,7.038e-10,1.647e-14
216.933,1.683e-13,6.962e-10,7.032e-10,1.683e-13
216.938,1.547e-12,6.956e-10,7.025e-10,1.547e-12
216.943,1.279e-11,6.951e-10,7.019e-10,1.279e-11
216.948,9.509e-11,6.945e-10,7.012e-10,9.509e-11
216.953,6.357e-10,6.940e-10,7.006e-10,6.357e-10
216.958,3.822e-9,6.935e-10,7.000e-10,3.822e-9
216.963,2.067e-8,6.929e-10,6.993e-10,2.067e-8
216.968,1.005e-7,6.924e-10,6.987e-10,1.005e-7
216.973,4.394e-7,6.918e-10,6.980e-10,4.394e-7
216.978,1.728e-6,6.913e-10,6.974e-10,1.728e-6
216.983,6.111e-6,6.907e-10,6.967e-10,6.111e-6
216.988,1.943e-5,6.902e-10,6.961e-10,1.943e-5
216.993,5.558e-5,6.897e-10,6.955e-10,5.558e-5
216.998,1.429e-4,6.891e-10,6.948e-10,1.429e-4
217.003,3.306e-4,6.886e-10,6.942e-10,3.306e-4
217.008,6.877e-4,6.880e-10,6.935e-10,6.877e-4
217.013,1.286e-3,6.875e-10,6.929e-10,1.286e-3
217.018,2.164e-3,6.870e-10,6.922e-10,2.164e-3
217.023,3.274e-3,6.864e-10,6.916e-10,3.274e-3
217.028,4.454e-3,6.859e-10,6.909e-10,4.454e-3
217.033,5.449e-3,6.853e-10,6.903e-10,5.449e-3
217.038,5.995e-3,6.848e-10,6.897e-10,5.995e-3
217.043,5.932e-3,6.842e-10,6.890e-10,5.932e-3
217.048,5.278e-3,6.837e-10,6.884e-10,5.278e-3
217.053,4.224e-3,6.832e-10,6.877e-10,4.224e-3
217.058,3.039e-3,6.826e-10,6.871e-10,3.039e-3
217.062,2.164e-3,6.822e-10,6.866e-10,2.164e-3
217.067,1.286e-3,6.817e-10,6.859e-10,1.286e-3
217.072,6.877e-4,6.811e-10,6.853e-10,6.877e-4
217.077,3.307e-4,6.806e-10,6.846e-10,3.307e-4
217.082,1.431e-4,6.800e-10,6.840e-10,1.431e-4
217.087,5.616e-5,6.795e-10,6.833e-10,5.616e-5
217.092,2.180e-5,6.789e-10,6.827e-10,2.180e-5
217.097,1.483e-5,6.784e-10,6.821e-10,1.483e-5
217.102,3.064e-5,6.779e-10,6.814e-10,3.064e-5
217.107,8.661e-5,6.773e-10,6.808e-10,8.661e-5
217.112,2.311e-4,6.768e-10,6.801e-10,2.311e-4
217.117,5.569e-4,6.762e-10,6.795e-10,5.569e-4
217.122,1.208e-3,6.757e-10,6.788e-10,1.208e-3
217.127,2.355e-3,6.752e-10,6.782e-10,2.355e-3
217.132,4.131e-3,6.746e-10,6.776e-10,4.131e-3
217.137,6.518e-3,6.741e-10,6.769e-10,6.518e-3
217.142,9.248e-3,6.735e-10,6.763e-10,9.248e-3
217.147,1.180e-2,6.730e-10,6.756e-10,1.180e-2
217.152,1.355e-2,6.724e-10,6.750e-10,1.355e-2
217.157,1.398e-2,6.719e-10,6.743e-10,1.398e-2
217.162,1.298e-2,6.714e-10,6.737e-10,1.298e-2
217.167,1.084e-2,6.708e-10,6.730e-10,1.084e-2
217.172,8.143e-3,6.703e-10,6.724e-10,8.143e-3
217.177,5.501e-3,6.697e-10,6.718e-10,5.501e-3
217.182,3.342e-3,6.692e-10,6.711e-10,3.342e-3
217.187,1.826e-3,6.687e-10,6.705e-10,1.826e-3
217.192,8.974e-4,6.681e-10,6.698e-10,8.974e-4
217.197,3.967e-4,6.676e-10,6.692e-10,3.967e-4
217.202,1.577e-4,6.670e-10,6.685e-10,1.577e-4
217.207,5.638e-5,6.665e-10,6.679e-10,5.638e-5
217.212,1.813e-5,6.660e-10,6.673e-10,1.813e-5
217.217,5.244e-6,6.654e-10,6.666e-10,5.244e-6
217.222,1.364e-6,6.649e-10,6.660e-10,1.364e-6
217.227,3.192e-7,6.643e-10,6.653e-10,3.192e-7
217.232,6.716e-8,6.638e-10,6.647e-10,6.716e-8
217.237,1.271e-8,6.632e-10,6.640e-10,1.271e-8
217.242,2.163e-9,6.627e-10,6.634e-10,2.163e-9
217.247,3.312e-10,6.622e-10,6.627e-10,3.312e-10
217.252,4.560e-11,6.616e-10,6.621e-10,4.560e-11
217.257,5.647e-12,6.611e-10,6.615e-10,5.647e-12
217.262,6.290e-13,6.605e-10,6.608e-10,6.290e-13
217.267,6.301e-14,6.600e-10,6.602e-10,6.301e-14
217.272,5.677e-15,6.595e-10,6.595e-10,5.677e-15
217.277,4.600e-16,6.589e-10,6.589e-10,4.600e-16
217.282,3.353e-17,6.584e-10,6.582e-10,3.353e-17
217.287,2.198e-18,6.578e-10,6.576e-10,2.198e-18
217.292,1.296e-19,6.573e-10,6.569e-10,1.296e-19
217.297,6.870e-21,6.568e-10,6.563e-10,6.870e-21
217.452,3.560e-21,6.400e-10,6.363e-10,3.560e-21
217.457,6.636e-20,6.394e-10,6.357e-10,6.636e-20
217.462,1.113e-18,6.389e-10,6.351e-10,1.113e-18
217.467,1.679e-17,6.383e-10,6.344e-10,1.679e-17
217.472,2.280e-16,6.378e-10,6.338e-10,2.280e-16
217.477,2.786e-15,6.373e-10,6.331e-10,2.786e-15
217.482,3.062e-14,6.367e-10,6.325e-10,3.062e-14
217.487,3.029e-13,6.362e-10,6.318e-10,3.029e-13
217.492,2.695e-12,6.356e-10,6.312e-10,2.695e-12
217.497,2.158e-11,6.351e-10,6.305e-10,2.158e-11
217.502,1.555e-10,6.346e-10,6.299e-10,1.555e-10
217.507,1.008e-9,6.340e-10,6.293e-10,1.008e-9
217.512,5.881e-9,6.335e-10,6.286e-10,5.881e-9
217.517,3.087e-8,6.329e-10,6.280e-10,3.087e-8
217.522,1.458e-7,6.324e-10,6.273e-10,1.458e-7
217.527,6.194e-7,6.318e-10,6.267e-10,6.194e-7
217.532,2.368e-6,6.313e-10,6.260e-10,2.368e-6
217.537,8.148e-6,6.308e-10,6.254e-10,8.148e-6
217.542,2.522e-5,6.302e-10,6.248e-10,2.522e-5
217.547,7.025e-5,6.297e-10,6.241e-10,7.025e-5
217.552,1.761e-4,6.291e-10,6.235e-10,1.761e-4
217.557,3.970e-4,6.286e-10,6.228e-10,3.970e-4
217.562,8.056e-4,6.281e-10,6.222e-10,8.056e-4
217.567,1.471e-3,6.275e-10,6.215e-10,1.471e-3
217.572,2.416e-3,6.270e-10,6.209e-10,2.416e-3
217.577,3.571e-3,6.264e-10,6.202e-10,3.571e-3
217.582,4.749e-3,6.259e-10,6.196e-10,4.749e-3
217.587,5.683e-3,6.254e-10,6.190e-10,5.683e-3
217.592,6.119e-3,6.248e-10,6.183e-10,6.119e-3
217.597,5.928e-3,6.243e-10,6.177e-10,5.928e-3
217.602,5.168e-3,6.237e-10,6.170e-10,5.168e-3
217.607,4.053e-3,6.232e-10,6.164e-10,4.053e-3
217.612,2.861e-3,6.226e-10,6.157e-10,2.861e-3
217.617,1.817e-3,6.221e-10,6.151e-10,1.817e-3
217.622,1.042e-3,6.216e-10,6.145e-10,1.042e-3
217.627,5.495e-4,6.210e-10,6.138e-10,5.495e-4
217.632,3.038e-4,6.205e-10,6.132e-10,3.038e-4
217.637,2.864e-4,6.199e-10,6.125e-10,2.864e-4
217.642,5.715e-4,6.194e-10,6.119e-10,5.715e-4
217.647,1.405e-3,6.189e-10,6.112e-10,1.405e-3
217.652,3.277e-3,6.183e-10,6.106e-10,3.277e-3
217.657,6.924e-3,6.178e-10,6.099e-10,6.924e-3
217.662,1.318e-2,6.172e-10,6.093e-10,1.318e-2
217.667,2.257e-2,6.167e-10,6.087e-10,2.257e-2
217.672,3.478e-2,6.162e-10,6.080e-10,3.478e-2
217.677,4.824e-2,6.156e-10,6.074e-10,4.824e-2
217.682,6.020e-2,6.151e-10,6.067e-10,6.020e-2
217.687,6.761e-2,6.145e-10,6.061e-10,6.761e-2
217.692,6.833e-2,6.140e-10,6.054e-10,6.833e-2
217.697,6.214e-2,6.134e-10,6.048e-10,6.214e-2
217.702,5.085e-2,6.129e-10,6.041e-10,5.085e-2
217.707,3.745e-2,6.124e-10,6.035e-10,3.745e-2
217.712,2.481e-2,6.118e-10,6.029e-10,2.481e-2
217.717,1.480e-2,6.113e-10,6.022e-10,1.480e-2
217.722,7.940e-3,6.107e-10,6.016e-10,7.940e-3
217.727,3.834e-3,6.102e-10,6.009e-10,3.834e-3
217.732,1.666e-3,6.097e-10,6.003e-10,1.666e-3
217.737,6.514e-4,6.091e-10,5.996e-10,6.514e-4
217.742,2.292e-4,6.086e-10,5.990e-10,2.292e-4
217.747,7.257e-5,6.080e-10,5.984e-10,7.257e-5
217.752,2.068e-5,6.075e-10,5.977e-10,2.068e-5
217.757,5.301e-6,6.069e-10,5.971e-10,5.301e-6
217.762,1.223e-6,6.064e-10,5.964e-10,1.223e-6
217.767,2.539e-7,6.059e-10,5.958e-10,2.539e-7
217.772,4.743e-8,6.053e-10,5.951e-10,4.743e-8
217.777,7.974e-9,6.048e-10,5.945e-10,7.974e-9
217.781,1.775e-9,6.044e-10,5.940e-10,1.775e-9
217.786,2.468e-10,6.038e-10,5.933e-10,2.468e-10
217.791,3.087e-11,6.033e-10,5.927e-10,3.087e-11
217.796,3.476e-12,6.027e-10,5.920e-10,3.476e-12
217.801,3.522e-13,6.022e-10,5.914e-10,3.522e-13
217.806,3.210e-14,6.016e-10,5.908e-10,3.210e-14
217.811,2.634e-15,6.011e-10,5.901e-10,2.634e-15
217.816,1.944e-16,6.006e-10,5.895e-10,1.944e-16
217.821,1.292e-17,6.000e-10,5.888e-10,1.292e-17
217.826,7.721e-19,5.995e-10,5.882e-10,7.721e-19
217.831,4.153e-20,5.989e-10,5.875e-10,4.153e-20
217.941,1.029e-20,5.870e-10,5.734e-10,1.029e-20
217.946,1.974e-19,5.865e-10,5.727e-10,1.974e-19
217.951,3.410e-18,5.859e-10,5.721e-10,3.410e-18
217.956,5.301e-17,5.854e-10,5.714e-10,5.301e-17
217.961,7.419e-16,5.849e-10,5.708e-10,7.419e-16
217.966,9.347e-15,5.843e-10,5.702e-10,9.347e-15
217.971,1.060e-13,5.838e-10,5.695e-10,1.060e-13
217.976,1.082e-12,5.832e-10,5.689e-10,1.082e-12
217.981,9.948e-12,5.827e-10,5.682e-10,9.948e-12
217.986,8.231e-11,5.822e-10,5.676e-10,8.231e-11
217.991,6.130e-10,5.816e-10,5.669e-10,6.130e-10
217.996,4.110e-9,5.811e-10,5.663e-10,4.110e-9
218.001,2.481e-8,5.805e-10,5.656e-10,2.481e-8
218.006,1.348e-7,5.800e-10,5.650e-10,1.348e-7
218.011,6.593e-7,5.794e-10,5.644e-10,6.593e-7
218.016,2.903e-6,5.789e-10,5.637e-10,2.903e-6
218.021,1.151e-5,5.784e-10,5.631e-10,1.151e-5
218.026,4.106e-5,5.778e-10,5.624e-10,4.106e-5
218.031,1.319e-4,5.773e-10,5.618e-10,1.319e-4
218.036,3.814e-4,5.767e-10,5.611e-10,3.814e-4
218.041,9.927e-4,5.762e-10,5.605e-10,9.927e-4
218.046,2.326e-3,5.757e-10,5.598e-10,2.326e-3
218.051,4.907e-3,5.751e-10,5.592e-10,4.907e-3
218.056,9.318e-3,5.746e-10,5.586e-10,9.318e-3
218.061,1.593e-2,5.740e-10,5.579e-10,1.593e-2
218.066,2.451e-2,5.735e-10,5.573e-10,2.451e-2
218.071,3.395e-2,5.730e-10,5.566e-10,3.395e-2
218.076,4.234e-2,5.724e-10,5.560e-10,4.234e-2
218.081,4.753e-2,5.719e-10,5.553e-10,4.753e-2
218.086,4.804e-2,5.713e-10,5.547e-10,4.804e-2
218.091,4.370e-2,5.708e-10,5.541e-10,4.370e-2
218.096,3.579e-2,5.702e-10,5.534e-10,3.579e-2
218.101,2.638e-2,5.697e-10,5.528e-10,2.638e-2
218.106,1.751e-2,5.692e-10,5.521e-10,1.751e-2
218.111,1.046e-2,5.686e-10,5.515e-10,1.046e-2
218.116,5.626e-3,5.681e-10,5.508e-10,5.626e-3
218.121,2.724e-3,5.675e-10,5.502e-10,2.724e-3
218.126,1.187e-3,5.670e-10,5.495e-10,1.187e-3
218.131,4.659e-4,5.665e-10,5.489e-10,4.659e-4
218.136,1.653e-4,5.659e-10,5.483e-10,1.653e-4
218.141,5.583e-5,5.654e-10,5.476e-10,5.583e-5
218.146,2.839e-5,5.648e-10,5.470e-10,2.839e-5
218.151,4.972e-5,5.643e-10,5.463e-10,4.972e-5
218.156,1.420e-4,5.638e-10,5.457e-10,1.420e-4
218.161,3.908e-4,5.632e-10,5.450e-10,3.908e-4
218.166,9.740e-4,5.627e-10,5.444e-10,9.740e-4
218.171,2.186e-3,5.621e-10,5.438e-10,2.186e-3
218.176,4.419e-3,5.616e-10,5.431e-10,4.419e-3
218.181,8.040e-3,5.610e-10,5.425e-10,8.040e-3
218.186,1.317e-2,5.605e-10,5.418e-10,1.317e-2
218.191,1.942e-2,5.600e-10,5.412e-10,1.942e-2
218.196,2.579e-2,5.594e-10,5.405e-10,2.579e-2
218.201,3.083e-2,5.589e-10,5.399e-10,3.083e-2
218.206,3.318e-2,5.583e-10,5.392e-10,3.318e-2
218.211,3.215e-2,5.578e-10,5.386e-10,3.215e-2
218.216,2.805e-2,5.573e-10,5.380e-10,2.805e-2
218.221,2.203e-2,5.567e-10,5.373e-10,2.203e-2
218.226,1.558e-2,5.562e-10,5.367e-10,1.558e-2
218.231,9.919e-3,5.556e-10,5.360e-10,9.919e-3
218.236,5.685e-3,5.551e-10,5.354e-10,5.685e-3
218.241,2.934e-3,5.545e-10,5.347e-10,2.934e-3
218.246,1.363e-3,5.540e-10,5.341e-10,1.363e-3
218.251,5.701e-4,5.535e-10,5.334e-10,5.701e-4
218.256,2.147e-4,5.529e-10,5.328e-10,2.147e-4
218.261,7.280e-5,5.524e-10,5.322e-10,7.280e-5
218.266,2.222e-5,5.518e-10,5.315e-10,2.222e-5
218.271,6.107e-6,5.513e-10,5.309e-10,6.107e-6
218.276,1.511e-6,5.508e-10,5.302e-10,1.511e-6
218.281,3.366e-7,5.502e-10,5.296e-10,3.366e-7
218.286,6.750e-8,5.497e-10,5.289e-10,6.750e-8
218.291,1.219e-8,5.491e-10,5.283e-10,1.219e-8
218.296,1.981e-9,5.486e-10,5.277e-10,1.981e-9
218.301,2.900e-10,5.481e-10,5.270e-10,2.900e-10
218.306,3.821e-11,5.475e-10,5.264e-10,3.821e-11
218.311,4.533e-12,5.470e-10,5.257e-10,4.533e-12
218.316,4.842e-13,5.464e-10,5.251e-10,4.842e-13
218.321,4.656e-14,5.459e-10,5.244e-10,4.656e-14
218.326,4.031e-15,5.453e-10,5.238e-10,4.031e-15
218.331,3.142e-16,5.448e-10,5.231e-10,3.142e-16
218.336,2.205e-17,5.443e-10,5.225e-10,2.205e-17
218.341,1.393e-18,5.437e-10,5.219e-10,1.393e-18
218.346,7.923e-20,5.432e-10,5.212e-10,7.923e-20
219.050,3.180e-22,4.670e-10,4.306e-10,3.180e-22
219.055,6.046e-21,4.664e-10,4.299e-10,6.046e-21
219.060,1.036e-19,4.659e-10,4.293e-10,1.036e-19
219.065,1.599e-18,4.653e-10,4.286e-10,1.599e-18
219.070,2.225e-17,4.648e-10,4.280e-10,2.225e-17
219.075,2.790e-16,4.643e-10,4.273e-10,2.790e-16
219.080,3.153e-15,4.637e-10,4.267e-10,3.153e-15
219.085,3.211e-14,4.632e-10,4.260e-10,3.211e-14
219.090,2.946e-13,4.626e-10,4.254e-10,2.946e-13
219.095,2.436e-12,4.621e-10,4.248e-10,2.436e-12
219.100,1.816e-11,4.615e-10,4.241e-10,1.816e-11
219.105,1.219e-10,4.610e-10,4.235e-10,1.219e-10
219.110,7.379e-10,4.605e-10,4.228e-10,7.379e-10
219.115,4.024e-9,4.599e-10,4.222e-10,4.024e-9
219.120,1.978e-8,4.594e-10,4.215e-10,1.978e-8
219.125,8.759e-8,4.588e-10,4.209e-10,8.759e-8
219.130,3.496e-7,4.583e-10,4.203e-10,3.496e-7
219.135,1.257e-6,4.578e-10,4.196e-10,1.257e-6
219.140,4.075e-6,4.572e-10,4.190e-10,4.075e-6
219.145,1.190e-5,4.567e-10,4.183e-10,1.190e-5
219.150,3.133e-5,4.561e-10,4.177e-10,3.133e-5
219.155,7.433e-5,4.556e-10,4.170e-10,7.433e-5
219.160,1.589e-4,4.551e-10,4.164e-10,1.589e-4
219.165,3.061e-4,4.545e-10,4.157e-10,3.061e-4
219.170,5.313e-4,4.540e-10,4.151e-10,5.313e-4
219.175,8.312e-4,4.534e-10,4.145e-10,8.312e-4
219.180,1.172e-3,4.529e-10,4.138e-10,1.172e-3
219.185,1.489e-3,4.523e-10,4.132e-10,1.489e-3
219.190,1.704e-3,4.518e-10,4.125e-10,1.704e-3
219.195,1.758e-3,4.513e-10,4.119e-10,1.758e-3
219.200,1.635e-3,4.507e-10,4.112e-10,1.635e-3
219.205,1.370e-3,4.502e-10,4.106e-10,1.370e-3
219.210,1.034e-3,4.496e-10,4.100e-10,1.034e-3
219.214,7.664e-4,4.492e-10,4.094e-10,7.664e-4
219.219,4.798e-4,4.487e-10,4.088e-10,4.798e-4
219.224,2.707e-4,4.481e-10,4.081e-10,2.707e-4
219.229,1.376e-4,4.476e-10,4.075e-10,1.376e-4
219.234,6.306e-5,4.470e-10,4.069e-10,6.306e-5
219.239,2.604e-5,4.465e-10,4.062e-10,2.604e-5
219.244,9.687e-6,4.460e-10,4.056e-10,9.687e-6
219.249,3.248e-6,4.454e-10,4.049e-10,3.248e-6
219.254,9.815e-7,4.449e-10,4.043e-10,9.815e-7
219.259,2.673e-7,4.443e-10,4.036e-10,2.673e-7
219.264,6.559e-8,4.438e-10,4.030e-10,6.559e-8
219.269,1.450e-8,4.433e-10,4.024e-10,1.450e-8
219.274,2.890e-9,4.427e-10,4.017e-10,2.890e-9
219.279,5.191e-10,4.422e-10,4.011e-10,5.191e-10
219.284,8.400e-11,4.416e-10,4.004e-10,8.400e-11
219.289,1.225e-11,4.411e-10,3.998e-10,1.225e-11
219.294,1.610e-12,4.405e-10,3.991e-10,1.610e-12
219.299,1.907e-13,4.400e-10,3.985e-10,1.907e-13
219.304,2.035e-14,4.395e-10,3.978e-10,2.035e-14
219.309,1.958e-15,4.389e-10,3.972e-10,1.958e-15
219.314,1.697e-16,4.384e-10,3.966e-10,1.697e-16
219.319,1.325e-17,4.378e-10,3.959e-10,1.325e-17
219.324,9.329e-19,4.373e-10,3.953e-10,9.329e-19
219.329,5.918e-20,4.368e-10,3.946e-10,5.918e-20
219.334,3.383e-21,4.362e-10,3.940e-10,3.383e-21
220.652,2.935e-10,2.935e-10,2.243e-10,2.558e-21
220.657,5.572e-9,5.572e-9,2.236e-10,2.555e-21
220.662,9.545e-8,9.545e-8,2.230e-10,2.552e-21
220.667,1.476e-6,1.476e-6,2.223e-10,2.549e-21
220.672,2.059e-5,2.059e-5,2.217e-10,2.546e-21
220.677,2.594e-4,2.594e-4,2.210e-10,2.543e-21
220.682,2.948e-3,2.948e-3,2.204e-10,2.539e-21
220.687,3.025e-2,3.025e-2,2.197e-10,2.536e-21
220.692,2.800e-1,2.800e-1,2.191e-10,2.533e-21
220.697,2.340e+0,2.340e+0,2.185e-10,2.530e-21
220.702,1.765e+1,1.765e+1,2.178e-10,2.527e-21
220.707,1.201e+2,1.201e+2,2.172e-10,2.524e-21
220.712,7.379e+2,7.379e+2,2.165e-10,2.521e-21
220.717,4.091e+3,4.091e+3,2.159e-10,2.517e-21
220.722,2.047e+4,2.047e+4,2.152e-10,2.514e-21
