Wavelength (nm),Sum(calc),Ni I (6.8e-2),Ni II (9.3e-1),Ni III (6.9e-4)
227.920,1.748e+9,7.438e-11,1.748e+9,
227.925,7.278e+8,7.427e-11,7.278e+8,
227.930,2.752e+8,7.415e-11,2.752e+8,
227.935,9.451e+7,7.403e-11,9.451e+7,
227.940,2.948e+7,7.392e-11,2.948e+7,
227.945,8.350e+6,7.380e-11,8.350e+6,
227.950,2.148e+6,7.368e-11,2.148e+6,
227.955,5.019e+5,7.357e-11,5.019e+5,
227.960,1.065e+5,7.345e-11,1.065e+5,
227.965,2.053e+4,7.333e-11,2.053e+4,
227.970,3.593e+3,7.322e-11,3.593e+3,
227.975,5.711e+2,7.310e-11,5.711e+2,
227.980,8.245e+1,7.298e-11,8.245e+1,
227.985,1.081e+1,7.287e-11,1.081e+1,
227.990,1.287e+0,7.275e-11,1.287e+0,
227.995,1.392e-1,7.263e-11,1.392e-1,
228.000,1.368e-2,7.252e-11,1.368e-2,
228.005,1.220e-3,7.240e-11,1.220e-3,
228.010,9.883e-5,7.228e-11,9.883e-5,
228.015,7.272e-6,7.217e-11,7.272e-6,
228.020,4.860e-7,7.205e-11,4.860e-7,
228.025,2.949e-8,7.193e-11,2.949e-8,
228.561,3.973e-8,5.942e-11,3.973e-8,
228.566,6.292e-7,5.930e-11,6.292e-7,
228.571,9.058e-6,5.919e-11,9.058e-6,
228.576,1.185e-4,5.907e-11,1.185e-4,
228.581,1.409e-3,5.895e-11,1.409e-3,
228.586,1.523e-2,1.007e-9,1.523e-2,
228.591,1.496e-1,1.565e-8,1.496e-1,
228.596,1.335e+0,2.208e-7,1.335e+0,
228.601,1.083e+1,2.833e-6,1.083e+1,
228.606,7.985e+1,3.303e-5,7.985e+1,
228.611,5.351e+2,3.500e-4,5.351e+2,
228.616,3.258e+3,3.371e-3,3.258e+3,
228.621,1.803e+4,2.951e-2,1.803e+4,
228.626,9.072e+4,2.347e-1,9.072e+4,
228.631,4.147e+5,1.697e+0,4.147e+5,
228.636,1.723e+6,1.115e+1,1.723e+6,
228.641,6.507e+6,6.661e+1,6.507e+6,
228.646,2.233e+7,3.615e+2,2.233e+7,
228.651,6.965e+7,1.784e+3,6.965e+7,
228.656,1.974e+8,7.997e+3,1.974e+8,
228.661,5.086e+8,3.259e+4,5.086e+8,
228.666,1.191e+9,1.207e+5,1.191e+9,
228.671,2.534e+9,4.062e+5,2.534e+9,
228.676,4.902e+9,1.243e+6,4.901e+9,
228.681,8.617e+9,3.455e+6,8.614e+9,
228.686,1.377e+10,8.731e+6,1.376e+10,
228.691,2.000e+10,2.005e+7,1.998e+10,
228.696,2.640e+10,4.185e+7,2.636e+10,
228.701,3.169e+10,7.940e+7,3.161e+10,
228.706,3.458e+10,1.369e+8,3.445e+10,
228.711,3.433e+10,2.145e+8,3.412e+10,
228.716,3.102e+10,3.055e+8,3.071e+10,
228.721,2.552e+10,3.955e+8,2.513e+10,
228.726,1.915e+10,4.652e+8,1.868e+10,
228.731,1.312e+10,4.974e+8,1.263e+10,
228.736,8.237e+9,4.833e+8,7.754e+9,
228.741,4.755e+9,4.269e+8,4.328e+9,
228.746,2.538e+9,3.426e+8,2.196e+9,
228.751,1.262e+9,2.500e+8,1.012e+9,
228.756,5.899e+8,1.657e+8,4.241e+8,
228.761,2.614e+8,9.987e+7,1.615e+8,
228.766,1.106e+8,5.470e+7,5.590e+7,
228.771,4.481e+7,2.722e+7,1.758e+7,
228.776,1.734e+7,1.232e+7,5.027e+6,
228.781,6.370e+6,5.064e+6,1.306e+6,
228.786,2.201e+6,1.892e+6,3.084e+5,
228.791,7.088e+5,6.427e+5,6.618e+4,
228.796,2.113e+5,1.984e+5,1.291e+4,
228.801,5.794e+4,5.565e+4,2.288e+3,
228.806,1.456e+4,1.419e+4,3.686e+2,
228.811,3.342e+3,3.288e+3,5.396e+1,
228.816,6.996e+2,6.924e+2,7.180e+0,
228.821,1.334e+2,1.325e+2,8.683e-1,
228.826,2.315e+1,2.306e+1,9.544e-2,
228.831,3.655e+0,3.646e+0,9.533e-3,
228.836,5.247e-1,5.239e-1,8.655e-4,
228.841,6.849e-2,6.842e-2,7.141e-5,
228.846,8.126e-3,8.121e-3,5.355e-6,
228.851,8.765e-4,8.761e-4,3.649e-7,
228.856,8.612e-5,8.610e-5,2.260e-8,
228.861,1.054e-5,1.054e-5,2.267e-8,
228.866,3.816e-5,3.816e-5,2.273e-8,
228.871,4.437e-4,4.437e-4,2.280e-8,
228.876,4.765e-3,4.765e-3,2.287e-8,
228.881,4.653e-2,4.653e-2,2.293e-8,
228.886,4.131e-1,4.131e-1,2.300e-8,
228.891,3.333e+0,3.333e+0,2.306e-8,
228.896,2.445e+1,2.445e+1,2.313e-8,
228.901,1.631e+2,1.631e+2,2.319e-8,
228.906,9.884e+2,9.884e+2,2.326e-8,
228.911,5.447e+3,5.447e+3,2.333e-8,
228.916,2.729e+4,2.729e+4,2.339e-8,
228.921,1.243e+5,1.243e+5,2.346e-8,
228.926,5.145e+5,5.145e+5,2.352e-8,
228.931,1.936e+6,1.936e+6,2.359e-8,
228.936,6.624e+6,6.624e+6,2.366e-8,
228.941,2.060e+7,2.060e+7,2.372e-8,
228.946,5.824e+7,5.824e+7,2.379e-8,
228.951,1.497e+8,1.497e+8,2.385e-8,
228.956,3.497e+8,3.497e+8,2.392e-8,
228.961,7.427e+8,7.427e+8,2.399e-8,
228.966,1.434e+9,1.434e+9,2.405e-8,
228.971,2.517e+9,2.517e+9,2.412e-8,
228.976,4.016e+9,4.016e+9,2.418e-8,
228.981,5.824e+9,5.824e+9,2.425e-8,
228.986,7.679e+9,7.679e+9,2.431e-8,
228.991,9.205e+9,9.205e+9,2.438e-8,
228.996,1.003e+10,1.003e+10,2.445e-8,
229.001,9.934e+9,9.934e+9,2.451e-8,
229.006,8.945e+9,8.945e+9,2.458e-8,
229.011,7.322e+9,7.322e+9,2.464e-8,
229.016,5.448e+9,5.448e+9,2.471e-8,
229.021,3.685e+9,3.685e+9,2.478e-8,
229.026,2.266e+9,2.266e+9,2.484e-8,
229.031,1.267e+9,1.267e+9,2.491e-8,
229.036,6.437e+8,6.437e+8,2.497e-8,
229.041,2.974e+8,2.974e+8,2.504e-8,
229.046,1.249e+8,1.249e+8,2.511e-8,
229.051,4.767e+7,4.767e+7,2.517e-8,
229.056,1.654e+7,1.654e+7,2.524e-8,
229.061,5.219e+6,5.219e+6,2.530e-8,
229.066,1.497e+6,1.497e+6,2.537e-8,
229.071,3.902e+5,3.902e+5,2.544e-8,
229.076,9.247e+4,9.247e+4,2.550e-8,
229.081,1.992e+4,1.992e+4,2.557e-8,
229.086,3.902e+3,3.902e+3,2.563e-8,
229.091,6.946e+2,6.946e+2,2.570e-8,
229.096,1.124e+2,1.124e+2,2.576e-8,
229.101,1.654e+1,1.654e+1,2.583e-8,
229.106,2.212e+0,2.212e+0,2.590e-8,
229.111,2.690e-1,2.690e-1,2.596e-8,
229.116,2.973e-2,2.973e-2,2.603e-8,
229.121,2.987e-3,2.987e-3,2.609e-8,
229.126,2.728e-4,2.728e-4,2.616e-8,
229.131,2.265e-5,2.265e-5,2.623e-8,
229.136,1.710e-6,1.710e-6,2.629e-8,
229.141,1.173e-7,1.173e-7,2.636e-8,
229.146,7.317e-9,7.317e-9,2.642e-8,
229.161,1.734e-10,1.734e-10,2.662e-8,
229.166,2.922e-9,2.922e-9,2.669e-8,
229.171,4.475e-8,4.475e-8,2.675e-8,
229.176,6.233e-7,6.233e-7,2.682e-8,
229.181,7.894e-6,7.894e-6,2.688e-8,
229.186,9.090e-5,9.090e-5,2.695e-8,
229.191,9.518e-4,9.518e-4,2.702e-8,
229.196,9.063e-3,9.063e-3,2.708e-8,
229.201,7.846e-2,7.846e-2,2.715e-8,
229.206,6.177e-1,6.177e-1,2.721e-8,
229.211,4.422e+0,4.422e+0,2.728e-8,
229.216,2.878e+1,2.878e+1,2.735e-8,
229.221,1.703e+2,1.703e+2,2.741e-8,
229.226,9.168e+2,9.168e+2,2.748e-8,
229.231,4.486e+3,4.486e+3,2.754e-8,
229.236,1.996e+4,1.996e+4,2.761e-8,
229.241,8.077e+4,8.077e+4,2.768e-8,
229.246,2.972e+5,2.972e+5,2.774e-8,
229.251,9.942e+5,9.942e+5,2.781e-8,
229.256,3.024e+6,3.024e+6,2.787e-8,
229.261,8.365e+6,8.365e+6,2.794e-8,
229.266,2.104e+7,2.104e+7,2.800e-8,
229.271,4.812e+7,4.812e+7,2.807e-8,
229.276,1.001e+8,1.001e+8,2.814e-8,
229.281,1.892e+8,1.892e+8,2.820e-8,
229.286,3.254e+8,3.254e+8,2.827e-8,
229.291,5.087e+8,5.087e+8,2.833e-8,
229.296,7.232e+8,7.232e+8,2.840e-8,
229.301,9.348e+8,9.348e+8,2.847e-8,
229.306,1.099e+9,1.099e+9,2.853e-8,
229.311,1.174e+9,1.174e+9,2.860e-8,
229.316,1.141e+9,1.141e+9,2.866e-8,
229.321,1.009e+9,1.009e+9,2.873e-8,
229.326,8.106e+8,8.106e+8,2.880e-8,
229.331,5.923e+8,5.923e+8,2.886e-8,
229.336,3.935e+8,3.935e+8,2.893e-8,
229.341,2.377e+8,2.377e+8,2.899e-8,
229.346,1.306e+8,1.306e+8,2.906e-8,
229.351,6.523e+7,6.523e+7,2.913e-8,
229.356,2.963e+7,2.963e+7,2.919e-8,
229.361,1.224e+7,1.224e+7,2.926e-8,
229.366,4.595e+6,4.595e+6,2.932e-8,
229.371,1.569e+6,1.569e+6,2.939e-8,
229.376,4.873e+5,4.873e+5,2.945e-8,
229.381,1.376e+5,1.376e+5,2.952e-8,
229.386,3.532e+4,3.532e+4,2.959e-8,
229.391,8.245e+3,8.245e+3,2.965e-8,
229.396,1.750e+3,1.750e+3,2.972e-8,
229.401,3.378e+2,3.378e+2,2.978e-8,
229.406,5.929e+1,5.929e+1,2.985e-8,
229.411,9.461e+0,9.461e+0,2.992e-8,
229.416,1.373e+0,1.373e+0,2.998e-8,
229.421,1.812e-1,1.812e-1,3.005e-8,
229.426,2.174e-2,2.174e-2,3.011e-8,
229.431,2.371e-3,2.371e-3,3.018e-8,
229.436,2.352e-4,2.352e-4,3.025e-8,
229.441,2.122e-5,2.122e-5,3.031e-8,
229.446,1.741e-6,1.741e-6,3.038e-8,
229.451,1.298e-7,1.298e-7,3.044e-8,
229.456,8.804e-9,8.804e-9,3.051e-8,
229.506,3.117e-8,7.944e-9,3.117e-8,
229.511,5.012e-7,7.858e-9,5.012e-7,
229.516,7.332e-6,7.772e-9,7.332e-6,
229.521,9.755e-5,7.686e-9,9.755e-5,
229.526,1.180e-3,7.600e-9,1.180e-3,
229.531,1.299e-2,7.514e-9,1.299e-2,
229.536,1.301e-1,7.428e-9,1.301e-1,
229.541,1.184e+0,7.342e-9,1.184e+0,
229.546,9.809e+0,7.256e-9,9.809e+0,
229.551,7.389e+1,7.170e-9,7.389e+1,
229.557,7.355e+2,7.067e-9,7.355e+2,
229.562,4.498e+3,6.981e-9,4.498e+3,
229.567,2.501e+4,6.895e-9,2.501e+4,
229.572,1.265e+5,6.809e-9,1.265e+5,
229.577,5.822e+5,6.723e-9,5.822e+5,
229.582,2.437e+6,6.637e-9,2.437e+6,
229.587,9.275e+6,6.551e-9,9.275e+6,
229.592,3.211e+7,6.465e-9,3.211e+7,
229.597,1.011e+8,6.379e-9,1.011e+8,
229.602,2.897e+8,6.293e-9,2.897e+8,
229.607,7.546e+8,6.207e-9,7.546e+8,
229.612,1.788e+9,6.121e-9,1.788e+9,
229.617,3.854e+9,6.035e-9,3.854e+9,
229.622,7.554e+9,5.949e-9,7.554e+9,
229.627,1.347e+10,5.863e-9,1.347e+10,
229.632,2.184e+10,5.777e-9,2.184e+10,
229.637,3.222e+10,5.691e-9,3.222e+10,
229.642,4.323e+10,5.605e-9,4.323e+10,
229.647,5.276e+10,5.519e-9,5.276e+10,
229.652,5.859e+10,5.433e-9,5.859e+10,
229.657,5.924e+10,5.347e-9,5.924e+10,
229.662,5.464e+10,5.261e-9,5.464e+10,
229.667,4.627e+10,5.175e-9,4.627e+10,
229.672,3.663e+10,5.089e-9,3.663e+10,
229.677,2.844e+10,5.003e-9,2.844e+10,
229.682,2.389e+10,4.917e-9,2.389e+10,
229.687,2.420e+10,4.831e-9,2.420e+10,
229.692,2.938e+10,4.745e-9,2.938e+10,
229.697,3.827e+10,4.659e-9,3.827e+10,
229.702,4.875e+10,4.573e-9,4.875e+10,
229.707,5.820e+10,4.487e-9,5.820e+10,
229.712,6.429e+10,4.401e-9,6.429e+10,
229.717,6.585e+10,4.315e-9,6.585e+10,
229.722,6.324e+10,4.229e-9,6.324e+10,
229.727,5.809e+10,4.143e-9,5.809e+10,
229.732,5.236e+10,4.057e-9,5.236e+10,
229.737,4.743e+10,3.971e-9,4.743e+10,
229.742,4.353e+10,3.885e-9,4.353e+10,
229.747,3.997e+10,3.799e-9,3.997e+10,
229.752,3.580e+10,3.713e-9,3.580e+10,
229.757,3.050e+10,3.627e-9,3.050e+10,
229.762,2.427e+10,3.541e-9,2.427e+10,
229.767,1.785e+10,3.455e-9,1.785e+10,
229.772,1.214e+10,3.369e-9,1.214e+10,
229.777,7.816e+9,3.283e-9,7.816e+9,
229.782,5.260e+9,3.197e-9,5.260e+9,
229.787,4.658e+9,3.111e-9,4.658e+9,
229.792,6.180e+9,3.025e-9,6.180e+9,
229.797,1.004e+10,2.939e-9,1.004e+10,
229.802,1.637e+10,2.853e-9,1.637e+10,
229.807,2.488e+10,2.767e-9,2.488e+10,
229.812,3.459e+10,2.681e-9,3.459e+10,
229.817,4.381e+10,2.595e-9,4.381e+10,
229.822,5.049e+10,2.509e-9,5.049e+10,
229.827,5.294e+10,2.423e-9,5.294e+10,
229.832,5.049e+10,2.337e-9,5.049e+10,
229.837,4.381e+10,2.251e-9,4.381e+10,
229.842,3.458e+10,2.165e-9,3.458e+10,
229.847,2.482e+10,2.079e-9,2.482e+10,
229.852,1.621e+10,1.993e-9,1.621e+10,
229.857,9.633e+9,1.907e-9,9.633e+9,
229.862,5.207e+9,1.821e-9,5.207e+9,
229.867,2.560e+9,1.735e-9,2.560e+9,
229.872,1.145e+9,1.649e-9,1.145e+9,
229.877,4.658e+8,1.563e-9,4.658e+8,
229.882,1.724e+8,1.477e-9,1.724e+8,
229.887,5.805e+7,1.391e-9,5.805e+7,
229.892,1.778e+7,1.305e-9,1.778e+7,
229.897,4.954e+6,1.219e-9,4.954e+6,
229.902,1.256e+6,1.133e-9,1.256e+6,
229.907,2.895e+5,1.047e-9,2.895e+5,
229.912,6.071e+4,9.611e-10,6.071e+4,
229.917,1.158e+4,8.751e-10,1.158e+4,
229.922,2.011e+3,7.891e-10,2.011e+3,
229.927,3.174e+2,7.031e-10,3.174e+2,
229.932,4.559e+1,1.162e-8,4.559e+1,
229.937,5.957e+0,1.748e-7,5.957e+0,
229.942,7.080e-1,2.393e-6,7.080e-1,
229.947,7.658e-2,2.980e-5,7.655e-2,
229.952,7.866e-3,3.376e-4,7.529e-3,
229.957,4.154e-3,3.480e-3,6.736e-4,
229.962,3.270e-2,3.264e-2,5.482e-5,
229.967,2.786e-1,2.786e-1,4.059e-6,
229.972,2.163e+0,2.163e+0,2.734e-7,
229.977,1.528e+1,1.528e+1,1.675e-8,
229.982,9.826e+1,9.826e+1,1.665e-8,
229.987,5.747e+2,5.747e+2,1.656e-8,
229.992,3.059e+3,3.059e+3,1.646e-8,
229.997,1.481e+4,1.481e+4,1.636e-8,
230.002,6.525e+4,6.525e+4,1.626e-8,
230.007,2.616e+5,2.616e+5,1.617e-8,
230.012,9.541e+5,9.541e+5,1.607e-8,
230.017,3.166e+6,3.166e+6,1.597e-8,
230.022,9.561e+6,9.561e+6,1.588e-8,
230.027,2.627e+7,2.627e+7,1.578e-8,
230.032,6.567e+7,6.567e+7,1.568e-8,
230.037,1.494e+8,1.494e+8,1.558e-8,
230.042,3.091e+8,3.091e+8,1.549e-8,
230.047,5.820e+8,5.820e+8,1.539e-8,
230.052,9.971e+8,9.971e+8,1.529e-8,
230.057,1.554e+9,1.554e+9,1.520e-8,
230.062,2.205e+9,2.205e+9,1.510e-8,
230.067,2.845e+9,2.845e+9,1.500e-8,
230.072,3.340e+9,3.340e+9,1.490e-8,
230.077,3.569e+9,3.569e+9,1.481e-8,
230.082,3.469e+9,3.469e+9,1.471e-8,
230.087,3.068e+9,3.068e+9,1.461e-8,
230.092,2.469e+9,2.469e+9,1.451e-8,
230.097,1.808e+9,1.808e+9,1.442e-8,
230.102,1.204e+9,1.204e+9,1.432e-8,
230.107,7.301e+8,7.301e+8,1.422e-8,
230.112,4.027e+8,4.027e+8,1.413e-8,
230.117,2.021e+8,2.021e+8,1.403e-8,
230.122,9.226e+7,9.226e+7,1.393e-8,
230.127,3.833e+7,3.833e+7,1.383e-8,
230.132,1.449e+7,1.449e+7,1.374e-8,
230.137,4.983e+6,4.983e+6,1.364e-8,
230.142,1.559e+6,1.559e+6,1.354e-8,
230.147,4.439e+5,4.439e+5,1.345e-8,
230.152,1.150e+5,1.150e+5,2.253e-7,
230.157,2.711e+4,2.711e+4,3.435e-6,
230.162,5.814e+3,5.814e+3,4.767e-5,
230.167,1.135e+3,1.135e+3,6.020e-4,
230.172,2.014e+2,2.014e+2,6.918e-3,
230.177,3.262e+1,3.255e+1,7.235e-2,
230.182,5.513e+0,4.824e+0,6.886e-1,
230.187,6.926e+0,9.621e-1,5.964e+0,
230.192,4.940e+1,2.391e+0,4.701e+1,
230.197,3.523e+2,1.511e+1,3.372e+2,
230.202,2.291e+3,8.969e+1,2.201e+3,
230.207,1.356e+4,4.849e+2,1.307e+4,
230.212,7.306e+4,2.385e+3,7.068e+4,
230.217,3.584e+5,1.068e+4,3.477e+5,
230.222,1.600e+6,4.352e+4,1.557e+6,
230.227,6.503e+6,1.613e+5,6.342e+6,
230.232,2.406e+7,5.444e+5,2.351e+7,
230.237,8.101e+7,1.672e+6,7.933e+7,
230.242,2.483e+8,4.671e+6,2.436e+8,
230.247,6.926e+8,1.188e+7,6.807e+8,
230.252,1.758e+9,2.749e+7,1.731e+9,
230.257,4.063e+9,5.790e+7,4.005e+9,
230.262,8.546e+9,1.110e+8,8.435e+9,
230.267,1.636e+10,1.935e+8,1.617e+10,
230.272,2.850e+10,3.071e+8,2.819e+10,
230.277,4.519e+10,4.436e+8,4.475e+10,
230.282,6.521e+10,5.831e+8,6.463e+10,
230.287,8.565e+10,6.975e+8,8.495e+10,
230.292,1.024e+11,7.593e+8,1.016e+11,
230.297,1.114e+11,7.522e+8,1.106e+11,
230.302,1.103e+11,6.781e+8,1.096e+11,
230.307,9.934e+10,5.563e+8,9.878e+10,
230.312,8.146e+10,4.153e+8,8.104e+10,
230.317,6.079e+10,2.822e+8,6.050e+10,
230.322,4.128e+10,1.745e+8,4.111e+10,
230.327,2.551e+10,9.816e+7,2.542e+10,
230.332,1.435e+10,5.026e+7,1.430e+10,
230.337,7.346e+9,2.342e+7,7.323e+9,
230.342,3.422e+9,9.931e+6,3.412e+9,
230.347,1.451e+9,3.832e+6,1.447e+9,
230.352,5.598e+8,1.346e+6,5.584e+8,
230.357,1.965e+8,4.301e+5,1.961e+8,
230.362,6.280e+7,1.251e+5,6.268e+7,
230.367,1.826e+7,3.311e+4,1.823e+7,
230.372,4.833e+6,7.974e+3,4.825e+6,
230.377,1.164e+6,1.748e+3,1.162e+6,
230.382,2.551e+5,3.486e+2,2.547e+5,
230.387,5.088e+4,6.328e+1,5.081e+4,
230.392,9.235e+3,1.045e+1,9.224e+3,
230.397,1.525e+3,1.571e+0,1.524e+3,
230.402,2.293e+2,2.149e-1,2.291e+2,
230.407,3.137e+1,2.676e-2,3.134e+1,
230.412,3.905e+0,3.032e-3,3.902e+0,
230.417,4.424e-1,3.126e-4,4.421e-1,
230.422,4.562e-2,2.933e-5,4.559e-2,
230.427,4.280e-3,2.504e-6,4.278e-3,
230.432,3.655e-4,1.946e-7,3.653e-4,
230.437,2.840e-5,1.376e-8,2.838e-5,
230.442,2.008e-6,8.852e-10,2.007e-6,
230.447,1.292e-7,8.737e-10,1.292e-7,
230.587,5.494e-10,5.494e-10,1.193e-7,
230.592,8.609e-9,8.609e-9,1.190e-7,
230.597,1.228e-7,1.228e-7,1.186e-7,
230.602,1.595e-6,1.595e-6,1.183e-7,
230.607,1.886e-5,1.886e-5,1.179e-7,
230.612,2.029e-4,2.029e-4,1.176e-7,
230.617,1.988e-3,1.988e-3,1.172e-7,
230.622,1.773e-2,1.773e-2,1.169e-7,
230.627,1.440e-1,1.440e-1,1.165e-7,
230.632,1.065e+0,1.065e+0,1.162e-7,
230.637,7.164e+0,7.164e+0,1.158e-7,
230.642,4.389e+1,4.389e+1,1.155e-7,
230.647,2.448e+2,2.448e+2,1.151e-7,
230.652,1.243e+3,1.243e+3,1.148e-7,
230.657,5.744e+3,5.744e+3,1.144e-7,
230.662,2.417e+4,2.417e+4,1.141e-7,
230.667,9.257e+4,9.257e+4,1.137e-7,
230.673,4.098e+5,4.098e+5,1.133e-7,
230.678,1.277e+6,1.277e+6,1.129e-7,
230.683,3.621e+6,3.621e+6,1.126e-7,
230.688,9.349e+6,9.349e+6,1.122e-7,
230.693,2.198e+7,2.198e+7,1.119e-7,
230.698,4.702e+7,4.702e+7,1.115e-7,
230.703,9.160e+7,9.160e+7,1.112e-7,
230.708,1.624e+8,1.624e+8,1.108e-7,
230.713,2.622e+8,2.622e+8,1.105e-7,
230.718,3.854e+8,3.854e+8,1.101e-7,
230.723,5.157e+8,5.157e+8,1.098e-7,
230.728,6.281e+8,6.281e+8,1.094e-7,
230.733,6.965e+8,6.965e+8,1.091e-7,
230.738,7.030e+8,7.030e+8,1.087e-7,
230.743,6.461e+8,6.461e+8,1.084e-7,
230.748,5.405e+8,5.405e+8,1.080e-7,
230.753,4.116e+8,4.116e+8,1.077e-7,
230.758,2.854e+8,2.854e+8,1.073e-7,
230.763,1.801e+8,1.801e+8,1.070e-7,
230.768,1.035e+8,1.035e+8,1.066e-7,
230.773,5.414e+7,5.414e+7,1.063e-7,
230.778,2.578e+7,2.578e+7,1.059e-7,
230.783,1.118e+7,1.118e+7,1.056e-7,
230.788,4.410e+6,4.410e+6,1.052e-7,
230.793,1.584e+6,1.584e+6,1.049e-7,
230.798,5.182e+5,5.182e+5,1.045e-7,
230.803,1.543e+5,1.543e+5,1.042e-7,
230.808,4.182e+4,4.182e+4,1.038e-7,
230.813,1.032e+4,1.032e+4,1.035e-7,
230.818,2.318e+3,2.318e+3,1.031e-7,
230.823,4.741e+2,4.741e+2,1.028e-7,
230.828,8.826e+1,8.826e+1,1.024e-7,
230.833,1.496e+1,1.496e+1,1.021e-7,
230.838,2.308e+0,2.308e+0,1.017e-7,
230.843,3.242e-1,3.242e-1,1.014e-7,
230.848,4.145e-2,4.145e-2,1.010e-7,
230.853,4.825e-3,4.825e-3,1.006e-7,
230.858,5.113e-4,5.113e-4,1.003e-7,
230.863,4.933e-5,4.933e-5,9.994e-8,
230.868,4.332e-6,4.332e-6,9.959e-8,
230.873,3.464e-7,3.464e-7,9.924e-8,
230.878,2.521e-8,2.521e-8,9.889e-8,
230.883,1.670e-9,1.670e-9,9.854e-8,
230.888,1.008e-10,1.008e-10,9.819e-8,
231.083,7.008e-9,7.008e-9,8.448e-8,
231.088,1.127e-7,1.127e-7,8.413e-8,
231.093,1.649e-6,1.649e-6,8.378e-8,
231.098,2.199e-5,2.199e-5,8.343e-8,
231.103,2.670e-4,2.670e-4,8.308e-8,
231.108,2.953e-3,2.953e-3,8.273e-8,
231.113,2.974e-2,2.974e-2,8.237e-8,
231.118,2.728e-1,2.728e-1,8.202e-8,
231.123,2.279e+0,2.279e+0,8.167e-8,
231.128,1.734e+1,1.734e+1,8.132e-8,
231.133,1.201e+2,1.201e+2,8.097e-8,
231.138,7.582e+2,7.582e+2,8.062e-8,
231.143,4.357e+3,4.357e+3,8.027e-8,
231.148,2.280e+4,2.280e+4,7.992e-8,
231.153,1.087e+5,1.087e+5,7.956e-8,
231.158,4.719e+5,4.719e+5,7.921e-8,
231.163,1.866e+6,1.866e+6,7.886e-8,
231.168,6.717e+6,6.717e+6,7.851e-8,
231.173,2.203e+7,2.203e+7,7.816e-8,
231.178,6.579e+7,6.579e+7,7.781e-8,
231.183,1.789e+8,1.789e+8,7.746e-8,
231.188,4.432e+8,4.432e+8,7.710e-8,
231.193,9.998e+8,9.998e+8,7.675e-8,
231.198,2.054e+9,2.054e+9,7.640e-8,
231.203,3.844e+9,3.844e+9,7.605e-8,
231.208,6.550e+9,6.550e+9,7.570e-8,
231.213,1.016e+10,1.016e+10,7.535e-8,
231.218,1.437e+10,1.437e+10,7.500e-8,
231.223,1.849e+10,1.849e+10,7.464e-8,
231.228,2.168e+10,2.168e+10,7.429e-8,
231.233,2.315e+10,2.315e+10,7.394e-8,
231.238,2.251e+10,2.251e+10,7.359e-8,
231.243,1.993e+10,1.993e+10,7.324e-8,
231.248,1.607e+10,1.607e+10,7.289e-8,
231.253,1.181e+10,1.181e+10,7.254e-8,
231.258,7.897e+9,7.897e+9,7.218e-8,
231.263,4.811e+9,4.811e+9,7.183e-8,
231.268,2.669e+9,2.669e+9,7.148e-8,
231.273,1.349e+9,1.349e+9,7.113e-8,
231.278,6.206e+8,6.206e+8,7.078e-8,
231.283,2.601e+8,2.601e+8,7.043e-8,
231.288,9.927e+7,9.927e+7,7.008e-8,
231.293,3.451e+7,3.451e+7,6.972e-8,
231.298,1.092e+7,1.092e+7,6.937e-8,
231.303,3.150e+6,3.150e+6,6.902e-8,
231.308,8.306e+5,8.306e+5,6.867e-8,
231.313,2.164e+5,2.164e+5,6.832e-8,
231.318,1.302e+5,1.302e+5,6.797e-8,
231.323,3.791e+5,3.791e+5,6.762e-8,
231.328,1.437e+6,1.437e+6,6.726e-8,
231.333,5.063e+6,5.063e+6,6.691e-8,
231.338,1.627e+7,1.627e+7,6.656e-8,
231.343,4.761e+7,4.761e+7,6.621e-8,
231.348,1.269e+8,1.269e+8,6.586e-8,
231.353,3.081e+8,3.081e+8,6.551e-8,
231.358,6.815e+8,6.815e+8,6.516e-8,
231.363,1.373e+9,1.373e+9,6.481e-8,
231.368,2.519e+9,2.519e+9,6.445e-8,
231.373,4.210e+9,4.210e+9,6.410e-8,
231.378,6.408e+9,6.408e+9,6.375e-8,
231.383,8.886e+9,8.886e+9,6.340e-8,
231.388,1.122e+10,1.122e+10,6.305e-8,
231.393,1.291e+10,1.291e+10,6.270e-8,
231.398,1.353e+10,1.353e+10,6.235e-8,
231.403,1.291e+10,1.291e+10,6.199e-8,
231.408,1.122e+10,1.122e+10,6.164e-8,
231.413,8.886e+9,8.886e+9,6.129e-8,
231.418,6.408e+9,6.408e+9,6.094e-8,
231.423,4.210e+9,4.210e+9,6.059e-8,
231.428,2.519e+9,2.519e+9,6.024e-8,
231.433,1.373e+9,1.373e+9,5.989e-8,
231.438,6.815e+8,6.815e+8,5.953e-8,
231.443,3.081e+8,3.081e+8,5.918e-8,
231.448,1.269e+8,1.269e+8,5.883e-8,
231.453,4.761e+7,4.761e+7,5.848e-8,
231.458,1.627e+7,1.627e+7,9.318e-7,
231.463,5.062e+6,5.062e+6,1.353e-5,
231.468,1.435e+6,1.435e+6,1.789e-4,
231.473,3.706e+5,3.706e+5,2.155e-3,
231.478,8.715e+4,8.715e+4,2.365e-2,
231.483,1.867e+4,1.867e+4,2.364e-1,
231.488,3.645e+3,3.643e+3,2.153e+0,
231.493,6.653e+2,6.474e+2,1.787e+1,
231.498,2.399e+2,1.048e+2,1.351e+2,
231.503,9.455e+2,1.545e+1,9.301e+2,
231.508,5.837e+3,2.075e+0,5.835e+3,
