Wavelength (nm),Sum(calc),Mn I (3.3e-2),Mn II (9.6e-1)
288.184,2.317e+1,1.259e-9,2.317e+1
288.189,6.119e+0,1.259e-9,6.119e+0
288.194,1.521e+0,1.258e-9,1.521e+0
288.199,3.562e-1,1.258e-9,3.562e-1
288.204,7.850e-2,1.257e-9,7.850e-2
288.209,1.629e-2,1.257e-9,1.629e-2
288.214,3.184e-3,1.256e-9,3.184e-3
288.219,5.973e-4,1.256e-9,5.973e-4
288.224,1.832e-4,1.255e-9,1.832e-4
288.229,5.536e-4,1.255e-9,5.536e-4
288.234,3.323e-3,1.254e-9,3.323e-3
288.239,1.933e-2,1.254e-9,1.933e-2
288.244,1.060e-1,1.253e-9,1.060e-1
288.249,5.470e-1,1.253e-9,5.470e-1
288.254,2.659e+0,1.252e-9,2.659e+0
288.259,1.217e+1,1.252e-9,1.217e+1
288.264,5.245e+1,1.251e-9,5.245e+1
288.269,2.129e+2,1.251e-9,2.129e+2
288.274,8.136e+2,1.250e-9,8.136e+2
288.279,2.928e+3,1.250e-9,2.928e+3
288.284,9.922e+3,1.249e-9,9.922e+3
288.289,3.166e+4,1.249e-9,3.166e+4
288.294,9.514e+4,1.248e-9,9.514e+4
288.299,2.692e+5,1.248e-9,2.692e+5
288.304,7.172e+5,1.247e-9,7.172e+5
288.309,1.800e+6,1.247e-9,1.800e+6
288.314,4.251e+6,1.246e-9,4.251e+6
288.319,9.458e+6,1.246e-9,9.458e+6
288.324,1.981e+7,1.245e-9,1.981e+7
288.329,3.909e+7,1.245e-9,3.909e+7
288.334,7.260e+7,1.244e-9,7.260e+7
288.339,1.270e+8,1.244e-9,1.270e+8
288.344,2.092e+8,1.243e-9,2.092e+8
288.349,3.244e+8,1.243e-9,3.244e+8
288.354,4.738e+8,1.242e-9,4.738e+8
288.359,6.516e+8,1.242e-9,6.516e+8
288.364,8.439e+8,1.241e-9,8.439e+8
288.369,1.029e+9,1.241e-9,1.029e+9
288.374,1.182e+9,1.240e-9,1.182e+9
288.379,1.278e+9,1.240e-9,1.278e+9
288.384,1.302e+9,1.239e-9,1.302e+9
288.389,1.249e+9,1.239e-9,1.249e+9
288.394,1.129e+9,1.238e-9,1.129e+9
288.399,9.614e+8,1.238e-9,9.614e+8
288.404,7.721e+8,1.237e-9,7.721e+8
288.409,5.855e+8,1.237e-9,5.855e+8
288.414,4.200e+8,1.236e-9,4.200e+8
288.419,2.861e+8,1.236e-9,2.861e+8
288.424,1.865e+8,1.235e-9,1.865e+8
288.429,1.178e+8,1.235e-9,1.178e+8
288.434,7.413e+7,1.234e-9,7.413e+7
288.439,4.886e+7,1.234e-9,4.886e+7
288.444,3.680e+7,1.233e-9,3.680e+7
288.449,3.500e+7,1.233e-9,3.500e+7
288.454,4.319e+7,1.232e-9,4.319e+7
288.459,6.385e+7,1.232e-9,6.385e+7
288.464,1.021e+8,1.231e-9,1.021e+8
288.469,1.651e+8,1.231e-9,1.651e+8
288.474,2.606e+8,1.230e-9,2.606e+8
288.479,3.948e+8,1.230e-9,3.948e+8
288.484,5.690e+8,1.229e-9,5.690e+8
288.489,7.765e+8,1.229e-9,7.765e+8
288.494,1.001e+9,1.228e-9,1.001e+9
288.499,1.217e+9,1.228e-9,1.217e+9
288.504,1.396e+9,1.227e-9,1.396e+9
288.509,1.508e+9,1.227e-9,1.508e+9
288.514,1.534e+9,1.226e-9,1.534e+9
288.519,1.471e+9,1.226e-9,1.471e+9
288.524,1.328e+9,1.225e-9,1.328e+9
288.529,1.129e+9,1.225e-9,1.129e+9
288.534,9.038e+8,1.224e-9,9.038e+8
288.539,6.815e+8,1.224e-9,6.815e+8
288.544,4.839e+8,1.223e-9,4.839e+8
288.549,3.236e+8,1.223e-9,3.236e+8
288.554,2.038e+8,1.222e-9,2.038e+8
288.559,1.208e+8,1.222e-9,1.208e+8
288.564,6.749e+7,1.221e-9,6.749e+7
288.569,3.555e+7,1.220e-9,3.555e+7
288.574,1.779e+7,1.220e-9,1.779e+7
288.579,8.845e+6,1.219e-9,8.845e+6
288.584,5.418e+6,1.219e-9,5.418e+6
288.589,6.269e+6,1.218e-9,6.269e+6
288.594,1.241e+7,1.218e-9,1.241e+7
288.599,2.778e+7,1.217e-9,2.778e+7
288.604,6.058e+7,1.217e-9,6.058e+7
288.609,1.251e+8,1.216e-9,1.251e+8
288.614,2.435e+8,1.216e-9,2.435e+8
288.619,4.463e+8,1.215e-9,4.463e+8
288.624,7.704e+8,1.215e-9,7.704e+8
288.629,1.253e+9,1.214e-9,1.253e+9
288.634,1.918e+9,1.214e-9,1.918e+9
288.639,2.766e+9,1.213e-9,2.766e+9
288.644,3.756e+9,1.213e-9,3.756e+9
288.649,4.803e+9,1.212e-9,4.803e+9
288.654,5.785e+9,1.212e-9,5.785e+9
288.659,6.562e+9,1.211e-9,6.562e+9
288.664,7.010e+9,1.211e-9,7.010e+9
288.669,7.052e+9,1.210e-9,7.052e+9
288.674,6.681e+9,1.210e-9,6.681e+9
288.679,5.962e+9,1.209e-9,5.962e+9
288.684,5.009e+9,1.209e-9,5.009e+9
288.689,3.964e+9,1.208e-9,3.964e+9
288.694,2.954e+9,1.208e-9,2.954e+9
288.699,2.074e+9,1.207e-9,2.074e+9
288.704,1.371e+9,1.207e-9,1.371e+9
288.709,8.536e+8,1.206e-9,8.536e+8
288.714,5.013e+8,1.206e-9,5.013e+8
288.719,2.788e+8,1.205e-9,2.788e+8
288.724,1.494e+8,1.205e-9,1.494e+8
288.729,8.242e+7,1.204e-9,8.242e+7
288.734,5.628e+7,1.204e-9,5.628e+7
288.739,5.832e+7,1.203e-9,5.832e+7
288.744,8.302e+7,1.203e-9,8.302e+7
288.749,1.293e+8,1.202e-9,1.293e+8
288.754,1.977e+8,1.202e-9,1.977e+8
288.759,2.875e+8,1.201e-9,2.875e+8
288.764,3.947e+8,1.201e-9,3.947e+8
288.769,5.107e+8,1.200e-9,5.107e+8
288.774,6.224e+8,1.200e-9,6.224e+8
288.779,7.144e+8,1.199e-9,7.144e+8
288.784,7.723e+8,1.199e-9,7.723e+8
288.789,7.863e+8,1.198e-9,7.863e+8
288.794,7.540e+8,1.198e-9,7.540e+8
288.799,6.809e+8,1.197e-9,6.809e+8
288.804,5.792e+8,1.197e-9,5.792e+8
288.809,4.640e+8,1.196e-9,4.640e+8
288.814,3.502e+8,1.196e-9,3.502e+8
288.819,2.491e+8,1.195e-9,2.491e+8
288.824,1.671e+8,1.195e-9,1.671e+8
288.829,1.063e+8,1.194e-9,1.063e+8
288.834,6.476e+7,1.194e-9,6.476e+7
288.839,3.907e+7,1.193e-9,3.907e+7
288.844,2.517e+7,1.193e-9,2.517e+7
288.849,1.946e+7,1.192e-9,1.946e+7
288.853,1.886e+7,1.192e-9,1.886e+7
288.858,2.128e+7,1.191e-9,2.128e+7
288.863,2.594e+7,1.191e-9,2.594e+7
288.868,3.231e+7,1.190e-9,3.231e+7
288.873,4.129e+7,1.190e-9,4.129e+7
288.878,5.656e+7,1.189e-9,5.656e+7
288.883,8.717e+7,1.189e-9,8.717e+7
288.888,1.517e+8,1.188e-9,1.517e+8
288.893,2.842e+8,1.188e-9,2.842e+8
288.898,5.415e+8,1.187e-9,5.415e+8
288.903,1.010e+9,1.187e-9,1.010e+9
288.908,1.806e+9,1.186e-9,1.806e+9
288.913,3.071e+9,1.186e-9,3.071e+9
288.918,4.941e+9,1.185e-9,4.941e+9
288.923,7.514e+9,1.185e-9,7.514e+9
288.928,1.079e+10,1.184e-9,1.079e+10
288.933,1.462e+10,1.184e-9,1.462e+10
288.938,1.869e+10,1.183e-9,1.869e+10
288.943,2.256e+10,1.183e-9,2.256e+10
288.948,2.569e+10,1.182e-9,2.569e+10
288.953,2.761e+10,1.182e-9,2.761e+10
288.958,2.799e+10,1.181e-9,2.799e+10
288.963,2.678e+10,1.181e-9,2.678e+10
288.968,2.417e+10,1.180e-9,2.417e+10
288.973,2.059e+10,1.180e-9,2.059e+10
288.978,1.655e+10,1.179e-9,1.655e+10
288.983,1.254e+10,1.179e-9,1.254e+10
288.988,8.973e+9,1.178e-9,8.973e+9
288.993,6.054e+9,1.178e-9,6.054e+9
288.998,3.854e+9,1.177e-9,3.854e+9
289.003,2.314e+9,1.177e-9,2.314e+9
289.008,1.310e+9,1.176e-9,1.310e+9
289.013,7.000e+8,1.176e-9,7.000e+8
289.018,3.527e+8,1.175e-9,3.527e+8
289.023,1.676e+8,1.175e-9,1.676e+8
289.028,7.508e+7,1.174e-9,7.508e+7
289.033,3.174e+7,1.174e-9,3.174e+7
289.038,1.269e+7,1.173e-9,1.269e+7
289.043,4.916e+6,1.172e-9,4.916e+6
289.048,2.166e+6,1.172e-9,2.166e+6
289.053,1.877e+6,1.171e-9,1.877e+6
289.058,3.541e+6,1.171e-9,3.541e+6
289.063,8.156e+6,1.170e-9,8.156e+6
289.068,1.840e+7,1.170e-9,1.840e+7
289.073,3.931e+7,1.169e-9,3.931e+7
289.078,7.913e+7,1.169e-9,7.913e+7
289.083,1.501e+8,1.168e-9,1.501e+8
289.088,2.681e+8,1.168e-9,2.681e+8
289.093,4.510e+8,1.167e-9,4.510e+8
289.098,7.149e+8,1.167e-9,7.149e+8
289.103,1.067e+9,1.166e-9,1.067e+9
289.108,1.501e+9,1.166e-9,1.501e+9
289.113,1.988e+9,1.165e-9,1.988e+9
289.118,2.480e+9,1.165e-9,2.480e+9
289.123,2.915e+9,1.164e-9,2.915e+9
289.128,3.227e+9,1.164e-9,3.227e+9
289.133,3.365e+9,1.163e-9,3.365e+9
289.138,3.305e+9,1.163e-9,3.305e+9
289.143,3.058e+9,1.162e-9,3.058e+9
289.148,2.665e+9,1.162e-9,2.665e+9
289.153,2.189e+9,1.161e-9,2.189e+9
289.158,1.695e+9,1.161e-9,1.695e+9
289.163,1.241e+9,1.160e-9,1.241e+9
289.168,8.666e+8,1.160e-9,8.666e+8
289.173,5.941e+8,1.159e-9,5.941e+8
289.178,4.336e+8,1.159e-9,4.336e+8
289.183,3.918e+8,1.158e-9,3.918e+8
289.188,4.798e+8,1.158e-9,4.798e+8
289.193,7.172e+8,1.157e-9,7.172e+8
289.198,1.130e+9,1.157e-9,1.130e+9
289.203,1.741e+9,1.156e-9,1.741e+9
289.208,2.556e+9,1.156e-9,2.556e+9
289.213,3.546e+9,1.155e-9,3.546e+9
289.218,4.638e+9,1.155e-9,4.638e+9
289.223,5.717e+9,1.154e-9,5.717e+9
289.228,6.638e+9,1.154e-9,6.638e+9
289.233,7.261e+9,1.153e-9,7.261e+9
289.238,7.481e+9,1.153e-9,7.481e+9
289.243,7.260e+9,1.152e-9,7.260e+9
289.248,6.638e+9,1.152e-9,6.638e+9
289.253,5.717e+9,1.151e-9,5.717e+9
289.258,4.638e+9,1.151e-9,4.638e+9
289.263,3.544e+9,1.150e-9,3.544e+9
289.268,2.551e+9,1.150e-9,2.551e+9
289.273,1.730e+9,1.149e-9,1.730e+9
289.278,1.105e+9,1.149e-9,1.105e+9
289.283,6.648e+8,1.148e-9,6.648e+8
289.288,3.768e+8,1.148e-9,3.768e+8
289.293,2.012e+8,1.147e-9,2.012e+8
289.298,1.013e+8,1.147e-9,1.013e+8
289.303,4.823e+7,1.146e-9,4.823e+7
289.308,2.215e+7,1.146e-9,2.215e+7
289.313,1.081e+7,1.145e-9,1.081e+7
289.318,7.682e+6,1.145e-9,7.682e+6
289.323,1.013e+7,1.144e-9,1.013e+7
289.328,1.816e+7,1.144e-9,1.816e+7
289.333,3.367e+7,1.143e-9,3.367e+7
289.338,5.985e+7,1.143e-9,5.985e+7
289.343,1.005e+8,1.142e-9,1.005e+8
289.348,1.592e+8,1.142e-9,1.592e+8
289.353,2.375e+8,1.141e-9,2.375e+8
289.358,3.338e+8,1.141e-9,3.338e+8
289.363,4.419e+8,1.140e-9,4.419e+8
289.368,5.512e+8,1.140e-9,5.512e+8
289.373,6.476e+8,1.139e-9,6.476e+8
289.378,7.168e+8,1.139e-9,7.168e+8
289.383,7.474e+8,1.138e-9,7.474e+8
289.388,7.341e+8,1.138e-9,7.341e+8
289.393,6.793e+8,1.137e-9,6.793e+8
289.398,5.921e+8,1.137e-9,5.921e+8
289.403,4.862e+8,1.136e-9,4.862e+8
289.408,3.761e+8,1.136e-9,3.761e+8
289.413,2.741e+8,1.135e-9,2.741e+8
289.418,1.882e+8,1.135e-9,1.882e+8
289.423,1.217e+8,1.134e-9,1.217e+8
289.428,7.414e+7,1.134e-9,7.414e+7
289.433,4.255e+7,1.133e-9,4.255e+7
289.438,2.301e+7,1.132e-9,2.301e+7
289.443,1.172e+7,1.132e-9,1.172e+7
289.448,5.622e+6,1.131e-9,5.622e+6
289.453,2.541e+6,1.131e-9,2.541e+6
289.458,1.082e+6,1.130e-9,1.082e+6
289.463,4.340e+5,1.130e-9,4.340e+5
289.468,1.640e+5,1.129e-9,1.640e+5
289.473,5.837e+4,1.129e-9,5.837e+4
289.478,1.957e+4,1.128e-9,1.957e+4
289.483,6.184e+3,1.128e-9,6.184e+3
289.488,1.840e+3,1.127e-9,1.840e+3
289.493,5.159e+2,1.127e-9,5.159e+2
289.498,1.362e+2,1.126e-9,1.362e+2
289.503,3.390e+1,1.126e-9,3.390e+1
289.508,7.944e+0,1.125e-9,7.944e+0
289.513,1.754e+0,1.125e-9,1.754e+0
289.518,3.648e-1,1.124e-9,3.648e-1
289.523,7.148e-2,1.124e-9,7.148e-2
289.528,1.319e-2,1.123e-9,1.319e-2
289.533,2.294e-3,1.123e-9,2.294e-3
289.538,3.790e-4,1.122e-9,3.790e-4
289.543,8.148e-5,1.122e-9,8.148e-5
289.548,1.694e-4,1.121e-9,1.694e-4
289.553,1.040e-3,1.121e-9,1.040e-3
289.558,6.315e-3,1.120e-9,6.315e-3
289.563,3.618e-2,1.120e-9,3.618e-2
289.568,1.953e-1,1.119e-9,1.953e-1
289.573,9.930e-1,1.119e-9,9.930e-1
289.578,4.758e+0,1.118e-9,4.758e+0
289.583,2.148e+1,1.118e-9,2.148e+1
289.588,9.134e+1,1.117e-9,9.134e+1
289.593,3.660e+2,1.117e-9,3.660e+2
289.598,1.382e+3,1.116e-9,1.382e+3
289.603,4.915e+3,1.116e-9,4.915e+3
289.608,1.647e+4,1.115e-9,1.647e+4
289.613,5.201e+4,1.115e-9,5.201e+4
289.618,1.547e+5,1.114e-9,1.547e+5
289.623,4.337e+5,1.114e-9,4.337e+5
289.628,1.145e+6,1.113e-9,1.145e+6
289.633,2.849e+6,1.113e-9,2.849e+6
289.638,6.679e+6,1.112e-9,6.679e+6
289.643,1.475e+7,1.112e-9,1.475e+7
289.648,3.069e+7,1.111e-9,3.069e+7
289.653,6.017e+7,1.111e-9,6.017e+7
289.658,1.111e+8,1.110e-9,1.111e+8
289.663,1.934e+8,1.110e-9,1.934e+8
289.668,3.171e+8,1.109e-9,3.171e+8
289.673,4.899e+8,1.109e-9,4.899e+8
289.678,7.130e+8,1.108e-9,7.130e+8
289.683,9.777e+8,1.108e-9,9.777e+8
289.688,1.263e+9,1.107e-9,1.263e+9
289.693,1.538e+9,1.107e-9,1.538e+9
289.698,1.763e+9,1.106e-9,1.763e+9
289.703,1.905e+9,1.106e-9,1.905e+9
289.708,1.940e+9,1.105e-9,1.940e+9
289.713,1.860e+9,1.105e-9,1.860e+9
289.718,1.681e+9,1.104e-9,1.681e+9
289.723,1.431e+9,1.104e-9,1.431e+9
289.727,1.206e+9,1.103e-9,1.206e+9
289.732,9.223e+8,1.103e-9,9.223e+8
289.737,6.646e+8,1.102e-9,6.646e+8
289.742,4.512e+8,1.102e-9,4.512e+8
289.747,2.886e+8,1.101e-9,2.886e+8
289.752,1.739e+8,1.101e-9,1.739e+8
289.757,9.877e+7,1.100e-9,9.877e+7
289.762,5.285e+7,1.100e-9,5.285e+7
289.767,2.665e+7,1.099e-9,2.665e+7
289.772,1.271e+7,1.099e-9,1.271e+7
289.777,5.866e+6,1.098e-9,5.866e+6
289.782,2.994e+6,1.098e-9,2.994e+6
289.787,2.629e+6,1.097e-9,2.629e+6
289.792,4.739e+6,1.097e-9,4.739e+6
289.797,1.089e+7,1.096e-9,1.089e+7
289.802,2.497e+7,1.096e-9,2.497e+7
289.807,5.438e+7,1.095e-9,5.438e+7
289.812,1.117e+8,1.095e-9,1.117e+8
289.817,2.164e+8,1.094e-9,2.164e+8
289.822,3.949e+8,1.094e-9,3.949e+8
289.827,6.792e+8,1.093e-9,6.792e+8
289.832,1.101e+9,1.093e-9,1.101e+9
289.837,1.683e+9,1.092e-9,1.683e+9
289.842,2.424e+9,1.092e-9,2.424e+9
289.847,3.292e+9,1.091e-9,3.292e+9
289.852,4.218e+9,1.091e-9,4.218e+9
289.857,5.099e+9,1.090e-9,5.099e+9
289.862,5.818e+9,1.090e-9,5.818e+9
289.867,6.270e+9,1.089e-9,6.270e+9
289.872,6.389e+9,1.089e-9,6.389e+9
289.877,6.160e+9,1.088e-9,6.160e+9
289.882,5.628e+9,1.088e-9,5.628e+9
289.887,4.881e+9,1.087e-9,4.881e+9
289.892,4.028e+9,1.087e-9,4.028e+9
289.897,3.169e+9,1.086e-9,3.169e+9
289.902,2.384e+9,1.086e-9,2.384e+9
289.907,1.720e+9,1.085e-9,1.720e+9
289.912,1.193e+9,1.084e-9,1.193e+9
289.917,7.973e+8,1.084e-9,7.973e+8
289.922,5.142e+8,1.083e-9,5.142e+8
289.927,3.203e+8,1.083e-9,3.203e+8
289.932,1.932e+8,1.082e-9,1.932e+8
289.937,1.144e+8,1.082e-9,1.144e+8
289.942,7.066e+7,1.081e-9,7.066e+7
289.947,5.438e+7,1.081e-9,5.438e+7
289.952,6.466e+7,1.080e-9,6.466e+7
289.957,1.081e+8,1.080e-9,1.081e+8
289.962,1.997e+8,1.079e-9,1.997e+8
289.967,3.632e+8,1.079e-9,3.632e+8
289.972,6.292e+8,1.078e-9,6.292e+8
289.977,1.030e+9,1.078e-9,1.030e+9
289.982,1.589e+9,1.077e-9,1.589e+9
289.987,2.311e+9,1.077e-9,2.311e+9
289.992,3.166e+9,1.076e-9,3.166e+9
289.997,4.089e+9,1.076e-9,4.089e+9
290.002,4.975e+9,1.075e-9,4.975e+9
290.007,5.704e+9,1.075e-9,5.704e+9
290.012,6.162e+9,1.074e-9,6.162e+9
290.017,6.273e+9,1.074e-9,6.273e+9
290.022,6.017e+9,1.073e-9,6.017e+9
290.027,5.439e+9,1.073e-9,5.439e+9
290.032,4.632e+9,1.072e-9,4.632e+9
290.037,3.718e+9,1.072e-9,3.718e+9
290.042,2.811e+9,1.071e-9,2.811e+9
290.047,2.003e+9,1.071e-9,2.003e+9
290.052,1.345e+9,1.070e-9,1.345e+9
290.057,8.512e+8,1.070e-9,8.512e+8
290.062,5.075e+8,1.069e-9,5.075e+8
290.067,2.851e+8,1.069e-9,2.851e+8
290.072,1.509e+8,1.068e-9,1.509e+8
290.077,7.528e+7,1.068e-9,7.528e+7
290.082,3.538e+7,1.067e-9,3.538e+7
290.087,1.567e+7,1.067e-9,1.567e+7
290.092,6.540e+6,1.066e-9,6.540e+6
290.097,2.572e+6,1.066e-9,2.572e+6
290.102,9.530e+5,1.065e-9,9.530e+5
290.107,3.328e+5,1.065e-9,3.328e+5
290.112,1.095e+5,1.064e-9,1.095e+5
290.117,3.394e+4,1.064e-9,3.394e+4
290.122,9.916e+3,1.063e-9,9.916e+3
290.127,2.730e+3,1.063e-9,2.730e+3
290.132,7.080e+2,1.062e-9,7.080e+2
290.137,1.730e+2,1.062e-9,1.730e+2
290.142,3.986e+1,1.061e-9,3.986e+1
290.147,8.666e+0,1.061e-9,8.666e+0
290.152,1.859e+0,1.060e-9,1.859e+0
290.157,7.914e-1,1.060e-9,7.914e-1
290.162,2.182e+0,1.059e-9,2.182e+0
290.167,9.410e+0,1.059e-9,9.410e+0
290.172,3.928e+1,1.058e-9,3.928e+1
290.177,1.547e+2,1.058e-9,1.547e+2
290.182,5.739e+2,1.057e-9,5.739e+2
290.187,2.007e+3,1.057e-9,2.007e+3
290.192,6.615e+3,1.056e-9,6.615e+3
290.197,2.054e+4,1.056e-9,2.054e+4
290.202,6.013e+4,1.055e-9,6.013e+4
290.207,1.659e+5,1.055e-9,1.659e+5
290.212,4.311e+5,1.054e-9,4.311e+5
290.217,1.056e+6,1.054e-9,1.056e+6
290.222,2.438e+6,1.053e-9,2.438e+6
290.227,5.304e+6,1.053e-9,5.304e+6
290.232,1.087e+7,1.052e-9,1.087e+7
290.237,2.101e+7,1.052e-9,2.101e+7
290.242,3.826e+7,1.051e-9,3.826e+7
290.247,6.564e+7,1.051e-9,6.564e+7
290.252,1.061e+8,1.050e-9,1.061e+8
290.257,1.618e+8,1.050e-9,1.618e+8
290.262,2.323e+8,1.049e-9,2.323e+8
290.267,3.144e+8,1.049e-9,3.144e+8
290.272,4.010e+8,1.048e-9,4.010e+8
290.277,4.820e+8,1.048e-9,4.820e+8
290.282,5.459e+8,1.047e-9,5.459e+8
290.287,5.827e+8,1.047e-9,5.827e+8
290.292,5.862e+8,1.046e-9,5.862e+8
290.297,5.557e+8,1.045e-9,5.557e+8
290.302,4.965e+8,1.045e-9,4.965e+8
290.307,4.180e+8,1.044e-9,4.180e+8
290.312,3.316e+8,1.044e-9,3.316e+8
290.317,2.480e+8,1.043e-9,2.480e+8
290.322,1.747e+8,1.043e-9,1.747e+8
290.327,1.160e+8,1.042e-9,1.160e+8
290.332,7.261e+7,1.042e-9,7.261e+7
290.337,4.282e+7,1.041e-9,4.282e+7
290.342,2.380e+7,1.041e-9,2.380e+7
290.347,1.246e+7,1.040e-9,1.246e+7
290.352,6.153e+6,1.040e-9,6.153e+6
290.357,2.864e+6,1.039e-9,2.864e+6
290.362,1.260e+6,1.039e-9,1.260e+6
290.367,5.359e+5,1.038e-9,5.359e+5
290.372,2.514e+5,1.038e-9,2.514e+5
290.377,2.069e+5,1.037e-9,2.069e+5
290.382,3.632e+5,1.037e-9,3.632e+5
290.387,8.244e+5,1.036e-9,8.244e+5
290.392,1.878e+6,1.036e-9,1.878e+6
290.397,4.100e+6,1.035e-9,4.100e+6
290.402,8.514e+6,1.035e-9,8.514e+6
290.407,1.680e+7,1.034e-9,1.680e+7
290.412,3.149e+7,1.034e-9,3.149e+7
290.417,5.600e+7,1.033e-9,5.600e+7
290.422,9.447e+7,1.033e-9,9.447e+7
290.427,1.510e+8,1.032e-9,1.510e+8
290.432,2.288e+8,1.032e-9,2.288e+8
290.437,3.280e+8,1.031e-9,3.280e+8
290.442,4.449e+8,1.031e-9,4.449e+8
290.447,5.708e+8,1.030e-9,5.708e+8
290.452,6.924e+8,1.030e-9,6.924e+8
290.457,7.940e+8,1.029e-9,7.940e+8
290.462,8.613e+8,1.029e-9,8.613e+8
290.467,8.846e+8,1.028e-9,8.846e+8
290.472,8.625e+8,1.028e-9,8.625e+8
290.477,8.025e+8,1.027e-9,8.025e+8
290.482,7.196e+8,1.027e-9,7.196e+8
290.487,6.327e+8,1.026e-9,6.327e+8
290.492,5.594e+8,1.026e-9,5.594e+8
290.497,5.124e+8,1.025e-9,5.124e+8
290.502,4.962e+8,1.025e-9,4.962e+8
290.507,5.067e+8,1.024e-9,5.067e+8
290.512,5.330e+8,1.024e-9,5.330e+8
290.517,5.604e+8,1.023e-9,5.604e+8
290.522,5.750e+8,1.023e-9,5.750e+8
290.527,5.667e+8,1.022e-9,5.667e+8
290.532,5.318e+8,1.022e-9,5.318e+8
290.537,4.727e+8,1.021e-9,4.727e+8
290.542,3.970e+8,1.021e-9,3.970e+8
290.547,3.147e+8,1.020e-9,3.147e+8
290.552,2.352e+8,1.020e-9,2.352e+8
290.557,1.658e+8,1.019e-9,1.658e+8
290.562,1.102e+8,1.019e-9,1.102e+8
290.567,6.898e+7,1.018e-9,6.898e+7
290.572,4.071e+7,1.018e-9,4.071e+7
290.577,2.265e+7,1.017e-9,2.265e+7
290.582,1.187e+7,1.017e-9,1.187e+7
290.587,5.867e+6,1.016e-9,5.867e+6
290.592,2.733e+6,1.016e-9,2.733e+6
290.596,1.421e+6,1.015e-9,1.421e+6
290.601,5.951e+5,1.015e-9,5.951e+5
290.606,2.358e+5,1.014e-9,2.358e+5
290.611,9.051e+4,1.014e-9,9.051e+4
290.616,3.964e+4,1.013e-9,3.964e+4
290.621,3.392e+4,1.013e-9,3.392e+4
290.626,6.219e+4,1.012e-9,6.219e+4
290.631,1.390e+5,1.012e-9,1.390e+5
290.636,3.047e+5,1.011e-9,3.047e+5
290.641,6.336e+5,1.011e-9,6.336e+5
290.646,1.244e+6,1.010e-9,1.244e+6
290.651,2.307e+6,1.010e-9,2.307e+6
290.656,4.040e+6,1.009e-9,4.040e+6
290.661,6.685e+6,1.009e-9,6.685e+6
290.666,1.046e+7,1.008e-9,1.046e+7
290.671,1.548e+7,1.008e-9,1.548e+7
290.676,2.170e+7,1.007e-9,2.170e+7
290.681,2.884e+7,1.007e-9,2.884e+7
290.686,3.637e+7,1.006e-9,3.637e+7
290.691,4.356e+7,1.006e-9,4.356e+7
290.696,4.964e+7,1.005e-9,4.964e+7
290.701,5.387e+7,1.005e-9,5.387e+7
290.706,5.576e+7,1.004e-9,5.576e+7
290.711,5.508e+7,1.004e-9,5.508e+7
290.716,5.198e+7,1.003e-9,5.198e+7
290.721,4.688e+7,1.003e-9,4.688e+7
290.726,4.042e+7,1.002e-9,4.042e+7
290.731,3.329e+7,1.002e-9,3.329e+7
290.736,2.619e+7,1.001e-9,2.619e+7
290.741,1.965e+7,1.001e-9,1.965e+7
290.746,1.405e+7,1.000e-9,1.405e+7
290.751,9.559e+6,9.995e-10,9.559e+6
290.756,6.182e+6,9.990e-10,6.182e+6
290.761,3.796e+6,9.985e-10,3.796e+6
290.766,2.210e+6,9.980e-10,2.210e+6
290.771,1.219e+6,9.975e-10,1.219e+6
290.776,6.364e+5,9.970e-10,6.364e+5
290.781,3.142e+5,9.965e-10,3.142e+5
290.786,1.466e+5,9.960e-10,1.466e+5
290.791,6.462e+4,9.955e-10,6.462e+4
290.796,2.690e+4,9.950e-10,2.690e+4
290.801,1.057e+4,9.945e-10,1.057e+4
290.806,3.918e+3,9.940e-10,3.918e+3
290.811,1.370e+3,9.934e-10,1.370e+3
290.816,4.520e+2,9.929e-10,4.520e+2
290.821,1.406e+2,9.924e-10,1.406e+2
290.826,4.126e+1,9.919e-10,4.126e+1
290.831,1.141e+1,9.914e-10,1.141e+1
290.836,2.976e+0,9.909e-10,2.976e+0
290.841,7.318e-1,9.904e-10,7.318e-1
290.846,1.696e-1,9.899e-10,1.696e-1
290.851,3.707e-2,9.894e-10,3.707e-2
290.856,7.636e-3,9.889e-10,7.636e-3
290.861,1.483e-3,9.884e-10,1.483e-3
290.866,2.714e-4,9.879e-10,2.714e-4
290.871,4.682e-5,9.874e-10,4.682e-5
290.876,7.613e-6,9.869e-10,7.613e-6
290.881,1.167e-6,9.864e-10,1.167e-6
290.886,1.686e-7,9.858e-10,1.686e-7
290.891,2.296e-8,9.853e-10,2.296e-8
290.896,2.947e-9,9.848e-10,2.947e-9
290.901,3.566e-10,9.843e-10,3.566e-10
290.906,4.067e-11,9.838e-10,4.067e-11
291.121,9.533e-11,9.620e-10,9.533e-11
291.126,8.893e-10,9.615e-10,8.893e-10
291.131,7.820e-9,9.610e-10,7.820e-9
291.136,6.484e-8,9.605e-10,6.484e-8
291.141,5.068e-7,9.600e-10,5.068e-7
291.146,3.735e-6,9.595e-10,3.735e-6
291.151,2.595e-5,9.590e-10,2.595e-5
291.156,1.700e-4,9.585e-10,1.700e-4
291.161,1.050e-3,9.580e-10,1.050e-3
291.166,6.111e-3,9.575e-10,6.111e-3
291.171,3.354e-2,9.570e-10,3.354e-2
291.176,1.736e-1,9.565e-10,1.736e-1
