Wavelength (nm),Au I
242.27,1.209e-7
242.29,2.723e-6
242.31,5.428e-5
242.32,2.315e-4
242.34,3.842e-3
242.36,5.643e-2
242.38,7.336e-1
242.39,2.527e+0
242.41,2.735e+1
242.43,2.619e+2
242.45,2.221e+3
242.46,6.176e+3
242.48,4.360e+4
242.50,2.723e+5
242.52,1.506e+6
242.53,3.382e+6
242.55,1.557e+7
242.57,6.342e+7
242.59,2.287e+8
242.60,4.147e+8
242.62,1.245e+9
242.64,3.308e+9
242.66,7.777e+9
242.67,1.139e+10
242.69,2.230e+10
242.71,3.864e+10
242.73,5.925e+10
242.75,8.041e+10
242.76,8.948e+10
242.78,1.011e+11
242.80,1.011e+11
242.82,8.948e+10
242.83,8.041e+10
242.85,5.925e+10
242.87,3.864e+10
242.89,2.230e+10
242.90,1.618e+10
242.92,7.777e+9
242.94,3.308e+9
242.96,1.245e+9
242.97,7.296e+8
242.99,2.287e+8
243.01,6.342e+7
243.03,1.557e+7
243.04,7.367e+6
243.06,1.506e+6
243.08,2.723e+5
243.10,4.360e+4
243.11,1.666e+4
243.13,2.221e+3
243.15,2.619e+2
243.17,2.735e+1
243.18,8.440e+0
243.20,7.336e-1
243.22,5.643e-2
243.24,3.842e-3
243.25,9.575e-4
243.27,5.428e-5
243.29,2.723e-6
243.31,1.209e-7
243.33,4.750e-9
243.34,8.995e-10
243.36,2.943e-11
243.38,8.520e-13
243.40,2.183e-14
243.41,3.339e-15
263.47,9.760e-18
263.49,3.095e-16
263.50,1.677e-15
263.52,4.557e-14
263.54,1.117e-12
263.56,2.468e-11
263.57,1.116e-10
263.59,2.113e-9
263.61,3.609e-8
263.63,5.559e-7
263.64,2.099e-6
263.66,2.769e-5
263.68,3.295e-4
263.70,3.537e-3
263.72,3.424e-2
263.73,1.025e-1
263.75,8.500e-1
263.77,6.358e+0
263.79,4.289e+1
263.80,1.072e+2
263.82,6.194e+2
263.84,3.229e+3
263.86,1.518e+4
263.87,3.166e+4
263.89,1.275e+5
263.91,4.631e+5
263.93,1.517e+6
263.94,2.642e+6
263.96,7.415e+6
263.98,1.877e+7
264.00,4.285e+7
264.01,6.229e+7
264.03,1.218e+8
264.05,2.149e+8
264.07,3.419e+8
264.08,4.149e+8
264.10,5.654e+8
264.12,6.950e+8
264.14,7.705e+8
264.15,7.805e+8
264.17,7.413e+8
264.19,6.350e+8
264.21,4.906e+8
264.22,4.149e+8
264.24,2.746e+8
264.26,1.639e+8
264.28,8.824e+7
264.30,4.285e+7
264.31,2.873e+7
264.33,1.195e+7
264.35,4.484e+6
264.37,1.517e+6
264.38,8.492e+5
264.40,2.462e+5
264.42,6.436e+4
264.44,1.518e+4
264.45,7.091e+3
264.47,1.432e+3
264.49,2.610e+2
264.51,4.289e+1
264.52,1.673e+1
264.54,2.355e+0
264.56,2.990e-1
264.58,3.424e-2
264.59,1.115e-2
264.61,1.094e-3
264.63,9.677e-5
264.65,7.723e-6
264.66,2.099e-6
264.68,1.435e-7
264.70,8.847e-9
264.72,4.920e-10
264.73,1.116e-10
264.75,5.318e-12
264.77,2.285e-13
264.79,8.855e-15
264.80,1.677e-15
266.91,3.637e-15
266.93,1.056e-13
266.95,2.772e-12
266.97,6.582e-11
266.98,3.088e-10
267.00,6.306e-9
267.02,1.165e-7
267.04,1.945e-6
267.05,7.653e-6
267.07,1.099e-4
267.09,1.428e-3
267.11,1.677e-2
267.13,1.781e-1
267.14,5.590e-1
267.16,5.106e+0
267.18,4.218e+1
267.20,3.151e+2
267.21,8.294e+2
267.23,5.329e+3
267.25,3.096e+4
267.27,1.627e+5
267.28,3.591e+5
267.30,1.623e+6
267.32,6.632e+6
267.34,2.451e+7
267.35,4.537e+7
267.37,1.442e+8
267.39,4.145e+8
267.41,1.077e+9
267.42,1.673e+9
267.44,3.739e+9
267.46,7.558e+9
267.48,1.382e+10
267.49,1.799e+10
267.51,2.828e+10
267.53,4.022e+10
267.55,5.171e+10
267.56,5.646e+10
267.58,6.244e+10
267.60,6.244e+10
267.62,5.646e+10
267.63,5.171e+10
267.65,4.022e+10
267.67,2.828e+10
267.69,1.799e+10
267.71,1.035e+10
267.72,7.558e+9
267.74,3.739e+9
267.76,1.673e+9
267.78,6.767e+8
267.79,4.145e+8
267.81,1.442e+8
267.83,4.537e+7
267.85,1.291e+7
267.86,6.632e+6
267.88,1.623e+6
267.90,3.591e+5
267.92,7.187e+4
267.93,3.096e+4
267.95,5.329e+3
267.97,8.294e+2
267.99,1.168e+2
268.00,4.218e+1
268.02,5.106e+0
268.04,5.590e-1
268.06,5.534e-2
268.07,1.677e-2
268.09,1.428e-3
268.11,1.099e-4
268.13,7.653e-6
268.14,1.945e-6
268.16,1.165e-7
268.18,6.306e-9
268.20,3.088e-10
268.21,6.582e-11
268.23,2.772e-12
268.25,1.056e-13
268.27,3.637e-15
274.14,9.749e-16
274.16,2.492e-14
274.17,1.216e-13
274.19,2.694e-12
274.21,5.426e-11
274.23,9.935e-10
274.24,4.102e-9
274.26,6.511e-8
274.28,9.394e-7
274.30,1.232e-5
274.31,4.306e-5
274.33,4.895e-4
274.35,5.059e-3
274.37,4.753e-2
274.38,1.406e-1
274.40,1.145e+0
274.42,8.474e+0
274.44,5.703e+1
274.45,1.428e+2
274.47,8.327e+2
274.49,4.416e+3
274.51,2.129e+4
274.53,9.328e+4
274.54,1.884e+5
274.56,7.157e+5
274.58,2.471e+6
274.60,7.758e+6
274.61,1.326e+7
274.63,3.608e+7
274.65,8.925e+7
274.67,2.007e+8
274.68,2.904e+8
274.70,5.659e+8
274.72,1.003e+9
274.74,1.615e+9
274.75,1.978e+9
274.77,2.761e+9
274.79,3.504e+9
274.81,4.042e+9
274.82,4.190e+9
274.84,4.190e+9
274.86,3.809e+9
274.88,3.147e+9
274.89,2.761e+9
274.91,1.978e+9
274.93,1.288e+9
274.95,7.623e+8
274.96,5.659e+8
274.98,2.904e+8
275.00,1.354e+8
275.02,5.743e+7
275.04,2.214e+7
275.05,1.326e+7
275.07,4.431e+6
275.09,1.346e+6
275.11,3.716e+5
275.12,1.884e+5
275.14,4.509e+4
275.16,9.811e+3
275.18,1.940e+3
275.19,8.327e+2
275.21,1.428e+2
275.23,2.225e+1
275.25,3.152e+0
275.26,1.145e+0
275.28,1.406e-1
275.30,1.569e-2
275.32,1.592e-3
275.33,4.895e-4
275.35,4.306e-5
275.37,3.443e-6
275.39,2.503e-7
275.40,6.511e-8
275.42,4.102e-9
275.44,2.350e-10
275.46,1.223e-11
275.47,2.694e-12
275.49,1.216e-13
275.51,4.988e-15
311.51,1.025e-14
311.53,1.695e-13
311.54,6.703e-13
311.56,9.924e-12
311.58,1.365e-10
311.60,1.743e-9
311.61,6.058e-9
311.63,6.926e-8
311.65,7.355e-7
311.67,7.254e-6
311.68,2.216e-5
311.70,1.957e-4
311.72,1.605e-3
311.74,1.222e-2
311.75,3.281e-2
311.77,2.237e-1
311.79,1.417e+0
311.81,8.335e+0
311.82,1.966e+1
311.84,1.035e+2
311.86,5.064e+2
311.88,2.301e+3
311.90,9.708e+3
311.91,1.940e+4
311.93,7.327e+4
311.95,2.571e+5
311.97,8.377e+5
311.98,1.471e+6
312.00,4.290e+6
312.02,1.162e+7
312.04,2.926e+7
312.05,4.514e+7
312.07,1.017e+8
312.09,2.128e+8
312.11,4.136e+8
312.12,5.608e+8
312.14,9.757e+8
312.16,1.577e+9
312.18,2.366e+9
312.19,2.820e+9
312.21,3.789e+9
312.23,4.728e+9
312.25,5.480e+9
312.26,5.739e+9
312.28,5.955e+9
312.30,5.739e+9
312.32,5.138e+9
312.33,4.728e+9
312.35,3.789e+9
312.37,2.820e+9
312.39,1.949e+9
312.40,1.577e+9
312.42,9.757e+8
312.44,5.608e+8
312.46,2.994e+8
312.48,1.485e+8
312.49,1.017e+8
312.51,4.514e+7
312.53,1.861e+7
312.55,7.128e+6
312.56,4.290e+6
312.58,1.471e+6
312.60,4.683e+5
312.62,1.385e+5
312.63,7.327e+4
312.65,1.940e+4
312.67,4.770e+3
312.69,1.089e+3
312.70,5.064e+2
312.72,1.035e+2
312.74,1.966e+1
312.76,3.468e+0
312.77,1.417e+0
312.79,2.237e-1
312.81,3.281e-2
312.83,4.469e-3
312.84,1.605e-3
312.86,1.957e-4
312.88,2.216e-5
312.90,2.331e-6
312.91,7.355e-7
312.93,6.926e-8
312.95,6.058e-9
312.97,4.922e-10
312.98,1.365e-10
313.00,9.924e-12
313.02,6.703e-13
313.04,4.206e-14
331.20,2.035e-16
331.21,7.700e-16
331.23,1.050e-14
331.25,1.341e-13
331.27,1.604e-12
331.28,5.416e-12
331.30,5.875e-11
331.32,5.970e-10
331.34,5.684e-9
331.35,1.711e-8
331.37,1.477e-7
331.39,1.194e-6
331.41,9.046e-6
331.42,2.429e-5
331.44,1.668e-4
331.46,1.073e-3
331.48,6.468e-3
331.49,1.549e-2
331.51,8.466e-2
331.53,4.334e-1
331.55,2.078e+0
331.56,4.440e+0
331.58,1.930e+1
331.60,7.861e+1
331.62,2.999e+2
331.63,5.716e+2
331.65,1.977e+3
331.67,6.407e+3
331.69,1.945e+4
331.70,3.306e+4
331.72,9.100e+4
331.74,2.346e+5
331.76,5.666e+5
331.78,1.282e+6
331.79,1.881e+6
331.81,3.859e+6
331.83,7.416e+6
331.85,1.335e+7
331.86,1.748e+7
331.88,2.853e+7
331.90,4.361e+7
331.92,6.246e+7
331.93,7.294e+7
331.95,9.472e+7
331.97,1.152e+8
331.99,1.313e+8
332.00,1.368e+8
332.02,1.413e+8
332.04,1.368e+8
332.06,1.240e+8
332.07,1.152e+8
332.09,9.472e+7
332.11,7.294e+7
332.13,5.262e+7
332.14,4.361e+7
332.16,2.853e+7
332.18,1.748e+7
332.20,1.003e+7
332.21,7.416e+6
332.23,3.859e+6
332.25,1.881e+6
332.27,8.592e+5
332.28,5.666e+5
332.30,2.346e+5
332.32,9.100e+4
332.34,3.306e+4
332.36,1.125e+4
332.37,6.407e+3
332.39,1.977e+3
332.41,5.716e+2
332.43,1.548e+2
332.44,7.861e+1
332.46,1.930e+1
332.48,4.440e+0
332.50,9.567e-1
332.51,4.334e-1
332.53,8.466e-2
332.55,1.549e-2
332.57,2.656e-3
332.58,1.073e-3
332.60,1.668e-4
332.62,2.429e-5
332.64,3.314e-6
332.65,1.194e-6
332.67,1.477e-7
332.69,1.711e-8
332.71,1.857e-9
332.72,5.970e-10
332.74,5.875e-11
332.76,5.416e-12
332.78,4.676e-13
332.79,1.341e-13
332.81,1.050e-14
378.69,5.924e-15
378.71,5.612e-14
378.72,1.695e-13
378.74,1.490e-12
378.76,1.246e-11
378.78,9.910e-11
378.79,2.743e-10
378.81,2.024e-9
378.83,1.421e-8
378.85,9.488e-8
378.87,6.027e-7
378.88,1.491e-6
378.90,8.785e-6
378.92,4.925e-5
378.94,2.626e-4
378.95,5.953e-4
378.97,2.945e-3
378.99,1.386e-2
379.01,6.206e-2
379.02,1.289e-1
379.04,5.354e-1
379.06,2.116e+0
379.08,7.952e+0
379.09,1.513e+1
379.11,5.277e+1
379.13,1.751e+2
379.15,5.525e+2
379.16,9.632e+2
379.18,2.820e+3
379.20,7.855e+3
379.22,2.081e+4
379.23,3.325e+4
379.25,8.172e+4
379.27,1.911e+5
379.29,4.251e+5
379.30,6.222e+5
379.32,1.284e+6
379.34,2.521e+6
379.36,4.707e+6
379.38,8.363e+6
379.39,1.094e+7
379.41,1.803e+7
379.43,2.827e+7
379.45,4.216e+7
379.46,5.053e+7
379.48,6.992e+7
379.50,9.204e+7
379.52,1.152e+8
379.53,1.266e+8
379.55,1.470e+8
379.57,1.625e+8
379.59,1.708e+8
379.60,1.719e+8
379.62,1.676e+8
379.64,1.555e+8
379.66,1.373e+8
379.67,1.266e+8
379.69,1.036e+8
379.71,8.072e+7
379.73,5.981e+7
379.74,5.053e+7
379.76,3.474e+7
379.78,2.272e+7
379.80,1.413e+7
379.81,1.094e+7
379.83,6.314e+6
379.85,3.466e+6
379.87,1.810e+6
379.88,1.284e+6
379.90,6.222e+5
379.92,2.868e+5
379.94,1.258e+5
379.96,5.245e+4
379.97,3.325e+4
379.99,1.287e+4
380.01,4.736e+3
380.03,1.659e+3
380.04,9.632e+2
380.06,3.129e+2
380.08,9.672e+1
380.10,2.843e+1
380.11,1.513e+1
380.13,4.127e+0
380.15,1.071e+0
380.17,2.643e-1
380.18,1.289e-1
380.20,2.952e-2
380.22,6.430e-3
380.24,1.332e-3
380.25,5.953e-4
380.27,1.144e-4
380.29,2.093e-5
380.31,3.641e-6
380.32,1.491e-6
380.34,2.406e-7
380.36,3.695e-8
380.38,5.396e-9
380.39,2.024e-9
380.41,2.743e-10
380.43,3.536e-11
380.45,4.336e-12
380.46,1.490e-12
380.48,1.695e-13
405.55,9.992e-14
405.57,7.915e-13
405.58,2.192e-12
405.60,1.626e-11
405.62,1.155e-10
405.64,7.857e-10
405.65,2.016e-9
405.67,1.284e-8
405.69,7.833e-8
405.71,4.574e-7
405.72,1.087e-6
405.74,5.947e-6
405.76,3.114e-5
405.78,1.561e-4
405.79,3.439e-4
405.81,1.615e-3
405.83,7.261e-3
405.85,3.125e-2
405.86,6.379e-2
405.88,2.572e-1
405.90,9.928e-1
405.92,3.669e+0
405.93,6.938e+0
405.95,2.402e+1
405.97,7.960e+1
405.99,2.526e+2
406.00,4.426e+2
406.02,1.315e+3
406.04,3.742e+3
406.06,1.019e+4
406.08,2.659e+4
406.09,4.224e+4
406.11,1.032e+5
406.13,2.413e+5
406.15,5.403e+5
406.16,7.954e+5
406.18,1.668e+6
406.20,3.350e+6
406.22,6.440e+6
406.23,8.784e+6
406.25,1.582e+7
406.27,2.727e+7
406.29,4.501e+7
406.30,5.688e+7
406.32,8.794e+7
406.34,1.302e+8
406.36,1.844e+8
406.37,2.160e+8
406.39,2.867e+8
406.41,3.644e+8
406.43,4.433e+8
406.44,4.810e+8
406.46,5.482e+8
406.48,5.981e+8
406.50,6.247e+8
406.51,6.281e+8
406.53,6.146e+8
406.55,5.757e+8
406.57,5.163e+8
406.58,4.810e+8
406.60,4.041e+8
406.62,3.250e+8
406.64,2.502e+8
406.66,1.844e+8
406.67,1.558e+8
406.69,1.076e+8
406.71,7.111e+7
406.73,4.501e+7
406.74,3.522e+7
406.76,2.088e+7
406.78,1.185e+7
406.80,6.440e+6
406.81,4.670e+6
406.83,2.377e+6
406.85,1.158e+6
406.87,5.403e+5
406.88,3.631e+5
406.90,1.587e+5
406.92,6.638e+4
406.94,2.659e+4
406.95,1.655e+4
406.97,6.211e+3
406.99,2.231e+3
407.01,7.671e+2
407.02,4.426e+2
407.04,1.426e+2
407.06,4.396e+1
407.08,1.298e+1
407.09,6.938e+0
407.11,1.919e+0
407.13,5.081e-1
407.15,1.288e-1
407.17,3.125e-2
407.18,1.515e-2
407.20,3.443e-3
407.22,7.494e-4
407.24,1.561e-4
407.25,7.011e-5
407.27,1.368e-5
407.29,2.557e-6
407.31,4.574e-7
407.32,1.903e-7
407.34,3.189e-8
407.36,5.116e-9
407.38,7.857e-10
407.39,3.029e-10
407.41,4.358e-11
407.43,6.003e-12
407.45,7.915e-13
478.18,4.253e-12
478.20,2.311e-11
478.21,5.324e-11
478.23,2.760e-10
478.25,1.387e-9
478.27,6.752e-9
478.28,1.473e-8
478.30,6.841e-8
478.32,3.080e-7
478.34,1.344e-6
478.35,2.774e-6
478.37,1.155e-5
478.39,4.659e-5
478.41,1.822e-4
478.42,3.560e-4
478.44,1.328e-3
478.46,4.801e-3
478.48,1.682e-2
478.49,3.111e-2
478.51,1.040e-1
478.53,3.369e-1
478.55,1.058e+0
478.56,1.852e+0
478.58,5.549e+0
478.60,1.611e+1
478.62,4.532e+1
478.64,1.236e+2
478.65,2.016e+2
478.67,5.245e+2
478.69,1.322e+3
478.71,3.231e+3
478.72,4.991e+3
478.74,1.163e+4
478.76,2.628e+4
478.78,5.754e+4
478.79,8.415e+4
478.81,1.758e+5
478.83,3.558e+5
478.85,6.981e+5
478.86,9.664e+5
478.88,1.809e+6
478.90,3.281e+6
478.92,5.769e+6
478.93,7.560e+6
478.95,1.268e+7
478.97,2.061e+7
478.99,3.247e+7
479.00,4.028e+7
479.02,6.054e+7
479.04,8.819e+7
479.06,1.245e+8
479.07,1.462e+8
479.09,1.969e+8
479.11,2.570e+8
479.13,3.251e+8
479.14,3.614e+8
479.16,4.362e+8
479.18,5.102e+8
479.20,5.784e+8
479.22,6.354e+8
479.23,6.582e+8
479.25,6.899e+8
479.27,7.008e+8
479.29,6.899e+8
479.30,6.765e+8
479.32,6.354e+8
479.34,5.784e+8
479.36,5.102e+8
479.37,4.736e+8
479.39,3.986e+8
479.41,3.251e+8
479.43,2.570e+8
479.44,2.258e+8
479.46,1.703e+8
479.48,1.245e+8
479.50,8.819e+7
479.51,7.336e+7
479.53,4.958e+7
479.55,3.247e+7
479.57,2.061e+7
479.58,1.623e+7
479.60,9.829e+6
479.62,5.769e+6
479.64,3.281e+6
479.65,2.446e+6
479.67,1.327e+6
479.69,6.981e+5
479.71,3.558e+5
479.72,2.511e+5
479.74,1.221e+5
479.76,5.754e+4
479.78,2.628e+4
479.80,1.163e+4
479.81,7.650e+3
479.83,3.231e+3
479.85,1.322e+3
479.87,5.245e+2
479.88,3.265e+2
479.90,1.236e+2
479.92,4.532e+1
479.94,1.611e+1
479.95,9.491e+0
479.97,3.219e+0
479.99,1.058e+0
480.01,3.369e-1
480.02,1.879e-1
480.04,5.711e-2
480.06,1.682e-2
480.08,4.801e-3
480.09,2.535e-3
480.11,6.902e-4
480.13,1.822e-4
480.15,4.659e-5
480.16,2.329e-5
480.18,5.685e-6
480.20,1.355e-6
480.22,3.560e-7
480.23,2.459e-7
480.25,4.573e-7
480.27,1.758e-6
480.29,6.989e-6
480.31,2.703e-5
480.32,5.255e-5
480.34,1.940e-4
480.36,6.943e-4
480.38,2.409e-3
480.39,4.434e-3
480.41,1.468e-2
480.43,4.713e-2
480.45,1.466e-1
480.46,2.557e-1
480.48,7.592e-1
480.50,2.186e+0
480.52,6.099e+0
480.53,1.007e+1
480.55,2.682e+1
480.57,6.925e+1
480.59,1.733e+2
480.60,2.710e+2
480.62,6.474e+2
480.64,1.499e+3
480.66,3.365e+3
480.67,4.983e+3
480.69,1.068e+4
480.71,2.217e+4
480.73,4.463e+4
480.74,6.259e+4
480.76,1.203e+5
480.78,2.240e+5
480.80,4.045e+5
480.81,5.372e+5
480.83,9.257e+5
480.85,1.546e+6
480.87,2.504e+6
480.89,3.931e+6
480.90,4.868e+6
480.92,7.294e+6
480.94,1.059e+7
480.96,1.491e+7
480.97,1.749e+7
480.99,2.350e+7
481.01,3.061e+7
481.03,3.865e+7
481.04,4.293e+7
481.06,5.174e+7
481.08,6.044e+7
481.10,6.845e+7
481.11,7.200e+7
481.13,7.782e+7
481.15,8.153e+7
481.17,8.281e+7
481.18,8.249e+7
481.20,7.997e+7
481.22,7.514e+7
481.24,6.845e+7
481.25,6.457e+7
481.27,5.614e+7
481.29,4.731e+7
481.31,3.865e+7
481.32,3.453e+7
481.34,2.693e+7
481.36,2.035e+7
481.38,1.491e+7
481.39,1.262e+7
481.41,8.824e+6
481.43,5.982e+6
481.45,3.931e+6
481.47,2.504e+6
481.48,1.976e+6
481.50,1.201e+6
481.52,7.079e+5
481.54,4.045e+5
481.55,3.022e+5
481.57,1.648e+5
481.59,8.710e+4
481.61,4.463e+4
481.62,3.158e+4
481.64,1.544e+4
481.66,7.322e+3
481.68,3.365e+3
481.69,2.255e+3
481.71,9.890e+2
481.73,4.205e+2
481.75,1.733e+2
481.76,1.100e+2
481.78,4.327e+1
481.80,1.650e+1
481.82,6.099e+0
481.83,3.665e+0
481.85,1.293e+0
481.87,4.423e-1
481.89,1.466e-1
481.90,8.345e-2
481.92,2.641e-2
481.94,8.100e-3
481.96,2.409e-3
481.97,1.298e-3
481.99,3.684e-4
482.01,1.014e-4
482.03,2.703e-5
482.05,6.988e-6
482.06,3.512e-6
482.08,8.665e-7
482.10,2.072e-7
482.12,4.805e-8
482.13,2.287e-8
482.15,5.061e-9
482.17,1.086e-9
482.19,2.257e-10
482.20,1.017e-10
482.22,2.019e-11
482.24,3.885e-12
482.26,7.246e-13
582.43,3.473e-12
582.45,1.372e-11
582.47,5.303e-11
582.48,1.034e-10
582.50,3.875e-10
582.52,1.421e-9
582.54,5.103e-9
582.55,9.593e-9
582.57,3.337e-8
582.59,1.137e-7
582.61,3.790e-7
582.62,6.867e-7
582.64,2.219e-6
582.66,7.018e-6
582.68,2.173e-5
582.69,3.795e-5
582.71,1.139e-4
582.73,3.345e-4
582.75,9.621e-4
582.76,1.619e-3
582.78,4.511e-3
582.80,1.231e-2
582.82,3.287e-2
582.83,5.330e-2
582.85,1.379e-1
582.87,3.495e-1
582.89,8.671e-1
582.90,1.355e+0
582.92,3.257e+0
582.94,7.663e+0
582.96,1.766e+1
582.98,3.983e+1
582.99,5.935e+1
583.01,1.297e+2
583.03,2.775e+2
583.05,5.814e+2
583.06,8.349e+2
583.08,1.694e+3
583.10,3.367e+3
583.12,6.551e+3
583.13,9.066e+3
583.15,1.709e+4
583.17,3.154e+4
583.19,5.699e+4
583.20,7.600e+4
583.22,1.330e+5
583.24,2.280e+5
583.26,3.827e+5
583.27,4.918e+5
583.29,7.996e+5
583.31,1.273e+6
583.33,1.984e+6
583.34,2.457e+6
583.36,3.709e+6
583.38,5.484e+6
583.40,7.937e+6
583.41,9.474e+6
583.43,1.328e+7
583.45,1.824e+7
583.47,2.452e+7
583.48,2.820e+7
583.50,3.673e+7
583.52,4.683e+7
583.54,5.846e+7
583.56,7.145e+7
583.57,7.838e+7
583.59,9.281e+7
583.61,1.076e+8
583.63,1.221e+8
583.64,1.291e+8
583.66,1.420e+8
583.68,1.529e+8
583.70,1.612e+8
583.71,1.642e+8
583.73,1.677e+8
583.75,1.677e+8
583.77,1.642e+8
583.78,1.612e+8
583.80,1.529e+8
583.82,1.420e+8
583.84,1.291e+8
583.85,1.221e+8
583.87,1.076e+8
583.89,9.281e+7
583.91,7.838e+7
583.92,7.145e+7
583.94,5.846e+7
583.96,4.683e+7
583.98,3.673e+7
583.99,3.227e+7
584.01,2.452e+7
584.03,1.824e+7
584.05,1.328e+7
584.06,1.125e+7
584.08,7.937e+6
584.10,5.484e+6
584.12,3.709e+6
584.14,2.457e+6
584.15,1.984e+6
584.17,1.273e+6
584.19,7.996e+5
584.21,4.918e+5
584.22,3.827e+5
584.24,2.280e+5
584.26,1.330e+5
584.28,7.600e+4
584.29,5.699e+4
584.31,3.154e+4
584.33,1.709e+4
584.35,9.066e+3
584.36,6.551e+3
584.38,3.367e+3
584.40,1.694e+3
584.42,8.349e+2
584.43,5.814e+2
584.45,2.775e+2
584.47,1.297e+2
584.49,5.935e+1
584.50,3.983e+1
584.52,1.766e+1
584.54,7.663e+0
584.56,3.257e+0
584.57,2.106e+0
584.59,8.671e-1
584.61,3.495e-1
584.63,1.379e-1
584.65,5.330e-2
584.66,3.287e-2
584.68,1.231e-2
584.70,4.511e-3
584.72,1.619e-3
584.73,9.621e-4
584.75,3.345e-4
584.77,1.139e-4
584.79,3.795e-5
584.80,2.173e-5
584.82,7.018e-6
584.84,2.219e-6
584.86,6.867e-7
584.87,3.790e-7
584.89,1.137e-7
584.91,3.337e-8
584.93,9.593e-9
584.94,5.103e-9
584.96,1.421e-9
584.98,3.875e-10
585.00,1.034e-10
585.01,5.303e-11
585.03,1.372e-11
585.05,3.473e-12
