Wavelength (nm),Au I
212.10,2.563e-20
212.12,2.212e-18
212.13,1.935e-17
212.15,1.315e-15
212.17,7.620e-14
212.19,3.766e-12
212.20,2.494e-11
212.22,9.708e-10
212.24,3.222e-8
212.26,9.122e-7
212.27,4.572e-6
212.29,1.019e-4
212.31,1.938e-3
212.33,3.143e-2
212.34,1.192e-1
212.36,1.523e+0
212.38,1.658e+1
212.40,1.540e+2
212.41,4.423e+2
212.43,3.236e+3
212.45,2.019e+4
212.47,1.074e+5
212.48,2.334e+5
212.50,9.779e+5
212.52,3.495e+6
212.54,1.065e+7
212.55,1.752e+7
212.57,4.205e+7
212.59,8.607e+7
212.61,1.503e+8
212.62,1.870e+8
212.64,2.572e+8
212.66,3.015e+8
212.68,3.015e+8
212.70,2.572e+8
212.71,2.237e+8
212.73,1.503e+8
212.75,8.607e+7
212.77,4.205e+7
212.78,2.768e+7
212.80,1.065e+7
212.82,3.495e+6
212.84,9.779e+5
212.85,4.873e+5
212.87,1.074e+5
212.89,2.019e+4
212.91,3.236e+3
212.92,1.220e+3
212.94,1.540e+2
212.96,1.658e+1
212.98,1.523e+0
212.99,4.347e-1
213.01,3.143e-2
213.03,1.938e-3
213.05,1.019e-4
213.06,2.202e-5
213.08,9.122e-7
213.10,3.222e-8
213.12,9.708e-10
213.13,1.587e-10
213.15,3.766e-12
213.17,7.620e-14
213.19,1.315e-15
213.20,1.627e-16
213.22,2.212e-18
234.65,1.840e-18
234.67,9.113e-17
234.68,6.108e-16
234.70,2.489e-14
234.72,8.906e-13
234.74,2.798e-11
234.75,1.493e-10
234.77,3.860e-9
234.79,8.759e-8
234.81,1.745e-6
234.82,7.419e-6
234.84,1.216e-4
234.86,1.750e-3
234.88,2.212e-2
234.89,7.490e-2
234.91,7.787e-1
234.93,7.109e+0
234.95,5.698e+1
234.96,1.536e+2
234.98,1.013e+3
235.00,5.867e+3
235.02,2.982e+4
235.04,1.331e+5
235.05,2.679e+5
235.07,9.838e+5
235.09,3.172e+6
235.11,8.981e+6
235.12,1.439e+7
235.14,3.352e+7
235.16,6.856e+7
235.18,1.231e+8
235.19,1.571e+8
235.21,2.321e+8
235.23,3.011e+8
235.25,3.429e+8
235.26,3.485e+8
235.28,3.266e+8
235.30,2.687e+8
235.32,1.941e+8
235.33,1.571e+8
235.35,9.337e+7
235.37,4.872e+7
235.39,2.232e+7
235.40,1.439e+7
235.42,5.425e+6
235.44,1.795e+6
235.46,5.218e+5
235.47,2.679e+5
235.49,6.404e+4
235.51,1.344e+4
235.53,2.478e+3
235.54,1.013e+3
235.56,1.536e+2
235.58,2.046e+1
235.60,2.391e+0
235.62,2.455e-1
235.63,7.490e-2
235.65,6.325e-3
235.67,4.690e-4
235.69,3.053e-5
235.70,7.419e-6
235.72,3.974e-7
235.74,1.869e-8
235.76,7.717e-10
235.77,1.493e-10
235.79,5.073e-12
235.81,1.513e-13
235.83,3.963e-15
235.84,6.108e-16
235.86,1.316e-17
242.17,1.124e-15
242.19,4.661e-14
242.21,1.711e-12
242.22,9.904e-12
242.24,3.027e-10
242.26,8.189e-9
242.28,1.961e-7
242.29,9.164e-7
242.31,1.827e-5
242.33,3.223e-4
242.35,5.032e-3
242.36,1.899e-2
242.38,2.469e-1
242.40,2.840e+0
242.42,2.892e+1
242.43,8.816e+1
242.45,7.474e+2
242.47,5.607e+3
242.49,3.724e+4
242.51,2.188e+5
242.52,5.067e+5
242.54,2.479e+6
242.56,1.074e+7
242.58,4.115e+7
242.59,7.695e+7
242.61,2.456e+8
242.63,6.935e+8
242.65,1.733e+9
242.66,2.617e+9
242.68,5.447e+9
242.70,1.003e+10
242.72,1.635e+10
242.73,1.994e+10
242.75,2.706e+10
242.77,3.250e+10
242.79,3.455e+10
242.80,3.403e+10
242.82,3.011e+10
242.84,2.359e+10
242.86,1.635e+10
242.87,1.300e+10
242.89,7.506e+9
242.91,3.834e+9
242.93,1.733e+9
242.94,1.113e+9
242.96,4.190e+8
242.98,1.396e+8
243.00,4.115e+7
243.01,2.134e+7
243.03,5.239e+6
243.05,1.138e+6
243.07,2.188e+5
243.09,3.724e+4
243.10,1.467e+4
243.12,2.079e+3
243.14,2.606e+2
243.16,2.892e+1
243.17,9.203e+0
243.19,8.503e-1
243.21,6.953e-2
243.23,5.032e-3
243.24,1.293e-3
243.26,7.790e-5
243.28,4.154e-6
243.30,1.961e-7
243.31,4.069e-8
243.33,1.599e-9
243.35,5.560e-11
243.37,1.711e-12
243.38,2.868e-13
243.40,7.348e-15
243.42,1.666e-16
263.47,2.887e-18
263.49,9.156e-17
263.51,2.619e-15
263.53,6.758e-14
263.54,3.303e-13
263.56,7.300e-12
263.58,1.455e-10
263.60,2.617e-9
263.61,1.067e-8
263.63,1.644e-7
263.65,2.284e-6
263.67,2.862e-5
263.69,3.235e-4
263.70,1.046e-3
263.72,1.013e-2
263.74,8.844e-2
263.76,6.965e-1
263.77,1.881e+0
263.79,1.269e+1
263.81,7.720e+1
263.83,4.237e+2
263.84,9.549e+2
263.86,4.489e+3
263.88,1.904e+4
263.90,7.281e+4
263.91,1.370e+5
263.93,4.488e+5
263.95,1.326e+6
263.97,3.535e+6
263.98,5.551e+6
264.00,1.267e+7
264.02,2.610e+7
264.04,4.848e+7
264.05,6.356e+7
264.07,1.011e+8
264.09,1.451e+8
264.11,1.878e+8
264.12,2.056e+8
264.14,2.279e+8
264.16,2.279e+8
264.18,2.056e+8
264.19,1.878e+8
264.21,1.451e+8
264.23,1.011e+8
264.25,6.356e+7
264.27,3.603e+7
264.28,2.610e+7
264.30,1.267e+7
264.32,5.551e+6
264.34,2.193e+6
264.35,1.326e+6
264.37,4.488e+5
264.39,1.370e+5
264.41,3.771e+4
264.42,1.904e+4
264.44,4.489e+3
264.46,9.549e+2
264.48,1.832e+2
264.49,7.720e+1
264.51,1.269e+1
264.53,1.881e+0
264.55,2.514e-1
264.56,8.844e-2
264.58,1.013e-2
264.60,1.046e-3
264.62,9.747e-5
264.63,2.862e-5
264.65,2.284e-6
264.67,1.644e-7
264.69,1.067e-8
264.70,2.617e-9
264.72,1.455e-10
264.74,7.300e-12
264.76,3.303e-13
264.77,6.758e-14
264.79,2.619e-15
264.81,9.156e-17
266.92,7.266e-15
266.94,2.006e-13
266.95,1.015e-12
266.97,2.410e-11
266.99,5.175e-10
267.01,1.005e-8
267.02,4.265e-8
267.04,7.122e-7
267.06,1.076e-5
267.08,1.469e-4
267.09,5.228e-4
267.11,6.140e-3
267.13,6.522e-2
267.15,6.265e-1
267.17,5.442e+0
267.18,1.545e+1
267.20,1.154e+2
267.22,7.797e+2
267.24,4.764e+3
267.25,1.134e+4
267.27,5.958e+4
267.29,2.831e+5
267.31,1.217e+6
267.32,2.429e+6
267.34,8.975e+6
267.36,3.000e+7
267.38,9.066e+7
267.39,1.518e+8
267.41,3.945e+8
267.43,9.274e+8
267.45,1.971e+9
267.46,2.768e+9
267.48,5.060e+9
267.50,8.365e+9
267.52,1.251e+10
267.53,1.473e+10
267.55,1.894e+10
267.57,2.202e+10
267.59,2.315e+10
267.60,2.287e+10
267.62,2.068e+10
267.64,1.691e+10
267.66,1.251e+10
267.67,1.036e+10
267.69,6.588e+9
267.71,3.790e+9
267.73,1.971e+9
267.75,9.274e+8
267.76,6.125e+8
267.78,2.478e+8
267.80,9.066e+7
267.82,3.000e+7
267.83,1.662e+7
267.85,4.728e+6
267.87,1.217e+6
267.89,2.831e+5
267.90,1.315e+5
267.92,2.632e+4
267.94,4.764e+3
267.96,7.797e+2
267.97,3.038e+2
267.99,4.276e+1
268.01,5.442e+0
268.03,6.265e-1
268.04,2.047e-1
268.06,2.027e-2
268.08,1.814e-3
268.10,1.469e-4
268.11,4.025e-5
268.13,2.803e-6
268.15,1.765e-7
268.17,1.005e-8
268.18,2.309e-9
268.20,1.131e-10
268.22,5.009e-12
268.24,2.006e-13
268.25,3.866e-14
268.27,1.332e-15
274.13,5.685e-17
274.14,2.979e-16
274.16,7.615e-15
274.18,1.770e-13
274.20,3.738e-12
274.21,1.658e-11
274.23,3.036e-10
274.25,5.053e-9
274.27,7.647e-8
274.28,2.870e-7
274.30,3.765e-6
274.32,4.489e-5
274.34,4.866e-4
274.35,1.546e-3
274.37,1.452e-2
274.39,1.240e-1
274.41,9.631e-1
274.42,2.589e+0
274.44,1.743e+1
274.46,1.066e+2
274.48,5.929e+2
274.49,1.349e+3
274.51,6.504e+3
274.53,2.850e+4
274.55,1.136e+5
274.56,2.187e+5
274.58,7.552e+5
274.60,2.370e+6
274.62,6.765e+6
274.64,1.755e+7
274.65,2.727e+7
274.67,6.132e+7
274.69,1.254e+8
274.71,2.329e+8
274.72,3.064e+8
274.74,4.935e+8
274.76,7.225e+8
274.78,9.617e+8
274.79,1.071e+9
274.81,1.235e+9
274.83,1.295e+9
274.85,1.235e+9
274.86,1.164e+9
274.88,9.617e+8
274.90,7.225e+8
274.92,4.935e+8
274.93,3.935e+8
274.95,2.329e+8
274.97,1.254e+8
274.99,6.132e+7
275.00,4.139e+7
275.02,1.755e+7
275.04,6.765e+6
275.06,2.370e+6
275.07,1.354e+6
275.09,4.113e+5
275.11,1.136e+5
275.13,2.850e+4
275.15,6.504e+3
275.16,2.998e+3
275.18,5.929e+2
275.20,1.066e+2
275.22,1.743e+1
275.23,6.798e+0
275.25,9.631e-1
275.27,1.240e-1
275.29,1.452e-2
275.30,4.795e-3
275.32,4.866e-4
275.34,4.489e-5
275.36,3.765e-6
275.37,1.052e-6
275.39,7.647e-8
275.41,5.053e-9
275.43,3.036e-10
275.44,7.180e-11
275.46,3.738e-12
275.48,1.770e-13
275.50,7.615e-15
311.51,3.449e-15
311.53,5.703e-14
311.55,8.761e-13
311.56,3.340e-12
311.58,4.592e-11
311.60,5.865e-10
311.62,6.958e-9
311.63,2.331e-8
311.65,2.475e-7
311.67,2.441e-6
311.69,2.237e-5
311.70,6.585e-5
311.72,5.400e-4
311.74,4.113e-3
311.76,2.910e-2
311.77,7.529e-2
311.79,4.769e-1
311.81,2.805e+0
311.83,1.533e+1
311.85,7.778e+1
311.86,1.704e+2
311.88,7.743e+2
311.90,3.267e+3
311.92,1.281e+4
311.93,2.466e+4
311.95,8.651e+4
311.97,2.819e+5
311.99,8.533e+5
312.00,1.444e+6
312.02,3.912e+6
312.04,9.846e+6
312.06,2.301e+7
312.07,3.422e+7
312.09,7.161e+7
312.11,1.392e+8
312.13,2.512e+8
312.14,3.284e+8
312.16,5.306e+8
312.18,7.964e+8
312.20,1.110e+9
312.21,1.275e+9
312.23,1.591e+9
312.25,1.844e+9
312.27,1.986e+9
312.28,2.004e+9
312.30,1.932e+9
312.32,1.729e+9
312.34,1.438e+9
312.35,1.275e+9
312.37,9.490e+8
312.39,6.561e+8
312.41,4.213e+8
312.43,2.512e+8
312.44,1.887e+8
312.46,1.008e+8
312.48,4.997e+7
312.50,2.301e+7
312.51,1.519e+7
312.53,6.264e+6
312.55,2.399e+6
312.57,8.533e+5
312.58,4.950e+5
312.60,1.576e+5
312.62,4.661e+4
312.64,1.281e+4
312.65,6.528e+3
312.67,1.605e+3
312.69,3.666e+2
312.71,7.778e+1
312.72,3.485e+1
312.74,6.618e+0
312.76,1.167e+0
312.78,1.912e-1
312.79,7.529e-2
312.81,1.104e-2
312.83,1.504e-3
312.85,1.903e-4
312.86,6.585e-5
312.88,7.458e-6
312.90,7.846e-7
312.92,7.666e-8
312.93,2.331e-8
312.95,2.039e-9
312.97,1.656e-10
312.99,1.250e-11
313.01,8.761e-13
313.02,2.256e-13
