Wavelength (nm),Au I
267.32,3.574e+6
267.34,1.321e+7
267.36,4.415e+7
267.37,7.772e+7
267.39,2.234e+8
267.41,5.806e+8
267.43,1.365e+9
267.44,2.015e+9
267.46,4.073e+9
267.48,7.447e+9
267.50,1.231e+10
267.51,1.524e+10
267.53,2.167e+10
267.55,2.787e+10
267.57,3.240e+10
267.58,3.365e+10
267.60,3.365e+10
267.62,3.043e+10
267.64,2.489e+10
267.65,2.167e+10
267.67,1.524e+10
267.69,9.696e+9
267.71,5.577e+9
267.72,4.073e+9
267.74,2.015e+9
267.76,9.014e+8
267.78,3.647e+8
267.80,1.334e+8
267.81,7.772e+7
267.83,2.445e+7
267.85,6.958e+6
267.87,1.790e+6
267.88,8.746e+5
267.90,1.936e+5
267.92,3.874e+4
267.94,7.011e+3
267.95,2.872e+3
267.97,4.470e+2
267.99,6.292e+1
268.01,8.010e+0
268.02,2.752e+0
268.04,3.013e-1
268.06,2.982e-2
268.08,2.670e-3
268.09,7.694e-4
268.11,5.924e-5
268.13,4.125e-6
268.15,2.597e-7
268.16,6.276e-8
268.18,3.399e-9
268.20,1.664e-10
268.22,7.372e-12
268.24,2.952e-13
268.25,5.690e-14
268.27,1.960e-15
268.29,6.105e-17
274.11,4.381e-18
274.13,1.292e-16
274.14,6.770e-16
274.16,1.731e-14
274.18,4.022e-13
274.20,8.496e-12
274.22,1.632e-10
274.23,6.900e-10
274.25,1.149e-8
274.27,1.738e-7
274.29,2.391e-6
274.30,8.556e-6
274.32,1.020e-4
274.34,1.106e-3
274.36,1.090e-2
274.37,3.301e-2
274.39,2.819e-1
274.41,2.189e+0
274.43,1.545e+1
274.44,3.960e+1
274.46,2.423e+2
274.48,1.348e+3
274.50,6.813e+3
274.51,1.478e+4
274.53,6.478e+4
274.55,2.581e+5
274.57,9.346e+5
274.58,1.716e+6
274.60,5.387e+6
274.62,1.537e+7
274.64,3.988e+7
274.66,9.406e+7
274.67,1.394e+8
274.69,2.849e+8
274.71,5.294e+8
274.73,8.943e+8
274.74,1.121e+9
274.76,1.642e+9
274.78,2.186e+9
274.80,2.645e+9
274.81,2.807e+9
274.83,2.944e+9
274.85,2.807e+9
274.87,2.433e+9
274.88,2.186e+9
274.90,1.642e+9
274.92,1.121e+9
274.94,6.963e+8
274.95,5.294e+8
274.97,2.849e+8
274.99,1.394e+8
275.01,6.198e+7
275.02,3.988e+7
275.04,1.537e+7
275.06,5.387e+6
275.08,1.716e+6
275.09,9.346e+5
275.11,2.581e+5
275.13,6.478e+4
275.15,1.478e+4
275.17,3.066e+3
275.18,1.348e+3
275.20,2.423e+2
275.22,3.960e+1
275.24,5.885e+0
275.25,2.189e+0
275.27,2.819e-1
275.29,3.301e-2
275.31,3.513e-3
275.32,1.106e-3
275.34,1.020e-4
275.36,8.556e-6
275.38,6.523e-7
275.39,1.738e-7
275.41,1.149e-8
275.43,6.900e-10
275.45,3.768e-11
275.46,8.496e-12
275.48,4.022e-13
275.50,1.731e-14
275.52,6.770e-16
311.49,3.491e-16
311.50,1.487e-15
311.52,2.551e-14
311.54,4.066e-13
311.56,6.020e-12
311.57,2.253e-11
311.59,2.986e-10
311.61,3.675e-9
311.63,4.201e-8
311.65,4.461e-7
311.66,1.414e-6
311.68,1.344e-5
311.70,1.187e-4
311.72,9.733e-4
311.73,2.711e-3
311.75,1.990e-2
311.77,1.357e-1
311.79,8.595e-1
311.80,2.104e+0
311.82,1.193e+1
311.84,6.281e+1
311.86,3.072e+2
311.87,6.609e+2
311.89,2.893e+3
311.91,1.177e+4
311.93,4.445e+4
311.94,8.402e+4
311.96,2.841e+5
311.98,8.922e+5
312.00,2.603e+6
312.01,4.324e+6
312.03,1.129e+7
312.05,2.738e+7
312.07,6.169e+7
312.08,9.006e+7
312.10,1.816e+8
312.12,3.402e+8
312.14,5.918e+8
312.16,9.564e+8
312.17,1.183e+9
312.19,1.711e+9
312.21,2.298e+9
312.23,2.868e+9
312.24,3.117e+9
312.26,3.482e+9
312.28,3.612e+9
312.30,3.482e+9
312.31,3.324e+9
312.33,2.868e+9
312.35,2.298e+9
312.37,1.711e+9
312.38,1.435e+9
312.40,9.564e+8
312.42,5.918e+8
312.44,3.402e+8
312.45,2.509e+8
312.47,1.291e+8
312.49,6.169e+7
312.51,2.738e+7
312.52,1.775e+7
312.54,7.052e+6
312.56,2.603e+6
312.58,8.922e+5
312.59,5.081e+5
312.61,1.559e+5
312.63,4.445e+4
312.65,1.177e+4
312.67,2.893e+3
312.68,1.396e+3
312.70,3.072e+2
312.72,6.281e+1
312.74,1.193e+1
312.75,5.056e+0
312.77,8.595e-1
312.79,1.357e-1
312.81,1.990e-2
312.82,7.414e-3
312.84,9.733e-4
312.86,1.187e-4
312.88,1.344e-5
312.89,4.400e-6
312.91,4.461e-7
312.93,4.201e-8
312.95,3.675e-9
312.96,1.057e-9
312.98,8.278e-11
313.00,6.020e-12
313.02,4.066e-13
313.03,1.028e-13
313.05,6.216e-15
331.19,7.250e-17
331.20,2.789e-16
331.22,3.929e-15
331.24,5.184e-14
331.26,6.409e-13
331.27,2.199e-12
331.29,2.465e-11
331.31,2.588e-10
331.33,2.545e-9
331.35,2.345e-8
331.36,6.946e-8
331.38,5.803e-7
331.40,4.541e-6
331.42,3.329e-5
331.43,8.796e-5
331.45,5.847e-4
331.47,3.641e-3
331.49,2.123e-2
331.50,5.004e-2
331.52,2.647e-1
331.54,1.311e+0
331.56,6.085e+0
331.57,1.279e+1
331.59,5.382e+1
331.61,2.122e+2
331.63,7.834e+2
331.64,1.469e+3
331.66,4.918e+3
331.68,1.542e+4
331.70,4.531e+4
331.71,7.579e+4
331.73,2.019e+5
331.75,5.038e+5
331.77,1.178e+6
331.78,1.757e+6
331.80,3.723e+6
331.82,7.392e+6
331.84,1.375e+7
331.86,2.395e+7
331.87,3.085e+7
331.89,4.874e+7
331.91,7.212e+7
331.93,9.997e+7
331.94,1.149e+8
331.96,1.444e+8
331.98,1.700e+8
332.00,1.875e+8
332.01,1.921e+8
332.03,1.921e+8
332.05,1.800e+8
332.07,1.579e+8
332.08,1.444e+8
332.10,1.149e+8
332.12,8.560e+7
332.14,5.977e+7
332.15,4.874e+7
332.17,3.085e+7
332.19,1.830e+7
332.21,1.016e+7
332.22,7.392e+6
332.24,3.723e+6
332.26,1.757e+6
332.28,7.765e+5
332.29,5.038e+5
332.31,2.019e+5
332.33,7.579e+4
332.35,2.665e+4
332.37,8.781e+3
332.38,4.918e+3
332.40,1.469e+3
332.42,4.110e+2
332.44,1.077e+2
332.45,5.382e+1
332.47,1.279e+1
332.49,2.848e+0
332.51,5.939e-1
332.52,2.647e-1
332.54,5.004e-2
332.56,8.864e-3
332.58,1.471e-3
332.59,5.847e-4
332.61,8.796e-5
332.63,1.240e-5
332.65,1.637e-6
332.66,5.803e-7
332.68,6.946e-8
332.70,7.789e-9
332.72,8.182e-10
332.73,2.588e-10
332.75,2.465e-11
332.77,2.199e-12
332.79,1.838e-13
332.80,5.184e-14
332.82,3.929e-15
378.68,2.592e-15
378.70,2.518e-14
378.71,7.702e-14
378.73,6.941e-13
378.75,5.950e-12
378.77,4.852e-11
378.78,1.360e-10
378.80,1.029e-9
378.82,7.405e-9
378.84,5.070e-8
378.85,1.302e-7
378.87,8.270e-7
378.89,4.997e-6
378.91,2.872e-5
378.92,6.758e-5
378.94,3.604e-4
378.96,1.828e-3
378.98,8.823e-3
378.99,1.902e-2
379.01,8.517e-2
379.03,3.627e-1
379.05,1.470e+0
379.06,2.903e+0
379.08,1.091e+1
379.10,3.902e+1
379.12,1.327e+2
379.13,2.402e+2
379.15,7.581e+2
379.17,2.276e+3
379.19,6.499e+3
379.21,1.765e+4
379.22,2.856e+4
379.24,7.198e+4
379.26,1.726e+5
379.28,3.935e+5
379.29,5.833e+5
379.31,1.234e+6
379.33,2.484e+6
379.35,4.757e+6
379.36,6.460e+6
379.38,1.148e+7
379.40,1.939e+7
379.42,3.117e+7
379.43,3.879e+7
379.45,5.785e+7
379.47,8.208e+7
379.49,1.108e+8
379.50,1.263e+8
379.52,1.581e+8
379.54,1.884e+8
379.56,2.134e+8
379.57,2.230e+8
379.59,2.344e+8
379.61,2.344e+8
379.63,2.230e+8
379.64,2.134e+8
379.66,1.884e+8
379.68,1.581e+8
379.70,1.263e+8
379.72,9.595e+7
379.73,8.208e+7
379.75,5.785e+7
379.77,3.879e+7
379.79,2.474e+7
379.80,1.939e+7
379.82,1.148e+7
379.84,6.460e+6
379.86,3.459e+6
379.87,2.484e+6
379.89,1.234e+6
379.91,5.833e+5
379.93,2.622e+5
379.94,1.726e+5
379.96,7.198e+4
379.98,2.856e+4
380.00,1.078e+4
380.01,6.499e+3
380.03,2.276e+3
380.05,7.581e+2
380.07,2.402e+2
380.08,1.327e+2
380.10,3.902e+1
380.12,1.091e+1
380.14,2.903e+0
380.15,1.470e+0
380.17,3.627e-1
380.19,8.517e-2
380.21,1.902e-2
380.23,4.042e-3
380.24,1.828e-3
380.26,3.604e-4
380.28,6.758e-5
380.30,1.206e-5
380.31,4.997e-6
380.33,8.270e-7
380.35,1.302e-7
380.37,1.950e-8
380.38,7.405e-9
380.40,1.029e-9
380.42,1.360e-10
380.44,1.710e-11
380.45,5.950e-12
380.47,6.941e-13
380.49,7.702e-14
380.51,8.130e-15
405.54,4.034e-14
405.55,1.154e-13
405.57,9.142e-13
405.59,6.933e-12
405.61,5.034e-11
405.62,1.334e-10
405.64,9.075e-10
405.66,5.909e-9
405.68,3.683e-8
405.69,9.047e-8
405.71,5.283e-7
405.73,2.953e-6
405.75,1.581e-5
405.76,3.597e-5
405.78,1.803e-4
405.80,8.655e-4
405.82,3.977e-3
405.84,1.750e-2
405.85,3.610e-2
405.87,1.488e-1
405.89,5.868e-1
405.91,2.216e+0
405.92,4.238e+0
405.94,1.499e+1
405.96,5.078e+1
405.98,1.647e+2
405.99,2.917e+2
406.01,8.861e+2
406.03,2.577e+3
406.05,7.173e+3
406.06,1.178e+4
406.08,3.071e+4
406.10,7.667e+4
406.12,1.833e+5
406.13,2.787e+5
406.15,6.241e+5
406.17,1.338e+6
406.19,2.745e+6
406.20,3.869e+6
406.22,7.438e+6
406.24,1.369e+7
406.26,2.412e+7
406.27,3.150e+7
406.29,5.198e+7
406.31,8.214e+7
406.33,1.243e+8
406.35,1.799e+8
406.36,2.130e+8
406.38,2.890e+8
406.40,3.754e+8
406.42,4.667e+8
406.43,5.120e+8
406.45,5.964e+8
406.47,6.650e+8
406.49,7.099e+8
406.50,7.216e+8
406.52,7.216e+8
406.54,6.908e+8
406.56,6.332e+8
406.57,5.964e+8
406.59,5.120e+8
406.61,4.209e+8
406.63,3.312e+8
406.64,2.890e+8
406.66,2.130e+8
406.68,1.503e+8
406.70,1.016e+8
406.71,8.214e+7
406.73,5.198e+7
406.75,3.150e+7
406.77,1.827e+7
406.79,1.015e+7
406.80,7.438e+6
406.82,3.869e+6
406.84,1.927e+6
406.86,9.187e+5
406.87,6.241e+5
406.89,2.787e+5
406.91,1.192e+5
406.93,4.879e+4
406.94,3.071e+4
406.96,1.178e+4
406.98,4.323e+3
407.00,1.519e+3
407.01,8.861e+2
407.03,2.917e+2
407.05,9.194e+1
407.07,2.774e+1
407.08,1.499e+1
407.10,4.238e+0
407.12,1.147e+0
407.14,2.971e-1
407.15,1.488e-1
407.17,3.610e-2
407.19,8.387e-3
407.21,1.865e-3
407.22,8.655e-4
407.24,1.803e-4
407.26,3.597e-5
407.28,6.869e-6
407.30,1.256e-6
407.31,5.283e-7
407.33,9.047e-8
407.35,1.483e-8
407.37,2.328e-9
407.38,9.075e-10
407.40,1.334e-10
407.42,1.878e-11
407.44,2.531e-12
407.45,9.142e-13
407.47,1.154e-13
478.16,8.784e-13
478.18,4.925e-12
478.20,2.676e-11
478.21,6.165e-11
478.23,3.196e-10
478.25,1.606e-9
478.27,7.819e-9
478.29,3.690e-8
478.30,7.921e-8
478.32,3.566e-7
478.34,1.556e-6
478.36,6.580e-6
478.37,1.337e-5
478.39,5.395e-5
478.41,2.109e-4
478.43,7.993e-4
478.44,1.538e-3
478.46,5.559e-3
478.48,1.948e-2
478.50,6.613e-2
478.51,1.204e-1
478.53,3.902e-1
478.55,1.225e+0
478.57,3.727e+0
478.58,6.425e+0
478.60,1.865e+1
478.62,5.248e+1
478.64,1.431e+2
478.65,2.335e+2
478.67,6.074e+2
478.69,1.531e+3
478.71,3.741e+3
478.72,5.780e+3
478.74,1.347e+4
478.76,3.044e+4
478.78,6.664e+4
478.80,1.414e+5
478.81,2.035e+5
478.83,4.121e+5
478.85,8.084e+5
478.87,1.537e+6
478.88,2.095e+6
478.90,3.800e+6
478.92,6.680e+6
478.94,1.138e+7
478.95,1.468e+7
478.97,2.387e+7
478.99,3.760e+7
479.01,5.741e+7
479.02,7.011e+7
479.04,1.021e+8
479.06,1.442e+8
479.08,1.972e+8
479.09,2.280e+8
479.11,2.976e+8
479.13,3.765e+8
479.15,4.616e+8
479.16,5.051e+8
479.18,5.908e+8
479.20,6.697e+8
479.22,7.358e+8
479.23,7.622e+8
479.25,7.989e+8
479.27,8.115e+8
479.29,7.989e+8
479.31,7.622e+8
479.32,7.358e+8
479.34,6.697e+8
479.36,5.908e+8
479.38,5.051e+8
479.39,4.616e+8
479.41,3.765e+8
479.43,2.976e+8
479.45,2.280e+8
479.46,1.972e+8
479.48,1.442e+8
479.50,1.021e+8
479.52,7.011e+7
479.53,5.741e+7
479.55,3.760e+7
479.57,2.387e+7
479.59,1.468e+7
479.60,1.138e+7
479.62,6.680e+6
479.64,3.800e+6
479.66,2.095e+6
479.67,1.537e+6
479.69,8.084e+5
479.71,4.121e+5
479.73,2.035e+5
479.74,1.414e+5
479.76,6.664e+4
479.78,3.044e+4
479.80,1.347e+4
479.82,5.780e+3
479.83,3.741e+3
479.85,1.531e+3
479.87,6.074e+2
479.89,2.335e+2
479.90,1.431e+2
479.92,5.248e+1
479.94,1.865e+1
479.96,6.425e+0
479.97,3.727e+0
479.99,1.225e+0
480.01,3.902e-1
480.03,1.204e-1
480.04,6.613e-2
480.06,1.948e-2
480.08,5.559e-3
480.10,1.538e-3
480.11,7.993e-4
480.13,2.109e-4
480.15,5.395e-5
480.17,1.337e-5
480.18,6.583e-6
480.20,1.569e-6
480.22,4.121e-7
480.24,3.186e-7
480.26,1.018e-6
480.27,2.030e-6
480.29,8.073e-6
480.31,3.122e-5
480.33,1.171e-4
480.34,2.241e-4
480.36,8.019e-4
480.38,2.782e-3
480.40,9.356e-3
480.41,1.696e-2
480.43,5.443e-2
480.45,1.694e-1
480.47,5.109e-1
480.48,8.769e-1
480.50,2.524e+0
480.52,7.045e+0
480.54,1.906e+1
480.55,3.098e+1
480.57,7.999e+1
480.59,2.002e+2
480.61,4.857e+2
480.62,7.477e+2
480.64,1.731e+3
480.66,3.887e+3
480.68,8.457e+3
480.69,1.233e+4
480.71,2.561e+4
480.73,5.155e+4
480.75,1.006e+5
480.77,1.903e+5
480.78,2.587e+5
480.80,4.672e+5
480.82,8.177e+5
480.84,1.387e+6
480.85,1.786e+6
480.87,2.892e+6
480.89,4.541e+6
480.91,6.909e+6
480.92,8.424e+6
480.94,1.224e+7
480.96,1.723e+7
480.98,2.351e+7
480.99,2.715e+7
481.01,3.536e+7
481.03,4.465e+7
481.05,5.465e+7
481.06,5.976e+7
481.08,6.981e+7
481.10,7.906e+7
481.12,8.679e+7
481.13,8.988e+7
481.15,9.418e+7
481.17,9.565e+7
481.19,9.418e+7
481.20,9.236e+7
481.22,8.679e+7
481.24,7.906e+7
481.26,6.981e+7
481.28,5.976e+7
481.29,5.465e+7
481.31,4.465e+7
481.33,3.536e+7
481.35,2.715e+7
481.36,2.351e+7
481.38,1.723e+7
481.40,1.224e+7
481.42,8.424e+6
481.43,6.909e+6
481.45,4.541e+6
481.47,2.892e+6
481.49,1.786e+6
481.50,1.387e+6
481.52,8.177e+5
481.54,4.672e+5
481.56,2.587e+5
481.57,1.903e+5
481.59,1.006e+5
481.61,5.155e+4
481.63,2.561e+4
481.64,1.784e+4
481.66,8.457e+3
481.68,3.887e+3
481.70,1.731e+3
481.71,1.142e+3
481.73,4.857e+2
481.75,2.002e+2
481.77,7.999e+1
481.79,3.098e+1
481.80,1.906e+1
481.82,7.045e+0
481.84,2.524e+0
481.86,8.769e-1
481.87,5.109e-1
481.89,1.694e-1
481.91,5.443e-2
481.93,1.696e-2
481.94,9.356e-3
481.96,2.782e-3
481.98,8.019e-4
482.00,2.241e-4
482.01,1.171e-4
482.03,3.122e-5
482.05,8.071e-6
482.07,2.023e-6
482.08,1.001e-6
482.10,2.394e-7
482.12,5.550e-8
482.14,1.247e-8
482.15,5.845e-9
482.17,1.254e-9
482.19,2.607e-10
482.21,5.256e-11
482.23,1.027e-11
482.24,4.487e-12
482.26,8.369e-13
482.28,1.513e-13
582.40,3.898e-13
582.41,7.892e-13
582.43,3.183e-12
582.45,1.257e-11
582.47,4.860e-11
582.48,9.480e-11
582.50,3.551e-10
582.52,1.302e-9
582.54,4.676e-9
582.55,8.791e-9
582.57,3.058e-8
582.59,1.042e-7
582.61,3.474e-7
582.62,6.293e-7
582.64,2.033e-6
582.66,6.431e-6
582.68,1.992e-5
582.69,3.478e-5
582.71,1.043e-4
582.73,3.065e-4
582.75,8.816e-4
582.76,1.483e-3
582.78,4.134e-3
582.80,1.128e-2
582.82,3.013e-2
582.84,7.879e-2
582.85,1.264e-1
582.87,3.203e-1
582.89,7.946e-1
582.91,1.930e+0
582.92,2.984e+0
582.94,7.023e+0
582.96,1.618e+1
582.98,3.650e+1
582.99,5.438e+1
583.01,1.189e+2
583.03,2.543e+2
583.05,5.328e+2
583.06,7.651e+2
583.08,1.553e+3
583.10,3.086e+3
583.12,6.004e+3
583.13,8.308e+3
583.15,1.566e+4
583.17,2.890e+4
583.19,5.222e+4
583.20,6.965e+4
583.22,1.219e+5
583.24,2.090e+5
583.26,3.507e+5
583.27,4.507e+5
583.29,7.327e+5
583.31,1.166e+6
583.33,1.818e+6
583.35,2.774e+6
583.36,3.399e+6
583.38,5.025e+6
583.40,7.274e+6
583.42,1.031e+7
583.43,1.217e+7
583.45,1.671e+7
583.47,2.247e+7
583.49,2.957e+7
583.50,3.366e+7
583.52,4.291e+7
583.54,5.357e+7
583.56,6.548e+7
583.57,7.182e+7
583.59,8.505e+7
583.61,9.861e+7
583.63,1.119e+8
583.64,1.183e+8
583.66,1.301e+8
583.68,1.401e+8
583.70,1.477e+8
583.71,1.505e+8
583.73,1.537e+8
583.75,1.537e+8
583.77,1.505e+8
583.78,1.477e+8
583.80,1.401e+8
583.82,1.301e+8
583.84,1.183e+8
583.86,1.053e+8
583.87,9.861e+7
583.89,8.505e+7
583.91,7.182e+7
583.93,5.939e+7
583.94,5.357e+7
583.96,4.291e+7
583.98,3.366e+7
584.00,2.584e+7
584.01,2.247e+7
584.03,1.671e+7
584.05,1.217e+7
584.07,8.682e+6
584.08,7.274e+6
584.10,5.025e+6
584.12,3.399e+6
584.14,2.251e+6
584.15,1.818e+6
584.17,1.166e+6
584.19,7.327e+5
584.21,4.507e+5
584.22,3.507e+5
584.24,2.090e+5
584.26,1.219e+5
584.28,6.965e+4
584.30,3.895e+4
584.31,2.890e+4
584.33,1.566e+4
584.35,8.308e+3
584.37,4.316e+3
584.38,3.086e+3
584.40,1.553e+3
584.42,7.651e+2
584.44,3.691e+2
584.45,2.543e+2
584.47,1.189e+2
584.49,5.438e+1
584.51,2.436e+1
584.52,1.618e+1
584.54,7.023e+0
584.56,2.984e+0
584.58,1.242e+0
584.59,7.946e-1
584.61,3.203e-1
584.63,1.264e-1
584.65,4.885e-2
584.66,3.013e-2
584.68,1.128e-2
584.70,4.134e-3
584.72,1.483e-3
584.73,8.816e-4
584.75,3.065e-4
584.77,1.043e-4
584.79,3.478e-5
584.81,1.135e-5
584.82,6.431e-6
584.84,2.033e-6
584.86,6.293e-7
584.88,1.907e-7
584.89,1.042e-7
584.91,3.058e-8
584.93,8.791e-9
584.95,2.474e-9
584.96,1.302e-9
584.98,3.551e-10
585.00,9.480e-11
585.02,2.478e-11
585.03,1.257e-11
585.05,3.183e-12
585.07,7.892e-13
