Wavelength (nm),Au I
212.10,1.458e-20
212.12,1.258e-18
212.13,1.101e-17
212.15,7.480e-16
212.17,4.335e-14
212.19,2.142e-12
212.20,1.419e-11
212.22,5.522e-10
212.24,1.833e-8
212.26,5.189e-7
212.27,2.601e-6
212.29,5.799e-5
212.31,1.103e-3
212.33,1.788e-2
212.34,6.783e-2
212.36,8.662e-1
212.38,9.434e+0
212.40,8.763e+1
212.41,2.516e+2
212.43,1.841e+3
212.45,1.148e+4
212.47,6.110e+4
212.48,1.328e+5
212.50,5.563e+5
212.52,1.988e+6
212.54,6.059e+6
212.55,9.965e+6
212.57,2.392e+7
212.59,4.896e+7
212.61,8.548e+7
212.62,1.064e+8
212.64,1.463e+8
212.66,1.715e+8
212.68,1.715e+8
212.70,1.463e+8
212.71,1.273e+8
212.73,8.548e+7
212.75,4.896e+7
212.77,2.392e+7
212.78,1.575e+7
212.80,6.059e+6
212.82,1.988e+6
212.84,5.563e+5
212.85,2.772e+5
212.87,6.110e+4
212.89,1.148e+4
212.91,1.841e+3
212.92,6.942e+2
212.94,8.763e+1
212.96,9.434e+0
212.98,8.662e-1
212.99,2.473e-1
213.01,1.788e-2
213.03,1.103e-3
213.05,5.799e-5
213.06,1.253e-5
213.08,5.189e-7
213.10,1.833e-8
213.12,5.522e-10
213.13,9.029e-11
213.15,2.142e-12
213.17,4.335e-14
213.19,7.480e-16
213.20,9.257e-17
213.22,1.258e-18
234.65,1.257e-18
234.67,6.224e-17
234.68,4.172e-16
234.70,1.700e-14
234.72,6.083e-13
234.74,1.911e-11
234.75,1.020e-10
234.77,2.636e-9
234.79,5.982e-8
234.81,1.192e-6
234.82,5.067e-6
234.84,8.307e-5
234.86,1.196e-3
234.88,1.511e-2
234.89,5.116e-2
234.91,5.319e-1
234.93,4.855e+0
234.95,3.892e+1
234.96,1.049e+2
234.98,6.920e+2
235.00,4.007e+3
235.02,2.037e+4
235.04,9.093e+4
235.05,1.830e+5
235.07,6.719e+5
235.09,2.167e+6
235.11,6.134e+6
235.12,9.830e+6
235.14,2.290e+7
235.16,4.683e+7
235.18,8.408e+7
235.19,1.073e+8
235.21,1.585e+8
235.23,2.056e+8
235.25,2.342e+8
235.26,2.381e+8
235.28,2.231e+8
235.30,1.835e+8
235.32,1.326e+8
235.33,1.073e+8
235.35,6.378e+7
235.37,3.328e+7
235.39,1.525e+7
235.40,9.830e+6
235.42,3.705e+6
235.44,1.226e+6
235.46,3.564e+5
235.47,1.830e+5
235.49,4.374e+4
235.51,9.183e+3
235.53,1.692e+3
235.54,6.920e+2
235.56,1.049e+2
235.58,1.397e+1
235.60,1.633e+0
235.62,1.677e-1
235.63,5.116e-2
235.65,4.320e-3
235.67,3.203e-4
235.69,2.085e-5
235.70,5.067e-6
235.72,2.714e-7
235.74,1.276e-8
235.76,5.271e-10
235.77,1.020e-10
235.79,3.465e-12
235.81,1.034e-13
235.83,2.707e-15
235.84,4.172e-16
235.86,8.989e-18
242.17,5.081e-16
242.19,2.108e-14
242.21,7.737e-13
242.22,4.478e-12
242.24,1.369e-10
242.26,3.703e-9
242.28,8.865e-8
242.29,4.144e-7
242.31,8.260e-6
242.33,1.457e-4
242.35,2.275e-3
242.36,8.587e-3
242.38,1.116e-1
242.40,1.284e+0
242.42,1.308e+1
242.43,3.986e+1
242.45,3.379e+2
242.47,2.535e+3
242.49,1.684e+4
242.51,9.895e+4
242.52,2.291e+5
242.54,1.121e+6
242.56,4.855e+6
242.58,1.861e+7
242.59,3.480e+7
242.61,1.110e+8
242.63,3.136e+8
242.65,7.837e+8
242.66,1.184e+9
242.68,2.463e+9
242.70,4.536e+9
242.72,7.393e+9
242.73,9.017e+9
242.75,1.224e+10
242.77,1.470e+10
242.79,1.562e+10
242.80,1.539e+10
242.82,1.362e+10
242.84,1.067e+10
242.86,7.393e+9
242.87,5.880e+9
242.89,3.394e+9
242.91,1.734e+9
242.93,7.837e+8
242.94,5.034e+8
242.96,1.895e+8
242.98,6.311e+7
243.00,1.861e+7
243.01,9.651e+6
243.03,2.369e+6
243.05,5.146e+5
243.07,9.895e+4
243.09,1.684e+4
243.10,6.634e+3
243.12,9.399e+2
243.14,1.178e+2
243.16,1.308e+1
243.17,4.161e+0
243.19,3.845e-1
243.21,3.144e-2
243.23,2.275e-3
243.24,5.846e-4
243.26,3.523e-5
243.28,1.878e-6
243.30,8.865e-8
243.31,1.840e-8
243.33,7.229e-10
243.35,2.514e-11
243.37,7.737e-13
243.38,1.297e-13
