Wavelength (nm),Au I
274.47,6.848e+2
274.49,3.631e+3
274.51,1.751e+4
274.53,7.672e+4
274.54,1.550e+5
274.56,5.886e+5
274.58,2.032e+6
274.60,6.380e+6
274.61,1.091e+7
274.63,2.968e+7
274.65,7.340e+7
274.67,1.650e+8
274.68,2.388e+8
274.70,4.654e+8
274.72,8.246e+8
274.74,1.328e+9
274.75,1.626e+9
274.77,2.271e+9
274.79,2.882e+9
274.81,3.324e+9
274.82,3.445e+9
274.84,3.445e+9
274.86,3.132e+9
274.88,2.588e+9
274.89,2.271e+9
274.91,1.626e+9
274.93,1.059e+9
274.95,6.269e+8
274.96,4.654e+8
274.98,2.388e+8
275.00,1.114e+8
275.02,4.723e+7
275.04,1.821e+7
275.05,1.091e+7
275.07,3.644e+6
275.09,1.107e+6
275.11,3.056e+5
275.12,1.550e+5
275.14,3.709e+4
275.16,8.069e+3
275.18,1.596e+3
275.19,6.848e+2
275.21,1.174e+2
275.23,1.830e+1
275.25,2.592e+0
275.26,9.414e-1
275.28,1.156e-1
275.30,1.290e-2
275.32,1.310e-3
275.33,4.025e-4
275.35,3.541e-5
275.37,2.831e-6
275.39,2.058e-7
275.40,5.354e-8
275.42,3.374e-9
275.44,1.932e-10
275.46,1.006e-11
275.47,2.215e-12
275.49,9.999e-14
275.51,4.102e-15
311.51,8.427e-15
311.53,1.394e-13
311.54,5.513e-13
311.56,8.161e-12
311.58,1.122e-10
311.60,1.433e-9
311.61,4.982e-9
311.63,5.696e-8
311.65,6.049e-7
311.67,5.966e-6
311.68,1.822e-5
311.70,1.609e-4
311.72,1.320e-3
311.74,1.005e-2
311.75,2.698e-2
311.77,1.840e-1
311.79,1.165e+0
311.81,6.855e+0
311.82,1.617e+1
311.84,8.515e+1
311.86,4.165e+2
311.88,1.892e+3
311.90,7.984e+3
311.91,1.595e+4
311.93,6.026e+4
311.95,2.114e+5
311.97,6.889e+5
311.98,1.210e+6
312.00,3.529e+6
312.02,9.560e+6
312.04,2.406e+7
312.05,3.713e+7
312.07,8.363e+7
312.09,1.750e+8
312.11,3.401e+8
312.12,4.612e+8
312.14,8.024e+8
312.16,1.297e+9
312.18,1.946e+9
312.19,2.319e+9
312.21,3.116e+9
312.23,3.888e+9
312.25,4.507e+9
312.26,4.720e+9
312.28,4.897e+9
312.30,4.720e+9
312.32,4.225e+9
312.33,3.888e+9
312.35,3.116e+9
312.37,2.319e+9
312.39,1.603e+9
312.40,1.297e+9
312.42,8.024e+8
312.44,4.612e+8
312.46,2.462e+8
312.48,1.221e+8
312.49,8.363e+7
312.51,3.713e+7
312.53,1.531e+7
312.55,5.862e+6
312.56,3.529e+6
312.58,1.210e+6
312.60,3.852e+5
312.62,1.139e+5
312.63,6.026e+4
312.65,1.595e+4
312.67,3.923e+3
312.69,8.960e+2
312.70,4.165e+2
312.72,8.515e+1
312.74,1.617e+1
312.76,2.852e+0
312.77,1.165e+0
312.79,1.840e-1
312.81,2.698e-2
312.83,3.676e-3
312.84,1.320e-3
312.86,1.609e-4
312.88,1.822e-5
312.90,1.917e-6
312.91,6.049e-7
312.93,5.696e-8
312.95,4.982e-9
312.97,4.048e-10
312.98,1.122e-10
313.00,8.161e-12
313.02,5.513e-13
313.04,3.459e-14
331.20,1.673e-16
331.21,6.333e-16
331.23,8.634e-15
331.25,1.103e-13
331.27,1.319e-12
331.28,4.454e-12
331.30,4.832e-11
331.32,4.910e-10
331.34,4.674e-9
331.35,1.407e-8
331.37,1.215e-7
331.39,9.822e-7
331.41,7.439e-6
331.42,1.998e-5
331.44,1.372e-4
331.46,8.827e-4
331.48,5.319e-3
331.49,1.274e-2
331.51,6.963e-2
331.53,3.564e-1
331.55,1.709e+0
331.56,3.651e+0
331.58,1.587e+1
331.60,6.465e+1
331.62,2.466e+2
331.63,4.701e+2
331.65,1.626e+3
331.67,5.269e+3
331.69,1.599e+4
331.70,2.719e+4
331.72,7.483e+4
331.74,1.929e+5
331.76,4.660e+5
331.78,1.054e+6
331.79,1.547e+6
331.81,3.174e+6
331.83,6.099e+6
331.85,1.098e+7
331.86,1.437e+7
331.88,2.346e+7
331.90,3.587e+7
331.92,5.137e+7
331.93,5.999e+7
331.95,7.790e+7
331.97,9.476e+7
331.99,1.080e+8
332.00,1.125e+8
332.02,1.162e+8
332.04,1.125e+8
332.06,1.020e+8
332.07,9.476e+7
332.09,7.790e+7
332.11,5.999e+7
332.13,4.328e+7
332.14,3.587e+7
332.16,2.346e+7
332.18,1.437e+7
332.20,8.250e+6
332.21,6.099e+6
332.23,3.174e+6
332.25,1.547e+6
332.27,7.066e+5
332.28,4.660e+5
332.30,1.929e+5
332.32,7.483e+4
332.34,2.719e+4
332.36,9.255e+3
332.37,5.269e+3
332.39,1.626e+3
332.41,4.701e+2
332.43,1.273e+2
332.44,6.465e+1
332.46,1.587e+1
332.48,3.651e+0
332.50,7.868e-1
332.51,3.564e-1
332.53,6.963e-2
332.55,1.274e-2
332.57,2.185e-3
332.58,8.827e-4
332.60,1.372e-4
332.62,1.998e-5
332.64,2.725e-6
332.65,9.822e-7
332.67,1.215e-7
332.69,1.407e-8
332.71,1.527e-9
332.72,4.910e-10
332.74,4.832e-11
332.76,4.454e-12
332.78,3.846e-13
332.79,1.103e-13
332.81,8.634e-15
378.69,4.872e-15
378.71,4.616e-14
378.72,1.394e-13
378.74,1.226e-12
378.76,1.025e-11
378.78,8.150e-11
378.79,2.256e-10
378.81,1.665e-9
378.83,1.168e-8
378.85,7.803e-8
378.87,4.956e-7
378.88,1.226e-6
378.90,7.225e-6
378.92,4.050e-5
378.94,2.160e-4
378.95,4.895e-4
378.97,2.422e-3
378.99,1.140e-2
379.01,5.104e-2
379.02,1.060e-1
379.04,4.403e-1
379.06,1.740e+0
379.08,6.540e+0
379.09,1.244e+1
379.11,4.340e+1
379.13,1.440e+2
379.15,4.544e+2
379.16,7.922e+2
379.18,2.319e+3
379.20,6.460e+3
379.22,1.712e+4
379.23,2.734e+4
379.25,6.721e+4
379.27,1.572e+5
379.29,3.496e+5
379.30,5.117e+5
379.32,1.056e+6
379.34,2.073e+6
379.36,3.871e+6
379.38,6.877e+6
379.39,8.996e+6
379.41,1.483e+7
379.43,2.325e+7
379.45,3.467e+7
379.46,4.156e+7
379.48,5.750e+7
379.50,7.569e+7
379.52,9.477e+7
379.53,1.041e+8
379.55,1.209e+8
379.57,1.336e+8
379.59,1.405e+8
379.60,1.413e+8
379.62,1.379e+8
379.64,1.279e+8
379.66,1.129e+8
379.67,1.041e+8
379.69,8.523e+7
379.71,6.639e+7
379.73,4.919e+7
379.74,4.156e+7
379.76,2.857e+7
379.78,1.868e+7
379.80,1.162e+7
379.81,8.996e+6
379.83,5.192e+6
379.85,2.851e+6
379.87,1.489e+6
379.88,1.056e+6
379.90,5.117e+5
379.92,2.359e+5
379.94,1.034e+5
379.96,4.314e+4
379.97,2.734e+4
379.99,1.058e+4
380.01,3.895e+3
380.03,1.364e+3
380.04,7.922e+2
380.06,2.574e+2
380.08,7.954e+1
380.10,2.338e+1
380.11,1.244e+1
380.13,3.394e+0
380.15,8.807e-1
380.17,2.174e-1
380.18,1.060e-1
380.20,2.427e-2
380.22,5.288e-3
380.24,1.096e-3
380.25,4.895e-4
380.27,9.412e-5
380.29,1.721e-5
380.31,2.995e-6
380.32,1.226e-6
380.34,1.979e-7
380.36,3.038e-8
380.38,4.438e-9
380.39,1.665e-9
380.41,2.256e-10
380.43,2.908e-11
380.45,3.566e-12
380.46,1.226e-12
380.48,1.394e-13
405.55,8.218e-14
405.57,6.509e-13
405.58,1.802e-12
405.60,1.337e-11
405.62,9.501e-11
405.64,6.462e-10
405.65,1.658e-9
405.67,1.056e-8
405.69,6.442e-8
405.71,3.762e-7
405.72,8.942e-7
405.74,4.891e-6
405.76,2.561e-5
405.78,1.284e-4
405.79,2.828e-4
405.81,1.328e-3
405.83,5.972e-3
405.85,2.570e-2
405.86,5.246e-2
405.88,2.115e-1
405.90,8.165e-1
405.92,3.017e+0
405.93,5.706e+0
405.95,1.975e+1
405.97,6.546e+1
405.99,2.077e+2
406.00,3.640e+2
406.02,1.082e+3
406.04,3.078e+3
406.06,8.384e+3
406.08,2.186e+4
406.09,3.474e+4
406.11,8.486e+4
406.13,1.985e+5
406.15,4.444e+5
406.16,6.542e+5
406.18,1.372e+6
406.20,2.755e+6
406.22,5.296e+6
406.23,7.224e+6
406.25,1.301e+7
406.27,2.243e+7
406.29,3.701e+7
406.30,4.678e+7
406.32,7.232e+7
406.34,1.070e+8
406.36,1.517e+8
406.37,1.776e+8
406.39,2.358e+8
406.41,2.997e+8
406.43,3.646e+8
406.44,3.956e+8
406.46,4.508e+8
406.48,4.919e+8
406.50,5.138e+8
406.51,5.166e+8
406.53,5.055e+8
406.55,4.735e+8
406.57,4.246e+8
406.58,3.956e+8
406.60,3.323e+8
406.62,2.673e+8
406.64,2.058e+8
406.66,1.517e+8
406.67,1.281e+8
406.69,8.847e+7
406.71,5.848e+7
406.73,3.701e+7
406.74,2.897e+7
406.76,1.717e+7
406.78,9.747e+6
406.80,5.296e+6
406.81,3.841e+6
406.83,1.955e+6
406.85,9.525e+5
406.87,4.444e+5
406.88,2.986e+5
406.90,1.305e+5
406.92,5.459e+4
406.94,2.186e+4
406.95,1.361e+4
406.97,5.108e+3
406.99,1.835e+3
407.01,6.309e+2
407.02,3.640e+2
407.04,1.172e+2
407.06,3.616e+1
407.08,1.067e+1
407.09,5.706e+0
407.11,1.578e+0
407.13,4.178e-1
407.15,1.059e-1
407.17,2.570e-2
407.18,1.246e-2
407.20,2.832e-3
407.22,6.163e-4
407.24,1.284e-4
407.25,5.766e-5
407.27,1.125e-5
407.29,2.103e-6
407.31,3.762e-7
407.32,1.565e-7
407.34,2.623e-8
407.36,4.207e-9
407.38,6.462e-10
407.39,2.491e-10
407.41,3.584e-11
407.43,4.937e-12
407.45,6.509e-13
478.18,3.498e-12
478.20,1.901e-11
478.21,4.379e-11
478.23,2.270e-10
478.25,1.140e-9
478.27,5.553e-9
478.28,1.211e-8
478.30,5.626e-8
478.32,2.533e-7
478.34,1.105e-6
478.35,2.281e-6
478.37,9.497e-6
478.39,3.831e-5
478.41,1.498e-4
478.42,2.928e-4
478.44,1.092e-3
478.46,3.948e-3
478.48,1.383e-2
478.49,2.559e-2
478.51,8.553e-2
478.53,2.771e-1
478.55,8.700e-1
478.56,1.523e+0
478.58,4.563e+0
478.60,1.325e+1
478.62,3.727e+1
478.64,1.016e+2
478.65,1.658e+2
478.67,4.314e+2
478.69,1.088e+3
478.71,2.657e+3
478.72,4.105e+3
478.74,9.568e+3
478.76,2.162e+4
478.78,4.732e+4
478.79,6.921e+4
478.81,1.446e+5
478.83,2.926e+5
478.85,5.741e+5
478.86,7.948e+5
478.88,1.488e+6
478.90,2.699e+6
478.92,4.744e+6
478.93,6.217e+6
478.95,1.043e+7
478.97,1.695e+7
478.99,2.671e+7
479.00,3.313e+7
479.02,4.979e+7
479.04,7.253e+7
479.06,1.024e+8
479.07,1.202e+8
479.09,1.619e+8
479.11,2.114e+8
479.13,2.674e+8
479.14,2.972e+8
479.16,3.587e+8
479.18,4.196e+8
479.20,4.756e+8
479.22,5.225e+8
479.23,5.413e+8
479.25,5.674e+8
479.27,5.763e+8
479.29,5.674e+8
479.30,5.563e+8
479.32,5.225e+8
479.34,4.756e+8
479.36,4.196e+8
479.37,3.895e+8
479.39,3.278e+8
479.41,2.674e+8
479.43,2.114e+8
479.44,1.857e+8
479.46,1.401e+8
479.48,1.024e+8
479.50,7.253e+7
479.51,6.033e+7
479.53,4.077e+7
479.55,2.671e+7
479.57,1.695e+7
479.58,1.335e+7
479.60,8.084e+6
479.62,4.744e+6
479.64,2.699e+6
479.65,2.012e+6
479.67,1.092e+6
479.69,5.741e+5
479.71,2.926e+5
479.72,2.065e+5
479.74,1.004e+5
479.76,4.732e+4
479.78,2.162e+4
479.80,9.568e+3
479.81,6.292e+3
479.83,2.657e+3
479.85,1.088e+3
479.87,4.314e+2
479.88,2.685e+2
479.90,1.016e+2
479.92,3.727e+1
479.94,1.325e+1
479.95,7.805e+0
479.97,2.647e+0
479.99,8.700e-1
480.01,2.771e-1
480.02,1.546e-1
480.04,4.697e-2
480.06,1.383e-2
480.08,3.948e-3
480.09,2.085e-3
480.11,5.676e-4
480.13,1.498e-4
480.15,3.831e-5
480.16,1.915e-5
480.18,4.675e-6
480.20,1.114e-6
480.22,2.928e-7
480.23,2.022e-7
480.25,3.761e-7
480.27,1.446e-6
480.29,5.748e-6
480.31,2.223e-5
480.32,4.321e-5
480.34,1.595e-4
480.36,5.710e-4
480.38,1.981e-3
480.39,3.647e-3
480.41,1.207e-2
480.43,3.876e-2
480.45,1.206e-1
480.46,2.103e-1
480.48,6.244e-1
480.50,1.797e+0
480.52,5.016e+0
480.53,8.282e+0
480.55,2.206e+1
480.57,5.695e+1
480.59,1.425e+2
480.60,2.229e+2
480.62,5.324e+2
480.64,1.233e+3
480.66,2.767e+3
480.67,4.098e+3
480.69,8.779e+3
480.71,1.823e+4
480.73,3.671e+4
480.74,5.148e+4
480.76,9.891e+4
480.78,1.842e+5
480.80,3.326e+5
480.81,4.418e+5
480.83,7.613e+5
480.85,1.272e+6
480.87,2.059e+6
480.89,3.233e+6
480.90,4.004e+6
480.92,5.998e+6
480.94,8.712e+6
480.96,1.226e+7
480.97,1.438e+7
480.99,1.933e+7
481.01,2.518e+7
481.03,3.179e+7
481.04,3.531e+7
481.06,4.255e+7
481.08,4.971e+7
481.10,5.629e+7
481.11,5.921e+7
481.13,6.400e+7
481.15,6.705e+7
481.17,6.810e+7
481.18,6.784e+7
481.20,6.576e+7
481.22,6.180e+7
481.24,5.629e+7
481.25,5.310e+7
481.27,4.617e+7
481.29,3.891e+7
481.31,3.179e+7
481.32,2.840e+7
481.34,2.215e+7
481.36,1.674e+7
481.38,1.226e+7
481.39,1.038e+7
481.41,7.257e+6
481.43,4.920e+6
481.45,3.233e+6
481.47,2.059e+6
481.48,1.625e+6
481.50,9.878e+5
481.52,5.822e+5
481.54,3.326e+5
481.55,2.485e+5
481.57,1.355e+5
481.59,7.163e+4
481.61,3.671e+4
481.62,2.597e+4
481.64,1.270e+4
481.66,6.022e+3
481.68,2.767e+3
481.69,1.854e+3
481.71,8.133e+2
481.73,3.458e+2
481.75,1.425e+2
481.76,9.045e+1
481.78,3.558e+1
481.80,1.357e+1
481.82,5.016e+0
481.83,3.014e+0
481.85,1.064e+0
481.87,3.637e-1
481.89,1.206e-1
481.90,6.863e-2
481.92,2.172e-2
481.94,6.662e-3
481.96,1.981e-3
481.97,1.068e-3
481.99,3.030e-4
482.01,8.335e-5
482.03,2.223e-5
482.05,5.747e-6
482.06,2.888e-6
482.08,7.126e-7
482.10,1.704e-7
482.12,3.952e-8
482.13,1.881e-8
482.15,4.162e-9
482.17,8.928e-10
482.19,1.856e-10
482.20,8.368e-11
482.22,1.661e-11
482.24,3.195e-12
482.26,5.959e-13
582.43,2.856e-12
582.45,1.128e-11
582.47,4.361e-11
582.48,8.508e-11
582.50,3.187e-10
582.52,1.169e-9
582.54,4.197e-9
582.55,7.889e-9
582.57,2.744e-8
582.59,9.348e-8
582.61,3.117e-7
582.62,5.648e-7
582.64,1.825e-6
582.66,5.771e-6
582.68,1.787e-5
582.69,3.121e-5
582.71,9.364e-5
582.73,2.751e-4
582.75,7.912e-4
582.76,1.331e-3
582.78,3.710e-3
582.80,1.012e-2
582.82,2.703e-2
582.83,4.384e-2
582.85,1.134e-1
582.87,2.874e-1
582.89,7.131e-1
582.90,1.114e+0
582.92,2.678e+0
582.94,6.302e+0
582.96,1.452e+1
582.98,3.275e+1
582.99,4.881e+1
583.01,1.067e+2
583.03,2.282e+2
583.05,4.781e+2
583.06,6.866e+2
583.08,1.394e+3
583.10,2.769e+3
583.12,5.388e+3
583.13,7.456e+3
583.15,1.405e+4
583.17,2.594e+4
583.19,4.687e+4
583.20,6.250e+4
583.22,1.094e+5
583.24,1.875e+5
583.26,3.147e+5
583.27,4.045e+5
583.29,6.576e+5
583.31,1.047e+6
583.33,1.631e+6
583.34,2.020e+6
583.36,3.051e+6
583.38,4.510e+6
583.40,6.528e+6
583.41,7.791e+6
583.43,1.093e+7
583.45,1.500e+7
583.47,2.016e+7
583.48,2.319e+7
583.50,3.020e+7
583.52,3.851e+7
583.54,4.808e+7
583.56,5.876e+7
583.57,6.446e+7
583.59,7.633e+7
583.61,8.849e+7
583.63,1.005e+8
583.64,1.062e+8
583.66,1.168e+8
583.68,1.257e+8
583.70,1.326e+8
583.71,1.350e+8
583.73,1.379e+8
583.75,1.379e+8
583.77,1.350e+8
583.78,1.326e+8
583.80,1.257e+8
583.82,1.168e+8
583.84,1.062e+8
583.85,1.005e+8
583.87,8.849e+7
583.89,7.633e+7
583.91,6.446e+7
583.92,5.876e+7
583.94,4.808e+7
583.96,3.851e+7
583.98,3.020e+7
583.99,2.654e+7
584.01,2.016e+7
584.03,1.500e+7
584.05,1.093e+7
584.06,9.250e+6
584.08,6.528e+6
584.10,4.510e+6
584.12,3.051e+6
584.14,2.020e+6
584.15,1.631e+6
584.17,1.047e+6
584.19,6.576e+5
584.21,4.045e+5
584.22,3.147e+5
584.24,1.875e+5
584.26,1.094e+5
584.28,6.250e+4
584.29,4.687e+4
584.31,2.594e+4
584.33,1.405e+4
584.35,7.456e+3
584.36,5.388e+3
584.38,2.769e+3
584.40,1.394e+3
584.42,6.866e+2
584.43,4.781e+2
584.45,2.282e+2
584.47,1.067e+2
584.49,4.881e+1
584.50,3.275e+1
584.52,1.452e+1
584.54,6.302e+0
584.56,2.678e+0
584.57,1.732e+0
584.59,7.131e-1
584.61,2.874e-1
584.63,1.134e-1
584.65,4.384e-2
584.66,2.703e-2
584.68,1.012e-2
584.70,3.710e-3
584.72,1.331e-3
584.73,7.912e-4
584.75,2.751e-4
584.77,9.364e-5
584.79,3.121e-5
584.80,1.787e-5
584.82,5.771e-6
584.84,1.825e-6
584.86,5.648e-7
584.87,3.117e-7
584.89,9.348e-8
584.91,2.744e-8
584.93,7.889e-9
584.94,4.197e-9
584.96,1.169e-9
584.98,3.187e-10
585.00,8.508e-11
585.01,4.361e-11
585.03,1.128e-11
585.05,2.856e-12
