Wavelength (nm),Au I
312.81,5.538e-2
312.83,7.544e-3
312.84,2.708e-3
312.86,3.302e-4
312.88,3.740e-5
312.90,3.935e-6
312.91,1.241e-6
312.93,1.169e-7
312.95,1.023e-8
312.97,8.307e-10
312.98,2.303e-10
313.00,1.675e-11
313.02,1.131e-12
313.04,7.099e-14
331.20,5.402e-16
331.21,2.044e-15
331.23,2.787e-14
331.25,3.560e-13
331.27,4.259e-12
331.28,1.438e-11
331.30,1.559e-10
331.32,1.585e-9
331.34,1.509e-8
331.35,4.542e-8
331.37,3.921e-7
331.39,3.170e-6
331.41,2.401e-5
331.42,6.448e-5
331.44,4.428e-4
331.46,2.849e-3
331.48,1.717e-2
331.49,4.113e-2
331.51,2.247e-1
331.53,1.150e+0
331.55,5.516e+0
331.56,1.179e+1
331.58,5.124e+1
331.60,2.087e+2
331.62,7.961e+2
331.63,1.517e+3
331.65,5.249e+3
331.67,1.701e+4
331.69,5.162e+4
331.70,8.777e+4
331.72,2.415e+5
331.74,6.227e+5
331.76,1.504e+6
331.78,3.403e+6
331.79,4.994e+6
331.81,1.024e+7
331.83,1.969e+7
331.85,3.544e+7
331.86,4.639e+7
331.88,7.572e+7
331.90,1.158e+8
331.92,1.658e+8
331.93,1.936e+8
331.95,2.514e+8
331.97,3.059e+8
331.99,3.485e+8
332.00,3.631e+8
332.02,3.751e+8
332.04,3.631e+8
332.06,3.292e+8
332.07,3.059e+8
332.09,2.514e+8
332.11,1.936e+8
332.13,1.397e+8
332.14,1.158e+8
332.16,7.572e+7
332.18,4.639e+7
332.20,2.663e+7
332.21,1.969e+7
332.23,1.024e+7
332.25,4.994e+6
332.27,2.281e+6
332.28,1.504e+6
332.30,6.227e+5
332.32,2.415e+5
332.34,8.777e+4
332.36,2.987e+4
332.37,1.701e+4
332.39,5.249e+3
332.41,1.517e+3
332.43,4.109e+2
332.44,2.087e+2
332.46,5.124e+1
332.48,1.179e+1
332.50,2.540e+0
332.51,1.150e+0
332.53,2.247e-1
332.55,4.113e-2
332.57,7.051e-3
332.58,2.849e-3
332.60,4.428e-4
332.62,6.448e-5
332.64,8.796e-6
332.65,3.170e-6
332.67,3.921e-7
332.69,4.542e-8
332.71,4.930e-9
332.72,1.585e-9
332.74,1.559e-10
332.76,1.438e-11
332.78,1.241e-12
332.79,3.560e-13
332.81,2.787e-14
378.69,1.574e-14
378.71,1.491e-13
378.72,4.504e-13
378.74,3.958e-12
378.76,3.310e-11
378.78,2.632e-10
378.79,7.286e-10
378.81,5.377e-9
378.83,3.774e-8
378.85,2.520e-7
378.87,1.601e-6
378.88,3.960e-6
378.90,2.334e-5
378.92,1.308e-4
378.94,6.977e-4
378.95,1.581e-3
378.97,7.824e-3
378.99,3.682e-2
379.01,1.649e-1
379.02,3.424e-1
379.04,1.422e+0
379.06,5.620e+0
379.08,2.112e+1
379.09,4.019e+1
379.11,1.402e+2
379.13,4.650e+2
379.15,1.468e+3
379.16,2.559e+3
379.18,7.491e+3
379.20,2.087e+4
379.22,5.528e+4
379.23,8.831e+4
379.25,2.171e+5
379.27,5.076e+5
379.29,1.129e+6
379.30,1.653e+6
379.32,3.411e+6
379.34,6.696e+6
379.36,1.250e+7
379.38,2.221e+7
379.39,2.906e+7
379.41,4.789e+7
379.43,7.509e+7
379.45,1.120e+8
379.46,1.342e+8
379.48,1.857e+8
379.50,2.445e+8
379.52,3.061e+8
379.53,3.362e+8
379.55,3.906e+8
379.57,4.316e+8
379.59,4.537e+8
379.60,4.566e+8
379.62,4.453e+8
379.64,4.131e+8
379.66,3.646e+8
379.67,3.362e+8
379.69,2.753e+8
379.71,2.144e+8
379.73,1.589e+8
379.74,1.342e+8
379.76,9.227e+7
379.78,6.034e+7
379.80,3.754e+7
379.81,2.906e+7
379.83,1.677e+7
379.85,9.208e+6
379.87,4.809e+6
379.88,3.411e+6
379.90,1.653e+6
379.92,7.618e+5
379.94,3.340e+5
379.96,1.393e+5
379.97,8.831e+4
379.99,3.418e+4
380.01,1.258e+4
380.03,4.406e+3
380.04,2.559e+3
380.06,8.313e+2
380.08,2.569e+2
380.10,7.553e+1
380.11,4.019e+1
380.13,1.096e+1
380.15,2.845e+0
380.17,7.022e-1
380.18,3.424e-1
380.20,7.840e-2
380.22,1.708e-2
380.24,3.539e-3
380.25,1.581e-3
380.27,3.040e-4
380.29,5.560e-5
380.31,9.673e-6
380.32,3.960e-6
380.34,6.392e-7
380.36,9.814e-8
380.38,1.433e-8
380.39,5.377e-9
380.41,7.286e-10
380.43,9.393e-11
380.45,1.152e-11
380.46,3.958e-12
380.48,4.504e-13
405.55,2.412e-13
405.57,1.911e-12
405.58,5.290e-12
405.60,3.926e-11
405.62,2.789e-10
405.64,1.897e-9
405.65,4.866e-9
405.67,3.100e-8
405.69,1.891e-7
405.71,1.104e-6
405.72,2.625e-6
405.74,1.436e-5
405.76,7.518e-5
405.78,3.769e-4
405.79,8.302e-4
405.81,3.899e-3
405.83,1.753e-2
405.85,7.544e-2
405.86,1.540e-1
405.88,6.208e-1
405.90,2.396e+0
405.92,8.856e+0
405.93,1.675e+1
405.95,5.798e+1
405.97,1.921e+2
405.99,6.096e+2
406.00,1.068e+3
406.02,3.175e+3
406.04,9.034e+3
406.06,2.461e+4
406.08,6.418e+4
406.09,1.020e+5
406.11,2.491e+5
406.13,5.825e+5
406.15,1.304e+6
406.16,1.920e+6
406.18,4.027e+6
406.20,8.086e+6
406.22,1.554e+7
406.23,2.120e+7
406.25,3.818e+7
406.27,6.582e+7
406.29,1.086e+8
406.30,1.373e+8
406.32,2.123e+8
406.34,3.142e+8
406.36,4.452e+8
406.37,5.214e+8
406.39,6.921e+8
406.41,8.795e+8
406.43,1.070e+9
406.44,1.161e+9
406.46,1.323e+9
406.48,1.444e+9
406.50,1.508e+9
406.51,1.516e+9
406.53,1.484e+9
406.55,1.390e+9
406.57,1.246e+9
406.58,1.161e+9
406.60,9.754e+8
406.62,7.845e+8
406.64,6.040e+8
406.66,4.452e+8
406.67,3.761e+8
406.69,2.597e+8
406.71,1.717e+8
406.73,1.086e+8
406.74,8.502e+7
406.76,5.040e+7
406.78,2.861e+7
406.80,1.554e+7
406.81,1.127e+7
406.83,5.738e+6
406.85,2.796e+6
406.87,1.304e+6
406.88,8.764e+5
406.90,3.830e+5
406.92,1.602e+5
406.94,6.418e+4
406.95,3.996e+4
406.97,1.499e+4
406.99,5.385e+3
407.01,1.852e+3
407.02,1.068e+3
407.04,3.441e+2
407.06,1.061e+2
407.08,3.133e+1
407.09,1.675e+1
407.11,4.632e+0
407.13,1.226e+0
407.15,3.109e-1
407.17,7.544e-2
407.18,3.656e-2
407.20,8.312e-3
407.22,1.809e-3
407.24,3.769e-4
407.25,1.692e-4
407.27,3.303e-5
407.29,6.172e-6
407.31,1.104e-6
407.32,4.594e-7
407.34,7.698e-8
407.36,1.235e-8
407.38,1.897e-9
407.39,7.312e-10
407.41,1.052e-10
407.43,1.449e-11
407.45,1.911e-12
478.18,1.028e-11
478.20,5.586e-11
478.21,1.287e-10
478.23,6.672e-10
478.25,3.352e-9
478.27,1.632e-8
478.28,3.559e-8
478.30,1.654e-7
478.32,7.445e-7
478.34,3.248e-6
478.35,6.706e-6
478.37,2.791e-5
478.39,1.126e-4
478.41,4.403e-4
478.42,8.605e-4
478.44,3.210e-3
478.46,1.160e-2
478.48,4.066e-2
478.49,7.521e-2
478.51,2.514e-1
478.53,8.145e-1
478.55,2.557e+0
478.56,4.478e+0
478.58,1.341e+1
478.60,3.894e+1
478.62,1.095e+2
478.64,2.987e+2
478.65,4.874e+2
478.67,1.268e+3
478.69,3.196e+3
478.71,7.810e+3
478.72,1.206e+4
478.74,2.812e+4
478.76,6.353e+4
478.78,1.391e+5
478.79,2.034e+5
478.81,4.249e+5
478.83,8.602e+5
478.85,1.688e+6
478.86,2.336e+6
478.88,4.373e+6
478.90,7.932e+6
478.92,1.395e+7
478.93,1.827e+7
478.95,3.065e+7
478.97,4.983e+7
478.99,7.849e+7
479.00,9.737e+7
479.02,1.463e+8
479.04,2.132e+8
479.06,3.009e+8
479.07,3.534e+8
479.09,4.760e+8
479.11,6.213e+8
479.13,7.859e+8
479.14,8.736e+8
479.16,1.054e+9
479.18,1.233e+9
479.20,1.398e+9
479.22,1.536e+9
479.23,1.591e+9
479.25,1.668e+9
479.27,1.694e+9
479.29,1.668e+9
479.30,1.635e+9
479.32,1.536e+9
479.34,1.398e+9
479.36,1.233e+9
479.37,1.145e+9
479.39,9.635e+8
479.41,7.859e+8
479.43,6.213e+8
479.44,5.459e+8
479.46,4.117e+8
479.48,3.009e+8
479.50,2.132e+8
479.51,1.773e+8
479.53,1.198e+8
479.55,7.849e+7
479.57,4.983e+7
479.58,3.923e+7
479.60,2.376e+7
479.62,1.395e+7
479.64,7.932e+6
479.65,5.912e+6
479.67,3.209e+6
479.69,1.688e+6
479.71,8.602e+5
479.72,6.069e+5
479.74,2.951e+5
479.76,1.391e+5
479.78,6.353e+4
479.80,2.812e+4
479.81,1.849e+4
479.83,7.810e+3
479.85,3.196e+3
479.87,1.268e+3
479.88,7.892e+2
479.90,2.987e+2
479.92,1.095e+2
479.94,3.894e+1
479.95,2.294e+1
479.97,7.780e+0
479.99,2.557e+0
480.01,8.145e-1
480.02,4.543e-1
480.04,1.380e-1
480.06,4.066e-2
480.08,1.160e-2
480.09,6.127e-3
480.11,1.668e-3
480.13,4.403e-4
480.15,1.126e-4
480.16,5.629e-5
480.18,1.374e-5
480.20,3.274e-6
480.22,8.604e-7
480.23,5.940e-7
480.25,1.104e-6
480.27,4.243e-6
480.29,1.687e-5
480.31,6.525e-5
480.32,1.268e-4
480.34,4.683e-4
480.36,1.676e-3
480.38,5.814e-3
480.39,1.070e-2
480.41,3.544e-2
480.43,1.138e-1
480.45,3.540e-1
480.46,6.171e-1
480.48,1.833e+0
480.50,5.276e+0
480.52,1.472e+1
480.53,2.431e+1
480.55,6.474e+1
480.57,1.672e+2
480.59,4.184e+2
480.60,6.542e+2
480.62,1.563e+3
480.64,3.618e+3
480.66,8.122e+3
480.67,1.203e+4
480.69,2.577e+4
480.71,5.352e+4
480.73,1.077e+5
480.74,1.511e+5
480.76,2.903e+5
480.78,5.407e+5
480.80,9.763e+5
480.81,1.297e+6
480.83,2.235e+6
480.85,3.733e+6
480.87,6.045e+6
480.89,9.489e+6
480.90,1.175e+7
480.92,1.761e+7
480.94,2.557e+7
480.96,3.600e+7
480.97,4.222e+7
480.99,5.673e+7
481.01,7.389e+7
481.03,9.331e+7
481.04,1.036e+8
481.06,1.249e+8
481.08,1.459e+8
481.10,1.652e+8
481.11,1.738e+8
481.13,1.878e+8
481.15,1.968e+8
481.17,1.999e+8
481.18,1.991e+8
481.20,1.930e+8
481.22,1.814e+8
481.24,1.652e+8
481.25,1.559e+8
481.27,1.355e+8
481.29,1.142e+8
481.31,9.331e+7
481.32,8.336e+7
481.34,6.500e+7
481.36,4.913e+7
481.38,3.600e+7
481.39,3.046e+7
481.41,2.130e+7
481.43,1.444e+7
481.45,9.489e+6
481.47,6.045e+6
481.48,4.769e+6
481.50,2.899e+6
481.52,1.709e+6
481.54,9.763e+5
481.55,7.294e+5
481.57,3.978e+5
481.59,2.103e+5
481.61,1.077e+5
481.62,7.623e+4
481.64,3.728e+4
481.66,1.767e+4
481.68,8.122e+3
481.69,5.442e+3
481.71,2.387e+3
481.73,1.015e+3
481.75,4.184e+2
481.76,2.655e+2
481.78,1.044e+2
481.80,3.983e+1
481.82,1.472e+1
481.83,8.847e+0
481.85,3.122e+0
481.87,1.068e+0
481.89,3.540e-1
481.90,2.014e-1
481.92,6.374e-2
481.94,1.955e-2
481.96,5.814e-3
481.97,3.134e-3
481.99,8.893e-4
482.01,2.447e-4
482.03,6.525e-5
482.05,1.687e-5
482.06,8.477e-6
482.08,2.092e-6
482.10,5.002e-7
482.12,1.160e-7
482.13,5.520e-8
482.15,1.222e-8
482.17,2.620e-9
482.19,5.449e-10
482.20,2.456e-10
482.22,4.874e-11
482.24,9.378e-12
482.26,1.749e-12
582.43,7.372e-12
582.45,2.911e-11
582.47,1.126e-10
582.48,2.196e-10
582.50,8.225e-10
582.52,3.016e-9
582.54,1.083e-8
582.55,2.036e-8
582.57,7.084e-8
582.59,2.413e-7
582.61,8.046e-7
582.62,1.458e-6
582.64,4.709e-6
582.66,1.490e-5
582.68,4.613e-5
582.69,8.055e-5
582.71,2.417e-4
582.73,7.100e-4
582.75,2.042e-3
582.76,3.436e-3
582.78,9.574e-3
582.80,2.612e-2
582.82,6.978e-2
582.83,1.131e-1
582.85,2.928e-1
582.87,7.419e-1
582.89,1.841e+0
582.90,2.876e+0
582.92,6.912e+0
582.94,1.627e+1
582.96,3.748e+1
582.98,8.454e+1
582.99,1.260e+2
583.01,2.753e+2
583.03,5.890e+2
583.05,1.234e+3
583.06,1.772e+3
583.08,3.597e+3
583.10,7.147e+3
583.12,1.391e+4
583.13,1.924e+4
583.15,3.627e+4
583.17,6.694e+4
583.19,1.210e+5
583.20,1.613e+5
583.22,2.824e+5
583.24,4.840e+5
583.26,8.123e+5
583.27,1.044e+6
583.29,1.697e+6
583.31,2.702e+6
583.33,4.210e+6
583.34,5.215e+6
583.36,7.874e+6
583.38,1.164e+7
583.40,1.685e+7
583.41,2.011e+7
583.43,2.820e+7
583.45,3.871e+7
583.47,5.204e+7
583.48,5.986e+7
583.50,7.795e+7
583.52,9.940e+7
583.54,1.241e+8
583.56,1.517e+8
583.57,1.664e+8
583.59,1.970e+8
583.61,2.284e+8
583.63,2.593e+8
583.64,2.741e+8
583.66,3.014e+8
583.68,3.245e+8
583.70,3.421e+8
583.71,3.485e+8
583.73,3.560e+8
583.75,3.560e+8
583.77,3.485e+8
583.78,3.421e+8
583.80,3.245e+8
583.82,3.014e+8
583.84,2.741e+8
583.85,2.593e+8
583.87,2.284e+8
583.89,1.970e+8
583.91,1.664e+8
583.92,1.517e+8
583.94,1.241e+8
583.96,9.940e+7
583.98,7.795e+7
583.99,6.849e+7
584.01,5.204e+7
584.03,3.871e+7
584.05,2.820e+7
584.06,2.388e+7
584.08,1.685e+7
584.10,1.164e+7
584.12,7.874e+6
584.14,5.215e+6
584.15,4.210e+6
584.17,2.702e+6
584.19,1.697e+6
584.21,1.044e+6
584.22,8.123e+5
584.24,4.840e+5
584.26,2.824e+5
584.28,1.613e+5
584.29,1.210e+5
584.31,6.694e+4
584.33,3.627e+4
584.35,1.924e+4
584.36,1.391e+4
584.38,7.147e+3
584.40,3.597e+3
584.42,1.772e+3
584.43,1.234e+3
584.45,5.890e+2
584.47,2.753e+2
584.49,1.260e+2
584.50,8.454e+1
584.52,3.748e+1
584.54,1.627e+1
584.56,6.912e+0
584.57,4.471e+0
584.59,1.841e+0
584.61,7.419e-1
584.63,2.928e-1
584.65,1.131e-1
584.66,6.978e-2
584.68,2.612e-2
584.70,9.574e-3
584.72,3.436e-3
584.73,2.042e-3
584.75,7.100e-4
584.77,2.417e-4
584.79,8.055e-5
584.80,4.613e-5
584.82,1.490e-5
584.84,4.709e-6
584.86,1.458e-6
584.87,8.046e-7
584.89,2.413e-7
584.91,7.084e-8
584.93,2.036e-8
584.94,1.083e-8
584.96,3.016e-9
584.98,8.225e-10
585.00,2.196e-10
585.01,1.126e-10
585.03,2.911e-11
585.05,7.372e-12
