Wavelength (nm),Au I
212.09,3.408e-21
212.11,3.184e-19
212.13,2.537e-17
212.14,2.133e-16
212.16,1.339e-14
212.18,7.164e-13
212.20,3.270e-11
212.21,2.081e-10
212.23,7.480e-9
212.25,2.293e-7
212.27,5.994e-6
212.28,2.887e-5
212.30,5.945e-4
212.32,1.044e-2
212.34,1.563e-1
212.35,5.698e-1
212.37,6.721e+0
212.39,6.760e+1
212.41,5.798e+2
212.42,1.600e+3
212.44,1.081e+4
212.46,6.227e+4
212.48,3.060e+5
212.49,6.389e+5
212.51,2.472e+6
212.53,8.159e+6
212.55,2.296e+7
212.56,3.629e+7
212.58,8.045e+7
212.60,1.521e+8
212.62,2.452e+8
212.63,2.933e+8
212.65,3.724e+8
212.67,4.032e+8
212.69,3.724e+8
212.71,2.933e+8
212.72,2.452e+8
212.74,1.521e+8
212.76,8.045e+7
212.78,3.629e+7
212.79,2.296e+7
212.81,8.159e+6
212.83,2.472e+6
212.85,6.389e+5
212.86,3.060e+5
212.88,6.227e+4
212.90,1.081e+4
212.92,1.600e+3
212.93,5.798e+2
212.95,6.760e+1
212.97,6.721e+0
212.99,5.698e-1
213.00,1.563e-1
213.02,1.044e-2
213.04,5.945e-4
213.06,2.887e-5
213.07,5.994e-6
213.09,2.293e-7
213.11,7.480e-9
213.13,2.081e-10
213.14,3.270e-11
213.16,7.164e-13
213.18,1.339e-14
213.20,2.133e-16
213.21,2.537e-17
234.64,3.264e-19
234.66,1.725e-17
234.68,8.008e-16
234.69,5.196e-15
234.71,1.984e-13
234.73,6.651e-12
234.75,1.958e-10
234.77,5.060e-9
234.78,2.450e-8
234.80,5.210e-7
234.82,9.726e-6
234.84,1.594e-4
234.85,6.148e-4
234.87,8.292e-3
234.89,9.819e-2
234.91,1.021e+0
234.92,3.135e+0
234.94,2.682e+1
234.96,2.014e+2
234.98,1.328e+3
234.99,3.249e+3
235.01,1.763e+4
235.03,8.396e+4
235.05,3.512e+5
235.06,6.840e+5
235.08,2.354e+6
235.10,7.112e+6
235.12,1.887e+7
235.13,2.927e+7
235.15,6.388e+7
235.17,1.224e+8
235.19,2.060e+8
235.20,2.545e+8
235.22,3.523e+8
235.24,4.282e+8
235.26,4.569e+8
235.27,4.496e+8
235.29,3.947e+8
235.31,3.043e+8
235.33,2.060e+8
235.35,1.224e+8
235.36,8.988e+7
235.38,4.395e+7
235.40,1.887e+7
235.42,7.112e+6
235.43,4.159e+6
235.45,1.290e+6
235.47,3.512e+5
235.49,8.396e+4
235.50,3.910e+4
235.52,7.691e+3
235.54,1.328e+3
235.56,2.014e+2
235.57,7.470e+1
235.59,9.320e+0
235.61,1.021e+0
235.63,9.819e-2
235.64,2.900e-2
235.66,2.295e-3
235.68,1.594e-4
235.70,9.726e-6
235.71,2.288e-6
235.73,1.148e-7
235.75,5.060e-9
235.77,1.958e-10
235.78,3.668e-11
235.80,1.168e-12
235.82,3.263e-14
235.84,8.008e-16
235.85,1.195e-16
242.17,1.473e-15
242.18,9.633e-15
242.20,3.759e-13
242.22,1.298e-11
242.24,3.969e-10
242.25,2.096e-9
242.27,5.334e-8
242.29,1.201e-6
242.31,2.395e-5
242.32,1.021e-4
242.34,1.695e-3
242.36,2.490e-2
242.38,3.237e-1
242.39,1.115e+0
242.41,1.207e+1
242.43,1.156e+2
242.45,9.798e+2
242.46,2.725e+3
242.48,1.923e+4
242.50,1.202e+5
242.52,6.643e+5
242.53,1.492e+6
242.55,6.868e+6
242.57,2.798e+7
