Wavelength (nm),Sum(calc),Cu I (4.7e-1),Cu II (5.3e-1)
203.67,1.821e+9,1.249e-7,1.821e+9
203.69,1.973e+9,1.248e-7,1.973e+9
203.71,2.001e+9,1.246e-7,2.001e+9
203.72,1.926e+9,1.245e-7,1.926e+9
203.74,1.593e+9,1.243e-7,1.593e+9
203.76,1.119e+9,1.241e-7,1.119e+9
203.77,8.807e+8,1.241e-7,8.807e+8
203.79,4.792e+8,1.239e-7,4.792e+8
203.81,2.194e+8,1.237e-7,2.194e+8
203.82,1.391e+8,1.236e-7,1.391e+8
203.84,4.912e+7,1.235e-7,4.912e+7
203.86,1.458e+7,1.233e-7,1.458e+7
203.87,7.444e+6,1.232e-7,7.444e+6
203.89,1.703e+6,1.230e-7,1.703e+6
203.91,3.277e+5,1.228e-7,3.277e+5
203.92,1.347e+5,1.228e-7,1.347e+5
203.94,1.998e+4,1.226e-7,1.998e+4
203.96,2.491e+3,1.224e-7,2.491e+3
203.97,8.240e+2,1.223e-7,8.240e+2
203.99,7.920e+1,1.222e-7,7.920e+1
204.01,6.400e+0,1.220e-7,6.400e+0
204.02,1.706e+0,1.219e-7,1.706e+0
204.04,1.420e-1,1.217e-7,1.420e-1
204.06,6.216e-1,1.215e-7,6.216e-1
204.07,2.395e+0,1.215e-7,2.395e+0
204.09,3.177e+1,1.213e-7,3.177e+1
204.11,3.548e+2,1.211e-7,3.548e+2
204.12,1.112e+3,1.210e-7,1.112e+3
204.14,9.587e+3,1.208e-7,9.587e+3
204.16,6.959e+4,1.207e-7,6.959e+4
204.17,1.758e+5,1.206e-7,1.758e+5
204.19,9.851e+5,1.204e-7,9.851e+5
204.21,4.647e+6,1.202e-7,4.647e+6
204.22,9.462e+6,1.202e-7,9.462e+6
204.24,3.447e+7,1.200e-7,3.447e+7
204.26,1.057e+8,1.198e-7,1.057e+8
204.27,1.735e+8,1.197e-7,1.735e+8
204.29,4.107e+8,1.195e-7,4.107e+8
204.31,8.184e+8,1.194e-7,8.184e+8
204.32,1.083e+9,1.193e-7,1.083e+9
204.34,1.666e+9,1.191e-7,1.666e+9
204.36,2.158e+9,1.189e-7,2.158e+9
204.37,2.302e+9,1.189e-7,2.302e+9
204.39,2.302e+9,1.187e-7,2.302e+9
204.41,1.938e+9,1.185e-7,1.938e+9
204.42,1.666e+9,1.184e-7,1.666e+9
204.44,1.083e+9,1.182e-7,1.083e+9
204.46,5.924e+8,1.181e-7,5.924e+8
204.47,4.107e+8,1.180e-7,4.107e+8
204.49,1.735e+8,1.178e-7,1.735e+8
204.50,1.057e+8,1.177e-7,1.057e+8
204.52,3.447e+7,1.175e-7,3.447e+7
204.54,9.462e+6,1.174e-7,9.462e+6
204.55,4.647e+6,1.173e-7,4.647e+6
204.57,9.852e+5,1.171e-7,9.852e+5
204.59,1.762e+5,1.169e-7,1.762e+5
204.60,7.045e+4,1.169e-7,7.045e+4
204.62,1.297e+4,1.167e-7,1.297e+4
204.64,1.237e+4,1.165e-7,1.237e+4
204.65,1.962e+4,1.164e-7,1.962e+4
204.67,4.956e+4,1.162e-7,4.956e+4
204.69,1.073e+5,1.161e-7,1.073e+5
204.70,1.480e+5,1.160e-7,1.480e+5
204.72,2.477e+5,1.158e-7,2.477e+5
204.74,3.492e+5,1.156e-7,3.492e+5
204.75,3.888e+5,1.156e-7,3.888e+5
204.77,4.237e+5,1.154e-7,4.237e+5
204.79,3.888e+5,1.152e-7,3.888e+5
204.80,3.492e+5,1.151e-7,3.492e+5
204.82,2.477e+5,1.149e-7,2.477e+5
204.84,1.480e+5,1.148e-7,1.480e+5
204.85,1.073e+5,1.147e-7,1.073e+5
204.87,4.953e+4,1.145e-7,4.953e+4
204.89,1.926e+4,1.143e-7,1.926e+4
204.90,1.126e+4,1.143e-7,1.126e+4
204.92,3.385e+3,1.141e-7,3.385e+3
204.94,8.570e+2,1.139e-7,8.570e+2
204.95,4.043e+2,1.138e-7,4.043e+2
204.97,7.912e+1,1.136e-7,7.912e+1
204.99,1.304e+1,1.135e-7,1.304e+1
205.00,4.963e+0,1.134e-7,4.963e+0
205.02,6.322e-1,1.132e-7,6.322e-1
205.04,6.782e-2,1.130e-7,6.782e-2
205.05,2.083e-2,1.129e-7,2.083e-2
205.07,1.728e-3,1.128e-7,1.728e-3
205.09,1.469e-4,1.126e-7,1.469e-4
205.10,1.412e-4,1.125e-7,1.412e-4
205.12,1.778e-3,1.123e-7,1.778e-3
205.14,2.424e-2,1.122e-7,2.424e-2
205.15,8.470e-2,1.121e-7,8.470e-2
205.17,9.317e-1,1.119e-7,9.317e-1
205.19,9.033e+0,1.117e-7,9.033e+0
205.20,2.697e+1,1.116e-7,2.697e+1
205.22,2.231e+2,1.115e-7,2.231e+2
205.24,1.683e+3,1.113e-7,1.683e+3
205.25,4.468e+3,1.112e-7,4.468e+3
205.27,2.922e+4,1.110e-7,2.922e+4
205.29,1.708e+5,1.109e-7,1.708e+5
205.30,3.940e+5,1.108e-7,3.940e+5
205.32,1.887e+6,1.106e-7,1.887e+6
205.34,7.789e+6,1.104e-7,7.789e+6
205.35,1.492e+7,1.103e-7,1.492e+7
205.37,4.854e+7,1.102e-7,4.854e+7
205.39,1.339e+8,1.100e-7,1.339e+8
205.40,2.089e+8,1.099e-7,2.089e+8
205.42,4.484e+8,1.097e-7,4.484e+8
205.44,8.127e+8,1.096e-7,8.127e+8
205.45,1.027e+9,1.095e-7,1.027e+9
205.47,1.443e+9,1.093e-7,1.443e+9
205.49,1.710e+9,1.091e-7,1.710e+9
205.50,1.746e+9,1.090e-7,1.746e+9
205.52,1.603e+9,1.089e-7,1.603e+9
205.54,1.241e+9,1.087e-7,1.241e+9
205.55,1.025e+9,1.086e-7,1.025e+9
205.57,6.143e+8,1.084e-7,6.143e+8
205.59,3.106e+8,1.083e-7,3.106e+8
205.60,2.072e+8,1.082e-7,2.072e+8
205.62,8.111e+7,1.080e-7,8.111e+7
205.64,2.678e+7,1.078e-7,2.678e+7
205.65,1.443e+7,1.077e-7,1.443e+7
205.67,3.690e+6,1.076e-7,3.690e+6
205.69,7.953e+5,1.074e-7,7.953e+5
205.70,3.464e+5,1.073e-7,3.464e+5
205.72,5.782e+4,1.071e-7,5.782e+4
205.74,8.139e+3,1.070e-7,8.139e+3
205.75,2.864e+3,1.069e-7,2.864e+3
205.77,3.122e+2,1.067e-7,3.122e+2
205.79,2.869e+1,1.065e-7,2.869e+1
205.80,8.160e+0,1.064e-7,8.160e+0
205.82,5.807e-1,1.063e-7,5.807e-1
205.84,3.485e-2,1.061e-7,3.485e-2
205.85,8.009e-3,1.060e-7,8.009e-3
205.87,3.726e-4,1.058e-7,3.726e-4
205.89,2.399e-5,1.057e-7,2.399e-5
205.90,4.321e-5,1.056e-7,4.321e-5
205.92,6.614e-4,1.054e-7,6.614e-4
205.94,9.117e-3,1.052e-7,9.117e-3
205.95,3.177e-2,1.051e-7,3.177e-2
205.97,3.398e-1,1.050e-7,3.398e-1
205.99,3.068e+0,1.048e-7,3.068e+0
206.00,8.652e+0,1.047e-7,8.652e+0
206.02,6.061e+1,1.045e-7,6.061e+1
206.04,3.584e+2,1.044e-7,3.584e+2
206.05,8.180e+2,1.043e-7,8.180e+2
206.07,3.753e+3,1.041e-7,3.753e+3
206.09,1.454e+4,1.039e-7,1.454e+4
206.10,2.685e+4,1.038e-7,2.685e+4
206.12,8.069e+4,1.037e-7,8.069e+4
206.14,2.047e+5,1.035e-7,2.047e+5
206.15,3.060e+5,1.034e-7,3.060e+5
206.17,6.022e+5,1.032e-7,6.022e+5
206.19,1.001e+6,1.031e-7,1.001e+6
206.20,1.211e+6,1.030e-7,1.211e+6
206.22,1.561e+6,1.028e-7,1.561e+6
206.24,1.698e+6,1.026e-7,1.698e+6
206.25,1.663e+6,1.025e-7,1.663e+6
206.27,1.404e+6,1.024e-7,1.404e+6
206.29,1.001e+6,1.022e-7,1.001e+6
206.30,7.929e+5,1.021e-7,7.929e+5
206.32,4.385e+5,1.019e-7,4.385e+5
206.34,2.047e+5,1.017e-7,2.047e+5
206.35,1.313e+5,1.017e-7,1.313e+5
206.37,4.754e+4,1.015e-7,4.754e+4
206.39,1.454e+4,1.013e-7,1.454e+4
206.40,7.559e+3,1.012e-7,7.559e+3
206.42,1.886e+3,1.011e-7,1.886e+3
206.44,8.777e+2,1.009e-7,8.777e+2
206.45,1.283e+3,1.008e-7,1.283e+3
206.47,4.773e+3,1.006e-7,4.773e+3
206.49,1.683e+4,1.004e-7,1.683e+4
206.50,2.973e+4,1.004e-7,2.973e+4
206.52,8.177e+4,1.002e-7,8.177e+4
206.54,1.900e+5,1.000e-7,1.900e+5
206.55,2.719e+5,9.992e-8,2.719e+5
206.57,4.907e+5,9.975e-8,4.907e+5
206.58,6.187e+5,9.966e-8,6.187e+5
206.60,8.669e+5,9.949e-8,8.669e+5
206.62,1.026e+6,9.932e-8,1.026e+6
206.63,1.048e+6,9.923e-8,1.048e+6
206.65,9.633e+5,9.906e-8,9.633e+5
206.67,7.480e+5,9.888e-8,7.480e+5
206.68,6.187e+5,9.880e-8,6.187e+5
206.70,3.731e+5,9.862e-8,3.731e+5
206.72,1.900e+5,9.845e-8,1.900e+5
206.73,1.273e+5,9.836e-8,1.273e+5
206.75,5.036e+4,9.819e-8,5.036e+4
206.77,1.684e+4,9.801e-8,1.684e+4
206.78,9.157e+3,9.793e-8,9.157e+3
206.80,2.511e+3,9.775e-8,2.511e+3
206.82,1.163e+3,9.758e-8,1.163e+3
206.83,1.516e+3,9.749e-8,1.516e+3
206.85,4.579e+3,9.732e-8,4.579e+3
206.87,1.354e+4,9.715e-8,1.354e+4
206.88,2.195e+4,9.706e-8,2.195e+4
206.90,5.084e+4,9.689e-8,5.084e+4
206.92,9.957e+4,9.671e-8,9.957e+4
206.93,1.308e+5,9.663e-8,1.308e+5
206.95,1.991e+5,9.645e-8,1.991e+5
206.97,2.562e+5,9.628e-8,2.562e+5
206.98,2.729e+5,9.619e-8,2.729e+5
207.00,2.729e+5,9.602e-8,2.729e+5
207.02,2.307e+5,9.584e-8,2.307e+5
207.03,1.991e+5,9.576e-8,1.991e+5
207.05,1.308e+5,9.558e-8,1.308e+5
207.07,7.266e+4,9.541e-8,7.266e+4
207.08,5.084e+4,9.532e-8,5.084e+4
207.10,2.194e+4,9.515e-8,2.194e+4
207.12,8.006e+3,9.498e-8,8.006e+3
207.13,4.541e+3,9.489e-8,4.541e+3
207.15,1.288e+3,9.472e-8,1.288e+3
207.17,3.086e+2,9.454e-8,3.086e+2
207.18,1.419e+2,9.445e-8,1.419e+2
207.20,2.643e+1,9.428e-8,2.643e+1
207.22,4.162e+0,9.411e-8,4.162e+0
207.23,1.551e+0,9.402e-8,1.551e+0
207.25,1.898e-1,9.385e-8,1.898e-1
207.27,1.964e-2,9.367e-8,1.964e-2
207.28,5.931e-3,9.359e-8,5.931e-3
207.30,4.769e-4,9.341e-8,4.769e-4
207.32,3.241e-5,9.324e-8,3.241e-5
207.33,7.935e-6,9.315e-8,7.935e-6
207.35,4.192e-7,9.298e-8,4.192e-7
207.37,1.872e-8,9.281e-8,1.872e-8
207.38,3.714e-9,9.272e-8,3.714e-9
207.40,1.289e-10,9.254e-8,1.289e-10
207.42,3.781e-12,9.237e-8,3.781e-12
207.43,1.586e-11,9.228e-8,1.586e-11
207.45,5.487e-10,9.211e-8,5.487e-10
207.47,1.671e-8,9.194e-8,1.671e-8
207.48,8.660e-8,9.185e-8,8.660e-8
207.50,2.054e-6,9.168e-8,2.054e-6
207.52,4.122e-5,9.150e-8,4.122e-5
207.53,1.735e-4,9.142e-8,1.735e-4
207.55,2.713e-3,9.124e-8,2.713e-3
207.57,3.590e-2,9.107e-8,3.590e-2
207.58,1.227e-1,9.098e-8,1.227e-1
207.60,1.265e+0,9.081e-8,1.265e+0
207.62,1.104e+1,9.063e-8,1.104e+1
207.63,3.062e+1,9.055e-8,3.062e+1
207.65,2.081e+2,9.037e-8,2.081e+2
207.67,1.197e+3,9.020e-8,1.197e+3
207.68,2.697e+3,9.011e-8,2.697e+3
207.70,1.209e+4,8.994e-8,1.209e+4
207.72,4.584e+4,8.977e-8,4.584e+4
207.73,8.386e+4,8.968e-8,8.386e+4
207.75,2.477e+5,8.951e-8,2.477e+5
207.77,6.194e+5,8.933e-8,6.194e+5
207.78,9.201e+5,8.925e-8,9.201e+5
207.80,1.792e+6,8.907e-8,1.792e+6
207.82,2.954e+6,8.890e-8,2.954e+6
207.83,3.563e+6,8.881e-8,3.563e+6
207.85,4.575e+6,8.864e-8,4.575e+6
207.87,4.972e+6,8.846e-8,4.972e+6
207.88,4.870e+6,8.838e-8,4.870e+6
207.90,4.122e+6,8.820e-8,4.122e+6
207.92,2.954e+6,8.803e-8,2.954e+6
207.93,2.349e+6,8.794e-8,2.349e+6
207.95,1.311e+6,8.777e-8,1.311e+6
207.97,6.194e+5,8.760e-8,6.194e+5
207.98,3.999e+5,8.751e-8,3.999e+5
208.00,1.472e+5,8.734e-8,1.472e+5
208.02,4.584e+4,8.716e-8,4.584e+4
208.03,2.403e+4,8.707e-8,2.403e+4
208.05,5.830e+3,8.690e-8,5.830e+3
208.07,1.197e+3,8.673e-8,1.197e+3
208.08,5.096e+2,8.664e-8,5.096e+2
208.10,8.151e+1,8.647e-8,8.151e+1
208.12,1.104e+1,8.629e-8,1.104e+1
208.13,3.814e+0,8.621e-8,3.814e+0
208.15,4.022e-1,8.603e-8,4.022e-1
208.17,3.590e-2,8.586e-8,3.590e-2
208.18,1.008e-2,8.577e-8,1.008e-2
208.20,8.070e-4,8.560e-8,8.070e-4
208.22,1.547e-3,8.543e-8,1.547e-3
208.23,5.333e-3,8.534e-8,5.333e-3
208.25,5.873e-2,8.516e-8,5.873e-2
208.27,5.491e-1,8.499e-8,5.491e-1
208.28,1.578e+0,8.490e-8,1.578e+0
208.30,1.151e+1,8.473e-8,1.151e+1
208.32,7.113e+1,8.456e-8,7.113e+1
208.33,1.662e+2,8.447e-8,1.662e+2
208.35,8.012e+2,8.430e-8,8.012e+2
208.37,3.273e+3,8.412e-8,3.273e+3
208.38,6.217e+3,8.404e-8,6.217e+3
208.40,1.981e+4,8.386e-8,1.981e+4
208.42,5.351e+4,8.369e-8,5.351e+4
208.43,8.264e+4,8.360e-8,8.264e+4
208.45,1.741e+5,8.343e-8,1.741e+5
208.47,3.108e+5,8.325e-8,3.108e+5
208.48,3.903e+5,8.317e-8,3.903e+5
208.50,5.435e+5,8.299e-8,5.435e+5
208.52,6.414e+5,8.282e-8,6.414e+5
208.53,6.548e+5,8.273e-8,6.548e+5
208.55,6.028e+5,8.256e-8,6.028e+5
208.57,4.705e+5,8.239e-8,4.705e+5
208.58,3.910e+5,8.230e-8,3.910e+5
208.60,2.411e+5,8.213e-8,2.411e+5
208.62,1.388e+5,8.195e-8,1.388e+5
208.63,1.154e+5,8.187e-8,1.154e+5
208.65,1.488e+5,8.169e-8,1.488e+5
208.66,2.242e+5,8.161e-8,2.242e+5
208.68,5.713e+5,8.143e-8,5.713e+5
208.70,1.328e+6,8.126e-8,1.328e+6
208.71,1.912e+6,8.117e-8,1.912e+6
208.73,3.511e+6,8.100e-8,3.511e+6
208.75,5.475e+6,8.082e-8,5.475e+6
208.76,6.430e+6,8.074e-8,6.430e+6
208.78,7.846e+6,8.056e-8,7.846e+6
208.80,8.130e+6,8.039e-8,8.130e+6
208.81,7.784e+6,8.030e-8,7.784e+6
208.83,6.312e+6,8.013e-8,6.312e+6
208.85,4.346e+6,7.996e-8,4.346e+6
208.86,3.392e+6,7.987e-8,3.392e+6
208.88,1.828e+6,7.970e-8,1.828e+6
208.90,8.364e+5,7.952e-8,8.364e+5
208.91,5.322e+5,7.943e-8,5.322e+5
208.93,1.906e+5,7.926e-8,1.906e+5
208.95,5.795e+4,7.909e-8,5.795e+4
208.96,3.006e+4,7.900e-8,3.006e+4
208.98,7.152e+3,7.883e-8,7.152e+3
209.00,1.445e+3,7.865e-8,1.445e+3
209.01,6.108e+2,7.857e-8,6.108e+2
209.03,9.656e+1,7.839e-8,9.656e+1
209.05,1.296e+1,7.822e-8,1.296e+1
209.06,4.479e+0,7.813e-8,4.479e+0
209.08,6.150e-1,7.796e-8,6.150e-1
209.10,1.384e+0,7.778e-8,1.384e+0
209.11,3.836e+0,7.770e-8,3.836e+0
209.13,2.745e+1,7.752e-8,2.745e+1
209.15,1.672e+2,7.735e-8,1.672e+2
209.16,3.881e+2,7.726e-8,3.881e+2
209.18,1.848e+3,7.709e-8,1.848e+3
209.20,7.464e+3,7.692e-8,7.464e+3
209.21,1.411e+4,7.683e-8,1.411e+4
209.23,4.454e+4,7.666e-8,4.454e+4
209.25,1.193e+5,7.648e-8,1.193e+5
209.26,1.837e+5,7.640e-8,1.837e+5
209.28,3.846e+5,7.622e-8,3.846e+5
209.30,6.835e+5,7.605e-8,6.835e+5
209.31,8.567e+5,7.596e-8,8.567e+5
209.33,1.190e+6,7.579e-8,1.190e+6
209.35,1.402e+6,7.561e-8,1.402e+6
209.36,1.431e+6,7.553e-8,1.431e+6
209.38,1.318e+6,7.535e-8,1.318e+6
209.40,1.031e+6,7.518e-8,1.031e+6
209.41,8.567e+5,7.509e-8,8.567e+5
209.43,5.234e+5,7.492e-8,5.234e+5
209.45,2.713e+5,7.475e-8,2.713e+5
209.46,1.837e+5,7.466e-8,1.837e+5
209.48,7.442e+4,7.449e-8,7.442e+4
209.50,2.559e+4,7.431e-8,2.559e+4
209.51,1.411e+4,7.423e-8,1.411e+4
209.53,3.791e+3,7.405e-8,3.791e+3
209.55,8.645e+2,7.388e-8,8.645e+2
209.56,3.888e+2,7.379e-8,3.888e+2
209.58,7.559e+1,7.362e-8,7.559e+1
209.60,5.837e+1,7.344e-8,5.837e+1
209.61,1.270e+2,7.336e-8,1.270e+2
209.63,7.209e+2,7.318e-8,7.209e+2
209.65,3.584e+3,7.301e-8,3.584e+3
209.66,7.524e+3,7.292e-8,7.524e+3
209.68,2.936e+4,7.275e-8,2.936e+4
209.70,9.743e+4,7.258e-8,9.743e+4
209.71,1.670e+5,7.249e-8,1.670e+5
209.73,4.346e+5,7.232e-8,4.346e+5
209.75,9.617e+5,7.214e-8,9.617e+5
209.76,1.346e+6,7.205e-8,1.346e+6
209.78,2.336e+6,7.188e-8,2.336e+6
209.80,3.445e+6,7.171e-8,3.445e+6
209.81,3.937e+6,7.162e-8,3.937e+6
209.83,4.553e+6,7.145e-8,4.553e+6
209.85,4.475e+6,7.127e-8,4.475e+6
209.86,4.175e+6,7.119e-8,4.175e+6
209.88,3.216e+6,7.101e-8,3.216e+6
209.90,2.106e+6,7.084e-8,2.106e+6
209.91,1.604e+6,7.075e-8,1.604e+6
209.93,8.229e+5,7.058e-8,8.229e+5
209.95,3.589e+5,7.041e-8,3.589e+5
209.96,2.230e+5,7.032e-8,2.230e+5
209.98,7.618e+4,7.014e-8,7.618e+4
210.00,2.212e+4,6.997e-8,2.212e+4
210.01,1.121e+4,6.988e-8,1.121e+4
210.03,2.550e+3,6.971e-8,2.550e+3
210.05,4.929e+2,6.954e-8,4.929e+2
210.06,2.038e+2,6.945e-8,2.038e+2
210.08,3.085e+1,6.928e-8,3.085e+1
210.10,3.968e+0,6.910e-8,3.968e+0
210.11,1.339e+0,6.902e-8,1.339e+0
210.13,1.469e-1,6.884e-8,1.469e-1
210.15,2.030e-1,6.867e-8,2.030e-1
210.16,7.202e-1,6.858e-8,7.202e-1
210.18,8.904e+0,6.841e-8,8.904e+0
210.20,9.397e+1,6.823e-8,9.397e+1
210.21,2.873e+2,6.815e-8,2.873e+2
210.23,2.376e+3,6.797e-8,2.376e+3
210.25,1.670e+4,6.780e-8,1.670e+4
210.26,4.167e+4,6.771e-8,4.167e+4
210.28,2.296e+5,6.754e-8,2.296e+5
210.30,1.075e+6,6.737e-8,1.075e+6
210.31,2.189e+6,6.728e-8,2.189e+6
210.33,8.034e+6,6.711e-8,8.034e+6
210.35,2.506e+7,6.693e-8,2.506e+7
210.36,4.165e+7,6.685e-8,4.165e+7
210.38,1.018e+8,6.667e-8,1.018e+8
210.40,2.116e+8,6.650e-8,2.116e+8
