Wavelength (nm),Sum(calc),Cu I (2.0e-1),Cu II (8.0e-1)
202.63,6.221e+8,1.885e+5,6.219e+8
202.65,2.847e+8,2.979e+4,2.847e+8
202.67,1.121e+8,3.950e+3,1.121e+8
202.68,6.760e+7,1.347e+3,6.760e+7
202.70,2.485e+7,1.372e+2,2.485e+7
202.72,1.116e+7,1.172e+1,1.116e+7
202.73,8.348e+6,3.208e+0,8.348e+6
202.75,5.219e+6,2.106e-1,5.219e+6
202.77,3.178e+6,1.160e-2,3.178e+6
202.78,2.367e+6,2.549e-3,2.367e+6
202.80,1.168e+6,1.079e-4,1.168e+6
202.82,4.940e+5,3.829e-6,4.940e+5
202.83,3.122e+5,6.754e-7,3.122e+5
202.85,1.660e+5,6.744e-7,1.660e+5
202.87,2.504e+5,6.734e-7,2.504e+5
202.88,3.850e+5,6.729e-7,3.850e+5
202.90,9.004e+5,6.719e-7,9.004e+5
202.92,1.832e+6,6.709e-7,1.832e+6
202.93,2.468e+6,6.704e-7,2.468e+6
202.95,4.043e+6,6.694e-7,4.043e+6
202.97,6.012e+6,6.684e-7,6.012e+6
202.98,7.227e+6,6.679e-7,7.227e+6
203.00,1.064e+7,6.669e-7,1.064e+7
203.02,1.643e+7,6.659e-7,1.643e+7
203.03,2.053e+7,6.654e-7,2.053e+7
203.05,3.081e+7,6.644e-7,3.081e+7
203.07,4.161e+7,6.634e-7,4.161e+7
203.08,4.585e+7,6.629e-7,4.585e+7
203.10,4.943e+7,6.619e-7,4.943e+7
203.12,4.509e+7,6.609e-7,4.509e+7
203.13,4.039e+7,6.604e-7,4.039e+7
203.15,2.846e+7,6.594e-7,2.846e+7
203.17,1.685e+7,6.584e-7,1.685e+7
203.18,1.215e+7,6.579e-7,1.215e+7
203.20,5.537e+6,6.569e-7,5.537e+6
203.22,2.120e+6,6.559e-7,2.120e+6
203.23,1.229e+6,6.554e-7,1.229e+6
203.25,3.621e+5,6.544e-7,3.621e+5
203.27,8.962e+4,6.534e-7,8.962e+4
203.28,4.177e+4,6.529e-7,4.177e+4
203.30,8.054e+3,6.519e-7,8.054e+3
203.32,2.400e+3,6.509e-7,2.400e+3
203.33,4.039e+3,6.504e-7,4.039e+3
203.35,3.130e+4,6.494e-7,3.130e+4
203.37,2.304e+5,6.484e-7,2.304e+5
203.38,5.860e+5,6.479e-7,5.860e+5
203.40,3.329e+6,6.469e-7,3.329e+6
203.42,1.590e+7,6.459e-7,1.590e+7
203.43,3.255e+7,6.454e-7,3.255e+7
203.45,1.198e+8,6.444e-7,1.198e+8
203.47,3.705e+8,6.434e-7,3.705e+8
203.48,6.105e+8,6.429e-7,6.105e+8
203.50,1.456e+9,6.419e-7,1.456e+9
203.52,2.918e+9,6.409e-7,2.918e+9
203.53,3.873e+9,6.404e-7,3.873e+9
203.55,6.002e+9,6.394e-7,6.002e+9
203.57,7.867e+9,6.384e-7,7.867e+9
203.58,8.485e+9,6.379e-7,8.485e+9
203.60,8.885e+9,6.369e-7,8.885e+9
203.62,8.421e+9,6.359e-7,8.421e+9
203.63,8.098e+9,6.354e-7,8.098e+9
203.65,7.773e+9,6.344e-7,7.773e+9
203.67,8.132e+9,6.334e-7,8.132e+9
203.68,8.470e+9,6.329e-7,8.470e+9
203.70,8.952e+9,6.319e-7,8.952e+9
203.72,8.556e+9,6.309e-7,8.556e+9
203.73,7.934e+9,6.304e-7,7.934e+9
203.75,6.056e+9,6.294e-7,6.056e+9
203.77,3.911e+9,6.284e-7,3.911e+9
203.78,2.947e+9,6.279e-7,2.947e+9
203.80,1.471e+9,6.269e-7,1.471e+9
203.82,6.177e+8,6.259e-7,6.177e+8
203.83,3.751e+8,6.254e-7,3.751e+8
203.85,1.214e+8,6.244e-7,1.214e+8
203.87,3.305e+7,6.234e-7,3.305e+7
203.88,1.616e+7,6.229e-7,1.616e+7
203.90,3.390e+6,6.219e-7,3.390e+6
203.92,5.979e+5,6.209e-7,5.979e+5
203.93,2.353e+5,6.204e-7,2.353e+5
203.95,3.200e+4,6.194e-7,3.200e+4
203.97,3.658e+3,6.184e-7,3.658e+3
203.98,1.159e+3,6.179e-7,1.159e+3
204.00,1.021e+2,6.169e-7,1.021e+2
204.02,7.574e+0,6.159e-7,7.574e+0
204.03,1.965e+0,6.154e-7,1.965e+0
204.05,7.718e-1,6.144e-7,7.718e-1
204.07,1.044e+1,6.134e-7,1.044e+1
204.08,3.883e+1,6.129e-7,3.883e+1
204.10,4.727e+2,6.119e-7,4.727e+2
204.12,4.843e+3,6.109e-7,4.843e+3
204.13,1.453e+4,6.104e-7,1.453e+4
204.15,1.150e+5,6.094e-7,1.150e+5
204.17,7.658e+5,6.084e-7,7.658e+5
204.18,1.853e+6,6.079e-7,1.853e+6
204.20,9.526e+6,6.069e-7,9.526e+6
204.22,4.123e+7,6.059e-7,4.123e+7
204.23,8.041e+7,6.054e-7,8.041e+7
204.25,2.687e+8,6.044e-7,2.687e+8
204.27,7.559e+8,6.034e-7,7.559e+8
204.28,1.188e+9,6.029e-7,1.188e+9
204.30,2.581e+9,6.019e-7,2.581e+9
204.32,4.719e+9,6.009e-7,4.719e+9
204.33,5.981e+9,6.004e-7,5.981e+9
204.35,8.442e+9,5.994e-7,8.442e+9
204.37,1.003e+10,5.984e-7,1.003e+10
204.38,1.025e+10,5.979e-7,1.025e+10
204.40,9.402e+9,5.969e-7,9.402e+9
204.42,7.260e+9,5.959e-7,7.260e+9
204.43,5.981e+9,5.954e-7,5.981e+9
204.45,3.566e+9,5.944e-7,3.566e+9
204.47,1.789e+9,5.934e-7,1.789e+9
204.48,1.188e+9,5.929e-7,1.188e+9
204.50,4.605e+8,5.919e-7,4.605e+8
204.52,1.502e+8,5.909e-7,1.502e+8
204.53,8.041e+7,5.904e-7,8.041e+7
204.55,2.025e+7,5.894e-7,2.025e+7
204.57,4.293e+6,5.884e-7,4.293e+6
204.58,1.854e+6,5.879e-7,1.854e+6
204.60,3.123e+5,5.869e-7,3.123e+5
204.62,7.762e+4,5.859e-7,7.762e+4
204.63,8.134e+4,5.854e-7,8.134e+4
204.65,2.055e+5,5.844e-7,2.055e+5
204.66,3.347e+5,5.839e-7,3.347e+5
204.68,7.886e+5,5.829e-7,7.886e+5
204.70,1.567e+6,5.819e-7,1.567e+6
204.71,2.072e+6,5.814e-7,2.072e+6
204.73,3.183e+6,5.804e-7,3.183e+6
204.75,4.118e+6,5.794e-7,4.118e+6
204.76,4.391e+6,5.789e-7,4.391e+6
204.78,4.391e+6,5.779e-7,4.391e+6
204.80,3.699e+6,5.769e-7,3.699e+6
204.81,3.183e+6,5.764e-7,3.183e+6
204.83,2.072e+6,5.754e-7,2.072e+6
204.85,1.136e+6,5.744e-7,1.136e+6
204.86,7.886e+5,5.739e-7,7.886e+5
204.88,3.342e+5,5.729e-7,3.342e+5
204.90,1.193e+5,5.719e-7,1.193e+5
204.91,6.681e+4,5.714e-7,6.681e+4
204.93,1.843e+4,5.704e-7,1.843e+4
204.95,4.282e+3,5.694e-7,4.282e+3
204.96,1.935e+3,5.689e-7,1.935e+3
204.98,3.475e+2,5.679e-7,3.475e+2
205.00,5.256e+1,5.669e-7,5.256e+1
205.01,1.917e+1,5.664e-7,1.917e+1
205.03,2.240e+0,5.654e-7,2.240e+0
205.05,2.206e-1,5.644e-7,2.206e-1
205.06,6.490e-2,5.639e-7,6.490e-2
205.08,4.997e-3,5.629e-7,4.997e-3
205.10,1.396e-3,5.619e-7,1.396e-3
205.11,4.453e-3,5.614e-7,4.453e-3
205.13,6.365e-2,5.604e-7,6.365e-2
205.15,7.879e-1,5.594e-7,7.879e-1
205.16,2.614e+0,5.589e-7,2.614e+0
205.18,2.573e+1,5.579e-7,2.573e+1
205.20,2.202e+2,5.569e-7,2.202e+2
205.21,6.142e+2,5.564e-7,6.142e+2
205.23,4.386e+3,5.554e-7,4.386e+3
205.25,2.831e+4,5.544e-7,2.831e+4
205.26,6.948e+4,5.539e-7,6.948e+4
205.28,3.908e+5,5.529e-7,3.908e+5
205.30,1.991e+6,5.519e-7,1.991e+6
205.31,4.311e+6,5.514e-7,4.311e+6
205.33,1.840e+7,5.504e-7,1.840e+7
205.35,6.838e+7,5.494e-7,6.838e+7
205.36,1.247e+8,5.489e-7,1.247e+8
205.38,3.691e+8,5.479e-7,3.691e+8
205.40,9.300e+8,5.469e-7,9.300e+8
205.41,1.388e+9,5.464e-7,1.388e+9
205.43,2.729e+9,5.454e-7,2.729e+9
205.45,4.536e+9,5.444e-7,4.536e+9
205.46,5.488e+9,5.439e-7,5.488e+9
205.48,7.077e+9,5.429e-7,7.077e+9
205.50,7.700e+9,5.419e-7,7.700e+9
205.51,7.536e+9,5.414e-7,7.536e+9
205.53,6.352e+9,5.404e-7,6.352e+9
205.55,4.516e+9,5.394e-7,4.516e+9
205.56,3.572e+9,5.389e-7,3.572e+9
205.58,1.966e+9,5.379e-7,1.966e+9
205.60,9.129e+8,5.369e-7,9.129e+8
205.61,5.835e+8,5.364e-7,5.835e+8
205.63,2.098e+8,5.354e-7,2.098e+8
205.65,6.360e+7,5.344e-7,6.360e+7
205.66,3.285e+7,5.339e-7,3.285e+7
205.68,7.711e+6,5.329e-7,7.711e+6
205.70,1.526e+6,5.319e-7,1.526e+6
205.71,6.371e+5,5.314e-7,6.371e+5
205.73,9.765e+4,5.304e-7,9.765e+4
205.75,1.262e+4,5.294e-7,1.262e+4
205.76,4.257e+3,5.289e-7,4.257e+3
205.78,4.260e+2,5.279e-7,4.260e+2
205.80,3.596e+1,5.269e-7,3.596e+1
205.81,9.799e+0,5.264e-7,9.799e+0
205.83,6.404e-1,5.254e-7,6.404e-1
205.85,3.529e-2,5.244e-7,3.529e-2
205.86,7.772e-3,5.239e-7,7.772e-3
205.88,3.516e-4,5.229e-7,3.516e-4
205.90,3.985e-4,5.219e-7,3.985e-4
205.91,1.598e-3,5.214e-7,1.598e-3
205.93,2.394e-2,5.204e-7,2.394e-2
205.95,3.033e-1,5.194e-7,3.033e-1
205.96,1.013e+0,5.189e-7,1.013e+0
205.98,9.955e+0,5.179e-7,9.955e+0
206.00,8.259e+1,5.169e-7,8.259e+1
206.01,2.233e+2,5.164e-7,2.233e+2
206.03,1.437e+3,5.154e-7,1.437e+3
206.05,7.809e+3,5.144e-7,7.809e+3
206.06,1.708e+4,5.139e-7,1.708e+4
206.08,7.202e+4,5.129e-7,7.202e+4
206.10,2.563e+5,5.119e-7,2.563e+5
206.11,4.538e+5,5.114e-7,4.538e+5
206.13,1.253e+6,5.104e-7,1.253e+6
206.15,2.921e+6,5.094e-7,2.921e+6
206.16,4.186e+6,5.089e-7,4.186e+6
206.18,7.569e+6,5.079e-7,7.569e+6
206.20,1.156e+7,5.069e-7,1.156e+7
206.21,1.340e+7,5.064e-7,1.340e+7
206.23,1.587e+7,5.054e-7,1.587e+7
206.25,1.587e+7,5.044e-7,1.587e+7
206.26,1.490e+7,5.039e-7,1.490e+7
206.28,1.156e+7,5.029e-7,1.156e+7
206.30,7.569e+6,5.019e-7,7.569e+6
206.31,5.749e+6,5.014e-7,5.749e+6
206.33,2.921e+6,5.004e-7,2.921e+6
206.35,1.253e+6,4.994e-7,1.253e+6
206.36,7.702e+5,4.989e-7,7.702e+5
206.38,2.563e+5,4.979e-7,2.563e+5
206.40,7.217e+4,4.969e-7,7.217e+4
206.41,3.620e+4,4.964e-7,3.620e+4
206.43,1.002e+4,4.954e-7,1.002e+4
206.45,1.241e+4,4.944e-7,1.241e+4
206.46,2.353e+4,4.939e-7,2.353e+4
206.48,8.852e+4,4.929e-7,8.852e+4
206.50,2.880e+5,4.919e-7,2.880e+5
206.51,4.877e+5,4.914e-7,4.877e+5
206.53,1.233e+6,4.904e-7,1.233e+6
206.55,2.634e+6,4.894e-7,2.634e+6
206.56,3.613e+6,4.889e-7,3.613e+6
206.58,5.993e+6,4.879e-7,5.993e+6
206.60,8.397e+6,4.869e-7,8.397e+6
206.61,9.330e+6,4.864e-7,9.330e+6
206.63,1.015e+7,4.854e-7,1.015e+7
206.65,9.330e+6,4.844e-7,9.330e+6
206.66,8.397e+6,4.839e-7,8.397e+6
206.68,5.993e+6,4.829e-7,5.993e+6
206.70,3.613e+6,4.819e-7,3.613e+6
206.71,2.634e+6,4.814e-7,2.634e+6
206.73,1.233e+6,4.804e-7,1.233e+6
206.75,4.878e+5,4.794e-7,4.878e+5
206.76,2.880e+5,4.789e-7,2.880e+5
206.78,8.870e+4,4.779e-7,8.870e+4
206.79,4.662e+4,4.774e-7,4.662e+4
206.81,1.401e+4,4.764e-7,1.401e+4
206.83,1.488e+4,4.754e-7,1.488e+4
206.84,2.523e+4,4.749e-7,2.523e+4
206.86,7.895e+4,4.739e-7,7.895e+4
206.88,2.160e+5,4.729e-7,2.160e+5
206.89,3.357e+5,4.724e-7,3.357e+5
206.91,7.151e+5,4.714e-7,7.151e+5
206.93,1.288e+6,4.704e-7,1.288e+6
206.94,1.622e+6,4.699e-7,1.622e+6
206.96,2.271e+6,4.689e-7,2.271e+6
206.98,2.686e+6,4.679e-7,2.686e+6
206.99,2.743e+6,4.673e-7,2.743e+6
207.01,2.522e+6,4.663e-7,2.522e+6
207.03,1.960e+6,4.653e-7,1.960e+6
207.04,1.622e+6,4.648e-7,1.622e+6
207.06,9.800e+5,4.638e-7,9.800e+5
207.08,5.004e+5,4.628e-7,5.004e+5
207.09,3.357e+5,4.623e-7,3.357e+5
207.11,1.332e+5,4.613e-7,1.332e+5
207.13,4.469e+4,4.603e-7,4.469e+4
207.14,2.430e+4,4.598e-7,2.430e+4
207.16,6.336e+3,4.588e-7,6.336e+3
207.18,1.396e+3,4.578e-7,1.396e+3
207.19,6.155e+2,4.573e-7,6.155e+2
207.21,1.054e+2,4.563e-7,1.054e+2
207.23,1.526e+1,4.553e-7,1.526e+1
207.24,5.453e+0,4.548e-7,5.453e+0
207.26,6.137e-1,4.538e-7,6.137e-1
207.28,5.837e-2,4.528e-7,5.837e-2
207.29,1.690e-2,4.523e-7,1.690e-2
207.31,1.250e-3,4.513e-7,1.250e-3
207.33,7.810e-5,4.503e-7,7.810e-5
207.34,1.833e-5,4.498e-7,1.833e-5
207.36,8.903e-7,4.488e-7,8.903e-7
207.38,3.655e-8,4.478e-7,3.655e-8
207.39,6.954e-9,4.473e-7,6.954e-9
207.41,2.219e-10,4.463e-7,2.219e-10
207.43,1.470e-10,4.453e-7,1.470e-10
207.44,8.634e-10,4.448e-7,8.634e-10
207.46,2.857e-8,4.438e-7,2.857e-8
207.48,8.004e-7,4.428e-7,8.004e-7
207.49,3.980e-6,4.423e-7,3.980e-6
207.51,8.683e-5,4.413e-7,8.683e-5
207.53,1.604e-3,4.403e-7,1.604e-3
207.54,6.474e-3,4.398e-7,6.474e-3
207.56,9.313e-2,4.388e-7,9.313e-2
207.58,1.134e+0,4.378e-7,1.134e+0
207.59,3.718e+0,4.373e-7,3.718e+0
207.61,3.526e+1,4.363e-7,3.526e+1
207.63,2.830e+2,4.353e-7,2.830e+2
207.64,7.533e+2,4.348e-7,7.533e+2
207.66,4.710e+3,4.338e-7,4.710e+3
207.68,2.493e+4,4.328e-7,2.493e+4
207.69,5.388e+4,4.323e-7,5.388e+4
207.71,2.221e+5,4.313e-7,2.221e+5
207.73,7.751e+5,4.303e-7,7.751e+5
207.74,1.360e+6,4.298e-7,1.360e+6
207.76,3.696e+6,4.288e-7,3.696e+6
207.78,8.504e+6,4.278e-7,8.504e+6
207.79,1.212e+7,4.273e-7,1.212e+7
207.81,2.171e+7,4.263e-7,2.171e+7
207.83,3.293e+7,4.253e-7,3.293e+7
207.84,3.810e+7,4.248e-7,3.810e+7
207.86,4.501e+7,4.238e-7,4.501e+7
207.88,4.501e+7,4.228e-7,4.501e+7
207.89,4.228e+7,4.223e-7,4.228e+7
207.91,3.293e+7,4.213e-7,3.293e+7
207.93,2.171e+7,4.203e-7,2.171e+7
207.94,1.656e+7,4.198e-7,1.656e+7
207.96,8.504e+6,4.188e-7,8.504e+6
207.98,3.696e+6,4.178e-7,3.696e+6
207.99,2.289e+6,4.173e-7,2.289e+6
208.01,7.751e+5,4.163e-7,7.751e+5
208.03,2.221e+5,4.153e-7,2.221e+5
208.04,1.117e+5,4.148e-7,1.117e+5
208.06,2.493e+4,4.138e-7,2.493e+4
208.08,4.710e+3,4.128e-7,4.710e+3
208.09,1.923e+3,4.123e-7,1.923e+3
208.11,2.830e+2,4.113e-7,2.830e+2
208.13,3.526e+1,4.103e-7,3.526e+1
208.14,1.169e+1,4.098e-7,1.169e+1
208.16,1.134e+0,4.088e-7,1.134e+0
208.18,9.319e-2,4.078e-7,9.319e-2
208.19,2.533e-2,4.073e-7,2.533e-2
208.21,5.507e-3,4.063e-7,5.507e-3
208.23,5.091e-2,4.053e-7,5.091e-2
208.24,1.723e-1,4.048e-7,1.723e-1
208.26,1.750e+0,4.038e-7,1.750e+0
208.28,1.506e+1,4.028e-7,1.506e+1
208.29,4.153e+1,4.023e-7,4.153e+1
208.31,2.788e+2,4.013e-7,2.788e+2
208.33,1.586e+3,4.003e-7,1.586e+3
208.34,3.556e+3,3.998e-7,3.556e+3
208.36,1.578e+4,3.988e-7,1.578e+4
208.38,5.935e+4,3.978e-7,5.935e+4
208.39,1.082e+5,3.973e-7,1.082e+5
208.41,3.173e+5,3.963e-7,3.173e+5
208.43,7.889e+5,3.953e-7,7.889e+5
208.44,1.169e+6,3.948e-7,1.169e+6
208.46,2.267e+6,3.938e-7,2.267e+6
208.48,3.726e+6,3.928e-7,3.726e+6
208.49,4.488e+6,3.923e-7,4.488e+6
208.51,5.754e+6,3.913e-7,5.754e+6
208.53,6.251e+6,3.903e-7,6.251e+6
208.54,6.123e+6,3.898e-7,6.123e+6
208.56,5.189e+6,3.888e-7,5.189e+6
208.58,3.732e+6,3.878e-7,3.732e+6
208.59,2.983e+6,3.873e-7,2.983e+6
208.61,1.738e+6,3.863e-7,1.738e+6
208.63,1.106e+6,3.853e-7,1.106e+6
208.64,1.120e+6,3.848e-7,1.120e+6
208.66,2.172e+6,3.838e-7,2.172e+6
208.68,5.539e+6,3.828e-7,5.539e+6
208.69,8.598e+6,3.823e-7,8.598e+6
208.71,1.853e+7,3.813e-7,1.853e+7
208.73,3.400e+7,3.803e-7,3.400e+7
208.74,4.333e+7,3.798e-7,4.333e+7
208.76,6.223e+7,3.788e-7,6.223e+7
208.78,7.590e+7,3.778e-7,7.590e+7
208.79,7.883e+7,3.773e-7,7.883e+7
208.81,7.524e+7,3.763e-7,7.524e+7
208.83,6.098e+7,3.753e-7,6.098e+7
208.84,5.163e+7,3.748e-7,5.163e+7
208.86,3.274e+7,3.738e-7,3.274e+7
208.88,1.764e+7,3.728e-7,1.764e+7
208.89,1.217e+7,3.723e-7,1.217e+7
208.91,5.131e+6,3.713e-7,5.131e+6
208.92,3.133e+6,3.708e-7,3.133e+6
208.94,1.033e+6,3.698e-7,1.033e+6
208.96,2.894e+5,3.688e-7,2.894e+5
208.97,1.441e+5,3.683e-7,1.441e+5
208.99,3.157e+4,3.673e-7,3.157e+4
209.01,5.875e+3,3.663e-7,5.875e+3
209.02,2.384e+3,3.658e-7,2.384e+3
209.04,3.471e+2,3.648e-7,3.471e+2
209.06,4.303e+1,3.638e-7,4.303e+1
209.07,1.461e+1,3.633e-7,1.461e+1
209.09,5.634e+0,3.623e-7,5.634e+0
209.11,3.617e+1,3.613e-7,3.617e+1
209.12,9.864e+1,3.608e-7,9.864e+1
209.14,6.521e+2,3.598e-7,6.521e+2
209.16,3.659e+3,3.588e-7,3.659e+3
209.17,8.149e+3,3.583e-7,8.149e+3
209.19,3.574e+4,3.573e-7,3.574e+4
209.21,1.330e+5,3.563e-7,1.330e+5
209.22,2.412e+5,3.558e-7,2.412e+5
209.24,7.016e+5,3.548e-7,7.016e+5
209.26,1.732e+6,3.538e-7,1.732e+6
209.27,2.558e+6,3.533e-7,2.558e+6
209.29,4.934e+6,3.523e-7,4.934e+6
209.31,8.077e+6,3.513e-7,8.077e+6
209.32,9.716e+6,3.508e-7,9.716e+6
209.34,1.243e+7,3.498e-7,1.243e+7
209.36,1.349e+7,3.488e-7,1.349e+7
209.37,1.322e+7,3.483e-7,1.322e+7
209.39,1.122e+7,3.473e-7,1.122e+7
209.41,8.077e+6,3.463e-7,8.077e+6
209.42,6.444e+6,3.458e-7,6.444e+6
209.44,3.626e+6,3.448e-7,3.626e+6
209.46,1.732e+6,3.438e-7,1.732e+6
209.47,1.125e+6,3.433e-7,1.125e+6
209.49,4.199e+5,3.423e-7,4.199e+5
209.51,1.330e+5,3.413e-7,1.330e+5
209.52,7.037e+4,3.408e-7,7.037e+4
209.54,1.742e+4,3.398e-7,1.742e+4
209.56,3.666e+3,3.388e-7,3.666e+3
209.57,1.598e+3,3.383e-7,1.598e+3
209.59,4.324e+2,3.373e-7,4.324e+2
209.61,1.229e+3,3.363e-7,1.229e+3
209.62,2.956e+3,3.358e-7,2.956e+3
209.64,1.587e+4,3.348e-7,1.587e+4
209.66,7.275e+4,3.338e-7,7.275e+4
209.67,1.466e+5,3.333e-7,1.466e+5
209.69,5.272e+5,3.323e-7,5.272e+5
209.71,1.612e+6,3.313e-7,1.612e+6
209.72,2.653e+6,3.308e-7,2.653e+6
209.74,6.363e+6,3.298e-7,6.363e+6
209.76,1.298e+7,3.288e-7,1.298e+7
209.77,1.744e+7,3.283e-7,1.744e+7
209.79,2.788e+7,3.273e-7,2.788e+7
209.81,3.790e+7,3.263e-7,3.790e+7
209.82,4.157e+7,3.258e-7,4.157e+7
209.84,4.430e+7,3.248e-7,4.430e+7
209.86,4.013e+7,3.238e-7,4.013e+7
209.87,3.594e+7,3.233e-7,3.594e+7
209.89,2.552e+7,3.223e-7,2.552e+7
209.91,1.540e+7,3.213e-7,1.540e+7
209.92,1.125e+7,3.208e-7,1.125e+7
209.94,5.322e+6,3.198e-7,5.322e+6
209.96,2.139e+6,3.188e-7,2.139e+6
209.97,1.276e+6,3.183e-7,1.276e+6
209.99,4.017e+5,3.173e-7,4.017e+5
210.01,1.075e+5,3.163e-7,1.075e+5
210.02,5.230e+4,3.158e-7,5.230e+4
210.04,1.096e+4,3.148e-7,1.096e+4
210.06,1.952e+3,3.138e-7,1.952e+3
210.07,7.751e+2,3.133e-7,7.751e+2
210.09,1.081e+2,3.123e-7,1.081e+2
210.11,1.281e+1,3.113e-7,1.281e+1
210.12,4.161e+0,3.108e-7,4.161e+0
210.14,6.013e-1,3.098e-7,6.013e-1
210.16,3.190e+0,3.088e-7,3.190e+0
210.17,1.137e+1,3.083e-7,1.137e+1
210.19,1.301e+2,3.073e-7,1.301e+2
210.21,1.266e+3,3.063e-7,1.266e+3
210.22,3.715e+3,3.058e-7,3.715e+3
210.24,2.833e+4,3.048e-7,2.833e+4
210.26,1.836e+5,3.038e-7,1.836e+5
210.27,4.399e+5,3.033e-7,4.399e+5
210.29,2.234e+6,3.023e-7,2.234e+6
210.31,9.647e+6,3.013e-7,9.647e+6
210.32,1.886e+7,3.008e-7,1.886e+7
210.34,6.381e+7,2.998e-7,6.381e+7
210.36,1.835e+8,2.988e-7,1.835e+8
210.37,2.928e+8,2.983e-7,2.928e+8
210.39,6.600e+8,2.973e-7,6.600e+8
210.41,1.264e+9,2.963e-7,1.264e+9
