Wavelength (nm),Sum(calc),Cu I (2.5e-2),Cu II (9.7e-1)
204.70,1.920e+6,7.128e-8,1.920e+6
204.71,2.538e+6,7.121e-8,2.538e+6
204.73,3.898e+6,7.109e-8,3.898e+6
204.75,5.044e+6,7.097e-8,5.044e+6
204.76,5.379e+6,7.091e-8,5.379e+6
204.78,5.379e+6,7.079e-8,5.379e+6
204.80,4.530e+6,7.066e-8,4.530e+6
204.81,3.898e+6,7.060e-8,3.898e+6
204.83,2.538e+6,7.048e-8,2.538e+6
204.85,1.391e+6,7.036e-8,1.391e+6
204.86,9.660e+5,7.030e-8,9.660e+5
204.88,4.093e+5,7.017e-8,4.093e+5
204.90,1.461e+5,7.005e-8,1.461e+5
204.91,8.184e+4,6.999e-8,8.184e+4
204.93,2.258e+4,6.987e-8,2.258e+4
204.95,5.245e+3,6.974e-8,5.245e+3
204.96,2.370e+3,6.968e-8,2.370e+3
204.98,4.257e+2,6.956e-8,4.257e+2
205.00,6.438e+1,6.944e-8,6.438e+1
205.01,2.348e+1,6.938e-8,2.348e+1
205.03,2.744e+0,6.925e-8,2.744e+0
205.05,2.702e-1,6.913e-8,2.702e-1
205.06,7.950e-2,6.907e-8,7.950e-2
205.08,6.120e-3,6.895e-8,6.120e-3
205.10,1.710e-3,6.883e-8,1.710e-3
205.11,5.454e-3,6.876e-8,5.454e-3
205.13,7.797e-2,6.864e-8,7.797e-2
205.15,9.652e-1,6.852e-8,9.652e-1
205.16,3.203e+0,6.846e-8,3.203e+0
205.18,3.152e+1,6.834e-8,3.152e+1
205.20,2.698e+2,6.821e-8,2.698e+2
205.21,7.524e+2,6.815e-8,7.524e+2
205.23,5.372e+3,6.803e-8,5.372e+3
205.25,3.468e+4,6.791e-8,3.468e+4
205.26,8.511e+4,6.785e-8,8.511e+4
205.28,4.787e+5,6.772e-8,4.787e+5
205.30,2.439e+6,6.760e-8,2.439e+6
205.31,5.280e+6,6.754e-8,5.280e+6
205.33,2.253e+7,6.742e-8,2.253e+7
205.35,8.377e+7,6.729e-8,8.377e+7
205.36,1.528e+8,6.723e-8,1.528e+8
205.38,4.521e+8,6.711e-8,4.521e+8
205.40,1.139e+9,6.699e-8,1.139e+9
205.41,1.700e+9,6.693e-8,1.700e+9
205.43,3.343e+9,6.680e-8,3.343e+9
205.45,5.556e+9,6.668e-8,5.556e+9
205.46,6.723e+9,6.662e-8,6.723e+9
205.48,8.669e+9,6.650e-8,8.669e+9
205.50,9.432e+9,6.638e-8,9.432e+9
205.51,9.231e+9,6.631e-8,9.231e+9
205.53,7.781e+9,6.619e-8,7.781e+9
205.55,5.531e+9,6.607e-8,5.531e+9
205.56,4.375e+9,6.601e-8,4.375e+9
205.58,2.409e+9,6.589e-8,2.409e+9
205.60,1.118e+9,6.576e-8,1.118e+9
205.61,7.148e+8,6.570e-8,7.148e+8
205.63,2.570e+8,6.558e-8,2.570e+8
205.65,7.790e+7,6.546e-8,7.790e+7
205.66,4.024e+7,6.539e-8,4.024e+7
205.68,9.445e+6,6.527e-8,9.445e+6
205.70,1.870e+6,6.515e-8,1.870e+6
205.71,7.804e+5,6.509e-8,7.804e+5
205.73,1.196e+5,6.497e-8,1.196e+5
205.75,1.546e+4,6.484e-8,1.546e+4
205.76,5.214e+3,6.478e-8,5.214e+3
205.78,5.219e+2,6.466e-8,5.219e+2
205.80,4.404e+1,6.454e-8,4.404e+1
205.81,1.200e+1,6.448e-8,1.200e+1
205.83,7.844e-1,6.435e-8,7.844e-1
205.85,4.323e-2,6.423e-8,4.323e-2
205.86,9.520e-3,6.417e-8,9.520e-3
205.88,4.307e-4,6.405e-8,4.307e-4
205.90,4.882e-4,6.392e-8,4.882e-4
205.91,1.957e-3,6.386e-8,1.957e-3
205.93,2.933e-2,6.374e-8,2.933e-2
205.95,3.715e-1,6.362e-8,3.715e-1
205.96,1.241e+0,6.356e-8,1.241e+0
205.98,1.219e+1,6.343e-8,1.219e+1
206.00,1.012e+2,6.331e-8,1.012e+2
206.01,2.735e+2,6.325e-8,2.735e+2
206.03,1.760e+3,6.313e-8,1.760e+3
206.05,9.566e+3,6.301e-8,9.566e+3
206.06,2.093e+4,6.294e-8,2.093e+4
206.08,8.822e+4,6.282e-8,8.822e+4
206.10,3.140e+5,6.270e-8,3.140e+5
206.11,5.559e+5,6.264e-8,5.559e+5
206.13,1.535e+6,6.252e-8,1.535e+6
206.15,3.578e+6,6.239e-8,3.578e+6
206.16,5.127e+6,6.233e-8,5.127e+6
206.18,9.272e+6,6.221e-8,9.272e+6
206.20,1.416e+7,6.209e-8,1.416e+7
206.21,1.642e+7,6.203e-8,1.642e+7
206.23,1.944e+7,6.190e-8,1.944e+7
206.25,1.944e+7,6.178e-8,1.944e+7
206.26,1.825e+7,6.172e-8,1.825e+7
206.28,1.416e+7,6.160e-8,1.416e+7
206.30,9.272e+6,6.147e-8,9.272e+6
206.31,7.042e+6,6.141e-8,7.042e+6
206.33,3.578e+6,6.129e-8,3.578e+6
206.35,1.535e+6,6.117e-8,1.535e+6
206.36,9.435e+5,6.111e-8,9.435e+5
206.38,3.140e+5,6.098e-8,3.140e+5
206.40,8.840e+4,6.086e-8,8.840e+4
206.41,4.435e+4,6.080e-8,4.435e+4
206.43,1.227e+4,6.068e-8,1.227e+4
206.45,1.520e+4,6.056e-8,1.520e+4
206.46,2.882e+4,6.049e-8,2.882e+4
206.48,1.084e+5,6.037e-8,1.084e+5
206.50,3.527e+5,6.025e-8,3.527e+5
206.51,5.975e+5,6.019e-8,5.975e+5
206.53,1.510e+6,6.007e-8,1.510e+6
206.55,3.226e+6,5.994e-8,3.226e+6
206.56,4.426e+6,5.988e-8,4.426e+6
206.58,7.341e+6,5.976e-8,7.341e+6
206.60,1.029e+7,5.964e-8,1.029e+7
206.61,1.143e+7,5.958e-8,1.143e+7
206.63,1.243e+7,5.945e-8,1.243e+7
206.65,1.143e+7,5.933e-8,1.143e+7
206.66,1.029e+7,5.927e-8,1.029e+7
206.68,7.341e+6,5.915e-8,7.341e+6
206.70,4.426e+6,5.902e-8,4.426e+6
206.71,3.226e+6,5.896e-8,3.226e+6
206.73,1.510e+6,5.884e-8,1.510e+6
206.75,5.975e+5,5.872e-8,5.975e+5
206.76,3.528e+5,5.866e-8,3.528e+5
206.78,1.086e+5,5.853e-8,1.086e+5
206.79,5.711e+4,5.847e-8,5.711e+4
206.81,1.716e+4,5.835e-8,1.716e+4
206.83,1.823e+4,5.823e-8,1.823e+4
206.84,3.091e+4,5.817e-8,3.091e+4
206.86,9.670e+4,5.804e-8,9.670e+4
206.88,2.646e+5,5.792e-8,2.646e+5
206.89,4.112e+5,5.786e-8,4.112e+5
206.91,8.760e+5,5.774e-8,8.760e+5
206.93,1.577e+6,5.761e-8,1.577e+6
206.94,1.987e+6,5.755e-8,1.987e+6
206.96,2.781e+6,5.743e-8,2.781e+6
206.98,3.290e+6,5.731e-8,3.290e+6
206.99,3.360e+6,5.725e-8,3.360e+6
207.01,3.089e+6,5.712e-8,3.089e+6
207.03,2.401e+6,5.700e-8,2.401e+6
207.04,1.987e+6,5.694e-8,1.987e+6
207.06,1.200e+6,5.682e-8,1.200e+6
207.08,6.129e+5,5.670e-8,6.129e+5
207.09,4.112e+5,5.663e-8,4.112e+5
207.11,1.632e+5,5.651e-8,1.632e+5
207.13,5.474e+4,5.639e-8,5.474e+4
207.14,2.977e+4,5.633e-8,2.977e+4
207.16,7.761e+3,5.621e-8,7.761e+3
207.18,1.710e+3,5.608e-8,1.710e+3
207.19,7.540e+2,5.602e-8,7.540e+2
207.21,1.291e+2,5.590e-8,1.291e+2
207.23,1.870e+1,5.578e-8,1.870e+1
207.24,6.680e+0,5.572e-8,6.680e+0
207.26,7.517e-1,5.559e-8,7.517e-1
207.28,7.150e-2,5.547e-8,7.150e-2
207.29,2.071e-2,5.541e-8,2.071e-2
207.31,1.531e-3,5.529e-8,1.531e-3
207.33,9.566e-5,5.516e-8,9.566e-5
207.34,2.245e-5,5.510e-8,2.245e-5
207.36,1.091e-6,5.498e-8,1.091e-6
207.38,4.477e-8,5.486e-8,4.477e-8
207.39,8.518e-9,5.480e-8,8.518e-9
207.41,2.718e-10,5.467e-8,2.718e-10
207.43,1.800e-10,5.455e-8,1.800e-10
207.44,1.058e-9,5.449e-8,1.058e-9
207.46,3.500e-8,5.437e-8,3.500e-8
207.48,9.804e-7,5.425e-8,9.804e-7
207.49,4.875e-6,5.418e-8,4.875e-6
207.51,1.064e-4,5.406e-8,1.064e-4
207.53,1.964e-3,5.394e-8,1.964e-3
207.54,7.931e-3,5.388e-8,7.931e-3
207.56,1.141e-1,5.376e-8,1.141e-1
207.58,1.389e+0,5.363e-8,1.389e+0
207.59,4.554e+0,5.357e-8,4.554e+0
207.61,4.319e+1,5.345e-8,4.319e+1
207.63,3.467e+2,5.333e-8,3.467e+2
207.64,9.228e+2,5.327e-8,9.228e+2
207.66,5.770e+3,5.314e-8,5.770e+3
207.68,3.054e+4,5.302e-8,3.054e+4
207.69,6.600e+4,5.296e-8,6.600e+4
207.71,2.721e+5,5.284e-8,2.721e+5
207.73,9.494e+5,5.271e-8,9.494e+5
207.74,1.666e+6,5.265e-8,1.666e+6
207.76,4.528e+6,5.253e-8,4.528e+6
207.78,1.042e+7,5.241e-8,1.042e+7
207.79,1.484e+7,5.235e-8,1.484e+7
207.81,2.660e+7,5.222e-8,2.660e+7
207.83,4.034e+7,5.210e-8,4.034e+7
207.84,4.667e+7,5.204e-8,4.667e+7
207.86,5.513e+7,5.192e-8,5.513e+7
207.88,5.513e+7,5.179e-8,5.513e+7
207.89,5.179e+7,5.173e-8,5.179e+7
207.91,4.034e+7,5.161e-8,4.034e+7
207.93,2.660e+7,5.149e-8,2.660e+7
207.94,2.029e+7,5.143e-8,2.029e+7
207.96,1.042e+7,5.130e-8,1.042e+7
207.98,4.528e+6,5.118e-8,4.528e+6
207.99,2.804e+6,5.112e-8,2.804e+6
208.01,9.494e+5,5.100e-8,9.494e+5
208.03,2.721e+5,5.088e-8,2.721e+5
208.04,1.368e+5,5.081e-8,1.368e+5
208.06,3.054e+4,5.069e-8,3.054e+4
208.08,5.770e+3,5.057e-8,5.770e+3
208.09,2.356e+3,5.051e-8,2.356e+3
208.11,3.467e+2,5.039e-8,3.467e+2
208.13,4.319e+1,5.026e-8,4.319e+1
208.14,1.432e+1,5.020e-8,1.432e+1
208.16,1.389e+0,5.008e-8,1.389e+0
208.18,1.142e-1,4.996e-8,1.142e-1
208.19,3.102e-2,4.990e-8,3.102e-2
208.21,6.745e-3,4.977e-8,6.745e-3
208.23,6.236e-2,4.965e-8,6.236e-2
208.24,2.111e-1,4.959e-8,2.111e-1
208.26,2.144e+0,4.947e-8,2.144e+0
208.28,1.845e+1,4.934e-8,1.845e+1
208.29,5.087e+1,4.928e-8,5.087e+1
208.31,3.416e+2,4.916e-8,3.416e+2
208.33,1.943e+3,4.904e-8,1.943e+3
208.34,4.356e+3,4.898e-8,4.356e+3
208.36,1.933e+4,4.885e-8,1.933e+4
208.38,7.270e+4,4.873e-8,7.270e+4
208.39,1.325e+5,4.867e-8,1.325e+5
208.41,3.887e+5,4.855e-8,3.887e+5
208.43,9.664e+5,4.843e-8,9.664e+5
208.44,1.432e+6,4.836e-8,1.432e+6
208.46,2.777e+6,4.824e-8,2.777e+6
208.48,4.564e+6,4.812e-8,4.564e+6
208.49,5.498e+6,4.806e-8,5.498e+6
208.51,7.048e+6,4.794e-8,7.048e+6
208.53,7.656e+6,4.781e-8,7.656e+6
208.54,7.500e+6,4.775e-8,7.500e+6
208.56,6.356e+6,4.763e-8,6.356e+6
208.58,4.572e+6,4.751e-8,4.572e+6
208.59,3.653e+6,4.745e-8,3.653e+6
208.61,2.129e+6,4.732e-8,2.129e+6
208.63,1.355e+6,4.720e-8,1.355e+6
208.64,1.372e+6,4.714e-8,1.372e+6
208.66,2.660e+6,4.702e-8,2.660e+6
208.68,6.784e+6,4.689e-8,6.784e+6
208.69,1.053e+7,4.683e-8,1.053e+7
208.71,2.270e+7,4.671e-8,2.270e+7
208.73,4.165e+7,4.659e-8,4.165e+7
208.74,5.307e+7,4.653e-8,5.307e+7
208.76,7.623e+7,4.640e-8,7.623e+7
208.78,9.297e+7,4.628e-8,9.297e+7
208.79,9.656e+7,4.622e-8,9.656e+7
208.81,9.216e+7,4.610e-8,9.216e+7
208.83,7.469e+7,4.598e-8,7.469e+7
208.84,6.324e+7,4.591e-8,6.324e+7
208.86,4.011e+7,4.579e-8,4.011e+7
208.88,2.160e+7,4.567e-8,2.160e+7
208.89,1.491e+7,4.561e-8,1.491e+7
208.91,6.285e+6,4.549e-8,6.285e+6
208.92,3.838e+6,4.542e-8,3.838e+6
208.94,1.266e+6,4.530e-8,1.266e+6
208.96,3.545e+5,4.518e-8,3.545e+5
208.97,1.765e+5,4.512e-8,1.765e+5
208.99,3.867e+4,4.499e-8,3.867e+4
209.01,7.197e+3,4.487e-8,7.197e+3
209.02,2.920e+3,4.481e-8,2.920e+3
209.04,4.251e+2,4.469e-8,4.251e+2
209.06,5.271e+1,4.457e-8,5.271e+1
209.07,1.790e+1,4.450e-8,1.790e+1
209.09,6.901e+0,4.438e-8,6.901e+0
209.11,4.430e+1,4.426e-8,4.430e+1
209.12,1.208e+2,4.420e-8,1.208e+2
209.14,7.987e+2,4.408e-8,7.987e+2
209.16,4.482e+3,4.395e-8,4.482e+3
209.17,9.982e+3,4.389e-8,9.982e+3
209.19,4.378e+4,4.377e-8,4.378e+4
209.21,1.629e+5,4.365e-8,1.629e+5
209.22,2.955e+5,4.359e-8,2.955e+5
209.24,8.594e+5,4.346e-8,8.594e+5
209.26,2.121e+6,4.334e-8,2.121e+6
209.27,3.133e+6,4.328e-8,3.133e+6
209.29,6.044e+6,4.316e-8,6.044e+6
209.31,9.894e+6,4.303e-8,9.894e+6
209.32,1.190e+7,4.297e-8,1.190e+7
209.34,1.523e+7,4.285e-8,1.523e+7
209.36,1.653e+7,4.273e-8,1.653e+7
209.37,1.619e+7,4.267e-8,1.619e+7
209.39,1.374e+7,4.254e-8,1.374e+7
209.41,9.894e+6,4.242e-8,9.894e+6
209.42,7.893e+6,4.236e-8,7.893e+6
209.44,4.442e+6,4.224e-8,4.442e+6
209.46,2.121e+6,4.212e-8,2.121e+6
209.47,1.378e+6,4.205e-8,1.378e+6
209.49,5.144e+5,4.193e-8,5.144e+5
209.51,1.629e+5,4.181e-8,1.629e+5
209.52,8.620e+4,4.175e-8,8.620e+4
209.54,2.134e+4,4.163e-8,2.134e+4
209.56,4.490e+3,4.150e-8,4.490e+3
209.57,1.958e+3,4.144e-8,1.958e+3
209.59,5.296e+2,4.132e-8,5.296e+2
209.61,1.505e+3,4.120e-8,1.505e+3
209.62,3.620e+3,4.114e-8,3.620e+3
209.64,1.944e+4,4.101e-8,1.944e+4
209.66,8.912e+4,4.089e-8,8.912e+4
209.67,1.796e+5,4.083e-8,1.796e+5
209.69,6.458e+5,4.071e-8,6.458e+5
209.71,1.975e+6,4.058e-8,1.975e+6
209.72,3.250e+6,4.052e-8,3.250e+6
209.74,7.794e+6,4.040e-8,7.794e+6
209.76,1.589e+7,4.028e-8,1.589e+7
209.77,2.136e+7,4.022e-8,2.136e+7
209.79,3.415e+7,4.009e-8,3.415e+7
209.81,4.642e+7,3.997e-8,4.642e+7
209.82,5.093e+7,3.991e-8,5.093e+7
209.84,5.427e+7,3.979e-8,5.427e+7
209.86,4.916e+7,3.967e-8,4.916e+7
209.87,4.402e+7,3.960e-8,4.402e+7
209.89,3.125e+7,3.948e-8,3.125e+7
209.91,1.886e+7,3.936e-8,1.886e+7
209.92,1.379e+7,3.930e-8,1.379e+7
209.94,6.519e+6,3.918e-8,6.519e+6
209.96,2.620e+6,3.905e-8,2.620e+6
209.97,1.563e+6,3.899e-8,1.563e+6
209.99,4.920e+5,3.887e-8,4.920e+5
210.01,1.317e+5,3.875e-8,1.317e+5
210.02,6.407e+4,3.869e-8,6.407e+4
210.04,1.343e+4,3.856e-8,1.343e+4
210.06,2.391e+3,3.844e-8,2.391e+3
210.07,9.494e+2,3.838e-8,9.494e+2
210.09,1.324e+2,3.826e-8,1.324e+2
210.11,1.570e+1,3.813e-8,1.570e+1
210.12,5.097e+0,3.807e-8,5.097e+0
210.14,7.365e-1,3.795e-8,7.365e-1
210.16,3.907e+0,3.783e-8,3.907e+0
210.17,1.393e+1,3.777e-8,1.393e+1
210.19,1.593e+2,3.764e-8,1.593e+2
210.21,1.550e+3,3.752e-8,1.550e+3
210.22,4.551e+3,3.746e-8,4.551e+3
210.24,3.470e+4,3.734e-8,3.470e+4
210.26,2.249e+5,3.721e-8,2.249e+5
210.27,5.388e+5,3.715e-8,5.388e+5
210.29,2.737e+6,3.703e-8,2.737e+6
210.31,1.182e+7,3.691e-8,1.182e+7
210.32,2.310e+7,3.685e-8,2.310e+7
210.34,7.817e+7,3.672e-8,7.817e+7
210.36,2.248e+8,3.660e-8,2.248e+8
210.37,3.587e+8,3.654e-8,3.587e+8
210.39,8.084e+8,3.642e-8,8.084e+8
210.41,1.549e+9,3.630e-8,1.549e+9
