Wavelength (nm),Sum(calc),Cu I (4.9e-1),Cu II (5.1e-1)
201.87,3.941e-1,,3.941e-1
201.89,2.313e-2,,2.313e-2
201.90,5.242e-3,,5.242e-3
201.92,2.358e-4,,2.358e-4
201.94,8.885e-6,,8.885e-6
201.95,1.614e-6,,1.614e-6
201.97,4.661e-8,,4.661e-8
202.02,4.490e-7,4.490e-7,3.416e-8
202.04,1.508e-5,1.508e-5,2.918e-8
202.05,8.181e-5,8.181e-5,2.669e-8
202.07,2.111e-3,2.111e-3,2.171e-8
202.09,4.569e-2,4.569e-2,1.673e-8
202.10,1.990e-1,1.990e-1,1.424e-8
202.12,3.309e+0,3.309e+0,9.260e-9
202.14,4.616e+1,4.616e+1,3.691e-7
202.15,1.614e+2,1.614e+2,2.182e-6
202.17,1.730e+3,1.730e+3,6.685e-5
202.19,1.556e+4,1.556e+4,1.719e-3
202.20,4.367e+4,4.367e+4,8.158e-3
202.22,3.017e+5,3.017e+5,1.612e-1
202.24,1.748e+6,1.748e+6,2.672e+0
202.25,3.940e+6,3.940e+6,1.018e+1
202.27,1.754e+7,1.754e+7,1.298e+2
202.29,6.552e+7,6.552e+7,1.387e+3
202.30,1.186e+8,1.185e+8,4.246e+3
202.32,3.402e+8,3.402e+8,3.488e+4
202.34,8.192e+8,8.189e+8,2.404e+5
202.35,1.190e+9,1.190e+9,5.910e+5
202.37,2.203e+9,2.200e+9,3.131e+6
202.39,3.428e+9,3.414e+9,1.392e+7
202.40,4.009e+9,3.981e+9,2.747e+7
202.42,4.840e+9,4.746e+9,9.384e+7
202.44,5.015e+9,4.746e+9,2.690e+8
202.45,4.869e+9,4.443e+9,4.263e+8
202.47,4.353e+9,3.414e+9,9.392e+8
202.48,4.107e+9,2.801e+9,1.305e+9
202.50,3.863e+9,1.654e+9,2.210e+9
202.52,3.958e+9,8.189e+8,3.139e+9
202.53,4.042e+9,5.395e+8,3.502e+9
202.55,4.029e+9,2.053e+8,3.824e+9
202.57,3.568e+9,6.552e+7,3.503e+9
202.58,3.174e+9,3.465e+7,3.139e+9
202.60,2.219e+9,8.498e+6,2.211e+9
202.62,1.310e+9,1.748e+6,1.308e+9
202.63,9.446e+8,7.423e+5,9.438e+8
202.65,4.351e+8,1.173e+5,4.350e+8
202.67,1.758e+8,1.556e+4,1.758e+8
202.68,1.094e+8,5.303e+3,1.094e+8
202.70,4.606e+7,5.402e+2,4.606e+7
202.72,2.533e+7,4.616e+1,2.533e+7
202.73,2.054e+7,1.263e+1,2.054e+7
202.75,1.397e+7,8.295e-1,1.397e+7
202.77,8.730e+6,4.569e-2,8.730e+6
202.78,6.532e+6,1.004e-2,6.532e+6
202.80,3.233e+6,4.248e-4,3.233e+6
202.82,1.368e+6,1.508e-5,1.368e+6
202.83,8.640e+5,2.660e-6,8.640e+5
202.85,4.556e+5,2.656e-6,4.556e+5
202.87,6.807e+5,2.652e-6,6.807e+5
202.88,1.045e+6,2.650e-6,1.045e+6
202.90,2.442e+6,2.646e-6,2.442e+6
202.92,4.970e+6,2.642e-6,4.970e+6
202.93,6.693e+6,2.640e-6,6.693e+6
202.95,1.096e+7,2.636e-6,1.096e+7
202.97,1.630e+7,2.632e-6,1.630e+7
202.98,1.960e+7,2.630e-6,1.960e+7
203.00,2.886e+7,2.626e-6,2.886e+7
203.02,4.455e+7,2.622e-6,4.455e+7
203.03,5.565e+7,2.620e-6,5.565e+7
203.05,8.355e+7,2.616e-6,8.355e+7
203.07,1.128e+8,2.613e-6,1.128e+8
203.08,1.243e+8,2.611e-6,1.243e+8
203.10,1.340e+8,2.607e-6,1.340e+8
203.12,1.223e+8,2.603e-6,1.223e+8
203.13,1.095e+8,2.601e-6,1.095e+8
203.15,7.715e+7,2.597e-6,7.715e+7
203.17,4.568e+7,2.593e-6,4.568e+7
203.18,3.293e+7,2.591e-6,3.293e+7
203.20,1.501e+7,2.587e-6,1.501e+7
203.22,5.748e+6,2.583e-6,5.748e+6
203.23,3.331e+6,2.581e-6,3.331e+6
203.25,9.817e+5,2.577e-6,9.817e+5
203.27,2.430e+5,2.573e-6,2.430e+5
203.28,1.132e+5,2.571e-6,1.132e+5
203.30,2.172e+4,2.567e-6,2.172e+4
203.32,5.151e+3,2.563e-6,5.151e+3
203.33,6.668e+3,2.561e-6,6.668e+3
203.35,4.731e+4,2.557e-6,4.731e+4
203.37,3.476e+5,2.553e-6,3.476e+5
203.38,8.843e+5,2.551e-6,8.843e+5
203.40,5.024e+6,2.547e-6,5.024e+6
203.42,2.399e+7,2.544e-6,2.399e+7
203.43,4.912e+7,2.542e-6,4.912e+7
203.45,1.807e+8,2.538e-6,1.807e+8
203.47,5.591e+8,2.534e-6,5.591e+8
203.48,9.213e+8,2.532e-6,9.213e+8
203.50,2.196e+9,2.528e-6,2.196e+9
203.52,4.404e+9,2.524e-6,4.404e+9
203.53,5.845e+9,2.522e-6,5.845e+9
203.55,9.055e+9,2.518e-6,9.055e+9
203.57,1.187e+10,2.514e-6,1.187e+10
203.58,1.280e+10,2.512e-6,1.280e+10
203.60,1.339e+10,2.508e-6,1.339e+10
203.62,1.268e+10,2.504e-6,1.268e+10
203.63,1.217e+10,2.502e-6,1.217e+10
203.65,1.164e+10,2.498e-6,1.164e+10
203.67,1.213e+10,2.494e-6,1.213e+10
203.68,1.262e+10,2.492e-6,1.262e+10
203.70,1.332e+10,2.488e-6,1.332e+10
203.72,1.272e+10,2.484e-6,1.272e+10
203.73,1.179e+10,2.482e-6,1.179e+10
203.75,8.997e+9,2.478e-6,8.997e+9
203.77,5.809e+9,2.475e-6,5.809e+9
203.78,4.378e+9,2.473e-6,4.378e+9
203.80,2.185e+9,2.469e-6,2.185e+9
203.82,9.174e+8,2.465e-6,9.174e+8
203.83,5.570e+8,2.463e-6,5.570e+8
203.85,1.803e+8,2.459e-6,1.803e+8
203.87,4.907e+7,2.455e-6,4.907e+7
203.88,2.399e+7,2.453e-6,2.399e+7
203.90,5.033e+6,2.449e-6,5.033e+6
203.92,8.878e+5,2.445e-6,8.878e+5
203.93,3.494e+5,2.443e-6,3.494e+5
203.95,4.751e+4,2.439e-6,4.751e+4
203.97,5.431e+3,2.435e-6,5.431e+3
203.98,1.721e+3,2.433e-6,1.721e+3
204.00,1.516e+2,2.429e-6,1.516e+2
204.02,1.124e+1,2.425e-6,1.124e+1
204.03,2.917e+0,2.423e-6,2.917e+0
204.05,1.131e+0,2.419e-6,1.131e+0
204.07,1.527e+1,2.415e-6,1.527e+1
204.08,5.679e+1,2.413e-6,5.679e+1
204.10,6.914e+2,2.409e-6,6.914e+2
204.12,7.084e+3,2.406e-6,7.084e+3
204.13,2.126e+4,2.404e-6,2.126e+4
204.15,1.682e+5,2.400e-6,1.682e+5
204.17,1.120e+6,2.396e-6,1.120e+6
204.18,2.710e+6,2.394e-6,2.710e+6
204.20,1.393e+7,2.390e-6,1.393e+7
204.22,6.031e+7,2.386e-6,6.031e+7
204.23,1.176e+8,2.384e-6,1.176e+8
204.25,3.930e+8,2.380e-6,3.930e+8
204.27,1.106e+9,2.376e-6,1.106e+9
204.28,1.738e+9,2.374e-6,1.738e+9
204.30,3.775e+9,2.370e-6,3.775e+9
204.32,6.902e+9,2.366e-6,6.902e+9
204.33,8.748e+9,2.364e-6,8.748e+9
204.35,1.235e+10,2.360e-6,1.235e+10
204.37,1.467e+10,2.356e-6,1.467e+10
204.38,1.499e+10,2.354e-6,1.499e+10
204.40,1.375e+10,2.350e-6,1.375e+10
204.42,1.062e+10,2.346e-6,1.062e+10
204.43,8.748e+9,2.344e-6,8.748e+9
204.45,5.216e+9,2.340e-6,5.216e+9
204.47,2.617e+9,2.337e-6,2.617e+9
204.48,1.738e+9,2.335e-6,1.738e+9
204.50,6.736e+8,2.331e-6,6.736e+8
204.52,2.197e+8,2.327e-6,2.197e+8
204.53,1.176e+8,2.325e-6,1.176e+8
204.55,2.962e+7,2.321e-6,2.962e+7
204.57,6.281e+6,2.317e-6,6.281e+6
204.58,2.715e+6,2.315e-6,2.715e+6
204.60,4.705e+5,2.311e-6,4.705e+5
204.62,1.678e+5,2.307e-6,1.678e+5
204.63,2.201e+5,2.305e-6,2.201e+5
204.65,6.094e+5,2.301e-6,6.094e+5
204.66,9.954e+5,2.299e-6,9.954e+5
204.68,2.347e+6,2.295e-6,2.347e+6
204.70,4.665e+6,2.291e-6,4.665e+6
204.71,6.167e+6,2.289e-6,6.167e+6
204.73,9.473e+6,2.285e-6,9.473e+6
204.75,1.226e+7,2.281e-6,1.226e+7
204.76,1.307e+7,2.279e-6,1.307e+7
204.78,1.307e+7,2.275e-6,1.307e+7
204.80,1.101e+7,2.271e-6,1.101e+7
204.81,9.473e+6,2.270e-6,9.473e+6
204.83,6.167e+6,2.266e-6,6.167e+6
204.85,3.381e+6,2.262e-6,3.381e+6
204.86,2.347e+6,2.260e-6,2.347e+6
204.88,9.947e+5,2.256e-6,9.947e+5
204.90,3.550e+5,2.252e-6,3.550e+5
204.91,1.989e+5,2.250e-6,1.989e+5
204.93,5.486e+4,2.246e-6,5.486e+4
204.95,1.275e+4,2.242e-6,1.275e+4
204.96,5.760e+3,2.240e-6,5.760e+3
204.98,1.034e+3,2.236e-6,1.034e+3
205.00,1.564e+2,2.232e-6,1.564e+2
205.01,5.705e+1,2.230e-6,5.705e+1
205.03,6.669e+0,2.226e-6,6.669e+0
205.05,6.566e-1,2.222e-6,6.566e-1
205.06,1.932e-1,2.220e-6,1.932e-1
205.08,1.486e-2,2.216e-6,1.486e-2
205.10,3.954e-3,2.212e-6,3.954e-3
205.11,1.241e-2,2.210e-6,1.241e-2
205.13,1.762e-1,2.206e-6,1.762e-1
205.15,2.160e+0,2.202e-6,2.160e+0
205.16,7.118e+0,2.201e-6,7.118e+0
205.18,6.865e+1,2.197e-6,6.865e+1
205.20,5.687e+2,2.193e-6,5.687e+2
205.21,1.551e+3,2.191e-6,1.551e+3
205.23,1.045e+4,2.187e-6,1.045e+4
205.25,6.246e+4,2.183e-6,6.246e+4
205.26,1.468e+5,2.181e-6,1.468e+5
205.28,7.557e+5,2.177e-6,7.557e+5
205.30,3.549e+6,2.173e-6,3.549e+6
205.31,7.421e+6,2.171e-6,7.421e+6
205.33,2.995e+7,2.167e-6,2.995e+7
205.35,1.072e+8,2.163e-6,1.072e+8
205.36,1.929e+8,2.161e-6,1.929e+8
205.38,5.600e+8,2.157e-6,5.600e+8
205.40,1.395e+9,2.153e-6,1.395e+9
205.41,2.074e+9,2.151e-6,2.074e+9
205.43,4.057e+9,2.147e-6,4.057e+9
205.45,6.722e+9,2.143e-6,6.722e+9
205.46,8.126e+9,2.141e-6,8.126e+9
205.48,1.046e+10,2.137e-6,1.046e+10
205.50,1.138e+10,2.133e-6,1.138e+10
205.51,1.113e+10,2.132e-6,1.113e+10
205.53,9.379e+9,2.128e-6,9.379e+9
205.55,6.666e+9,2.124e-6,6.666e+9
205.56,5.272e+9,2.122e-6,5.272e+9
205.58,2.902e+9,2.118e-6,2.902e+9
205.60,1.347e+9,2.114e-6,1.347e+9
205.61,8.613e+8,2.112e-6,8.613e+8
205.63,3.096e+8,2.108e-6,3.096e+8
205.65,9.386e+7,2.104e-6,9.386e+7
205.66,4.848e+7,2.102e-6,4.848e+7
205.68,1.138e+7,2.098e-6,1.138e+7
205.70,2.253e+6,2.094e-6,2.253e+6
205.71,9.402e+5,2.092e-6,9.402e+5
205.73,1.441e+5,2.088e-6,1.441e+5
205.75,1.863e+4,2.084e-6,1.863e+4
205.76,6.282e+3,2.082e-6,6.282e+3
205.78,6.288e+2,2.078e-6,6.288e+2
205.80,5.307e+1,2.074e-6,5.307e+1
205.81,1.446e+1,2.072e-6,1.446e+1
205.83,9.451e-1,2.068e-6,9.451e-1
205.85,5.209e-2,2.064e-6,5.209e-2
205.86,1.147e-2,2.063e-6,1.147e-2
205.88,5.442e-4,2.059e-6,5.442e-4
205.90,1.077e-3,2.055e-6,1.077e-3
205.91,4.374e-3,2.053e-6,4.374e-3
205.93,6.558e-2,2.049e-6,6.558e-2
205.95,8.308e-1,2.045e-6,8.308e-1
205.96,2.775e+0,2.043e-6,2.775e+0
205.98,2.727e+1,2.039e-6,2.727e+1
206.00,2.263e+2,2.035e-6,2.263e+2
206.01,6.116e+2,2.033e-6,6.116e+2
206.03,3.937e+3,2.029e-6,3.937e+3
206.05,2.139e+4,2.025e-6,2.139e+4
206.06,4.680e+4,2.023e-6,4.680e+4
206.08,1.973e+5,2.019e-6,1.973e+5
206.10,7.022e+5,2.015e-6,7.022e+5
206.11,1.243e+6,2.013e-6,1.243e+6
206.13,3.433e+6,2.009e-6,3.433e+6
206.15,8.002e+6,2.005e-6,8.002e+6
206.16,1.147e+7,2.003e-6,1.147e+7
206.18,2.073e+7,1.999e-6,2.073e+7
206.20,3.166e+7,1.995e-6,3.166e+7
206.21,3.671e+7,1.994e-6,3.671e+7
206.23,4.348e+7,1.990e-6,4.348e+7
206.25,4.348e+7,1.986e-6,4.348e+7
206.26,4.081e+7,1.984e-6,4.081e+7
206.28,3.166e+7,1.980e-6,3.166e+7
206.30,2.073e+7,1.976e-6,2.073e+7
206.31,1.575e+7,1.974e-6,1.575e+7
206.33,8.002e+6,1.970e-6,8.002e+6
206.35,3.433e+6,1.966e-6,3.433e+6
206.36,2.110e+6,1.964e-6,2.110e+6
206.38,7.022e+5,1.960e-6,7.022e+5
206.40,1.977e+5,1.956e-6,1.977e+5
206.41,9.919e+4,1.954e-6,9.919e+4
206.43,2.752e+4,1.950e-6,2.752e+4
206.45,3.434e+4,1.946e-6,3.434e+4
206.46,6.518e+4,1.944e-6,6.518e+4
206.48,2.453e+5,1.940e-6,2.453e+5
206.50,7.980e+5,1.936e-6,7.980e+5
206.51,1.352e+6,1.934e-6,1.352e+6
206.53,3.417e+6,1.930e-6,3.417e+6
206.55,7.299e+6,1.926e-6,7.299e+6
206.56,1.001e+7,1.925e-6,1.001e+7
206.58,1.661e+7,1.921e-6,1.661e+7
206.60,2.327e+7,1.917e-6,2.327e+7
206.61,2.586e+7,1.915e-6,2.586e+7
206.63,2.813e+7,1.911e-6,2.813e+7
206.65,2.586e+7,1.907e-6,2.586e+7
206.66,2.327e+7,1.905e-6,2.327e+7
206.68,1.661e+7,1.901e-6,1.661e+7
206.70,1.001e+7,1.897e-6,1.001e+7
206.71,7.299e+6,1.895e-6,7.299e+6
206.73,3.417e+6,1.891e-6,3.417e+6
206.75,1.352e+6,1.887e-6,1.352e+6
206.76,7.981e+5,1.885e-6,7.981e+5
206.78,2.458e+5,1.881e-6,2.458e+5
206.79,1.292e+5,1.879e-6,1.292e+5
206.81,3.894e+4,1.875e-6,3.894e+4
206.83,4.170e+4,1.871e-6,4.170e+4
206.84,7.081e+4,1.869e-6,7.081e+4
206.86,2.216e+5,1.865e-6,2.216e+5
206.88,6.063e+5,1.861e-6,6.063e+5
206.89,9.425e+5,1.859e-6,9.425e+5
206.91,2.008e+6,1.856e-6,2.008e+6
206.93,3.615e+6,1.852e-6,3.615e+6
206.94,4.554e+6,1.850e-6,4.554e+6
206.96,6.374e+6,1.846e-6,6.374e+6
206.98,7.540e+6,1.842e-6,7.540e+6
206.99,7.700e+6,1.840e-6,7.700e+6
207.01,7.080e+6,1.836e-6,7.080e+6
207.03,5.502e+6,1.832e-6,5.502e+6
207.04,4.554e+6,1.830e-6,4.554e+6
207.06,2.751e+6,1.826e-6,2.751e+6
207.08,1.405e+6,1.822e-6,1.405e+6
207.09,9.424e+5,1.820e-6,9.424e+5
207.11,3.740e+5,1.816e-6,3.740e+5
207.13,1.255e+5,1.812e-6,1.255e+5
207.14,6.822e+4,1.810e-6,6.822e+4
207.16,1.779e+4,1.806e-6,1.779e+4
207.18,3.920e+3,1.802e-6,3.920e+3
207.19,1.728e+3,1.800e-6,1.728e+3
207.21,2.959e+2,1.796e-6,2.959e+2
207.23,4.285e+1,1.792e-6,4.285e+1
207.24,1.531e+1,1.790e-6,1.531e+1
207.26,1.723e+0,1.787e-6,1.723e+0
207.28,1.639e-1,1.783e-6,1.639e-1
207.29,4.745e-2,1.781e-6,4.745e-2
207.31,3.508e-3,1.777e-6,3.508e-3
207.33,2.192e-4,1.773e-6,2.192e-4
207.34,5.146e-5,1.771e-6,5.146e-5
207.36,2.499e-6,1.767e-6,2.499e-6
207.38,1.026e-7,1.763e-6,1.026e-7
207.39,1.952e-8,1.761e-6,1.952e-8
207.41,6.229e-10,1.757e-6,6.229e-10
207.43,3.932e-10,1.753e-6,3.932e-10
207.44,2.305e-9,1.751e-6,2.305e-9
207.46,7.627e-8,1.747e-6,7.627e-8
207.48,2.137e-6,1.743e-6,2.137e-6
207.49,1.062e-5,1.741e-6,1.062e-5
207.51,2.318e-4,1.737e-6,2.318e-4
207.53,4.281e-3,1.733e-6,4.281e-3
207.54,1.728e-2,1.731e-6,1.728e-2
207.56,2.486e-1,1.727e-6,2.486e-1
207.58,3.027e+0,1.723e-6,3.027e+0
207.59,9.924e+0,1.721e-6,9.924e+0
207.61,9.411e+1,1.718e-6,9.411e+1
207.63,7.555e+2,1.714e-6,7.555e+2
207.64,2.011e+3,1.712e-6,2.011e+3
207.66,1.257e+4,1.708e-6,1.257e+4
207.68,6.655e+4,1.704e-6,6.655e+4
207.69,1.438e+5,1.702e-6,1.438e+5
207.71,5.929e+5,1.698e-6,5.929e+5
207.73,2.069e+6,1.694e-6,2.069e+6
207.74,3.631e+6,1.692e-6,3.631e+6
207.76,9.868e+6,1.688e-6,9.868e+6
207.78,2.270e+7,1.684e-6,2.270e+7
207.79,3.235e+7,1.682e-6,3.235e+7
207.81,5.796e+7,1.678e-6,5.796e+7
207.83,8.791e+7,1.674e-6,8.791e+7
207.84,1.017e+8,1.672e-6,1.017e+8
207.86,1.202e+8,1.668e-6,1.202e+8
207.88,1.202e+8,1.664e-6,1.202e+8
207.89,1.129e+8,1.662e-6,1.129e+8
207.91,8.791e+7,1.658e-6,8.791e+7
207.93,5.796e+7,1.654e-6,5.796e+7
207.94,4.421e+7,1.652e-6,4.421e+7
207.96,2.270e+7,1.649e-6,2.270e+7
207.98,9.868e+6,1.645e-6,9.868e+6
207.99,6.112e+6,1.643e-6,6.112e+6
208.01,2.069e+6,1.639e-6,2.069e+6
208.03,5.929e+5,1.635e-6,5.929e+5
208.04,2.982e+5,1.633e-6,2.982e+5
208.06,6.655e+4,1.629e-6,6.655e+4
208.08,1.257e+4,1.625e-6,1.257e+4
208.09,5.134e+3,1.623e-6,5.134e+3
208.11,7.555e+2,1.619e-6,7.555e+2
208.13,9.411e+1,1.615e-6,9.411e+1
208.14,3.120e+1,1.613e-6,3.120e+1
208.16,3.027e+0,1.609e-6,3.027e+0
208.18,2.488e-1,1.605e-6,2.488e-1
208.19,6.763e-2,1.603e-6,6.763e-2
208.21,1.497e-2,1.599e-6,1.497e-2
208.23,1.394e-1,1.595e-6,1.394e-1
208.24,4.721e-1,1.593e-6,4.721e-1
208.26,4.795e+0,1.589e-6,4.795e+0
208.28,4.126e+1,1.585e-6,4.126e+1
208.29,1.138e+2,1.583e-6,1.138e+2
208.31,7.638e+2,1.580e-6,7.638e+2
208.33,4.346e+3,1.576e-6,4.346e+3
208.34,9.741e+3,1.574e-6,9.741e+3
208.36,4.323e+4,1.570e-6,4.323e+4
208.38,1.626e+5,1.566e-6,1.626e+5
208.39,2.963e+5,1.564e-6,2.963e+5
208.41,8.693e+5,1.560e-6,8.693e+5
208.43,2.161e+6,1.556e-6,2.161e+6
208.44,3.202e+6,1.554e-6,3.202e+6
208.46,6.210e+6,1.550e-6,6.210e+6
208.48,1.021e+7,1.546e-6,1.021e+7
208.49,1.230e+7,1.544e-6,1.230e+7
208.51,1.576e+7,1.540e-6,1.576e+7
208.53,1.712e+7,1.536e-6,1.712e+7
208.54,1.677e+7,1.534e-6,1.677e+7
208.56,1.422e+7,1.530e-6,1.422e+7
208.58,1.022e+7,1.526e-6,1.022e+7
208.59,8.171e+6,1.524e-6,8.171e+6
208.61,4.765e+6,1.520e-6,4.765e+6
208.63,3.042e+6,1.516e-6,3.042e+6
208.64,3.090e+6,1.514e-6,3.090e+6
208.66,6.020e+6,1.511e-6,6.020e+6
208.68,1.536e+7,1.507e-6,1.536e+7
208.69,2.384e+7,1.505e-6,2.384e+7
208.71,5.137e+7,1.501e-6,5.137e+7
208.73,9.423e+7,1.497e-6,9.423e+7
208.74,1.200e+8,1.495e-6,1.200e+8
208.76,1.724e+8,1.491e-6,1.724e+8
208.78,2.101e+8,1.487e-6,2.101e+8
208.79,2.182e+8,1.485e-6,2.182e+8
208.81,2.082e+8,1.481e-6,2.082e+8
208.83,1.687e+8,1.477e-6,1.687e+8
208.84,1.428e+8,1.475e-6,1.428e+8
208.86,9.052e+7,1.471e-6,9.052e+7
208.88,4.873e+7,1.467e-6,4.873e+7
208.89,3.363e+7,1.465e-6,3.363e+7
208.91,1.417e+7,1.461e-6,1.417e+7
208.92,8.650e+6,1.459e-6,8.650e+6
208.94,2.852e+6,1.455e-6,2.852e+6
208.96,7.984e+5,1.451e-6,7.984e+5
208.97,3.973e+5,1.449e-6,3.973e+5
208.99,8.705e+4,1.445e-6,8.705e+4
209.01,1.619e+4,1.442e-6,1.619e+4
209.02,6.569e+3,1.440e-6,6.569e+3
209.04,9.560e+2,1.436e-6,9.560e+2
209.06,1.185e+2,1.432e-6,1.185e+2
209.07,4.022e+1,1.430e-6,4.022e+1
209.09,1.533e+1,1.426e-6,1.533e+1
209.11,9.810e+1,1.422e-6,9.810e+1
209.12,2.675e+2,1.420e-6,2.675e+2
209.14,1.769e+3,1.416e-6,1.769e+3
209.16,9.923e+3,1.412e-6,9.923e+3
209.17,2.210e+4,1.410e-6,2.210e+4
209.19,9.693e+4,1.406e-6,9.693e+4
209.21,3.607e+5,1.402e-6,3.607e+5
209.22,6.542e+5,1.400e-6,6.542e+5
209.24,1.903e+6,1.396e-6,1.903e+6
209.26,4.697e+6,1.392e-6,4.697e+6
209.27,6.938e+6,1.390e-6,6.938e+6
209.29,1.338e+7,1.386e-6,1.338e+7
209.31,2.191e+7,1.382e-6,2.191e+7
209.32,2.635e+7,1.380e-6,2.635e+7
209.34,3.372e+7,1.376e-6,3.372e+7
209.36,3.660e+7,1.373e-6,3.660e+7
209.37,3.586e+7,1.371e-6,3.586e+7
209.39,3.043e+7,1.367e-6,3.043e+7
209.41,2.191e+7,1.363e-6,2.191e+7
209.42,1.748e+7,1.361e-6,1.748e+7
209.44,9.836e+6,1.357e-6,9.836e+6
209.46,4.697e+6,1.353e-6,4.697e+6
209.47,3.052e+6,1.351e-6,3.052e+6
209.49,1.139e+6,1.347e-6,1.139e+6
209.51,3.607e+5,1.343e-6,3.607e+5
209.52,1.909e+5,1.341e-6,1.909e+5
209.54,4.725e+4,1.337e-6,4.725e+4
209.56,9.943e+3,1.333e-6,9.943e+3
209.57,4.336e+3,1.331e-6,4.336e+3
209.59,1.183e+3,1.327e-6,1.183e+3
209.61,3.404e+3,1.323e-6,3.404e+3
209.62,8.190e+3,1.321e-6,8.190e+3
209.64,4.395e+4,1.317e-6,4.395e+4
209.66,2.014e+5,1.313e-6,2.014e+5
209.67,4.057e+5,1.311e-6,4.057e+5
209.69,1.458e+6,1.307e-6,1.458e+6
209.71,4.457e+6,1.304e-6,4.457e+6
209.72,7.333e+6,1.302e-6,7.333e+6
209.74,1.758e+7,1.298e-6,1.758e+7
209.76,3.583e+7,1.294e-6,3.583e+7
209.77,4.813e+7,1.292e-6,4.813e+7
209.79,7.692e+7,1.288e-6,7.692e+7
209.81,1.045e+8,1.284e-6,1.045e+8
209.82,1.146e+8,1.282e-6,1.146e+8
209.84,1.221e+8,1.278e-6,1.221e+8
209.86,1.106e+8,1.274e-6,1.106e+8
209.87,9.900e+7,1.272e-6,9.900e+7
209.89,7.026e+7,1.268e-6,7.026e+7
209.91,4.238e+7,1.264e-6,4.238e+7
209.92,3.097e+7,1.262e-6,3.097e+7
209.94,1.464e+7,1.258e-6,1.464e+7
209.96,5.883e+6,1.254e-6,5.883e+6
209.97,3.508e+6,1.252e-6,3.508e+6
209.99,1.104e+6,1.248e-6,1.104e+6
210.01,2.954e+5,1.244e-6,2.954e+5
210.02,1.437e+5,1.242e-6,1.437e+5
210.04,3.012e+4,1.238e-6,3.012e+4
210.06,5.363e+3,1.235e-6,5.363e+3
210.07,2.129e+3,1.233e-6,2.129e+3
210.09,2.969e+2,1.229e-6,2.969e+2
210.11,3.518e+1,1.225e-6,3.518e+1
210.12,1.141e+1,1.223e-6,1.141e+1
210.14,1.376e+0,1.219e-6,1.376e+0
210.16,4.746e+0,1.215e-6,4.746e+0
210.17,1.679e+1,1.213e-6,1.679e+1
210.19,1.920e+2,1.209e-6,1.920e+2
210.21,1.868e+3,1.205e-6,1.868e+3
210.22,5.483e+3,1.203e-6,5.483e+3
210.24,4.181e+4,1.199e-6,4.181e+4
210.26,2.710e+5,1.195e-6,2.710e+5
210.27,6.492e+5,1.193e-6,6.492e+5
210.29,3.298e+6,1.189e-6,3.298e+6
210.31,1.424e+7,1.185e-6,1.424e+7
210.32,2.783e+7,1.183e-6,2.783e+7
210.34,9.418e+7,1.179e-6,9.418e+7
210.36,2.709e+8,1.175e-6,2.709e+8
210.37,4.322e+8,1.173e-6,4.322e+8
210.39,9.741e+8,1.169e-6,9.741e+8
210.41,1.866e+9,1.166e-6,1.866e+9
