Wavelength (nm),Sum(calc),Cu I (9.0e-1),Cu II (1.0e-1)
207.47,3.178e-9,1.749e-7,3.178e-9
207.48,1.647e-8,1.747e-7,1.647e-8
207.50,3.906e-7,1.744e-7,3.906e-7
207.52,7.842e-6,1.741e-7,7.842e-6
207.53,3.300e-5,1.739e-7,3.300e-5
207.55,5.160e-4,1.736e-7,5.160e-4
207.57,6.829e-3,1.732e-7,6.829e-3
207.58,2.334e-2,1.731e-7,2.334e-2
207.60,2.406e-1,1.727e-7,2.406e-1
207.62,2.099e+0,1.724e-7,2.099e+0
207.63,5.825e+0,1.722e-7,5.825e+0
207.65,3.958e+1,1.719e-7,3.958e+1
207.67,2.277e+2,1.716e-7,2.277e+2
207.68,5.131e+2,1.714e-7,5.131e+2
207.70,2.299e+3,1.711e-7,2.299e+3
207.72,8.719e+3,1.708e-7,8.719e+3
207.73,1.595e+4,1.706e-7,1.595e+4
207.75,4.712e+4,1.703e-7,4.712e+4
207.77,1.178e+5,1.699e-7,1.178e+5
207.78,1.750e+5,1.698e-7,1.750e+5
207.80,3.408e+5,1.694e-7,3.408e+5
207.82,5.619e+5,1.691e-7,5.619e+5
207.83,6.778e+5,1.689e-7,6.778e+5
207.85,8.702e+5,1.686e-7,8.702e+5
207.87,9.458e+5,1.683e-7,9.458e+5
207.88,9.263e+5,1.681e-7,9.263e+5
207.90,7.842e+5,1.678e-7,7.842e+5
207.92,5.619e+5,1.674e-7,5.619e+5
207.93,4.468e+5,1.673e-7,4.468e+5
207.95,2.494e+5,1.670e-7,2.494e+5
207.97,1.178e+5,1.666e-7,1.178e+5
207.98,7.608e+4,1.665e-7,7.608e+4
208.00,2.799e+4,1.661e-7,2.799e+4
208.02,8.719e+3,1.658e-7,8.719e+3
208.03,4.571e+3,1.656e-7,4.571e+3
208.05,1.109e+3,1.653e-7,1.109e+3
208.07,2.277e+2,1.650e-7,2.277e+2
208.08,9.694e+1,1.648e-7,9.694e+1
208.10,1.550e+1,1.645e-7,1.550e+1
208.12,2.099e+0,1.641e-7,2.099e+0
208.13,7.256e-1,1.640e-7,7.256e-1
208.15,7.651e-2,1.637e-7,7.651e-2
208.17,6.829e-3,1.633e-7,6.829e-3
208.18,1.918e-3,1.632e-7,1.918e-3
208.20,1.535e-4,1.628e-7,1.535e-4
208.22,2.943e-4,1.625e-7,2.943e-4
208.23,1.014e-3,1.623e-7,1.014e-3
208.25,1.117e-2,1.620e-7,1.117e-2
208.27,1.045e-1,1.617e-7,1.045e-1
208.28,3.002e-1,1.615e-7,3.002e-1
208.30,2.189e+0,1.612e-7,2.189e+0
208.32,1.353e+1,1.608e-7,1.353e+1
208.33,3.161e+1,1.607e-7,3.161e+1
208.35,1.524e+2,1.603e-7,1.524e+2
208.37,6.226e+2,1.600e-7,6.226e+2
208.38,1.183e+3,1.599e-7,1.183e+3
208.40,3.769e+3,1.595e-7,3.769e+3
208.42,1.018e+4,1.592e-7,1.018e+4
208.43,1.572e+4,1.590e-7,1.572e+4
208.45,3.312e+4,1.587e-7,3.312e+4
208.47,5.912e+4,1.584e-7,5.912e+4
208.48,7.424e+4,1.582e-7,7.424e+4
208.50,1.034e+5,1.579e-7,1.034e+5
208.52,1.220e+5,1.575e-7,1.220e+5
208.53,1.245e+5,1.574e-7,1.245e+5
208.55,1.147e+5,1.570e-7,1.147e+5
208.57,8.949e+4,1.567e-7,8.949e+4
208.58,7.437e+4,1.565e-7,7.437e+4
208.60,4.586e+4,1.562e-7,4.586e+4
208.62,2.641e+4,1.559e-7,2.641e+4
208.63,2.194e+4,1.557e-7,2.194e+4
208.65,2.831e+4,1.554e-7,2.831e+4
208.66,4.265e+4,1.552e-7,4.265e+4
208.68,1.087e+5,1.549e-7,1.087e+5
208.70,2.527e+5,1.546e-7,2.527e+5
208.71,3.638e+5,1.544e-7,3.638e+5
208.73,6.678e+5,1.541e-7,6.678e+5
208.75,1.041e+6,1.537e-7,1.041e+6
208.76,1.223e+6,1.536e-7,1.223e+6
208.78,1.492e+6,1.532e-7,1.492e+6
208.80,1.547e+6,1.529e-7,1.547e+6
208.81,1.481e+6,1.528e-7,1.481e+6
208.83,1.201e+6,1.524e-7,1.201e+6
208.85,8.267e+5,1.521e-7,8.267e+5
208.86,6.452e+5,1.519e-7,6.452e+5
208.88,3.477e+5,1.516e-7,3.477e+5
208.90,1.591e+5,1.513e-7,1.591e+5
208.91,1.012e+5,1.511e-7,1.012e+5
208.93,3.625e+4,1.508e-7,3.625e+4
208.95,1.102e+4,1.504e-7,1.102e+4
208.96,5.717e+3,1.503e-7,5.717e+3
208.98,1.360e+3,1.499e-7,1.360e+3
209.00,2.749e+2,1.496e-7,2.749e+2
209.01,1.162e+2,1.494e-7,1.162e+2
209.03,1.837e+1,1.491e-7,1.837e+1
209.05,2.466e+0,1.488e-7,2.466e+0
209.06,8.520e-1,1.486e-7,8.520e-1
209.08,1.170e-1,1.483e-7,1.170e-1
209.10,2.632e-1,1.480e-7,2.632e-1
209.11,7.297e-1,1.478e-7,7.297e-1
209.13,5.222e+0,1.475e-7,5.222e+0
209.15,3.181e+1,1.471e-7,3.181e+1
209.16,7.382e+1,1.470e-7,7.382e+1
209.18,3.514e+2,1.466e-7,3.514e+2
209.20,1.420e+3,1.463e-7,1.420e+3
209.21,2.683e+3,1.461e-7,2.683e+3
209.23,8.472e+3,1.458e-7,8.472e+3
209.25,2.270e+4,1.455e-7,2.270e+4
209.26,3.494e+4,1.453e-7,3.494e+4
209.28,7.317e+4,1.450e-7,7.317e+4
209.30,1.300e+5,1.447e-7,1.300e+5
209.31,1.630e+5,1.445e-7,1.630e+5
209.33,2.263e+5,1.442e-7,2.263e+5
209.35,2.667e+5,1.438e-7,2.667e+5
209.36,2.723e+5,1.437e-7,2.723e+5
209.38,2.508e+5,1.433e-7,2.508e+5
209.40,1.960e+5,1.430e-7,1.960e+5
209.41,1.630e+5,1.428e-7,1.630e+5
209.43,9.955e+4,1.425e-7,9.955e+4
209.45,5.161e+4,1.422e-7,5.161e+4
209.46,3.494e+4,1.420e-7,3.494e+4
209.48,1.416e+4,1.417e-7,1.416e+4
209.50,4.867e+3,1.414e-7,4.867e+3
209.51,2.683e+3,1.412e-7,2.683e+3
209.53,7.210e+2,1.409e-7,7.210e+2
209.55,1.645e+2,1.405e-7,1.645e+2
209.56,7.396e+1,1.404e-7,7.396e+1
209.58,1.438e+1,1.400e-7,1.438e+1
209.60,1.110e+1,1.397e-7,1.110e+1
209.61,2.415e+1,1.395e-7,2.415e+1
209.63,1.371e+2,1.392e-7,1.371e+2
209.65,6.818e+2,1.389e-7,6.818e+2
209.66,1.431e+3,1.387e-7,1.431e+3
209.68,5.585e+3,1.384e-7,5.585e+3
209.70,1.853e+4,1.381e-7,1.853e+4
209.71,3.177e+4,1.379e-7,3.177e+4
209.73,8.267e+4,1.376e-7,8.267e+4
209.75,1.829e+5,1.372e-7,1.829e+5
209.76,2.561e+5,1.371e-7,2.561e+5
209.78,4.443e+5,1.367e-7,4.443e+5
209.80,6.553e+5,1.364e-7,6.553e+5
209.81,7.489e+5,1.362e-7,7.489e+5
209.83,8.660e+5,1.359e-7,8.660e+5
209.85,8.513e+5,1.356e-7,8.513e+5
209.86,7.941e+5,1.354e-7,7.941e+5
209.88,6.118e+5,1.351e-7,6.118e+5
209.90,4.006e+5,1.347e-7,4.006e+5
209.91,3.050e+5,1.346e-7,3.050e+5
209.93,1.565e+5,1.343e-7,1.565e+5
209.95,6.826e+4,1.339e-7,6.826e+4
209.96,4.241e+4,1.338e-7,4.241e+4
209.98,1.449e+4,1.334e-7,1.449e+4
210.00,4.208e+3,1.331e-7,4.208e+3
210.01,2.133e+3,1.329e-7,2.133e+3
210.03,4.851e+2,1.326e-7,4.851e+2
210.05,9.375e+1,1.323e-7,9.375e+1
210.06,3.877e+1,1.321e-7,3.877e+1
210.08,5.869e+0,1.318e-7,5.869e+0
210.10,7.547e-1,1.314e-7,7.547e-1
210.11,2.547e-1,1.313e-7,2.547e-1
210.13,2.794e-2,1.310e-7,2.794e-2
210.15,3.861e-2,1.306e-7,3.861e-2
210.16,1.370e-1,1.305e-7,1.370e-1
210.18,1.694e+0,1.301e-7,1.694e+0
210.20,1.788e+1,1.298e-7,1.788e+1
210.21,5.464e+1,1.296e-7,5.464e+1
210.23,4.519e+2,1.293e-7,4.519e+2
210.25,3.177e+3,1.290e-7,3.177e+3
210.26,7.927e+3,1.288e-7,7.927e+3
210.28,4.367e+4,1.285e-7,4.367e+4
210.30,2.045e+5,1.281e-7,2.045e+5
210.31,4.164e+5,1.280e-7,4.164e+5
210.33,1.528e+6,1.276e-7,1.528e+6
210.35,4.767e+6,1.273e-7,4.767e+6
210.36,7.922e+6,1.272e-7,7.922e+6
210.38,1.937e+7,1.268e-7,1.937e+7
210.40,4.024e+7,1.265e-7,4.024e+7
