Wavelength (nm),Sum(calc),Cu I (7.2e-1),Cu II (2.8e-1)
200.88,1.242e-10,,1.242e-10
200.89,7.849e-10,,7.849e-10
200.91,2.743e-8,,2.743e-8
200.93,8.024e-7,,8.024e-7
200.94,4.060e-6,,4.060e-6
200.96,9.098e-5,,9.098e-5
200.98,1.707e-3,,1.707e-3
200.99,6.917e-3,,6.917e-3
201.01,9.942e-2,,9.942e-2
201.03,1.196e+0,,1.196e+0
201.04,3.882e+0,,3.882e+0
201.06,3.578e+1,,3.578e+1
201.08,2.761e+2,,2.761e+2
201.09,7.176e+2,,7.176e+2
201.11,4.242e+3,,4.242e+3
201.13,2.099e+4,,2.099e+4
201.14,4.369e+4,,4.369e+4
201.16,1.656e+5,,1.656e+5
201.18,5.257e+5,,5.257e+5
201.19,8.762e+5,,8.762e+5
201.21,2.130e+6,,2.130e+6
201.23,4.336e+6,,4.336e+6
201.24,5.788e+6,,5.788e+6
201.26,9.024e+6,,9.024e+6
201.28,1.178e+7,,1.178e+7
201.29,1.259e+7,,1.259e+7
201.31,1.259e+7,,1.259e+7
201.33,1.054e+7,,1.054e+7
201.34,9.028e+6,,9.028e+6
201.36,5.810e+6,,5.810e+6
201.38,3.230e+6,,3.230e+6
201.39,2.397e+6,,2.397e+6
201.41,1.978e+6,,1.978e+6
201.43,4.110e+6,,4.110e+6
201.44,6.792e+6,,6.792e+6
201.46,1.761e+7,,1.761e+7
201.48,3.900e+7,,3.900e+7
201.49,5.436e+7,,5.436e+7
201.51,9.251e+7,,9.251e+7
201.53,1.319e+8,,1.319e+8
201.54,1.473e+8,,1.473e+8
201.56,1.610e+8,,1.610e+8
201.58,1.473e+8,,1.473e+8
201.59,1.319e+8,,1.319e+8
201.61,9.251e+7,,9.251e+7
201.63,5.436e+7,,5.436e+7
201.64,3.899e+7,,3.899e+7
201.66,1.756e+7,,1.756e+7
201.68,6.626e+6,,6.626e+6
201.69,3.808e+6,,3.808e+6
201.71,1.101e+6,,1.101e+6
201.73,2.668e+5,,2.668e+5
201.74,1.229e+5,,1.229e+5
201.76,2.282e+4,,2.282e+4
201.78,3.549e+3,,3.549e+3
201.79,1.310e+3,,1.310e+3
201.81,1.561e+2,,1.561e+2
201.83,1.559e+1,,1.559e+1
201.84,4.611e+0,,4.611e+0
201.86,3.529e-1,,3.529e-1
201.88,2.263e-2,,2.263e-2
201.89,5.362e-3,,5.362e-3
201.91,2.635e-4,,2.635e-4
201.93,1.085e-5,,1.085e-5
201.94,2.060e-6,,2.060e-6
201.96,6.500e-8,,6.500e-8
201.98,1.718e-9,,1.718e-9
202.01,6.488e-8,6.488e-8,4.155e-9
202.03,2.379e-6,2.379e-6,5.779e-9
202.04,1.349e-5,1.349e-5,6.591e-9
202.06,3.799e-4,3.799e-4,8.215e-9
202.08,8.977e-3,8.977e-3,9.840e-9
202.09,4.086e-2,4.086e-2,1.065e-8
202.11,7.418e-1,7.418e-1,1.228e-8
202.13,1.130e+1,1.130e+1,1.390e-8
202.14,4.128e+1,4.128e+1,8.586e-8
202.16,4.831e+2,4.831e+2,2.872e-6
202.18,4.743e+3,4.743e+3,8.059e-5
202.19,1.391e+4,1.391e+4,3.997e-4
202.21,1.049e+5,1.049e+5,8.622e-3
202.23,6.639e+5,6.639e+5,1.560e-1
202.24,1.563e+6,1.563e+6,6.215e-1
202.26,7.600e+6,7.600e+6,8.643e+0
202.28,3.099e+7,3.099e+7,1.009e+2
202.29,5.860e+7,5.860e+7,3.226e+2
202.31,1.836e+8,1.836e+8,2.893e+3
202.33,4.826e+8,4.825e+8,2.177e+4
202.34,7.325e+8,7.324e+8,5.592e+4
202.36,1.479e+9,1.479e+9,3.234e+5
202.38,2.507e+9,2.505e+9,1.569e+6
202.39,3.056e+9,3.053e+9,3.237e+6
202.41,3.986e+9,3.974e+9,1.207e+7
202.42,4.266e+9,4.244e+9,2.183e+7
202.44,4.307e+9,4.244e+9,6.256e+7
202.46,3.711e+9,3.560e+9,1.505e+8
202.47,3.271e+9,3.053e+9,2.185e+8
202.49,2.372e+9,1.968e+9,4.038e+8
202.51,1.690e+9,1.064e+9,6.261e+8
202.52,1.462e+9,7.324e+8,7.301e+8
202.54,1.174e+9,3.043e+8,8.701e+8
202.56,9.762e+8,1.060e+8,8.701e+8
202.57,8.733e+8,5.860e+7,8.147e+8
202.59,6.419e+8,1.569e+7,6.262e+8
202.61,4.076e+8,3.524e+6,4.040e+8
202.62,3.055e+8,1.563e+6,3.040e+8
202.64,1.515e+8,2.698e+5,1.513e+8
202.66,6.400e+7,3.906e+4,6.396e+7
202.67,3.949e+7,1.391e+4,3.947e+7
202.69,1.428e+7,1.547e+3,1.428e+7
202.71,5.651e+6,1.444e+2,5.651e+6
202.72,3.932e+6,4.128e+1,3.932e+6
202.74,2.306e+6,2.959e+0,2.306e+6
202.76,1.452e+6,1.780e-1,1.452e+6
202.77,1.119e+6,4.086e-2,1.119e+6
202.79,5.976e+5,1.888e-3,5.976e+5
202.81,2.720e+5,7.317e-5,2.720e+5
202.82,1.740e+5,1.349e-5,1.740e+5
202.84,7.312e+4,4.016e-7,7.312e+4
202.86,6.341e+4,4.010e-7,6.341e+4
202.87,8.821e+4,4.008e-7,8.821e+4
202.89,2.101e+5,4.003e-7,2.101e+5
202.91,4.613e+5,3.997e-7,4.613e+5
202.92,6.454e+5,3.995e-7,6.454e+5
202.94,1.130e+6,3.989e-7,1.130e+6
202.96,1.751e+6,3.984e-7,1.751e+6
202.97,2.117e+6,3.981e-7,2.117e+6
202.99,3.072e+6,3.976e-7,3.072e+6
203.01,4.636e+6,3.971e-7,4.636e+6
203.02,5.787e+6,3.968e-7,5.787e+6
203.04,8.943e+6,3.963e-7,8.943e+6
203.06,1.282e+7,3.957e-7,1.282e+7
203.07,1.465e+7,3.955e-7,1.465e+7
203.09,1.711e+7,3.949e-7,1.711e+7
203.11,1.699e+7,3.944e-7,1.699e+7
203.12,1.588e+7,3.941e-7,1.588e+7
203.14,1.220e+7,3.936e-7,1.220e+7
203.16,7.882e+6,3.931e-7,7.882e+6
203.17,5.934e+6,3.928e-7,5.934e+6
203.19,2.952e+6,3.923e-7,2.952e+6
203.21,1.233e+6,3.917e-7,1.233e+6
203.22,7.467e+5,3.915e-7,7.467e+5
203.24,2.401e+5,3.909e-7,2.401e+5
203.26,6.485e+4,3.904e-7,6.485e+4
203.27,3.157e+4,3.901e-7,3.157e+4
203.29,6.571e+3,3.896e-7,6.571e+3
203.31,1.266e+3,3.891e-7,1.266e+3
203.32,8.452e+2,3.888e-7,8.452e+2
203.34,3.858e+3,3.883e-7,3.858e+3
203.36,3.054e+4,3.877e-7,3.054e+4
203.37,8.113e+4,3.875e-7,8.113e+4
203.39,5.028e+5,3.869e-7,5.028e+5
203.41,2.619e+6,3.864e-7,2.619e+6
203.42,5.599e+6,3.862e-7,5.599e+6
203.44,2.247e+7,3.856e-7,2.247e+7
203.46,7.583e+7,3.851e-7,7.583e+7
203.47,1.305e+8,3.848e-7,1.305e+8
203.49,3.393e+8,3.843e-7,3.393e+8
203.51,7.418e+8,3.838e-7,7.418e+8
203.52,1.028e+9,3.835e-7,1.028e+9
203.54,1.735e+9,3.830e-7,1.735e+9
203.56,2.470e+9,3.824e-7,2.470e+9
203.57,2.771e+9,3.822e-7,2.771e+9
203.59,3.108e+9,3.816e-7,3.108e+9
203.61,3.072e+9,3.811e-7,3.072e+9
203.62,2.966e+9,3.808e-7,2.966e+9
203.64,2.767e+9,3.803e-7,2.767e+9
203.66,2.773e+9,3.798e-7,2.773e+9
203.67,2.864e+9,3.795e-7,2.864e+9
203.69,3.093e+9,3.790e-7,3.093e+9
203.71,3.133e+9,3.784e-7,3.133e+9
203.72,3.013e+9,3.782e-7,3.013e+9
203.74,2.492e+9,3.776e-7,2.492e+9
203.76,1.751e+9,3.771e-7,1.751e+9
203.77,1.377e+9,3.768e-7,1.377e+9
203.79,7.494e+8,3.763e-7,7.494e+8
203.81,3.431e+8,3.758e-7,3.431e+8
203.82,2.176e+8,3.755e-7,2.176e+8
203.84,7.681e+7,3.750e-7,7.681e+7
203.86,2.280e+7,3.744e-7,2.280e+7
203.87,1.164e+7,3.742e-7,1.164e+7
203.89,2.664e+6,3.736e-7,2.664e+6
203.91,5.124e+5,3.731e-7,5.124e+5
203.92,2.106e+5,3.729e-7,2.106e+5
203.94,3.123e+4,3.723e-7,3.123e+4
203.96,3.894e+3,3.718e-7,3.894e+3
203.97,1.288e+3,3.715e-7,1.288e+3
203.99,1.238e+2,3.710e-7,1.238e+2
204.01,1.001e+1,3.705e-7,1.001e+1
204.02,2.668e+0,3.702e-7,2.668e+0
204.04,2.210e-1,3.697e-7,2.210e-1
204.06,9.541e-1,3.691e-7,9.541e-1
204.07,3.676e+0,3.689e-7,3.676e+0
204.09,4.875e+1,3.683e-7,4.875e+1
204.11,5.445e+2,3.678e-7,5.445e+2
204.12,1.706e+3,3.675e-7,1.706e+3
204.14,1.471e+4,3.670e-7,1.471e+4
204.16,1.068e+5,3.665e-7,1.068e+5
204.17,2.697e+5,3.662e-7,2.697e+5
204.19,1.512e+6,3.657e-7,1.512e+6
204.21,7.132e+6,3.651e-7,7.132e+6
204.22,1.452e+7,3.649e-7,1.452e+7
204.24,5.290e+7,3.643e-7,5.290e+7
204.26,1.622e+8,3.638e-7,1.622e+8
204.27,2.662e+8,3.635e-7,2.662e+8
204.29,6.303e+8,3.630e-7,6.303e+8
204.31,1.256e+9,3.625e-7,1.256e+9
204.32,1.662e+9,3.622e-7,1.662e+9
204.34,2.557e+9,3.617e-7,2.557e+9
204.36,3.312e+9,3.611e-7,3.312e+9
204.37,3.533e+9,3.609e-7,3.533e+9
204.39,3.533e+9,3.603e-7,3.533e+9
204.41,2.973e+9,3.598e-7,2.973e+9
204.42,2.557e+9,3.595e-7,2.557e+9
204.44,1.662e+9,3.590e-7,1.662e+9
204.46,9.091e+8,3.585e-7,9.091e+8
204.47,6.303e+8,3.582e-7,6.303e+8
204.49,2.662e+8,3.577e-7,2.662e+8
204.50,1.622e+8,3.574e-7,1.622e+8
204.52,5.290e+7,3.569e-7,5.290e+7
204.54,1.452e+7,3.564e-7,1.452e+7
204.55,7.132e+6,3.561e-7,7.132e+6
204.57,1.512e+6,3.556e-7,1.512e+6
204.59,2.712e+5,3.550e-7,2.712e+5
204.60,1.100e+5,3.548e-7,1.100e+5
204.62,2.734e+4,3.542e-7,2.734e+4
204.64,4.371e+4,3.537e-7,4.371e+4
204.65,7.239e+4,3.534e-7,7.239e+4
204.67,1.848e+5,3.529e-7,1.848e+5
204.69,4.001e+5,3.524e-7,4.001e+5
204.70,5.520e+5,3.521e-7,5.520e+5
204.72,9.240e+5,3.516e-7,9.240e+5
204.74,1.303e+6,3.510e-7,1.303e+6
204.75,1.450e+6,3.508e-7,1.450e+6
204.77,1.580e+6,3.502e-7,1.580e+6
204.79,1.450e+6,3.497e-7,1.450e+6
204.80,1.303e+6,3.494e-7,1.303e+6
204.82,9.240e+5,3.489e-7,9.240e+5
204.84,5.520e+5,3.484e-7,5.520e+5
204.85,4.001e+5,3.481e-7,4.001e+5
204.87,1.847e+5,3.476e-7,1.847e+5
204.89,7.184e+4,3.470e-7,7.184e+4
204.90,4.201e+4,3.468e-7,4.201e+4
204.92,1.263e+4,3.462e-7,1.263e+4
204.94,3.197e+3,3.457e-7,3.197e+3
204.95,1.508e+3,3.454e-7,1.508e+3
204.97,2.951e+2,3.449e-7,2.951e+2
204.99,4.863e+1,3.444e-7,4.863e+1
205.00,1.851e+1,3.441e-7,1.851e+1
205.02,2.358e+0,3.436e-7,2.358e+0
205.04,2.530e-1,3.431e-7,2.530e-1
205.05,7.769e-2,3.428e-7,7.769e-2
205.07,6.447e-3,3.423e-7,6.447e-3
205.09,5.399e-4,3.417e-7,5.399e-4
205.10,4.917e-4,3.415e-7,4.917e-4
205.12,6.006e-3,3.409e-7,6.006e-3
205.14,8.045e-2,3.404e-7,8.045e-2
205.15,2.775e-1,3.401e-7,2.775e-1
205.17,2.942e+0,3.396e-7,2.942e+0
205.19,2.696e+1,3.391e-7,2.696e+1
205.20,7.757e+1,3.388e-7,7.757e+1
205.22,5.859e+2,3.383e-7,5.859e+2
205.24,3.971e+3,3.377e-7,3.971e+3
205.25,9.971e+3,3.375e-7,9.971e+3
205.27,5.871e+4,3.369e-7,5.871e+4
205.29,3.148e+5,3.364e-7,3.148e+5
205.30,7.012e+5,3.361e-7,7.012e+5
205.32,3.188e+6,3.356e-7,3.188e+6
205.34,1.272e+7,3.351e-7,1.272e+7
205.35,2.409e+7,3.348e-7,2.409e+7
205.37,7.707e+7,3.343e-7,7.707e+7
205.39,2.106e+8,3.337e-7,2.106e+8
205.40,3.276e+8,3.335e-7,3.276e+8
205.42,7.000e+8,3.329e-7,7.000e+8
205.44,1.266e+9,3.324e-7,1.266e+9
205.45,1.597e+9,3.321e-7,1.597e+9
205.47,2.242e+9,3.316e-7,2.242e+9
205.49,2.656e+9,3.311e-7,2.656e+9
205.50,2.712e+9,3.308e-7,2.712e+9
205.52,2.489e+9,3.303e-7,2.489e+9
205.54,1.927e+9,3.298e-7,1.927e+9
205.55,1.590e+9,3.295e-7,1.590e+9
205.57,9.535e+8,3.290e-7,9.535e+8
205.59,4.821e+8,3.284e-7,4.821e+8
205.60,3.215e+8,3.282e-7,3.215e+8
205.62,1.259e+8,3.276e-7,1.259e+8
205.64,4.156e+7,3.271e-7,4.156e+7
205.65,2.240e+7,3.268e-7,2.240e+7
205.67,5.726e+6,3.263e-7,5.726e+6
205.69,1.234e+6,3.258e-7,1.234e+6
205.70,5.376e+5,3.255e-7,5.376e+5
205.72,8.974e+4,3.250e-7,8.974e+4
205.74,1.263e+4,3.244e-7,1.263e+4
205.75,4.445e+3,3.242e-7,4.445e+3
205.77,4.845e+2,3.236e-7,4.845e+2
205.79,4.453e+1,3.231e-7,4.453e+1
205.80,1.266e+1,3.228e-7,1.266e+1
205.82,9.013e-1,3.223e-7,9.013e-1
205.84,5.409e-2,3.218e-7,5.409e-2
205.85,1.243e-2,3.215e-7,1.243e-2
205.87,5.791e-4,3.210e-7,5.791e-4
205.89,5.426e-5,3.204e-7,5.426e-5
205.90,1.404e-4,3.202e-7,1.404e-4
205.92,2.224e-3,3.196e-7,2.224e-3
205.94,3.065e-2,3.191e-7,3.065e-2
205.95,1.068e-1,3.188e-7,1.068e-1
205.97,1.142e+0,3.183e-7,1.142e+0
205.99,1.032e+1,3.178e-7,1.032e+1
206.00,2.909e+1,3.175e-7,2.909e+1
206.02,2.038e+2,3.170e-7,2.038e+2
206.04,1.205e+3,3.165e-7,1.205e+3
206.05,2.750e+3,3.162e-7,2.750e+3
206.07,1.262e+4,3.157e-7,1.262e+4
206.09,4.888e+4,3.151e-7,4.888e+4
206.10,9.028e+4,3.149e-7,9.028e+4
206.12,2.713e+5,3.143e-7,2.713e+5
206.14,6.883e+5,3.138e-7,6.883e+5
206.15,1.029e+6,3.135e-7,1.029e+6
206.17,2.025e+6,3.130e-7,2.025e+6
206.19,3.365e+6,3.125e-7,3.365e+6
206.20,4.070e+6,3.122e-7,4.070e+6
206.22,5.247e+6,3.117e-7,5.247e+6
206.24,5.710e+6,3.111e-7,5.710e+6
206.25,5.591e+6,3.109e-7,5.591e+6
206.27,4.720e+6,3.103e-7,4.720e+6
206.29,3.365e+6,3.098e-7,3.365e+6
206.30,2.666e+6,3.095e-7,2.666e+6
206.32,1.474e+6,3.090e-7,1.474e+6
